"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","deferred_tax_liabilities_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",29.7720967741935,"Up",4.156e+09,-1.507e+09,2.649e+09,-1.724e+09,-4.7e+08,-1.254e+09,9.25e+08,-2.2e+08,-2.31e+08,1.1e+07,7.05e+08,1e+07,7.15e+08,-2.41e+08,1.4e+07,4.88e+08,4.88e+08,-1e+06,4.87e+08,4.87e+08,7.21e+08,4.43e+08,2.78e+08,1.855e+09,1.855e+09,1.462e+09,6.1e+08,2.09e+08,1.75e+08,1.77e+08,4.648e+09,3.8133e+10,5.7459e+10,-1.9326e+10,1.1062e+10,9e+07,1.0972e+10,4.9195e+10,5.3843e+10,1.237e+09,9.88e+08,2.49e+08,3.488e+09,1.216e+09,2.272e+09,2.07e+09,1.5e+08,5.12e+08,1.408e+09,6.795e+09,1.4955e+10,1.6787e+10,8.905e+09,7.882e+09,3.1742e+10,3.8537e+10,9.316e+09,6.444e+09,-4.54e+08,1.5306e+10,0,1.5306e+10,5.3843e+10,4.88e+08,4.88e+08,4.7e+08,2.85e+08,-4.4e+07,1.199e+09,-1.7e+07,-7.38e+08,-7.51e+08,-2.29e+08,-8.7e+07,1.4e+07,1.4e+07,-1.86264514923096e-09,-3.02e+08,1.46e+08,1.46e+08,1.46e+08,1.395e+09,1.8443e+10,0.63739,0.22257,0.11718,0.03182,0.00904,0.68403,2.51777,0.34253,1.00417,1.00337,8.56943,31.56009,0.47218,0.01417,0.47023,12.70394,19.15892
"12","2013_Q1",31.788,"Up",3.613e+09,-1.288e+09,2.325e+09,-1.789e+09,-4.29e+08,-1.36e+09,5.36e+08,-2.78e+08,-2.89e+08,1.1e+07,2.58e+08,-2.64e+08,-6000000.00000024,15999999.9999999,1.1e+07,2.1e+07,20999999.9999999,1.16415321826935e-10,21000000.0000001,20999999.9999999,6.03e+08,2.79e+08,3.24e+08,1.871e+09,1.871e+09,1.519e+09,5.96e+08,2.41e+08,1.91e+08,1.64e+08,4.589e+09,3.8763e+10,5.7454e+10,-1.8691e+10,1.1015e+10,9.1e+07,1.0924e+10,4.9778e+10,5.4367e+10,1.438e+09,1.169e+09,2.69e+08,3.152e+09,9.81e+08,2.171e+09,2.233e+09,1.55e+08,7.47e+08,1.331e+09,6.823e+09,1.5586e+10,1.6721e+10,9.252e+09,7.469e+09,3.2307e+10,3.913e+10,9.338e+09,6.236e+09,-3.37e+08,1.5237e+10,-1.16415321826935e-10,1.5237e+10,5.4367e+10,21000000.0000001,2.1e+07,4.29e+08,1.21e+08,3.21e+08,8.92e+08,-1.3e+07,-1.097e+09,-1.11e+09,-2.29e+08,2.64e+08,1.9e+07,1.9e+07,0,54000000.0000001,-1.64e+08,-1.64e+08,-1.64e+08,9.65e+08,1.8738e+10,0.64351,0.14835,0.00581,0.00138,0.00039,0.67258,2.56809,0.34466,0.0432600000000001,0.04322,7.44301,31.38917,0.47175,0.00493,10.90476,18.79275,33.83396
"13","2013_Q2",33.79453125,"Up",3.826e+09,-1.402e+09,2.424e+09,-1.669e+09,-4.2e+08,-1.249e+09,7.55e+08,-2.25e+08,-2.29e+08,4e+06,5.3e+08,1.5e+07,5.45e+08,-1.95e+08,1.4e+07,3.64e+08,3.64e+08,-1e+06,3.63e+08,3.63e+08,4.4e+08,1.79e+08,2.61e+08,1.869e+09,1.869e+09,1.52e+09,5.68e+08,2.41e+08,1.62e+08,1.65e+08,4.397e+09,3.913e+10,5.8075e+10,-1.8945e+10,1.1023e+10,9.1e+07,1.0932e+10,5.0153e+10,5.455e+10,1.245e+09,1.004e+09,2.41e+08,2.981e+09,1.307e+09,1.674e+09,1.949e+09,9.4e+07,7.27e+08,1.128e+09,6.175e+09,1.5899e+10,1.7055e+10,9.556e+09,7.499e+09,3.2954e+10,3.9129e+10,9.357e+09,6.37e+09,-3.06e+08,1.5421e+10,0,1.5421e+10,5.455e+10,3.64e+08,3.64e+08,4.2e+08,1.91e+08,-2.19e+08,7.56e+08,-2.8e+07,-7.42e+08,-7.72e+08,-2.3e+08,1.23e+08,1.5e+07,1.5e+07,8e+06,-8.4e+07,-1e+08,-1e+08,-1e+08,1.175e+09,1.888e+10,0.63356,0.19733,0.09488,0.02354,0.00665,0.71206,2.53738,0.3461,0.74718,0.74639,7.87529,31.74197,0.47342,0.01155,0.63361,15.69362,24.42384
"14","2013_Q3",31.64140625,"Down",3.582e+09,-1.267e+09,2.315e+09,-1.614e+09,-4.43e+08,-1.171e+09,7.01e+08,-1.71e+08,-1.79e+08,8e+06,5.3e+08,-1.37e+08,3.93e+08,-6.8e+07,1.4e+07,3.39e+08,3.39e+08,-1e+06,3.38e+08,3.38e+08,4.15e+08,1.17e+08,2.98e+08,1.931e+09,1.931e+09,1.574e+09,7.02e+08,3.37e+08,1.87e+08,1.78e+08,4.622e+09,3.9425e+10,5.8357e+10,-1.8932e+10,1.0932e+10,9.1e+07,1.0841e+10,5.0357e+10,5.4979e+10,1.241e+09,9.87e+08,2.54e+08,3.357e+09,1.538e+09,1.819e+09,1.921e+09,1.11e+08,6.8e+08,1.13e+09,6.519e+09,1.5799e+10,1.7124e+10,9.691e+09,7.433e+09,3.2923e+10,3.9442e+10,9.38e+09,6.47e+09,-3.13e+08,1.5537e+10,0,1.5537e+10,5.4979e+10,3.39e+08,3.39e+08,4.43e+08,3.27e+08,-3.49e+08,7.6e+08,-1e+07,-8.7e+08,-8.71e+08,-2.39e+08,2.69e+08,2.6e+07,2.6e+07,-7e+06,49000000.0000001,-6.2e+07,-6.2e+07,-6.2e+07,1.144e+09,1.9156e+10,0.64629,0.1957,0.09436,0.02175,0.00615,0.709,2.53859,0.34842,0.69505,0.69438,7.36593,31.94987,0.49147,0.01114,0.707099999999998,16.38199,26.73466
"15","2013_Q4",33.189375,"Up",4.176e+09,-1.541e+09,2.635e+09,-1.616e+09,-4.47e+08,-1.169e+09,1.019e+09,-2.14e+08,-2.22e+08,8e+06,8.05e+08,-1.25e+08,6.8e+08,-2.57e+08,1.1e+07,4.34e+08,4.34e+08,-1e+06,4.33e+08,4.33e+08,4.35e+08,1.47e+08,2.88e+08,1.856e+09,1.856e+09,1.44e+09,5.86e+08,2.62e+08,1.71e+08,1.53e+08,4.317e+09,3.987e+10,5.9044e+10,-1.9174e+10,1.0776e+10,9.1e+07,1.0685e+10,5.0646e+10,5.4963e+10,1.263e+09,1.044e+09,2.19e+08,2.584e+09,1.218e+09,1.366e+09,1.845e+09,1.02e+08,5.9e+08,1.153e+09,5.692e+09,1.6202e+10,1.7306e+10,9.871e+09,7.435e+09,3.3508e+10,3.92e+10,9.404e+09,6.664e+09,-3.06e+08,1.5762e+10,1e+06,1.5763e+10,5.4963e+10,4.34e+08,4.34e+08,4.47e+08,4.93e+08,1.5e+08,1.524e+09,-2e+07,-8.58e+08,-8.77e+08,-2.4e+08,-4.02e+08,2e+07,2e+07,5e+06,-6.17e+08,3e+07,3e+07,3e+07,1.466e+09,1.8786e+10,0.63099,0.24401,0.10369,0.02747,0.00788,0.75843,2.48684,0.34179,0.88922,0.88862,8.57592,32.36916,0.49287,0.01298,0.55427,12.51774,18.00883
"16","2014_Q1",35.3262295081967,"Up",3229500000,-1349100000,1880400000,-1306500000,-402500000,-9.04e+08,573900000,-191900000,-202100000,10200000,3.82e+08,93300000,475300000,-157700000,19300000,336900000,347200000,-7e+05,346500000,346500000,4.71e+08,1.18e+08,3.53e+08,1.86e+09,1.86e+09,1.423e+09,5.56e+08,2.46e+08,1.6e+08,1.5e+08,4.31e+09,4.0997e+10,6.0285e+10,-1.9288e+10,1.1107e+10,9.1e+07,1.1016e+10,5.2104e+10,5.6414e+10,1.511e+09,1.266e+09,2.45e+08,2.306e+09,7.57e+08,1.549e+09,2.295e+09,9e+07,8.22e+08,1.383e+09,6.112e+09,1.6828e+10,1.7388e+10,1.03e+10,7.088e+09,3.4216e+10,4.0328e+10,9.434e+09,6.766e+09,-1.15e+08,1.6085e+10,1e+06,1.6086e+10,5.6414e+10,336900000,347200000,402500000,-27299999.9999999,344100000,1056200000,-1.1e+07,-1246800000,-1297800000,-245300000,3.27e+08,22200000,22200000,109400000,203300000,-38300000,-29200000,-29200000,976400000,1.9134e+10,0.58226,0.17771,0.10729,0.02154,0.00614,0.70517,2.50702,0.33917,0.71089,0.71035,6.62575,33.00052,0.50327,0.01125,0.70794,19.11409,32.5196
"17","2014_Q2",38.721746031746,"Up",4.648e+09,-1.806e+09,2.842e+09,-1.801e+09,-4.91e+08,-1.31e+09,1.041e+09,-2.13e+08,-2.19e+08,6e+06,8.28e+08,2.2e+07,8.5e+08,-3.07e+08,1.8e+07,5.61e+08,5.61e+08,-1e+06,5.6e+08,5.6e+08,6.02e+08,2.92e+08,3.1e+08,1.943e+09,1.943e+09,1.214e+09,5.76e+08,1.59e+08,1.25e+08,2.92e+08,4.335e+09,4.153e+10,6.1094e+10,-1.9564e+10,1.1173e+10,9.1e+07,1.1082e+10,5.2703e+10,5.7038e+10,1.433e+09,1.213e+09,2.2e+08,2.944e+09,1.332e+09,1.612e+09,2.142e+09,6e+07,8.03e+08,1.279e+09,6.519e+09,1.6475e+10,1.7625e+10,1.0446e+10,7.179e+09,3.41e+10,4.0619e+10,9.449e+09,7.076e+09,-1.09e+08,1.6416e+10,3e+06,1.6419e+10,5.7038e+10,5.61e+08,5.61e+08,4.91e+08,6.8e+07,1.3e+07,1.133e+09,-1.7e+07,-9.21e+08,-9.81e+08,-2.45e+08,2.48e+08,1.5e+07,1.5e+07,4e+06,2.2e+07,1.74e+08,1.74e+08,1.74e+08,1.532e+09,1.9419e+10,0.61145,0.22397,0.12048,0.03411,0.00982,0.66498,2.4739,0.34046,1.14785,1.1469,9.52718,33.64851,0.50219,0.01506,0.4375,12.28264,18.07589
"18","2014_Q3",39.20453125,"Up",4.044e+09,-1.516e+09,2.528e+09,-1.761e+09,-4.43e+08,-1.318e+09,7.67e+08,-2.09e+08,-2.18e+08,9e+06,5.58e+08,2.5e+07,5.83e+08,-2.15e+08,2.3e+07,3.91e+08,3.91e+08,-1e+06,3.9e+08,3.9e+08,5.67e+08,1.9e+08,3.77e+08,1.926e+09,1.926e+09,1.219e+09,6.11e+08,2.29e+08,1.46e+08,2.36e+08,4.323e+09,4.2273e+10,6.2065e+10,-1.9792e+10,1.1024e+10,9.1e+07,1.0933e+10,5.3297e+10,5.762e+10,1.468e+09,1.228e+09,2.4e+08,4.006e+09,1.482e+09,2.524e+09,2.126e+09,6e+07,6.92e+08,1.374e+09,7.6e+09,1.5601e+10,1.7834e+10,1.0463e+10,7.371e+09,3.3435e+10,4.1035e+10,9.463e+09,7.222e+09,-1.04e+08,1.6581e+10,4e+06,1.6585e+10,5.762e+10,3.91e+08,3.91e+08,4.43e+08,1.85e+08,4.5e+07,1.064e+09,-1e+07,-1.075e+09,-1.087e+09,-2.45e+08,1.51e+08,1.4e+07,1.4e+07,1e+06,-78999999.9999999,-1.02e+08,-1.02e+08,-1.02e+08,1.21e+09,1.9607e+10,0.62512,0.18966,0.09644,0.02352,0.00677,0.56882,2.47422,0.34028,0.7987,0.7983,8.28194,33.95717,0.50175,0.01175,0.62821,15.73554,24.82399
"19","2014_Q4",42.82015625,"Up",3.867e+09,-1.529e+09,2.338e+09,-1.449e+09,-4.84e+08,-9.65e+08,8.89e+08,-2.01e+08,-2.08e+08,7e+06,6.88e+08,2.7e+07,7.15e+08,-2.61e+08,2.4e+07,4.78e+08,4.94e+08,-1e+06,4.93e+08,4.93e+08,5.12e+08,1.94e+08,3.18e+08,1.855e+09,1.855e+09,1.205e+09,5.39e+08,1.77e+08,1.35e+08,2.27e+08,4.111e+09,4.3064e+10,6.3123e+10,-2.0059e+10,1.075e+10,9.1e+07,1.0659e+10,5.3814e+10,5.7925e+10,1.478e+09,1.259e+09,2.19e+08,3.663e+09,1.282e+09,2.381e+09,2.316e+09,6e+07,7.69e+08,1.487e+09,7.457e+09,1.5677e+10,1.7919e+10,1.0506e+10,7.413e+09,3.3596e+10,4.1053e+10,9.503e+09,7.47e+09,-1.05e+08,1.6868e+10,4e+06,1.6872e+10,5.7925e+10,4.78e+08,4.94e+08,4.84e+08,1.32e+08,4.24e+08,1.518e+09,-1.8e+07,-9.93e+08,-1.011e+09,-2.46e+08,-2.89e+08,3.4e+07,3.4e+07,-2e+06,-5.11e+08,-4e+06,4e+06,4e+06,1.373e+09,1.934e+10,0.6046,0.22989,0.12749,0.02922,0.00851,0.55129,2.4332,0.33388,1.00836,1.00824,7.90938,34.50103,0.50316,0.01365,0.49899,13.71304,21.17885
"20","2015_Q1",44.792131147541,"Up",3819600000,-1506700000,2312900000,-1882500000,-479600000,-1402900000,430400000,-204400000,-215600000,11200000,2.26e+08,28900000,254900000,-119600000,25200000,160500000,1.92e+08,-1200000,190800000,190800000,548100000,162500000,385600000,1835200000,1835200000,1316600000,778200000,275200000,177900000,221800000,4478100000,43635100000,63605900000,-19970800000,11431400000,52500000,10857300000,55066500000,59544600000,1496500000,1258200000,238300000,3846400000,1.346e+09,2500400000,2623700000,91600000,863500000,1668600000,7966600000,1.6012e+10,18741500000,10892200000,7499300000,34753500000,42720100000,9516700000,7406600000,-103100000,16820200000,4300000,16824500000,59544600000,160500000,1.92e+08,479600000,254900000,-7600000,887400000,-11200000,-1295900000,-1326900000,-261600000,657400000,10600000,10600000,2700000,405500000,-3.4e+07,-3.1e+07,-3.1e+07,9.1e+08,19858400000,0.60553,0.11268,0.04995,0.01134,0.0032,0.56211,2.53916,0.3335,0.38994,0.38953,7.80625,34.37602,0.53464,0.00816,1.37107,21.22011,44.86594
"21","2015_Q2",42.1939682539683,"Down",4580400000,-1789600000,2790800000,-1.688e+09,-495400000,-1192600000,1102800000,-208900000,-217300000,8400000,893900000,29700000,923600000,-327200000,23800000,620200000,630700000,-1500000,629200000,629200000,4.83e+08,1.9e+08,2.93e+08,1.889e+09,1.889e+09,1.192e+09,5.52e+08,1.48e+08,1.38e+08,2.66e+08,4.116e+09,4.481e+10,6.5306e+10,-2.0496e+10,1.1112e+10,9.1e+07,1.1021e+10,5.5922e+10,6.0038e+10,1.51e+09,1.283e+09,2.27e+08,3.306e+09,8.55e+08,2.451e+09,2.312e+09,8.3e+07,8.46e+08,1.383e+09,7.128e+09,1.6778e+10,1.8884e+10,1.1188e+10,7.696e+09,3.5662e+10,4.279e+10,9.568e+09,7.776e+09,-1.03e+08,1.7241e+10,7e+06,1.7248e+10,6.0038e+10,620200000,630700000,495400000,179500000,-37400000,1257700000,-1.8e+07,-1002900000,-1020900000,-2.61e+08,16400000,30400000,30400000,4900000,-213400000,23400000,27900000,27900000,1598200000,2.0084e+10,0.60929,0.24076,0.13737,0.03648,0.01048,0.57744,2.48087,0.33452,1.28514,1.28425,9.35543,35.21461,0.53309,0.01584,0.41481,12.26442,17.77385
"22","2015_Q3",42.6971875,"Up",3826700000,-1356100000,2470600000,-1666500000,-497700000,-1168800000,804100000,-207900000,-216100000,8200000,596200000,34100000,630300000,-224300000,25400000,431400000,431300000,-1300000,4.3e+08,4.3e+08,5.51e+08,1.95e+08,3.56e+08,1.92e+09,1.92e+09,1.16e+09,5.94e+08,2.1e+08,1.72e+08,2.12e+08,4.225e+09,4.5013e+10,6.4602e+10,-1.9589e+10,1.17e+10,9.1e+07,1.1609e+10,5.6713e+10,6.0938e+10,1.468e+09,1.236e+09,2.32e+08,2.922e+09,1.105e+09,1.817e+09,2.26e+09,7.8e+07,7.49e+08,1.433e+09,6.65e+09,1.7761e+10,1.9085e+10,1.1426e+10,7.659e+09,3.6846e+10,4.3496e+10,9.591e+09,7.945e+09,-1.02e+08,1.7434e+10,8e+06,1.7442e+10,6.0938e+10,431400000,431300000,497700000,244600000,-232500000,941200000,-7700000,-1165900000,-1173600000,-261100000,570400000,25400000,25400000,-97500000,2.33e+08,6e+05,4800000,4800000,1301800000,2.0683e+10,0.64562,0.21013,0.11237,0.02465,0.00706,0.63534,2.49375,0.33941,0.87718,0.87668,7.80629,35.56453,0.53263,0.01208,0.60721,15.46474,25.03669
"23","2015_Q4",44.03125,"Up",4431400000,-1686700000,2744700000,-1784500000,-534900000,-1249600000,960200000,-216800000,-218600000,1800000,743400000,32600000,7.76e+08,-275600000,11400000,511800000,519600000,-1300000,518300000,518300000,4.93e+08,1.78e+08,3.15e+08,1.853e+09,1.853e+09,1.105e+09,1.097e+09,1.56e+08,1.43e+08,1.9e+08,4.548e+09,4.5238e+10,6.4826e+10,-1.9588e+10,1.1313e+10,5.3e+07,1.126e+10,5.6551e+10,6.1099e+10,1.51e+09,1.274e+09,2.36e+08,2.608e+09,7.82e+08,1.826e+09,2.94e+09,7.5e+07,7.48e+08,2.117e+09,7.058e+09,1.76e+10,1.8732e+10,1.1425e+10,7.307e+09,3.6332e+10,4.339e+10,9.604e+09,8.204e+09,-1.09e+08,1.7699e+10,1e+07,1.7709e+10,6.1099e+10,511800000,519600000,534900000,392600000,272500000,1711800000,-26400000,-1027500000,-1053900000,-261300000,-4.25e+08,12100000,12100000,-1e+06,-679200000,-21300000,-17400000,-17400000,1495100000,2.0208e+10,0.61938,0.21668,0.11696,0.02927,0.00848,0.64438,2.45017,0.33074,1.05636,1.05603,9.03171,36.07264,0.53256,0.01376,0.50415,13.18641,20.53218
"24","2016_Q1",48.5216393442623,"Up",3614700000,-1275800000,2338900000,-1872500000,-481700000,-1390800000,466400000,-208900000,-2.14e+08,5100000,257500000,35500000,2.93e+08,-92500000,4700000,205200000,470700000,-1100000,469600000,469600000,563200000,176400000,386800000,1640500000,1640500000,1339400000,529300000,172400000,134400000,222500000,4072400000,46133200000,65481400000,-19348200000,11477500000,52500000,1.1425e+10,57610700000,61683100000,1644900000,1.418e+09,226900000,2631800000,8e+08,1831800000,2831800000,87100000,979100000,1765600000,7108500000,17740900000,18928800000,11733200000,7195600000,36669700000,43778200000,9620500000,8398300000,-127100000,17891700000,13200000,17904900000,61683100000,205200000,470700000,481700000,149400000,1700000,8.38e+08,-12200000,-1306700000,-1324200000,-275600000,231900000,13700000,13700000,15600000,-129800000,-6.16e+08,-1e+07,-1e+07,948100000,20372700000,0.64705,0.12903,0.12991,0.02623,0.00761,0.57289,2.44504,0.33028,0.9566,0.95627,7.3633,36.44616,0.56141,0.01303,0.58688,20.89389,42.4732
"25","2016_Q2",51.795,"Up",4044900000,-1.407e+09,2637900000,-1.745e+09,-497100000,-1247900000,892900000,-2.11e+08,-214900000,3900000,681900000,31700000,713600000,-235500000,2.5e+07,503100000,503100000,-1900000,501200000,501200000,454900000,190400000,264500000,1.65e+09,1.65e+09,1351900000,689500000,1.36e+08,143800000,183600000,4146300000,46832900000,66430200000,-19597300000,11507300000,52500000,11454800000,58340200000,62486500000,1457100000,1219500000,237600000,3254300000,1.221e+09,2033300000,2510500000,104300000,899500000,1506700000,7221900000,17749300000,19373600000,12133800000,7239800000,37122900000,44344800000,9635500000,8624800000,-133800000,18126500000,15200000,18141700000,62486500000,503100000,503100000,497100000,367300000,-567600000,799900000,-14300000,-1.124e+09,-1138300000,-276500000,598800000,12100000,12100000,1.8e+07,352400000,1.4e+07,1.4e+07,1.4e+07,1.39e+09,21003600000,0.65215,0.22075,0.12391,0.02763,0.00802,0.57413,2.44436,0.33613,1.02055,1.02008,8.23627,36.90937,0.56301,0.01329,0.55168,14.78324,23.01344
"26","2016_Q3",53.66703125,"Up",3892900000,-1309600000,2583300000,-1717100000,-513800000,-1203300000,866200000,-216200000,-222500000,6300000,6.5e+08,28800000.0000001,678800000,-1.65e+08,-7400000,506400000,503900000,-1800000,502100000,502100000,553700000,246800000,306900000,1815200000,1815200000,1.362e+09,7.08e+08,145200000,111100000,1.79e+08,4438900000,47436200000,67082400000,-19646200000,1.1442e+10,52500000,11389500000,58878200000,63317100000,1469300000,1242300000,2.27e+08,4066600000,2060300000,2006300000,2.334e+09,85700000,8.14e+08,1434300000,7869900000,17537400000,19504900000,12402500000,7102400000,37042300000,44912200000,9652700000,8851400000,-117900000,18386200000,18700000,18404900000,63317100000,506400000,503900000,513800000,354500000,-448800000,925900000,-6100000,-1155300000,-1161400000,-276600000,569800000,18800000,18800000,-17600000,294400000,58899999.9999999,56400000,56400000,1.38e+09,2.1604e+10,0.66359,0.22251,0.12898,0.02728,0.00793,0.56404,2.44023,0.3412,1.02165,1.02127,7.9211,37.41142,0.56281,0.01308,0.55089,15.25384,24.30189
"27","2016_Q4",49.6495238095238,"Down",4652200000,-1654100000,2998100000,-1861100000,-539300000,-1321800000,1.137e+09,-221600000,-223300000,1700000,915400000,-2239300000,-1323900000,534500000,25200000,-764200000,-764200000,-1600000,-765800000,-765800000,491400000,212200000,279200000,1.88e+09,1.88e+09,1024800000,2.553e+09,148100000,110800000,163900000,5949200000,44262200000,60599800000,-16337600000,11230600000,52500000,11178100000,55492800000,6.1442e+10,1570500000,1340300000,230200000,3863100000,1478300000,2384800000,2345800000,79300000,666200000,1600300000,7779400000,17319900000,18999700000,11815100000,7184600000,36319600000,4.4099e+10,9658300000,7809400000,-145800000,17321900000,21100000,1.7343e+10,6.1442e+10,-764200000,-764200000,539300000,1860100000,6e+07,1695200000,-7100000,-1121900000,-1.129e+09,-276700000,-320200000,3300000,3300000,-7200000.00000001,-600800000,-34600000,-34600000,-34600000,1676300000,2.1183e+10,0.64445,0.2444,-0.16461,-0.04416,-0.01246,0.76474,2.54276,0.34476,-1.55745,-1.55714,9.46146,35.22859,0.56274,-0.0085,-0.36132,12.34361,18.19842
"28","2017_Q1",52.6372580645161,"Up",3790100000,-1359500000,2430600000,-1894900000,-412100000,-1482800000,535700000,-195900000,-200200000,4300000,339800000,67399999.9999995,407200000,-60300000,28400000,375300000,375300000,-1800000,373500000,373500000,349200000,210500000,138700000,1916700000,1916700000,967300000,2800700000,325500000,94500000,429500000,6033900000,45639300000,62036600000,-16397300000,11794500000,52500000,1.1742e+10,57433800000,63467700000,1915700000,1688500000,227200000,4.591e+09,1.713e+09,2.878e+09,2991300000,53400000,1.048e+09,1889900000,9.498e+09,17378400000,19171200000,11884400000,7286800000,36549600000,46047600000,9660900000,7892400000,-156300000,1.7397e+10,23100000,17420100000,63467700000,375200000,375200000,412100000,-230700000,544200000,1100800000,-17100000,-1492900000,-1617900000,-291200000,7.58e+08,-1.86264514923096e-09,-1.86264514923096e-09,-8900000,457900000,-59200000,-59200000,-59200000,947800000,21969400000,0.6413,0.14134,0.0985499999999999,0.02144,0.00588,0.63528,2.64336,0.34615,0.75959,0.75934,7.70794,35.38033,0.59221,0.01135,0.77965,22.81093,40.35878
"29","2017_Q2",56.9720634920635,"Up",3933300000,-1405200000,2528100000,-1668900000,-481900000,-1.187e+09,859200000,-207900000,-213800000,5900000,651300000,259100000,910400000,-343200000,2.7e+07,594200000,594200000,-2e+06,592200000,592200000,4.5e+08,1.75e+08,2.75e+08,1711200000,1711200000,955300000,499900000,1.41e+08,8.5e+07,264200000,3616400000,46236300000,62910500000,-16674200000,11875600000,52500000,11823100000,58111900000,61728300000,1356600000,1116900000,239700000,4050200000,1.536e+09,2514200000,2507700000,68200000,1078500000,1.361e+09,7914500000,16722200000,19378300000,11981600000,7396700000,36100500000,4.4015e+10,9663800000,8194300000,-169400000,17688700000,24600000,17713300000,61728300000,594200000,594200000,481900000,-65300000,-2.04e+08,806800000,-18100000,794300000,776200000,-291400000,-1.353e+09,0,0,-42700000,-1687100000,-104100000,-104100000,-104100000,1341100000,20772400000,0.64274,0.21844,0.15056,0.03343,0.00959,0.45693,2.48486,0.33651,1.20436,1.20358,7.99919,35.9737,0.59262,0.01527,0.49206,15.15353,23.6527
"30","2017_Q3",58.9087301587302,"Up",3576500000,-1191500000,2.385e+09,-1651600000,-485500000,-1166100000,733400000,-214900000,-220600000,5700000,518500000,32300000,550800000,-190600000,1.6e+07,376200000,376200000,-1200000,3.75e+08,3.75e+08,4.9e+08,172400000,317600000,1661800000,1661800000,982200000,6.75e+08,224400000,170500000,280100000,3.809e+09,47227200000,64134800000,-16907600000,11702900000,52500000,11650400000,58930100000,62739100000,1485400000,1268400000,2.17e+08,4606700000,1851700000,2.755e+09,2300100000,61700000,891500000,1346900000,8392200000,16796900000,1.9695e+10,12288500000,7406500000,36491900000,44884100000,9709300000,8276400000,-156100000,17829600000,25400000,1.7855e+10,62739100000,376200000,376200000,485500000,2.17e+08,-168500000,910200000,-1.1e+07,-1.162e+09,-1.173e+09,-293500000,609100000,0,0,-7900000,307700000,44900000,44900000,44900000,1218900000,21403600000,0.66685,0.20506,0.10485,0.021,0.00598,0.45387,2.51381,0.34115,0.76252,0.76127,7.2724,36.25444,0.5968,0.01134,0.78267,17.15777,28.51595
"31","2017_Q4",62.2693650793651,"Up",4104700000,-1425500000,2679200000,-1704100000,-518500000,-1185600000,975100000,-218300000,-220900000,2600000,756800000,43800000,800600000,-2.64e+08,20100000,556700000,556700000,-1.2e+07,544700000,544700000,654600000,343900000,310700000,1740900000,1740900000,916500000,755800000,350500000,146100000,259200000,4067800000,48316500000,65438200000,-17121700000,11580600000,52500000,11528100000,59897100000,63964900000,1797300000,1.537e+09,260300000,3418600000,1059300000,2359300000,2106100000,69400000,716500000,1320200000,7.322e+09,18362400000,20165700000,12628200000,7537500000,38528100000,45850100000,9712500000,8.532e+09,-166100000,18078400000,36400000,18114800000,63964900000,556700000,556700000,518500000,588200000,-256200000,1407200000,-18100000,-1307800000,-1325900000,-290100000,355200000,0,0,100000.000000004,65200000,146500000,146500000,146500000,1493600000,2.1781e+10,0.65272,0.23756,0.1327,0.03007,0.00852,0.55556,2.53109,0.34051,1.10747,1.10487,8.34559,36.75661,0.58983,0.0139,0.53259,14.14462,21.66588
