"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"34","2018_Q3",18.5512698412698,"Down",2.054e+09,-1.746e+09,3.08e+08,-1.36e+08,-1.34e+08,-2e+06,1.72e+08,-3.1e+07,-2.1e+07,-1e+07,1.41e+08,-2.4e+07,1.17e+08,4000000.00000001,6e+06,1.27e+08,1.27e+08,-3e+06,1.24e+08,1.24e+08,3.76e+08,3.39e+08,3.7e+07,1.231e+09,1.231e+09,1.046e+09,2.94e+08,2.84e+08,2.947e+09,1.806e+09,9.11e+08,2.11e+08,2.977e+09,5.924e+09,1.762e+09,1.244e+09,8.5e+07,4.33e+08,4.4e+07,1.812e+09,1.765e+09,9.47e+08,5.78e+08,3.69e+08,2.712e+09,4.524e+09,2.358e+09,-1.18e+08,2.9e+08,-1.385e+09,1.145e+09,2.55e+08,1.4e+09,5.924e+09,1.27e+08,6.2e+07,-2.2e+07,-2.6e+07,1.41e+08,-8e+07,-1.42e+08,2.3283064365387e-10,-2.2e+08,-1.4e+07,1e+06,-4e+06,-4.2e+07,-1.21e+08,-1.21e+08,-1.21e+08,2.34e+08,1.809e+09,1.24e+08,0.14995,0.08374,0.06037,0.08857,0.02093,1,1.62638,3.23143,0.30537,0.85517,0.84642,14.16552,7.89655,0.85517,0.09655,0.03321,0.02984,0.1129,6.12393,8.3314
"35","2018_Q4",14.0620634920635,"Down",1.978e+09,-1.692e+09,2.86e+08,-1.21e+08,-1.19e+08,-2e+06,1.65e+08,-3e+07,-2.1e+07,-9e+06,1.35e+08,-9e+06,1.26e+08,-3.1e+07,1e+06,9.6e+07,9.6e+07,-1e+06,9.5e+07,9.5e+07,3.58e+08,3.22e+08,3.6e+07,1.228e+09,1.228e+09,1.1e+09,2.76e+08,2.76e+08,2.962e+09,1.828e+09,9.41e+08,2.49e+08,2.985e+09,5.947e+09,1.763e+09,1.246e+09,6.7e+07,4.5e+08,3.6e+07,1.799e+09,1.76e+09,9.21e+08,5.53e+08,3.68e+08,2.681e+09,4.48e+09,2.366e+09,-1.19e+08,3.71e+08,-1.379e+09,1.239e+09,2.28e+08,1.467e+09,5.947e+09,9.6e+07,6.6e+07,4e+06,-4.2e+07,1.24e+08,-9e+07,-6e+06,-2e+06,-9.8e+07,-1.4e+07,-1.4e+07,-2.4e+07,-5.2e+07,-2.6e+07,-2.6e+07,-2.6e+07,2.31e+08,1.796e+09,1.3e+08,0.14459,0.08342,0.04803,0.06476,0.01597,1.36842,1.64647,3.05385,0.302,0.65653,0.65158,13.66966,8.56254,0.89841,0.09675,0.02605,0.03107,0.14737,6.22511,8.71515
"36","2019_Q1",16.5218032786885,"Up",1.973e+09,-1.717e+09,2.56e+08,-1.18e+08,-1.16e+08,-2e+06,1.38e+08,-3.2e+07,-2.2e+07,-1e+07,1.06e+08,-8e+06,9.8e+07,-3000000.00000001,1.1e+07,1.06e+08,1.06e+08,-6e+06,1e+08,1e+08,5.31e+08,5.1e+08,2.1e+07,1.065e+09,1.065e+09,1.031e+09,2.8e+08,2.8e+08,2.907e+09,1.85e+09,9.53e+08,2.64e+08,3.011e+09,5.918e+09,1.719e+09,1.217e+09,4.7e+07,4.55e+08,2.8e+07,1.747e+09,1.755e+09,8.74e+08,5.61e+08,3.13e+08,2.629e+09,4.376e+09,2.37e+09,-1.19e+08,4.56e+08,-1.362e+09,1.345e+09,1.97e+08,1.542e+09,5.918e+09,1.06e+08,7.5e+07,-1.9e+07,1.69e+08,3.31e+08,-9e+07,-1999999.99999997,-1.86264514923096e-09,-7.7e+07,-1.5e+07,-1.3e+07,-3e+07,-5.8e+07,1.96e+08,1.96e+08,1.8e+08,2.13e+08,1.783e+09,2.95e+08,0.12975,0.06994,0.05068,0.06485,0.0169,2.95,1.664,2.83787,0.30128,0.69109,0.68399,13.63511,9.29509,2.0387,0.10366,0.02739,0.07025,0.15,5.87793,9.07246
"37","2019_Q2",16.6892063492063,"Up",2.163e+09,-1.863e+09,3e+08,-1.38e+08,-1.36e+08,-2e+06,1.62e+08,-3.8e+07,-2.5e+07,-1.3e+07,1.24e+08,-9e+06,1.15e+08,-2e+07,6e+06,1.01e+08,1.01e+08,-3e+06,9.8e+07,9.8e+07,4.03e+08,3.83e+08,2e+07,1.416e+09,1.416e+09,1.282e+09,3.42e+08,3.42e+08,3.443e+09,2.242e+09,1.373e+09,4.56e+08,3.841e+09,7.284e+09,2.019e+09,1.448e+09,6.2e+07,5.09e+08,5.5e+07,2.113e+09,2.425e+09,1.102e+09,6.02e+08,5e+08,3.527e+09,5.64e+09,2.374e+09,-1.5e+08,5.38e+08,-1.328e+09,1.434e+09,2.1e+08,1.644e+09,7.284e+09,1.01e+08,7.7e+07,-9e+06,-1.85e+08,-1.6e+07,-9.8e+07,-6.06e+08,-2.1e+07,-7.24e+08,-1.4e+07,6.64e+08,-1.5e+07,6.1e+08,-1.3e+08,-1.3e+08,-1.3e+08,2.39e+08,2.48e+09,-2.4e+07,0.1387,0.0749,0.04531,0.05961,0.01345,-0.2449,1.62944,3.43066,0.34047,0.68103,0.6768,15.03127,9.96525,-0.16678,0.09729,0.02143,-0.00458999999999998,0.14286,8.69038,12.82099
"38","2019_Q3",14.66328125,"Down",2.306e+09,-1.98e+09,3.26e+08,-1.44e+08,-1.4e+08,-4e+06,1.82e+08,-4.1e+07,-3.1e+07,-1e+07,1.41e+08,-2.67e+08,-1.26e+08,5.2e+07,8e+06,-6.6e+07,-6.6e+07,-2e+06,-6.8e+07,-6.8e+07,3.04e+08,2.89e+08,1.5e+07,1.423e+09,1.423e+09,1.286e+09,3.57e+08,3.57e+08,3.37e+09,2.232e+09,1.574e+09,5.33e+08,3.976e+09,7.346e+09,1.967e+09,1.405e+09,6.4e+07,4.98e+08,5.6e+07,2.064e+09,2.418e+09,9.45e+08,4.38e+08,5.07e+08,3.363e+09,5.427e+09,2.378e+09,-1.5e+08,4.56e+08,-9.68e+08,1.716e+09,2.03e+08,1.919e+09,7.346e+09,-6.6e+07,8.4e+07,1.27e+08,-7.2e+07,7.3e+07,-9.2e+07,-47999999.9999999,-4e+06,-1.39e+08,-1.5e+07,-10999999.9999999,-7e+06,-32999999.9999999,-9.9e+07,-9.9e+07,-9.9e+07,2.66e+08,2.474e+09,5e+07,0.14137,0.07892,-0.02949,-0.03544,-0.00926,-0.73529,1.63275,2.82804,0.33678,-0.47255,-0.46961,16.02502,11.92495,0.34746,0.10424,-0.00993,0.00937,-0.22059,8.15789,11.92308
"39","2019_Q4",15.87125,"Up",2.164e+09,-1.882e+09,2.82e+08,-1.3e+08,-1.28e+08,-2e+06,1.52e+08,-3.6e+07,-2.8e+07,-8e+06,1.16e+08,-7e+06,1.09e+08,-5e+06,8e+06,1.12e+08,1.12e+08,-1e+06,1.11e+08,1.11e+08,4.22e+08,4.02e+08,2e+07,1.285e+09,1.285e+09,1.233e+09,3.33e+08,3.33e+08,3.273e+09,2.199e+09,1.587e+09,5.3e+08,3.958e+09,7.231e+09,1.827e+09,1.285e+09,5.5e+07,4.87e+08,1.22e+08,1.99e+09,2.346e+09,8.43e+08,4.18e+08,4.25e+08,3.189e+09,5.179e+09,2.383e+09,-1.5e+08,5.52e+08,-9.94e+08,1.791e+09,2.61e+08,2.052e+09,7.231e+09,1.12e+08,8.6e+07,-1.4e+07,4.7e+07,2.31e+08,-1.08e+08,-1.2e+07,-7e+06,-1.32e+08,-1.4e+07,-7e+06,4.9e+07,2.8e+07,1.27e+08,1.27e+08,1.21e+08,2.38e+08,2.468e+09,1.82e+08,0.13031,0.07024,0.05129,0.05409,0.01535,1.63964,1.64472,2.52388,0.34131,0.76976,0.76657,15.00693,12.42025,1.26214,0.09709,0.02331,0.03394,0.12613,8.59664,13.46053
"40","2020_Q1",13.1779032258065,"Down",1.987e+09,-1.764e+09,2.23e+08,-1.08e+08,-1.04e+08,-4e+06,1.15e+08,-2.2e+07,-2.8e+07,6e+06,9.3e+07,-2e+07,7.3e+07,5e+06,8e+06,8.6e+07,8.6e+07,-1e+06,8.5e+07,8.5e+07,5.27e+08,5.08e+08,1.9e+07,1.103e+09,1.103e+09,1.193e+09,3.39e+08,3.39e+08,3.162e+09,2.265e+09,1.611e+09,4.93e+08,4.058e+09,7.22e+09,1.769e+09,1.255e+09,4.6e+07,4.68e+08,3.4e+07,1.845e+09,2.336e+09,9.04e+08,4.59e+08,4.45e+08,3.24e+09,5.085e+09,2.388e+09,-1.5e+08,6.22e+08,-9.87e+08,1.873e+09,2.62e+08,2.135e+09,7.22e+09,8.6e+07,9.2e+07,-4e+06,1.75e+08,3.49e+08,-1.21e+08,-5e+06,-3e+06,-1.28e+08,-1.5e+07,-9.7e+07,-1.4e+07,-1.26e+08,9.5e+07,9.5e+07,1.06e+08,2.07e+08,2.37e+09,2.56e+08,0.11223,0.05788,0.04278,0.03981,0.01177,3.01176,1.71382,2.38173,0.32825,0.59028,0.58219,13.79861,13.00694,1.77778,0.10417,0.01849,0.04733,0.17647,8.90338,16.02609
"41","2020_Q2",10.4368253968254,"Down",1.926e+09,-1.72e+09,2.06e+08,-1.09e+08,-1.06e+08,-3e+06,9.7e+07,-2.3e+07,-2.7e+07,4e+06,7.4e+07,-5.4e+07,2e+07,1.6e+07,2e+06,3.8e+07,3.8e+07,2e+07,5.8e+07,5.8e+07,6.51e+08,6.28e+08,2.3e+07,1.109e+09,1.109e+09,1.213e+09,3.34e+08,3.34e+08,3.307e+09,2.172e+09,1.578e+09,4.41e+08,3.928e+09,7.235e+09,1.685e+09,1.181e+09,4.4e+07,4.6e+08,3.4e+08,2.067e+09,2.335e+09,7.98e+08,4.4e+08,3.58e+08,3.133e+09,5.2e+09,2.393e+09,-1.56e+08,6.44e+08,-1.098e+09,1.783e+09,2.52e+08,2.035e+09,7.235e+09,3.8e+07,8.9e+07,5e+06,-1.83e+08,-5.1e+07,-6.3e+07,-8e+06,-8e+06,-8.5e+07,-1.5e+07,3.01e+08,-3e+06,2.83e+08,1.47e+08,1.47e+08,1.18e+08,1.86e+08,2.675e+09,-7.6e+07,0.10696,0.05036,0.03011,0.0285,0.00802,-1.31034,1.5999,2.55528,0.36973,0.40222,0.40055,13.35645,12.36477,-0.52705,0.10402,0.01325,-0.0138,0.25862,10.88172,20.86598
"42","2020_Q3",12.48234375,"Up",1.078e+09,-1.088e+09,-9999999.99999997,-8.5e+07,-8.2e+07,-3e+06,-9.5e+07,-3.1e+07,-3e+07,-1e+06,-1.26e+08,-2.1e+07,-1.47e+08,-3.4e+07,8e+06,-1.73e+08,-1.73e+08,-1e+06,-1.74e+08,-1.74e+08,7.13e+08,6.94e+08,1.9e+07,8.9e+08,8.9e+08,1.116e+09,3.23e+08,3.23e+08,3.042e+09,2.149e+09,1.553e+09,4.51e+08,3.866e+09,6.908e+09,1.294e+09,7.96e+08,4.5e+07,4.53e+08,4.3e+07,1.379e+09,2.827e+09,8.23e+08,4.45e+08,3.78e+08,3.65e+09,5.029e+09,2.392e+09,-1.56e+08,4.9e+08,-1.082e+09,1.644e+09,2.35e+08,1.879e+09,6.908e+09,-1.73e+08,8.9e+07,5.4e+07,-4.5e+07,-7.5e+07,-5.8e+07,2e+06,-4e+06,-5.6e+07,-1.86264514923096e-09,1.98e+08,-5e+06,1.93e+08,6.2e+07,6.2e+07,6.6e+07,-6000000.00000003,2.87e+09,-7.5e+07,-0.00927999999999997,-0.08813,-0.16141,-0.0926,-0.02519,0.43103,2.20595,2.67642,0.41546,-1.20332,-1.20833,7.45505,11.36929,-0.51867,-1.38777878078145e-17,-0.03123,-0.01346,-5.55111512312578e-17,-359.5,-22.70526
"43","2020_Q4",16.07015625,"Up",1.994e+09,-1.78e+09,2.14e+08,-1.15e+08,-1.11e+08,-4e+06,9.9e+07,-4.3e+07,-3.5e+07,-8e+06,5.6e+07,-2e+06,5.4e+07,-1.6e+07,7e+06,4.5e+07,4.5e+07,0,4.5e+07,4.5e+07,9.78e+08,9.56e+08,2.2e+07,1.239e+09,1.239e+09,1.087e+09,3e+08,3e+08,3.604e+09,2.154e+09,1.59e+09,4.58e+08,3.918e+09,7.522e+09,1.747e+09,1.187e+09,5.9e+07,5.01e+08,4.7e+07,1.837e+09,2.839e+09,9.01e+08,4.57e+08,4.44e+08,3.74e+09,5.577e+09,2.394e+09,-1.56e+08,5.35e+08,-1.07e+09,1.703e+09,2.42e+08,1.945e+09,7.522e+09,4.5e+07,9.4e+07,4e+06,1.78e+08,3.21e+08,-6e+07,-4e+06,1.4e+07,-5.2e+07,0,-1e+06,-9e+06,-1e+07,2.59e+08,2.59e+08,2.64e+08,1.93e+08,2.886e+09,3.27e+08,0.10732,0.04965,0.02257,0.02314,0.00598000000000001,7.26667,1.96189,2.86735,0.38367,0.31163,0.31163,13.80886,11.79363,2.26454,0,0.00785000000000001,0.05705,0,9.88601,19.27273
"44","2021_Q1",22.0427868852459,"Up",2.108e+09,-1.897e+09,2.11e+08,-1.25e+08,-1.22e+08,-3e+06,8.6e+07,-1e+07,-3.7e+07,2.7e+07,7.6e+07,-1.6e+07,6e+07,-2.4e+07,3e+06,3.9e+07,3.9e+07,1e+06,4e+07,4e+07,5.8e+08,5.59e+08,2.1e+07,1.201e+09,1.201e+09,1.149e+09,3.58e+08,3.58e+08,3.288e+09,2.251e+09,1.837e+09,4.79e+08,4.088e+09,7.376e+09,1.864e+09,1.331e+09,3.5e+07,4.98e+08,3.4e+07,1.941e+09,2.42e+09,1.001e+09,4.79e+08,5.22e+08,3.421e+09,5.362e+09,2.41e+09,-1.56e+08,5.3e+08,-1.026e+09,1.758e+09,2.56e+08,2.014e+09,7.376e+09,3.9e+07,9.3e+07,-1.8e+07,7.7e+07,1.91e+08,-1.34e+08,4e+06,-5e+06,-1.34e+08,-9.31322574615479e-10,-4.61e+08,-1.7e+07,-4.78e+08,-4.21e+08,-4.21e+08,-3.99e+08,1.79e+08,2.454e+09,1.46e+08,0.10009,0.0408,0.01898,0.01986,0.00542,3.65,1.69397,2.66236,0.3327,0.27624,0.27624,14.55801,12.14088,1.00829,-6.93889390390723e-18,0.00731,0.0267,-1.38777878078145e-17,10.46927,21.7907
"45","2021_Q2",25.0585714285714,"Up",2.263e+09,-2.012e+09,2.51e+08,-1.23e+08,-1.19e+08,-4e+06,1.28e+08,-5.1e+07,-3.2e+07,-1.9e+07,7.7e+07,-1e+06,7.6e+07,-2.2e+07,1.4e+07,6.8e+07,6.8e+07,3e+06,7.1e+07,7.1e+07,5.09e+08,4.83e+08,2.6e+07,1.428e+09,1.428e+09,1.26e+09,3.76e+08,3.76e+08,3.573e+09,2.184e+09,1.696e+09,4.88e+08,4.029e+09,7.602e+09,2.094e+09,1.536e+09,4.4e+07,5.14e+08,3.4e+07,2.17e+09,2.42e+09,9.6e+08,4.63e+08,4.97e+08,3.38e+09,5.55e+09,2.417e+09,-1.61e+08,5.83e+08,-1.044e+09,1.795e+09,2.57e+08,2.052e+09,7.602e+09,6.8e+07,9.5e+07,-3e+06,-1.33e+08,2.7e+07,-5.3e+07,-1.7e+07,2e+06,-7.3e+07,-1.4e+07,0,-2e+06,-1.6e+07,-6.2e+07,-6.2e+07,-7.4e+07,2.23e+08,2.454e+09,5.9e+07,0.11091,0.05656,0.03137,0.0346,0.00934,0.83099,1.64654,2.70468,0.32281,0.48999,0.48497,15.61767,12.38785,0.40718,0.09662,0.01555,0.01079,0.19718,8.72197,15.19531
"46","2021_Q3",22.29046875,"Down",2.205e+09,-1.953e+09,2.52e+08,-1.29e+08,-1.26e+08,-3e+06,1.23e+08,-4.2e+07,-3.2e+07,-9999999.99999999,8.1e+07,-2.4e+07,5.7e+07,-1.4e+07,1e+07,5.3e+07,5.3e+07,4.65661287307739e-10,5.3e+07,5.3e+07,4.43e+08,3.84e+08,5.9e+07,1.353e+09,1.353e+09,1.435e+09,4.19e+08,4.19e+08,3.65e+09,2.197e+09,1.688e+09,4.9e+08,4.029e+09,7.679e+09,2.131e+09,1.568e+09,4.8e+07,5.15e+08,2.9e+07,2.2e+09,2.4e+09,9.46e+08,4.66e+08,4.8e+08,3.346e+09,5.546e+09,2.422e+09,-1.61e+08,6.17e+08,-1.007e+09,1.871e+09,2.62e+08,2.133e+09,7.679e+09,5.3e+07,9.7e+07,2.3e+07,-1.06e+08,6.7e+07,-8e+07,-5e+06,-2.4e+07,-1.07e+08,-1.5e+07,-8999999.99999994,-3.1e+07,-55000000.0000001,-9.5e+07,-9.5e+07,-89999999.9999999,2.2e+08,2.429e+09,4.8e+07,0.11429,0.05578,0.02404,0.02485,0.0069,0.90566,1.65909,2.60009,0.31632,0.36577,0.36202,15.21739,12.91235,0.33126,0.10352,0.01235,0.00871,0.28302,9.02727,16.14634
"47","2021_Q4",22.62,"Up",2.204e+09,-1.998e+09,2.06e+08,-1.07e+08,-1.03e+08,-4e+06,9.9e+07,-3.3e+07,-2.9e+07,-4e+06,6.6e+07,-1e+06,6.5e+07,-2e+07,5e+06,5e+07,5e+07,-2e+06,4.8e+07,4.8e+07,2.38e+08,2.2e+08,1.8e+07,1.404e+09,1.404e+09,1.546e+09,4.15e+08,4.15e+08,3.603e+09,2.171e+09,1.803e+09,4.83e+08,3.974e+09,7.577e+09,2.055e+09,1.513e+09,4.3e+07,4.99e+08,7.8e+07,2.173e+09,2.387e+09,9.1e+08,4.54e+08,4.56e+08,3.297e+09,5.47e+09,2.427e+09,-1.84e+08,6.48e+08,-1.035e+09,1.856e+09,2.51e+08,2.107e+09,7.577e+09,5e+07,9.8e+07,3.9e+07,-2.62e+08,-7.5e+07,-9.5e+07,-2.3e+07,3e+06,-8e+07,-1.5e+07,4.9e+07,-1.1e+07,0,-1.55e+08,-1.55e+08,-1.48e+08,1.97e+08,2.465e+09,-1.4e+08,0.09347,0.04492,0.02178,0.02278,0.00633,-2.91667,1.65808,2.59611,0.32533,0.33149,0.32832,15.22099,12.81768,-0.96685,0.10359,0.01149,-0.02554,0.3125,11.30457,22.49495
"48","2022_Q1",19.9993548387097,"Down",2.273e+09,-2.145e+09,1.28e+08,-1.15e+08,-1.12e+08,-3e+06,1.3e+07,3.6e+07,-2.9e+07,6.5e+07,4.9e+07,-3e+06,4.6e+07,-1.6e+07,-1e+06,2.9e+07,2.9e+07,-4e+06,2.5e+07,2.5e+07,2.85e+08,2.68e+08,1.7e+07,1.321e+09,1.321e+09,1.564e+09,4.16e+08,4.16e+08,3.586e+09,2.199e+09,1.847e+09,4.82e+08,4.046e+09,7.632e+09,2.1e+09,1.571e+09,4.1e+07,4.88e+08,3.1e+07,2.174e+09,2.386e+09,8.99e+08,3.98e+08,5.01e+08,3.285e+09,5.459e+09,2.429e+09,-1.84e+08,6.62e+08,-9.85e+08,1.922e+09,2.51e+08,2.173e+09,7.632e+09,2.9e+07,9.9e+07,-3.2e+07,4.3e+07,1.39e+08,-5.6e+07,2.9e+07,-7e+06,-3.3e+07,-1.4e+07,-4.2e+07,-3.72529029846191e-09,-5.6e+07,5e+07,5e+07,3.2e+07,1.12e+08,2.417e+09,1.15e+08,0.05631,0.00572,0.011,0.0115,0.00328,4.6,1.64949,2.5122,0.31669,0.17265,0.171,15.69751,13.27348,0.7942,0.09669,0.00711,0.02095,0.56,19.03571,164
"49","2022_Q2",15.2879032258065,"Down",2.48e+09,-2.283e+09,1.97e+08,-1.34e+08,-1.3e+08,-4e+06,6.3e+07,-2.7e+07,-2.9e+07,2e+06,3.6e+07,1e+06,3.7e+07,-1.8e+07,1e+06,2e+07,2e+07,-3e+06,1.7e+07,1.7e+07,2.78e+08,2.59e+08,1.9e+07,1.625e+09,1.625e+09,1.631e+09,4.6e+08,4.6e+08,3.994e+09,2.205e+09,1.854e+09,4.79e+08,4.059e+09,8.053e+09,2.272e+09,1.717e+09,5.5e+07,5e+08,3.09e+08,2.62e+09,2.376e+09,8.7e+08,3.9e+08,4.8e+08,3.246e+09,5.866e+09,2.433e+09,-2.16e+08,6.64e+08,-9.49e+08,1.932e+09,2.55e+08,2.187e+09,8.053e+09,2e+07,9.7e+07,-2.7e+07,-2.11e+08,-1.21e+08,-1.16e+08,69179029.1942393,2e+06,-1.17e+08,-1.4e+07,2.77e+08,-9e+06,2.29e+08,-9e+06,-9e+06,-7e+06,1.6e+08,2.685e+09,-1.49e+08,0.07944,0.0254,0.00685,0.00777,0.00211,-8.76471,1.52443,2.68221,0.33342,0.11781,0.1166,17.18642,13.38877,-1.03257,0.09702,0.0054,-0.02595,0.82353,15.04375,38.20635
"50","2022_Q3",15.0240625,"Down",2.586e+09,-2.403e+09,1.83e+08,-1.33e+08,-1.3e+08,-3e+06,5e+07,-2e+07,-3e+07,1e+07,3e+07,-1e+06,2.9e+07,-1.8e+07,-1e+06,1e+07,1e+07,-2e+06,8e+06,8e+06,3.4e+08,3.21e+08,1.9e+07,1.555e+09,1.555e+09,1.594e+09,4.64e+08,4.64e+08,3.953e+09,2.136e+09,1.83e+09,4.58e+08,3.966e+09,7.919e+09,2.319e+09,1.766e+09,6.4e+07,4.89e+08,2.43e+08,2.605e+09,2.352e+09,8.6e+08,3.72e+08,4.88e+08,3.212e+09,5.817e+09,2.437e+09,-2.16e+08,6.56e+08,-1.028e+09,1.849e+09,2.53e+08,2.102e+09,7.919e+09,1e+07,9.6e+07,2.4e+07,1.27e+08,2.57e+08,-9e+07,-999999.99999997,-7e+06,-9.8e+07,-1.5e+07,-66000000.0000001,4e+06,-7.7e+07,8.2e+07,8.2e+07,6e+07,1.46e+08,2.595e+09,2.01e+08,0.07077,0.01933,0.00309,0.00381,0.00101,25.125,1.51747,2.76736,0.32769,0.05579,0.05567,18.03347,12.894,1.40167,0.1046,0.00414,0.03617,1.875,15.44521,45.1
