"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",30.1085483870968,"Up",831815000,-505528000,-355126000,-96219000,-54183000,326287000,-76577000,-76616000,39000,249710000,255024000,-100913000,154111000,153812000,153812000,153812000,18531000,18531000,219157000,219157000,31925000,221788000,213973000,642525000,11534327000,11534327000,2422683000,1207572000,1215111000,13957010000,14599535000,352027000,202283000,106074000,332823000,297859000,34964000,321024000,321024000,1005874000,5184546000,3940454000,609536000,1534741000,1796177000,9.125e+09,10130874000,21041000,6214805000,-1675678000,-91507000,4468661000,4468661000,14599535000,153812000,96219000,97586000,70526000,418143000,-217944000,-40000,-215025000,-44080000,-167234000,7167000,-197506000,5612000,5612000,5612000,422506000,5517369000,376001000,0.39226,0.18491,0.03442,0.01054,2.44455,0.63877,2.26709,0.37791,0.87086,0.86488,4.7096,25.18172,2.12886,0.24957,0.01421,0.027,0.28658,13.01482,16.85276
"12","2013_Q1",32.0271666666667,"Up",657950000,-493446000,-336793000,-99750000,-56903000,164504000,-75478000,-74794000,-684000,89026000,93455000,-39879000,53576000,55478000,55478000,55478000,24433000,24433000,221655000,221655000,29772000,42959000,33365000,499447000,11739364000,11739364000,2480165000,1207250000,1272915000,14219529000,14718976000,368978000,279613000,53810000,385904000,269985000,115919000,239950000,239950000,994832000,5190509000,4069786000,715794000,1545513000,1808479000,9260295000,10255127000,20581000,6224414000,-1664955000,-116191000,4463849000,4463849000,14718976000,55478000,100851000,21585000,42670000,220584000,-265068000,-227000,-1.97e+08,-88436000,62181000,3224000,-17682000,5902000,5902000,5902000,265355000,5576413000,82836000,0.25003,0.08432,0.01243,0.00377,1.49313,0.50204,2.29737,0.37886,0.31359,0.31111,3.71904,25.11541,0.46823,0.49988,0.0102,0.00587,1.59407,20.92284,33.74982
"13","2013_Q2",33.8803125,"Up",636137000,-473579000,-312203000,-99649000,-61727000,162558000,-78890000,-78114000,-776000,83668000,88811000,-31168000,57643000,57643000,57643000,57643000,21181000,21181000,208276000,208276000,31150000,60501000,47364000,491850000,11792935000,11792935000,2484431000,1207161000,1277270000,14277366000,14769216000,318976000,166723000,101101000,449710000,333786000,115924000,189646000,189646000,958332000,5184943000,4098627000,701881000,1518408000,1878338000,9283570000,10241902000,19372000,6234592000,-1607321000,-114286000,4527314000,4527314000,14769216000,57643000,99649000,12255000,-19922000,149625000,-223527000,-2836000,-227710000,0,62787000,5105000,74833000,-3252000,-3252000,-3252000,262207000,5634653000,49926000,0.25554,0.09061,0.01273,0.0039,0.86612,0.51324,2.26225,0.38151,0.32507,0.32299,3.58737,25.42163,0.28155,0,0.00404,0.0035,0,21.40855,34.53212
"14","2013_Q3",34.19265625,"Up",724265000,-484116000,-323320000,-101366000,-59430000,240149000,-78013000,-77757000,-256000,162136000,167719000,-66456000,101263000,101263000,101263000,101263000,20366000,20366000,263120000,263120000,33819000,32359000,22537000,545840000,11927870000,11927870000,2503667000,1207336000,1296331000,14431537000,14977377000,270380000,178418000,54531000,580326000,466462000,113864000,198600000,198600000,1049306000,5180682000,4157619000,688001000,1639696000,1829922000,9338301000,10387607000,17644000,6245630000,-1555993000,-112468000,4589770000,4589770000,14977377000,101263000,101366000,56829000,-118886000,140572000,-236149000,-1766000,-231677000,-49744000,129359000,5756000,90290000,-815000,-815000,-815000,341515000,5761008000,52936000,0.33158,0.13981,0.02206,0.00676,0.52276,0.52019,2.26321,0.38465,0.5698,0.566,4.07541,25.72715,0.29787,0.27991,0.01041,0.00365,0.49124,16.80934,23.9045
"15","2013_Q4",34.8675,"Up",812292000,-488678000,-327330000,-101987000,-59361000,323614000,-77838000,-77389000,-449000,245776000,249518000,-98701000,150817000,150665000,150665000,150665000,32454000,32454000,288788000,288788000,35053000,47060000,31953000,613220000,12112567000,12112567000,2502659000,1207741000,1294918000,14615226000,15228446000,357327000,209768000,101291000,503096000,389435000,113661000,281050000,281050000,1141473000,5174077000,4262329000,685668000,1744330000,1832331000,9436406000,10577879000,17635000,6253067000,-1505191000,-109901000,4650567000,4650567000,15228446000,150665000,101987000,111535000,34165000,398479000,-254189000,-11952000,-259980000,-49810000,-83108000,1499000,-126411000,12088000,12088000,12088000,425601000,5677173000,304278000,0.3984,0.18548,0.0324,0.00989,2.01957,0.53722,2.27454,0.3728,0.8466,0.84098,4.56434,26.03283,1.70976,0.27989,0.01374,0.02086,0.3306,13.26294,17.44275
"16","2014_Q1",36.2704918032787,"Up",706306000,-483627000,-326147000,-103998000,-53482000,222679000,-64259000,-74740000,10481000,158420000,101952000,-40675000,61277000,59429000,59429000,59429000,26964000,26964000,241926000,241926000,32973000,54219000,22958000,571807000,12388354000,12388354000,2127981000,1207764000,920217000,14516335000,15088142000,348368000,264115000,52087000,644481000,630307000,14174000,242684000,238860000,1235533000,5212881000,3894747000,196961000,1840697000,1857089000,9107628000,10343161000,17177000,6263180000,-1495698000,-34635000,4744981000,4744981000,15088142000,59429000,103998000,76381000,-32357000,207324000,-330135000,-7446000,-333633000,-49446000,158962000,2640000,121288000,-5021000,-5021000,-5021000,326677000,5857362000,4859999.99999994,0.31527,0.08414,0.01252,0.00394,0.0817799999999997,0.4628,2.17981,0.38821,0.33202,0.33113,3.94602,26.41349,0.02715,0.27625,0.00751,0.00034,0.83202,17.84759,26.18297
"17","2014_Q2",39.6593650793651,"Up",679003000,-493444000,-325180000,-105924000,-62340000,185559000,-75101000,-73560000,-1541000,110458000,114352000,-45239000,69113000,68123000,68123000,68123000,30755000,30755000,259306000,259306000,35242000,169422000,24489000,687994000,12469981000,12469981000,2116846000,1208065000,908781000,14586827000,15274821000,331623000,183839000,93655000,653128000,638227000,14901000,212948000,212948000,1197699000,5208668000,4051396000,191727000,1997673000,1861996000,9260064000,10457763000,15971000,6274067000,-1427809000,-35151000,4817058000,4817058000,15274821000,68123000,106078000,57318000,13355000,244874000,-202683000,-2279000,-205200000,-49968000,5728000,1358000,-35883000,3791000,3791000,3791000,291637000,5861796000,147548000,0.27328,0.10033,0.01414,0.00446,2.16591,0.57443,2.17099,0.38376,0.38156,0.37961,3.80311,26.89097,0.82642,0.27987,0.00802,0.01002,0.7335,19.99417,31.42419
"18","2014_Q3",41.50484375,"Up",754778000,-501965000,-337849000,-105685000,-58431000,252813000,-73984000,-73668000,-316000,178829000,182503000,-72329000,110174000,109299000,109299000,109299000,32133000,32133000,277780000,277780000,36845000,136296000,10862000,707635000,12582511000,12582511000,2136301000,1208065000,928236000,14718812000,15426447000,285565000,192441000,55545000,717468000,702438000,15030000,231878000,231878000,1234911000,5217544000,4084902000,187034000,2027483000,1870385000,9302446000,10537357000,15964000,6292193000,-1374174000,-34671000,4889090000,4889090000,15426447000,109299000,105862000,80354000,-89774000,205741000,-229799000,-590000,-232974000,-55422000,61838000,17025000,28611000,1378000,1378000,1378000,358675000,5935012000,111431000,0.33495,0.14481,0.02236,0.00709,1.01951,0.57303,2.15528,0.38473,0.61108,0.60825,4.21987,27.24502,0.623,0.30986,0.01105,0.00747,0.50707,16.45746,23.3488
"19","2014_Q4",44.26078125,"Up",846169000,-510613000,-341348000,-106789000,-62476000,335556000,-76179000,-75445000,-734000,259377000,263813000,-107205000,156608000,152185000,152185000,152185000,74128000,74128000,284273000,284273000,37203000,134320000,14205000,756961000,12799358000,12799358000,2159328000,1208065000,951263000,14958686000,15715647000,404720000,260713000,97062000,369560000,313979000,55581000,284655000,282988000,1058935000,5540648000,4180454000,178364000,2118499000,1883591000,9721102000,10780037000,15958000,6298980000,-1333164000,-35942000,4935610000,4935610000,15715647000,152185000,107110000,84435000,45917000,389647000,-283544000,-3184000,-283167000,-55458000,-21336000,9032000,-64485000,41995000,41995000,41995000,442666000,5910208000,312244000,0.39656,0.17985,0.03083,0.00968,2.05174,0.71483,2.18413,0.37607,0.85023,0.84572,4.72741,27.48532,1.74446,0.30984,0.01382,0.02078,0.36441,13.18394,17.39227
"20","2015_Q1",46.7444262295082,"Up",731050000,-503978000,-345623000,-105602000,-52753000,227072000,-67736000,-76327000,8591000,159336000,149332000,-55227000,94105000,93393000,93393000,93393000,2.3e+07,2.3e+07,2.32e+08,2.32e+08,3.7e+07,6.2e+07,6.2e+07,5.75e+08,1.3029e+10,1.7269e+10,2.434e+09,1.208e+09,1.226e+09,1.5463e+10,1.6038e+10,5.77e+08,1e+08,5.7e+07,5.11e+08,4.5e+08,6.1e+07,1.53e+08,1.53e+08,1.241e+09,5.427e+09,4.44e+09,5.09e+08,2.034e+09,1.897e+09,9.867e+09,1.1108e+10,1.5e+07,6.304e+09,-1.296e+09,-8.2e+07,4.93e+09,4.93e+09,1.6038e+10,93393000,104950000,24893000,33502000,256738000,-303974000,-2947000,-292659000,-55152000,34770000,-415000,-15243000,-51164000,-51164000,-51164000,332022000,5.938e+09,116777000,0.31061,0.12775,0.01894,0.00582,1.25038,0.46334,2.25314,0.37025,0.51999,0.51626,4.0703,27.36546,0.65018,0.30707,0.0097,0.00763,0.59054,17.81508,26.04901
"21","2015_Q2",45.5115873015873,"Down",6.98e+08,-4.95e+08,-3.24e+08,-1.07e+08,-6.4e+07,2.03e+08,-7.1e+07,-7.5e+07,4e+06,1.32e+08,1.33e+08,-5.3e+07,8e+07,8e+07,8e+07,8e+07,24294000,24294000,267204000,267204000,38622000,176788000,48935000,729019000,13098567000,13098567000,2435945000,1208043000,1227902000,15534512000,16263531000,354057000,203409000,94934000,605680000,544531000,61149000,267811000,267811000,1227548000,5428901000,4599848000,509133000,2199681000,1891034000,10028749000,11256297000,14296000,6315041000,-1224008000,-81503000,5007234000,5007234000,16263531000,8e+07,1.07e+08,3e+07,-1.9e+07,1.98e+08,-2.39e+08,8948175.12917707,-2.46e+08,-5.6e+07,9.1e+07,8e+06,4.9e+07,1e+06,1e+06,1e+06,3.1e+08,6034581000,1.05e+08,0.29083,0.11461,0.01598,0.00492,1.3125,0.59388,2.24801,0.37105,0.44693,0.44444,3.89944,27.89351,0.58659,0.31285,0.00869,0.00671,0.7,19.38802,29.60733
"22","2015_Q3",45.48453125,"Down",7.82e+08,-5.05e+08,-3.36e+08,-1.09e+08,-6e+07,2.77e+08,-7.4e+07,-7.6e+07,2e+06,2.03e+08,2.04e+08,-8.1e+07,1.23e+08,1.23e+08,1.23e+08,1.23e+08,144752000,144752000,281195000,281195000,38332000,160459000,26825000,890085000,13357981000,13357981000,2484266000,1209841000,1274425000,15842247000,16732332000,380703000,283570000,55992000,882944000,820982000,61962000,248541000,248541000,1512188000,5433239000,4719224000,509132000,2284069000,1926023000,10152463000,11664651000,14291000,6325840000,-1162346000,-80053000,5067681000,5067681000,16732332000,1.23e+08,1.09e+08,9.7e+07,-1.09e+08,2.2e+08,-2.81e+08,-4.1e+07,-3.21e+08,-6.1e+07,2.82e+08,7e+06,2.22e+08,1.21e+08,1.21e+08,1.21e+08,3.86e+08,6316183000,7.7e+07,0.35422,0.15729,0.02427,0.00735,0.62602,0.58861,2.30177,0.37748,0.68333,0.68333,4.34444,28.07439,0.42778,0.33889,0.01143,0.00478,0.49593,15.98816,22.27953
"23","2015_Q4",50.4775,"Up",8.96e+08,-5.35e+08,-3.64e+08,-1.11e+08,-6e+07,3.61e+08,-7.4e+07,-7.7e+07,3e+06,2.87e+08,2.87e+08,-1.13e+08,1.74e+08,1.74e+08,1.74e+08,1.74e+08,75224000,75224000,341686000,341686000,37965000,134557000,18668000,879009000,13605510000,13605510000,2620654000,1312888000,1307766000,16226164000,17105173000,424665000,281291000,97038000,401967000,379944000,22023000,338755000,338755000,1165387000,5940615000,4819433000,507619000,2375856000,1935958000,10760048000,11925435000,14286000,6350416000,-1049665000,-79175000,5179738000,5179738000,17105173000,1.74e+08,1.11e+08,9.5e+07,5.8e+07,4.38e+08,-3.4e+08,-1.35e+08,-4.78e+08,-6.1e+07,3.3e+07,5e+06,-3e+07,-7e+07,-7e+07,-7e+07,4.72e+08,6342582000,3.03e+08,0.4029,0.1942,0.03359,0.01017,1.74138,0.75426,2.30232,0.3708,0.96894,0.96477,4.98948,28.76439,1.68729,0.33969,0.01438,0.01854,0.35057,13.2783,17.3611
"24","2016_Q1",57.3034426229508,"Up",7.83e+08,-5.52e+08,-3.8e+08,-1.13e+08,-5.9e+07,2.31e+08,-7.4e+07,-8e+07,6e+06,1.57e+08,1.58e+08,-5.9e+07,9.9e+07,9.9e+07,9.9e+07,9.9e+07,4.5e+07,4.5e+07,2.55e+08,2.55e+08,3.8e+07,5.2e+07,5.2e+07,6.57e+08,1.3933e+10,1.8504e+10,2.651e+09,1.302e+09,1.349e+09,1.6584e+10,1.7241e+10,7.07e+08,1.26e+08,6.2e+07,6.82e+08,6.28e+08,5.4e+07,1.44e+08,1.44e+08,1.533e+09,5.862e+09,4.785e+09,5.11e+08,2.31e+09,1.964e+09,1.0647e+10,1.218e+10,1.2e+07,6.353e+09,-1.073e+09,-8.8e+07,5.061e+09,5.061e+09,1.7241e+10,9.9e+07,1.13e+08,7e+07,5.7e+07,3.39e+08,-4.02e+08,-2.1e+07,-4.14e+08,-6.1e+07,2.07e+08,-1.7e+07,4.9e+07,-2.6e+07,-2.6e+07,-2.6e+07,3.44e+08,6.544e+09,57999999.9999999,0.29502,0.12644,0.01956,0.00574,0.58586,0.42857,2.40664,0.37956,0.55799,0.55108,4.41321,28.45758,0.3269,0.34381,0.00976,0.00354,0.61616,18.89244,28.1342
"25","2016_Q2",65.84140625,"Up",7.43e+08,-5.3e+08,-3.48e+08,-1.16e+08,-6.6e+07,2.13e+08,-7.8e+07,-8e+07,2e+06,1.35e+08,1.36e+08,-5.4e+07,8.2e+07,8.2e+07,8.2e+07,8.2e+07,6.6e+07,6.6e+07,2.2e+08,2.2e+08,4.1e+07,6.4e+07,6.4e+07,6.38e+08,1.4098e+10,1.8745e+10,2.681e+09,1.313e+09,1.368e+09,1.6779e+10,1.7417e+10,6.38e+08,1.16e+08,9.6e+07,8.93e+08,8.39e+08,5.4e+07,8.3e+07,8.3e+07,1.614e+09,5.85e+09,4.86e+09,5.1e+08,2.358e+09,1.992e+09,1.071e+10,1.2324e+10,1.1e+07,6.37e+09,-9.91e+08,-8.7e+07,5.093e+09,5.093e+09,1.7417e+10,8.2e+07,1.16e+08,4.7e+07,1.5e+07,2.6e+08,-3e+08,-2.2e+07,-3.23e+08,-6.1e+07,2e+08,-3e+06,8.4e+07,2.1e+07,2.1e+07,2.1e+07,3.29e+08,6.743e+09,9.8e+07,0.28668,0.11036,0.0161,0.00471,1.19512,0.39529,2.41979,0.38715,0.46067,0.4581,4.17416,28.55056,0.55056,0.3427,0.00856,0.00587,0.7439,20.29483,31.34742
