"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","income_taxes_receivable","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2013_Q4",4.394375,"Up",3094779,-451935,2642844,-1110013,-903589,-206424,1532831,12917,9203,1545748,1545748,-552518,993230,993230,993230,993230,10005490,10005490,2941428,2941428,495070,137572,0,13441988,95258,2865397,2846952,18445,2960655,16402643,863292,221715,382885,167106,167106,1030398,910878,910878,910878,1941276,4830050,9631317,14461367,14461367,16402643,993230,12287,229369,-239880,995006,-11579,-251885,-263464,-480912,-1,-1,-480913,250629,250629,250629,1545118,0,1846177,0.85397,0.4953,0.32094,0.06868,0.06055,1.85876,13.04543,0.13424,0,0.06199,0.06089,0.19315,0.90256,0.11522,0.03001,0.0959,0.1201,0.48419,-6.47555,-6.52746
"12","2014_Q1",5.00147540983607,"Up",1567776,-308947,1258829,-1027956,-859863,-168093,230873,12254,9487,243127,243127,1680,244807,244807,244807,244807,10179298,10179298,1910615,1910615,881917,192173,301573,12971830,117987,2973364,2954919,18445,3091351,16063181,517220,146011,371209,109086,89227,626306,1194382,1146389,1194382,1820688,4847296,9395197,14242493,14242493,16063181,244807,13037,469611,255794,983249,-33891,-294623,-328514,-480927,0,3.63797880709171e-12,-480927,173808,173808,173808,243910,0,464133,0.80294,0.14726,0.15615,0.01719,0.01524,1.89591,20.71165,0.12783,0,0.01527,0.01497,0.09779,0.88842,0.02895,0.03,0.04701,0.03007,1.96451,-41.73383,-44.09047
"13","2014_Q2",5.30285714285714,"Up",2641000,-448420,2192580,-1233207,-1071091,-162116,959373,32735,9026,992108,992108,-306953,685155,685155,685155,685155,10554707,10554707,1866445,1866445,715039,173075,64798,13136191,115927,3152867,3134422,18445,3268794,16404985,603025,235422,367603,188100,168241,791125,1263463,1220435,1263463,2054588,4913001,9437396,14350397,14350397,16404985,685155,13778,277367,374767,1351067,-9843,-373204,-383047,-642956,50345,50345,-592611,375409,375409,375409,973151,0,1645028,0.83021,0.36326,0.25943,0.04774,0.04177,2.40096,16.60444,0.14317,0,0.04269,0.04186,0.16455,0.89412,0.1025,0.04006,0.08506,0.10536,0.93841,-10.84591,-11.00167
"14","2014_Q3",5.67421875,"Up",3081492,-492199,2589293,-1457554,-1103547,-354007,1131739,12385,7957,1144124,1144124,-334260,809864,809864,809864,809864,9701417,9701417,2690572,2690572,901666,177544,340312,13293655,112467,3319416,3300971,18445,3431883,16725538,681018,306723,374295,263247,243388,944265,1349658,1311594,1349658,2293923,4991828,9439787,14431615,14431615,16725538,809864,13845,278458,-802324,299843,-8510,-360250,-368760,-807473,23100,23100,-784373,-853290,-853290,-853290,1145584,0,669010,0.84027,0.36727,0.26282,0.05612,0.04842,0.82608,14.07831,0.15895,0,0.05028,0.04977,0.19132,0.896,0.04154,0.05013,0.10248,0.04239,0.99705,-8.46853,-8.57213
"15","2014_Q4",5.71296875,"Up",3740567,-227600,3512967,-1438997,-1204312,-234685,2073970,15357,8017,2089327,2089327,-781778,1307549,1307549,1307549,1307549,7757972,7757972,3219743,3219743,1407623,119180,946518,12385338,103596,9410202,9391757,18445,9513798,21899136,616820,177356,439464,1004530,234671,1621350,4312470,2529371,4312470,5933820,6026239,9939077,15965316,15965316,21899136,1307549,38732,1481495,-1143730,1684046,-2502986,-318246,-2821232,-808259,2000,2000,-806259,-1943445,-1943445,-1943445,2112702,0,-752236,0.93915,0.55445,0.34956,0.0819,0.05971,-0.5753,7.6389,0.37167,0,0.08074,0.07951,0.23097,0.9858,-0.04645,0.04991,0.10434,-0.0371,0.61815,-3.67206,-3.74064
"16","2015_Q1",5.74934426229508,"Up",1997821,-460850,1536971,-1262681,-1060715,-201966,274290,13448,6437,287738,287738,-64815,222923,222923,222923,222923,8614929,8614929,1708158,1708158,1210279,188160,748359,11533366,95242,9352236,9333791,18445,9447478,20980844,591256,130547,460709,800229,30370,1391485,4154008,2375874,4154008,5545493,6090248,9345103,15435351,15435351,20980844,222923,163376,213608,1371291,1971198,-3147,-317377,-320524,-816897,23180,23180,-793717,856957,856957,856957,437666,0,1870625,0.76932,0.13729,0.11158,0.01444,0.01063,8.39135,8.28853,0.35927,0,0.01364,0.01347,0.12224,0.94446,0.11446,0.04998,0.05308,0.09549,3.66448,-19.6838,-31.4081
"17","2015_Q2",5.39507936507936,"Down",4086192,-997734,3088458,-2339081,-2079169,-259912,749377,-3198,4592,746179,746179,-217275,528904,528904,528904,528904,5791177,5791177,2995959,2995959,1899272,264093,626128,10686408,518378,15902811,9466355,34083,16421189,27107597,849945,153211,696734,934463,34879,1784408,6858020,3230446,6858020,8642428,9433218,9031951,18465169,18465169,27107597,528904,244911,311459,-858481,226793,-20944,-107545,-2208489,-842056,0,0,-842056,-2823752,-2823752,-2823752,994288,0,332138,0.75583,0.18339,0.12944,0.02864,0.01951,0.627970000000002,5.98877,0.46804,0,0.03143,0.03093,0.24279,1.09714,0.01973,0.05003,0.05414,0.01312,1.59208,-5.82445,-7.72799
"18","2015_Q3",6.49421875,"Up",4574190,-1177848,3396342,-1921261,-1547825,-373436,1475081,-30273,4412,1444808,1444808,-474576,970232,970232,970232,970232,6103042,6103042,3179288,3179288,1449547,268787,326234,10731877,460313,15870425,9470845,34082,16330738,27062615,556714,120657,436057,911610,44948,1468324,6911697,3289089,6911697,8380021,9523015,9159579,18682594,18682594,27062615,970232,245030,489184,-123609,1580837,1785,-433126,-431341,-842604,4973,4973,-837631,311865,311865,311865,1720111,0,2072863,0.7425,0.32248,0.21211,0.05193,0.03585,2.13646,7.30893,0.44855,0,0.05758,0.05676,0.27148,1.10883,0.12303,0.05001,0.07083,0.08099,0.86846,-3.54805,-4.13743
"19","2015_Q4",8.47484375,"Up",5942082,-1132695,4809387,-1955602,-1607317,-348285,2853785,-31242,4390,2822543,2822543,-970121,1852422,1852422,1852422,1852422,6428596,6428596,3990467,3990467,1404274,269776,0,11823337,420629,15668492,9305787,34082,16089121,27912458,811770,133126,499750,905149,42168,1716919,6378542,3510899,6378542,8095461,9648752,10168245,19816997,19816997,27912458,1852422,244894,556254,-518164,2135406,-16461,-245495,-261956,-843756,45860,45860,-1547896,325554,325554,325554,3098679,0,3534175,0.80938,0.48027,0.31175,0.09348,0.06637,1.90787,6.88637,0.40851,0,0.10986,0.10885,0.35239,1.17522,0.20959,0.05004,0.10293,0.13492,0.45549,-2.07462,-2.25266
"20","2016_Q1",9.08836065573771,"Up",3711784,-1084200,2627584,-1849299,-1502456,-346843,778285,-98886,4541,679399,679399,-187996,491403,491403,491403,491403,8551275,8551275,1593707,1593707,1387815,381718,0,11532797,413510,15397919,9072089,34082,15811429,27344226,803589,209407,550580,2809742,78945,3613331,4198693,3190419,4198693,7812024,9719704,9812498,19532202,19532202,27344226,491403,231619,17404,2452529,3192955,-35749,-192587,-228336,-847150,6209.99999999999,6209.99999999999,-840940,2123679,2123679,2123679,1009904,0,3614680,0.7079,0.20968,0.13239,0.02516,0.01797,7.35584,3.19174,0.39996,0,0.02905,0.02905,0.21941,1.15458,0.21367,0.05008,0.05641,0.15232,1.72394,-8.46741,-10.98733
"21","2016_Q2",7.53609375,"Down",4838620,-1083347,3755273,-2027740,-1676433,-351307,1727533,-10428,4467,1717105,1717105,-610632,1106473,1106473,1106473,1106473,7154513,7154513,4042436,4042436,1167432,263062,210066.467826273,12364381,364499,15229201,8940246,34082,15593700,27958081,1007435,90155,532185,2889293,53312,3896728,4126826,3123517,4126826,8023554,9865356,10069171,19934527,19934527,27958081,1106473,238968,293869,-1999455,-360145,-1207,-267300,-268507,-849800,81690,81690,-768110,-1396762,-1396762,-1396762,1966501,0,576471,0.7761,0.35703,0.22868,0.05551,0.03958,0.521,3.17302,0.4025,0,0.06522,0.06412,0.28519,1.17496,0.03398,0.05009,0.0813,0.02396,0.76803,-3.63819,-4.14146
"22","2016_Q3",7.7996875,"Up",5163726,-1263741,3899985,-2184234,-1722845,-461389,1715751,-23843,4486,1691908,1691908,-546559,1145349,1145349,1145349,1145349,7062993,7062993,3808081,3808081,1643383,309152,240116,12514457,317019,15071105,8819025,34082,15388124,27902581,627666,126078,501588,2909536,114631,3537202,4054076,3054076,4054076,7591278,9947683,10363620,20311303,20311303,27902581,1145349,237524,157989,-528305,1012557,-1294,-277923,-279217,-850900,26040,26040,-824860,-91520,-91520,-91520,1953275,0,1970235,0.75527,0.33227,0.22181,0.05639,0.04105,1.7202,3.53795,0.37375,0,0.06735,0.06657,0.30365,1.19439,0.11586,0.05004,0.08193,0.08086,0.74292,-3.61597,-4.11656
"23","2016_Q4",8.55349206349206,"Up",6012193,-1194815,4817378,-2029135,-1680707,-348428,2788243,12288,4554,2800531,2800531,-891192,1909339,1909339,1909339,1909339,7279683,7279683,4582573,4582573,1726586,288164,108690,13588842,297385,14911672,8696467,34082,15209057,28797899,786538,184996,601542,3241354,261266,4027892,3264372,3264372,3264372,7292264,10084151,11421484,21505635,21505635,28797899,1909339,238200,513427,-564727,2096239,-29816,-270359,-300175,-851475,22101,22101,-1579374,216690,216690,216690,3026443,0,3323092,0.80127,0.46376,0.31758,0.08878,0.0663,1.74044,3.37369,0.33909,0,0.11212,0.11101,0.35306,1.26289,0.19514,0.05,0.11146,0.13416,0.44595,-2.40536,-2.61085
"24","2017_Q1",9.59951612903226,"Up",3957540,-1059610,2897930,-1897651,-1613706,-283945,1000279,26569,4507,1026848,1026848,-237873,788975,788975,788975,788975,8030284,8030284,3009517,3009517,1660428,410811,555486,12700229,256381,14857707,8679377,34082,15114088,27814317,710721,108111,602610,1414796,176422,2125517,2956206,2956206,2956206,5081723,11383234,11349360,22732594,22732594,27814317,788975,1217624,-641449,1301408,2666558,-6804,-380272,-1107076,-861099,52218,52218,-808881,750601,750601,750601,2217903,0,3750380,0.73226,0.25275,0.19936,0.03471,0.02837,4.75348,5.97512,0.22354,0,0.0461,0.04593,0.23125,1.32834,0.21915,0.05032,0.06423,0.14599,1.09141,-3.62067,-8.02804
"25","2017_Q2",11.3428571428571,"Up",5417933,-1335982,4081951,-2153854,-1863555,-290299,1928097,39383,4455,1967480,1967480,-605915,1361565,1361565,1361565,1361565,8844664,8844664,3417479,3417479,1349785,314707,0,13611928,271997,14619569,8478114,34082,14891566,28503494,891369,211800,578627,1352398,152290,2243767,2905061,2905061,2905061,5148828,11505063,11849603,23354666,23354666,28503494,1361565,231471,328932,20933,1942901,-58337,-234829,-293166,-861324,25969,25969,-835355,814380,814380,814380,2159568,0,2728079,0.75341,0.35587,0.25131,0.0583,0.04777,2.00363,6.06655,0.22046,0,0.07904,0.07821,0.31452,1.35576,0.15837,0.05,0.08465,0.10389,0.6326,-4.09557,-4.58725
"26","2017_Q3",13.9085714285714,"Up",5705592,-1553953,4151639,-2356674,-1948137,-408537,1794965,-10011,4431,1784954,1784954,-589194,1195760,1195760,1195760,1195760,7426811,7426811,4668219,4668219,1894319,296394,374405,13989349,280631,14490707,8386127,34082,14771338,28760687,790430,221355,569075,1350011,194938,2140441,2755636,2755636,2755636,4896077,11680937,12183673,23864610,23864610,28760687,1195760,801478,-317016,-1898602,-218380,-47486,-349547,-397033,-861688,59248,59248,-802440,-1417853,-1417853,-1417853,2596443,0,1239549,0.72764,0.3146,0.20958,0.05011,0.04158,1.03662,6.53573,0.20516,0,0.06939,0.06859,0.33109,1.38482,0.07193,0.05,0.07729,0.04656,0.72062,-2.86038,-4.13758
"27","2017_Q4",15.7866666666667,"Up",6748519,-1444764,5303755,-2208670,-1954871,-253799,3095085,-10251,4662,3084834,3084834,-1004805,2080029,2080029,2080029,2080029,8248197,8248197,5010589,5010589,1676102,304408,241540,14934888,257552,14355474,8287769,34082,14613026,29547914,904598,211645,692953,362363,48964,1266961,3055465,3055465,3055465,4322426,11823817,13401671,25225488,25225488,29547914,2080029,514092,442708,2367,3039196,-11696,-344084,-355780,-862031,1,1,-1862030,821386,821386,821386,3609177,0,4604653,0.78591,0.45863,0.30822,0.08246,0.0704,2.21374,11.78796,0.17135,0,0.12064,0.11871,0.39142,1.46309,0.26707,0.05,0.10403,0.16282,0.41443,-2.28534,-2.66493
"28","2018_Q1",15.4249180327869,"Down",6265869,-1973101,4292768,-2846631,-2431621,-415010,1446137,-43138,-35879,1402999,1402999,-252756,1150243,1150243,1150243,1150243,6215718,6215718,4048725,4048725,2403427,459902,462443,12667870,291135,25553463,11137183,34082,25844598,38512468,1224185,240892,983293,818248,353962,2042433,10665148,4926960,10665148,12707581,12116419,13688468,25804887,25804887,38512468,1150243,588037,26970.9999999999,348771,2114022,-58442,1265183,-3309241,-863446,26186,26186,-837260,-2032479,-2032479,-2032479,2034174,0,2577259,0.6851,0.2308,0.18357,0.04457,0.02987,2.24062,6.20234,0.49245,0,0.06665,0.06499,0.36308,1.49528,0.14934,0.05003,0.05521,0.07067,0.75066,-3.05565,-4.29815
"29","2018_Q2",18.2940625,"Up",7068782,-1735608,5333174,-2769331,-2408514,-360817,2563843,-46838,-34160,2517005,2517005,-800999,1716006,1716006,1716006,1716006,7045756,7045756,5230824,5230824,1709950,348708,0,13986530,305634,25457971,11127921,37227,25763605,39750135,1631480,141815,1085065,4022483,270250,5653963,7417836,4791460,7417836,13071799,12310950,14367386,26678336,26678336,39750135,1716006,353194,354992,217091,2641283,-47276,-507090,-554366,-1037088,27537,27537,-1256879,830038,830038,830038,2917037,0,3887851,0.75447,0.3627,0.24276,0.06432,0.04317,2.26564,2.47376,0.48998,0,0.09929,0.09602,0.40902,1.54369,0.22496,0.06001,0.08074,0.11403,0.60436,-2.41538,-2.74812
"30","2018_Q3",18.971746031746,"Up",7356714,-2115482,5241232,-2824052,-2339723,-484329,2417180,-32593,-32009,2384587,2384587,1090197,3474784,3474784,3474784,3474784,6920792,6920792,6003051,6003051,2410916,436652,136312,15334759,288708,25442232,11201557,37227,25730940,41065699,1102957,164857,938100,4419184,1056819,5522141,6108937,3204373,6108937,11631078,12631516,16803105,29434621,29434621,41065699,3474784,974976,-1655940,-1365015,1428805,-16600,-640400,-657000,-1039065,142296,142296,-896769,-124964,-124964,-124964,3392156,0,920344,0.71244,0.32857,0.47233,0.11805,0.08462,0.26486,2.77696,0.39515,0,0.20082,0.19505,0.42518,1.70116,0.05319,0.06005,0.12699,0.02589,0.29903,-2.04023,-2.86317
"31","2018_Q4",19.2409523809524,"Up",8553069,-2022972,6530097,-3112524,-2604167,-508357,3417573,-20922,-30364,3396651,3396651,-990613,2406038,2406038,2406038,2406038,7223115,7223115,7701659,7701659,2402074,383655,0,17326848,279105,25274186,11122886,37227,25553291,42880139,1472757,197110,1106195,3736047,821243,5208804,6562513,3189761,6562513,11771317,12940919,18167903,31108822,31108822,42880139,2406038,687655,192729,-1573103,1713319,-25772,-484234,-510006,-1041240,140250,140250,-900990,302323,302323,302323,4105228,0,3496966,0.76348,0.39957,0.28131,0.07734,0.05611,1.45341,3.32645,0.37839,0,0.13875,0.13469,0.49324,1.794,0.20167,0.06005,0.09151,0.09283,0.43276,-1.75949,-2.11352
"32","2019_Q1",19.5609836065574,"Up",6687959,-2120166,4567793,-2668601,-2231448,-437153,1899192,94541,123655,1993733,1840699,-502715,1337984,1337984,1337984,1337984,9400701,9400701,5514528,5514528,2908628,610439,312593,17823857,335224,25119935,11058010,37227,25455159,43279016,1503781,351605,1152176,3323175,381928,4826956,6529435,3195139,6529435,11356391,13461085,18461540,31922625,31922625,43279016,1337984,705479,238233,1222085,3503781,-93643,-513705,-607348,-1044347,325500,325500,-718847,2177586,2177586,2177586,2604671,0,4235828,0.68299,0.28397,0.20006,0.04191,0.03092,3.16583,3.69257,0.35575,0,0.07694,0.07479,0.3846,1.83573,0.24358,0.06006,0.06196,0.11016,0.78054,-3.60917,-4.94984
"33","2019_Q2",23.7544444444444,"Up",7535903,-2200371,5335532,-3248787,-2719151,-529636,2086745,-65127,-34516,2021618,2021618,-485671,1535947,1535947,1535947,1535947,9352238,9352238,5287126,5287126,2761673,502063,0,17401037,302431,24244758,10272208,37227,24547189,41948226,1604439,218151,1218068,3475921,453984,5080360,4544941,2922457,4544941,9625301,14063455,18259470,32322925,32322925,41948226,1535947,694789,241422,139563,2611721,-51255,-364664,-415919,-1045073,357452,357452,-2244265,-48463,-48463,-48463,2781534,0,3355513,0.70801,0.27691,0.20382,0.04752,0.03662,2.18465,3.42516,0.29779,0,0.08816,0.08534,0.43255,1.85531,0.1926,0.05999,0.07001,0.09101,0.68041,-3.36226,-4.48173
