"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",10.6364516129032,"Down",1.145e+09,-7.66e+08,3.79e+08,-3.19e+08,-1.53e+08,-1.66e+08,6e+07,-8.9e+07,-8.8e+07,-1e+06,-2.9e+07,0,-2.9e+07,-1.1e+07,-4e+07,-3.5e+07,1e+06,-3.4e+07,-3.4e+07,2.54e+08,2.54e+08,1.9e+08,1.9e+08,4.44e+08,1.1915e+10,6.83e+08,2.27e+08,4.56e+08,1.2598e+10,1.3042e+10,1.05e+08,1.05e+08,3.41e+08,3.41e+08,4.46e+08,5.495e+09,5.495e+09,5.495e+09,5.941e+09,8.015e+09,7e+06,8.008e+09,-1.126e+09,9e+06,6.898e+09,2.03e+08,7.101e+09,1.3042e+10,-3.5e+07,1.61e+08,2.2e+07,8e+06,-2.6e+07,-2.6e+07,1.22e+08,-1.1e+08,5000000.00000003,-1.15e+08,-9e+06,-5.53e+08,-5.1e+07,-1.8e+07,2.19e+08,-2.12e+08,-2.12e+08,-2.11e+08,2.21e+08,5.495e+09,9.6e+07,0.331,0.0524,-0.02969,-0.00479,-0.00261,-2.82353,0.99552,0.83664,0.42133,-0.04714,-0.04714,1.58741,9.56329,0.13309,0.07071,5,0.00135,0.00762,-1.5,23.71493,87.35
"12","2013_Q1",11.9875,"Up",1.644e+09,-1.067e+09,5.77e+08,-4.79e+08,-2.68e+08,-2.11e+08,9.8e+07,-8.9e+07,-8.9e+07,0,9e+06,1.9e+07,2.8e+07,-2.1e+07,6999999.99999999,1.5e+07,2.3283064365387e-10,1.5e+07,1.5e+07,4.17e+08,4.17e+08,1.69e+08,1.69e+08,5.86e+08,1.1742e+10,6.66e+08,3.47e+08,3.19e+08,1.2408e+10,1.2994e+10,1.94e+08,1.94e+08,3.72e+08,3.72e+08,5.66e+08,5.411e+09,5.411e+09,5.411e+09,5.977e+09,8.047e+09,7e+06,8.04e+09,-1.234e+09,1.2e+07,6.825e+09,1.92e+08,7.017e+09,1.2994e+10,1.5e+07,2.81e+08,5e+06,-1e+07,5.6e+07,5.6e+07,3.57e+08,-1.35e+08,4.7e+07,-1.82e+08,1.72e+08,-64000000.0000001,-5.8e+07,-4e+06,-1.3e+08,1.63e+08,1.63e+08,1.63e+08,3.79e+08,5.411e+09,3.21e+08,0.35097,0.05961,0.00911999999999998,0.00214,0.00115,21.4,1.03534,0.85179,0.41642,0.02066,0.02086,2.26477,9.40212,0.44221,0.0799,6,0.00587,0.02583,3.86667,13.17678,50.95918
"13","2013_Q2",12.61375,"Up",1.224e+09,-8.41e+08,3.83e+08,-2.93e+08,-1.73e+08,-1.2e+08,9e+07,-7.7e+07,-7.5e+07,-2e+06,1.3e+07,1.4e+07,2.7e+07,7e+06,3.4e+07,6e+07,-4e+06,5.6e+07,5.6e+07,1.075e+09,1.075e+09,1.84e+08,1.84e+08,1.259e+09,1.1441e+10,6.37e+08,3.37e+08,3e+08,1.2078e+10,1.3337e+10,1.65e+08,1.65e+08,3.53e+08,3.53e+08,5.18e+08,5.534e+09,5.534e+09,5.534e+09,6.052e+09,8.31e+09,7e+06,8.303e+09,-1.253e+09,1.4e+07,7.071e+09,2.14e+08,7.285e+09,1.3337e+10,6e+07,1.77e+08,-2.5e+07,-2.4e+07,-3.6e+07,-3.6e+07,1.76e+08,1.56e+08,2.79e+08,-1.23e+08,-8e+06,1.47e+08,-6.5e+07,-2e+06,3.34e+08,6.57e+08,6.57e+08,6.58e+08,2.67e+08,5.534e+09,3.8e+08,0.31291,0.07353,0.04575,0.00769,0.0042,6.78571,2.4305,0.83075,0.41494,0.0769,0.07582,1.68086,9.71024,0.52183,0.08926,6,0.00944,0.02964,1.16071,16.70037,49.54444
"14","2013_Q3",12.75984375,"Up",1.4e+09,-8.93e+08,5.07e+08,-3.02e+08,-1.72e+08,-1.3e+08,2.05e+08,-9.6e+07,-1.02e+08,6e+06,1.09e+08,2.1e+07,1.3e+08,-1.4e+07,1.16e+08,1.21e+08,-2e+06,1.19e+08,1.19e+08,3.93e+08,3.93e+08,2.11e+08,2.11e+08,6.04e+08,1.1395e+10,6.66e+08,3.92e+08,2.74e+08,1.2061e+10,1.2665e+10,1.75e+08,1.75e+08,3.84e+08,3.84e+08,5.59e+08,4.724e+09,4.724e+09,4.724e+09,5.283e+09,8.407e+09,7e+06,8.4e+09,-1.216e+09,-1.2e+07,7.179e+09,2.03e+08,7.382e+09,1.2665e+10,1.21e+08,1.74e+08,3.72529029846191e-09,-8e+06,-1.1e+07,-1.1e+07,2.84e+08,5.8e+07,1.67e+08,-1.09e+08,-4.2e+07,-1.72e+08,-7.5e+07,-4e+06,-7.88e+08,-6.76e+08,-6.76e+08,-6.82e+08,3.79e+08,4.724e+09,4.4e+08,0.36214,0.14643,0.085,0.01612,0.0094,3.69748,1.0805,0.71566,0.373,0.15969,0.15954,1.87869,9.63366,0.59045,0.10064,6,0.01603,0.03635,0.63025,11.42744,21.12683
"15","2013_Q4",13.37734375,"Up",1.211e+09,-8.34e+08,3.77e+08,-2.98e+08,-1.75e+08,-1.23e+08,7.9e+07,-6.5e+07,-6.4e+07,-1e+06,1.4e+07,0,1.4e+07,-1.2e+07,2e+06,1.8e+07,1e+06,1.9e+07,1.9e+07,3.54e+08,3.54e+08,2.06e+08,1.64e+08,5.6e+08,1.1298e+10,7.05e+08,4.25e+08,2.8e+08,1.2003e+10,1.2563e+10,1.93e+08,1.93e+08,3.73e+08,3.73e+08,5.66e+08,4.56e+09,4.56e+09,4.56e+09,5.126e+09,8.514e+09,8e+06,8.506e+09,-1.288e+09,-17898782.1561633,7.226e+09,2.11e+08,7.437e+09,1.2563e+10,1.8e+07,1.78e+08,1e+07,-6e+06,3.1e+07,3.1e+07,2.37e+08,-1.07e+08,0,-1.07e+08,1e+06,-1.27e+08,-8.2e+07,-1e+06,-1.52e+08,-4.2e+07,-4.2e+07,-3.9e+07,2.57e+08,4.56e+09,1.93e+08,0.31131,0.06524,0.01569,0.00255,0.00151,10.15789,0.9894,0.68926,0.36297,0.02537,0.02534,1.61682,9.64753,0.25768,0.10948,6,0.00842,0.01609,4.31579,16.36576,53.24051
"16","2014_Q1",14.1268852459016,"Up",1.331e+09,-8.92e+08,4.39e+08,-3.01e+08,-1.77e+08,-1.24e+08,1.38e+08,-7.9e+07,-5.9e+07,-2e+07,5.9e+07,1e+06,6e+07,-2e+06,5.8e+07,1.26e+08,-3e+06,1.23e+08,1.23e+08,8.61e+08,8.61e+08,1.26e+08,1.26e+08,9.87e+08,1.1168e+10,6.59e+08,4.15e+08,2.44e+08,1.1827e+10,1.2814e+10,2.14e+08,2.14e+08,3.89e+08,3.89e+08,6.03e+08,4.759e+09,4.759e+09,4.759e+09,5.362e+09,8.5e+09,8e+06,8.492e+09,-1.263e+09,-9e+06,7.228e+09,2.24e+08,7.452e+09,1.2814e+10,1.26e+08,1.78e+08,-3.9e+07,-4e+07,5.7e+07,5.7e+07,3.22e+08,99999999.9999999,1.97e+08,-9.7e+07,7e+06,7.7e+07,-9.1e+07,0,1.13e+08,5.12e+08,5.12e+08,5.07e+08,3.16e+08,4.759e+09,4.75e+08,0.32983,0.10368,0.09241,0.01651,0.0096,3.86179,1.63682,0.71954,0.37139,0.16287,0.1624,1.76245,9.57097,0.62897,0.1205,6,0.01753,0.0389,0.739839999999999,12.33544,28.24638
"17","2014_Q2",15.805873015873,"Up",1.309e+09,-8.75e+08,4.34e+08,-3.03e+08,-1.72e+08,-1.31e+08,1.31e+08,-6.5e+07,-5.7e+07,-8e+06,6.6e+07,1.15e+08,1.81e+08,4e+06,1.85e+08,1.85e+08,-6e+06,1.79e+08,1.79e+08,3.92e+08,3.92e+08,1.83e+08,1.83e+08,5.75e+08,1.0966e+10,6.68e+08,4.12e+08,2.56e+08,1.1634e+10,1.2209e+10,1.85e+08,1.85e+08,3.86e+08,3.86e+08,5.71e+08,4.093e+09,4.093e+09,4.093e+09,4.664e+09,8.502e+09,8e+06,8.494e+09,-1.189e+09,-2e+06,7.311e+09,2.34e+08,7.545e+09,1.2209e+10,1.85e+08,1.72e+08,-1.04e+08,-9.7e+07,-8.2e+07,-8.2e+07,1.71e+08,1.84e+08,2.74e+08,-9e+07,3.7e+07,1.34e+08,-9.8e+07,-2e+06,-7.75e+08,-4.7e+08,-4.7e+08,-4.69e+08,3.03e+08,4.093e+09,4.01e+08,0.33155,0.10008,0.13675,0.02372,0.01466,2.24022,1.00701,0.61816,0.33524,0.23712,0.228,1.734,9.68473,0.5312,0.12982,6,0.0238,0.03446,0.54749,12.21452,28.25191
"18","2014_Q3",16.46921875,"Up",1.431e+09,-9.05e+08,5.26e+08,-3.01e+08,-1.74e+08,-1.27e+08,2.25e+08,-4.9e+07,-5.4e+07,5e+06,1.76e+08,-2e+06,1.74e+08,-1.5e+07,1.59e+08,1.59e+08,-4e+06,1.55e+08,1.55e+08,4.4e+08,4.4e+08,2.01e+08,2.01e+08,6.41e+08,1.092e+10,6.54e+08,4.16e+08,2.38e+08,1.1574e+10,1.2215e+10,2.02e+08,2.02e+08,3.88e+08,3.88e+08,5.9e+08,4.03e+09,4.03e+09,4.03e+09,4.62e+09,8.493e+09,8e+06,8.485e+09,-1.148e+09,3e+06,7.348e+09,2.47e+08,7.595e+09,1.2215e+10,1.59e+08,1.74e+08,1.9e+07,5e+06,2000000.00000003,2000000.00000003,3.54e+08,-9.3e+07,0,-9.3e+07,-1.1e+07,-1.22e+08,-1.06e+08,-6e+06,-1.85e+08,47000000.0000001,47000000.0000001,4.8e+07,3.99e+08,4.03e+09,3.23e+08,0.36758,0.15723,0.10832,0.02041,0.01269,2.08387,1.08644,0.60829,0.32992,0.20519,0.20505,1.89436,9.7273,0.42759,0.14032,8,0.02245,0.02778,0.68387,8.99749,15.95556
"19","2014_Q4",16.98921875,"Up",1.294e+09,-8.65e+08,4.29e+08,-2.34e+08,-1.78e+08,-5.6e+07,1.95e+08,-5.1e+07,-5e+07,-1e+06,1.44e+08,7e+06,1.51e+08,-6e+06,1.45e+08,1.45e+08,-1e+06,1.44e+08,1.44e+08,3.87e+08,3.87e+08,2.98e+08,2.24e+08,6.85e+08,1.0787e+10,6.63e+08,4.09e+08,2.54e+08,1.145e+10,1.2135e+10,2.44e+08,2.44e+08,3.25e+08,3.25e+08,5.69e+08,4.012e+09,4.012e+09,4.012e+09,4.581e+09,8.502e+09,8e+06,8.494e+09,-1.155e+09,-3.2e+07,7.315e+09,2.39e+08,7.554e+09,1.2135e+10,1.45e+08,1.78e+08,1.6e+07,6e+06,-1e+08,-1e+08,2.39e+08,-1.04e+08,0,-1.04e+08,1.1e+07,-1.8e+08,-1.14e+08,1e+06,-1.05e+08,-4.6e+07,-4.6e+07,-5.3e+07,3.73e+08,4.012e+09,1.75e+08,0.33153,0.1507,0.11128,0.01906,0.01187,1.21528,1.20387,0.60643,0.33061,0.19058,0.19038,1.71255,9.68105,0.2316,0.15087,8,0.02231,0.01513,0.79167,9.7185,18.58974
"20","2015_Q1",16.8447540983607,"Down",1.287e+09,-8.79e+08,4.08e+08,-2.75e+08,-1.69e+08,-1.06e+08,1.33e+08,-9e+06,-4.2e+07,3.3e+07,1.24e+08,1.25e+08,2.49e+08,3e+06,2.52e+08,2.52e+08,2e+06,2.54e+08,2.54e+08,6.84e+08,6.84e+08,7e+07,7e+07,7.54e+08,1.0704e+10,7.14e+08,4.33e+08,2.81e+08,1.1418e+10,1.2172e+10,2.98e+08,2.98e+08,3.24e+08,3.24e+08,6.22e+08,3.957e+09,3.957e+09,3.957e+09,4.579e+09,8.484e+09,8e+06,8.476e+09,-1.098e+09,-5e+07,7.336e+09,2.57e+08,7.593e+09,1.2172e+10,2.52e+08,1.69e+08,-1.17e+08,-1.21e+08,7.2e+07,7.2e+07,3.76e+08,8.2e+07,2.23e+08,-1.41e+08,1.1e+07,8.2e+07,-1.51e+08,4e+06,-1.54e+08,3.04e+08,3.04e+08,3.01e+08,3.02e+08,3.957e+09,4.53e+08,0.31702,0.10334,0.19736,0.03345,0.02087,1.78346,1.21222,0.60306,0.32509,0.33611,0.29889,1.70306,9.70756,0.59944,0.19981,5,0.03506,0.03922,0.59449,10.83775,24.60902
"21","2015_Q2",15.3604761904762,"Down",1.302e+09,-8.76e+08,4.26e+08,-2.93e+08,-1.73e+08,-1.2e+08,1.33e+08,-4.5e+07,-4.8e+07,3e+06,8.8e+07,2e+06,9e+07,9e+06,9.9e+07,9.9e+07,-1e+06,9.8e+07,9.8e+07,4.85e+08,4.85e+08,1.82e+08,1.82e+08,6.67e+08,1.0664e+10,6.79e+08,3.87e+08,2.92e+08,1.1343e+10,1.201e+10,2.24e+08,2.24e+08,3.04e+08,3.04e+08,5.28e+08,3.968e+09,3.968e+09,3.968e+09,4.496e+09,8.527e+09,8e+06,8.519e+09,-1.151e+09,-8.7e+07,7.289e+09,2.25e+08,7.514e+09,1.201e+10,9.9e+07,1.73e+08,-3e+06,5e+06,-1.05e+08,-1.05e+08,1.64e+08,-1.37e+08,32999999.9999999,-1.7e+08,-2.8e+07,-1.65e+08,-1.97e+08,-1e+06,-1.98e+08,-1.99e+08,-1.99e+08,-2.06e+08,3.06e+08,3.968e+09,5.5e+07,0.32719,0.10215,0.07527,0.01304,0.00816,0.56122,1.26326,0.59835,0.33039,0.12963,0.12958,1.72222,9.64153,0.07275,0.26058,7,0.02569,0.00479,2.0102,11.38235,26.18797
"22","2015_Q3",14.41015625,"Down",1.439e+09,-9.2e+08,5.19e+08,-2.97e+08,-1.78e+08,-1.19e+08,2.22e+08,-4.8e+07,-7.1e+07,2.3e+07,1.74e+08,5.3e+07,2.27e+08,-1.3e+07,2.14e+08,2.14e+08,-2e+06,2.12e+08,2.12e+08,2.62e+08,2.62e+08,1.69e+08,1.69e+08,4.31e+08,1.0927e+10,6.83e+08,4.19e+08,2.64e+08,1.161e+10,1.2041e+10,2.3e+08,2.3e+08,3.1e+08,3.1e+08,5.4e+08,4.053e+09,4.053e+09,4.053e+09,4.593e+09,8.403e+09,7e+06,8.396e+09,-1.089e+09,-8.4e+07,7.23e+09,2.18e+08,7.448e+09,1.2041e+10,2.14e+08,1.78e+08,-4.1e+07,-5.6e+07,3.4e+07,3.4e+07,3.85e+08,-9e+06,1.41e+08,-1.5e+08,1.4e+07,-3.99e+08,-1.51e+08,-5e+06,-2.08e+08,-2.22e+08,-2.22e+08,-2.23e+08,4e+08,4.053e+09,4.38e+08,0.36067,0.15427,0.14732,0.02846,0.01761,2.06604,0.79815,0.61668,0.3366,0.2812,0.26989,1.90874,9.59013,0.58098,0.20029,5,0.03156,0.03808,0.71226,9.4775,17.07658
"23","2015_Q4",12.954375,"Down",1.283e+09,-8.59e+08,4.24e+08,-2.95e+08,-1.77e+08,-1.18e+08,1.29e+08,-4.1e+07,-4.6e+07,5e+06,8.8e+07,8e+06,9.6e+07,-9e+06,8.7e+07,8.7e+07,-2e+06,8.5e+07,8.5e+07,2.65e+08,2.65e+08,2e+08,1.76e+08,4.65e+08,1.0848e+10,6.67e+08,4e+08,2.67e+08,1.1515e+10,1.198e+10,2.48e+08,2.48e+08,3.18e+08,3.18e+08,5.66e+08,4.278e+09,4.278e+09,4.278e+09,4.844e+09,8.231e+09,7e+06,8.224e+09,-1.152e+09,-1.19e+08,6.96e+09,1.76e+08,7.136e+09,1.198e+10,8.7e+07,1.77e+08,2e+06,-4e+06,-1.3e+07,-1.3e+07,2.53e+08,-1.39e+08,9000000.00000003,-1.48e+08,8e+06,-1.33e+08,-1.5e+08,-7e+06,-1.11e+08,9e+06,9e+06,3e+06,3.06e+08,4.278e+09,1.63e+08,0.33048,0.10055,0.06625,0.01191,0.0071,1.91765,0.82155,0.67881,0.3571,0.11388,0.11382,1.71892,9.32476,0.21838,0.20096,5,0.02059,0.01428,1.76471,13.11438,31.10853
"24","2016_Q1",11.8752459016393,"Down",1.326e+09,-8.78e+08,4.48e+08,-3.03e+08,-1.8e+08,-1.23e+08,1.45e+08,-1.3e+07,-5.8e+07,4.5e+07,1.32e+08,2.9e+07,1.61e+08,4e+06,1.65e+08,1.65e+08,-2e+06,1.63e+08,1.63e+08,2.21e+08,2.21e+08,1.26e+08,7.1e+07,3.47e+08,1.0724e+10,5.85e+08,3.24e+08,2.61e+08,1.1309e+10,1.1656e+10,2.43e+08,2.43e+08,2.99e+08,2.99e+08,5.42e+08,3.867e+09,3.867e+09,3.867e+09,4.409e+09,8.31e+09,8e+06,8.302e+09,-1.139e+09,-1.07e+08,7.064e+09,1.83e+08,7.247e+09,1.1656e+10,1.65e+08,1.8e+08,-5.1e+07,-5.4e+07,6.4e+07,6.4e+07,3.58e+08,-9.8e+07,9.2e+07,-1.9e+08,1.23e+08,-1.1e+07,-1.48e+08,-5e+06,-3.4e+08,7e+06,7e+06,5e+06,3.25e+08,3.867e+09,2.87e+08,0.33786,0.10935,0.12293,0.02249,0.01398,1.76074,0.64022,0.60839,0.33176,0.21638,0.22545,1.76025,9.37741,0.38099,0.19647,6,0.02798,0.02582,0.90798,11.21846,25.14483
"25","2016_Q2",12.565,"Up",1.339e+09,-8.9e+08,4.49e+08,-3.01e+08,-1.81e+08,-1.2e+08,1.48e+08,-3.6e+07,-3.8e+07,2e+06,1.12e+08,6.3e+07,1.75e+08,9e+06,1.84e+08,1.84e+08,-2e+06,1.82e+08,1.82e+08,2.34e+08,2.34e+08,1.8e+08,1.5e+08,4.14e+08,1.0703e+10,5.73e+08,3.13e+08,2.6e+08,1.1276e+10,1.169e+10,2.15e+08,2.15e+08,2.97e+08,2.97e+08,5.12e+08,3.961e+09,3.961e+09,3.961e+09,4.473e+09,8.221e+09,7e+06,8.214e+09,-1.107e+09,-9.4e+07,7.02e+09,1.97e+08,7.217e+09,1.169e+10,1.84e+08,1.81e+08,-5.5e+07,-4.9e+07,-9.1e+07,-9.1e+07,2.19e+08,-5.3e+07,1.15e+08,-1.68e+08,7e+06,-4.7e+07,-1.5e+08,-1e+06,-1.52e+08,2e+07,2e+07,2.4e+07,3.29e+08,3.961e+09,1.76e+08,0.33532,0.11053,0.13592,0.02522,0.01557,0.96703,0.80859,0.61979,0.33884,0.2428,0.24276,1.78629,9.36499,0.23479,0.20011,7,0.0297,0.01575,0.82418,11.32827,25.18243
"26","2016_Q3",13.87125,"Up",1.459e+09,-9.15e+08,5.44e+08,-3.05e+08,-1.78e+08,-1.27e+08,2.39e+08,-3e+07,-3.9e+07,9e+06,2.09e+08,1.74e+08,3.83e+08,-3.2e+07,3.51e+08,3.51e+08,-4e+06,3.47e+08,3.47e+08,2.66e+08,2.66e+08,1.52e+08,1.17e+08,4.18e+08,1.0625e+10,5.49e+08,3.11e+08,2.38e+08,1.1174e+10,1.1592e+10,2.28e+08,2.28e+08,2.88e+08,2.88e+08,5.16e+08,3.715e+09,3.715e+09,3.715e+09,4.231e+09,8.153e+09,7e+06,8.146e+09,-9.07e+08,-7.1e+07,7.175e+09,1.86e+08,7.361e+09,1.1592e+10,3.51e+08,1.78e+08,-1.51e+08,-1.76e+08,1.4e+07,1.4e+07,3.92e+08,1.85e+08,3.25e+08,-1.4e+08,2000000.00000001,1.37e+08,-1.5e+08,-3e+06,-4.75e+08,5.4e+07,5.4e+07,5.4e+07,4.17e+08,3.715e+09,6.48e+08,0.37286,0.16381,0.23783,0.04714,0.02993,1.86744,0.81008,0.57479,0.32048,0.4664,0.46621,1.96102,9.64382,0.87097,0.20161,9,0.04487,0.0585,0.43228,8.27098,14.43096
"27","2016_Q4",13.8477777777778,"Down",1.295e+09,-8.57e+08,4.38e+08,-3.06e+08,-1.82e+08,-1.24e+08,1.32e+08,-2.9e+07,-3.7e+07,8e+06,1.03e+08,2.4e+07,1.27e+08,-1.9e+07,1.08e+08,1.08e+08,-1e+06,1.07e+08,1.07e+08,3.4e+08,3.4e+08,1.13e+08,1.08e+08,4.53e+08,1.0561e+10,5.28e+08,3.07e+08,2.21e+08,1.1089e+10,1.1542e+10,2.42e+08,2.42e+08,2.8e+08,2.8e+08,5.22e+08,3.752e+09,3.752e+09,3.752e+09,4.274e+09,8.118e+09,7e+06,8.111e+09,-9.48e+08,-7.9e+07,7.091e+09,1.77e+08,7.268e+09,1.1542e+10,1.08e+08,1.82e+08,1e+06,-1.7e+07,1.3e+07,1.3e+07,3.04e+08,-8.2e+07,2.4e+07,-1.06e+08,1.4e+07,-7.5e+07,-1.48e+08,-2e+06,-1.62e+08,6.7e+07,6.7e+07,6.9e+07,3.14e+08,3.752e+09,2.64e+08,0.33822,0.10193,0.08263,0.01472,0.00927,2.46729,0.86782,0.58806,0.32507,0.14448,0.14438,1.74858,9.57467,0.35647,0.19984,9,0.02314,0.02396,1.38318,10.86624,25.84848
"28","2017_Q1",15.178064516129,"Up",1.337e+09,-8.87e+08,4.5e+08,-3e+08,-1.83e+08,-1.17e+08,1.5e+08,-3.5e+07,-3.7e+07,2e+06,1.15e+08,1.1e+07,1.26e+08,2e+06,1.28e+08,1.28e+08,-2e+06,1.26e+08,1.26e+08,3.72e+08,3.72e+08,2.07e+08,5.7e+07,5.79e+08,1.0318e+10,5.11e+08,2.86e+08,2.25e+08,1.0829e+10,1.1408e+10,2.78e+08,2.78e+08,2.83e+08,2.83e+08,5.61e+08,3.649e+09,3.649e+09,3.649e+09,4.21e+09,8.084e+09,7e+06,8.077e+09,-1.007e+09,-8.3e+07,6.994e+09,2.04e+08,7.198e+09,1.1408e+10,1.28e+08,1.83e+08,1e+06,-1e+06,7.5e+07,7.5e+07,3.87e+08,-1.04e+08,1e+06,-1.05e+08,0,-1.14e+08,-1.48e+08,2e+06,-2.48e+08,2.5e+07,2.5e+07,2e+07,3.33e+08,3.649e+09,3.02e+08,0.33657,0.11219,0.09424,0.0175,0.01104,2.39683,1.03209,0.58488,0.31986,0.17078,0.17034,1.81214,9.47953,0.40933,0.2006,6,0.02526,0.02784,1.1746,9.84084,21.84667
"29","2017_Q2",15.4093650793651,"Up",1.348e+09,-8.71e+08,4.77e+08,-3.09e+08,-1.8e+08,-1.29e+08,1.68e+08,-3.1e+07,-3.8e+07,7e+06,1.37e+08,1.8e+07,1.55e+08,6e+06,1.61e+08,1.61e+08,-3e+06,1.58e+08,1.58e+08,4.11e+08,4.11e+08,2.73e+08,1.35e+08,6.84e+08,1.0553e+10,5.39e+08,2.95e+08,2.44e+08,1.1092e+10,1.1776e+10,2.18e+08,2.18e+08,3.43e+08,3.43e+08,5.61e+08,3.988e+09,3.988e+09,3.988e+09,4.549e+09,8.096e+09,7e+06,8.089e+09,-9.92e+08,-7.8e+07,7.026e+09,2.01e+08,7.227e+09,1.1776e+10,1.61e+08,1.8e+08,-2.4e+07,-2.1e+07,-1.05e+08,-1.05e+08,2.12e+08,8e+07,1.6e+08,-8e+07,3e+06,-3.84e+08,-1.85e+08,-5e+06,2.08e+08,3.6e+07,3.6e+07,4e+07,3.48e+08,3.988e+09,3.17e+08,0.35386,0.12463,0.11721,0.02186,0.01342,2.00633,1.21925,0.62945,0.33865,0.21409,0.21403,1.82656,9.52033,0.42954,0.25068,8,0.03058,0.02827,1.17089,10.27874,21.29167
"30","2017_Q3",15.4379365079365,"Up",1.441e+09,-8.98e+08,5.43e+08,-3.01e+08,-1.78e+08,-1.23e+08,2.42e+08,-3.4e+07,-4.2e+07,8e+06,2.08e+08,3.1e+07,2.39e+08,-2.7e+07,2.12e+08,2.12e+08,-2e+06,2.1e+08,2.1e+08,6.44e+08,6.44e+08,2.2e+08,1.22e+08,8.64e+08,1.0443e+10,5.47e+08,3.07e+08,2.4e+08,1.099e+10,1.1854e+10,2.21e+08,2.21e+08,3.44e+08,3.44e+08,5.65e+08,3.992e+09,3.992e+09,3.992e+09,4.557e+09,8.109e+09,7e+06,8.102e+09,-9.31e+08,-7.7e+07,7.101e+09,1.96e+08,7.297e+09,1.1854e+10,2.12e+08,1.78e+08,6000000.00000001,-2.2e+07,7000000.00000003,7000000.00000003,4.03e+08,3e+06,6.6e+07,-6.3e+07,999999.999999999,4e+06,-1.47e+08,-6e+06,-1.53e+08,2.54e+08,2.54e+08,2.54e+08,4.2e+08,3.992e+09,4.57e+08,0.37682,0.16794,0.14573,0.02878,0.01772,2.17619,1.5292,0.6245,0.33676,0.28432,0.28424,1.95099,9.61413,0.61874,0.19903,6,0.03162,0.04048,0.7,7.97143,13.83471
"31","2017_Q4",16.8152380952381,"Up",1.254e+09,-8.31e+08,4.23e+08,-2.97e+08,-1.76e+08,-1.21e+08,1.26e+08,-3.7e+07,-4.1e+07,4e+06,8.9e+07,5.8e+07,1.47e+08,-4.2e+07,1.05e+08,1.05e+08,-1e+06,1.04e+08,1.04e+08,7.89e+08,7.89e+08,1.83e+08,1.16e+08,9.72e+08,1.0197e+10,6.02e+08,3.19e+08,2.83e+08,1.0799e+10,1.1771e+10,2.5e+08,2.5e+08,2.95e+08,2.95e+08,5.45e+08,3.961e+09,3.961e+09,3.961e+09,4.506e+09,8.11e+09,7e+06,8.103e+09,-9.74e+08,-5.7e+07,7.079e+09,1.86e+08,7.265e+09,1.1771e+10,1.05e+08,1.76e+08,-3.9e+07,-5.9e+07,1e+07,1e+07,2.52e+08,1.81e+08,2.46e+08,-6.5e+07,0,1.8e+08,-1.48e+08,-4.3e+07,-2.99e+08,1.33e+08,1.33e+08,1.34e+08,3.02e+08,3.961e+09,5.35e+08,0.33732,0.10048,0.08293,0.01432,0.00884,5.14423,1.78349,0.62023,0.3365,0.14077,0.14073,1.69735,9.58175,0.72415,0.20032,5,0.02245,0.04766,1.42308,10.50331,25.1746
