"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2017_Q1",55.1348387096774,"Up",917412000,-779608000,137804000,-60865000,-60865000,76939000,22056000,-18458000,34386000,6128000,98995000,98995000,-20500000,78495000,78495000,78495000,78495000,465100000,465100000,564400000,564400000,385300000,18100000,18100000,1432900000,5.1e+08,2.87e+08,3.8e+07,177300000,43800000,27900000,988400000,2421300000,537200000,3.78e+08,23800000,135400000,5e+06,542200000,1160400000,2.71e+08,24800000,246200000,1431400000,1973600000,574200000,261200000,-170200000,447700000,447700000,2421300000,78495000,24656000,7632000,-31781000,79002000,-41222000,1826000,-39605000,-1424000,-26000,-35854000,3543000,3543000,-4769000,-1226000,101595000,1165400000,49092000,0.15021,0.08387,0.08556,0.17533,0.03242,0.62542,2.64275,4.40831,0.48131,1.76061,1.71428,20.57716,10.04172,1.10111,0.04876,0.02606,6.89306,9.10202
"12","2017_Q2",53.971746031746,"Down",1104500000,-905500000,1.99e+08,-59600000,-59600000,139400000,7200000,-18200000,19300000,6100000,146600000,146600000,-29300000,117300000,117300000,117300000,117300000,410137000,410137000,698784000,698784000,481112000,15613000,15613000,1605646000,519890000,267417000,29992000,174421000,32791000,30213000,947956000,2553602000,577970000,4.23e+08,29640000,125330000,5e+06,582970000,1166750000,269807000,28872000,240935000,1436557000,2019527000,575159000,362153000,-169387000,534075000,534075000,2553602000,117300000,24700000,4800000,-172500000,-25700000,-3.6e+07,42100000,6900000,-1400000,-1e+05,-3.8e+07,-56800000,-56800000,1800000,-5.5e+07,164100000,1171750000,-15100000,0.18017,0.12621,0.1062,0.21963,0.04594,-0.12873,2.75425,3.78135,0.45886,2.66246,2.58866,25.0698,12.12236,-0.34274,0.06611,-0.00764,4.64115,5.46351
"13","2017_Q3",55.178253968254,"Up",1145200000,-1018700000,126500000,-54700000,-54700000,71800000,7200000,-18700000,29900000,-4e+06,7.9e+07,7.9e+07,-18800000,60200000,60200000,60200000,60200000,399928000,399928000,723264000,723264000,473936000,14366000,14366000,1611494000,556481000,280202000,31990000,178270000,37095000,32847000,989760000,2601254000,555421000,394033000,34066000,127322000,5e+06,560421000,1192844000,287716000,30325000,257391000,1480560000,2040981000,575499000,406270000,-162583000,560273000,560273000,2601254000,60200000,26300000,13900000,-38100000,62300000,-38300000,1600000,-36600000,-1200000,-199999.999999999,-41800000,-16100000,-16100000,5900000,-10200000,98100000,1197844000,40500000,0.11046,0.0627,0.05257,0.10745,0.02314,0.67276,2.87551,3.64283,0.46049,1.37127,1.33727,26.08597,12.76219,0.92253,0.03588,0.0198,8.1337,11.11304
"14","2017_Q4",59.4131746031746,"Up",1096600000,-948100000,148500000,-6.5e+07,-6.5e+07,83500000,23300000,-18500000,43800000,-2e+06,106800000,41500000,-8300000,33200000,33200000,33200000,33200000,318703000,318703000,719094000,719094000,483158000,24591000,24591000,1545546000,600067000,349056000,62774000,207819000,46942000,31521000,1111006000,2656552000,588703000,415709000,32006000,140988000,7e+06,595703000,1165924000,324883000,40332000,284551000,1490807000,2086510000,577278000,423456000,-167019000,570042000,570042000,2656552000,33200000,29100000,45700000,50200000,158200000,-34600000,-77200000,-111800000,-89100000,-19100000,-130400000,-8.4e+07,-8.4e+07,2800000,-81200000,112600000,1172924000,136500000,0.13542,0.07614,0.03028,0.05824,0.0125,4.11145,2.59449,3.66027,0.44152,0.759,0.74094,25.06973,13.03191,3.12057,0.02365,0.06601,7.58633,10.23019
"15","2018_Q1",66.0055737704918,"Up",1101800000,-921800000,1.8e+08,-59700000,-59700000,120300000,23700000,-14700000,30700000,7700000,1.44e+08,1.44e+08,-26400000,117600000,117600000,117600000,117600000,432800000,432800000,685500000,685500000,510400000,17500000,17500000,1646200000,6.27e+08,346300000,72500000,207500000,35500000,30800000,1125800000,2.772e+09,619600000,436800000,35900000,146900000,7e+06,626600000,1.165e+09,305600000,49200000,256400000,1470600000,2097200000,579300000,527900000,-145600000,674800000,674800000,2.772e+09,117600000,30500000,14700000,33700000,196500000,-38500000,-2600000,-41100000,-1900000,-2400000,-42800000,112600000,112600000,1500000,114100000,150800000,1.172e+09,172400000,0.16337,0.10918,0.10673,0.17427,0.04242,1.46599,2.62719,3.10788,0.4228,2.70345,2.62137,25.32874,15.51264,3.96322,0.06198,0.0801,4.90186,6.14464
"16","2018_Q2",62.5759375,"Down",1121600000,-946400000,175200000,-64400000,-64400000,110800000,34400000,-14900000,45500000,3800000,145200000,145200000,-24900000,120300000,120300000,120300000,120300000,398900000,398900000,728700000,728700000,588300000,18700000,18700000,1734600000,635200000,348500000,74200000,206900000,34700000,32700000,1151800000,2886400000,626400000,454200000,36900000,135300000,7e+06,633400000,1.164e+09,333300000,51400000,281900000,1497300000,2130700000,567100000,632400000,-144300000,755700000,755700000,2886400000,120300000,31900000,-6800000,-104600000,40800000,-30600000,5e+05,-30100000,-1900000,-8e+06,-4.8e+07,-37300000,-37300000,3400000,-33900000,142700000,1.171e+09,32400000,0.15621,0.09879,0.10726,0.15919,0.04168,0.26933,2.73855,2.81951,0.4057,2.77189,2.70946,25.84332,17.41244,0.74654,0.0604,0.01434,5.41065,6.96841
"17","2018_Q3",63.3607936507937,"Up",1236500000,-1073800000,162700000,-61700000,-61700000,1.01e+08,17900000,-10800000,33300000,-4600000,118900000,118700000,-20400000,98300000,98300000,98300000,98300000,451400000,451400000,763300000,763300000,531700000,28900000,28900000,1775300000,600400000,335300000,70200000,197300000,32600000,35200000,1099500000,2874800000,610800000,448300000,15800000,146700000,7e+06,617800000,1162600000,292600000,44700000,247900000,1455200000,2.073e+09,569600000,713400000,-147900000,801800000,801800000,2874800000,98300000,32400000,-1900000,12800000,141600000,-28900000,1300000,-26600000,-1700000,-9e+05,-54500000,60500000,60500000,-8e+06,52500000,133400000,1169600000,137700000,0.13158,0.08168,0.0795,0.1226,0.03419,1.40081,2.87358,2.58543,0.40685,2.27546,2.23409,28.62269,18.56019,3.1875,0.05031,0.06082,5.38381,7.11089
"18","2018_Q4",46.2107936507937,"Down",1199700000,-1068100000,131600000,-6e+07,-6e+07,71600000,22300000,-10100000,34500000,-2100000,93900000,93900000,-19200000,74700000,74700000,74700000,74700000,421400000,421400000,753100000,753100000,585600000,3.9e+07,3.9e+07,1799100000,594300000,335800000,69900000,195700000,32500000,37700000,1110900000,2.91e+09,621200000,459900000,19600000,141700000,7e+06,628200000,1161700000,293900000,46400000,247500000,1455600000,2083800000,572700000,770900000,-149800000,826200000,826200000,2.91e+09,74700000,31700000,-9700000,-40600000,56100000,-31400000,0,-31400000,-1900000,2e+05,-53600000,-28900000,-28900000,-1100000,-3e+07,103300000,1168700000,50500000,0.10969,0.05968,0.06227,0.09041,0.02567,0.676040000000008,2.8639,2.52215,0.40162,1.76179,1.72517,28.29481,19.48585,1.19104,0.04015,0.02206,7.23427,10.43715
"19","2019_Q1",41.4965573770492,"Down",1.065e+09,-1005700000,59300000,-70900000,-70900000,-11600000,19400000,-10600000,30800000,-8e+05,7800000,6500000,-7300000,-8e+05,-8e+05,-8e+05,-8e+05,452300000,452300000,648100000,648100000,510400000,20500000,20500000,1631300000,592100000,324300000,6.9e+07,191100000,26700000,37500000,1095500000,2726800000,5.3e+08,354200000,1.6e+07,159800000,7e+06,5.37e+08,1160800000,260300000,45400000,214900000,1421100000,1958100000,575900000,753200000,-142300000,768700000,768700000,2726800000,-8e+05,34199999,14100000,80500000,127999999,-29500000,-1e+05,-30600000,-1800000,-99999.0000000002,-66099999,31300000,31300000,-4e+05,30900000,22599999,1167800000,80899999,0.05568,-0.01089,-0.00075,-0.00104,-0.00029,-101.125,3.0378,2.54729,0.42827,-0.01896,-0.01856,25.23697,18.21564,1.91706,0.00737,0.03683,31.65929,-61.68103
"20","2019_Q2",37.0853968253968,"Down",1013100000,-915700000,97400000,-68800000,-68800000,28600000,1.8e+07,-10200000,32200000,-4e+06,46600000,46600000,-10800000,35800000,35800000,35800000,35800000,516400000,516400000,650400000,650400000,447900000,25400000,25400000,1640100000,5.75e+08,392500000,67800000,187100000,27900000,109700000,1166400000,2806500000,560500000,391400000,13800000,155300000,7100000,582800000,1160400000,310200000,46400000,263800000,1470600000,2053400000,569300000,772400000,-143500000,753100000,753100000,2806500000,35800000,33900000,-21900000,105400000,153200000,-2.5e+07,7e+05,-24300000,-1900000,-3800000,-60400000,68500000,68500000,-1600000,66900000,62500000,1167500000,153700000,0.09614,0.02823,0.03534,0.04754,0.01276,4.2933,2.81417,2.7266,0.416,0.86683,0.85646,24.53027,18.23487,3.72155,0.02385,0.0689,10.4176,22.76573
"21","2019_Q3",32.54046875,"Down",951800000,-865500000,86300000,-71500000,-71500000,14800000,28900000,-9900000,40300000,-1500000,43700000,43700000,-15700000,2.8e+07,2.8e+07,2.8e+07,2.8e+07,534900000,534900000,619800000,619800000,458500000,25300000,25300000,1638500000,574300000,392300000,68700000,185200000,29300000,109100000,1165700000,2804200000,554900000,394900000,4500000,155500000,8700000,579100000,1160500000,319500000,49200000,270300000,1.48e+09,2059100000,571700000,784100000,-145600000,745100000,745100000,2804200000,2.8e+07,34800000,15700000,2300000,80800000,-22600000,0,-22600000,-3900000,-2e+05,-41500000,16700000,16700000,0,16700000,49600000,1169200000,4.5e+07,0.09067,0.01555,0.02942,0.03758,0.00999,1.60714,2.82939,2.76352,0.41695,0.68796,0.67961,23.38575,18.30713,1.10565,0.01988,0.02015,12.78831,42.85811
"22","2019_Q4",35.84390625,"Up",922100000,-836900000,85200000,-67700000,-67700000,17500000,14300000,-9200000,25700000,-2200000,31800000,31800000,-9300000,22500000,22500000,22500000,22500000,483300000,483300000,598200000,598200000,446700000,26600000,26600000,1554800000,559900000,410900000,6.6e+07,185500000,28600000,130800000,1170600000,2725400000,513200000,351100000,6500000,155600000,11500000,538900000,1162600000,308900000,43100000,265800000,1471500000,2010400000,574700000,7.91e+08,-144900000,7.15e+08,7.15e+08,2725400000,22500000,3.3e+07,-12200000,-2399999.99999999,40900000,-23600000,-6400000,-3e+07,-4300000,1e+05,-59900000,-4.9e+07,-4.9e+07,-2400000,-51400000,50500000,1174100000,33800000,0.0924,0.01898,0.0244,0.03147,0.00826,1.50222,2.88514,2.81175,0.4308,0.5611,0.55419,22.99501,17.83042,0.84289,0.01761,0.01538,13.67921,39.47429
"23","2020_Q1",23.6766129032258,"Down",486900000,-455400000,31500000,-68900000,-68900000,-37400000,15100000,-1e+07,20800000,4300000,-22300000,-22300000,23100000,8e+05,5700000,5700000,5700000,456200000,456200000,570800000,570800000,438200000,25900000,25900000,1491100000,625800000,453800000,67700000,191500000,67500000,127100000,1267700000,2758800000,502400000,3.43e+08,5e+06,154400000,11100000,527600000,1162600000,399700000,41500000,358200000,1562300000,2089900000,575200000,7.81e+08,-162400000,668900000,668900000,2758800000,8e+05,-10200000,-16900000,-6700001,47599999,-12800000,6500000,-32400000,-7500000,-7e+05,-44900000,-29700001,-29700001,2600000,-27100001,-47600000,1173700000,-90200001,0.0647,-0.07681,0.01171,0.00852,0.00207,-15.82456,2.82619,3.12438,0.42544,0.14578,0.14541,12.45269,17.10742,-2.30691,0.00954,-0.04023,-15.07353,-19.18449
"24","2020_Q2",18.6115873015873,"Down",853500000,-783800000,69700000,-77500000,-77500000,-7800000,-2100000,-10300000,9800000,-1600000,-9900000,-48200000,11900000,-36300000,-36300000,-36300000,-36300000,440100000,440100000,5.76e+08,5.76e+08,405500000,16600000,16600000,1438200000,572400000,448900000,66200000,188100000,78700000,115900000,1219200000,2657400000,455200000,301900000,1900000,151400000,11500000,481500000,1162200000,410700000,45900000,364800000,1572900000,2054400000,576200000,729200000,-154200000,6.03e+08,6.03e+08,2657400000,-36300000,36400000,8700000.00000001,-14600000,-5800000,-24300000,11800000,39100000,-5200000,-6e+05,-46700000,-13400000,-13400000,-2700000,-16100000,28600000,1173700000,-22200000,0.08166,-0.00914,-0.04253,-0.0602,-0.01366,0.611569999999999,2.98692,3.40697,0.44167,-0.94286,-0.94286,22.16883,15.66234,-0.576620000000001,-0.00933,-0.01015,25.65035,-94.05128
"25","2020_Q3",23.1140625,"Up",443800000,-432400000,11400000,-48200000,-48200000,-36800000,2600000,-11700000,14400000,-1e+05,-34200000,-6200000,-1100000,-7300000,-128400000,-128400000,-128400000,581800000,581800000,432200000,432200000,313300000,12200000,12200000,1339500000,573500000,463900000,67700000,184400000,82500000,129300000,1249700000,2589200000,408700000,213600000,5.9e+07,136100000,11700000,435600000,1261300000,433500000,47900000,385600000,1694800000,2130400000,576800000,585400000,-156100000,458800000,458800000,2589200000,-7300000,12200000,-29300000,148600000,81600000,-13900000,2e+05,-23700000,96400000,0,81100000,1.39e+08,1.39e+08,2200000,141200000,-24600000,1.273e+09,111200000,0.02569,-0.08292,-0.28932,-0.27986,-0.04959,-0.86604,3.07507,4.64342,0.49166,-3.35248,-3.35248,11.58747,11.97911,2.90339,-0.05223,0.05136,-28.09756,-18.78261
"26","2020_Q4",35.8434375,"Up",679200000,-572900000,106300000,-46100000,-46100000,60200000,7e+06,-1e+07,18300000,-1300000,67200000,67200000,-2.7e+07,40200000,105900000,105900000,105900000,503300000,503300000,527600000,527600000,311600000,20700000,20700000,1363200000,581900000,471100000,70700000,183100000,84200000,133100000,1283600000,2646800000,430100000,2.75e+08,6600000.00000001,148500000,12500000,457800000,1159700000,481700000,5.9e+07,422700000,1641400000,2099200000,579200000,675600000,-160700000,547600000,547600000,2646800000,40200000,21200000,-9200000,-79400000,51900000,-9200000,0,-12700000,-104599999,0,-119499999,-80299999,-80299999,1800000,-78499999,81400000,1172200000,19800000,0.15651,0.08863,0.15592,0.19339,0.04001,0.18697,2.97772,3.83346,0.44287,2.75781,2.75781,17.6875,14.26042,0.51562,0.05505,0.00898999999999999,8.21744000000001,11.1113
"27","2021_Q1",57.4927868852459,"Up",768100000,-634400000,133700000,-55700000,-55700000,7.8e+07,8e+06,-11600000,24500000,-4900000,8.6e+07,92600000,-26500000,66100000,66700000,66700000,66700000,588700000,588700000,469500000,469500000,324100000,134800000,134800000,1517100000,431100000,656900000,62100000,162600000,90200000,3.42e+08,1328100000,2845200000,463400000,325900000,1e+07,127500000,12200000,533300000,1158100000,563500000,60700000,502800000,1721600000,2254900000,580100000,739200000,-186100000,590300000,590300000,2845200000,66100000,22800000,7700000,2.9e+07,127700000,-19199999,1.49011611938477e-08,-26899999,-6100001,-2.3283064365387e-10,-19200001,81600000,81600000,3100000,84700000,100800000,1170300000,137100001,0.17407,0.10155,0.08684,0.11299,0.02344,2.05547,2.84474,3.81992,0.41132,1.75526,1.70153,20.21316,15.53421,3.60789,0.03528,0.05899,5.76984,7.45641
"28","2021_Q2",60.2574603174603,"Up",9.86e+08,-797100000,188900000,-56500000,-56500000,132400000,8500000,-1.2e+07,22900000,-2400000,140900000,85900000,-20100000,65800000,71500000,71500000,71500000,618400000,618400000,657800000,657800000,4.63e+08,465800000,465800000,2.205e+09,570200000,456800000,70900000,171500000,81200000,133200000,1275100000,3480100000,647600000,482500000,15400000,149700000,13700000,677600000,1605100000,521100000,62800000,458300000,2126200000,2803800000,5.79e+08,807300000,-1.8e+08,676300000,676300000,3480100000,65800000,23100000,36300000,-84500000,5.1e+07,-11200000,-873461480.455474,-12599999.9999999,447200000,-2100000,450800000,489200000,489200000,-9500000,479700000,155500000,1618800000,79900000,0.19158,0.13428,0.07252,0.10572,0.02055,1.11748,3.25413,4.14579,0.46516,1.85714,1.81013,25.61039,17.56623,2.07532,0.02656,0.02837,6.43344,7.55589
