"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",41.2584375,"Down",568930000,-366451000,202479000,-149564000,-149564000,52915000,299000,299000,53214000,53214000,-19257000,33957000,33957000,33957000,33957000,247518000,130462000,117056000,43882000,43882000,299750000,84738000,84738000,675888000,711932000,91231000,76293000,76293000,879456000,1555344000,255204000,117806000,137398000,255204000,187819000,187819000,187819000,443023000,5986000,1111722000,-5387000,1112321000,1112321000,1555344000,33957000,28113000,-4325000,-15677000,42068000,-52804000,-7823000,-60627000,2109000,971000,3080000,-15479000,-15479000,668000,-14811000,81028000,0,31804000,0.35589,0.09301,0.05969,0.03053,0.02183,0.9366,2.64842,0.39829,0,0.23466,0.23327,3.93154,7.68659,0.21978,0.02612,0.02446,-3.05472,-4.67765
"12","2013_Q3",41.0578125,"Down",676269000,-421755000,254514000,-158576000,-158576000,95938000,144000,144000,96082000,96082000,-34790000,61292000,61292000,61292000,61292000,271371000,135481000,135890000,48222000,48222000,322823000,61612000,61612000,704028000,722058000,91664000,76832000,76832000,890554000,1594582000,231740000,105786000,125954000,231740000,188648000,188648000,188648000,420388000,10596000,1173013000,-9415000,1174194000,1174194000,1594582000,61292000,28979000,-244000,-43178000,46849000,-40350000,-2471999.99999999,-42822000,536000.00000006,324000,860000.000000015,4887000.00000001,4887000.00000001,132000,5019000,124917000,5.6843418860808e-14,76179000,0.37635,0.14186,0.09063,0.0522,0.03844,1.24289,3.03801,0.35802,-2.64697796016969e-23,0.42323,0.42092,4.66976,8.10801,0.52603,0.04497,0.0559,-2.17241,-2.82861
"13","2013_Q4",37.45140625,"Down",692894000,-432052000,260842000,-167332000,-167332000,93510000,128000,128000,93638000,93638000,-34121000,59517000,59517000,59517000,59517000,362713000,216648000,146065000,43913000,43913000,395406000,64233000,64233000,866265000,734793000,93767000,60770000,60770000,889330000,1755595000,295089000,162542000,132547000,295089000,190648000,190648000,190648000,485737000,44183000,1232531000,-6856000,1269858000,1269858000,1755595000,59517000,30292000,3148000,8518000,101475000,-37316000,-12444000,-49760000,25423000,4143000,29566000,81281000,81281000,-114000,81167000,123802000,0,129125000,0.37645,0.13496,0.0859,0.04687,0.0339,2.16955,2.93561,0.38251,0,0.40892,0.40462,4.76067,8.72482,0.88718,0.04075,0.08841,-2.92978,-3.87887
"14","2014_Q1",36.444262295082,"Down",856832000,-543136000,313696000,-181774000,-181774000,131922000,716000,-1410000,132638000,132638000,-50090000,82548000,82548000,82548000,82548000,473813000,245327000,228486000,39519000,39519000,282411000,76541000,61827000,872284000,733416000,149585000,41926000,41926000,924927000,1797211000,250195000,99059000,151136000,250195000,192428000,192428000,192428000,442623000,48291000,1315079000,-8782000,1354588000,1354588000,1797211000,82548000,31280000,28464000,62996000,205288000,-38405000,-142374000,-180779000,2603000,1275000,3878000,28387000,28387000,292000,28679000,163202000,4.54747350886464e-13,237883000,0.36611,0.15396,0.09634,0.06094,0.04593,2.88175,3.48642,0.32676,2.11758236813575e-22,0.56563,0.55634,5.87108,9.28174,1.62999,0.05336,0.15377,-2.90323,-3.59161
"15","2014_Q2",35.047619047619,"Down",648177000,-409368000,238809000,-165843000,-165843000,72966000,-129000,-129000,72837000,72837000,-25779000,47058000,47058000,47058000,47058000,488402000,273464000,214938000,48868000,48868000,325471000,91829000,91829000,954570000,721872000,149771000,43190000,43190000,914833000,1869403000,250034000,128528000,121506000,250034000,193468000,193468000,193468000,443502000,74633000,1362137000,-10869000,1425901000,1425901000,1869403000,47058000,32078000,-413000,-52919000,25804000,-28293000,8914000,-19379000,17504000,5197000,22701000,29126000,29126000,-989000,28137000,105044000,0,49611000,0.36843,0.11257,0.0726,0.033,0.02517,1.05425,3.81776,0.31103,0,0.32168,0.31625,4.43078,9.7471,0.33913,0.02906,0.03064,-4.6495,-6.69356
"16","2014_Q3",36.7653125,"Up",758524000,-460281000,298243000,-178926000,-178926000,119317000,207000,207000,119524000,119524000,-43161000,76363000,76363000,76363000,76363000,524345000,298546000,225799000,53807000,53807000,347064000,72322000,72322000,997538000,731421000,216766000,47970000,47970000,996157000,1993695000,281131000,128993000,152138000,281131000,193481000,193481000,193481000,474612000,93600000,1438500000,-13017000,1519083000,1519083000,1993695000,76363000,32490000,-2199000,22630000,129284000,-38473000,-80530000,-119003000,12319000,2864000,15183000,25464000,25464000,-382000,25082000,151807000,-1.45519152283669e-11,179125000,0.39319,0.1573,0.10067,0.05027,0.0383,2.3457,3.5483,0.31243,0,0.5193,0.51122,5.15826,10.33035,1.21812,0.04459,0.10459,-3.45402,-4.39455
"17","2014_Q4",32.4084375,"Down",774049000,-481764000,292285000,-186826000,-186826000,105459000,-186000,-186000,105273000,105273000,-35016000,70257000,70257000,70257000,70257000,422476000,194929000,227547000,54717000,54717000,406712000,92876000,92876000,976781000,783662000,303200000,54669000,54669000,1141531000,2118312000,325916000,160787000,165129000,325916000,196114000,196114000,196114000,522030000,93260000,1508757000,-5735000,1596282000,1596282000,2118312000,70257000,33218000,-9975000,-37961000,55539000,-61694000,-93685000,-155379000,-6317000,992000,-5325000,-105165000,-105165000,1548000,-103617000,138677000,0,74038000,0.37761,0.13624,0.09077,0.04401,0.03317,1.05382,2.99703,0.32703,0,0.4766,0.46987,5.25086,10.82857,0.50225,0.0392,0.04131,-3.04647,-4.00607
"18","2015_Q1",38.8873770491803,"Up",1142327000,-796734000,345593000,-277950000,-277950000,67643000,-1827000,-4146000,65816000,65816000,-27066000,38750000,38750000,38750000,38750000,523871000,242058000,281813000,55161000,55161000,311207000,104741000,75968000,994980000,806909000,366422000,52903000,52903000,1226234000,2221214000,331830000,137036000,194794000,331830000,195214000,195214000,195214000,527044000,97699000,1597439000,-967999.999999999,1694170000,1694170000,2221214000,38750000,40324000,26469000,6151000.00000001,111694000,-101344000,589939000,488595000,-624288000,-9178000,-633466000,-33177000,-33177000,-3925000,-37102000,107967000,1.16415321826935e-10,39840000,0.30253,0.05922,0.03392,0.02287,0.01745,1.02813,2.99846,0.31109,-5.42101086242752e-20,0.26306,0.25971,7.75482,11.50107,0.27046,0.02051,0.02109,-4.85214,-7.74464
"19","2015_Q2",38.6926984126984,"Down",686310000,-447799000,238511000,-178690000,-178690000,59821000,-344000,-344000,59477000,59477000,-21999000,37478000,37478000,37478000,37478000,341621000,191825000,149796000,59267000,59267000,349045000,103097000,103097000,853030000,836244000,175694000,80297000,80297000,1092235000,1945265000,362100000,172515000,189585000,362100000,196760000,196760000,196760000,558860000,14000,1384671000,1720000,1386405000,1386405000,1945265000,37478000,34477000,-1716000,-45754000,24485000,-38555000,315668000,277113000,-352517000,9000,-352508000,-50910000,-50910000,677000,-50233000,94298000,0,31988000,0.34753,0.08716,0.05461,0.02703,0.01927,0.85351,2.35579,0.4031,0,0.26013,0.25686,4.76354,9.62276,0.22202,0.02367,0.02021,-3.62278,-5.71072
"20","2015_Q3",32.1384375,"Down",811253000,-507995000,303258000,-198141000,-198141000,105117000,-523000,-523000,104594000,104594000,-37085000,67509000,67509000,67509000,67509000,251994000,145273000,106721000,72813000,72813000,362028000,105129000,105129000,791964000,868642000,157146000,86394000,86394000,1112182000,1904146000,368198000,156810000,211388000,368198000,199891000,199891000,199891000,568089000,13000,1333658000,2386000,1336057000,1336057000,1904146000,67509000,34426000,-5055000,-10764000,86116000,-67602000,57321000,-10281000,-123478000,898000,-122580000,-46745000,-46745000,192999.999999999,-46552000,139543000,0,98262000,0.37381,0.12957,0.08322,0.05053,0.03545,1.45554,2.15092,0.4252,0,0.4952,0.48902,5.95077,9.80036,0.72078,0.04395,0.06397,-1.80585,-2.39727
"21","2015_Q4",25.82859375,"Down",814470000,-530946000,283524000,-207059000,-207059000,76465000,-693000,-693000,75772000,75772000,-28629000,47143000,47143000,47143000,47143000,243196000,128191000,115005000,70803000,70803000,467097000,116969000,116969000,898065000,886810000,114600000,89290000,89290000,1090700000,1988765000,409070000,218251000,190819000,409070000,201712000,201712000,201712000,610782000,3883000,1380801000,-6701000,1377983000,1377983000,1988765000,47143000,34474000,-4828000,-56951000,19838000,-69748000,35742000,-34006000,882000,-1987000,-1105000,-15273000,-15273000,-1809000,-17082000,110939000,0,12869000,0.34811,0.09388,0.05788,0.03421,0.0237,0.27298,2.19538,0.44324,0,0.35128,0.34694,6.06898,10.26797,0.09589,0.02984,0.00815,-2.19216,-3.18049
"22","2016_Q1",26.437868852459,"Up",1133101000,-756492000,376609000,-264433000,-264433000,112176000,-1988000,-2931000,110188000,110188000,-37829000,72359000,72359000,72359000,72359000,326337000,265276000,61061000,75723000,75723000,330223000,102078000,102078000,834361000,863137000,36600000,99203000,99203000,998940000,1833301000,329231000,118035000,211196000,329231000,216843000,216843000,366843000,696074000,12000,1160666000,-23451000,1137227000,1137227000,1833301000,72359000,39345000,51212000,126259000,289175000,40955000,-300546000,-259591000,56209000,-9040000,197169000,226753000,226753000,-2168000,224585000,151521000,1.5e+08,356564000,0.33237,0.099,0.06386,0.06363,0.03947,4.92771,2.53427,0.61208,0.08182,0.54816,0.54434,8.58393,8.61519,2.70119,0.04811,0.23707,-1.16378,-1.57197
"23","2016_Q2",28.7253125,"Up",762577000,-500686000,261891000,-211408000,-211408000,50483000,-1577000,-1577000,48906000,48906000,-19344000,29562000,29562000,29562000,29562000,287708000,228144000,59564000,72165000,72165000,359865000,89793000,89793000,809531000,871504000,18710000,115149000,115149000,1005363000,1814894000,342361000,151983000,190378000,342361000,223480000,223480000,298480000,640841000,12000,1187906000,-13865000,1174053000,1174053000,1814894000,29562000,34844000,3433000,2268000,70107000,-31111000,19891000,-26545000,-8232000,-10436016.3803369,-83232000,-39670000,-39670000,2538000,-37132000,85327000,7.5e+07,75828000,0.34343,0.0662,0.03877,0.02518,0.01629,2.56505,2.36455,0.54584,0.04132,0.22532,0.22254,5.8122,8.94839,0.57795,0.02008,0.05149,-2.49286,-4.21346
"24","2016_Q3",32.76828125,"Up",890568000,-548057000,342511000,-224299000,-224299000,118212000,1071000,1071000,119283000,119283000,-42368000,76915000,76915000,76915000,76915000,302347000,243116000,59231000,95003000,95003000,367197000,94663000,94663000,859210000,878607000,2.6e+07,110279000,110279000,1014886000,1874096000,357177000,134825000,222352000,357177000,221901000,221901000,271901000,629078000,7124000,1264821000,-26927000,1245018000,1245018000,1874096000,76915000,33549000,11615000,-31216000,90863000,-43292000,-6069999.99999994,-49362000,429000.000000015,-6660586.84925105,-24571000,16930000,16930000,-1958000,14972000,151761000,5e+07,119621000,0.3846,0.13274,0.08637,0.06178,0.04104,1.55524,2.40556,0.50528,0.02668,0.60158,0.59612,6.96543,9.7377,0.9356,0.0507,0.07886,-1.66279,-2.1347
"25","2016_Q4",33.7219047619048,"Up",862491000,-562594000,299897000,-229592000,-229592000,70305000,854000,854000,71159000,71159000,-23804000,47355000,47355000,47355000,47355000,259530000,234886000,24644000,68896000,68896000,453826000,107767000,107767000,890019000,872309000,5605000,117258000,117258000,995172000,1885191000,405233000,199421000,205812000,405233000,232325000,232325000,232325000,637558000,12000,1285268000,-37647000,1247633000,1247633000,1885191000,47355000,32788000,-3302000,-8464000,68377000,-37666000,52239000,14573000,-33888000,-2049000,-85937000,-2987000,-2987000,-5243000,-8230000,103093000,0,80767000,0.34771,0.08151,0.0549,0.03796,0.02512,1.70556,2.19631,0.51101,0,0.38383,0.38295,6.99075,10.11244,0.65464,0.032,0.05457,-2.51744,-3.69149
"26","2017_Q1",25.9183870967742,"Down",929498000,-631895000,297603000,-183024000,-183024000,114579000,-3896000,-4839000,110683000,110683000,-40026000,70657000,70657000,70657000,70657000,359207000,248140000,111067000,54505000,54505000,338590000,129095000,129095000,881397000,867786000,44288000,109166000,109166000,1021240000,1902637000,352928000,119537000,233391000,352928000,236625000,236625000,236625000,589553000,12000,1347141000,-34069000,1313084000,1313084000,1902637000,64288000,34149000,9752000,77716000,185905000,-31645000,-141643000,-173288000,0,-3000,-2999.9999999702,12614000,12614000,640000,13254000,148728000,0,234825000,0.32018,0.12327,0.07602,0.05381,0.03714,3.32345,2.49738,0.44898,0,0.59628,0.5961,7.84415,11.08128,1.98172,0.04559,0.15153,-2.41519,-3.13502
"27","2017_Q2",20.5690476190476,"Down",762577000,-500686000,261891000,-211408000,-211408000,50483000,-1577000,-1577000,48906000,48906000,-19344000,29562000,29562000,29562000,29562000,287708000,228144000,59564000,72165000,72165000,359865000,89793000,89793000,809531000,871504000,18710000,115149000,115149000,1005363000,1814894000,342361000,151983000,190378000,342361000,223480000,223480000,298480000,640841000,12000,1187906000,-13865000,1174053000,1174053000,1814894000,29562000,34844000,3283000,2268000,69957000,-31111000,19891000,-26545000,-8232000,150000,-83082000,-39670000,-39670000,2538000,-37132000,85327000,7.5e+07,75828000,0.34343,0.0662,0.03877,0.02518,0.01629,2.56505,2.36455,0.54584,0.04132,0.25201,0.25141,6.50082,10.00857,0.64642,0.02008,0.05149,-2.49286,-4.21346
"28","2017_Q3",20.0996825396825,"Down",890568000,-548057000,342511000,-224299000,-224299000,118212000,1071000,1071000,119283000,119283000,-42368000,76915000,76915000,76915000,76915000,302347000,243116000,59231000,95003000,95003000,367197000,94663000,94663000,859210000,878607000,2.6e+07,110279000,110279000,1014886000,1874096000,357177000,134825000,222352000,357177000,221901000,221901000,271901000,629078000,7124000,1264821000,-26927000,1245018000,1245018000,1874096000,76915000,33549000,11715000,-31216000,90963000,-43292000,-6070000.00000001,-49362000,429000,-1e+05,-24671000,16930000,16930000,-1958000,14972000,151761000,5e+07,119621000,0.3846,0.13274,0.08637,0.06178,0.04104,1.55524,2.40556,0.50528,0.02668,0.65666,0.65526,7.60316,10.62925,1.02126,0.0507,0.07886,-1.66279,-2.1347
"29","2017_Q4",28.0247619047619,"Up",862491000,-562594000,299897000,-229592000,-229592000,70305000,854000,854000,71159000,71159000,-23804000,47355000,47355000,47355000,47355000,259530000,234886000,24644000,68896000,68896000,453826000,107767000,107767000,890019000,872309000,5605000,117258000,117258000,995172000,1885191000,405233000,199421000,205812000,405233000,232325000,232325000,232325000,637558000,12000,1285268000,-37647000,1247633000,1247633000,1885191000,47355000,32788000,-3585000,-8464000,68094000,-37666000,52239000,14573000,-33888000,-1766000,-85654000,-2987000,-2987000,-5243000,-8230000,103093000,0,80767000,0.34771,0.08151,0.0549,0.03796,0.02512,1.70556,2.19631,0.51101,0,0.40534,0.4034,7.38263,10.67932,0.69134,0.032,0.05457,-2.51744,-3.69149
"30","2018_Q1",35.0590163934426,"Up",1100378000,-829170000,271208000,-250316000,-250316000,20892000,1126000,-3753000,22018000,22018000,-67587000,-45569000,-45569000,-45569000,-45569000,447345000,282220000,165125000,76962000,76962000,351395000,103055000,103055000,978757000,813768000,58688000,101567000,101567000,974023000,1952780000,360214000,128246000,231968000,360214000,291663000,291663000,291663000,651877000,695000.000000001,1310859000,-10651000,1300903000,1300903000,1952780000,-45569000,27227000,26880000,65507000,74045000,28256000,-103627000,-60046000,-115353000,-466000,34181000,48180000,48180000,16290000,64470000,48119000,-3.72529029846191e-09,209469000,0.24647,0.01899,-0.04141,-0.03503,-0.02334,-4.59674,2.71715,0.5011,0,-0.47327,-0.46924,11.42821,13.5108,2.17548,-0.02861,0.13153,-9.29664,-21.41226
"31","2018_Q2",41.80515625,"Up",855688000,-575028000,280660000,-226764000,-226764000,53896000,80000,80000,53976000,53976000,-12716000,41260000,41260000,41260000,41260000,480080000,313713000,166367000,88936000,88936000,404617000,123505000,123505000,1097138000,819725000,35079000,99273000,99273000,954077000,2051215000,415091000,158870000,256221000,415091000,289709000,289709000,289709000,704800000,6445000,1358683000,-18713000,1346415000,1346415000,2051215000,41260000,30464000,343000,-17952000,54115000,-24634000,5163000,-19471000,5273000,-5047000,226000,34870000,34870000,-3377000,31493000,84360000,0,54490000,0.32799,0.06299,0.04822,0.03064,0.02011,1.32065,2.64313,0.52346,0,0.38031,0.37597,7.88718,12.41039,0.50225,0.02522,0.0333,-5.69085,-8.90753
"32","2018_Q3",44.9560317460317,"Up",992454000,-636610000,355844000,-238992000,-238992000,116852000,1746000,1746000,118598000,118598000,-25789000,92809000,92809000,92809000,92809000,603893000,405727000,198166000,90646000,90646000,375657000,131572000,131572000,1201768000,807084000,45514000,104169000,104169000,956767000,2158535000,429938000,149947000,279991000,429938000,284925000,284925000,284925000,714863000,18781000,1451492000,-26601000,1443672000,1443672000,2158535000,92809000,29694000,3593000,38591000,164687000,-31008000,-43957000,-74965000,7747000,-877000,6870000,96592000,96592000,-4578000,92014000,146546000,2.3283064365387e-10,179918000,0.35855,0.11774,0.09351,0.06429,0.043,1.93858,2.79521,0.49517,0,0.85278,0.8404,9.11919,13.26522,1.65318,0.05369,0.10408,-4.12084,-5.16802
