"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","goodwill","derivative_hedging_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",38.3667741935484,"Up",328861000,-50159000,278702000,-188409000,-93751000,-74227000,-20431000,90293000,-20881000,-21967000,1086000,69412000,69412000,-26228000,43184000,43184000,43184000,43184000,140815000,140815000,113949000,113949000,28137000,63850000,63850000,346751000,4620870000,6438525000,-1817655000,84495000,784737000,5476000,85905000,678629000,5490102000,5836853000,136273000,88119000,30393000,17761000,456473000,1.149e+09,2223797000,481331000,1062824000,679642000,3372797000,3829270000,749282000,1287898000,-29597000,2007583000,2007583000,5836853000,43184000,74227000,32243000,67481000,217135000,-292331000,-292331000,-292331000,-478000,-292809000,-29527000,3138000,24246000,-51428000,-51428000,-51428000,164520000,1469200000,-34102000,0.84748,0.27456,0.13131,0.02151,0.0074,-0.78969,0.75963,1.9074,0.25171,0.51887,0.51627,3.95139,24.12185,-0.40975,0.35478,0.01276,-0.00598,0.68375,8.07431,14.71194
"12","2013_Q1",41.3123333333333,"Up",313260000,-24700000,288560000,-181295000,-89540000,-71605000,-20150000,107265000,-19735000,-20792000,1057000,87530000,87530000,-38728000,48802000,48802000,48802000,48802000,74494000,74494000,115818000,115818000,28577000,76137000,76137000,295026000,4739803000,6615813000,-1876010000,86774000,813539000,5476000,27616000,769692000,5640116000,5935142000,138365000,87985000,30416000,19964000,559365000,1.149e+09,2240150000,516197000,1065757000,658196000,3389150000,3948515000,752831000,1306284000,-72488000,1986627000,1986627000,5935142000,48802000,71605000,4069999.99999999,-39222000,85255000,-225346000,-225346000,-225346000,1713000,-223633000,-30394000,3162000,72057000,-66321000,-66321000,-66321000,178870000,1.57e+09,-46970000,0.92115,0.34242,0.15579,0.02457,0.00822,-0.96246,0.52743,1.98755,0.26453,0.58581,0.58175,3.7603,23.84702,-0.56382,0.36484,0.01366,-0.0081,0.6228,8.36085,13.94216
"13","2013_Q2",45.13,"Up",452854000,-121919000,330935000,-199727000,-107732000,-72331000,-19664000,131208000,-19715000,-21130000,1415000,111493000,111493000,-43549000,67944000,67944000,67944000,67944000,61017000,61017000,143567000,143567000,29946000,96242000,96242000,330772000,4856189000,6791637000,-1935448000,90513000,830723000,5476000,37135000,7.69e+08,5777425000,6108197000,110187000,94909000,30188823.5612011,15278000,598187000,1.149e+09,2329086000,514116000,1126551000,688419000,3478086000,4076273000,757089000,1343765000,-68930000,2031924000,2031924000,6108197000,67944000,72331000,53228000,-47543000,145960000,-162981000,-162981000,-162981000,-3533000,-166514000,-60879000,956000,7077000,-13477000,-13477000,-13477000,203539000,1.637e+09,36564000,0.73078,0.28974,0.15004,0.03344,0.01112,0.53815,0.55296,2.00611,0.268,0.81477,0.8088,5.43054,24.36644,0.43847,0.73005,0.02148,0.0061,0.89602,7.7429,12.01133
"14","2013_Q3",48.5725,"Up",597826000,-209816000,388010000,-225017000,-122303000,-80030000,-22684000,162993000,-22087000,-23173000,1086000,140906000,140906000,-55186000,85720000,85720000,85720000,85720000,112413000,112413000,203099000,203099000,31538000,94216000,94216000,441266000,4946645000,6954180000,-2007535000,92746000,794032000,5476000,6471000,747844000,5833423000,6274689000,143820000,95095000,30486000,18239000,143820000,1.649e+09,2396466000,500946000,1179594000,715926000,4045466000,4189286000,760137000,1398999000,-73733000,2085403000,2085403000,6274689000,85720000,80030000,95943000,-40798000,220895000,-176756000,-176756000,-176756000,88000,-176668000,7.45058059692383e-09,-246000,7169000.00000001,51396000,51396000,51396000,243023000,1.649e+09,80655000,0.64904,0.27264,0.14339,0.0411,0.01366,0.94091,3.06818,2.00886,0.2628,1.02662,1.01746,7.15982,24.97568,0.96596,-1.11022302462516e-16,0.01398,0.01316,-1.11022302462516e-16,6.3228,9.42732
"15","2013_Q4",52.17234375,"Up",440008000,-95165000,344843000,-217842000,-108498000,-88142000,-21202000,127001000,-22818000,-23983000,1165000,104183000,104183000,-45688000,58495000,58495000,58495000,58495000,134582000,134582000,165047000,165047000,31641000,60542000,60542000,391812000,5014032000,7102369000,-2088337000,93749000,844347000,5476000,65170000,758553000,5952128000,6343940000,121198000,77466000,31346000,12386000,121198000,1.649e+09,2432675000,511516000,1237727000,683432000,4081675000,4202873000,769626000,1426148000,-54707000,2141067000,2141067000,6343940000,58495000,88142000,31487000,42254000,220378000,-173662000,-173662000,-173662000,-440000,-174102000,-30485000,6378000,-24107000,22169000,22169000,22169000,215143000,1.649e+09,129423000,0.78372,0.28863,0.13294,0.02732,0.00922,2.21255,3.23283,1.96298,0.25993,0.70005,0.69249,5.2659,25.62374,1.5489,0.36484,0.0143,0.0208,0.52116,7.03912,11.92446
"16","2014_Q1",55.2408196721311,"Up",338863000,-33532000,305331000,-208695000,-103557000,-86257000,-18881000,96636000,-20459000,-21490000,1031000,76177000,76177000,-28335000,47842000,47842000,47842000,47842000,64858000,64858000,133182000,133182000,29904000,77482000,77482000,305426000,5151726000,7313203000,-2161477000,96308000,664887000,5476000,48989000,531063000,5912921000,6218347000,149484000,105283000,31373000,12828000,149484000,1.649e+09,2222916000,158014000,1347007000,717895000,3871916000,4021400000,771346000,1442617000,-17016000,2196947000,2196947000,6218347000,47842000,86257000,-2189000.00000001,19429000,151339000,-190062000,-190062000,-190062000,1363000,-188699000,-31346000,-1018000,-32364000,-69724000,-69724000,-69724000,182893000,1.649e+09,40595000,0.90105,0.28518,0.14118,0.02178,0.00769,0.84852,2.0432,1.83045,0.26518,0.57207,0.56525,4.05194,26.26988,0.48541,0.37482,0.01305,0.00669,0.6552,8.66158,16.39288
"17","2014_Q2",55.9534920634921,"Up",550072000,-167605000,382467000,-221886000,-107846000,-93114000,-20926000,160581000,-22904000,-23132000,228000,137677000,137677000,-55425000,82252000,82252000,82252000,82252000,23880000,23880000,164074000,164074000,27364000,126025000,126025000,341343000,5225679000,7468200000,-2242521000,99433000,598529000,5476000,53678000,516248000,5923641000,6264984000,161902000,121615000,31403000,8884000,161902000,1.649e+09,2194711000,139664000,1318577000,736470000,3843711000,4005613000,779312000,1493466000,-13407000,2259371000,2259371000,6264984000,82252000,93114000,50287000,-48959000,176694000,-194920000,-194920000,-194920000,3615000,-191305000,-31373000,5006000,-26367000,-40978000,-40978000,-40978000,253695000,1.649e+09,65241000,0.6953,0.29193,0.14953,0.0364,0.01313,0.79318,2.10833,1.77289,0.26321,0.98261,0.97157,6.57134,26.9912,0.77939,0.37479,0.01862,0.01069,0.38143,6.4058,10.12025
"18","2014_Q3",55.88328125,"Down",756242000,-322773000,433469000,-253395000,-137716000,-89975000,-25704000,180074000,-18768000,-23892000,5124000,161306000,161306000,-66095000,95211000,95211000,95211000,95211000,150864000,150864000,267512000,267512000,25551000,138281000,138281000,582208000,5363882000,7689518000,-2325636000,85825000,535280000,5476000,25777000,464377000,5984987000,6567195000,209305000,153147000,31493000,24665000,209305000,1.649e+09,2385761000,145085000,1352731000,887945000,4034761000,4244066000,787403000,1557184000,-21458000,2323129000,2323129000,6567195000,95211000,89975000,90768000,50588000,326542000,-172473000,-172473000,-172473000,1312000,-171161000,-31403000,3006000,-28397000,126984000,126984000,126984000,270049000,1.649e+09,214259000,0.57319,0.23812,0.1259,0.04098,0.0145,2.25036,2.78162,1.82687,0.2511,1.13543,1.12123,9.0185,27.70429,2.55513,0.37449,0.01991,0.0337,0.32983,5.54765,8.31956
"19","2014_Q4",52.93265625,"Down",440144000,-86627000,353517000,-226503000,-107232000,-96787000,-22484000,127014000,-21387000,-22882000,1495000,105627000,105627000,-41107000,64520000,64520000,64520000,64520000,102653000,102653000,202437000,202437000,25620000,71637000,71637000,402347000,5537586000,7951544000,-2413958000,87855000,560670000,5476000,28779000,479262000,6186111000,6588458000,210535000,145357000,32373000,32805000,210535000,1.649e+09,2358284000,152174000,1409997000,796113000,4007284000,4217819000,795010000,1589331000,-13702000,2370639000,2370639000,6588458000,64520000,96787000,46111000,14915000,222333000,-242034000,-242034000,-242034000,-231000,-242265000,-31493000,3214000,-28279000,-48211000,-48211000,-48211000,223801000,1.649e+09,37789000,0.80318,0.28857,0.14659,0.02722,0.00979,0.58569,1.91107,1.77919,0.25029,0.76783,0.75815,5.23799,28.21211,0.44971,0.37479,0.01505,0.00592000000000001,0.48811,6.90947,12.17462
"20","2015_Q1",49.5501639344262,"Down",366623000,-106755000,259868000,-157864000,156260000,-103905000,-210219000,102004000,-17587000,-20201000,2614000,84417000,84417000,-26987000,57430000,57430000,57430000,57430000,36886000,36886000,149735000,149735000,27817000,83149000,83149000,297587000,5743091000,8245791000,-2502700000,86788000,600574000,5476000,72606000,482169000,6430453000,6728040000,202819000,136674000,32400000,33745000,288419000,1637443000,2389591000,134202000,1456283000,799106000,4027034000,4315453000,800301000,1614361000,-2075000,2412587000,2412587000,6728040000,57430000,103905000,487000.000000007,21999000,183821000,-304990000,-304990000,-304990000,1286000,-303704000,-32373000,888999.999999999,54116000,-65767000,-65767000,-65767000,205909000,1723043000,-50095000,0.70882,0.27823,0.15665,0.0238,0.00854,-0.87228,1.03179,1.78872,0.2561,0.68264,0.6746,4.35788,28.67735,-0.59546,0.3848,0.01376,-0.00768,0.56369,8.18885,16.5303
"21","2015_Q2",49.0146031746032,"Down",523909000,-127091000,396818000,-236258000,-112582000,-102747000,-20929000,160560000,-20660000,-21843000,1183000,139900000,139900000,-55160000,84740000,84740000,84740000,84740000,43924000,43924000,166887000,166887000,28425000,150950000,150950000,390186000,5853731000,8452022000,-2598291000,87468000,813709000,5476000,293314000,478498000,6754908000,7145094000,194258000,125822000,32442000,35994000,367158000,1.649e+09,2513705000,126108000,1580626000,806971000,4162705000,4529863000,813997000,1666659000,134575000,2615231000,2615231000,7145094000,84740000,102747000,29628000,-28036000,189079000,-244927000,-244927000,-244927000,-1229000,-246156000,-32400000,9215000,64115000,7038000,7038000,7038000,263307000,1821900000,45504000,0.75742,0.30647,0.16175,0.0324,0.01186,0.53698,1.06272,1.73211,0.25499,1.00631,0.99555,6.22156,31.05656,0.54037,0.38476,0.01685,0.00655,0.38235,6.75248,11.07359
"22","2015_Q3",42.21125,"Down",596127000,-229564000,366563000,-201882000,121000,-82686000,-119317000,164681000,-22528000,-23916000,1388000,142153000,21805000,-5135999.99999999,16669000,16669000,16669000,16669000,69441000,69441000,207673000,207673000,31658000,131466000,131466000,440238000,5896506000,8691487000,-2794981000,88246000,802956000,5476000,301884000,456336000,6787708000,7227946000,245574000,168290000,32488000,44796000,403074000,1.649e+09,2562511000,137204000,1563368000,861939000,4211511000,4614585000,821720000,1650840000,140801000,2613361000,2613361000,7227946000,16669000,82686000,118834000,100234000,318423000,-248414000,-248414000,-248414000,-33000.0000000005,-248447000,-32442000,3383000,-44459000,25517000,25517000,25517000,247367000,1806500000,104323000,0.61491,0.27625,0.02796,0.00638,0.00231,6.2585,1.0922,1.76577,0.24993,0.1977,0.19557,7.07013,30.99473,1.23728,0.38477,0.00703,0.01494,1.94625,7.02219,10.54802
"23","2015_Q4",37.39765625,"Down",339815000,-47310000,292505000,-193007000,-44263000,-79865000,-68879000,99498000,-20825000,-22892000,2067000,78673000,-510039000,216906000,-293133000,-293133000,-293133000,-293133000,310031000,310031000,135427000,135427000,31339000,78784000,78784000,555581000,5481728000,8937174000,-3455446000,89027000,763332000,5476000,242320000,476153000,6334087000,6889668000,216122000,137892000,33388000,44842000,216122000,2.099e+09,2317226000,144136000,1328719000,844371000,4416226000,4632348000,830792000,1324318000,102210000,2257320000,2257320000,6889668000,-293133000,79865000,381022000,37380000,205134000,-225624000,-225624000,-225624000,197000,-225427000,-32488000,5209000,260883000,240590000,240590000,240590000,179363000,2.099e+09,-225787000,0.86078,0.2928,-0.86263,-0.12986,-0.04255,0.77025,2.57068,2.05215,0.30466,-3.47094,-3.43405,4.02369,26.72852,-2.6735,0.38468,-0.03906,-0.03383,-0.11083,9.97401,17.97995
"24","2016_Q1",36.5981967213115,"Down",301062000,-28749000,272313000,-181848000,-46525000,-70860000,-64463000,90465000,-23497000,-26898000,3401000,66968000,-350229000,162526000,-187703000,-187703000,-187703000,-187703000,113596000,113596000,105004000,105004000,30414000,92535000,92535000,341549000,5331895000,9261323000,-3929428000,92990000,798505000,5476000,270363000,522666000,6223390000,6564939000,270581000,180388000,33415000,56778000,270581000,2084009000,2174102000,202807000,1137962000,833333000,4258111000,4528692000,828868000,1103200000,104179000,2036247000,2036247000,6564939000,-187703000,70860000,238201000,19586000,140944000,-299214000,-299214000,-299214000,-5546000,-304760000,-33389000,1797000,-32619000.0000001,-196435000,-196435000,-196435000,161325000,2084009000,-280829000,0.90451,0.30049,-0.62347,-0.09218,-0.02859,1.49613,1.26228,2.22404,0.31745,-2.21943,-2.29358,3.55981,24.07695,-3.32057,0.3948,-0.02452,-0.04462,-0.17788,12.21393,21.78094
"25","2016_Q2",43.220625,"Up",375195000,-61636000,313559000,-184032000,-47549000,-70551000,-65932000,129527000,-27535000,-29953000,2418000,101992000,-333459000,144350000,-189109000,-189109000,-189109000,-189109000,36329000,36329000,211112000,211112000,32389000,115874000,115874000,395704000,4882783000,9311376000,-4428593000,108209000,803636000,5476000,277409000,520751000,5794628000,6190332000,205465000,126917000,33472000,45076000,236865000,2084562000,2047611000,205431000,999399000,842781000,4132173000,4369038000,833606000,880619000,107069000,1821294000,1821294000,6190332000,-189109000,70551000,304629000,-71998000,114073000,-186437000,-186437000,-186437000,-15756000,-191619000,-33415000,2294000,279000,-77267000,-77267000,-77267000,200078000,2115962000,-202707000,0.83572,0.34523,-0.50403,-0.10383,-0.03055,1.07191,1.67059,2.39886,0.34182,-2.23398,-2.23398,4.43224,21.51527,-2.39461,0.39474,-0.02601,-0.03387,-0.1767,10.39411,16.05559
"26","2016_Q3",45.60796875,"Up",449132000,-103164000,345968000,-185525000,-57309000,-63947000,-64269000,160443000,-26717000,-29953000,3236000,133726000,-263717000,116030000,-147687000,-147687000,-147687000,-147687000,93700000,93700000,137718000,137718000,33430000,101817000,101817000,366665000,4572175000,9451538000,-4879363000,104273000,757911000,5476000,253716000,498719000,5434359000,5801024000,186804000,111054000,33533000,42217000,186804000,2085123000,1896197000,216852000,844916000,834429000,3981320000,4168124000,840894000,699399000,92607000,1632900000,1632900000,5801024000,-147687000,63947000,275304000,7126000,198690000,-172544000,-172544000,-172544000,-2493000,-80673000,-33472000,4226000,-60646000,57371000,57371000,57371000,224390000,2085123000,-57058000,0.7703,0.35723,-0.32883,-0.09044,-0.02546,0.38634,1.96283,2.55259,0.35944,-1.74147,-1.74147,5.29599,19.25451,-0.67281,0.39469,-0.02034,-0.01016,-0.22664,8.87483,12.41203
