"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",54.9961290322581,"Up",1945888000,-1327373000,618515000,-279402000,-197912000,-80100000,339113000,-66611000,-70494000,3064000,819000,272502000,271210000,-98647000,172563000,172550000,-27829000,144721000,144721000,388030000,382194000,5836000,1248050000,1248050000,78322000,611272000,356844000,254428000,2325674000,1654657000,13249000,6830532000,177542000,5324960000,1299325000,8498438000,10824112000,802119000,272627000,529492000,117821000,117821000,416897000,416897000,1336837000,5620716000,646154000,484918000,161236000,6266870000,7603707000,543886000,3575996000,-18283000,2537421000,682984000,3220405000,10824112000,172550000,80586000,47324000,10513000,24157000,12654000,66174000,1945000,245000,-26378000,90362000,366634000,-129717000,-129717000,-128441000,2416000,2798000,-382000,-72245000,95000,-72340000,0,-199546000,1207208000,1207208000,-8567493000,9774701000,3550000,-1269248000,-58490000,108598000,108598000,108749000,419699000,5738537000,454803000,0.31786,0.17427,0.07437,0.04494,0.01337,3.14262,1.73968,2.3611,0.53016,0.7618,0.74875,10.24295,13.35672,2.39403,3,0.01507,0.04735,12.74844,15.77795
"12","2013_Q1",57.9756666666667,"Up",2477853000,-1707459000,770394000,-383856000,-273773000,-109278000,386538000,-86868000,-95970000,8063000,1039000,299670000,282162000,-97902000,184260000,183800000,-27961000,155839000,155839000,540886000,533748000,7138000,1424303000,1424303000,78126000,843735000,376492000,467243000,2887050000,1872370000,59341000,11195872000,2128118000,8952750000,79854000.0000002,13127583000,16014633000,1220018000,414143000,805875000,233042000,233042000,563365000,563365000,2016425000,8326534000,1174057000,715657000,458400000,9500591000,11517016000,1208935000,3731835000,-15297000,3763137000,734480000,4497617000,16014633000,183800000,109540000,78208000,10527000,45139000,22542000,-171313000,3676000,2094000,59078000,-236161000,200235000,-170751000,-170751000,-171197000,-73999.9999999991,2570000,-2644000,-3874874000,1441000,-3874963000,6000,-4045693000,2792039000,2792039000,-13464031000,16256070000,-1748000,1207550000,3997841000,152383000,152383000,151554000,496078000,8559576000,251916000,0.31091,0.156,0.06289,0.03465,0.00973,1.61651,1.43177,2.56069,0.53448,0.77038,0.75276,12.24908,18.60278,1.24533,3,0.01095,0.0177,16.16417,20.74489
"13","2013_Q2",62.44,"Up",2829582000,-1960891000,868691000,-411197000,-284410000,-125909000,457494000,-95852000,-105817000,9367000,598000,361642000,61642000,-15144000,46498000,59734000,-29570000,30164000,30164000,706813000,699671000,7142000,1516642000,1516642000,76582000,891131000,441828000,449303000,3191168000,1915453000,63451000,11243405000,2104044000,9015035000,86806000,13222309000,16413477000,1531758000,330247000,1163528000,228219000,228219000,565262000,565262000,2325239000,8277259000,1248554000,737521000,511033000,9525813000,11851052000,1208450000,3761999000,-16741000,3799442000,762983000,4562425000,16413477000,59734000,125756000,193219000,16021000,-111331000,288529000,498000,-92339000,2162000,-83896000,174571000,379207000,-116861000,-116861000,-116724000,-125000,1091000,-1216000,-29141000,62357000,-91498000,116000,-146011000,-63687000,-63687000,-16861197000,16797510000,5833000,-9538000,-67392000,165804000,165804000,165923000,583250000,8505478000,482031000,0.307,0.16168,0.01066,0.00661,0.00184,15.98034,1.3724,2.59753,0.5182,0.14435,0.14087,13.54068,18.18185,2.30671,4,0.00211,0.03367,13.37105,17.04649
"14","2013_Q3",57.28984375,"Down",2871673000,-2014320000,857353000,-399959000,-268110000,-130589000,457394000,-101821000,-108096000,7649000,-1374000,355573000,412550000,-129192000,283358000,283358000,-28982000,254376000,254376000,624698000,617904000,6794000,1445099000,1445099000,77997000,984040000,502082000,481958000,3131834000,1990963000,65765000,11266947000,2076933000,9056589000,97895000,13323675000,16455509000,1447292000,320066000,1127226000,242324000,242324000,525272000,525272000,2214888000,8234290000,1123548000,751446000,372102000,9357838000,11572726000,1244828000,4016375000,-3334000,4124881000,757902000,4882783000,16455509000,283358000,130626000,-24456000,16245000,9291999.99999997,-49993000,-82709000,74510000,-1238000,-10998000,-144983000,306819000,-141542000,-141542000,-141672000,-1726000,1376000,-3102000,-58608000,2005999.99999999,-60614000.0000005,1.45519152283669e-11,-201876000,-186962000,-186962000,-16835019000,16648057000,2986000,-2380999.99999976,-186357000,-81414000,-81414000,-81767000,588020000,8476614000,492961000,0.29856,0.15928,0.08858,0.0521,0.01546,1.93792000000001,1.41399,2.37011,0.51512,1.21246,1.18395,13.68755,19.66085,2.34965,5,0.01756,0.03404,13.35314,17.16664
"15","2013_Q4",58.681875,"Up",2999586000,-2095334000,904252000,-439401000,-305138000,-132765000,464851000,-97085000,-108421000,9223000,2113000,367766000,270766000,-100930000,169836000,169836000,-33208000,136628000,136628000,977490000,970694000,6796000,1404050000,1404050000,84899000,914969000,462489000,452480000,3381408000,2048235000,72568000,11325108000,2059568000,9144242000,79833000,13445911000,16827319000,1711516000,358402000,1353114000,259770000,259770000,481840000,481840000,2453126000,8181434000,1134096000,769713000,364383000,9315530000,11768656000,1120489000,3151711000,-4214000,4267986000,790677000,5058663000,16827319000,169836000,133005000,179266000,14829000,49954000,114483000,251021000,38685000,-6418000,23313000,195441000,733128000,-141177000,-141177000,-141131000,-3346000,0,-3346000,-84771000,-2081000,-82690000,95000,-229199000,-132923000,-132923000,-16629239000,16496316000,3613000,-21164000,-150474000,353455000,353455000,352790000,597856000,8441204000,808630000,0.30146,0.15497,0.04555,0.02701,0.00812,5.91848,1.37841,2.32644,0.50164,0.64936,0.63573,14.25621,20.28457,3.8432,5,0.00934,0.05526,12.48413,16.05614
"16","2014_Q1",66.4360655737705,"Up",3063209000,-2127832000,935377000,-459517000,-318827000,-139474000,475860000,-95840000,-107609000,8319000,3450000,380020000,380020000,-135747000,244273000,244273000,-31995000,212278000,212278000,953050000,946249000,6801000,1485163000,1485163000,88805000,945260000,419756000,525504000,3472278000,2189411000,79557000,11357631000,2024373000,9212974000,79598000,13626599000,17098877000,1722930000,435465000,1287465000,274697000,274697000,464422000,464422000,2462049000,8141231000,1192756000,812419000,380337000,9333987000,11796036000,1071135000,3363989000,-2645000,4432479000,870362000,5302841000,17098877000,244273000,138732000,65811000,12903000,26705000,26203000,-94628999.9999999,-80496000,-3477000,88247000,-98902999.9999999,354187000,-220408000,-220408000,-218070000,-2753000,3067000,-5820000,-76920999.9999999,-23999.9999999981,-75592000,286000,-299796000,-53716000,-53716000,-16397930000,16344214000,3991000,-29043000,-78768000,-24377000,-24377000,-24445000,614592000,8415928000,435302000,0.30536,0.15535,0.0693,0.04003,0.01241,2.05062,1.41032,2.22447,0.49219,1.00806,0.9866,14.54645,21.04879,2.06715,5,0.01424,0.02919,12.14282,15.68293
"17","2014_Q2",69.5390476190476,"Up",3042776000,-2179772000,863004000,-429151000,-284061000,-142579000,433853000,-97265000,-106335000,7372000,1698000,336588000,336588000,-124851000,211737000,211737000,-28448000,183289000,183289000,1116149000,1108069000,8080000,1539728000,1539728000,101173000,950183000,406538000,543645000,3707233000,2224439000,81033000,11385637000,2025822000,9242179000,76909000,13691109000,17398342000,1787389000,392907000,1311428000,292220000,292220000,486565000,486565000,2566174000,8071622000,1230130000,822842000,407288000,9301752000,11867926000,1113928000,3547278000,-1639000,4659567000,870849000,5530416000,17398342000,211737000,142565000,36777000,15074000,8902000,12801000,28028000,-54565000,-12280000,-42558000,137431000,419107000,-126573000,-126573000,-126562000,-1565000,2770000,-4335000,-67801000,56000,-67857000,146000,-195793000,-65150000,-65150000,-16244613000,16179463000,3450000,-425000,-62125000,161189000,161189000,161820000,576418000,8363842000,602724000,0.28362,0.14258,0.06024,0.03314,0.01053,3.28838,1.44465,2.14594,0.48073,0.86713,0.84809,14.39514,22.04405,2.85144,6,0.01212,0.03985,12.57368,16.70541
"18","2014_Q3",73.21546875,"Up",3172489000,-2246538000,925951000,-447751000,-298636000,-145907000,478200000,-98344000,-106132000,6095000,1693000,379856000,282308000,-100887000,181421000,181421000,-33738000,147683000,147683000,1484808000,1420973000,63835000,1550252000,1550252000,99650000,1026537000,406326000,620211000,4161247000,2290844000,87614000,11385866000,2022875000,9254043000,66106000,13764324000,17925571000,1733919000,405751000,1328168000,408987000,408987000,465242000,465242000,2608148000,8390578000,1209778000,823745000,386033000,9600356000,12208504000,1090144000,3694961000,666000,4785771000,931296000,5717067000,17925571000,181421000,145905000,141286000,14625000,4923999.99999999,121737000,-206221000,-10514000,1549000,-3464000.00000001,-193792000,262391000,-152030000,-152030000,-152031000,-60047000,63068000,-123115000,-35176000,159000,-30585000,191000,-247062000,413586000,413586000,-16543694000,16957280000,3824000,-118637000,298773000,314102000,314102000,312904000,624105000,8799565000,366741000,0.29187,0.15073,0.04655,0.02583,0.00824,2.4833,1.59548,2.13545,0.49089,0.69577,0.68144,14.94631,22.54685,1.7278,5,0.00939,0.02332,11.72039,15.29644
"19","2014_Q4",75.29390625,"Up",3251824000,-2326534000,925290000,-475979000,-322822000,-149196000,449311000,-95899000,-99878000,5225000,-1246000,353412000,336412000,-116628000,219784000,219784000,-35662000,184122000,184122000,1669157000,1527035000,142122000,1468563000,1468563000,114677000,926038000,407071000,518967000,4178435000,2359203000,87307000,11476471000,1997772000,9344641000,67330000,13922981000,18101416000,1972903000,442183000,1481988000,121530000,121530000,503198000,503198000,2597631000,8380903000,1212664000,844189000,368475000,9593567000,12191198000,1107583000,3879083000,-11624000,4975042000,935176000,5910218000,18101416000,219784000,148865000,28114000,14624000,-15993000,29483000,451137000,81689000,-14467000,48354000,335561000,847900000,-164954000,-164954000,-164914000,-79470000,-36736000,-42734000,-144003000,3405000,-119675000,97000,-388330000,-317128000,-317128000,-13799677000,13482549000,7250000,-45779000,-355657000,103913000,103913000,106062000,598176000,8502433000,1000987000,0.28454,0.13817,0.05662,0.03115,0.01017,5.43654,1.60856,2.06273,0.46971,0.86598,0.84756,15.29426,23.39905,4.70793,6,0.01178,0.06406,11.42352,15.20834
"20","2015_Q1",76.7406557377049,"Up",3328017000,-2366461000,961556000,-514013000,-355987000,-153253000,447543000,-93178000,-97949000,4542000,229000,354365000,354365000,-103977000,250388000,250388000,-42368000,208020000,208020000,1302640000,965241000,337399000,1525849000,1525849000,136084000,671597000,83839000,587758000,3636170000,2469099000,89389000,11422774000,1864842000,9415295000,7.7e+07,13981262000,17617432000,1458274000,445453000,1012821000,120154000,120154000,510223000,510223000,2088651000,8298624000,1039881000,650075000,389806000,9338505000,11427156000,1108427000,4087103000,-25017000,5170513000,1019763000,6190276000,17617432000,250388000,153600000,239316000,12420000,213122000,13774000,-713295000,-57286000,-21200000,-5287999.99999999,-629521000,-69990999.9999999,-198791000,-198791000,-197823000,-196439000,114445000,-310884000,-51705000,5171000,-53977000,391000,-446544000,-39287000,-39287000,-13458503000,13419216000,4976000,-11659000,-45969999.9999999,-562505000,-562505000,-561794000,601143000,8418778000,-206966000,0.28893,0.13448,0.06251,0.0336,0.01181,-0.99493,1.74092,1.84598,0.47787,0.97682,0.95582,15.62773,24.27974,-0.971869999999999,4,0.01329,-0.01323,11.83768,15.90046
"21","2015_Q2",82.124126984127,"Up",3287965000,-2362612000,925353000,-497417000,-341801000,-153789000,427936000,-95017000,-97392000,2908000,-533000,332919000,-162081000,85933000,-76148000,-76148000,-34469000,-110617000,-110617000,1433636000,1011271000,422365000,1675182000,1675182000,145740000,1046237000,436359000,609878000,4300795000,2500596000,91441000,11473831000,1904176000,9431390000,68248000,14065868000,18366663000,1980029000,423986000,1532913000,118076000,118076000,581411000,581411000,2679516000,8380153000,1287888000,880820000,407068000,9668041000,12347557000,1112612000,3976486000,-47625000,4971410000,1047696000,6019106000,18366663000,-76148000,153789000,316008000,12762000,-203940000,507186000,16440000,-151743000,-9193000,-10933000,188309000,410089000,-121421000,-121421000,-121421000,-85355000,206867000,-292222000,-45511000,2565000,-40650000,436735.496775343,-252287000,-28436000,-28436000,-13382203000,13353767000,-64415000,-18017000,-110868000,46934000,46934000,46030000,581725000,8498229000,390811000,0.28144,0.13015,-0.03364,-0.01838,-0.00602,-3.53301,1.60506,2.05139,0.4627,-0.51839,-0.51839,15.40844,23.2976,1.83146,6,-0.007,0.02473,12.14421,16.50853
