"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","deferred_tax_liabilities_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",43.0129032258065,"Up",1680354000,-1482472000,-1053304000,-77032000,-352136000,197882000,-45207000,-45207000,152675000,123505000,-42132000,81373000,81373000,-9556000,71817000,71817000,25652000,25652000,1042535000,1042535000,97013000,323224000,93022000,1488424000,3316076000,5240909000,-1924833000,2976566000,2594740000,381826000,6292642000,7781066000,810963000,810963000,2499000,2499000,24886000,6774000.00000001,838348000,3440962000,604227000,195692000,408535000,4045189000,4883537000,2608782000,288747000,2897529000,7781066000,81373000,78938000,33418000,-31585000,162144000,-110953000,-124569000,-4846000,-26143000,-5496000,-8379000,-44864000,-7289000,-7289000,-7289000,276820000,3443461000,176414000,0.11776,0.04274,0.02479,0.00923,2.45644,1.77543,1.68541,0.44254,0.74177,0.73573,17.35562,26.94494,1.8221,0.05005,0.01104,0.0254,0.06748,12.34668,17.27196
"12","2013_Q1",55.1385,"Up",1764927000,-1484702000,-1104541000,-80619000,-299542000,280225000,-41113000,-41113000,239112000,233396000,-85736000,147660000,147660000,-12199000,135461000,135461000,23471000,23471000,1067197000,1067197000,9.9e+07,217828000,87936000,1407496000,3382235000,5368345000,-1986110000,3411112000,3036765000,374347000,6793347000,8200843000,567282000,247033000,2589000,2589000,324187000,1062000,894058000,3727431000,580078000,184723000,395355000,4307509000,5201567000,2712369000,286907000,2999276000,8200843000,147660000,81049000,-3770999.99999999,55327000,280265000,-392000,-503147000,-43876000,285682000,-7871000,-13234000,220701000,-2181000,-2181000,-2181000,361274000,3730020000,501945000,0.15877,0.07675,0.04516,0.01652,3.70546,1.57428,1.73427,0.45483,1.3939,1.38634,18.16124,27.91049,5.16505,0.45149,0.02454,0.06867,0.3239,10.25966,13.22705
"13","2013_Q2",63.72703125,"Up",1831632000,-1587710000,-1131603000,-79812000,-376295000,243922000,-39938000,-39938000,203984000,203984000,-74049000,129935000,129935000,-10151000,119784000,119784000,17395000,17395000,1149402000,1149402000,98974000,235580000,94147000,1501351000,3395786000,5447227000,-2051441000,3419371000,3041326000,378045000,6815157000,8316508000,886434000,886434000,1712000,1712000,75923000,75087000,964069000,3668762000,562298000,182575000,379723000,4231060000,5195129000,2834907000,286472000,3121379000,8316508000,129935000,79923000,14285000,-36380000,187763000,-105674000,-105674000,-4870000,-60426000,-12795000,-10074000,-88165000,-6076000,-6076000,-6076000,323845000,3670474000,255840000,0.13317,0.0654,0.03838,0.0144,2.13584,1.55731,1.66437,0.44135,1.2259,1.21521,18.7454,29.01318,2.61833,0.04984,0.01695,0.03479,0.04066,11.28033,14.97642
"14","2013_Q3",67.33328125,"Up",1834975000,-1530921000,-1123760000,-81682000,-325479000,304054000,-38236000,-38236000,265818000,265818000,-98015000,167803000,167803000,-15962000,151841000,151841000,12558000,12558000,1149477000,1149477000,100324000,221621000,86733000,1483980000,3403405000,5519819000,-2116414000,3429868000,3041346000,388522000,6833273000,8317253000,958952000,958952000,73579000,73579000,16619000,16619000,1049150000,3473106000,517766000,206818000,310948000,3990872000,5040022000,2991457000,285774000,3277231000,8317253000,167803000,81754000,12102000,-43420000,218239000,-69658000,-70977999.9999999,-4925000,-124670000,-5843000,-16660000,-152098000,-4837000,-4837000,-4837000,385808000,3546685000,370745000,0.1657,0.08275,0.04633,0.01826,2.44167,1.41446,1.53789,0.42643,1.54888,1.53049,18.71793,30.5148,3.78184,0.05024,0.02135,0.0505,0.03244,9.16033,11.62335
"15","2013_Q4",77.16625,"Up",1816369000,-1591483000,-1134111000,-86971000,-370401000,224886000,-32314000,-32314000,192572000,192572000,-69473000,123099000,123099000,-8512000,114587000,114587000,12122000,12122000,1166514000,1166514000,101249000,223395000,90771000,1503280000,3424901000,5610076000,-2185175000,3423562000,3039169000,62619000,6848463000,8351743000,926768000,926768000,88292000,88292000,9256999.99999999,9257000.00000001,1024317000,3411635000,535240000,215026000,320214000,3946875000,4971192000,3110778000,269773000,3380551000,8351743000,123099000,86971000,6521000,-30861000,185730000,-109654000,-109654000,-4911000,-47635000,548000,-24514000,-76512000,-436000,-436000,-436000,311857000,3499927000,240815000,0.12381,0.06309,0.0339,0.01372,2.10159,1.46759,1.47053,0.41907,1.16746,1.15062,18.50586,31.6938,2.45352,0.05004,0.01611,0.03247,0.04286,11.18399,15.50921
"16","2014_Q1",77.7886885245902,"Up",1884897000,-1642296000,-1133993000,-88707000,-419596000,242601000,-35643000,-35643000,206958000,206958000,-73772000,133186000,133186000,-8665000,124521000,124521000,17238000,17238000,1116961000,1116961000,101781000,196349000,76446000,1432329000,3442169000,5691902000,-2249733000,3437225000,3049016000,388209000,6879394000,8311723000,624167000,276911000,99312000,99312000,336409000,7127000,1059888000,3209762000,523737000,239148000,284589000,3733499000,4793387000,3249979000,268357000,3518336000,8311723000,133186000,88708000,11882000,78854000,312630000,-85836000,-97152000,-4915000,-191732000,-3403000,-10312000,-210362000,5116000,5116000,5116000,331309000,3309074000,398099000,0.12871,0.06606,0.03539,0.01498,3.19704,1.3514,1.3624,0.39812,1.26756,1.24428,19.18724,33.08304,4.05243,0.05003,0.01761,0.05415,0.03947,9.93585,13.56893
"17","2014_Q2",83.5347619047619,"Up",1938314000,-1667338000,-1174501000,-93359000,-399478000,270976000,-35193000,-35193000,235783000,235783000,-83931000,151852000,151852000,-13774000,138078000,138078000,16261000,16261000,1212594000,1212594000,102276000,211982000,97685000,1543113000,3468172000,5789393000,-2321221000,3420100000,3053666000,366434000,6888272000,8431385000,954902000,954902000,103641000,103641000,51905000.0000001,51905000,1110448000,3109158000,539517000,257344000,282173000,3648675000,4759123000,3392119000,280143000,3672262000,8431385000,151852000,93359000,8768000,-47590000,206389000,-87441000,-90742000,-4933000,-97154000,-12548000,-1989000,-116624000,-977000,-977000,-977000,364335000,3212799000,313235000,0.1398,0.07124,0.0376,0.01638,2.26854,1.38963,1.29596,0.38105,1.40078,1.37862,19.66394,34.4126,3.17773,0.05004,0.01926,0.04219,0.03573,8.77362,11.79639
"18","2014_Q3",102.80890625,"Up",2051766000,-1758334000,-1209152000,-90691000,-458491000,293432000,-35087000,-35087000,258345000,258345000,-91731000,166614000,166614000,-14943000,151671000,151671000,14732000,14732000,1186012000,1186012000,104280000,224857000,117498000,1529881000,3514679000,5901163000,-2386484000,3503512000,3089172000,414340000,7018191000,8548072000,1038187000,1038187000,77686000,77686000,0,0,1115873000,3070311000,531035000,254573000,276462000,3601346000,4717219000,3546134000,284719000,3830853000,8548072000,166614000,90691000,24536000,-1321000.00000003,280520000,-96294000,-163993000,-4951000,-81972000,-19938000,-11195000,-118056000,-1529000,-1529000,-1529000,384123000,3147997000,378239000,0.14301,0.07392,0.03959,0.01774,2.49381,1.37102,1.23138,0.36827,1.53401,1.51315,20.75174,35.86591,3.82554,0.05007,0.02086,0.05037,0.03264,8.15693,10.67799
"19","2014_Q4",101.72546875,"Down",2038717000,-1825935000,-1200151000,-93456000,-532328000,212782000,-32133000,-32133000,180649000,144478000,-48440000,96038000,96038000,-13241000,82797000,82797000,39711000,39711000,1239478000,1239478000,104390000,238515000,143311000,1622094000,3648974000,6105090000,-2456116000,3690524000,3296358000,394166000,7339498000,8961592000,1083987000,1083987000,81477000,81477000,-2.98023223876953e-08,-1.49011611938477e-08,1165464000,3373341000,533988000,253191000,280797000,3907329000,5072793000,3603204000,285595000,3888799000,8961592000,96038000,93456000,31544000,11849000,232887000,-121652000,-453057000,-9910000,306383000,-25899000,-25303000,245271000,25101000,25101000,24979000,306238000,3454818000,244875000,0.10437,0.04061,0.02129,0.00924,2.95753,1.3918,1.30446,0.38551,0.83589,0.8195,20.58229,36.37689,2.47219,0.10005,0.01177,0.03108,0.11969,11.15181,16.04979
"20","2015_Q1",107.244262295082,"Up",2176291000,-1854005000,-1251343000,-98118000,-504544000,322286000,-31225000,-31225000,291061000,291061000,-100569000,190492000,190492000,-17695000,172797000,172797000,32069000,32069000,1282735000,1282735000,108115000,192219000,77654000,1615138000,3679689000,6212030000,-2532341000,3679616000,3291213000,388403000,7359305000,8974443000,785968000,336447000,68319000,68319000,328540000,1446000,1182827000,3210215000,550769000,282214000,268555000,3760984000,4943811000,3735946000,294686000,4030632000,8974443000,190492000,98118000,12049000,49333000,349992000,-84073000,-125054000,-9871000,-176386000,-35501000,-10169000,-231927000,-6989000,-6989000,-7642000,420404000,3278534000,486233000,0.14809,0.0794,0.04287,0.01925,2.8139,1.36549,1.22656,0.36532,1.74882,1.71509,22.02545,37.81016,4.92099,0.0999,0.02324,0.06186,0.05712,7.72225,10.07324
"21","2015_Q2",121.517777777778,"Up",2225353000,-1898299000,-1293335000,-98998000,-505966000,327054000,-30037000,-30037000,297017000,297017000,-102694000,194323000,194323000,-20024000,174299000,174299000,35078000,35078000,1383964000,1383964000,108269000,189926000,80524000,1717237000,3690780000,6301410000,-2610630000,3676338000,3297436000,378902000,7367118000,9084355000,1101143000,1101143000,89023000,89023000,65105999.9999999,65106000,1255272000,3051571000,558279000,280662000,277617000,3609850000,4865122000,3906963000,312270000,4219233000,9084355000,194323000,98998000,31636000,-32875000,292082000,-89276000,-123776000,-9899000,-138071000,-26999000,10138000,-164831000,3475000,3475000,3009000,426052000,3140594000,406595000,0.14697,0.07832,0.04131,0.01919,2.33274,1.36802,1.15308,0.34571,1.7622,1.73179,22.49877,39.50018,4.11076,0.10008,0.02326,0.05135,0.05679,7.28905,9.49542
"22","2015_Q3",135.13390625,"Up",2275204000,-1939812000,-1308239000,-97257000,-534316000,335392000,-27684000,-27684000,307708000,307708000,-106304000,201404000,201404000,-19211000,182193000,182193000,42464000,42464000,1360973000,1360973000,109117000,196405000,71548000,1708959000,3686037000,6371767000,-2685730000,3683563000,3316945000,366618000,7369600000,9078559000,1096081000,1096081000,73807000,73807000,24423000,24423000,1194311000,2961515000,550390000,271109000,279281000,3511905000,4706216000,4061756000,310587000,4372343000,9078559000,201404000,97257000,17327000,-47978000,268010000,-81304000,-81304000,-9905000,-112387000,-37119000,-20668000,-180079000,6627000,6627000,7386000,432649000,3035322000,409671000,0.14741,0.08008,0.04167,0.02007,2.24856,1.43092,1.07636,0.33434,1.84026,1.8052,22.98093,41.02618,4.13792,0.10005,0.02414,0.05148,0.05437,6.91752,8.92346
"23","2015_Q4",118.785625,"Down",2227655000,-1952498000,-1324029000,-99442000,-529027000,275157000,-27130000,-27130000,248027000,248027000,-84373000,163654000,163654000,-13367000,150287000,150287000,39523000,39523000,1328300000,1328300000,112718000,216013000,81459000,1696554000,3776092000,6515914000,-2739822000,3734232000,3388378000,345854000,7510324000,9206878000,1102616000,1102616000,84883000,84883000,8697000,8697000,1196196000,3009954000,556799000,264358000,292441000,3566753000,4762949000,4133099000,310830000,4443929000,9206878000,163654000,99442000,9432000,-6834000,265694000,-96254000,-244857000,-9892000,59387000,-59714000,-12670000,-22889000,-2052000,-2052000,-2941000,374599000,3094837000,355884000,0.12352,0.06746,0.03382,0.01632,2.36803,1.41829,1.07179,0.33614,1.52023,1.48565,22.53389,41.80844,3.59995,0.10006,0.01979,0.04396,0.06582,8.15623,11.10389
"24","2016_Q1",109.364590163934,"Down",2315239000,-1993447000,-1355845000,-102921000,-534681000,321792000,-28643000,-28643000,293149000,293149000,-101832000,191317000,191317000,-17568000,173749000,173749000,61228000,61228000,1302429000,1302429000,116037000,238610000,103490000,1718304000,3835978000,6530569000,-2694591000,4061162000,3596114000,465048000,7897140000,9615444000,684894000,366238000,62722000,62722000,352790000,3987000,1100406000,3368634000,594734000,315900000,278834000,3963368000,5063774000,4249647000,302023000,4551670000,9615444000,191317000,102921000,25325000,-77087000,242476000,-109096000,-462948000,-9836000,357305000,-77509000,-26770000,243190000,22718000,22718000,21705000,424713000,3431356000,340362000,0.13899,0.07505,0.03817,0.01807,1.95893,1.56152,1.11251,0.35686,1.76545,1.73674,23.52503,43.18045,3.4584,0.09994,0.0214,0.03968,0.05661,7.93507,10.473
"25","2016_Q2",128.36015625,"Up",2449798000,-2093474000,-1427841000,-104049000,-561584000,356324000,-29600000,-29600000,326724000,326724000,-111005000,215719000,215719000,-24960000,190759000,190759000,54590000,54590000,1374737000,1374737000,116725000,89386000,89386000,1635438000,3880552000,6655292000,-2774740000,4049019000,3594901000,454118000,7929571000,9565009000,1147384000,1147384000,488262000,488262000,49793999.9999999,49794000,1685440000,2792144000,474631000,178947000,295684000,3266775000,4952215000,4289218000,323576000,4612794000,9565009000,215719000,104049000,24206000,131255000,475229000,-127214000,-146757000,-9757000,-152271000,-168711000,-3451000,-334190000,-5718000,-5718000,-6638000,460373000,3280406000,575419000,0.14545,0.07787,0.04135,0.01994,3.01647,0.97033,1.07358,0.34296,1.95436,1.9289,25.09859,43.94375,5.89526,0.09996,0.02396,0.06877,0.05115,7.00696,9.05304
"26","2016_Q3",123.3746875,"Down",2430855000,-2097567000,-1410161000,-101411000,-585995000,333288000,-30442000,-30442000,302846000,302846000,-107397000,195449000,195449000,-9872000,185577000,185577000,56273000,56273000,1344916000,1344916000,117710000,87854000,85005000,1606753000,3902473000,6722246000,-2819773000,4031704000,3585892000,445812000,7934177000,9540930000,1169241000,1169241000,94802000,94802000,3991000,3991000,1268034000,3499375000,396812000,90251000,306561000,3896187000,5164221000,4302978000,73731000,4376709000,9540930000,195449000,101411000,35734000,28606000,361200000,-120501000,-128483000,-9727000,331159000,-66066000,-484898000,-229532000,3185000,3185000,1683000,434699000,3594177000,450201000,0.13711,0.07634,0.0424,0.01945,2.42595,1.26712,1.17993,0.37671,1.91102,1.88616,25.03223,44.31081,4.63604,0.10017,0.02334,0.0538,0.05241,8.13874,10.61516
"27","2016_Q4",115.442857142857,"Down",2409872000,-2132303000,-1431321000,-103712000,-597270000,277569000,-32129000,-32129000,245440000,245440000,-88175000,157265000,157265000,-5400000,151865000,151865000,61744000,61744000,1315827000,1315827000,121616000,88712000,88712000,1587899000,4028167000,6928440000,-2900273000,4057573000,3615085000,439740000,8085740000,9673639000,1183125000,1183125000,91246000,91246000,5108000,5108000,1279479000,3542923000,378841000,82686000,296155000,3921764000,5201243000,4394703000,77693000,4472396000,9673639000,157265000,103712000,12825000,26281000,300083000,-148448000,-257144000,-9713000,32141000,-56021000,-3034000,-36627000,6312000,6312000,5471000,381281000,3634169000,347289000,0.11518,0.06302,0.03396,0.0157,2.28683,1.24105,1.16297,0.37568,1.56372,1.54458,24.81386,45.25117,3.57595,0.10001,0.01904,0.04093,0.06396,9.36953,12.8704
"28","2017_Q1",115.315483870968,"Down",2475685000,-2161455000,-1444868000,-107436000,-609151000,314230000,-32882000,-32882000,281348000,281348000,-102610000,178738000,178738000,-4530000,174208000,174208000,33747000,33747000,1439553000,1439553000,125365000,82706000,82706000,1681371000,4330956000,7314437000,-2983481000,4305475000,3784106000,520135000,8636431000,10317802000,1209329000,1209329000,105895000,105895000,2149000,2149000,1317373000,4030230000,363286000,88119000,275167000,4393516000,5710889000,4533220000,73693000,4606913000,10317802000,178738000,107436000,20563000,-109556000,197181000,-145251000,-654833000,-9678000,500588000,-53079000,-8649000,429182000,-28470000,-28470000,-27997000,421666000,4136125000,269469000,0.12693,0.07037,0.03781,0.01688,1.54682,1.27631,1.23963,0.40087,1.796,1.77918,25.52305,46.73519,2.77809,0.09978,0.02019,0.02959,0.05555,9.72898,13.05534
