"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","raw_materials","other_inventory","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","short_term_debt","other_short_term_liabilities","deferred_tax_liabilities_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",58.7158064516129,"Up",1.1118e+11,-7.3168e+10,-7.3168e+10,3.8012e+10,-7.999e+09,-3.468e+09,-4.94e+08,-4.037e+09,3.0013e+10,-1.2693e+10,-5.9e+07,3.386e+09,-1.602e+10,1.732e+10,1.732e+10,-7.394e+09,9.926e+09,9.926e+09,-3.56e+08,9.57e+09,9.57e+09,1.3055e+10,1.3055e+10,3.6635e+10,1.6575e+10,1.301e+10,3.565e+09,5.873e+09,5.873e+09,7.2138e+10,2.2033e+11,3.5105e+10,7.618e+09,7.618e+09,2.63053e+11,3.35191e+11,5.3516e+10,3.496e+09,1.3049e+10,1.3049e+10,7.0061e+10,8.928e+09,8.3847e+10,2.1652e+10,3.7642e+10,2.4553e+10,9.2775e+10,1.62836e+11,9.645e+09,9.645e+09,-1.92188e+11,3.58369e+11,-9.113e+09,1.66713e+11,5.642e+09,1.72355e+11,3.35191e+11,9.926e+09,4.037e+09,-5.21e+08,-5.21e+08,1.3442e+10,-8.026e+09,-8.026e+09,-8.026e+09,5.34e+08,-7.492e+09,-2.622e+09,-3.088e+09,-3.292e+09,2.04e+08,-5e+09,-5.098e+09,-1.5e+08,-1.086e+10,-4.91e+09,-4.91e+09,1.63e+08,-4.747e+09,3.405e+10,1.2424e+10,3.2897e+10,0.3419,0.26995,0.08608,0.05552,0.02855,3.43751,1.02965,0.94477,0.03707,2.08179,2.08179,24.18534,36.26561,7.15619,0.57037,6,0.04539,0.12246,0.27398,-0.01853,-0.02102
"12","2013_Q1",59.1506666666667,"Up",1.10936e+11,-7.3082e+10,-7.3082e+10,3.7854e+10,-7.884e+09,-3.322e+09,-4.52e+08,-4.11e+09,2.997e+10,-1.227e+10,-1.11e+08,3.763e+09,-1.5922e+10,1.77e+10,1.77e+10,-7.398e+09,1.0302e+10,1.0302e+10,-3.52e+08,9.95e+09,9.95e+09,9.582e+09,9.582e+09,3.4987e+10,1.4542e+10,1.0836e+10,3.706e+09,5.349e+09,5.349e+09,6.446e+10,2.26949e+11,3.4718e+10,7.668e+09,7.668e+09,2.69335e+11,3.33795e+11,5.0728e+10,3.653e+09,9.758e+09,9.758e+09,6.4139e+10,7.928e+09,9.0068e+10,2.5267e+10,3.757e+10,2.7231e+10,9.7996e+10,1.62135e+11,9.653e+09,9.653e+09,-1.97333e+11,3.65727e+11,-1.2184e+10,1.65863e+11,5.797e+09,1.7166e+11,3.33795e+11,1.0302e+10,4.11e+09,-4.501e+09,-5.17e+09,1.3224e+10,-1.0057e+10,-1.0057e+10,-1.0057e+10,1.055e+09,-9.002e+09,-2.592e+09,15999999.9999995,-2.5e+08,2.66e+08,-5.245e+09,-5.254e+09,9.6e+07,-7.725e+09,-3.503e+09,-3.503e+09,29999999.9999999,-3.473e+09,3.408e+10,1.1581e+10,2.692e+10,0.34122,0.27016,0.08969,0.05796,0.02981,2.70553,1.005,0.94451,0.03469,2.1897,2.19115,24.41373,36.50154,5.9243,0.57042,7,0.04589,0.0985,0.2605,0.05866,0.0667
"13","2013_Q2",59.95421875,"Up",1.03939e+11,-6.9185e+10,-6.9185e+10,3.4754e+10,-7.673e+09,-3.118e+09,-4.45e+08,-4.11e+09,2.7081e+10,-1.1043e+10,-2.4e+07,4.418e+09,-1.5437e+10,1.6038e+10,1.6038e+10,-6.277e+09,9.761e+09,9.761e+09,-2.61e+08,9.5e+09,9.5e+09,6.214e+09,6.214e+09,3.4291e+10,1.6231e+10,1.2446e+10,3.785e+09,5.858e+09,5.858e+09,6.2594e+10,2.33728e+11,3.5641e+10,7.676e+09,7.676e+09,2.77045e+11,3.39639e+11,5.3978e+10,5.937e+09,1.0169e+10,1.0169e+10,7.0084e+10,7.475e+09,8.9003e+10,2.5286e+10,3.8712e+10,2.5005e+10,9.6478e+10,1.66562e+11,9.665e+09,9.665e+09,-2.02563e+11,3.72666e+11,-1.2767e+10,1.67001e+11,6.076e+09,1.73077e+11,3.39639e+11,9.761e+09,4.11e+09,-2.79e+08,-2.79e+08,1.3592e+10,-7.494e+09,-7.494e+09,-7.494e+09,-2.56e+09,-1.0054e+10,-2.561e+09,1.592e+09,1.587e+09,5e+06,-5.619e+09,-5.621e+09,-1.06e+08,-6.694e+09,-3.156e+09,-3.156e+09,-2.12e+08,-3.368e+09,3.1191e+10,1.3412e+10,2.9695e+10,0.33437,0.26055,0.0914,0.05489,0.02797,3.12579,0.89313,0.96236,0.03949,2.11817,2.11817,23.1748,37.23545,6.62096,0.57101,6,0.04378,0.10779,0.26958,0.23077,0.2658
"14","2013_Q3",60.4796875,"Up",1.03568e+11,-6.9956e+10,-6.9956e+10,3.3612e+10,-8.127e+09,-3.268e+09,-4.54e+08,-4.405e+09,2.5485e+10,-1.2717e+10,-8.5e+07,3.098e+09,-1.573e+10,1.2768e+10,1.2768e+10,-5.793e+09,6.975e+09,6.975e+09,-1.15e+08,6.86e+09,6.86e+09,4.609e+09,4.609e+09,3.534e+10,1.7197e+10,1.3373e+10,3.824e+09,5.698e+09,5.698e+09,6.2844e+10,2.3524e+11,3.5643e+10,7.888e+09,7.888e+09,2.78771e+11,3.41615e+11,5.2619e+10,1.1861e+10,8.208e+09,8.208e+09,7.2688e+10,7.496e+09,8.9843e+10,2.5281e+10,3.8947e+10,2.5615e+10,9.7339e+10,1.70027e+11,9.882e+09,9.882e+09,-2.06586e+11,3.76732e+11,-1.4381e+10,1.65647e+11,5.941e+09,1.71588e+11,3.41615e+11,6.975e+09,4.405e+09,-3.697e+09,-3.697e+09,7.683e+09,-8.651e+09,-8.651e+09,-8.651e+09,1.58e+08,-8.493e+09,-2.794e+09,6.176e+09,5.979e+09,1.97e+08,-4.024e+09,-4.031e+09,-7.3e+07,-714999999.999999,-1.525e+09,-1.525e+09,-8e+07,-1.605e+09,2.989e+10,1.9357e+10,2.3335e+10,0.32454,0.24607,0.06624,0.03998,0.02008,3.4016,0.86457,0.9909,0.05666,1.54748,1.54748,23.36296,37.36679,5.26393,0.63027,5,0.03438,0.08311,0.40729,0.49341,0.57869
"15","2013_Q4",62.47546875,"Up",1.08928e+11,-7.3803e+10,-7.3803e+10,3.5125e+10,-7.923e+09,-3.15e+09,-4.86e+08,-4.287e+09,2.7202e+10,-1.3013e+10,-5.2e+07,3.444e+09,-1.6405e+10,1.4189e+10,1.4189e+10,-6.12e+09,8.069e+09,8.069e+09,-1.99e+08,7.87e+09,7.87e+09,5.31e+09,5.31e+09,3.323e+10,1.6867e+10,1.2829e+10,4.038e+09,5.896e+09,5.896e+09,6.1303e+10,2.40981e+11,3.7048e+10,8.232e+09,8.232e+09,2.86261e+11,3.47564e+11,5.126e+10,1.3889e+10,7.6e+09,7.6e+09,7.2749e+10,7.404e+09,9.1933e+10,2.5319e+10,3.9506e+10,2.7108e+10,9.9337e+10,1.72086e+11,1.0062e+10,1.0062e+10,-2.09598e+11,3.81832e+11,-1.3051e+10,1.69245e+11,6.233e+09,1.75478e+11,3.47564e+11,8.069e+09,4.287e+09,1.075e+09,1.075e+09,1.3431e+10,-9.098e+09,-9.098e+09,-9.098e+09,1.56e+08,-8.942e+09,-2.77e+09,1.921e+09,1.917e+09,4e+06,-3.007e+09,-3.044e+09,-3.3e+07,-3.889e+09,6e+08,6e+08,1.01e+08,7.01e+08,3.1489e+10,2.1293e+10,2.9586e+10,0.32246,0.24972,0.07225,0.04485,0.02264,3.75934,0.84266,0.98067,0.06126,1.79067,1.79026,24.78453,38.50853,6.73174,0.63026,5,0.03685,0.10248,0.35197,0.50757,0.58757
"16","2014_Q1",64.8554098360656,"Up",1.07893e+11,-7.1737e+10,-7.1737e+10,3.6156e+10,-8.312e+09,-3.341e+09,-5.91e+08,-4.38e+09,2.7844e+10,-1.3128e+10,1.52e+08,2.967e+09,-1.6247e+10,1.4716e+10,1.4716e+10,-6.073e+09,8.643e+09,8.643e+09,-2.93e+08,8.35e+09,8.35e+09,4.644e+09,4.644e+09,3.3152e+10,1.6135e+10,1.2117e+10,4.018e+09,5.377e+09,5.377e+09,5.9308e+10,2.4365e+11,3.6328e+10,7.522e+09,7.522e+09,2.875e+11,3.46808e+11,4.8085e+10,1.5808e+10,7.831e+09,7.831e+09,7.1724e+10,6.891e+09,8.7698e+10,2.0646e+10,4.053e+10,2.6522e+10,9.4589e+10,1.66313e+11,1.0077e+10,1.0077e+10,-2.12781e+11,3.87432e+11,-1.0725e+10,1.74003e+11,6.492e+09,1.80495e+11,3.46808e+11,8.643e+09,4.38e+09,-3.297e+09,1.318e+09,1.0208e+10,-8.426e+09,-8.426e+09,-8.426e+09,1.714e+09,-6.712e+09,-2.75e+09,1.915e+09,1.789e+09,1.26e+08,-3.298e+09,-3.302e+09,-4.5e+07,-4.178e+09,-6.82e+08,-6.82e+08,1.6e+07,-6.66e+08,3.2224e+10,2.2699e+10,2.6574e+10,0.33511,0.25807,0.07739,0.04626,0.02408,3.18251,0.82689,0.92143,0.06545,1.91382,1.91426,24.72909,39.8815,6.09076,0.6303,5,0.03816,0.09135,0.32934,0.5603,0.64843
"17","2014_Q2",69.0939682539683,"Up",1.02217e+11,-6.7954e+10,-6.7954e+10,3.4263e+10,-7.641e+09,-3.132e+09,-3.17e+08,-4.192e+09,2.6622e+10,-1.1395e+10,-6.6e+07,4.108e+09,-1.5437e+10,1.5227e+10,1.5227e+10,-5.857e+09,9.37e+09,9.37e+09,-2.7e+08,9.1e+09,9.1e+09,5.601e+09,5.601e+09,3.248e+10,1.8568e+10,1.4439e+10,4.129e+09,5.215e+09,5.215e+09,6.1864e+10,2.45897e+11,3.7169e+10,8.103e+09,8.103e+09,2.91169e+11,3.53033e+11,5.2109e+10,9.223e+09,8.776e+09,8.776e+09,7.0108e+10,1.2144e+10,8.789e+10,2.0215e+10,4.0783e+10,2.6892e+10,1.00034e+11,1.70142e+11,1.0276e+10,1.0276e+10,-2.16638e+11,3.938e+11,-1.104e+10,1.76398e+11,6.493e+09,1.82891e+11,3.53033e+11,9.37e+09,4.192e+09,1.541e+09,1.541e+09,1.5103e+10,-7.328e+09,-7.328e+09,-7.328e+09,1.022e+09,-6.306e+09,-2.732e+09,-1.168e+09,-6.668e+09,5.5e+09,-3.858e+09,-3.86e+09,-5.8e+07,-7.816e+09,9.81e+08,9.81e+08,-2.4e+07,9.57e+08,3.0814e+10,2.1367e+10,3.0884e+10,0.3352,0.26045,0.08903,0.04976,0.02578,3.39385,0.88241,0.93029,0.06052,2.10259,2.10259,23.61761,40.75739,7.13586,0.63124,5,0.0405,0.10571,0.30022,0.51165,0.59222
"18","2014_Q3",68.66703125,"Down",1.07896e+11,-7.2688e+10,-7.2688e+10,3.5208e+10,-7.95e+09,-3.169e+09,-4.96e+08,-4.285e+09,2.7258e+10,-1.3107e+10,-6.4e+07,3.312e+09,-1.6355e+10,1.4151e+10,1.4151e+10,-5.034e+09,9.117e+09,9.117e+09,-3.37e+08,8.78e+09,8.78e+09,6.083e+09,6.083e+09,3.4182e+10,1.8177e+10,1.3944e+10,4.233e+09,5.571e+09,5.571e+09,6.4013e+10,2.51353e+11,3.511e+10,8.11e+09,8.11e+09,2.94573e+11,3.58586e+11,5.2363e+10,9.948e+09,7.218e+09,7.218e+09,6.9529e+10,1.1817e+10,8.9109e+10,2.0161e+10,4.1e+10,2.7948e+10,1.00926e+11,1.70455e+11,1.0487e+10,1.0487e+10,-2.19635e+11,3.99614e+11,-9.311e+09,1.81155e+11,6.976e+09,1.88131e+11,3.58586e+11,9.117e+09,4.285e+09,-3.2e+09,-3.2e+09,1.0202e+10,-8.542e+09,-8.542e+09,-8.542e+09,4.365e+09,-4.177e+09,-2.966e+09,4.32e+08,432000000.000002,9.5367431640625e-07,-2.996e+09,-3.003e+09,-6.6e+07,-5.596e+09,4.29e+08,4.29e+08,5.3e+07,4.82e+08,3.1543e+10,2.1765e+10,2.4835e+10,0.32631,0.25263,0.08137,0.04667,0.02449,2.82859,0.92067,0.90604,0.0607,2.04329,2.04329,25.10961,42.15848,5.77961,0.69025,7,0.03928,0.08306,0.33781,0.49716,0.57532
"19","2014_Q4",64.77078125,"Down",1.03919e+11,-7.0019e+10,-7.0019e+10,3.39e+10,-7.85e+09,-3.169e+09,-3.19e+08,-4.362e+09,2.605e+10,-1.264e+10,-8.8e+07,3.211e+09,-1.5763e+10,1.341e+10,1.341e+10,-5.064e+09,8.346e+09,8.346e+09,-2.76e+08,8.07e+09,8.07e+09,4.962e+09,4.962e+09,3.0963e+10,1.7761e+10,1.3441e+10,4.32e+09,4.909e+09,4.909e+09,5.8595e+10,2.51406e+11,3.5012e+10,7.751e+09,7.751e+09,2.94169e+11,3.52764e+11,4.9272e+10,1.0243e+10,6.469e+09,6.469e+09,6.5984e+10,1.1591e+10,8.7694e+10,1.9268e+10,4.1132e+10,2.7294e+10,9.9285e+10,1.65269e+11,1.0681e+10,1.0681e+10,-2.22636e+11,4.04738e+11,-1.2196e+10,1.80587e+11,6.908e+09,1.87495e+11,3.52764e+11,8.346e+09,4.362e+09,-3.12e+08,-3.12e+08,1.2396e+10,-8.198e+09,-8.198e+09,-8.198e+09,5.53e+08,-7.645e+09,-2.946e+09,3.12e+08,3.09e+08,3e+06,-3.001e+09,-3.002e+09,-3.8e+07,-5.673e+09,-9.22e+08,-9.22e+08,-1.99e+08,-1.121e+09,3.0412e+10,2.1834e+10,2.6966e+10,0.32622,0.25068,0.07766,0.04304,0.02288,3.34151,0.88802,0.88146,0.06189,1.8917,1.8917,24.35982,42.33169,6.32114,0.69058,7,0.03709,0.09079,0.36506,0.55478,0.64768
"20","2015_Q1",62.0537704918033,"Down",8.4584e+10,-5.617e+10,-5.617e+10,2.8414e+10,-8.123e+09,-3.128e+09,-5.37e+08,-4.458e+09,2.0291e+10,-1.1449e+10,-6.8e+07,2.692e+09,-1.4073e+10,8.842e+09,8.842e+09,-2.06e+09,6.782e+09,6.782e+09,-2.12e+08,6.57e+09,6.57e+09,4.616e+09,4.616e+09,2.8009e+10,1.6678e+10,1.2384e+10,4.294e+09,3.607e+09,3.607e+09,5.291e+10,2.52668e+11,3.5239e+10,8.676e+09,8.676e+09,2.96583e+11,3.49493e+11,4.2227e+10,1.7468e+10,4.938e+09,4.938e+09,6.4633e+10,1.1653e+10,9.2143e+10,2.5802e+10,3.923e+10,2.7111e+10,1.03796e+11,1.68429e+11,1.0792e+10,1.0792e+10,-2.2582e+11,4.08384e+11,-1.8957e+10,1.74399e+11,6.665e+09,1.81064e+11,3.49493e+11,6.782e+09,4.458e+09,-6.935e+09,-2.071e+09,7.415e+09,-8.884e+09,-8.884e+09,-8.884e+09,36999999.9999995,-8.847e+09,-2.924e+09,7.39e+09,7.231e+09,1.59e+08,-3.298e+09,-3.318e+09,2.9e+07,1.197e+09,-2.35e+08,-2.35e+08,-1.11e+08,-3.46e+08,2.4749e+10,2.9121e+10,1.099e+10,0.33593,0.23989,0.07767,0.03629,0.0188,1.67275,0.81862,0.93022,0.08332,1.55063,1.55063,19.96318,41.16096,2.59382,0.69011,5,0.0314,0.03635,0.44505,0.99014,1.20768
"21","2015_Q2",60.6326984126984,"Down",6.5357e+10,-4.1428e+10,-4.1428e+10,2.3929e+10,-7.324e+09,-2.713e+09,-3.11e+08,-4.3e+09,1.6605e+10,-9.97e+09,-8.8e+07,2.261e+09,-1.2143e+10,6.635e+09,6.635e+09,-1.56e+09,5.075e+09,5.075e+09,-1.35e+08,4.94e+09,4.94e+09,5.184e+09,5.184e+09,2.5031e+10,1.6102e+10,1.1792e+10,4.31e+09,4.341e+09,4.341e+09,5.0658e+10,2.49497e+11,3.4471e+10,8.335e+09,8.335e+09,2.92303e+11,3.42961e+11,3.8144e+10,1.3277e+10,4.512e+09,4.512e+09,5.5933e+10,1.9494e+10,9.0088e+10,2.4632e+10,3.8935e+10,2.6521e+10,1.09582e+11,1.65515e+11,1.1006e+10,1.1006e+10,-2.27598e+11,4.10414e+11,-2.2595e+10,1.71227e+11,6.219e+09,1.77446e+11,3.42961e+11,5.075e+09,4.3e+09,-1.377e+09,-1.377e+09,7.998e+09,-6.844e+09,-6.844e+09,-6.844e+09,4.92e+08,-6.352e+09,-2.91e+09,3.877e+09,-4.113e+09,7.99e+09,-1.781e+09,-1.781e+09,-4e+07,-8.54e+08,7.92e+08,7.92e+08,-2.24e+08,5.68e+08,2.0905e+10,3.2771e+10,1.4244e+10,0.36613,0.25407,0.07558,0.02784,0.0144,2.8834,0.90569,0.93276,0.09555,1.17312,1.17312,15.52054,40.66184,3.38257,0.69105,6,0.02614,0.04743,0.58907,1.31964,1.66137
"22","2015_Q3",54.81578125,"Down",7.2032e+10,-4.6547e+10,-4.6547e+10,2.5485e+10,-7.652e+09,-2.831e+09,-3.7e+08,-4.451e+09,1.7833e+10,-1.0879e+10,-8.5e+07,2.081e+09,-1.2875e+10,6.954e+09,6.954e+09,-2.692e+09,4.262e+09,4.262e+09,-7.2e+07,4.19e+09,4.19e+09,4.343e+09,4.343e+09,2.5957e+10,1.6663e+10,1.2299e+10,4.364e+09,4.684e+09,4.684e+09,5.1647e+10,2.53653e+11,3.4162e+10,8.798e+09,8.798e+09,2.96613e+11,3.4826e+11,3.9914e+10,1.4409e+10,4.049e+09,4.049e+09,5.8372e+10,1.9431e+10,9.1459e+10,2.5039e+10,3.9419e+10,2.7001e+10,1.1089e+11,1.69262e+11,1.1224e+10,1.1224e+10,-2.28601e+11,4.11538e+11,-2.1493e+10,1.72668e+11,6.33e+09,1.78998e+11,3.4826e+11,4.262e+09,4.451e+09,78999999.9999995,7.9e+07,8.792e+09,-7.109e+09,-7.109e+09,-7.109e+09,6.18e+08,-6.491e+09,-3.066e+09,9.23e+08,925999999.999998,-2999999.99999809,-1.003e+09,-1.003e+09,-4.8e+07,-3.194e+09,-8.93e+08,-8.93e+08,52000000.0000001,-8.41e+08,2.2284e+10,3.384e+10,1.7946e+10,0.3538,0.24757,0.05817,0.02341,0.01203,4.28305,0.88479,0.94561,0.09717,0.99762,0.99762,17.15048,41.11143,4.27286,0.73,5,0.02385,0.05898,0.73174,1.32369,1.65407
"23","2015_Q4",57.40515625,"Up",6.5561e+10,-4.089e+10,-4.089e+10,2.4671e+10,-7.833e+09,-2.967e+09,-3.24e+08,-4.542e+09,1.6838e+10,-1.1089e+10,-7.8e+07,1.783e+09,-1.2794e+10,5.749e+09,5.749e+09,-1.365e+09,4.384e+09,4.384e+09,-1.44e+08,4.24e+09,4.24e+09,4.296e+09,4.296e+09,2.2157e+10,1.6584e+10,1.2249e+10,4.335e+09,4.197e+09,4.197e+09,4.7234e+10,2.50583e+11,3.4315e+10,8.53e+09,8.53e+09,2.93428e+11,3.40662e+11,3.6681e+10,1.4473e+10,3.674e+09,3.674e+09,5.4828e+10,1.9839e+10,8.9156e+10,2.4422e+10,3.821e+10,2.6524e+10,1.08995e+11,1.63823e+11,1.1443e+10,1.1443e+10,-2.29102e+11,4.12718e+11,-2.4336e+10,1.70723e+11,6.116e+09,1.76839e+11,3.40662e+11,4.384e+09,4.542e+09,2.48e+08,2.48e+08,9.174e+09,-6.401e+09,-6.401e+09,-6.401e+09,7.44e+08,-5.657e+09,-3.06e+09,1.98e+08,1.75e+08,2.3e+07,-5.01e+08,-5.01e+08,-3.9e+07,-3.402e+09,1.15e+08,1.15e+08,-1.62e+08,-4.7e+07,2.138e+10,3.4312e+10,1.6592e+10,0.37631,0.25683,0.06467,0.02398,0.01245,3.91321,0.86149,0.9264,0.10072,1.01145,1.01145,15.63955,40.72591,3.95802,0.72996,5,0.02431,0.05525,0.7217,1.40393,1.78263
"24","2016_Q1",58.0495081967213,"Up",3.8654e+10,-3.6725e+10,-3.6725e+10,1.929e+09,-8.263e+09,-2.99e+09,-5.18e+08,-4.755e+09,-6.334e+09,8.962e+09,-6e+07,1.519e+09,7.503e+09,2.628e+09,2.628e+09,2.02e+08,2.83e+09,2.83e+09,-5e+07,2.78e+09,2.78e+09,3.705e+09,3.705e+09,1.9875e+10,1.6245e+10,1.2037e+10,4.208e+09,2.798e+09,2.798e+09,4.2623e+10,2.51605e+11,3.4245e+10,8.285e+09,8.285e+09,2.94135e+11,3.36758e+11,3.2412e+10,1.8762e+10,2.802e+09,2.802e+09,5.3976e+10,1.9925e+10,8.6047e+10,2.2647e+10,3.6818e+10,2.6582e+10,1.05972e+11,1.59948e+11,1.1612e+10,1.1612e+10,-2.29734e+11,4.12444e+11,-2.3511e+10,1.70811e+11,5.999e+09,1.7681e+11,3.36758e+11,2.83e+09,4.755e+09,-2.455e+09,7.03e+08,4.38e+09,-6.136e+09,-6.136e+09,-6.136e+09,8.12e+08,-5.324e+09,-3.054e+09,4.257e+09,4.265e+09,-7999999.99999905,-7.49e+08,-7.54e+08,-4.1e+07,4.13e+08,-5.31e+08,-5.31e+08,-59999999.9999999,-5.91e+08,-1.579e+09,3.8687e+10,-1.0372e+10,0.0499,-0.16386,0.07192,0.01572,0.00826,-3.73094,0.78967,0.90463,0.11488,0.66491,0.66491,9.24516,40.8541,-2.48075,0.73045,4,0.01935,-0.0344,1.09856,-22.15453,-5.52289
"25","2016_Q2",64.63,"Up",4.7456e+10,-2.8268e+10,-2.8268e+10,1.9188e+10,-7.713e+09,-2.593e+09,-3.55e+08,-4.765e+09,1.1475e+10,-9.745e+09,-7.7e+07,1.251e+09,-1.0919e+10,1.73e+09,1.73e+09,5.1e+07,1.781e+09,1.781e+09,2.9e+07,1.81e+09,1.81e+09,4.846e+09,4.846e+09,1.9814e+10,1.6223e+10,1.1837e+10,4.386e+09,3.368e+09,3.368e+09,4.4251e+10,2.55257e+11,3.4915e+10,8.366e+09,8.366e+09,2.98538e+11,3.42789e+11,3.2294e+10,1.354e+10,2.892e+09,2.892e+09,4.8726e+10,2.9568e+10,8.5997e+10,2.2401e+10,3.6293e+10,2.7303e+10,1.15565e+11,1.64291e+11,1.1825e+10,1.1825e+10,-2.30454e+11,4.112e+11,-2.0384e+10,1.72187e+11,6.311e+09,1.78498e+11,3.42789e+11,1.781e+09,4.765e+09,-1.734e+09,-1.734e+09,4.812e+09,-4.601e+09,-4.601e+09,-4.601e+09,2.52e+08,-4.349e+09,-3.054e+09,4.341e+09,-7.622e+09,1.1963e+10,-7.21e+08,-7.26e+08,-4.2e+07,5.24e+08,9.87e+08,9.87e+08,1.54e+08,1.141e+09,1.624e+10,4.3108e+10,9.854e+09,0.40433,0.2418,0.03814,0.01014,0.00528,5.4442,0.90816,0.92041,0.12576,0.43322,0.43322,11.35854,41.21278,2.35854,0.73097,6,0.01581,0.03203,1.68729,2.35603,3.33438
"26","2016_Q3",65.4003125,"Up",5.657e+10,-3.5206e+10,-3.5206e+10,2.1364e+10,-7.912e+09,-2.646e+09,-4.45e+08,-4.821e+09,1.3452e+10,-1.1056e+10,-7.5e+07,1.124e+09,-1.2105e+10,2.396e+09,2.396e+09,-7.15e+08,1.681e+09,1.681e+09,1.9e+07,1.7e+09,1.7e+09,4.358e+09,4.358e+09,2.1827e+10,1.5875e+10,1.1543e+10,4.332e+09,3.768e+09,3.768e+09,4.5828e+10,2.54062e+11,3.4182e+10,8.401e+09,8.401e+09,2.96645e+11,3.42473e+11,3.3801e+10,1.4972e+10,2.731e+09,2.731e+09,5.1504e+10,2.9499e+10,8.4595e+10,2.1583e+10,3.6012e+10,2.7e+10,1.14094e+11,1.65598e+11,1.2019e+10,1.2019e+10,-2.30451e+11,4.09767e+11,-2.0744e+10,1.70591e+11,6.284e+09,1.76875e+11,3.42473e+11,1.681e+09,4.821e+09,-1.983e+09,-1.983e+09,4.519e+09,-4.271e+09,-4.271e+09,-4.271e+09,1.124e+09,-3.147e+09,-3.133e+09,1.4e+09,1.399e+09,1e+06,1e+06,-1e+06,-4.3e+07,-1.775e+09,-4.03e+08,-4.03e+08,-8.5e+07,-4.88e+08,1.8273e+10,4.4471e+10,1.2734e+10,0.37766,0.23779,0.03005,0.00961,0.00496,7.49059,0.88979,0.93624,0.12985,0.40689,0.40689,13.53997,40.83078,3.04787,0.74988,6,0.0158,0.04162,1.84294,2.19521,2.98194
"27","2016_Q4",64.994126984127,"Down",5.7574e+10,-3.5744e+10,-3.5744e+10,2.183e+10,-7.668e+09,-2.736e+09,-3.27e+08,-4.605e+09,1.4162e+10,-1.0936e+10,-1.06e+08,1.103e+09,-1.1933e+10,3.226e+09,3.226e+09,-3.37e+08,2.889e+09,2.889e+09,-2.39e+08,2.65e+09,2.65e+09,5.093e+09,5.093e+09,2.0388e+10,1.5342e+10,1.0981e+10,4.361e+09,2.122e+09,2.122e+09,4.2945e+10,2.51923e+11,3.5553e+10,8.965e+09,8.965e+09,2.96441e+11,3.39386e+11,3.0027e+10,1.7239e+10,2.755e+09,2.755e+09,5.0021e+10,2.8916e+10,8.3439e+10,2.1019e+10,3.4857e+10,2.7563e+10,1.12355e+11,1.62376e+11,1.2228e+10,1.2228e+10,-2.30449e+11,4.09284e+11,-2.0466e+10,1.70597e+11,6.413e+09,1.7701e+11,3.39386e+11,2.889e+09,4.605e+09,-2.139e+09,-2.139e+09,5.355e+09,-3.404e+09,-3.404e+09,-3.404e+09,1.69e+08,-3.235e+09,-3.133e+09,1.875e+09,1.875e+09,0,-1e+06,0,-3.7e+07,-1.296e+09,8.24e+08,8.24e+08,-8.9e+07,7.35e+08,1.8767e+10,4.6155e+10,1.3561e+10,0.37916,0.24598,0.04603,0.01497,0.00781,5.11736,0.85854,0.91733,0.136,0.63427,0.63427,13.78028,40.83222,3.24581,0.74988,5,0.01886,0.04423,1.18226,2.18799,2.89945
