"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",19.0553225806452,"Up",1.107e+09,-6.36e+08,4.71e+08,-2.06e+08,-2.06e+08,2.65e+08,-4.8e+07,-4.8e+07,2.17e+08,2.17e+08,-8e+07,3e+06,1.4e+08,1.39e+08,1.39e+08,1.39e+08,3.07e+08,3.07e+08,6.43e+08,6.43e+08,3.75e+08,3.38e+08,1.325e+09,2.56e+08,6.872e+09,1.782e+09,4.719e+09,3.71e+08,7.128e+09,8.453e+09,7.19e+08,7.19e+08,2e+06,3.3e+08,1.051e+09,3.447e+09,6.97e+08,6.03e+08,9.4e+07,4.144e+09,5.195e+09,7.95e+08,-3.247e+09,5.771e+09,-6.1e+07,3.258e+09,3.258e+09,8.453e+09,1.4e+08,1.39e+08,8.9e+07,-9.1e+07,1e+07,-9e+06,-9.2e+07,2.4e+07,-3.7e+07,6.1e+07,1.62e+08,-4.4e+07,-4.4e+07,2e+07,-2.4e+07,3e+07,3e+07,-8.08e+08,8.38e+08,-1.56e+08,2.8e+07,-1.84e+08,-6e+06,-1.32e+08,6e+06,5e+06,5e+06,3.54e+08,3.449e+09,4.14e+08,0.42547,0.23939,0.12556,0.04266,0.01644,2.97842,1.2607,1.59454,0.40802,0.25741,0.25421,2.05,6.03333,0.76667,9,0.01877,0.05592,8.87571,11.8566
"12","2013_Q1",20.5816666666667,"Up",1.145e+09,-6.49e+08,4.96e+08,-2.09e+08,-2.09e+08,2.87e+08,-3.8e+07,-3.9e+07,2.49e+08,2.49e+08,-9.3e+07,2e+06,1.58e+08,1.79e+08,1.79e+08,1.79e+08,3.58e+08,3.58e+08,6.61e+08,6.61e+08,4.24e+08,3.49e+08,1.443e+09,2.48e+08,6.806e+09,1.744e+09,4.705e+09,3.57e+08,7.054e+09,8.497e+09,7.21e+08,7.21e+08,2e+06,3.82e+08,1.105e+09,3.228e+09,7.47e+08,6.38e+08,1.09e+08,3.975e+09,5.08e+09,8.06e+08,-3.279e+09,5.95e+09,-6e+07,3.417e+09,3.417e+09,8.497e+09,1.58e+08,1.79e+08,8.8e+07,4.6e+07,9e+06,1.6e+07,2.1e+07,-7999999.99999999,-3.6e+07,2.8e+07,2.84e+08,-4.8e+07,-4.8e+07,3.3e+07,-1.5e+07,-2.21e+08,-2.21e+08,-6.96e+08,4.75e+08,-3.8e+07,1.6e+07,-5.4e+07,4e+06,-2.55e+08,1.4e+07,5.1e+07,5.1e+07,3.75e+08,3.23e+09,4.12e+08,0.43319,0.25066,0.15633,0.05239,0.02107,2.30168,1.30588,1.48668,0.38013,0.33546,0.33124,2.1458,6.40367,0.77211,7,0.02421,0.05572,7.65867,10.00697
"13","2013_Q2",21.9303125,"Up",1.152e+09,-7.12e+08,4.4e+08,-2.29e+08,-2.29e+08,2.11e+08,-4.1e+07,-4.1e+07,1.7e+08,1.7e+08,-5.8e+07,5e+06,1.17e+08,1.17e+08,1.17e+08,1.17e+08,3.56e+08,3.56e+08,6.74e+08,6.74e+08,4.23e+08,3.64e+08,1.453e+09,2.58e+08,7.852e+09,2.252e+09,5.231e+09,3.69e+08,8.11e+09,9.563e+09,7.66e+08,7.66e+08,2e+06,4.22e+08,1.19e+09,4.047e+09,8.29e+08,7.11e+08,1.18e+08,4.876e+09,6.066e+09,8.11e+08,-3.319e+09,6.067e+09,-6.2e+07,3.497e+09,3.497e+09,9.563e+09,1.17e+08,1.17e+08,9.7e+07,2.7e+07,1.4e+07,-7e+06,2e+07,-1.9e+07,2.7e+07,-4.6e+07,2.22e+08,-5.8e+07,-5.8e+07,105118131.500271,-7.4e+07,-1.38e+08,-1.38e+08,-1.149e+09,1.011e+09,-5.4e+07,1.3e+07,-6.7e+07,4e+06,-1.88e+08,-4e+07,-2e+06,-2e+06,3.08e+08,4.049e+09,2.89e+08,0.38194,0.18316,0.10156,0.03346,0.01223,2.47009,1.22101,1.73463,0.4234,0.21927,0.21643,2.15892,6.5536,0.5416,5,0.01397,0.03451,11.99026,17.50237
"14","2013_Q3",24.1859375,"Up",1.198e+09,-6.8e+08,5.18e+08,-2.45e+08,-2.45e+08,2.73e+08,-4.1e+07,-4.1e+07,2.32e+08,2.32e+08,-8.1e+07,1e+06,1.52e+08,1.51e+08,1.51e+08,1.51e+08,3.2e+08,3.2e+08,6.91e+08,6.91e+08,4.43e+08,3.84e+08,1.454e+09,2.55e+08,7.725e+09,2.209e+09,5.231e+09,2.85e+08,7.98e+09,9.434e+09,7.61e+08,7.61e+08,2e+06,4.1e+08,1.173e+09,3.951e+09,8.47e+08,6.94e+08,1.53e+08,4.798e+09,5.971e+09,8.23e+08,-3.511e+09,6.218e+09,-6.7e+07,3.463e+09,3.463e+09,9.434e+09,1.52e+08,1.51e+08,1.03e+08,-3e+06,1.2e+07,-1.9e+07,4e+06,-7.7e+07,-1.4e+07,-6.3e+07,1.75e+08,-5.2e+07,-5.2e+07,1.16e+08,6.4e+07,-9.6e+07,-9.6e+07,-2.95e+08,1.99e+08,-1.76e+08,1.1e+07,-1.87e+08,3e+06,-2.69e+08,-3e+07,-3.6e+07,-3.6e+07,3.76e+08,3.953e+09,3.28e+08,0.43239,0.22788,0.12604,0.0436,0.01601,2.17219,1.23956,1.72423,0.41902,0.28491,0.28119,2.26038,6.53396,0.61887,7,0.01827,0.0397,9.66223,13.30769
"15","2013_Q4",26.9753125,"Up",1.201e+09,-6.84e+08,5.17e+08,-2.37e+08,-2.37e+08,2.8e+08,-4.1e+07,-4.1e+07,2.39e+08,2.39e+08,-7.9e+07,1e+06,1.61e+08,1.59e+08,1.59e+08,1.59e+08,3.21e+08,3.21e+08,7.1e+08,7.1e+08,4.96e+08,4.42e+08,1.527e+09,2.59e+08,7.67e+09,2.18e+09,5.217e+09,2.73e+08,7.929e+09,9.456e+09,8.26e+08,8.26e+08,2e+06,4e+08,1.228e+09,3.929e+09,8.39e+08,6.83e+08,1.56e+08,4.768e+09,5.996e+09,8.34e+08,-3.688e+09,6.377e+09,-6.3e+07,3.46e+09,3.46e+09,9.456e+09,1.61e+08,1.59e+08,1.01e+08,2.2e+07,1.1e+07,1.5e+07,-4e+06,0,-2e+07,2e+07,2.84e+08,-6.1e+07,-6.1e+07,1e+06,-7.4e+07,-2.1e+07,-2.1e+07,-1.3e+08,1.09e+08,-1.88e+08,1.3e+07,-2.01e+08,5e+06,-2.04e+08,6e+06,1e+06,1e+06,3.81e+08,3.931e+09,3.99e+08,0.43047,0.23314,0.13239,0.04595,0.01681,2.50943,1.24349,1.73295,0.41571,0.30589,0.30148,2.3105,6.65641,0.7676,7,0.01932,0.04848,9.47507,12.89286
"16","2014_Q1",28.6027868852459,"Up",1.263e+09,-7e+08,5.63e+08,-2.66e+08,-2.66e+08,2.97e+08,-4e+07,-4e+07,2.57e+08,2.57e+08,-1.1e+08,7.3e+07,2.2e+08,2.21e+08,2.21e+08,2.21e+08,4e+08,4e+08,7.51e+08,7.51e+08,4.21e+08,3.66e+08,1.572e+09,2.66e+08,7.675e+09,2.142e+09,5.216e+09,3.17e+08,7.941e+09,9.513e+09,7.56e+08,7.56e+08,9.2e+07,4.84e+08,1.332e+09,3.756e+09,8.4e+08,7.13e+08,1.27e+08,4.596e+09,5.928e+09,8.48e+08,-3.801e+09,6.598e+09,-6e+07,3.585e+09,3.585e+09,9.513e+09,2.2e+08,2.21e+08,1.02e+08,-6.4e+07,9e+06,2e+06,-7.5e+07,1e+08,-4e+07,1.4e+08,3.58e+08,-6.5e+07,-6.5e+07,999999.999999985,-6.4e+07,-8.3e+07,-8.3e+07,-1.016e+09,9.33e+08,-1.11e+08,1.2e+07,-1.23e+08,-1.8e+07,-2.12e+08,8.2e+07,7.9e+07,7.9e+07,3.99e+08,3.848e+09,5.44e+08,0.44576,0.23515,0.17498,0.06165,0.02323,2.46154,1.18018,1.65356,0.4045,0.42846,0.42192,2.44862,6.95037,1.05467,7,0.02671,0.06576,8.6416,11.60943
"17","2014_Q2",29.6438095238095,"Up",1.234e+09,-7.21e+08,5.13e+08,-2.42e+08,-2.42e+08,2.71e+08,-4.1e+07,-4.1e+07,2.3e+08,2.3e+08,-6.6e+07,4e+06,1.68e+08,1.68e+08,1.68e+08,1.68e+08,3.07e+08,3.07e+08,7.52e+08,7.52e+08,4.88e+08,4.36e+08,1.547e+09,2.84e+08,7.642e+09,2.101e+09,5.215e+09,3.26e+08,7.926e+09,9.473e+09,8.84e+08,8.84e+08,9.2e+07,4.62e+08,1.438e+09,3.756e+09,8.36e+08,7.17e+08,1.19e+08,4.592e+09,6.03e+09,8.56e+08,-4.125e+09,6.766e+09,-5.4e+07,3.443e+09,3.443e+09,9.473e+09,1.68e+08,1.68e+08,1e+08,3e+06,1.5e+07,1e+06,-1.3e+07,2.1e+07,-1e+06,2.2e+07,2.92e+08,-7e+07,-7e+07,7141369.89726519,-7e+07,0,0,-6.2e+07,6.2e+07,-3.23e+08,1.2e+07,-3.35e+08,8e+06,-3.15e+08,-9.3e+07,-9.3e+07,-9.3e+07,3.71e+08,3.848e+09,3.88e+08,0.41572,0.21961,0.13614,0.04879,0.01773,2.30952,1.0758,1.75138,0.40621,0.33019,0.32483,2.42531,6.7669,0.76258,8,0.02067,0.04774,9.54447,13.06642
"18","2014_Q3",31.6040625,"Up",1.253e+09,-7.03e+08,5.5e+08,-2.43e+08,-2.43e+08,3.07e+08,-4e+07,-4.1e+07,2.67e+08,2.67e+08,-1.01e+08,0,1.66e+08,1.66e+08,1.66e+08,1.66e+08,3.29e+08,3.29e+08,7.3e+08,7.3e+08,4.66e+08,4.21e+08,1.525e+09,3e+08,7.578e+09,2.07e+09,5.217e+09,2.91e+08,7.878e+09,9.403e+09,8.34e+08,8.34e+08,9.2e+07,4.42e+08,1.368e+09,3.756e+09,8.04e+08,6.8e+08,1.24e+08,4.56e+09,5.928e+09,8.7e+08,-4.278e+09,6.932e+09,-4.9e+07,3.475e+09,3.475e+09,9.403e+09,1.66e+08,1.66e+08,9.9e+07,2.6e+07,1.2e+07,-2.8e+07,4.2e+07,-1.4e+07,2.6e+07,-4e+07,2.77e+08,-8e+07,-8e+07,1000000.00000001,-7.9e+07,-7.45058059692383e-09,0,-4.82e+08,4.82e+08,-1.79e+08,1.4e+07,-1.93e+08,3e+06,-1.76e+08,2.2e+07,2.2e+07,2.2e+07,4.06e+08,3.848e+09,4.13e+08,0.43895,0.24501,0.13248,0.04777,0.01765,2.48795,1.11477,1.7059,0.40923,0.3328,0.32755,2.51203,6.96672,0.82799,7,0.02043,0.05082,8.66749,11.46254
"19","2014_Q4",34.231875,"Up",1.263e+09,-7.05e+08,5.58e+08,-2.43e+08,-2.43e+08,3.15e+08,-4.1e+07,-4.1e+07,2.74e+08,2.74e+08,-1.2e+08,8.5e+07,2.39e+08,2.39e+08,2.39e+08,2.39e+08,4.09e+08,4.09e+08,7.48e+08,7.48e+08,4.22e+08,3.81e+08,1.579e+09,3.04e+08,7.555e+09,2.042e+09,5.212e+09,3.01e+08,7.859e+09,9.438e+09,8.86e+08,8.86e+08,9.2e+07,4.19e+08,1.397e+09,3.756e+09,8.23e+08,6.93e+08,1.3e+08,4.579e+09,5.976e+09,8.84e+08,-4.536e+09,7.171e+09,-5.7e+07,3.462e+09,3.462e+09,9.438e+09,2.39e+08,2.39e+08,1.01e+08,1e+06,1e+07,1.6e+07,-2.5e+07,5e+07,-1.7e+07,6.7e+07,3.91e+08,-7.5e+07,-7.5e+07,5e+06,-7e+07,0,0,0,0,-2.44e+08,1.3e+07,-2.57e+08,4e+06,-2.4e+08,8.1e+07,8e+07,8e+07,4.16e+08,3.848e+09,5.11e+08,0.44181,0.24941,0.18923,0.06904,0.02532,2.13808,1.13028,1.72617,0.40771,0.48263,0.47458,2.55048,6.99111,1.03191,7,0.02939,0.06283,8.26683,10.91746
"20","2015_Q1",38.1295081967213,"Up",1.316e+09,-7.52e+08,5.64e+08,-2.47e+08,-2.47e+08,3.17e+08,-4.1e+07,-4.1e+07,2.76e+08,2.76e+08,-9.7e+07,2e+06,1.81e+08,1.81e+08,1.81e+08,1.81e+08,2.94e+08,2.94e+08,7.98e+08,7.98e+08,3.52e+08,3.52e+08,1.444e+09,3.17e+08,7.547e+09,2.003e+09,5.209e+09,3.35e+08,7.864e+09,9.308e+09,9.05e+08,9.05e+08,9.2e+07,4.89e+08,1.486e+09,3.698e+09,8.29e+08,7e+08,1.29e+08,4.527e+09,6.013e+09,9.01e+08,-4.895e+09,7.352e+09,-6.3e+07,3.295e+09,3.295e+09,9.308e+09,1.81e+08,1.81e+08,1.04e+08,2.3e+07,1.2e+07,1.4e+07,-3e+06,3.9e+07,-5e+07,8.9e+07,3.47e+08,-6.7e+07,-6.7e+07,0,-6.7e+07,-4.9e+07,-4.9e+07,-1.09e+08,6e+07,-3.49e+08,1.4e+07,-3.63e+08,3e+06,-3.95e+08,-1.15e+08,-1.15e+08,-1.15e+08,4.21e+08,3.79e+09,4.9e+08,0.42857,0.24088,0.13754,0.05493,0.01945,2.70718,0.97174,1.82489,0.40718,0.37243,0.3664,2.70782,6.77984,1.00823,4,0.02287,0.06192,8.30404,11.02839
"21","2015_Q2",40.2095238095238,"Up",1.275e+09,-7.23e+08,5.52e+08,-2.38e+08,-2.38e+08,3.14e+08,-4e+07,-4.1e+07,2.74e+08,2.74e+08,-9.6e+07,0,1.78e+08,1.78e+08,1.78e+08,1.78e+08,2.96e+08,2.96e+08,7.65e+08,7.65e+08,4.37e+08,3.98e+08,1.498e+09,3.38e+08,7.499e+09,1.974e+09,5.204e+09,3.21e+08,7.837e+09,9.335e+09,9.36e+08,9.36e+08,9.5e+07,4.7e+08,1.501e+09,3.757e+09,8.59e+08,7.2e+08,1.39e+08,4.616e+09,6.117e+09,9e+08,-5.141e+09,7.53e+09,-7.1e+07,3.218e+09,3.218e+09,9.335e+09,1.78e+08,1.78e+08,1.02e+08,2.1e+07,1.8e+07,4e+06,-1e+06,4.5e+07,3.4e+07,1.1e+07,3.46e+08,-9e+07,-9e+07,-192585.541652258,-9e+07,4.9e+07,4.9e+07,-3.81e+08,4.3e+08,-3.03e+08,2.8e+07,-3.31e+08,0,-2.54e+08,2e+06,2e+06,2e+06,4.16e+08,3.852e+09,4.67e+08,0.43294,0.24627,0.13961,0.05531,0.01907,2.6236,0.998,1.90087,0.41264,0.3727,0.36626,2.6696,6.73786,0.97781,7,0.02245,0.0589,8.54808,11.32484
"22","2015_Q3",43.2546875,"Up",1.298e+09,-7.1e+08,5.88e+08,-2.62e+08,-2.62e+08,3.26e+08,-4.9e+07,-4.9e+07,2.77e+08,1.92e+08,-6.6e+07,1e+06,1.27e+08,1.27e+08,1.27e+08,1.27e+08,5.3e+08,5.3e+08,7.46e+08,7.46e+08,4.38e+08,3.98e+08,1.714e+09,3.82e+08,7.492e+09,1.94e+09,5.204e+09,3.48e+08,7.874e+09,9.588e+09,8.98e+08,8.98e+08,5e+06,4.33e+08,1.336e+09,4.231e+09,8.78e+08,7.12e+08,1.66e+08,5.109e+09,6.445e+09,9.24e+08,-5.372e+09,7.657e+09,-6.6e+07,3.143e+09,3.143e+09,9.588e+09,1.27e+08,1.27e+08,1.04e+08,6.2e+07,1.8e+07,-1.3e+07,5.7e+07,-3.9e+07,1.9e+07,-5.8e+07,2.54e+08,-1.13e+08,-1.13e+08,-3.72529029846191e-09,-1.13e+08,2.88e+08,2.88e+08,-1.674e+09,1.962e+09,-2.24e+08,1.9e+07,-2.43e+08,2.9e+07,9.3e+07,2.34e+08,2.34e+08,2.34e+08,4.3e+08,4.236e+09,3.44e+08,0.453,0.25116,0.09784,0.04041,0.01325,2.70866,1.28293,2.05059,0.4418,0.2685,0.26414,2.74419,6.64482,0.72727,7,0.01538,0.04166,8.6186,11.3681
"23","2015_Q4",46.95609375,"Up",1.313e+09,-7.13e+08,6e+08,-2.58e+08,-2.58e+08,3.42e+08,-4.1e+07,-4.1e+07,3.01e+08,3.01e+08,-1.17e+08,3.4e+07,2.18e+08,2.18e+08,2.18e+08,2.18e+08,3.09e+08,3.09e+08,7.83e+08,7.83e+08,4.39e+08,4.02e+08,1.531e+09,3.97e+08,7.459e+09,1.906e+09,5.201e+09,3.52e+08,7.856e+09,9.387e+09,1.006e+09,1.006e+09,5e+06,4e+08,1.411e+09,4.23e+09,8.77e+08,7.2e+08,1.57e+08,5.107e+09,6.518e+09,9.44e+08,-5.875e+09,7.875e+09,-7.5e+07,2.869e+09,2.869e+09,9.387e+09,2.18e+08,2.18e+08,1.06e+08,2.5e+07,1.5e+07,7e+06,3e+06,6e+06,-3.7e+07,4.3e+07,3.55e+08,-8.9e+07,-8.9e+07,-4e+06,-9.3e+07,-3e+06,-3e+06,-3e+06,0,-4.79e+08,1.3e+07,-4.92e+08,-1e+06,-4.83e+08,-2.21e+08,-2.21e+08,-2.21e+08,4.48e+08,4.235e+09,4.82e+08,0.45697,0.26047,0.16603,0.07598,0.02322,2.21101,1.08505,2.27187,0.45116,0.46801,0.45992,2.81881,6.1593,1.03478,6,0.02731,0.06039,8.76339,11.47953
"24","2016_Q1",47.4183606557377,"Up",1.368e+09,-7.63e+08,6.05e+08,-2.76e+08,-2.76e+08,3.29e+08,-3.9e+07,-3.9e+07,2.9e+08,2.9e+08,-9.8e+07,-3e+06,1.89e+08,1.89e+08,1.89e+08,1.89e+08,2.75e+08,2.75e+08,8.02e+08,8.02e+08,4.29e+08,4.29e+08,1.506e+09,3.96e+08,7.438e+09,1.872e+09,5.2e+09,3.66e+08,7.834e+09,9.34e+09,1.024e+09,1.024e+09,5e+06,4.73e+08,1.502e+09,4.288e+09,8.9e+08,7.26e+08,1.64e+08,5.178e+09,6.68e+09,9.56e+08,-6.286e+09,8.064e+09,-7.4e+07,2.66e+09,2.66e+09,9.34e+09,1.89e+08,1.89e+08,1.05e+08,3.3e+07,1.4e+07,2.2e+07,-3e+06,6.4e+07,-1.8e+07,8.2e+07,3.91e+08,-6.7e+07,-6.7e+07,3e+06,-6.4e+07,8e+07,8e+07,-6.49e+08,7.29e+08,-4.45e+08,1.1e+07,-4.56e+08,4e+06,-3.61e+08,-33999999.9999999,-3.4e+07,-3.4e+07,4.34e+08,4.293e+09,5.29e+08,0.44225,0.2405,0.13816,0.07105,0.02024,2.79894,1.00266,2.51128,0.45964,0.41557,0.40803,3.00792,5.84872,1.16315,8,0.0241,0.06745,9.25806,12.21277
"25","2016_Q2",51.46921875,"Up",1.331e+09,-7.34e+08,5.97e+08,-2.58e+08,-2.58e+08,3.39e+08,-4.7e+07,-4e+07,2.92e+08,2.92e+08,-1.49e+08,1.46e+08,2.89e+08,2.89e+08,2.89e+08,2.89e+08,2.83e+08,2.83e+08,8.05e+08,8.05e+08,3.88e+08,3.88e+08,1.476e+09,4.01e+08,7.675e+09,1.909e+09,5.38e+09,3.86e+08,8.076e+09,9.552e+09,1.058e+09,1.058e+09,4e+06,4.8e+08,1.542e+09,4.445e+09,8.81e+08,7.21e+08,1.6e+08,5.326e+09,6.868e+09,9.64e+08,-6.564e+09,8.353e+09,-6.9e+07,2.684e+09,2.684e+09,9.552e+09,2.89e+08,2.89e+08,1e+08,1.8e+07,2.2e+07,-6e+06,2e+06,1.02e+08,1e+07,9.2e+07,5.09e+08,-7.2e+07,-7.2e+07,4903591.51856572,-3.37e+08,1.56e+08,1.56e+08,-5.59e+08,7.15e+08,-3.29e+08,3e+07,-3.59e+08,9e+06,-1.64e+08,8e+06,8e+06,8e+06,4.39e+08,4.449e+09,6.18e+08,0.44853,0.2547,0.21713,0.10768,0.03026,2.13841,0.9572,2.55887,0.46577,0.64653,0.63572,2.97763,6.00447,1.38255,7,0.03606,0.07712,9.48975,12.28909
"26","2016_Q3",52.4421875,"Up",1.363e+09,-7.27e+08,6.36e+08,-2.74e+08,-2.74e+08,3.62e+08,-4e+07,-4e+07,3.22e+08,3.22e+08,-1.1e+08,0,2.12e+08,2.12e+08,2.12e+08,2.12e+08,2.63e+08,2.63e+08,8.12e+08,8.12e+08,4.11e+08,4.11e+08,1.486e+09,3.94e+08,7.65e+09,1.893e+09,5.38e+09,3.77e+08,8.044e+09,9.53e+09,1.006e+09,1.006e+09,6e+06,4.4e+08,1.452e+09,4.548e+09,8.88e+08,7.34e+08,1.54e+08,5.436e+09,6.888e+09,9.82e+08,-6.831e+09,8.565e+09,-7.4e+07,2.642e+09,2.642e+09,9.53e+09,2.12e+08,2.12e+08,1.02e+08,-2e+06,1.7e+07,1.1e+07,-3e+07,-1.34e+08,-7e+06,-1.27e+08,1.78e+08,-7.3e+07,-7.3e+07,2e+06,-7.1e+07,1.02e+08,1.02e+08,-4.32e+08,5.34e+08,-2.57e+08,1.7e+07,-2.74e+08,2.8e+07,-1.27e+08,-2e+07,-2e+07,-2e+07,4.64e+08,4.554e+09,3.67e+08,0.46662,0.26559,0.15554,0.08024,0.02225,1.73113,1.02342,2.60712,0.47786,0.47748,0.46986,3.06982,5.95045,0.82658,6,0.02622,0.0454,9.24784,11.85359
"27","2016_Q4",51.3655555555556,"Down",1.38e+09,-7.37e+08,6.43e+08,-2.74e+08,-2.74e+08,3.69e+08,-4.1e+07,-4.1e+07,3.28e+08,3.28e+08,-1.14e+08,0,2.14e+08,2.14e+08,2.14e+08,2.14e+08,3.03e+08,3.03e+08,8.3e+08,8.3e+08,4.67e+08,4.67e+08,1.6e+09,4.03e+08,7.634e+09,1.868e+09,5.375e+09,3.91e+08,8.037e+09,9.637e+09,1.129e+09,1.129e+09,6e+06,4.13e+08,1.548e+09,4.624e+09,8.96e+08,7.42e+08,1.54e+08,5.52e+09,7.068e+09,1.005e+09,-7.146e+09,8.779e+09,-6.9e+07,2.569e+09,2.569e+09,9.637e+09,2.14e+08,2.14e+08,1.04e+08,8e+06,1.5e+07,2e+06,-9e+06,2.9e+07,-1.8e+07,4.7e+07,3.55e+08,-7.8e+07,-7.8e+07,0,-7.8e+07,7.3e+07,7.3e+07,-3.89e+08,4.62e+08,-3.19e+08,1.8e+07,-3.37e+08,9e+06,-2.37e+08,4e+07,4e+07,4e+07,4.73e+08,4.63e+09,5.38e+08,0.46594,0.26739,0.15507,0.0833,0.02221,2.51402,1.03359,2.75127,0.48044,0.48814,0.48047,3.14781,5.85995,1.22719,6,0.02644,0.06646,9.14799,11.72629
"28","2017_Q1",56.1301612903226,"Up",1.431e+09,-7.61e+08,6.7e+08,-2.95e+08,-2.95e+08,3.75e+08,-4.2e+07,-4.2e+07,3.33e+08,3.33e+08,-1.19e+08,1e+06,2.15e+08,2.15e+08,2.15e+08,2.15e+08,3e+08,3e+08,9.02e+08,9.02e+08,5.26e+08,5.26e+08,1.728e+09,4.05e+08,7.61e+09,1.833e+09,5.373e+09,4.04e+08,8.015e+09,9.743e+09,1.242e+09,1.242e+09,9.5e+07,4.83e+08,1.82e+09,4.467e+09,9.15e+08,7.62e+08,1.53e+08,5.382e+09,7.202e+09,1.024e+09,-7.401e+09,8.994e+09,-7.6e+07,2.541e+09,2.541e+09,9.743e+09,2.15e+08,2.15e+08,1.05e+08,3.3e+07,1.4e+07,1.4e+07,5e+06,3.6e+07,-7.3e+07,1.09e+08,3.89e+08,-6.7e+07,-6.7e+07,-1e+06,-6.8e+07,-6.8e+07,-6.8e+07,-4.83e+08,4.15e+08,-2.61e+08,1.4e+07,-2.75e+08,5e+06,-3.24e+08,-3000000.00000001,-2999999.99999999,-3000000.00000001,4.8e+08,4.562e+09,5.68e+08,0.4682,0.26205,0.15024,0.08461,0.02207,2.64186,0.94945,2.83432,0.46823,0.49654,0.48864,3.30485,5.86836,1.31178,8,0.02681,0.07084,8.87917,11.36533
"29","2017_Q2",60.4853968253968,"Up",1.394e+09,-7.52e+08,6.42e+08,-2.77e+08,-2.77e+08,3.65e+08,-4.2e+07,-4.2e+07,3.23e+08,3.23e+08,-1.02e+08,2.6e+07,2.47e+08,2.47e+08,2.47e+08,2.47e+08,3.08e+08,3.08e+08,8.61e+08,8.61e+08,4.46e+08,4.46e+08,1.615e+09,4e+08,7.681e+09,1.838e+09,5.432e+09,4.11e+08,8.081e+09,9.696e+09,1.205e+09,1.205e+09,9.1e+07,4.94e+08,1.79e+09,4.547e+09,9.35e+08,7.67e+08,1.68e+08,5.482e+09,7.272e+09,1.003e+09,-7.753e+09,9.241e+09,-6.7e+07,2.424e+09,2.424e+09,9.696e+09,2.47e+08,2.47e+08,1.08e+08,1.8e+07,1.6e+07,-3e+06,5e+06,9e+07,4.2e+07,4.8e+07,4.63e+08,-7.6e+07,-7.6e+07,0,-1.54e+08,7.5e+07,7.5e+07,-5.22e+08,5.97e+08,-3.76e+08,2.8e+07,-4.04e+08,3027243.25345298,-3.01e+08,8e+06,8e+06,8e+06,4.73e+08,4.638e+09,5.89e+08,0.46055,0.26184,0.17719,0.1019,0.02547,2.38462,0.90223,3,0.47834,0.57576,0.56341,3.24942,5.65035,1.37296,6,0.03089,0.07365,9.15433,11.86301
