"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",20.5475806451613,"Up",2.1808e+10,-2.1002e+10,8.06e+08,-3.9e+08,-3.9e+08,4.16e+08,2.5e+07,-7.6e+07,1.13e+08,-1.2e+07,4.41e+08,2.95e+08,-1.11e+08,1.84e+08,1.84e+08,-2e+06,1.82e+08,1.82e+08,1.742e+09,1.235e+09,3.003e+09,3.003e+09,1.3699e+10,1.171e+10,1.171e+10,3.0154e+10,9.883e+09,2.2971e+10,-1.3088e+10,1.098e+09,5.57e+08,1.4606e+10,4.476e+10,3.674e+09,3.674e+09,3.946e+09,3.678e+09,2.68e+08,9.942e+09,9.942e+09,1.7562e+10,6.547e+09,6.547e+09,2.21e+09,7.75e+08,1.435e+09,8.757e+09,2.6319e+10,6.13e+09,6.13e+09,1.2841e+10,-7.34e+08,1.8237e+10,2.04e+08,1.8441e+10,4.476e+10,1.84e+08,2.17e+08,-2.49e+08,2.2e+07,1.02e+08,-3.73e+08,3.31e+08,4.72e+08,-1.415e+09,7.7e+07,4.83e+08,-2.44e+08,8e+06,8e+06,-2.52e+08,-2.52e+08,-2.1e+07,2.2e+07,-5.62e+08,-1.15e+08,1.38e+08,0,2.3e+07,-5.6e+07,-5.6e+07,-5.6e+07,6.33e+08,1.0493e+10,8.31e+08,0.03696,0.01908,0.00835,0.00987,0.00407,4.56593,1.717,1.4272,0.23443,0.27534,0.27534,32.99244,27.59002,1.25719,0.17398,0.00954,0.02668,0.63187,13.82464,21.03606
"12","2013_Q1",23.4671666666667,"Up",2.4921e+10,-2.3925e+10,9.96e+08,-4.79e+08,-4.79e+08,5.17e+08,1.97e+08,-7.8e+07,1.42e+08,1.33e+08,7.14e+08,7.02e+08,-1.92e+08,5.1e+08,5.1e+08,0,5.1e+08,5.1e+08,2.29e+09,1.714e+09,3.45e+09,3.45e+09,1.3836e+10,1.0186e+10,1.0186e+10,2.9762e+10,1.0123e+10,2.3173e+10,-1.305e+10,1.364e+09,6.05e+08,1.5374e+10,4.5136e+10,9.388e+09,4.787e+09,3.084e+09,2.816e+09,2.68e+08,4.521e+09,4.521e+09,1.6993e+10,6.456e+09,6.456e+09,2.556e+09,1.267e+09,1.289e+09,9.012e+09,2.6005e+10,6.134e+09,6.134e+09,1.3236e+10,-4.5e+08,1.892e+10,2.11e+08,1.9131e+10,4.5136e+10,5.1e+08,2.18e+08,2.7e+07,8e+06,1.6e+07,3000000.00000024,1.24e+09,-4.34e+08,-9.7e+07,6.58e+08,1.995e+09,1.25e+08,4.88e+08,4.88e+08,-3.63e+08,-3.63e+08,-5e+06,4.8e+07,-4.11e+08,-1.15e+08,-7.95e+08,-1.95e+08,-1.105e+09,4.79e+08,4.79e+08,4.79e+08,7.35e+08,9.54e+09,2.292e+09,0.03997,0.02075,0.02046,0.02666,0.0113,4.49412,1.75143,1.35931,0.21136,0.77273,0.77273,37.75909,28.66667,3.47273,0.17424,0.02001,0.0734,0.22549,9.86395,14.02321
"13","2013_Q2",25.6084375,"Up",2.1727e+10,-2.0971e+10,7.56e+08,-4.36e+08,-4.36e+08,3.2e+08,5.5e+07,-7.9e+07,1.37e+08,-3e+06,3.75e+08,3.75e+08,-1.05e+08,2.7e+08,2.7e+08,-1e+06,2.69e+08,2.69e+08,1.631e+09,1.448e+09,3.553e+09,3.553e+09,1.2408e+10,1.0273e+10,1.0273e+10,2.7865e+10,1.0122e+10,2.3253e+10,-1.3131e+10,1.304e+09,7.6e+08,1.5361e+10,4.3226e+10,3.474e+09,3.474e+09,3.489e+09,2.358e+09,1.131e+09,9.179e+09,9.179e+09,1.6142e+10,5.374e+09,5.374e+09,2.734e+09,1.256e+09,1.478e+09,8.108e+09,2.425e+10,6.175e+09,6.175e+09,1.3369e+10,-5.91e+08,1.8953e+10,2.3e+07,1.8976e+10,4.3226e+10,2.7e+08,2.27e+08,-3.78e+08,1.5e+07,-6e+06,-3.87e+08,2.38e+08,-1.46e+08,1.386e+09,5.5e+08,3.57e+08,-2.38e+08,1e+07,1e+07,-2.48e+08,-2.48e+08,-1.6e+07,3.2e+07,1.69e+08,-1.25e+08,-6.74e+08,7e+06,-7.92e+08,-2.66e+08,-2.66e+08,-2.66e+08,5.47e+08,8.863e+09,6.52e+08,0.0348,0.01473,0.01238,0.01418,0.00622,2.42379,1.72624,1.27793,0.20504,0.40696,0.40634,32.86989,28.67322,0.98638,0.18911,0.01289,0.02133,0.46468,13.22121,22.6
"14","2013_Q3",28.08625,"Up",2.2541e+10,-2.1734e+10,8.07e+08,-4.52e+08,-4.52e+08,3.55e+08,-3.8e+07,-7.8e+07,6.2e+07,-2.2e+07,3.17e+08,3.17e+08,-9.1e+07,2.26e+08,2.26e+08,-3e+06,2.23e+08,2.23e+08,2.029e+09,1.848e+09,3.52e+09,3.52e+09,1.0194e+10,9.293e+09,9.293e+09,2.5036e+10,1.0091e+10,2.3359e+10,-1.3268e+10,1.246e+09,7.01e+08,1.5202e+10,4.0238e+10,2.971e+09,2.971e+09,2.158e+09,1.016e+09,1.142e+09,7.994e+09,7.994e+09,1.3123e+10,5.366e+09,5.366e+09,2.736e+09,1.267e+09,1.469e+09,8.102e+09,2.1225e+10,6.15e+09,6.15e+09,1.3478e+10,-6.38e+08,1.899e+10,2.3e+07,1.9013e+10,4.0238e+10,2.26e+08,2.27e+08,-3999999.99999994,4e+06,-5.9e+07,50999999.9999999,1.542e+09,4.9e+07,2.241e+09,-2.41e+08,1.991e+09,-1.78e+08,15999999.9999999,1.6e+07,-1.94e+08,-1.94e+08,3.72529029846191e-09,1.34e+08,-1.11e+08,-1.25e+08,-1.353e+09,9000000.00000003,-1.48e+09,4e+08,4e+08,4e+08,5.82e+08,7.524e+09,2.037e+09,0.0358,0.01575,0.00989,0.01173,0.00554,9.13453,1.9078,1.11634,0.18699,0.33737,0.33635,34.10136,28.7292,3.08169,0.18911,0.01189,0.06959,0.56054,9.44158,15.47887
"15","2013_Q4",31.35578125,"Up",2.1393e+10,-2.0237e+10,1.156e+09,-4.29e+08,-4.29e+08,7.27e+08,5e+06,-9.3e+07,6.3e+07,3.5e+07,7.32e+08,7.09e+08,-2.28e+08,4.81e+08,4.81e+08,-5e+06,4.76e+08,4.76e+08,3.494e+09,3.252e+09,3.447e+09,3.447e+09,9.278e+09,9.871e+09,9.871e+09,2.609e+10,1.0125e+10,2.3437e+10,-1.3312e+10,1.365e+09,8.13e+08,1.5358e+10,4.1448e+10,2.942e+09,2.942e+09,1.52e+09,3.64e+08,1.156e+09,9.291e+09,9.291e+09,1.3753e+10,5.364e+09,5.364e+09,2.765e+09,1.282e+09,1.483e+09,8.129e+09,2.1882e+10,6.108e+09,6.108e+09,1.3828e+10,-3.98e+08,1.9538e+10,2.8e+07,1.9566e+10,4.1448e+10,4.81e+08,2.27e+08,-1.9e+08,1.1e+07,6.9e+07,-2.7e+08,2.003e+09,1.89e+08,1.161e+09,7.48e+08,2.521e+09,-2.07e+08,1e+07,1e+07,-2.17e+08,-2.17e+08,-1.9e+07,2.2e+07,-2.32e+08,-1.26e+08,-7.04e+08,2.9e+07,-8.85e+08,1.404e+09,1.404e+09,1.404e+09,9.54e+08,6.884e+09,2.978e+09,0.05404,0.03398,0.02225,0.02433,0.01148,6.2563,1.89704,1.11837,0.16609,0.72012,0.71687,32.3646,29.55825,4.5053,0.19062,0.02061,0.10193,0.26471,3.55346,4.663
"16","2014_Q1",32.1452459016393,"Up",2.4143e+10,-2.2973e+10,1.17e+09,-4.42e+08,-4.42e+08,7.28e+08,1.31e+08,-6.1e+07,1.49e+08,4.3e+07,8.59e+08,6.23e+08,-2.46e+08,3.77e+08,3.77e+08,-3e+06,3.74e+08,3.74e+08,3.554e+09,3.121e+09,3.224e+09,3.224e+09,1.1441e+10,1.0311e+10,1.0311e+10,2.853e+10,1.0137e+10,2.353e+10,-1.3393e+10,1.039e+09,4.78e+08,1.5222e+10,4.3752e+10,9.345e+09,4.513e+09,1.523e+09,3.58e+08,1.165e+09,4.79e+09,4.79e+09,1.5658e+10,5.347e+09,5.347e+09,2.553e+09,1.448e+09,1.105e+09,7.9e+09,2.3558e+10,6.136e+09,6.136e+09,1.4077e+10,-5.7e+07,2.0156e+10,3.8e+07,2.0194e+10,4.3752e+10,3.77e+08,2.28e+08,2.8e+08,1.3e+07,1.57e+08,1.1e+08,-5.28e+08,2.04e+08,-2.247e+09,-3.48e+08,3.57e+08,-2.04e+08,5e+07,5e+07,-2.54e+08,-2.54e+08,-9e+06,2e+06,-4.03e+08,-1.25e+08,1.8e+07,2.8e+07,-8.5e+07,-1.31e+08,-1.31e+08,-1.31e+08,9.56e+08,6.87e+09,4.7e+08,0.04846,0.03015,0.01549,0.01852,0.00855,1.25668,1.82207,1.16658,0.15702,0.56581,0.5641,36.52496,30.49319,0.71104,0.18911,0.01685,0.01587,0.33422,3.46862,4.55495
"17","2014_Q2",34.6452380952381,"Up",2.0696e+10,-2.0021e+10,6.75e+08,-3.93e+08,-3.93e+08,2.82e+08,8.4e+07,-7.1e+07,1.32e+08,2.3e+07,3.66e+08,3.66e+08,-9.8e+07,2.68e+08,2.68e+08,-1e+06,2.67e+08,2.67e+08,1.535e+09,1.083e+09,2.779e+09,2.779e+09,1.1394e+10,1.0518e+10,1.0518e+10,2.6226e+10,1.0102e+10,2.3632e+10,-1.353e+10,1.197e+09,4.39e+08,1.5218e+10,4.1444e+10,8.737e+09,3.653e+09,3.2e+08,3e+08,2e+07,4.399e+09,4.399e+09,1.3456e+10,5.353e+09,5.353e+09,2.573e+09,1.48e+09,1.093e+09,7.926e+09,2.1382e+10,5.995e+09,5.995e+09,1.4186e+10,-1.58e+08,2.0023e+10,3.9e+07,2.0062e+10,4.1444e+10,2.68e+08,2.19e+08,-5.06e+08,2e+07,-6.6e+07,-4.6e+08,-3.39e+08,4.33e+08,2.8e+07,5.1e+07,-3.58e+08,-1.82e+08,6e+06,6e+06,-1.88e+08,-1.88e+08,-266182937.340515,7.8e+07,-1.45e+08,-1.58e+08,-1.216e+09,1.4e+07,-1.535e+09,-2.038e+09,-2.038e+09,-2.038e+09,5.01e+08,5.673e+09,7.8e+07,0.03261,0.01363,0.0129,0.01331,0.00644,0.29213,1.94902,1.0658,0.13688,0.40455,0.40271,31.35758,30.33788,0.11818,0.23939,0.01501,0.00276,0.59176,8.25948,14.67376
"18","2014_Q3",38.65046875,"Up",2.1494e+10,-2.0322e+10,1.172e+09,-4.26e+08,-4.26e+08,7.46e+08,2e+07,-5.5e+07,7.8e+07,-3e+06,7.66e+08,7.35e+08,-2.03e+08,5.32e+08,5.32e+08,1e+06,5.33e+08,5.33e+08,1.996e+09,1.63e+09,4.089e+09,4.089e+09,9.024e+09,9.549e+09,9.549e+09,2.4658e+10,1.011e+10,2.3801e+10,-1.3691e+10,1.204e+09,4.51e+08,1.5272e+10,3.993e+10,8.28e+09,2.904e+09,2.53e+08,2.33e+08,2e+07,3.358e+09,3.358e+09,1.1891e+10,5.369e+09,5.369e+09,2.451e+09,1.489e+09,9.62e+08,7.82e+09,1.9711e+10,5.692e+09,5.692e+09,1.4562e+10,-7e+07,2.0184e+10,3.5e+07,2.0219e+10,3.993e+10,5.32e+08,2.13e+08,-6.3e+07,1.3e+07,3.4e+07,-1.1e+08,6.59e+08,-1.329e+09,2.373e+09,3.66e+08,1.341e+09,-1.97e+08,1.3e+07,1.3e+07,-2.1e+08,-2.1e+08,-3.1e+07,2.5e+07,-1.12e+08,-1.57e+08,-73999999.9999998,-1.33e+08,-6.82e+08,5.47e+08,5.47e+08,5.47e+08,9.59e+08,5.622e+09,1.624e+09,0.05453,0.03471,0.0248,0.02636,0.01335,3.0469,2.07367,0.97488,0.1408,0.8125,0.8088,32.76524,30.76829,2.47561,0.23933,0.02439,0.0574,0.29456,3.78102,4.86059
"19","2014_Q4",39.47359375,"Up",1.8117e+10,-1.6647e+10,1.47e+09,-4.51e+08,-4.51e+08,1.019e+09,1.4e+07,-6.3e+07,2.1e+07,5.6e+07,1.033e+09,1.033e+09,-2.85e+08,7.48e+08,7.48e+08,-1e+06,7.47e+08,7.47e+08,4.887e+09,4.539e+09,2.121e+09,2.121e+09,8.034e+09,1.1597e+10,1.1597e+10,2.6639e+10,9.995e+09,2.3655e+10,-1.366e+10,1.156e+09,4.24e+08,1.5182e+10,4.1821e+10,8.879e+09,3.134e+09,1.95e+08,1.77e+08,1.8e+07,4.677e+09,4.677e+09,1.3751e+10,5.346e+09,5.346e+09,2.463e+09,1.522e+09,9.41e+08,7.809e+09,2.156e+10,5.541e+09,5.541e+09,1.5154e+10,-4.69e+08,2.0226e+10,3.5e+07,2.0261e+10,4.1821e+10,7.48e+08,2.14e+08,-4.73e+08,1e+07,1.9e+07,-5.02e+08,2.952e+09,1.853e+09,7.8e+08,2.4e+07,3.441e+09,-1.97e+08,1e+07,1e+07,-2.07e+08,-2.07e+08,-5e+06,2.3e+07,-1.63e+08,-1.55e+08,-5.4e+07,4.9e+07,-3.69e+08,2.909e+09,2.909e+09,2.909e+09,1.233e+09,5.541e+09,4.273e+09,0.08114,0.05625,0.04123,0.03687,0.01786,5.72021,1.93724,1.06411,0.13249,1.14923,1.14395,27.87231,31.11692,6.57385,0.23846,0.03191,0.15118,0.2075,0.53041,0.64181
"20","2015_Q1",37.9039344262295,"Down",2.0894e+10,-1.9443e+10,1.451e+09,-6.63e+08,-6.63e+08,7.88e+08,2.82e+08,-5.6e+07,1.41e+08,1.97e+08,1.07e+09,9.96e+08,-2.91e+08,7.05e+08,7.05e+08,-4e+06,7.01e+08,7.01e+08,1.614e+09,1.099e+09,2.704e+09,2.704e+09,9.374e+09,1.2336e+10,1.0933e+10,2.6028e+10,9.851e+09,2.2765e+10,-1.2914e+10,3.741e+09,3.49e+08,1.7969e+10,4.3997e+10,1.02e+10,4.326e+09,1.32e+08,1.08e+08,2.4e+07,5.27e+09,5.27e+09,1.5602e+10,5.528e+09,5.528e+09,3.237e+09,1.662e+09,1.575e+09,8.765e+09,2.4367e+10,5.115e+09,5.115e+09,1.5701e+10,-1.241e+09,1.9575e+10,5.5e+07,1.963e+10,4.3997e+10,7.05e+08,2.48e+08,-3.57e+08,1.2e+07,-4.6e+07,-3.23e+08,-7.7e+07,-5.32e+08,-1.907e+09,1.149e+09,5.19e+08,9.6e+07,3.85e+08,3.85e+08,-2.89e+08,-2.89e+08,-2.906e+09,-6e+06,-2.987e+09,-1.54e+08,-3.64e+08,7999999.99999997,-9.91e+08,-3.459e+09,-3.459e+09,-3.459e+09,1.036e+09,5.66e+09,1.346e+09,0.06945,0.03771,0.03355,0.03571,0.01593,1.92011,1.66825,1.24131,0.12865,1.08514,1.08012,32.34365,30.30186,2.08359,0.23839,0.02997,0.04718,0.21969,3.90541,5.13452
"21","2015_Q2",40.372380952381,"Up",1.7506e+10,-1.6404e+10,1.102e+09,-4.98e+08,-4.98e+08,6.04e+08,8.6e+07,-6.3e+07,1.39e+08,1e+07,6.9e+08,6.9e+08,-1.97e+08,4.93e+08,4.93e+08,0,4.93e+08,4.93e+08,1.296e+09,8.9e+08,2.036e+09,2.036e+09,8.372e+09,1.2192e+10,1.0874e+10,2.3896e+10,9.833e+09,2.279e+10,-1.2957e+10,3.52e+09,3.96e+08,1.7819e+10,4.1715e+10,8.99e+09,3.142e+09,8.66e+08,8.48e+08,1.8e+07,4.379e+09,4.379e+09,1.4235e+10,5.575e+09,5.575e+09,3.148e+09,1.614e+09,1.534e+09,8.723e+09,2.2958e+10,4.584e+09,4.584e+09,1.6019e+10,-1.879e+09,1.8724e+10,3.3e+07,1.8757e+10,4.1715e+10,4.93e+08,2.16e+08,-1e+06,2.6e+07,4e+06,-3.1e+07,-6.63e+08,5.5e+08,7.39e+08,-8.81e+08,4.5e+07,-2.38e+08,6e+06,6e+06,-2.44e+08,-2.44e+08,0,-1.23e+08,-2.61e+08,-1.77e+08,7.43e+08,7e+06,7e+06,-2.09e+08,-2.09e+08,-2.09e+08,8.2e+08,6.441e+09,1.16e+08,0.06295,0.0345,0.02816,0.02628,0.01182,0.23529,1.67868,1.22397,0.1544,0.77516,0.77152,27.52516,29.44025,0.18239,0.2783,0.02364,0.00409,0.35903,6.27439,8.51821
"22","2015_Q3",36.74953125,"Down",1.7186e+10,-1.6222e+10,9.64e+08,-5.33e+08,-5.33e+08,4.31e+08,1.26e+08,-6.4e+07,8.7e+07,1.03e+08,5.57e+08,5.26e+08,-1.43e+08,3.83e+08,3.83e+08,3e+06,3.86e+08,3.86e+08,1.176e+09,8.67e+08,2.224e+09,2.224e+09,7.845e+09,1.1343e+10,9.899e+09,2.2588e+10,9.897e+09,2.3044e+10,-1.3147e+10,3.661e+09,4.05e+08,1.798e+10,4.0568e+10,8.38e+09,3.017e+09,9.58e+08,1.57e+08,8.01e+08,3.521e+09,3.521e+09,1.2859e+10,5.965e+09,5.965e+09,3.186e+09,1.618e+09,1.568e+09,9.151e+09,2.201e+10,4.017e+09,4.017e+09,1.6232e+10,-1.705e+09,1.8544e+10,1.4e+07,1.8558e+10,4.0568e+10,3.83e+08,2.25e+08,2.4e+07,1.6e+07,2.5e+07,-1.7e+07,-2.7e+08,-1.27e+08,5.95e+08,-5.83e+08,3.62e+08,-1.67e+08,1.29e+08,1.29e+08,-2.96e+08,-2.96e+08,-1.94e+08,1.25e+08,-1.46e+08,-1.73e+08,5.23e+08,9e+06,-2.39e+08,-2.3e+07,-2.3e+07,-2.3e+07,6.56e+08,6.923e+09,3.62e+08,0.05609,0.02508,0.02246,0.0208,0.00951,0.93782,1.75659,1.18601,0.17065,0.61859,0.61563,27.54167,29.71795,0.58013,0.27724,0.0195,0.01263,0.44819,8.76067,13.33411
"23","2015_Q4",32.44515625,"Down",1.6565e+10,-1.5476e+10,1.089e+09,-5.19e+08,-5.19e+08,5.7e+08,-1.38e+08,-5.6e+07,6.1e+07,-1.43e+08,4.32e+08,3.67e+08,-1.14e+08,2.53e+08,2.53e+08,-1e+06,2.52e+08,2.52e+08,1.137e+09,7.2e+08,2.132e+09,2.132e+09,7.428e+09,1.2348e+10,1.1349e+10,2.3045e+10,9.9e+09,2.321e+10,-1.331e+10,3.587e+09,3.74e+08,1.7832e+10,4.0877e+10,8.872e+09,3.072e+09,9.53e+08,9.39e+08,1.4e+07,4.305e+09,4.305e+09,1.413e+10,5.829e+09,5.829e+09,3.04e+09,1.678e+09,1.362e+09,8.869e+09,2.2999e+10,3.412e+09,3.412e+09,1.6313e+10,-1.862e+09,1.7863e+10,1.5e+07,1.7878e+10,4.0877e+10,2.53e+08,2.17e+08,-6.26e+08,2.2e+07,-2.4e+07,-6.24e+08,8.47e+08,7.2e+07,3.53e+08,3.94e+08,6.91e+08,1.8e+08,4.59e+08,4.59e+08,-2.79e+08,-2.79e+08,-1.5e+07,3e+06,1e+08,-1.7e+08,-1.51e+08,7e+06,-9.38e+08,-1.47e+08,-1.47e+08,-1.47e+08,7.87e+08,6.782e+09,1.928e+09,0.06574,0.03441,0.01521,0.0141,0.00616,7.65079,1.63093,1.28644,0.16591,0.41176,0.40976,27.06699,29.18791,3.15033,0.27778,0.01523,0.0696,0.6746,7.17281,9.90351
"24","2016_Q1",28.4434426229508,"Down",1.6445e+10,-1.5634e+10,8.11e+08,-4.35e+08,-4.35e+08,3.76e+08,4.29e+08,-5.4e+07,1.03e+08,3.8e+08,8.05e+08,7.01e+08,1.6e+07,7.17e+08,7.17e+08,1e+06,7.18e+08,7.18e+08,1.348e+09,9.1e+08,1.738e+09,1.738e+09,8.243e+09,1.05e+10,1.05e+10,2.1829e+10,9.853e+09,2.3274e+10,-1.3421e+10,4.135e+09,4.47e+08,1.8328e+10,4.0157e+10,9.294e+09,3.474e+09,9.8e+07,86000000.0000001,11999999.9999999,4.113e+09,4.113e+09,1.3505e+10,5.779e+09,5.779e+09,2.958e+09,1.563e+09,1.395e+09,8.737e+09,2.2242e+10,3.18e+09,3.18e+09,1.6865e+10,-2.146e+09,1.7899e+10,1.6e+07,1.7915e+10,4.0157e+10,7.17e+08,2.24e+08,-9.72e+08,1.5e+07,-1.2e+07,-9.75e+08,6.38e+08,4.18e+08,-8.15e+08,6.11e+08,6.07e+08,8.65e+08,1.171e+09,1.171e+09,-3.06e+08,-3.06e+08,-4.96e+08,4e+06,2.86e+08,-1.67e+08,-8.75e+08,-1.85e+08,-1.479e+09,-5.86e+08,-5.86e+08,-5.86e+08,6e+08,5.877e+09,2.087e+09,0.04932,0.02286,0.04366,0.04008,0.01788,2.90669,1.61636,1.24153,0.14635,1.19667,1.19071,27.40833,29.83167,3.47833,0.27833,0.03308,0.07802,0.23259,7.54833,12.04521
"25","2016_Q2",32.86796875,"Up",1.4384e+10,-1.3603e+10,7.81e+08,-4.79e+08,-4.79e+08,3.02e+08,1.7e+07,-4.8e+07,6.5e+07,0,3.19e+08,3.06e+08,-7.6e+07,2.3e+08,2.3e+08,0,2.3e+08,2.3e+08,1.231e+09,7.06e+08,1.965e+09,1.965e+09,7.914e+09,9.86e+09,9.86e+09,2.097e+10,9.891e+09,2.3581e+10,-1.369e+10,4.29e+09,4.01e+08,1.8711e+10,3.9681e+10,8.394e+09,2.969e+09,7.95e+08,7.83e+08,1.2e+07,3.678e+09,3.678e+09,1.2867e+10,5.851e+09,5.851e+09,3.05e+09,1.621e+09,1.429e+09,8.901e+09,2.1768e+10,2.875e+09,2.875e+09,1.6971e+10,-1.947e+09,1.7899e+10,1.4e+07,1.7913e+10,3.9681e+10,2.3e+08,2.31e+08,-1.9e+07,2.8e+07,5e+07,-9.7e+07,-4.17e+08,-1.72e+08,4.06e+08,-1.24e+08,2.5e+07,-1.69e+08,1.1e+07,1.1e+07,-1.8e+08,-1.8e+08,-2.33e+08,4e+06,-4.48e+08,-1.77e+08,6.93e+08,1e+06,2.21e+08,-2.02e+08,-2.02e+08,-2.02e+08,5.33e+08,6.646e+09,2.3e+07,0.0543,0.021,0.01599,0.01284,0.0058,0.1,1.62975,1.21521,0.16749,0.38655,0.38526,24.17479,30.08235,0.03866,0.29748,0.01474,0.00083,0.76957,10.15947,17.93046
"26","2016_Q3",35.90140625,"Up",1.5629e+10,-1.4892e+10,7.37e+08,-5e+08,-5e+08,2.37e+08,1.82e+08,-4.2e+07,9e+07,1.34e+08,4.19e+08,4.07e+08,-1.19e+08,2.88e+08,2.88e+08,-4e+06,2.84e+08,2.84e+08,7.3e+08,3.34e+08,2.257e+09,2.257e+09,8e+09,9.88e+09,9.88e+09,2.0867e+10,9.802e+09,2.348e+10,-1.3678e+10,4.513e+09,6.48e+08,1.9231e+10,4.0098e+10,8.41e+09,2.77e+09,1.825e+09,1.554e+09,2.71e+08,3.543e+09,3.543e+09,1.3778e+10,5.561e+09,5.561e+09,3.049e+09,1.685e+09,1.364e+09,8.61e+09,2.2388e+10,2.714e+09,2.714e+09,1.7079e+10,-2.138e+09,1.7655e+10,5.5e+07,1.771e+10,4.0098e+10,2.88e+08,2.21e+08,-3.21e+08,1.7e+07,3.6e+07,-3.74e+08,-5.82e+08,-3.05e+08,-1.23e+08,2.9e+07,-3.94e+08,-1.31e+08,85000000.0000001,8.5e+07,-2.16e+08,-2.16e+08,-3.51e+08,4e+06,-3.65e+08,-1.76e+08,7.53e+08,-4000000.00000003,3.82e+08,-3.77e+08,-3.77e+08,-3.77e+08,4.58e+08,7.386e+09,-1.36e+08,0.04716,0.01516,0.01817,0.01604,0.00708,-0.47887,1.51452,1.26414,0.1842,0.48054,0.47811,26.44501,29.8731,-0.23012,0.2978,0.01634,-0.00483000000000001,0.61972,14.53275,28.08439
"27","2016_Q4",37.005873015873,"Up",1.5832e+10,-1.4742e+10,1.09e+09,-5.46e+08,-5.46e+08,5.44e+08,-5.3e+07,-5.5e+07,-2000000.00000001,4e+06,4.91e+08,4.8e+08,-1.36e+08,3.44e+08,3.44e+08,-3e+06,3.41e+08,3.41e+08,9.57e+08,7.01e+08,2.253e+09,2.253e+09,7.228e+09,1.0105e+10,1.0105e+10,2.0543e+10,9.853e+09,2.3655e+10,-1.3802e+10,4.498e+09,6.46e+08,1.931e+10,3.9853e+10,8.407e+09,2.927e+09,4.79e+08,2.07e+08,2.72e+08,3.851e+09,3.851e+09,1.2737e+10,6.594e+09,6.594e+09,2.926e+09,1.642e+09,1.284e+09,9.52e+09,2.2257e+10,2.536e+09,2.536e+09,1.7192e+10,-2.19e+09,1.7538e+10,5.8e+07,1.7596e+10,3.9853e+10,3.44e+08,2.26e+08,4.07e+08,1.3e+07,-5e+07,4.44e+08,6.88e+08,1.4e+07,7.7e+08,-2.52e+08,1.665e+09,-2.17e+08,8e+06,8e+06,-2.25e+08,-2.25e+08,-1.8e+08,7e+06,-4.18e+08,-1.75e+08,-3.12e+08,1.7e+07,-7.37e+08,5.1e+08,5.1e+08,5.1e+08,7.7e+08,7.073e+09,1.377e+09,0.06885,0.03436,0.02154,0.01938,0.00856,4.03812,1.61286,1.26489,0.17748,0.58191,0.57895,27.01706,29.92833,2.34983,0.29863,0.0187,0.0499,0.5132,7.94286,11.24265
