"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","fed_funds_sold_repos","short_long_term_investments","trading_securities","investment_securities_available_for_sale","investment_securities_held_to_maturity","other_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","property_plant_equipment_net","goodwill","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","securities_sold_under_repo","trading_account_liabilities","short_term_borrowings","long_term_debt","derivatives_hedging_liabilities","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","gain_on_sale_of_securities_loans","deferred_income_taxes","change_in_working_capital","trading_assets_liabilities","accrued_interest_payable","other_operating_assets_liabilities","net_cash_from_operating_activities","net_change_in_investments","decrease_in_investments","decrease_in_htm_investments","decrease_in_afs_investments","increase_in_investments","increase_in_htm_investments","increase_in_afs_investments","net_change_in_loans_interbank","net_change_in_customer_loans","net_change_in_interbank_assets","net_change_in_other_loans","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","net_change_in_interbank_transfers","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",8.51370967741935,"Up",2.0428e+10,9.938e+09,1.3976e+10,-4.038e+09,1.049e+10,2.883e+09,-1.774e+09,1.8654e+10,-1.7544e+10,-8.73e+08,-1.6671e+10,1.11e+09,1.11e+09,1.11e+09,-7.7e+08,3.4e+08,3.4e+08,3.4e+08,-3.73e+08,-3.3e+07,1.06415e+11,2.34034e+11,2.34034e+11,6.30752e+11,2.1109e+11,3.05949e+11,3.9898e+10,7.3815e+10,8.66802e+11,-2.6233e+10,8.93035e+11,1.2436e+10,1.2436e+10,6.9976e+10,6.6341e+10,1.72376e+11,2.166162e+12,1.063307e+12,6.93994e+11,3.69313e+11,3.8137e+11,2.739e+11,7.2179e+10,3.5291e+10,2.86534e+11,5.1369e+10,1.44976e+11,1.927556e+12,1.8768e+10,1.58066e+11,6.2583e+10,-8.11e+08,2.38606e+11,2.38606e+11,2.166162e+12,3.4e+08,1.423e+09,1.774e+09,1.6174e+10,1.4213e+10,6.72e+08,-1.0894e+10,-4.528e+09,9.548e+09,1.014e+09,8.817e+09,-1.3513e+10,1.7989e+10,1.636e+10,1.629e+09,-3.1502e+10,-3.1404e+10,-9.8e+07,-4.856e+09,-1.0223e+10,-7.918e+09,1.3285e+10,6.8e+07,-1.7479e+10,-4.71e+08,-3.7041e+10,-3.728e+09,-1.2014e+10,-2.1299e+10,-2.5128e+10,3.829e+09,6e+06,6e+06,2.8082e+10,7.9e+07,-9.345e+09,-1.8007e+10,-1.8007e+10,7.05e+08,-1.7302e+10,2.533e+09,6.67904e+11,0.05434,-0.00162,-0.000139999999999998,-2.00000000000004e-05,8.07841,0.30834,-0.00306,-0.00349,1.89566,20.40038,0.04371,0.000200000000000001,-14.27273,221.66956,505.84595
"12","2013_Q1",10.1903333333333,"Up",1.866e+10,1.0324e+10,1.3971e+10,-3.647e+09,8.336e+09,2.844e+09,-2.204e+09,1.6456e+10,-1.836e+10,-9.96e+08,-1.7364e+10,-1.904e+09,-1.904e+09,-1.904e+09,2.636e+09,7.32e+08,7.32e+08,7.32e+08,-3.65e+08,3.67e+08,1.10752e+11,2.19924e+11,2.19924e+11,6.60297e+11,2.27775e+11,3.1085e+11,4.9481e+10,7.2191e+10,8.8364e+11,-2.4179e+10,9.07819e+11,1.1858e+10,1.1858e+10,6.9976e+10,7.1467e+10,1.75376e+11,2.209974e+12,1.105261e+12,7.25142e+11,3.80119e+11,3.97577e+11,2.93259e+11,7.3587e+10,3.0731e+10,2.75585e+11,4.6016e+10,1.48579e+11,1.973018e+12,1.8768e+10,1.58142e+11,6.2843e+10,-2.797e+09,2.36956e+11,2.36956e+11,2.209974e+12,7.32e+08,1.59e+09,2.204e+09,1.4559e+10,1.7683e+10,-3.566e+09,-4.5228e+10,-3.1414e+10,4.678e+09,1.244e+09,-2.6143e+10,-2.245e+10,2.5573e+10,2.3392e+10,2.181e+09,-4.8023e+10,-3.3394e+10,-1.4629e+10,6.179e+09,-1.7073e+10,1.411e+10,9.142e+09,-1.5e+08,-1.5344e+10,-4.72e+08,5.415e+09,-4.007e+09,1.9359e+10,-9.937e+09,-1.4127e+10,4.19e+09,0,5.96046447753906e-08,4.1954e+10,9.8e+07,4.6995e+10,5.508e+09,5.508e+09,-1.171e+09,4.337e+09,-3.14e+08,6.73162e+11,-0.10204,0.01967,0.00155,0.00017,8.32652,0.3046,0.03404,0.03372,1.73084,20.23843,0.04378,0.00038,1.2861,-1791.11465,-295.3834
"13","2013_Q2",10.9871875,"Up",2.3197e+10,1.0664e+10,1.4101e+10,-3.437e+09,1.2533e+10,3.165e+09,-1.713e+09,2.1484e+10,-1.95e+10,-6.49e+08,-1.8851e+10,1.984e+09,1.984e+09,1.984e+09,-5.01e+08,1.483e+09,1.483e+09,1.483e+09,-3.73e+08,1.11e+09,1.0098e+11,2.20623e+11,2.20623e+11,6.42724e+11,2.23028e+11,3.05132e+11,4.9577e+10,6.4987e+10,8.89151e+11,-2.2441e+10,9.11592e+11,1.1085e+10,1.1085e+10,6.993e+10,7.0981e+10,1.62966e+11,2.174819e+12,1.095183e+12,7.30383e+11,3.648e+11,3.80844e+11,2.48149e+11,9.0547e+10,4.2148e+10,2.79641e+11,4.7825e+10,1.34033e+11,1.937526e+12,1.878e+10,1.58157e+11,6.3844e+10,-3.488e+09,2.37293e+11,2.37293e+11,2.174819e+12,1.483e+09,1.027e+09,1.713e+09,2.1142e+10,2.1198e+10,-1.46e+08,1.103e+09,2.2642e+10,-1.4528e+10,1.3049e+10,2.6468e+10,-6.314e+09,2.4022e+10,2.1455e+10,2.567e+09,-3.0336e+10,-3.3577e+10,3.241e+09,7.057e+09,7.19e+08,-6.99e+08,7.037e+09,-6.4e+07,1.67e+09,-4.82e+08,-2.6005e+10,1.1467e+10,-4.511e+10,7.638e+09,-1.2556e+10,2.0194e+10,1.2e+07,1.2e+07,-1.0078e+10,1e+06,-3.6552e+10,-8.414e+09,-8.414e+09,-1.358e+09,-9.772e+09,3.011e+09,6.60485e+11,0.08553,0.04785,0.00468,0.00051,8.16512,0.3037,0.10279,0.09951,2.14807,20.23461,0.04463,0.00073,0.43423,185.82033,282.00857
"14","2013_Q3",12.31046875,"Up",2.2727e+10,1.0549e+10,1.3825e+10,-3.276e+09,1.2178e+10,3.674e+09,-1.211e+09,2.1516e+10,-1.6018e+10,-6.94e+08,-1.5324e+10,5.498e+09,5.498e+09,5.498e+09,-1.486e+09,4.012e+09,4.012e+09,4.012e+09,-4.41e+08,3.571e+09,9.8828e+10,2.24168e+11,2.24168e+11,5.97325e+11,1.91234e+11,2.81481e+11,5.4922e+10,6.9688e+10,9.00335e+11,-2.1235e+10,9.2157e+11,1.0836e+10,1.0836e+10,6.993e+10,6.7526e+10,1.48268e+11,2.12332e+12,1.080783e+12,7.21416e+11,3.59367e+11,3.6146e+11,2.32609e+11,8.2381e+10,4.647e+10,2.6248e+11,4.8532e+10,1.39033e+11,1.892288e+12,1.4241e+10,1.57192e+11,6.7308e+10,-7.709e+09,2.31032e+11,2.31032e+11,2.12332e+12,4.012e+09,9.91e+08,1.211e+09,2.3088e+10,2.2148e+10,1.03e+09,1.6826e+10,1.8576e+10,4.933e+09,1.3385e+10,4.6128e+10,-3.5372e+10,2.7685e+10,2.5197e+10,2.488e+09,-6.3057e+10,-5.5038e+10,-8.019e+09,3.0067e+10,-1.3956e+10,-3.545e+09,4.7568e+10,-2.89e+08,-3.962e+09,-6.007e+09,-2.3165e+10,4.272e+09,-1.554e+10,-1.1897e+10,-1.6877e+10,4.98e+09,-7000000.00000003,9.96e+08,-1.44e+10,-2e+06,-4.3581e+10,-1.415e+09,-1.415e+09,-7.37e+08,-2.152e+09,6.489e+09,6.2394e+11,0.24191,0.15713,0.01546,0.00168,8.19059,0.29385,0.33139,0.29896,2.10906,20.1182,0.55745,0.00451,1.68216,80.92341,95.50964
"15","2013_Q4",12.80078125,"Up",2.153e+10,1.0266e+10,1.3382e+10,-3.116e+09,1.1264e+10,3.937e+09,-2.96e+08,2.1234e+10,-1.6389e+10,-7.02e+08,-1.5687e+10,4.845e+09,4.845e+09,4.845e+09,-2.348e+09,2.497e+09,2.497e+09,2.497e+09,-2.79e+08,2.218e+09,1.21233e+11,2.12007e+11,2.12007e+11,5.89814e+11,2.01206e+11,2.66349e+11,5.4649e+10,6.761e+10,9.1496e+11,-1.9432e+10,9.34392e+11,1.0703e+10,1.0703e+10,6.9891e+10,6.0065e+10,1.42137e+11,2.126653e+12,1.110118e+12,7.2844e+11,3.81678e+11,3.49756e+11,2.26274e+11,8.2713e+10,4.0769e+10,2.55331e+11,4.4568e+10,1.34598e+11,1.894371e+12,1.3315e+10,1.56371e+11,6.9419e+10,-6.823e+09,2.32282e+11,2.32282e+11,2.126653e+12,2.497e+09,1.283e+09,2.96e+08,2.0248e+10,1.8322e+10,1.926e+09,-1.6097e+10,-7.319e+09,-4.464e+09,1.1119e+10,8.227e+09,-2.906e+09,2.5063e+10,2.3079e+10,1.984e+09,-2.7969e+10,-2.4629e+10,-3.34e+09,1.07e+10,-1.7684e+10,1.2161e+10,1.6223e+10,-2.88e+08,9.602e+09,-1.288e+09,-2.3033e+10,-5.701e+09,-6.335e+09,-1.0997e+10,-1.8503e+10,7.506e+09,-8.66e+08,0,2.9335e+10,-6e+06,4.142e+09,2.1971e+10,2.1971e+10,4.34e+08,2.2405e+10,6.128e+09,6.05087e+11,0.22503,0.10302,0.00955,0.00104,8.15548,0.28453,0.20695,0.19335,2.00881,20.43021,0.12017,0.00165,0.5807,78.9579,99.86667
"16","2014_Q1",14.5262295081967,"Up",2.1488e+10,1.0786e+10,1.3712e+10,-2.926e+09,1.0702e+10,3.662e+09,-3.36e+08,2.1152e+10,-1.7307e+10,-8.39e+08,-1.6468e+10,3.845e+09,3.845e+09,3.845e+09,-4.06e+08,3.439e+09,3.439e+09,3.439e+09,-2.56e+08,3.183e+09,1.31322e+11,1.90328e+11,1.90328e+11,5.83973e+11,2.00993e+11,2.68795e+11,5.515e+10,5.9035e+10,9.10805e+11,-1.7428e+10,9.28233e+11,1.0475e+10,1.0475e+10,6.9844e+10,5.9448e+10,1.40504e+11,2.102273e+12,1.119271e+12,7.37946e+11,3.81325e+11,3.27574e+11,1.98106e+11,8.3469e+10,4.5999e+10,2.49674e+11,3.7407e+10,1.35662e+11,1.869588e+12,1.3352e+10,1.55293e+11,7.2497e+10,-8.457e+09,2.32685e+11,2.32685e+11,2.102273e+12,3.439e+09,9.59e+08,3.36e+08,1.5869e+10,1.4768e+10,4.52e+08,-8.609e+09,-2.9e+07,1.14e+09,406999999.999998,1.1994e+10,-2.936e+10,1.7256e+10,1.5823e+10,1.433e+09,-4.6616e+10,-4.75e+10,8.84e+08,4.6856e+10,-3.335e+09,2.1679e+10,2.8512e+10,1.53e+08,1.7748e+10,-3.61e+08,-2.6885e+10,5.971e+09,-2.8168e+10,-4.688e+09,-1.7666e+10,1.2978e+10,-1.351e+09,2.38418579101562e-07,9153000000.00001,-7e+06,-1.9451e+10,1.0291e+10,1.0291e+10,-2.02e+08,1.0089e+10,4.804e+09,5.77248e+11,0.17894,0.14813,0.01368,0.00151,8.03485,0.27458,0.29938,0.27934,2.02107,20.62949,0.03395,0.00169,0.11342,92.8239,115.97555
"17","2014_Q2",13.4168253968254,"Down",2.2566e+10,1.0085e+10,1.2935e+10,-2.85e+09,1.2481e+10,4.007e+09,-1.009e+09,2.1557e+10,-2.2238e+10,-5.58e+08,-2.168e+10,-6.81e+08,-6.81e+08,-6.81e+08,4.05e+08,-2.76e+08,-2.76e+08,-2.76e+08,-2.38e+08,-5.14e+08,1.51645e+11,2.15299e+11,2.15299e+11,5.9474e+11,1.95949e+11,2.85576e+11,5.512e+10,5.8095e+10,8.99599e+11,-1.6618e+10,9.16217e+11,1.0351e+10,1.0351e+10,6.9842e+10,6.4135e+10,1.38903e+11,2.149851e+12,1.13365e+12,7.49404e+11,3.84246e+11,3.43593e+11,2.03108e+11,8.9076e+10,5.1409e+10,2.54785e+11,3.6911e+10,1.49024e+11,1.917963e+12,1.3352e+10,1.53696e+11,7.1877e+10,-7.037e+09,2.31888e+11,2.31888e+11,2.149851e+12,-2.76e+08,1.296e+09,1.009e+09,6.917e+09,7.649e+09,-7.32e+08,1.3777e+10,1.3536e+10,1.3337e+10,-3.072e+09,2.2723e+10,-4.7183e+10,1.9196e+10,1.787e+10,1.326e+09,-6.6379e+10,-6.3679e+10,-2.7e+09,1.6937e+10,8.767e+09,-2.4971e+10,3.3141e+10,-6.1e+07,-2.9415e+10,-3.44e+08,1.4402e+10,5.41e+09,5.002e+09,3.99e+09,-1.5255e+10,1.9245e+10,-1.442e+09,0,1.4379e+10,2.2e+07,2.7017e+10,2.0325e+10,2.0325e+10,-2e+06,2.0323e+10,6.15e+08,5.98378e+11,-0.03018,-0.02278,-0.00222,-0.00024,8.27107,0.27833,-0.04867,-0.04867,2.13683,20.69368,0.03257,-8.00000000000004e-05,-0.66926,726.39512,-655.99559
"18","2014_Q3",13.776875,"Up",2.1747e+10,1.0013e+10,1.2941e+10,-2.928e+09,1.1734e+10,4.096e+09,-4.11e+08,2.1336e+10,-1.8541e+10,-6.26e+08,-1.7915e+10,2.795e+09,2.795e+09,2.795e+09,-5.04e+08,2.291e+09,2.291e+09,2.291e+09,-2.56e+08,2.035e+09,1.52899e+11,2.29449e+11,2.29449e+11,6.06373e+11,1.96952e+11,2.92861e+11,6.0022e+10,5.6538e+10,8.96088e+11,-1.5811e+10,9.11899e+11,1.0145e+10,1.0145e+10,6.981e+10,6.5475e+10,1.35219e+11,2.170557e+12,1.134329e+12,7.36129e+11,3.982e+11,3.52044e+11,2.17829e+11,8.8342e+10,4.5873e+10,2.57071e+11,3.8647e+10,1.51055e+11,1.933146e+12,1.4846e+10,1.53468e+11,7.3808e+10,-4.711e+09,2.37411e+11,2.37411e+11,2.170557e+12,2.291e+09,1.237e+09,4.11e+08,1.1995e+10,1.0943e+10,1.052e+09,-1.1156e+10,-6.62e+08,2.037e+09,-3.761e+09,4.778e+09,-1.5853e+10,2.0593e+10,1.8903e+10,1.69e+09,-3.6446e+10,-3.3833e+10,-2.613e+09,1.177e+09,-1.378e+09,-1.415e+10,1.6705e+10,-1.98e+08,-1.4394e+10,-3.6e+08,9.113e+09,-5.536e+09,1.4721e+10,-72000000.000001,-1.6616e+10,1.6544e+10,1.261e+09,1.494e+09,6.79e+08,-1.4e+07,1.0679e+10,1.063e+09,1.063e+09,1.91e+08,1.254e+09,4.032e+09,6.09115e+11,0.12852,0.09358,0.00857,0.00094,8.14261,0.28063,0.19345,0.18065,2.06733,21.15766,0.03422,0.0011,0.1769,113.14881,163.22576
"19","2014_Q4",14.85109375,"Up",2.1209e+10,1.0219e+10,1.2858e+10,-2.639e+09,1.099e+10,4.132e+09,-6.36e+08,2.0573e+10,-2.0142e+10,-6.11e+08,-1.9531e+10,4.31e+08,4.31e+08,4.31e+08,-6.63e+08,-2.32e+08,-2.32e+08,-2.32e+08,-2.38e+08,-4.7e+08,1.28659e+11,2.2331e+11,2.2331e+11,6.13565e+11,1.88489e+11,3.07949e+11,6.0175e+10,5.6952e+10,8.76209e+11,-1.5106e+10,8.91315e+11,9.987e+09,9.987e+09,6.9784e+10,6.7092e+10,1.30158e+11,2.123613e+12,1.111981e+12,7.18067e+11,3.93914e+11,3.28067e+11,2.17925e+11,7.6867e+10,3.3275e+10,2.50115e+11,4.4238e+10,1.50531e+11,1.884932e+12,1.7913e+10,1.53472e+11,7.2811e+10,-5.515e+09,2.38681e+11,2.38681e+11,2.123613e+12,-2.32e+08,1.022e+09,6.36e+08,9.909e+09,9.675e+09,2.34e+08,-8.389e+09,1.35e+08,-5.8e+08,1.914e+09,2.946e+09,-5.3368e+10,2.5716e+10,2.3482e+10,2.234e+09,-7.9084e+10,-7.7336e+10,-1.748e+09,6.207e+10,1.0594e+10,6.139e+09,4.5337e+10,-3.76e+08,8.471e+09,-7.65e+08,-1.4126e+10,-1.2598e+10,9.6e+07,-1.624e+09,-1.2752e+10,1.1128e+10,3.067e+09,3.067e+09,-2.2348e+10,-1.1e+07,-3.4183e+10,-2.2766e+10,-2.2766e+10,-1.474e+09,-2.424e+10,1.453e+09,5.78182e+11,0.02032,-0.02216,-0.00197,-0.00022,7.89729,0.27226,-0.04469,-0.04469,2.01687,20.99395,0.07275,0.00014,-1.62766,309.37577,1042.9768
"20","2015_Q1",13.9803278688525,"Down",2.0372e+10,1.0462e+10,1.298e+10,-2.518e+09,9.91e+09,5.659e+09,-2.19e+08,2.0153e+10,-1.4735e+10,-6.77e+08,-1.4058e+10,5.418e+09,5.418e+09,5.418e+09,-1.681e+09,3.737e+09,3.737e+09,3.737e+09,-3.12e+08,3.425e+09,1.38589e+11,1.91823e+11,1.91823e+11,6.32438e+11,1.91785e+11,3.20695e+11,5.9766e+10,6.0192e+10,8.66972e+11,-1.4419e+10,8.81391e+11,1.0049e+10,1.0049e+10,6.9777e+10,6.1845e+10,1.28429e+11,2.104534e+12,1.118936e+12,7.18604e+11,4.00332e+11,3.06641e+11,2.01277e+11,7.4192e+10,3.1172e+10,2.43139e+11,4.6909e+10,1.45438e+11,1.861063e+12,1.9309e+10,1.53458e+11,7.5024e+10,-4.32e+09,2.43471e+11,2.43471e+11,2.104534e+12,3.737e+09,6.66e+08,2.19e+08,9.451e+09,8.78e+09,5.93e+08,-1.3725e+10,-7.143e+09,-5.092e+09,9.216e+09,3.48e+08,-5.3149e+10,2.2088e+10,1.9449e+10,2.639e+09,-7.5237e+10,-7.3054e+10,-2.183e+09,8.2036e+10,1.177e+09,3.1487e+10,4.9372e+10,-1.869e+09,2.7078e+10,-8.37e+08,-2.3221e+10,-2.103e+09,-1.6648e+10,-4.47e+09,-9.126e+09,4.656e+09,1.396e+09,1.396e+09,6.955e+09,-7e+06,-1.5714e+10,1.1712e+10,1.1712e+10,-1.782e+09,9.93e+09,6.084e+09,5.4978e+11,0.26595,0.16812,0.01407,0.00163,7.64388,0.26124,0.32571,0.34261,1.93731,21.31708,0.0796,0.00203,0.24438,67.58563,75.8935
"21","2015_Q2",14.3895238095238,"Up",2.0914e+10,9.411e+09,1.1923e+10,-2.512e+09,1.1503e+10,3.697e+09,-7.65e+08,2.0149e+10,-1.5827e+10,-4.21e+08,-1.5406e+10,4.322e+09,4.322e+09,4.322e+09,-1.225e+09,3.097e+09,3.097e+09,3.097e+09,-3.82e+08,2.715e+09,1.62543e+11,2.06708e+11,2.06708e+11,6.39598e+11,1.8686e+11,3.24174e+11,5.9815e+10,6.8749e+10,8.6428e+11,-1.3676e+10,8.77956e+11,9.833e+09,9.833e+09,6.9776e+10,6.3716e+10,1.227e+11,2.143545e+12,1.153168e+12,7.31793e+11,4.21375e+11,3.11819e+11,2.03758e+11,7.4791e+10,3.327e+10,2.37858e+11,5.2234e+10,1.38278e+11,1.893357e+12,2.2273e+10,1.5341e+11,7.7472e+10,-2.967e+09,2.50188e+11,2.50188e+11,2.143545e+12,3.097e+09,1.586e+09,7.65e+08,1.1124e+10,1.0707e+10,6.8e+07,-1.6327e+10,3.222e+09,-7.232e+09,-1.73e+09,2.45e+08,-2.7272e+10,1.9419e+10,1.6446e+10,2.973e+09,-4.6691e+10,-4.3429e+10,-3.262e+09,1.3853e+10,-3.482e+09,-1.4885e+10,3.222e+10,-9.3e+07,-1.3512e+10,-8.46e+08,2.155e+09,2.098e+09,2.481e+09,-2.424e+09,-1.1678e+10,9.254e+09,2.964e+09,2.964e+09,3.4232e+10,7e+06,3.8512e+10,2.5245e+10,2.5245e+10,-1.291e+09,2.3954e+10,5.908e+09,5.49677e+11,0.20666,0.12982,0.01085,0.00127,7.56774,0.25643,0.25811,0.24098,1.98825,21.66742,0.08043,0.00166,0.3116,65.52708,89.57288
"22","2015_Q3",14.734375,"Up",2.1956e+10,1.0461e+10,1.3105e+10,-2.644e+09,1.1495e+10,3.934e+09,-7.8e+08,2.1176e+10,-1.3958e+10,-4.94e+08,-1.3464e+10,7.218e+09,7.218e+09,7.218e+09,-2.084e+09,5.134e+09,5.134e+09,5.134e+09,-3.3e+08,4.804e+09,1.63514e+11,1.99903e+11,1.99903e+11,6.40458e+11,1.89106e+11,3.32307e+11,6.0072e+10,5.8973e+10,8.73381e+11,-1.3068e+10,8.86449e+11,9.7e+09,9.7e+09,6.9775e+10,6.4505e+10,1.2361e+11,2.149034e+12,1.14956e+12,7.29404e+11,4.20156e+11,3.25523e+11,2.13024e+11,7.2596e+10,3.9903e+10,2.43414e+11,4.3583e+10,1.35295e+11,1.897375e+12,2.2273e+10,1.52638e+11,8.1938e+10,-5.19e+09,2.51659e+11,2.51659e+11,2.149034e+12,5.134e+09,99999999.9999998,7.8e+08,1.077e+10,9.251e+09,1.331e+09,-2.0116e+10,-4.506e+09,-2.971e+09,-3.794e+09,-3.332e+09,-1.7439e+10,2.4802e+10,2.0848e+10,3.954e+09,-4.2241e+10,-3.7844e+10,-4.397e+09,3.167e+09,-1.8145e+10,6805000000.00001,1.4507e+10,-2.01e+08,-1.4473e+10,-9.17e+08,2.3142e+10,6.633e+09,9.266e+09,7.243e+09,-9.164e+09,1.6407e+10,-7.75e+08,0,-3.608e+09,-1.2e+07,1.783e+10,2.5e+07,2.5e+07,9.46e+08,9.71e+08,7.318e+09,5.68937e+11,0.32875,0.2188,0.01909,0.00224,7.53947,0.26474,0.45804,0.42748,2.09341,21.871,0.08743,0.00266,0.19088,55.40079,56.16833
"23","2015_Q4",14.8565625,"Up",2.0513e+10,9.4e+09,1.1896e+10,-2.496e+09,1.1113e+10,4.467e+09,-8.06e+08,1.9707e+10,-1.3939e+10,-6.73e+08,-1.3266e+10,5.768e+09,5.768e+09,5.768e+09,-1.447e+09,4.321e+09,4.321e+09,4.321e+09,-4.41e+08,3.88e+09,1.70426e+11,2.06681e+11,2.06681e+11,6.3338e+11,1.80018e+11,3.25078e+11,6.6573e+10,6.1711e+10,8.75032e+11,-1.2657e+10,8.87689e+11,9.554e+09,9.554e+09,6.9761e+10,6.3443e+10,1.20756e+11,2.153006e+12,1.162009e+12,7.35653e+11,4.26356e+11,3.08008e+11,1.99238e+11,7.4252e+10,3.4518e+10,2.37288e+11,4.5862e+10,1.43934e+11,1.897101e+12,2.2273e+10,1.51841e+11,8.5485e+10,-3.694e+09,2.55905e+11,2.55905e+11,2.153006e+12,4.321e+09,1.558e+09,8.06e+08,8.098e+09,6.882e+09,1.191e+09,1.1013e+10,9.3e+09,8.566e+09,3.446e+09,2.5796e+10,-5.1331e+10,2.6699e+10,2.3497e+10,3.202e+09,-7.803e+10,-7.0718e+10,-7.312e+09,4.7298e+10,-1.2236e+10,-6.778e+09,6.6312e+10,-7.35e+08,-4.768e+09,-9.61e+08,-2.4617e+10,-5.385e+09,-1.3786e+10,-5.446e+09,-1.3741e+10,8.295e+09,-8e+08,0,1.2449e+10,-9e+06,-1.3938e+10,7.09e+09,7.09e+09,-1.78e+08,6.912e+09,7.326e+09,5.45296e+11,0.28119,0.18915,0.01516,0.0018,7.4133,0.25327,0.37149,0.34652,1.96404,22.36935,0.09201,0.00225,0.24768,51.16981,64.99133
"24","2016_Q1",11.8955737704918,"Down",1.9582e+10,9.686e+09,1.2583e+10,-2.897e+09,9.896e+09,4.163e+09,-8.1e+08,1.8772e+10,-1.3893e+10,-6.76e+08,-1.3217e+10,4.879e+09,4.879e+09,4.879e+09,-1.521e+09,3.358e+09,3.358e+09,3.358e+09,-3.3e+08,3.028e+09,1.59353e+11,1.92482e+11,1.92482e+11,6.41149e+11,1.76527e+11,3.2238e+11,8.4508e+10,5.7734e+10,8.84749e+11,-1.2234e+10,8.96983e+11,9.485e+09,9.485e+09,6.9761e+10,5.8312e+10,1.25228e+11,2.144287e+12,1.197259e+12,7.65106e+11,4.32153e+11,2.69352e+11,1.74291e+11,6.6963e+10,2.8098e+10,2.36764e+11,3.845e+10,1.46286e+11,1.888111e+12,2.2273e+10,1.51042e+11,8.8219e+10,-5.358e+09,2.56176e+11,2.56176e+11,2.144287e+12,3.358e+09,1.758e+09,8.1e+08,7.952e+09,8.226e+09,3.77e+08,-8.19e+09,-5.466e+09,2.367e+09,3.111e+09,5.688e+09,-5.4525e+10,3.445e+10,3.1707e+10,2.743e+09,-8.8975e+10,-6.7421e+10,-2.1554e+10,3.0384e+10,-1.8032e+10,1.4199e+10,3.4217e+10,1.323e+09,-2.2818e+10,-8.5e+08,-2.7435e+10,-6.42e+09,-2.4947e+10,3.932e+09,-5.782e+09,9.714e+09,-7.99e+08,1.19209289550781e-07,3.5274e+10,-5.9e+07,6.131e+09,-1.0999e+10,-1.0999e+10,-7.4e+07,-1.1073e+10,6.637e+09,5.06116e+11,0.24916,0.15463,0.01182,0.00141,7.37037,0.23603,0.29121,0.27147,1.88326,22.49519,0.08175,0.00181,0.28071,52.24695,71.07256
"25","2016_Q2",12.42453125,"Up",2.079e+10,1.0485e+10,1.3008e+10,-2.523e+09,1.0305e+10,3.875e+09,-9.97e+08,1.9793e+10,-1.4816e+10,-4.25e+08,-1.4391e+10,4.977e+09,4.977e+09,4.977e+09,-1.505e+09,3.472e+09,3.472e+09,3.472e+09,-4.57e+08,3.015e+09,1.7961e+11,2.21129e+11,2.21129e+11,6.37444e+11,1.78987e+11,3.02333e+11,9.7978e+10,5.8146e+10,8.89044e+11,-1.2069e+10,9.01113e+11,9.358e+09,9.358e+09,6.9761e+10,5.6838e+10,1.18736e+11,2.185498e+12,1.217261e+12,7.81712e+11,4.35549e+11,2.93844e+11,1.8896e+11,7.4003e+10,3.0881e+10,2.32849e+11,4.1063e+10,1.37705e+11,1.922722e+12,2.4342e+10,1.50774e+11,9.027e+10,-2.61e+09,2.62776e+11,2.62776e+11,2.185498e+12,3.472e+09,1.094e+09,9.97e+08,9.027e+09,6.485e+09,1.704e+09,-3.693e+09,8.135e+09,-8.556e+09,2.456e+09,1.0897e+10,-5.191e+09,2.8278e+10,2.551e+10,2.768e+09,-3.3469e+10,-3.0988e+10,-2.481e+09,-1.6775e+10,-9.309e+09,-2.8647e+10,2.1181e+10,5.92e+08,-2.1374e+10,-9.74e+08,9.308e+09,2.783e+09,1.4669e+10,-8.144e+09,-1.4404e+10,6.26e+09,1.069e+09,2.069e+09,2.0002e+10,-7.7e+07,2.9328e+10,1.8851e+10,1.8851e+10,1.406e+09,2.0257e+10,6.071e+09,5.26693e+11,0.23939,0.14502,0.01147,0.00138,7.31696,0.24099,0.29159,0.27162,2.01069,23.05998,0.0942,0.00183,0.32305,57.17065,69.73739
