"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2018_Q3",44.5477777777778,"Up",421196000,-97334000,323862000,-173697000,-132426000,-42165000,-90261000,-32635000,-8636000,150165000,-7272000,-18276000,11004000,142893000,142893000,-11535000,131358000,131358000,1142000,132500000,132500000,309761000,309761000,126217000,126217000,72255000,72255000,508233000,58976000,1638865000,228446000,1259195000,14180000,1707999000,2216232000,118487000,11553000,106934000,212482000,212482000,330969000,1254265000,48581000,28218000,20363000,1302846000,1633815000,-289000,764447000,-120996000,563356000,19061000,582417000,2216232000,131358000,8636000,10557000,-29341000,121210000,-9740000,-3e+06,-11604000,-41478000,-43685000,-85163000,24443000,24443000,-2200000,22243000,158801000,1254265000,131255000,0.76891,0.35652,0.31458,0.2275,0.05979,0.9906,1.53559,2.80523,0.56594,0.47814,0.44613,1.51993,2.03293,0.47365,0.07028,0.06962,5.94772,6.28977
"12","2018_Q4",44.2863492063492,"Down",443943000,-107512000,336431000,-196536000,-153561000,-45187000,-108374000,-34027000,-8948000,139895000,-17482000,-18376000,894000.000000002,122413000,122413000,5537000,127950000,127572000,2587000.00000001,130159000,130159000,402598000,402598000,138167000,138167000,66902000,66902000,607667000,57286000,1649633000,235827000,1252745000,15798000,1717088000,2324755000,151189000,12103000,139086000,221884000,221884000,373073000,1255088000,47857000,28272000,19585000,1302945000,1676018000,-48301000,894606000,-121814000,638252000,10485000,648737000,2324755000,127950000,8948000,6709000,38148000,181755000,-6495000,1000,-6494000,-12296000,-69971000,-82267000,92994000,92994000,-156000,92838000,148843000,1255088000,174959000,0.75782,0.31512,0.29319,0.20063,0.05599,1.34419,1.62882,2.58351,0.53988,0.46905,0.43856,1.59984,2.30007,0.6305,0.06669,0.08965,5.72744,6.09378
"13","2019_Q1",52.9127868852459,"Up",457344000,-111210000,346134000,-198958000,-155287000,-52139000,-103148000,-33499000,-10172000,147176000,-37277000,-40110000,2833000,109899000,109899000,-17781000,92118000,399139000,-134573000,264566000,264566000,186947000,186947000,99052000,99052000,57766000,57766000,343765000,58351000,1641869000,237640000,1244758000,25124000,1709296000,2053061000,145499000,9528000,135971000,209935000,209935000,355434000,1515911000,55852000,20174000,35678000,1571763000,1927197000,-57293000,453778000,-137166000,125864000,0,125864000,2053061000,92118000,10172000,34038000,49884000,186212000,-10117000,-1182000,-15099000,-47204000,-34139000,73531000,244644000,372051000,-2020000,370031000,157348000,1515911000,214896000,0.75684,0.32181,0.57848,2.102,0.12886,0.81226,0.96717,15.31174,0.73837,0.95119,0.8963,1.64428,0.45252,0.77261,0.21777,0.12659,8.44602,9.02976
"14","2019_Q2",65.3961904761905,"Up",464625000,-120224000,344401000,-225573000,-173057000,-54394000,-118663000,-44274000,-8242000,118828000,-23574000,-22086000,-1488000,95254000,95254000,27780000,123034000,123034000,-2.98023223876953e-08,123034000,123034000,224855000,224855000,147115000,147115000,59569000,59569000,431539000,60078000,1716818000,236391000,1242507000,72117000,1785972000,2217511000,160985000,16799000,144186000,219739000,219739000,380724000,1601656000,90894000,20091000,70803000,1692550000,2073274000,-135866000,576812000,-137948000,144237000,83563671.7019734,144237000,2217511000,123034000,8242000,-911000,-37827000,92538000,-9931000,1117000,-8814000,-24186000,-112119000,-46305000,37419000,37419000,488000,37907000,127070000,1601656000,51532000,0.74125,0.25575,0.2648,0.853,0.05548,0.41884,1.13347,14.37408,0.72228,0.44006,0.41548,1.66185,0.5159,0.18432,0.06698,0.02806,10.83498,11.5865
"15","2019_Q3",77.9828125,"Up",497973000,-126665000,371308000,-201267000,-158961000,-64073000,-94888000,-32680000,-9626000,170041000,-36373000,-38911000,2538000,133668000,133668000,-19794000,113874000,136742000,-57614000,79128000,79128000,266374000,266374000,160622000,160622000,78115000,78115000,505111000,63941000,1707643000,237005000,1251693000,69371000,1780660000,2285771000,157700000,13798000,143902000,225657000,225657000,383357000,1602607000,88856000,20285000,68571000,1691463000,2074820000,-145830000,704785000,-134906000,209737000,1214000,210951000,2285771000,113874000,9626000,25418000,-36239000,112679000,-10920000,1000,-14678000,-51900000,-52680000,908512000,1006513000,982488000,-127000,982361000,179667000,1602607000,152302000,0.74564,0.34147,0.1589,0.3751,0.03462,1.92475,1.3176,9.83555,0.70112,0.28134,0.26742,1.77055,0.74572,0.54151,0.04159,0.08006,7.43728,7.8583
"16","2019_Q4",72.734375,"Down",541493000,-138225000,403268000,-228032000,-182249000,-68668000,-113581000,-36609000,-9174000,175236000,-36205000,-38993000,2788000,139031000,139031000,-1240000.00000001,137791000,159772000,-31228000,128544000,128544000,366447000,366447000,167027000,167027000,66156000,66156000,599630000,63760000,1689698000,234315000,1235982000,67327000,1762534000,2362164000,211912000,22184000,189728000,233519000,233519000,445431000,1602628000,85616000,19036000,66580000,1688244000,2133675000,-154358000,856283000,-154623000,227368000,1121000,228489000,2362164000,137791000,9174000,43038000,73035000,263038000,-9422000,-47000,-9469000.00000001,-99650000,-30224000,-129874000,123695000,-202905000,-2895000,-205800000,184410000,1602628000,249263000,0.74473,0.32362,0.23739,0.56258,0.05442,1.93913,1.34618,9.3382,0.67846,0.45753,0.43479,1.92733,0.80927,0.8872,0.06706,0.13005,6.70344,7.05438
"17","2020_Q1",73.5056451612903,"Up",547167000,-142070000,405097000,-223748000,-169311000,-69003000,-100308000,-38397000,-16040000,181349000,-16882000,-11018000,-5864000,164467000,164467000,-21826000,142641000,146979000,-23847000,123132000,123132000,465676000,465676000,116459000,116459000,3125929000,97850000,3708064000,101065000,4555674000,228324000,1239839000,64232000,4656739000,8364803000,202441000,20191000,182250000,807739000,218843000,1010180000,2889626000,522152000,18285000,56453000,3411778000,4421958000,11684078000,1689925000,-136349000,2928042000,1014803000,3942845000,8364803000,142641000,16040000,22987000,-1934000,179734000,-8762000,-7000,-8769000,-40617000,-37692000,-78309000,92656000,191239000,966000,192205000,197389000,2889626000,208519000,0.74035,0.33143,0.22504,0.03123,0.01472,1.69346,3.6707,1.12151,0.34545,0.43949,0.41929,1.95299,10.45098,0.74426,0.01674,0.02835,12.28007,13.36622
"18","2020_Q2",83.5815873015873,"Up",544642000,-143894000,400748000,-263376000,-203809000,-79319000,-124490000,-43770000,-15797000,137372000,-28040000,-31894000,3854000,109332000,109332000,48202000,157534000,-174433000,-28397000,-202830000,-202830000,791321000,791321000,168273000,168273000,95824000.0000005,95824000,1055418000,102084000,1687030000,219371000,1227477000,56010000,1789114000,2844532000,180136000,11385000,168751000,218057000,218057000,398193000,2097954000,52006999.9999999,16403000,35604000,2149961000,2548154000,-181738000,1076047000,-166897000,295917000,461000,296378000,2844532000,157534000,15797000,-25417000,-108666000,39248000,-9781000,-117000,-9898000,-81686000,-154333000,263981000,293331000,-310368000,-5996000,-316364000,153169000,2097954000,-13480000,0.7358,0.25222,-0.37241,-0.68436,-0.07131,0.06646,2.65052,8.59765,0.73754,-0.71714,-0.69239,1.92567,1.04626,-0.04766,-0.08291,-0.00551,8.53066,9.51164
"19","2020_Q3",105.8984375,"Up",555450000,-148853000,406597000,-211003000,-159005000,-68204000,-90801000,-41929000,-10069000,195594000,-17341000,-34751000,17410000,178253000,178253000,-36856000,141397000,106786000,-31869000,74917000,74917000,129294000,129294000,186447000,186447000,136007000,136007000,451748000,101647000,1781337000,222792000,1240302000,66222000,1882984000,2334732000,226934000,11959000,214975000,232108000,232108000,459042000,3527660000,56024000,17634000,38390000,3583684000,4042726000,7180423000,-8764286000,-124312000,-1708175000,181000.000000119,-1707994000,2334732000,141397000,10069000,72336000,12837000,236639000,-8343000,-1000,-2457093000,-51182000.0000001,112566000,-28314000,-2248768000,-2699417000,4844000,-2694573000,205663000,3527660000,247013000,0.73201,0.35214,0.13488,-0.04386,0.03209,3.29716,0.98411,-2.36694,1.51095,0.26488,0.25574,1.96389,-6.03954,0.87336,0.03994,0.13169,16.52395,17.37459
"20","2020_Q4",132.2696875,"Up",639770000,-169823000,469947000,-269780000,-218820000,-88961000,-129859000,-39280000,-11680000,200167000,-33932000,-32009000,-1923000,166235000,166235000,-26122000,140113000,140621000,585999.999999993,141207000,141207000,398884000,398884000,199682000,199682000,139593000,139593000,738159000,106006000,1825927000,226126000,1252715000,110586000,1931933000,2670092000,247241000,16347000,230894000,240954000,240954000,488195000,3521092000,101126000,17721000,83405000,3622218000,4110413000,7296882000,-8631705000,-108111000,-1442934000,2613000,-1440321000,2670092000,140113000,11680000,58864000,32301000,242958000,-14252000,25000,-1445143000,1501329000,-214723000,1476304000,274119000,267718000,1877000,269595000,211847000,3521092000,256018000,0.73456,0.31287,0.22072,-0.09804,0.05288,1.81307,1.51202,-2.85382,1.31872,0.67527,0.62648,3.05945,-6.90026,1.2243,0.06472,0.11734,14.73803,15.59802
"21","2021_Q1",150.310655737705,"Up",651407000,-173263000,478144000,-265562000,-209480000,-74723000,-134757000,-44832000,-11250000,212582000,-35450000,-31970000,-3480000,177132000,177132000,-28497000,148635000,148635000,4e+05,149035000,149035000,739164000,739164000,137023000,137023000,144025000,144025000,1020212000,107799000,1918443000,230900000,1270532000,123524000,2026242000,3046454000,260948000,29200000,231748000,239088000,239088000,500036000,3840930000,118223000,17213000,101010000,3959153000,4459189000,7089274000,-8422237000,-81454000,-1414417000,1682000,-1412735000,3046454000,148635000,11250000,39150000,70672000,269707000,-1e+07,3000,-9997000,75874000,1000,75875000,335585000,335585000,4701000,340286000,223832000,3840930000,313001000,0.73402,0.32634,0.22879,-0.10549,0.04892,2.10018,2.04028,-3.15642,1.26079,0.55946,0.50751,2.44529,-5.30951,1.17496,0.05853,0.12292,13.85756,14.59092
"22","2021_Q2",146.51873015873,"Down",667612000,-179455000,488157000,-298899000,-232653000,-87665000,-144988000,-55576000,-10670000,189258000,-33157000,-31838000,-1319000,156101000,156101000,17747000,173848000,173848000,402000.000000001,174250000,174250000,845696000,845696000,210679000,210679000,147863000,147863000,1204238000,106957000,1903473000,226673000,1254248000,119864000,2010430000,3214668000,221723000,13152000,208571000,248201000,248201000,469924000,3843244000,114034000,16401000,97633000,3957278000,4427202000,7136093000,-8248654000,-102030000,-1214591000,2057000,-1212534000,3214668000,173848000,10670000,24710000,-106920000,102308000,-10290000,-255000,-10545000.0000001,29973000,-11278000,18695000,110458000,110458000,-3930000,106528000,199928000,3843244000,64971000,0.7312,0.28349,0.261,-0.14371,0.0542,0.37286,2.56262,-3.6512,1.19553,0.77988,0.71866,2.98797,-5.43604,0.29079,0.06348,0.02367,14.99314,15.83842
"23","2021_Q3",152.25515625,"Up",707760000,-193099000,514661000,-304292000,-242311000,-113393000,-128918000,-52133000,-9848000,210369000,-32574000,-32219000,-355000,177795000,177340000,-37320000,140020000,140529000,366000,140895000,140895000,248913000,236460000,259325000,259325000,126238000,126238000,634476000,129916000,3669541000,227045000,2973121000,155346000,3799457000,4433933000,314999000,57937000,257062000,262968000,262968000,577967000,3845555000,144259000,16415000,127844000,3989814000,4567781000,8068936000,-8107092000,-104089000,-142245000,8397000,-133848000,4433933000,140020000,10303000,34478000,63706000,248507000,-22102000,0,-862971000,7360000,-2426000,4934000,-609530000,-609530000,294000,-609236000,220672000,3845555000,299596000,0.72717,0.29723,0.19907,-1.05265,0.03178,2.12638,1.09777,-34.12663,0.8673,0.5174,0.45026,2.59904,-0.52235,1.10018,0.03654,0.0777,16.29859,17.09683
"24","2021_Q4",144.8659375,"Down",801835000,-232211000,569624000,-333968000,-256890000,-118164996.114703,-130281555.106249,-66974000,-10104000,235656000,-71062000,-31850000,-39212000,164594000,149528000,-18627000,130901000,130901000,309000,131210000,131210000,523185000,511311000,382897000,182083000,145977000,145977000,1052059000,145652000,3695915000,793002000,2427450000,165429000,3841567000,4893626000,359842000,30256000,329586000,388112000,267085000,747954000,3847896000,357252000,137712000,219540000,4205148000,4953102000,8110927000,-7975882000,-203397000,-68352000,8876000,-59475999.9999999,4893626000,130901000,9649000,96426000,79134000,316110000,-20419000,281000,-42526999.9999999,8254000,-4196000,4058000,277641000,277641000,-2793000,274848000,245305000,3847896000,322647000,0.7104,0.2939,0.16364,-2.2061,0.02681,2.45901,1.40658,-83.279,0.78631,0.48183,0.41931,2.9445,-0.251,1.18483,0.03165,0.07783,13.55338,14.10832
"25","2022_Q1",110.424032258065,"Down",806070000,-234543000,571527000,-355131000,-249426000,-108488570.254811,-145860453.249431,-66366000,-39339000,216396000,-458738000,-34586000,-424152000,-242342000,-226821000,58097000,-168724000,-168724000,92000,-168632000,-168632000,827202000,815384000,188482000,188482000,202568000,202568000,1218252000,163256000,3681780000,771697000,2411996000,163150000,3845036000,5063288000,806237000,37871000,768366000,262131000,262131000,1168295000,3829421000,260154000,130261000,129893000,4089575000,5257870000,8164499000,-8144514000,-223754000,-203769000,9187000,-194582000,5063288000,-168724000,39339000,-39077000,414036000,245574000,-27160000,25000,-23782000,12837000,-6165000,83419000,305211000,305211000,-1141000,304070000,255735000,3929348000,584514000,0.70903,0.26846,-0.2092,0.86664,-0.0333,-3.46621,1.04276,-27.02136,0.77605,-0.57975,-0.51248,2.77122,-0.70055,2.00952,-0.04221,0.14631,12.13031,14.33551
"26","2022_Q2",81.0924193548387,"Down",798631000,-236236000,562395000,-354577000,-252593000,-100705000,-151888000,-78794000,-23190000,207818000,-34078000,-34896000,817999.99999994,173740000,173740000,6867000.00000001,180607000,180607000,-74000,180533000,180533000,921097000,912434000,180577000,180577000,132136000,132136000,1233810000,167676000,3641907000,746109000,2381539000,168666000,3809583000,5043393000,726771000,22022000,704749000,262668000,262668000,1074027000,3830965000,260175000,124022000,136153000,4091140000,5165167000,8110749000,-7963981000,-269217000,-122449000,675000,-121774000,5043393000,180607000,23190000,28460000,260000,232517000,-17657000,35055000,17398000,6304000,-107298000,-148671000,101244000,101244000,-4197000,97047000,231008000,3915553000,206744000,0.7042,0.26022,0.22605,-1.48253,0.0358,1.14519,1.14877,-42.41601,0.77637,0.63797,0.63797,2.82223,-0.43271,0.7306,0.04453,0.051,12.96256,14.40903
"27","2022_Q3",62.81546875,"Down",794513000,-240840000,553673000,-321522000,-236317000,-110638000,-125679000,-86410000,1205000,232151000,-30332000,-35623000,5291000,201819000,-40413000,8048000,-32365000,-32365000,507000,-31858000,-31858000,472926000,463686000,182320000,182320000,149567000,149567000,804813000,168761000,3220204000,479389000,2281606000,149136000,3388965000,4193778000,309755000,15200000,294555000,259149000,259149000,627686000,3832534000,185659000,63572000,122087000,4018193000,4645879000,8166269000,-7995839000,-407837000,-452945000,844000,-452101000,4193778000,-32365000,241027000,37632000,-458847000,-212553000,-9648000,19355000,9707000,-180928000,-4335000,-239320000,-442166000,-442166000,-6589000,-448755000,473178000,3891316000,-3365000,0.69687,0.29219,-0.0401,0.07047,-0.0076,0.10562,1.28219,-10.2762,0.92788,-0.112,-0.10381,2.79307,-1.5923,-0.01183,-0.00879,-0.00093,7.22432,14.72486
