"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",16.9620967741935,"Down",1593756000,-1471414000,122342000,-62990000,-24953000,-38037000,59352000,-44788000,-23894000,-19943000,14564000,14564000,-599000,13965000,4342000,4389000,4389000,107456000,107456000,453137000,453137000,240694000,62953000,864240000,3155090000,4171269000,-1016179000,1228415000,26518000,822911000,376906000,4499644000,5363884000,592537000,439622000,17791000,135124000,517863000,1110400000,1518543000,62842000,30851000,31991000,1581385000,2691785000,2740166000,-80981000,2659185000,2672099000,5363884000,4342000,39686000,10895000,184838000,239761000,-308138000,-308060000,-308060000,27710000,160389000,-89076000,-583930000,7892000,-328452000,71698000,71698000,1611000,73309000,99038000,2036406000,-23663000,0.07676,0.03724,0.00275,0.00164,0.00082,-5.39143,0.77831,1.00737,0.37965,0.05635,0.05635,20.46266,34.14198,-0.30382,1.14367,0.01959,-0.00496,20.29528,19.47687,32.50017
"12","2013_Q1",18.766,"Up",974827000,-842705000,132122000,-63753000,-29502000,-34251000,68369000,-37689000,-21198000,-3297000,30680000,30680000,-4132000,26548000,-11023000,-10619000,-10619000,83602000,83602000,387943000,387943000,173228000,294670000,939443000,3238460000,4287859000,-1049399000,1332241000,92435000,951024000,285674000,4673646000,5613089000,559549000,397633000,12564000,149352000,286422000,845971000,2124582000,57541000,32114000,25427000,2182123000,3028094000,2631249000,-58865000,2572384000,2584995000,5613089000,-11023000,40708000,16142000,-18503000,27324000,-90063000.0000001,-89817000,-89817000,7.5e+07,-323770000,-98051000,382670000,-10341000,274031000,-22415000,-22415000,-1439000,-23854000,109077000,2411004000,4643000,0.13553,0.07013,-0.01089,-0.00411000000000003,-0.00189,-0.43724,1.11049,1.17141,0.42953,-0.136339999999999,-0.136339999999999,12.51606,33.02752,0.0596099999999999,1.2589,0.0173,0.00092,-9.23354,21.33724,34.04177
"13","2013_Q2",18.909375,"Up",998186000,-865771000,132415000,-69057000,-27494000,-41563000,63358000,-40668000,-29869000,344000,22690000,22690000,-3091000,19599000,24404000,24565000,24565000,116513000,116513000,336759000,336759000,227626000,139750000,820648000,3239555000,4319606000,-1080051000,1399255000,88935000,950586000,355902000,4726382000,5547030000,564125000,428843000,12585000,122697000,282245000,846370000,2136072000,55408000,30288000,25120000,2191480000,3037850000,2557985000,-60968000,2497017000,2509180000,5547030000,24404000,42926000,3484000,73586000,144400000,-52564000,-52564000,-52564000,-63269000,-3118000,-98051000,6661000,-16179000,-107569000,33713000,33713000,-802000,32911000,106284000,2418317000,130397000,0.13266,0.06347,0.02461,0.00979,0.00443,5.30824,0.96961,1.21069,0.43597,0.3154,0.3154,12.81597,32.05986,1.6742,1.2589,0.02461,0.02617,3.99149,21.65711,36.33012
"14","2013_Q3",16.6828125,"Down",902014000,-760081000,141933000,-64961000,-19653000,-45308000,76972000,-37369000,-29425000,2184000,39603000,39603000,-4891000,34712000,32969000,33086000,33086000,42127000,42127000,277843000,277843000,175282000,125540000,620792000,3300089000,4419564000,-1119475000,1415163000,85285000,948754000,376700000,4792606000,5413398000,408816000,319363000,12395000,77058000,31886000,440702000,2469062000,63368000,30194000,33174000,2532430000,2973132000,2492919000,-63787000,2429132000,2440266000,5413398000,32969000,46662000,21233000,-13709000,87155000,-110631000,-110631000,-110631000,-34560000,-141459000,-98051000,95272000,-14198000,-16977000,-71281000,-71281000,-3105000,-74386000,123634000,2500948000,4185000,0.15735,0.08533,0.03668,0.01356,0.00611,0.12649,1.40864,1.21836,0.46199,0.4248,0.4248,11.5812,31.18827,0.0537300000000001,1.2589,0.0262,0.00084,2.96352,19.8879,31.94436
"15","2013_Q4",18.7075,"Up",778145000,-644318000,133827000,-65076000,-18831000,-46245000,68751000,-32964000,-28995000,1389000,35787000,35787000,-105000,35682000,33236000,33397000,33397000,24519000,24519000,242203000,242203000,122998000,70589000,460309000,3361850000,4528950000,-1167100000,1349689000,81710000,950963000,311928000,4782351000,5242660000,322721000,222360000,16944000,83417000,33982000,356703000,2439696000,65282000,29455000,35827000,2504978000,2861681000,2428239000,-57665000,2370574000,2380979000,5242660000,33236000,47597000,9191000,56961000,146985000,-97506000,-97506000,-97506000,44345000,-53141000,-98051000,-12744000,-152000,-110947000,-17103000,-17103000,-505000,-17608000,116348000,2473678000,75908000,0.17198,0.08835,0.04292,0.01403,0.00637,2.2729,1.29045,1.20189,0.47184,0.42879,0.42879,9.99081,30.43643,0.9746,1.2589,0.02672,0.01543,2.93592,21.05029,35.62361
"16","2014_Q1",21.1034426229508,"Up",785387000,-638223000,147164000,-70913000,-25108000,-45805000,76251000,-42634000,-32717000,3424000,33617000,-270836000,-4666000,-275502000,-375280000,-364818000,-364818000,100743000,100743000,281310000,281310000,138147000,113349000,633549000,3310653000,4500837000,-1190184000,1019249000,71249000,617429000,324802000,4398637000,5032186000,392572000,298751000,13751000,80070000,58626453.4238228,392572000,2655553000,80267000,27350000,52917000,2735820000,3128392000,1965530000,-63394000,1902136000,1903794000,5032186000,-375280000,47178000,438843000,-4062000,106679000,-82619000,-82619000,-82619000,-33163000,-113243000,-98051000,188233000,-4039000,86143000,79579000,79579000,-3355000,76224000,123429000,2655553000,41414000,0.18738,0.09709,-0.46451,-0.19163,-0.0725,-0.11352,1.61384,1.64324,0.52771,-4.684,-4.684,10.08379,24.42203,0.53173,1.2589,-0.0575,0.00893,-0.26877,20.69862,33.50527
"17","2014_Q2",24.4253968253968,"Up",849213000,-701024000,148189000,-67086000,-20856000,-46230000,81103000,-33990000,-33362000,3678000,47113000,47113000,-4117000,42996000,39637000,39744000,39744000,42598000,42598000,304056000,304056000,102647000,60438000,509739000,3320118000,4551390000,-1231272000,1014435000,68104000,617429000,324819000,4404895000,4914634000,281405000,196529000,14360000,70516000,33093347.0820159,281405000,2710117000,79628000,28348000,51280000,2789745000,3071150000,1907246000,-64868000,1842378000,1843484000,4914634000,39637000,46230000,16253000,-38795000,63325000,-54486000,-54486000,-54486000,-21911000,-76331000,-98051000,55718000,-369000,-42702000,-55708000,-55708000,-2437000,-58145000,127333000,2710117000,38169000,0.1745,0.0955,0.0468,0.02156,0.00809,0.96037,1.81141,1.66595,0.55144,0.51028,0.51028,10.90327,23.65478,0.49006,1.2589,0.02974,0.00824,2.46706,20.94916,32.89051
"18","2014_Q3",27.7571875,"Up",749745000,-589292000,160453000,-71099000,-23163000,-47936000,89354000,-30302000,-33122000,-474000,59052000,59052000,-1865000,57187000,55398999.9999999,55514000.0000001,55514000.0000001,49076000,49076000,254824000,254824000,112838000,51380000,468118000,3345136000,4622845000,-1277709000,1009617000,64959000,617429000,322172000,4427661000,4895779000,271748000,172869000,13688000,85191000,4859067.19920102,271748000,2726629000,88043000,29152000,58891000,2814672000,3086420000,1864709000,-56339000,1808370000,1809359000,4895779000,55398999.9999999,47936000,7417000,26305000,137057000,-64386000,-64386000,-64386000,-5255000,-55266000,-98051000,20937000,-4000,-77118000,4672999.99999999,4672999.99999999,1805000,6478000,137290000,2726629000,101074000,0.21401,0.11918,0.07404,0.03068,0.01134,1.82069,1.72262,1.70581,0.55693,0.71276,0.71276,9.62617,23.21814,1.29772,1.2589,0.03321,0.02186,1.76624,19.5029,29.96568
"19","2014_Q4",25.865,"Down",794422000,-625758000,168664000,-73566000,-24967000,-48599000,95098000,-31646000,-33007000,-1388000,63452000,63452000,-4335000,59117000,61948000,62121000,62121000,25686000,25686000,220841000,220841000,117937000,43485000,407949000,3391430000,4706896000,-1315466000,1005116000,61815000,617429000,320970000,4469418000,4877367000,277722000,177961000,19088000,80673000,21400000,299122000,2731551000,78049000,27785000,50264000,2809600000,3108722000,1828779000,-60134000,1768645000,1768645000,4877367000,61948000,48599000,-9304000,13570000,114813000,-110676000,-110676000,-110676000,23895000,-75247000,-98051000,34382000,-557000,-64226000,-24660000,-24660000,1270000,-23390000,143697000,2752951000,50926000,0.21231,0.11971,0.0782,0.03512,0.01274,0.81979,1.36382,1.75769,0.56443,0.79759,0.79759,10.19979,22.7081,0.65385,1.2589,0.03482,0.01107,1.57839,18.97928,28.67847
"20","2015_Q1",26.8419672131148,"Up",681738000,-524379000,157359000,-76013000,-27070000,-48943000,81346000,-25993000,-31735000,2683000,55353000,55353000,-484000.000000001,54869000,53394000,53394000,53394000,87912000,87912000,208314000,208314000,55713000,37208000,389147000,3460732000,4815396000,-1354664000,994694000,58670000,617429000,314166000,4529649000,4918796000,288192000,162056000,16638000,109498000,7.7e+07,365192000,2749452000,87942000,27308000,60634000,2837394000,3202586000,1784122000,-67912000,1716210000,1716210000,4918796000,53394000,48943000,19653000,81338000,203328000,-127417000,-127417000,-127417000,-6007000,-133387000,-98051000,98763000,-4851000,-4139000,65802000,65802000,-3576000,62226000,130289000,2826452000,84694000,0.23082,0.11932,0.07832,0.03111,0.01086,1.58621,1.0656,1.86608,0.57462,0.68554,0.68554,8.75301,22.03488,1.08741,1.2589,0.03271,0.01829,1.83637,21.01897,33.66533
"21","2015_Q2",28.5153968253968,"Up",554944000,-378153000,176791000,-77510000,-25053000,-52457000,99281000,30231000,-32037000,62268000,129512000,129512000,-2387000,127125000,127899000,127899000,127899000,78183000,78183000,189655000,189655000,43693000,24677000,336208000,3592286000,4984442000,-1392156000,1155653000,128700000,704488000,318135000,4747939000,5084147000,214285000,114032000,16105000,84148000,4.6e+07,260285000,2987413000,110492000,24804000,85688000,3097905000,3358190000,1813970000,-88013000,1725957000,1725957000,5084147000,127899000,52457000,-5e+07,-7774000,122582000,-75057000,-72880000,-72880000,-13464000,-229836000,-98051000,202072000,-10000,104011000,-3243000,-3243000,-6486000,-9729000,151738000,3033413000,71294000,0.31857,0.1789,0.23047,0.0741,0.02516,0.55742,1.29169,1.9457,0.59664,1.64213,1.64213,7.12507,22.16002,0.91536,1.2589,0.0464,0.01464,0.76663,19.47587,29.76632
"22","2015_Q3",24.2884375,"Down",570611000,-398748000,171863000,-79458000,-26693000,-52765000,92405000,-34976000,-32824000,-2152000,57429000,57429000,-3104000,54325000,54325000,54325000,54325000,111637000,111637000,164403000,164403000,65346000,34193000,375579000,3641078000,5084661000,-1443583000,1156398000,118931000,704404000,329603000,4797476000,5173055000,225453000,107414000,15212000,102827000,4.6e+07,271453000,3074616000,113913000,25791000,88122000,3188529000,3459982000,1770244000,-57171000,1713073000,1713073000,5173055000,54325000,52765000,8243000.00000001,-728000.000000015,114605000,-82008000,-80741000,-80741000,5510000,-76376000,-98051000,92676000,-555000,-5930000.00000003,32299000,32299000,1155000,33454000,145170000,3120616000,65538000,0.30119,0.16194,0.0952,0.03171,0.0105,1.20641,1.38359,2.01975,0.60324,0.69749,0.69749,7.32623,21.9946,0.84146,1.2589,0.0308,0.01325,1.8049,20.72728,32.56295
"23","2015_Q4",20.274375,"Down",493566000,-316592000,176974000,-75980000,-23679000,-52301000,100994000,-31672000,-33448000,1776000,69322000,69322000,-4306000,65016000,65016000,65016000,65016000,116425000,116425000,133973000,133973000,53876000,34083000,338357000,3656273000,5136964000,-1480691000,1140501000,115471000,704404000,317482000,4796774000,5135131000,213373000,97883000,20349000,95141000,4.2e+07,255373000,3109359000,116499000,24497000,92002000,3225858000,3481231000,1737209000,-83309000,1653900000,1653900000,5135131000,65016000,52301000,-6685000,28305000,138937000,-87193000,-87050000,-87050000,152000,-71223000,-98051000,40340000,-227000,-57938000,9776000,9776000,-4988000,4788000,153295000,3151359000,98713000,0.35856,0.20462,0.13173,0.03931,0.01266,1.51829,1.32495,2.10486,0.61369,0.83476,0.83476,6.33702,21.23486,1.2674,1.2589,0.03313,0.02006,1.50811,19.798,30.05064
"24","2016_Q1",16.8898360655738,"Down",464919000,-287112000,177807000,-79783000,-27096000,-52687000,98024000,-33629000,-33559000,-70000.0000000037,64395000,64395000,-4915000,59480000,59480000,59480000,59480000,118862000,118862000,145064000,145064000,38749000,31176000,333851000,3683571000,5209160000,-1525589000,1108103000,112011000,696637000,296597000,4791674000,5125525000,248213000,125147000,18787000,104279000,8.4e+07,332213000,3055612000,127856000,24810000,103046000,3183468000,3515681000,1698638000,-88794000,1609844000,1609844000,5125525000,59480000,52687000,5890000,30756000,148813000,-84114000,-84137000,-84137000,9513000,-74594000,-98051000,28679000,-1.16415321826935e-10,-69372000,4847000,4847000,-2410000,2437000,150711000,3139612000,102268000,0.38245,0.21084,0.12794,0.03695,0.0116,1.71937,1.00493,2.18386,0.61254,0.76368,0.76368,5.96922,20.66921,1.31305,1.2589,0.0323,0.02097,1.64847,20.04333,30.81643
"25","2016_Q2",23.79859375,"Up",405703000,-234211000,171492000,-76927000,-23785000,-53142000,94565000,-34294000,-34123000,-171000,60271000,60271000,-2870000,57401000,57401000,57401000,57401000,130917000,130917000,133469000,133469000,41173000,28014000,333573000,3686687000,5264120000,-1577433000,1075289000,108551000,696637000,269599000,4761976000,5095549000,191790000,100782000,19756000,71252000,8.1e+07,272790000,3125650000,139457000,25841000,113616000,3265107000,3537897000,1661224000,-103572000,1557652000,1557652000,5095549000,57401000,53142000,3674000,-12490000,101727000,-46176000,-46176000,-46176000,-12663000,-58839000,-98051000,62581000,-5000,-35475000,7413000,7413000,4642000,12055000,147707000,3206650000,91911000,0.4227,0.23309,0.14149,0.03685,0.01126,1.60121,1.22282,2.2713,0.6293,0.73699,0.73699,5.20893,19.99911,1.18007,1.2589,0.0317,0.01874,1.70818,20.8232,32.52507
"26","2016_Q3",24.4840625,"Up",437804000,-270279000,167525000,-76308000,-22657000,-53651000,91217000,-34430000,-34229000,-200999.999999999,56787000,56787000,-4270000,52517000,52517000,52517000,52517000,103019000,103019000,145340000,145340000,38700000,26099000,313158000,3674372000,5294602000,-1620230000,1067689000,105091000,696637000,263768000,4742061000,5055219000,194276000,96807000,15799000,81670000,23293369.97833,194276000,3205693000,165355000,26485000,138870000,3371048000,3565324000,1616806000,-126911000,1489895000,1489895000,5055219000,52517000,53651000,9922000,-2784000,113306000,-49185000,-49185000,-49185000,-11000,-49196000,-98051000,6965000,-669000,-91755000,-27645000,-27645000,-253000.000000001,-27898000,144868000,3205693000,97169000,0.38265,0.20835,0.11996,0.03525,0.01039,1.85024,1.61192,2.393,0.63414,0.67428,0.67428,5.62107,19.12912,1.24758,1.2589,0.03098,0.01999,1.86703,21.41725,34.01421
"27","2016_Q4",24.8214285714286,"Up",441418000,-272561000,168857000,-80903000,-26957000,-53946000,87954000,-34660000,-35022000,362000,53294000,53294000,-2153000,51141000,51141000,51141000,51141000,32662000,32662000,159978000,159978000,35051000,26314000,254005000,3672889000,5342360000,-1669471000,1063524000,101630000,696637000,263071000,4736413000,4990418000,204130000,105311000,18685000,80134000,7000000.00000001,211130000,3153049000,156246000,26635000,129611000,3309295000,3520425000,1599393000,-129400000,1469993000,1469993000,4990418000,51141000,53946000,-8368000,2797000,99516000,-50053000,-50053000,-50053000,-2830000,-52883000,-98051000,-45495000,-169000,-116005000,-69372000,-69372000,-985000,-70357000,141900000,3160049000,96797000,0.38253,0.19925,0.11586,0.03479,0.01025,1.89275,1.20307,2.39486,0.63322,0.65539,0.65539,5.65695,18.83856,1.24049,1.25656,0.03117,0.02022,1.91727,22.03937,35.55708
