"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",114.473548387097,"Up",7.54e+08,-1.66e+08,5.88e+08,-6.44e+08,-3.98e+08,-2.66e+08,-1.32e+08,-2.35e+08,-1.1e+07,-5.6e+07,-6e+06,-9e+06,3e+06,-6.2e+07,-6.2e+07,22000000.0000001,-4e+07,-4e+07,-4e+07,-4e+07,1.08e+09,6.38e+08,4.42e+08,1.08e+08,1.08e+08,4.26e+08,1.02e+08,2e+07,3.04e+08,1.614e+09,1.031e+09,2.8e+07,1.577e+09,4.4e+07,1.282e+09,1.12e+08,2.636e+09,4.25e+09,4.73e+08,1.84e+08,2.89e+08,1.266e+09,8.01e+08,4.65e+08,2.251e+09,4.88e+08,3.5e+08,1.46e+08,8.38e+08,3.089e+09,0,4.445e+09,4.442e+09,-9.939e+09,6.687e+09,-3.2e+07,1.161e+09,1.161e+09,4.25e+09,-4e+07,6.3e+07,1.46e+08,1.1e+08,3e+07,6e+06,-4.5e+08,1.05e+08,-1e+08,-4.55e+08,-2.81e+08,3.3e+07,3.3e+07,3.3e+07,-1.43e+08,1.75e+08,-3.18e+08,-9.7e+07,-2.07e+08,-8e+07,-2e+06,-7.3e+07,-1.55e+08,-6.43e+08,-6.43e+08,-6.51e+08,7e+06,1e+09,-4.32e+08,0.77984,-0.07427,-0.0530500000000001,-0.03445,-0.00941,10.8,0.71701,2.66064,0.23529,-0.15625,-0.15267,2.94531,4.53516,-1.6875,0.3125,0.01593,-0.17204,-2,-11.42857,1.42857
"29","2017_Q2",124.229365079365,"Up",7.78e+08,-1.8e+08,5.98e+08,-6.59e+08,-4.09e+08,-2.83e+08,-1.26e+08,-2.46e+08,-4e+06,-6.1e+07,-1.1e+07,-9e+06,-2e+06,-7.2e+07,-7.2e+07,4.2e+07,-3e+07,-3e+07,-3e+07,-3e+07,6.05e+08,3.6e+08,2.45e+08,1.21e+08,1.21e+08,5.36e+08,1.53e+08,5.7e+07,3.26e+08,1.262e+09,1.047e+09,2.8e+07,1.596e+09,3.9e+07,1.293e+09,1.13e+08,2.671e+09,3.933e+09,3.01e+08,1.65e+08,1.36e+08,1.255e+09,7.39e+08,5.16e+08,2.181e+09,4.75e+08,3.41e+08,1.44e+08,8.16e+08,2.997e+09,0,4.54e+09,4.54e+09,-1.0131e+10,6.564e+09,-3.7e+07,9.36e+08,9.36e+08,3.933e+09,-3e+07,5.5e+07,8.1e+07,8.9e+07,-9e+06,1e+06,-3.11e+08,-1.4e+07,-2e+06,-2.95e+08,-2.05e+08,-8.6e+07,-8.6e+07,-8.6e+07,1.95e+08,2.98e+08,-1.03e+08,-1.1e+07,9.8e+07,-8.9e+07,-1.32e+08,-4.5e+07,-1.66e+08,-2.73e+08,-2.73e+08,-2.78e+08,-6e+06,1.1e+09,-4.45e+08,0.76864,-0.07841,-0.03856,-0.03205,-0.00763,14.83333,0.57863,3.20192,0.27968,-0.11628,-0.11628,3.0155,3.62791,-1.72481,0.34496,0.02482,-0.18721,-2.96667,-82.5,-8.11475
"30","2017_Q3",132.556349206349,"Up",1.016e+09,-2.03e+08,8.13e+08,-7.91e+08,-5.45e+08,-4.05e+08,-1.4e+08,-2.43e+08,-3e+06,2.2e+07,-1.2e+07,-1.1e+07,-1e+06,9999999.99999988,1e+07,3e+06,13000000.0000001,1.3e+07,1.3e+07,1.3e+07,6.37e+08,3.92e+08,2.45e+08,5.21e+08,5.21e+08,5.21e+08,1.56e+08,4.1e+07,3.24e+08,1.679e+09,1.047e+09,2.8e+07,1.619e+09,3.4e+07,1.293e+09,1.2e+08,2.694e+09,4.373e+09,4.62e+08,2.58e+08,2.04e+08,1.654e+09,1.076e+09,5.78e+08,2.803e+09,4.63e+08,3.22e+08,1.44e+08,7.85e+08,3.588e+09,1.38777878078145e-17,4.66e+09,4.66e+09,-1.0329e+10,6.488e+09,-3.4e+07,7.85e+08,7.85e+08,4.373e+09,1.3e+07,5.7e+07,6.5e+07,8.1e+07,-2.2e+07,5999999.99999999,1.57e+08,-3.99e+08,9.5e+07,4.61e+08,2.92e+08,-4.6e+07,-4.6e+07,-4.6e+07,-1e+06,1.8e+07,-1.9e+07,-8e+06,-5.5e+07,-8.8e+07,-1.65e+08,-6e+06,-2.09e+08,27999999.9999999,27999999.9999999,32000000.0000001,7.9e+07,1.15e+09,1.87e+08,0.8002,0.0216500000000001,0.0128,0.01656,0.00297000000000001,14.38462,0.599,4.5707,0.26298,0.05058,0.0499999999999998,3.95331,3.05447,0.727629999999999,0.34241,0.04475,0.0828499999999999,6.76923,6.49367,23.31818
"31","2017_Q4",146.763968253968,"Up",2.541e+09,-2.34e+08,2.307e+09,-8.63e+08,-6.13e+08,-4.67e+08,-1.46e+08,-2.46e+08,-4e+06,1.444e+09,-5e+06,-8e+06,3e+06,1.439e+09,1.439e+09,-4.75e+08,9.64e+08,9.64e+08,9.64e+08,9.64e+08,1.593e+09,1.35e+09,2.43e+08,2.45e+08,2.45e+08,4.17e+08,9.4e+07,0,3.23e+08,2.255e+09,1.041e+09,2.8e+07,1.645e+09,2.7e+07,1.294e+09,1.41e+08,2.714e+09,4.969e+09,9.44e+08,2.69e+08,2.4e+08,1.5e+09,9.55e+08,5.45e+08,2.494e+09,4.5e+08,3.28e+08,1.5e+08,7.78e+08,3.272e+09,0,4.787e+09,4.787e+09,-1.0417e+10,7.363e+09,-3.6e+07,1.697e+09,1.697e+09,4.969e+09,9.64e+08,6.2e+07,6.8e+07,7.1e+07,-5e+06,2e+06,7.08e+08,2.75e+08,1.1e+07,4.22e+08,1.802e+09,-4.6e+07,-4.6e+07,-4.6e+07,2e+06,1.6e+07,-1.4e+07,-2.1e+07,-6.5e+07,-8.8e+07,-2.6e+07,-1e+07,-7.74e+08,9.63e+08,9.63e+08,9.58e+08,1.506e+09,5e+08,2.643e+09,0.90791,0.56828,0.37938,0.56806,0.194,2.7417,0.90417,1.92811,0.10062,3.76562,3.70769,9.92578,6.62891,10.32422,0.34375,0.41663,1.04673,0.0912899999999999,-0.72576,-0.75693
"32","2018_Q1",162.383442622951,"Up",8.42e+08,-1.8e+08,6.62e+08,-6.72e+08,-4.06e+08,-2.65e+08,-1.41e+08,-2.63e+08,-3e+06,-1e+07,0,-3e+06,3e+06,-9999999.99999976,-1e+07,3.4e+07,2.4e+07,2.4e+07,2.4e+07,2.4e+07,7.77e+08,5.29e+08,2.48e+08,1.03e+08,1.03e+08,5.35e+08,1e+08,6.3e+07,3.72e+08,1.415e+09,1.03e+09,3.1e+07,1.592e+09,2.2e+07,1.295e+09,1.43e+08,2.653e+09,4.068e+09,4.62e+08,1.57e+08,3e+08,1.432e+09,8.87e+08,5.45e+08,1.944e+09,4.38e+08,3.32e+08,1.3e+08,7.7e+08,2.714e+09,0,4.857e+09,4.857e+09,-1.0778e+10,7.297e+09,-2.2e+07,1.354e+09,1.354e+09,4.068e+09,2.4e+07,6.2e+07,1.33e+08,8.5e+07,4.4e+07,4e+06,-5.09e+08,1.43e+08,-1.04e+08,-5.48e+08,-2.9e+08,7.6e+07,7.6e+07,7.6e+07,-6000000.00000001,2.7e+07,-3.3e+07,-1.33e+08,-6.3e+07,-8.8e+07,-2.9e+08,-9.3e+07,-4.83e+08,-8.36e+08,-8.36e+08,-8.21e+08,5.2e+07,4.88e+08,-4.15e+08,0.78622,-0.01188,0.0285,0.01773,0.00589999999999999,-17.29167,0.72788,2.00443,0.11996,0.0933899999999999,0.09023,3.27626,5.26848,-1.61479,0.34241,0.05152,-0.19089,3.66667,-5.55769,28.9
"33","2018_Q2",185.53546875,"Up",9.1e+08,-1.96e+08,7.14e+08,-7.49e+08,-4.53e+08,-3.08e+08,-1.45e+08,-2.93e+08,-3e+06,-3.5e+07,-2e+06,-5e+06,3e+06,-3.7e+07,-3.7e+07,3.5e+07,-2e+06,-2e+06,-2e+06,-2e+06,7.77e+08,5.29e+08,2.48e+08,1.16e+08,1.16e+08,5.22e+08,1.42e+08,6.1e+07,3.19e+08,1.415e+09,1.016e+09,3.1e+07,1.602e+09,1.8e+07,1.294e+09,1.46e+08,2.649e+09,4.064e+09,3.66e+08,2.2e+08,1.46e+08,1.301e+09,7.99e+08,5.02e+08,2.117e+09,4.25e+08,3.19e+08,1.28e+08,7.44e+08,2.861e+09,0,4.999e+09,4.999e+09,-1.0948e+10,7.18e+09,-2.8e+07,1.203e+09,1.203e+09,4.064e+09,-2e+06,6.5e+07,9.5e+07,9.7e+07,-4e+06,2e+06,-2.36e+08,-1.4e+07,6.1e+07,-2.83e+08,-7.8e+07,-5e+07,-5e+07,-5e+07,-2e+06,3.8e+07,-4e+07,-7.6e+07,-1.28e+08,-1.05e+08,-8.5e+07,-3.9e+07,1.58e+08,-4.8e+07,-4.8e+07,-5.3e+07,3e+07,8.75e+08,-2.91e+08,0.78462,-0.03846,-0.0022,-0.00166,-0.00049,145.5,0.6684,2.37822,0.21531,-0.00781,-0.00781,3.55469,4.69922,-1.13672,0.41016,0.04297,-0.1214,-52.5,3.26667,-2.8
"34","2018_Q3",208.243492063492,"Up",1.141e+09,-2.41e+08,9e+08,-9.02e+08,-6.12e+08,-4.69e+08,-1.43e+08,-2.86e+08,-4e+06,-1999999.99999988,-1e+06,-6e+06,5e+06,-2999999.99999988,-3000000.00000012,-3.3e+07,-35999999.9999999,-3.6e+07,-3.6e+07,-3.6e+07,7.26e+08,4.78e+08,2.48e+08,5.32e+08,5.32e+08,6.44e+08,1.89e+08,3.3e+07,4.22e+08,1.902e+09,9.84e+08,2.8e+07,1.984e+09,7.5e+07,1.615e+09,1.62e+08,2.996e+09,4.898e+09,5.49e+08,3.43e+08,2.06e+08,1.793e+09,1.12e+09,6.73e+08,3.032e+09,4.13e+08,2.96e+08,1.26e+08,7.09e+08,3.741e+09,0,5.151e+09,5.151e+09,-1.1031e+10,7.057e+09,-2e+07,1.157e+09,1.157e+09,4.898e+09,-3.6e+07,6.2e+07,1.02e+08,9.4e+07,3000000.00000001,5e+06,1.24e+08,-4.14e+08,1.15e+08,4.23e+08,2.52e+08,-2.7e+07,-2.7e+07,-2.7e+07,-999999.999999996,3e+07,-3.1e+07,3.2e+07,-3.58e+08,-1e+08,-1.8e+07,-1e+07,99999999.9999999,-6000000.00000012,-6000000.00000012,2e+06,6e+07,1.103e+09,1.9e+08,0.78878,-0.00174999999999997,-0.03155,-0.03111,-0.00735,-5.27778000000001,0.62731,3.23336,0.22519,-0.14062,-0.14062,4.45703,4.51953,0.74219,0.39062,0.02504,0.07433,-2.77778,6.28333,-188.5
"35","2018_Q4",202.089682539683,"Down",2.925e+09,-2.99e+08,2.626e+09,-1.011e+09,-7.08e+08,-5.49e+08,-1.59e+08,-2.96e+08,-7e+06,1.615e+09,2e+06,-5e+06,7e+06,1.617e+09,1.617e+09,-4.17e+08,1.2e+09,1.2e+09,1.2e+09,1.2e+09,1.936e+09,1.614e+09,3.22e+08,3.09e+08,3.09e+08,6e+08,1.79e+08,2e+06,4.19e+08,2.845e+09,9.5e+08,2.8e+07,1.964e+09,6.8e+07,1.613e+09,1.55e+08,2.942e+09,5.787e+09,9.67e+08,3.25e+08,2.86e+08,1.686e+09,1.04e+09,6.46e+08,2.703e+09,4e+08,3.2e+08,1.47e+08,7.2e+08,3.423e+09,0,5.289e+09,5.289e+09,-1.105e+10,8.155e+09,-3e+07,2.364e+09,2.364e+09,5.787e+09,1.2e+09,6.4e+07,1.09e+08,9.2e+07,2.5e+07,-8e+06,6.02e+08,2.22e+08,-1.6e+07,3.96e+08,1.975e+09,-2e+07,-2e+07,-2e+07,-7.6e+07,1.9e+07,-9.5e+07,-5e+06,-1.02e+08,-1e+08,3.6e+07,-1e+07,-7.27e+08,1.146e+09,1.146e+09,1.136e+09,1.679e+09,4.5e+08,2.678e+09,0.89778,0.55214,0.41026,0.50761,0.20736,2.23167,1.05253,1.44797,0.07776,4.66926,4.58015,11.38132,9.19844,10.42023,0.38911,0.41481,0.8545,0.0833300000000037,-0.88505,-0.92012
"36","2019_Q1",225.008032786885,"Up",9.88e+08,-2.26e+08,7.62e+08,-8.43e+08,-5.25e+08,-3.08e+08,-2.17e+08,-3.11e+08,-7e+06,-80999999.9999995,7e+06,-4e+06,1.1e+07,-7.4e+07,-74000000.0000002,1.23e+08,4.9e+07,4.9e+07,4.9e+07,4.9e+07,1.716e+09,1.464e+09,2.52e+08,9.8e+07,9.8e+07,6.08e+08,2.02e+08,3.9e+07,3.67e+08,2.422e+09,8.12e+08,1.3e+07,1.887e+09,6.1e+07,1.611e+09,159466393.015218,2.712e+09,5.134e+09,5.47e+08,1.78e+08,3.69e+08,1.146e+09,5.81e+08,5.65e+08,1.743e+09,3.88e+08,1.87e+08,1.19e+08,5.75e+08,2.318e+09,0,5.338e+09,5.338e+09,-1.105e+10,8.564e+09,-3.6e+07,2.816e+09,2.816e+09,5.134e+09,4.9e+07,6.2e+07,2.12e+08,9.9e+07,2.7e+07,8.6e+07,-3.6e+08,2.11e+08,-1.48e+08,-4.23e+08,-37000000.0000002,5.9e+07,5.9e+07,5.9e+07,8.6e+07,4.1e+07,4.5e+07,-8.9e+07,55999999.9999999,-1.02e+08,9e+07,-1.41e+08,-1.65e+08,-1.46e+08,-1.46e+08,-1.5e+08,-1.9e+07,4.38e+08,-4.43e+08,0.77126,-0.08198,0.0496,0.0174000000000001,0.00953999999999999,-9.04082,1.38956,0.82315,0.08531,0.192159999999999,0.18148,3.87451,11.04314,-1.73725,0.4,0.0438799999999999,-0.12874,2.08163,67.26316,15.77778
"37","2019_Q2",247.849841269841,"Up",1.016e+09,-2.42e+08,7.74e+08,-7.84e+08,-4.83e+08,-3.46e+08,-1.37e+08,-2.94e+08,-7e+06,-1e+07,-4e+06,-4e+06,6934008.37509246,-1.4e+07,-1.4e+07,4.8e+07,3.4e+07,3.4e+07,3.4e+07,3.4e+07,1.332e+09,1.084e+09,2.48e+08,7.7e+07,7.7e+07,8.23e+08,2.69e+08,1.16e+08,4.38e+08,2.232e+09,8.05e+08,1.3e+07,1.878e+09,5.5e+07,1.61e+09,180153270.186567,2.696e+09,4.928e+09,3.83e+08,2.09e+08,1.74e+08,1.153e+09,5.13e+08,6.4e+08,1.586e+09,3.75e+08,1.85e+08,1.2e+08,5.6e+08,2.146e+09,0,5.501e+09,5.501e+09,-1.1151e+10,8.472e+09,-4e+07,2.782e+09,2.782e+09,4.928e+09,3.4e+07,5.7e+07,9.8e+07,1.05e+08,-9e+06,2e+06,-3.32e+08,2.1e+07,2.4e+07,-3.77e+08,-1.43e+08,-3.5e+07,-3.5e+07,-3.5e+07,4e+06,3.3e+07,-2.9e+07,5.1e+07,2e+07,-1.29e+08,2.5e+07,-6.5e+07,-1.82e+08,-3.05e+08,-3.05e+08,-3.09e+08,4.7e+07,4.25e+08,-3.68e+08,0.76181,-0.00984,0.03346,0.01222,0.0069,-10.82353,1.40731,0.77139,0.08624,0.13077,0.12879,3.90769,10.7,-1.41538,0.49615,0.04805,-0.10849,3.79412,-19.29787,90.7
"38","2019_Q3",268.76609375,"Up",1.502e+09,-2.8e+08,1.222e+09,-9.89e+08,-6.88e+08,-5.48e+08,-1.4e+08,-2.95e+08,-6e+06,2.33e+08,2e+06,-4e+06,6e+06,2.35e+08,2.35e+08,-4.6e+07,1.89e+08,1.89e+08,1.89e+08,1.89e+08,1.333e+09,1.075e+09,2.58e+08,5.54e+08,5.54e+08,7.57e+08,2.53e+08,7e+07,4.34e+08,2.644e+09,8.1e+08,1.3e+07,1.868e+09,4.9e+07,1.611e+09,2.08e+08,2.691e+09,5.335e+09,6.21e+08,4e+08,2.21e+08,1.33e+09,6.39e+08,6.91e+08,2.001e+09,3.63e+08,1.75e+08,1.24e+08,5.38e+08,2.539e+09,-9.09494701772928e-13,5.623e+09,5.623e+09,-1.1328e+10,8.537e+09,-3.6e+07,2.796e+09,2.796e+09,5.335e+09,1.89e+08,5.5e+07,9.2e+07,1e+08,-1.2e+07,4e+06,5e+06,-4.77e+08,1.86e+08,2.96e+08,3.41e+08,-4.5e+07,-4.5e+07,-4.5e+07,-9e+06,9e+06,-1.8e+07,-7e+06,-6.1e+07,-1.22e+08,-1.45e+08,-1.6e+07,-2.95e+08,-1.5e+07,-1.5e+07,-12999999.9999999,2.88e+08,4.13e+08,2.94e+08,0.81358,0.15513,0.12583,0.0676,0.03543,1.55556,1.32134,0.90808,0.07741,0.72692,0.71591,5.77692,10.75385,1.13077,0.46923,0.0919,0.08688,0.6455,-3.19443999999998,-3.94850000000001
"39","2019_Q4",255.988125,"Down",3.272e+09,-3.49e+08,2.923e+09,-1.139e+09,-8.22e+08,-6.52e+08,-1.7e+08,-3.11e+08,-6e+06,1.784e+09,1.3e+07,-4e+06,1.7e+07,1.797e+09,1.797e+09,-4.19e+08,1.378e+09,1.378e+09,1.378e+09,1.378e+09,3.346e+09,2.946e+09,4e+08,2.62e+08,2.62e+08,6.41e+08,2.55e+08,3e+06,3.83e+08,4.249e+09,7.99e+08,1.3e+07,1.856e+09,4.3e+07,1.611e+09,2.02e+08,2.668e+09,6.917e+09,1.032e+09,3.83e+08,3.11e+08,1.209e+09,5.72e+08,6.37e+08,2.291e+09,3.98e+08,1.58e+08,1.45e+08,5.56e+08,2.847e+09,0,5.782e+09,5.782e+09,-1.1463e+10,9.789e+09,-3.8e+07,4.07e+09,4.07e+09,6.917e+09,1.378e+09,5.4e+07,8.1e+07,9.8e+07,-2.3e+07,6e+06,7.35e+08,2.91e+08,-5e+06,4.49e+08,2.248e+09,-4.9e+07,-4.9e+07,-4.9e+07,-1.39e+08,1.8e+07,-1.57e+08,-7.2e+07,-2.6e+08,-1.23e+08,-5.7e+07,-1.9e+07,-1.64e+08,1.824e+09,1.824e+09,1.82e+09,1.838e+09,4.48e+08,2.943e+09,0.89334,0.54523,0.42115,0.33857,0.19922,2.1357,1.85465,0.69951,0.06477,5.3,5.2197,12.58462,15.65385,11.31923,0.47308,0.321,0.62938,0.0892599999999997,-1.57671,-1.62444
"40","2020_Q1",265.592580645161,"Up",9.94e+08,-2.76e+08,7.18e+08,-8.71e+08,-5.31e+08,-3.81e+08,-1.5e+08,-3.33e+08,-7e+06,-1.53e+08,1.6e+07,-3e+06,1.9e+07,-1.37e+08,-1.37e+08,9.3e+07,-4.4e+07,-44000000.0000005,-44000000.0000005,-44000000.0000005,2.74e+09,2.116e+09,6.24e+08,8.7e+07,8.7e+07,7.67e+08,2.66e+08,6.5e+07,4.36e+08,3.594e+09,7.8e+08,1.3e+07,1.896e+09,5.4e+07,1.655e+09,1.87e+08,2.689e+09,6.283e+09,6.59e+08,2.74e+08,3.85e+08,1.257e+09,6.19e+08,6.38e+08,1.966e+09,3.86e+08,1.82e+08,1.45e+08,5.68e+08,2.534e+09,7.27595761418343e-12,5.775e+09,5.772e+09,-1.1611e+10,9.621e+09,-3.6e+07,3.749e+09,3.749e+09,6.283e+09,-44000000.0000005,5.9e+07,1.38e+08,9.8e+07,3.7e+07,3e+06,-2.75e+08,1.76e+08,-1.15e+08,-3.36e+08,-1.22e+08,5.3e+07,5.3e+07,5.3e+07,-2.21e+08,2.4e+07,-2.45e+08,-1.02e+08,-3.34e+08,-1.27e+08,-9.5e+07,-9e+07,-3.24e+08,-7.8e+08,-7.8e+08,-7.77e+08,-9.4e+07,4.36e+08,-4.09e+08,0.72233,-0.15392,-0.04427,-0.01174,-0.00700000000000001,9.29545,1.82808,0.67591,0.06939,-0.16923,-0.16667,3.82308,14.41923,-1.57308,0.48846,0.01901,-0.0936599999999999,-2.88636,24.51064,15.05882
"41","2020_Q2",269.648253968254,"Up",1.165e+09,-2.84e+08,8.81e+08,-8.71e+08,-5.29e+08,-3.83e+08,-1.46e+08,-3.34e+08,-8e+06,1e+07,1.2e+07,-2e+06,1.4e+07,2.2e+07,2.2e+07,3.5e+07,5.7e+07,5.7e+07,5.7e+07,5.7e+07,2.255e+09,1.63e+09,6.25e+08,1.04e+08,1.04e+08,8.03e+08,3.04e+08,8.6e+07,4.13e+08,3.162e+09,7.73e+08,1.3e+07,2.235e+09,4.9e+07,1.655e+09,5.31e+08,3.021e+09,6.183e+09,4.73e+08,2.72e+08,2.01e+08,1.234e+09,5.54e+08,6.8e+08,1.757e+09,3.73e+08,4.2e+08,3.52e+08,7.93e+08,2.55e+09,0,5.881e+09,5.881e+09,-1.175e+10,9.537e+09,-3.5e+07,3.633e+09,3.633e+09,6.183e+09,5.7e+07,5.7e+07,1.13e+08,1.11e+08,-1.8e+07,2e+07,-3.54e+08,-1.6e+07,-5e+06,-3.33e+08,-1.27e+08,-3.8e+07,-3.8e+07,-3.8e+07,2e+06,5.3e+07,-5.1e+07,-2.1e+07,-5.7e+07,-1.41e+08,-7.7e+07,-9.4e+07,-3.25e+08,-5.09e+08,-5.09e+08,-5.09e+08,6.7e+07,4.23e+08,-3.6e+08,0.75622,0.00858,0.04893,0.01569,0.00922,-6.31579,1.79966,0.7019,0.06841,0.21839,0.21591,4.4636,13.91954,-1.37931,0.54023,0.04424,-0.08043,2.47368,-27.34328,-183.2
"42","2020_Q3",308.0759375,"Up",1.696e+09,-3.34e+08,1.362e+09,-1.092e+09,-7.52e+08,-5.93e+08,-1.59e+08,-3.33e+08,-7e+06,2.7e+08,1.2e+07,-3e+06,1.5e+07,2.82e+08,2.82e+08,-4.2e+07,2.4e+08,2.4e+08,2.4e+08,2.4e+08,2.266e+09,1.641e+09,6.25e+08,6.03e+08,6.03e+08,8.21e+08,3.08e+08,5.2e+07,4.61e+08,3.69e+09,7.58e+08,1.3e+07,2.24e+09,4.1e+07,1.655e+09,5.44e+08,3.011e+09,6.701e+09,7.16e+08,4.55e+08,2.61e+08,1.45e+09,6.71e+08,7.79e+08,2.204e+09,3.73e+08,3.97e+08,3.42e+08,7.7e+08,2.974e+09,0,6.014e+09,6.014e+09,-1.1889e+10,9.637e+09,-3.5e+07,3.727e+09,3.727e+09,6.701e+09,2.4e+08,5.7e+07,1.11e+08,1.07e+08,-1.2e+07,1.6e+07,-9.1e+07,-5e+08,1.8e+08,2.29e+08,3.17e+08,-3e+07,-3e+07,-3e+07,999999.99999994,2e+07,-1.9e+07,-1e+07,-3.9e+07,-1.39e+08,-8e+07,1.4e+07,-2.17e+08,6.1e+07,6.1e+07,5.9e+07,3.27e+08,4.11e+08,2.48e+08,0.80307,0.1592,0.14151,0.06439,0.03582,1.03333,1.67423,0.79796,0.06133,0.91954,0.90909,6.49808,14.27969,0.95019,0.53257,0.08357,0.05469,0.57917,-5.67277999999999,-6.87036999999998
"43","2020_Q4",346.41296875,"Up",3.002e+09,-4.21e+08,2.581e+09,-1.168e+09,-8.29e+08,-6.48e+08,-1.81e+08,-3.32e+08,-7e+06,1.413e+09,-5e+06,-2e+06,-3e+06,1.408e+09,1.408e+09,-3.24e+08,1.084e+09,1.084e+09,1.084e+09,1.084e+09,3.971e+09,3.371e+09,6e+08,2.19e+08,2.19e+08,6.72e+08,2.77e+08,6e+06,3.89e+08,4.862e+09,7.45e+08,1.9e+07,2.138e+09,3.4e+07,1.653e+09,4.51e+08,2.902e+09,7.764e+09,1.057e+09,3.84e+08,3.48e+08,1.306e+09,6.32e+08,6.74e+08,2.713e+09,4.8e+07,2.63e+08,2.41e+08,3.11e+08,3.024e+09,0,6.132e+09,6.132e+09,-1.1929e+10,1.0581e+10,-4.4e+07,4.74e+09,4.74e+09,7.764e+09,1.084e+09,5.4e+07,6.3e+07,1.03e+08,-7.2e+07,3.2e+07,7.36e+08,3.84e+08,-6.4e+07,4.16e+08,1.937e+09,-3.9e+07,-3.9e+07,-3.9e+07,2.3e+07,3.2e+07,-9e+06,1e+06,-1.5e+07,-1.39e+08,-6e+06,-9.6e+07,-2.54e+08,1.668e+09,1.668e+09,1.67e+09,1.467e+09,3.98e+08,2.488e+09,0.85976,0.47069,0.36109,0.22869,0.13962,2.2952,1.79211,0.63797,0.05126,4.15326,4.10606,11.50192,18.16092,9.53257,0.53257,0.22644,0.46066,0.12823,-2.43558,-2.52866
"44","2021_Q1",380.426557377049,"Up",1.816e+09,-3.17e+08,1.499e+09,-1.016e+09,-6.17e+08,-4.24e+08,-1.93e+08,-3.93e+08,-6e+06,4.83e+08,3e+06,-7e+06,1e+07,4.86e+08,4.86e+08,-41000000.0000001,4.45e+08,4.45e+08,4.45e+08,4.45e+08,7.05e+09,6.442e+09,6.08e+08,1.49e+08,1.49e+08,7.81e+08,3.14e+08,1.2e+07,4.55e+08,7.98e+09,7.34e+08,1.9e+07,2.198e+09,2.8e+07,1.654e+09,4.51e+08,2.951e+09,1.0931e+10,7.87e+08,3.05e+08,4.82e+08,1.404e+09,6.52e+08,7.52e+08,3.529e+09,2.031e+09,2.65e+08,2.63e+08,2.296e+09,5.825e+09,23059904.3137391,6.182e+09,6.179e+09,-1.1929e+10,1.0885e+10,-3.2e+07,5.106e+09,5.106e+09,1.0931e+10,4.45e+08,5e+07,5.17e+08,92453992.8794911,-37055567.3947539,98608661.994704,-5.93e+08,530269518.794251,-177656042.877756,-84526292.6929618,4.19e+08,4.8e+07,4.8e+07,4.8e+07,-999999.999999996,30365692.4817987,19704088.2340853,-3.3e+07,1.4e+07,-1.42e+08,5.1e+07,-6.8e+07,2.812e+09,3.245e+09,3.245e+09,3.245e+09,5.33e+08,3.369e+09,29000000.0000005,0.82544,0.26597,0.24504,0.08715,0.04071,0.0651700000000006,2.26126,1.14081,0.30821,1.70498,1.68561,6.95785,19.56322,0.111109999999998,0.54406,0.06716,0.00331999999999993,0.3191,-6.90619,-7.62112
