"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"20","2015_Q1",99.095737704918,"Up",3.3433e+10,-2.486e+10,8.573e+09,-5.808e+09,-3.81e+08,2.765e+09,-1.51e+08,-1.51e+08,2.614e+09,2.614e+09,-1.104e+09,1.51e+09,1.51e+09,1.51e+09,1.51e+09,9.236e+09,7.495e+09,1.741e+09,4.252e+09,4.252e+09,1.0068e+10,1.052e+09,8.46e+09,2.3556e+10,4.418e+09,1.8827e+10,3.9581e+10,3.294e+10,3.669e+09,2.972e+09,6.2826e+10,8.6382e+10,9.247e+09,1.399e+09,1.9977e+10,1.972e+09,1.8005e+10,3.0623e+10,1.6007e+10,5.91e+09,3.845e+09,2.1917e+10,5.254e+10,1e+07,3.3836e+10,-1.392e+09,3.2454e+10,3.3842e+10,8.6382e+10,1.51e+09,3.81e+08,4e+07,4.98e+08,2.429e+09,-4.04e+08,5.46e+08,-1.072e+09,2.54e+08,-6.76e+08,-3.58e+08,-1.52e+08,-9.22e+08,6.2e+07,-9.84e+08,-50999999.9999999,-1.483e+09,2.7e+08,2.7e+08,2.62e+08,3.146e+09,1.7406e+10,4.344e+09,0.25642,0.0827,0.04516,0.04462,0.01748,2.87682,0.76923,1.55251,0.2015,1.57785,1.54872,34.93521,33.91223,4.53918,0.37409,8,0.03268,0.076,0.23709,2.59695,2.95479
"21","2015_Q2",105.911587301587,"Up",3.5756e+10,-2.6904e+10,8.852e+09,-6.212e+09,-3.78e+08,2.64e+09,-1.5e+08,-1.5e+08,2.49e+09,2.49e+09,-1.077e+09,1.413e+09,1.413e+09,1.413e+09,1.413e+09,1.043e+10,8.65e+09,1.78e+09,5.04e+09,5.04e+09,1.1304e+10,2.632e+09,8.267e+09,2.6774e+10,4.245e+09,1.9416e+10,3.9284e+10,3.2782e+10,3.441e+09,3.061e+09,6.2945e+10,8.9719e+10,1.0518e+10,2.797e+09,2.1663e+10,1.734e+09,1.9929e+10,3.4978e+10,1.5577e+10,5.834e+09,3.778e+09,2.1411e+10,5.6389e+10,1e+07,3.4153e+10,-2.285e+09,3.1878e+10,3.333e+10,8.9719e+10,1.413e+09,3.78e+08,3.57e+08,1.21e+08,2.269e+09,-3.73e+08,-5.45e+08,-5.75e+08,-3.2e+07,-1.525e+09,-3.57e+08,7.78e+08,-7.04e+08,1.92e+08,-8.96e+08,7.79e+08,4.96e+08,1.24e+09,1.24e+09,1.155e+09,3.018e+09,1.8374e+10,3.843e+09,0.24757,0.07383,0.03952,0.04239,0.01575,2.71975,0.76545,1.69184,0.20479,1.48113,1.4582,37.48008,33.41509,4.0283,0.37421,8,0.03076,0.06679,0.25265,2.63221,3.00909
"22","2015_Q3",107.62515625,"Up",3.6263e+10,-2.7251e+10,9.012e+09,-6.117e+09,-3.79e+08,2.895e+09,-1.51e+08,-1.51e+08,2.744e+09,2.744e+09,-1.159e+09,1.585e+09,1.585e+09,1.585e+09,1.585e+09,9.802e+09,7.887e+09,1.915e+09,6.034e+09,6.034e+09,1.173e+10,2.193e+09,9.023e+09,2.7566e+10,4.473e+09,1.8996e+10,4.0388e+10,3.4154e+10,3.316e+09,2.918e+09,6.3857e+10,9.1423e+10,1.0901e+10,2.693e+09,2.2147e+10,1.508e+09,2.0639e+10,3.5741e+10,1.5378e+10,5.669e+09,3.792e+09,2.1047e+10,5.6788e+10,6.5e+07,3.5262e+10,-2.307e+09,3.302e+10,3.4635e+10,9.1423e+10,1.585e+09,3.79e+08,-1.28e+08,-6.73e+08,1.163e+09,-3.43e+08,1.41e+08,-1.203e+09,8e+07,-1.325e+09,-4.76e+08,-108000000.000001,-7e+06,49999999.9999999,-57000000.0000001,-2.6e+07,-6.17e+08,-7.79e+08,-7.79e+08,-7.63e+08,3.274e+09,1.8071e+10,3.417e+09,0.24852,0.07983,0.04371,0.04576,0.01734,2.15584,0.77127,1.63961,0.19766,1.66492,1.64079,38.09139,34.68487,3.58929,0.5,7,0.03531,0.05854,0.30032,2.52566,2.8563
"23","2015_Q4",105.58890625,"Down",4.1489e+10,-3.1841e+10,9.648e+09,-6.63e+09,-4.52e+08,3.018e+09,-2.29e+08,-2.29e+08,2.789e+09,2.789e+09,-1.171e+09,1.618e+09,1.618e+09,1.597e+09,1.597e+09,9.925e+09,7.983e+09,1.942e+09,6.752e+09,6.752e+09,1.3258e+10,1.973e+09,1.0615e+10,2.9935e+10,4.532e+09,1.8535e+10,5.527e+10,4.368e+10,8.405e+09,3.185e+09,7.8337e+10,1.08272e+11,1.13e+10,5.767e+09,2.2886e+10,1.731e+09,2.1155e+10,3.9953e+10,2.6015e+10,7.611e+09,4.018e+09,3.3626e+10,7.3579e+10,7.9e+07,3.6382e+10,-3.347e+09,3.3114e+10,3.4693e+10,1.08272e+11,1.618e+09,4.52e+08,1.94e+08,5.33e+08,2.797e+09,-3.56e+08,2.9e+08,-1.4405e+10,-9.9e+07,-1.457e+10,-4.77e+08,1.3561e+10,-5.3e+07,1.24e+08,-1.77e+08,-1.08e+09,1.1951e+10,1.78e+08,1.78e+08,9.6e+07,3.47e+09,3.1782e+10,4.818e+09,0.23254,0.07274,0.03849,0.04603,0.01475,3.01691,0.74926,2.12086,0.29354,1.67576,1.6515,43.53515,34.74711,5.05561,0.50052,6,0.02799,0.06503,0.29869,6.29885,7.24221
"24","2016_Q1",107.29737704918,"Up",4.3599e+10,-3.4085e+10,9.514e+09,-7.046e+09,-4.84e+08,2.468e+09,-2.6e+08,-2.6e+08,2.208e+09,2.208e+09,-9.56e+08,1.252e+09,1.252e+09,1.218e+09,1.218e+09,1.2911e+10,1.0923e+10,1.988e+09,6.523e+09,6.523e+09,1.2205e+10,2.406e+09,9.799e+09,3.1639e+10,4.861e+09,1.8792e+10,5.5962e+10,4.4453e+10,8.391e+09,3.118e+09,7.9615e+10,1.11254e+11,1.1994e+10,6.634e+09,2.427e+10,2.142e+09,2.2128e+10,4.2898e+10,2.5331e+10,7.564e+09,3.977e+09,3.2895e+10,7.5793e+10,3.9e+07,3.7125e+10,-3.334e+09,3.383e+10,3.5461e+10,1.11254e+11,1.252e+09,4.84e+08,-3.25e+08,2.1e+09,3.511e+09,-4.84e+08,-4.17e+08,18999999.9999981,-9.3e+07,-9.75e+08,-4.76e+08,3.76e+08,-3.4e+07,3.6e+07,-7e+07,5.43e+08,4.09e+08,2.945e+09,2.945e+09,2.94e+09,2.952e+09,3.1965e+10,5.524e+09,0.21822,0.05661,0.02794,0.03435,0.01095,4.5353,0.73754,2.13736,0.28732,1.27807,1.26087,45.74921,35.49843,5.79643,0.49948,5,0.02259,0.07366,0.3908,6.45461,7.72042
"25","2016_Q2",121.40609375,"Up",4.4527e+10,-3.4307e+10,1.022e+10,-7.26e+09,-5.02e+08,2.96e+09,-2.59e+08,-2.59e+08,2.701e+09,2.701e+09,-1.074e+09,1.627e+09,1.627e+09,1.611e+09,1.611e+09,1.3014e+10,1.0596e+10,2.418e+09,7.777e+09,7.777e+09,1.2954e+10,3.211e+09,9.743e+09,3.3745e+10,4.976e+09,2.0895e+10,5.8239e+10,4.6294e+10,8.861e+09,3.084e+09,8.411e+10,1.17855e+11,1.374e+10,6.504e+09,2.6041e+10,1.901e+09,2.414e+10,4.6285e+10,2.7218e+10,7.461e+09,4.395e+09,3.4679e+10,8.0964e+10,1e+07,3.7963e+10,-2.804e+09,3.5169e+10,3.6891e+10,1.17855e+11,1.627e+09,5.02e+08,3.08e+08,-1.19e+08,2.318e+09,-4.25e+08,-2.073e+09,-1.697e+09,1.4e+07,-4.181e+09,-4.77e+08,1.599e+09,-3.02e+08,1.98e+08,-5e+08,6.82e+08,1.502e+09,-3.61e+08,-3.61e+08,-3.27e+08,3.462e+09,3.3722e+10,3.992e+09,0.22952,0.06648,0.03618,0.04367,0.01367,2.47796,0.72907,2.19468,0.28613,1.69045,1.66598,46.72298,36.90346,4.18888,0.50052,5,0.02674,0.05113,0.29609,5.98151,6.99595
"26","2016_Q3",128.15828125,"Up",4.6485e+10,-3.5978e+10,1.0507e+10,-7.304e+09,-5.11e+08,3.203e+09,-2.71e+08,-2.71e+08,2.932e+09,2.932e+09,-1.172e+09,1.76e+09,1.76e+09,1.754e+09,1.754e+09,1.0974e+10,8.217e+09,2.757e+09,9.346e+09,9.346e+09,1.2978e+10,2.768e+09,1.021e+10,3.3298e+10,5.189e+09,2.2211e+10,5.8905e+10,4.6881e+10,8.878e+09,3.146e+09,8.6305e+10,1.19603e+11,1.4366e+10,6.364e+09,2.6646e+10,1.567e+09,2.5079e+10,4.7376e+10,2.6834e+10,7.362e+09,4.505e+09,3.4196e+10,8.1572e+10,1e+07,3.8579e+10,-2.203e+09,3.6386e+10,3.8031e+10,1.19603e+11,1.76e+09,5.11e+08,-2.07e+08,-3.81e+08,1.683e+09,-3.88e+08,-1.508e+09,-3.38e+08,2e+06,-2.232e+09,-5.94e+08,-5.91e+08,-4.24e+08,5.6e+07,-4.8e+08,-2.52e+08,-1.861e+09,-2.41e+09,-2.41e+09,-2.379e+09,3.714e+09,3.3198e+10,4.117e+09,0.22603,0.0689,0.03773,0.04612,0.01467,2.34721,0.70285,2.14488,0.27757,1.84437,1.81386,48.88013,38.26078,4.32913,0.62461,3,0.02988,0.05239,0.33865,5.98384,6.9385
"27","2016_Q4",137.344761904762,"Up",4.6293e+10,-3.5165e+10,1.1128e+10,-7.548e+09,-5.15e+08,3.58e+09,-2.69e+08,-2.69e+08,3.311e+09,3.311e+09,-1.333e+09,1.978e+09,1.978e+09,1.968e+09,1.968e+09,1.5667e+10,1.2796e+10,2.871e+09,7.347e+09,7.347e+09,1.2754e+10,2.3e+09,1.0454e+10,3.5768e+10,5.524e+09,2.3324e+10,5.9026e+10,4.7183e+10,8.719e+09,3.124e+09,8.7874e+10,1.23642e+11,1.2994e+10,7.202e+09,3.09e+10,5.73e+09,2.517e+10,5.1096e+10,2.6022e+10,7.033e+09,4.541e+09,3.3055e+10,8.4151e+10,1e+07,3.9945e+10,-2.303e+09,3.7652e+10,3.9491e+10,1.23642e+11,1.978e+09,5.15e+08,-2.05e+08,4.915e+09,7.203e+09,-4.07e+08,-1.188e+09,-6.92e+08,-4.1e+07,-2.328e+09,-5.95e+08,6.9e+07,-4e+06,1.33e+08,-1.37e+08,2.29e+08,-3.01e+08,4.574e+09,4.574e+09,4.579e+09,4.095e+09,3.3224e+10,9.936e+09,0.24038,0.07733,0.04251,0.04983,0.01592,5.04878,0.70002,2.13089,0.26871,2.06723,2.03096,48.6271,39.55042,10.43697,0.625,6,0.03214,0.12459,0.30234,4.28742,4.90419
"28","2017_Q1",151.118870967742,"Up",4.7535e+10,-3.6004e+10,1.1531e+10,-8.344e+09,-5.27e+08,3.187e+09,-2.68e+08,-2.68e+08,2.919e+09,2.919e+09,-1.211e+09,1.708e+09,1.708e+09,1.684e+09,1.684e+09,1.3275e+10,1.043e+10,2.845e+09,8.152e+09,8.152e+09,1.2452e+10,1.848e+09,1.0604e+10,3.3879e+10,5.901e+09,2.3868e+10,5.9162e+10,4.7584e+10,8.541e+09,3.037e+09,8.8931e+10,1.2281e+11,1.3361e+10,7.193e+09,2.8698e+10,1.968e+09,2.673e+10,4.9252e+10,2.5777e+10,7.592e+09,4.831e+09,3.3369e+10,8.2621e+10,1e+07,4.0945e+10,-2.681e+09,3.8274e+10,4.0189e+10,1.2281e+11,1.708e+09,5.27e+08,5.88e+08,-4.232e+09,-1.409e+09,-4.85e+08,-1.158e+09,9.67e+08,6.2e+07,-6.14e+08,-5.95e+08,-86999999.9999998,-1.21e+08,4.2e+07,-1.63e+08,4.52e+08,-3.51e+08,-2.374e+09,-2.374e+09,-2.366e+09,3.714e+09,3.297e+10,2.08e+08,0.24258,0.06705,0.03543,0.0419,0.01371,0.12352,0.68787,2.05581,0.26846,1.76891,1.73787,49.93172,40.20378,0.218489999999999,0.625,4,0.02822,0.00258,0.35333,5.30291,6.17979
"29","2017_Q2",162.364285714286,"Up",4.8723e+10,-3.7755e+10,1.0968e+10,-7.555e+09,-5.33e+08,3.413e+09,-2.83e+08,-2.83e+08,3.13e+09,3.13e+09,-9.39e+08,2.191e+09,2.191e+09,2.172e+09,2.172e+09,1.9352e+10,1.6142e+10,3.21e+09,9.595e+09,9.595e+09,1.2042e+10,2.547e+09,9.495e+09,4.0989e+10,6.329e+09,2.576e+10,6.4079e+10,5.2376e+10,8.618e+09,3.085e+09,9.6168e+10,1.37157e+11,1.3473e+10,7.747e+09,3.6323e+10,6.475e+09,2.9848e+10,5.7543e+10,2.6154e+10,7.798e+09,4.904e+09,3.3952e+10,9.1495e+10,1.829e+09,4.2521e+10,-2.447e+09,4.1903e+10,4.5662e+10,1.37157e+11,2.191e+09,5.33e+08,1.5e+08,3.582e+09,6.456e+09,-5.07e+08,-1.339e+09,-4.68e+08,2.5e+07,-2.289e+09,-5.96e+08,-1.89e+08,-4.12e+08,2.7e+08,-6.82e+08,2.722e+09,1.525e+09,5.692e+09,5.692e+09,5.712e+09,3.946e+09,3.3901e+10,7.96e+09,0.22511,0.07005,0.04458,0.04757,0.01584,3.66483,0.71232,2.00374,0.24717,2.27673,2.22769,51.07233,43.92348,8.34382,0.62474,5,0.03168,0.09112,0.2744,3.68702,4.26282
"30","2017_Q3",179.659841269841,"Up",5.0053e+10,-3.8438e+10,1.1615e+10,-7.884e+09,-5.56e+08,3.731e+09,-3.01e+08,-3.01e+08,3.43e+09,3.43e+09,-1.08e+09,2.35e+09,2.35e+09,2.284e+09,2.284e+09,1.797e+10,1.4582e+10,3.388e+09,1.0538e+10,1.0538e+10,1.2731e+10,2.522e+09,1.0209e+10,4.1239e+10,6.324e+09,2.6397e+10,6.4137e+10,5.2498e+10,8.338e+09,3.301e+09,9.6858e+10,1.38097e+11,1.4514e+10,5.739e+09,3.6868e+10,6.115e+09,3.0753e+10,5.7121e+10,2.6197e+10,7.786e+09,4.942e+09,3.3983e+10,9.1104e+10,1.671e+09,4.4081e+10,-2.591e+09,4.3161e+10,4.6993e+10,1.38097e+11,2.35e+09,5.56e+08,93000000.0000001,-828000000.000002,2.171e+09,-4.18e+08,-7.43e+08,-2.36e+08,3e+07,-1.367e+09,-7.24e+08,-1.982e+09,-2.42e+08,1.21e+08,-3.63e+08,6.11e+08,-2.337e+09,-1.533e+09,-1.533e+09,-1.56e+09,4.287e+09,3.1936e+10,4.121e+09,0.23205,0.07454,0.04563,0.0486,0.01654,1.80429,0.72196,1.93867,0.23126,2.36929,2.31878,51.9222,44.77282,4.2749,0.75104,6,0.03469,0.04752,0.31699,3.25776,3.74323
"31","2017_Q4",197.852698412698,"Up",5.0322e+10,-3.8269e+10,1.2053e+10,-7.965e+09,-5.78e+08,4.088e+09,-2.94e+08,-2.94e+08,3.794e+09,3.794e+09,-1.233e+09,2.561e+09,2.561e+09,2.485e+09,2.485e+09,1.9794e+10,1.6269e+10,3.525e+09,8.638e+09,8.638e+09,1.2489e+10,2.581e+09,9.908e+09,4.0921e+10,6.562e+09,2.7703e+10,6.5246e+10,5.3402e+10,8.457e+09,3.387e+09,9.9511e+10,1.40432e+11,1.5878e+10,4.539e+09,3.7671e+10,6.635e+09,3.1036e+10,5.8088e+10,2.4723e+10,8.141e+09,5.444e+09,3.2864e+10,9.0952e+10,1.811e+09,4.584e+10,-2.353e+09,4.5298e+10,4.948e+10,1.40432e+11,2.561e+09,5.78e+08,-7.8e+07,4.485e+09,7.546e+09,-4.66e+08,-1.484e+09,-2.04e+08,-8.5e+07,-2.239e+09,-7.26e+08,-2.706e+09,8.5e+07,2.13e+08,-1.28e+08,-2.98e+08,-3.645e+09,1.662e+09,1.662e+09,1.687e+09,4.666e+09,2.9262e+10,9.918e+09,0.23952,0.08124,0.04938,0.05022,0.0177,3.99115,0.70447,1.83816,0.20837,2.56715,2.51264,51.98554,46.79545,10.24587,0.75,6,0.03696,0.11415,0.29215,2.02915,2.31605
"32","2018_Q1",213.86868852459,"Up",5.2061e+10,-3.9686e+10,1.2375e+10,-8.398e+09,-5.78e+08,3.977e+09,-3.08e+08,-3.08e+08,3.669e+09,3.669e+09,5.2e+07,3.721e+09,3.721e+09,3.617e+09,3.617e+09,1.549e+10,1.1981e+10,3.509e+09,9.568e+09,9.568e+09,1.2026e+10,2.663e+09,9.363e+09,3.7084e+10,7.013e+09,2.8341e+10,6.662e+10,5.4556e+10,8.489e+09,3.575e+09,1.01974e+11,1.39058e+11,1.518e+10,2.857e+09,3.2426e+10,2.269e+09,3.0157e+10,5.0463e+10,2.8835e+10,7.738e+09,5.556e+09,3.6573e+10,8.7036e+10,1.713e+09,4.873e+10,-2.667e+09,4.7776e+10,5.2022e+10,1.39058e+11,3.721e+09,5.78e+08,-3.16e+08,-6.56e+09,-2.577e+09,-6.32e+08,-7.53e+08,-1.223e+09,-9.6e+07,-2.704e+09,-7.27e+08,2.262e+09,-2.43e+08,8.4e+07,-3.27e+08,-2.76e+08,1.016e+09,-4.265e+09,-4.265e+09,-4.288e+09,4.555e+09,3.1692e+10,-2.689e+09,0.2377,0.07639,0.06948,0.06953,0.02601,-0.74343,0.73488,1.67306,0.2279,3.72887,3.64985,53.67113,49.25361,-2.77216,0.74948,4,0.0475,-0.0294,0.201,3.55697,4.07393
"33","2018_Q2",225.54171875,"Up",5.5188e+10,-4.2047e+10,1.3141e+10,-9.088e+09,-5.82e+08,4.053e+09,-3.29e+08,-3.29e+08,3.724e+09,3.724e+09,-8e+08,2.924e+09,2.924e+09,2.836e+09,2.836e+09,2.2041e+10,1.8243e+10,3.798e+09,1.1512e+10,1.1512e+10,1.48e+10,5.1e+09,9.7e+09,4.8353e+10,8.144e+09,2.9441e+10,6.9631e+10,5.685e+10,9.033e+09,3.748e+09,1.07216e+11,1.55569e+11,1.821e+10,7.379e+09,4.2078e+10,7.683e+09,3.4395e+10,6.7667e+10,2.8206e+10,7.77e+09,5.557e+09,3.5976e+10,1.03643e+11,1e+07,5.0494e+10,-2.951e+09,4.7553e+10,5.1926e+10,1.55569e+11,2.924e+09,5.82e+08,1.61e+08,4.702e+09,8.369e+09,-4.77e+08,-1.385e+09,-2.583e+09,-7.2e+07,-4.517e+09,-7.22e+08,3.159e+09,-2.355e+09,2.95e+08,-2.65e+09,2.34e+09,2.422e+09,6.274e+09,6.274e+09,6.262e+09,4.635e+09,3.5585e+10,9.66e+09,0.23811,0.07344,0.05139,0.05462,0.01823,3.40621,0.71457,1.99598,0.22874,2.93582,2.87335,57.13043,49.22671,10,0.74741,7,0.03734,0.10138,0.25458,2.92211,3.34172
