"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",14.6232258064516,"Up",95841000,-41128000,54713000,-33036000,-20257000,-11400000,-1379000,21677000,-247000,-247000,21430000,21430000,-7621000,13809000,13809000,13809000,13809000,106805000,99090000,73241000,73241000,15300000,195346000,13681000,66802000,62260000,2668000,1874000,80483000,275829000,44725000,8069000,29590000,52573000,52573000,97298000,8971000,8971000,8971000,106269000,199000,173248000,-3887000,169560000,169560000,275829000,13809000,1379000,3088000,-819000,17457000,-1086000,-2545000,-13657000,-21432000,-11993000,2919000,2919000,1079000,3998000,23056000,0,28772000,0.57087,0.22618,0.14408,0.08144,0.05006,2.08357,2.00771,0.62673,0,0.17642,0.1715,1.22446,2.16629,0.36759,0.07735,0.16116,-4.63242,-4.92711
"12","2013_Q1",17.1245,"Up",95359000,-43324000,52035000,-32921000,-20473000,-10951000,-1497000,19114000,534000,-528000,19648000,19648000,-7178000,12470000,12470000,12470000,12470000,103047000,96737000,62102000,62102000,16358000,181507000,15650000,64656000,62265000,732000,1659000,80306000,261813000,43206000,10229000,28953000,47935000,47935000,91141000,9163000,2737000,9163000,100304000,785000,165427000,-4703000,161509000,161509000,261813000,12470000,1497000,6202000,3695000,23864000,-3537000,-2437000,-25114000,-31488000,-23309000,-1882000,-1882000,-471000,-2353000,20611000,0,27947000,0.54567,0.20044,0.13077,0.07721,0.04763,2.24114,1.9915,0.62104,0,0.16067,0.15614,1.22866,2.08098,0.36009,0.07306,0.16375,-4.99961,-5.39118
"13","2013_Q2",18.3159375,"Up",96601000,-43038000,53563000,-33902000,-20942000,-11476000,-1484000,19661000,151000,151000,19812000,19812000,-6457000,13355000,13355000,13355000,13355000,108545000,101093000,59587000,59587000,17089000,185221000,14749000,64571000,62259000,717000,1595000,79320000,264541000,32545000,6722000,25823000,57932000,57932000,90477000,11018000,11018000,11018000,101495000,195000,167634000,-4783000,163046000,163046000,264541000,13355000,1484000,3558000,1703000,20100000,-598000,-1713000,-17851000,-20474000,-13688000,4699000,4699000,-343000,4356000,21145000,0,28707000,0.55448,0.20353,0.13825,0.08191,0.05048,2.14953,2.04716,0.62249,0,0.17275,0.16961,1.24956,2.10904,0.37133,0.07672,0.16492,-5.13336,-5.52083
"14","2013_Q3",22.05609375,"Up",102516000,-44018000,58498000,-32311000,-19820000,-11032000,-1459000,26187000,1243000,1243000,27430000,27430000,-10023000,17407000,17407000,17407000,17407000,106510000,98623000,68469000,68469000,15371000,190350000,14169000,64322000,62262000,678000,1382000,78491000,268841000,36315000,7380000,24453000,54494000,54494000,90809000,10626000,10626000,10626000,101435000,193000,174768000,-7555000,167406000,167406000,268841000,17407000,1459000,2489000,-7759000,13596000,-1035000,-1975000,-13190000,-14428000,-12479000,-857999.999999998,-857999.999999998,-1612000,-2470000,27646000,0,28875000,0.57062,0.25544,0.1698,0.10398,0.06475,1.65882,2.09616,0.60592,0,0.22639,0.22306,1.33332,2.17727,0.37555,0.09777,0.16219,-3.85264,-4.06729
"15","2013_Q4",27.5021875,"Up",107802000,-45092000,62710000,-31938000,-19618000,-10906000,-1414000,30772000,546000,546000,31318000,31318000,-11630000,19688000,19688000,19688000,19688000,125893000,118237000,68223000,68223000,14586000,208702000,14248000,64494000,62269000,675000,1550000,78742000,287444000,45018000,8500000,26584000,54775000,54775000,99793000,10761000,10761000,10761000,110554000,192000,184676000,-7978000,176890000,176890000,287444000,19688000,1414000,1034000,10554000,32690000,-1568000,-1767000,-12305000,-13813000,-11174000,19749000,19749000,-135000,19614000,32186000,0,52802000,0.58171,0.28545,0.18263,0.1113,0.06849,2.68194,2.09135,0.62499,0,0.25752,0.25387,1.41006,2.31374,0.69066,0.10492,0.28138,-3.91142,-4.09115
"16","2014_Q1",34.8213114754098,"Up",107599000,-49003000,58596000,-33929000,-21326000,-11135000,-1468000,24667000,-118000,-1285000,24549000,24549000,-7703000,16846000,16846000,16846000,16846000,132956000,124375000,71136000,71136000,14646000,218738000,14342000,64748000,62272000,427000,2049000,79090000,297828000,50376000,11555000,31690000,53812000,53812000,104188000,12054000,4156000,12054000,116242000,764000,188604000,-7782000,181586000,181586000,297828000,16846000,1468000,3988000,698999.999999998,23001000,-1539000,-2350000,-15099000,-15484000,-14467000,6184000,6184000,-46000,6138000,26135000,0,32998000,0.54458,0.22925,0.15656,0.09277,0.05656,1.9588,2.09945,0.64015,0,0.22163,0.21765,1.41563,2.38904,0.43414,0.087,0.17041,-5.08728,-5.39004
"17","2014_Q2",33.0134920634921,"Down",113563000,-47552000,66011000,-35960000,-22669000,-11803000,-1488000,30051000,-233000,-233000,29818000,29818000,-11106000,18712000,18712000,18712000,18712000,125934000,116649000,66779000,66779000,17892000,210605000,14108000,66031000,62272000,438000,3321000,80139000,290744000,40480000,8281000,29753000,59449000,59449000,99929000,13125000,13125000,13125000,113054000,758000,183695000,-6763000,177690000,177690000,290744000,18712000,1488000,3687000,-4743000,19144000,-1156000,-1583000,-32449000,-33179000,-25940000,-8379000,-8379000,653000,-7726000,31539000,0,36746000,0.58127,0.26462,0.16477,0.10531,0.06436,1.96377,2.10755,0.63624,0,0.2468,0.24366,1.49786,2.34367,0.48467,0.09806,0.19257,-3.99296,-4.19068
"18","2014_Q3",31.27625,"Down",122530000,-52570000,69960000,-37460000,-24104000,-11867000,-1489000,32500000,312000,312000,32812000,32812000,-12218000,20594000,20594000,20594000,20594000,101379000,91121000,86694000,86694000,18247000,206320000,15037000,67261000,62270000,440000,4551000,82298000,288618000,39869000,9660000,30209000,59996000,59996000,99865000,12435000,12435000,12435000,112300000,751000,182071000,-6504000,176318000,176318000,288618000,20594000,1489000,1711000,-21906000,1888000,-2424000,-3438000,-25027000,-25126000,-24620000,-26170000,-26170000,642000,-25528000,33989000,0,21877000,0.57096,0.26524,0.16807,0.1168,0.07135,1.0623,2.06599,0.63692,0,0.27359,0.27084,1.62779,2.34235,0.29063,0.10911,0.1159,-2.9827,-3.11935
"19","2014_Q4",38.25234375,"Up",125608000,-53864000,71744000,-36243000,-22332000,-12236000,-1675000,35501000,-55000,-55000,35446000,35446000,-13106000,22340000,22340000,22340000,22340000,111522000,101116000,87998000,87998000,17346000,216866000,16370000,71380000,62257000,426000,5790000,87750000,304616000,48895000,10219000,33874000,57928000,57928000,106823000,13311000,13311000,13311000,120134000,746000,191937000,-8201000,184482000,184482000,304616000,22340000,1675000,1668000,7002000,32685000,-3096000,-6277000,-15216000,-15401000,-14773000,11635000,11635000,-1640000,9995000,37176000,0,54188000,0.57117,0.28263,0.17785,0.1211,0.07334,2.4256,2.03014,0.6512,0,0.29911,0.29603,1.68179,2.47007,0.72553,0.11295,0.27396,-2.99984,-3.14138
"20","2015_Q1",48.2162295081967,"Up",130403000,-58592000,71811000,-42739000,-27967000,-13047000,-1725000,29072000,850000,-418000,29922000,29922000,-9568000,20354000,20354000,20354000,20354000,124438000,115708000,86828000,86828000,18595000,229861000,17265000,71044000,62250000,270000,8524000,88309000,318170000,63847000,12483000,43390000,58968000,58968000,122815000,13332000,4407000,13332000,136147000,741000,191305000,-10023000,182023000,182023000,318170000,20354000,1725000,341000,18025000,40445000,-2739000,-1369000,-24941000,-25498000,-23738000,15338000,15338000,-746000,14592000,30797000,0,55651000,0.55069,0.22294,0.15609,0.11182,0.06397,2.73416,1.8716,0.74797,0,0.27431,0.27115,1.75741,2.45307,0.74999,0.10419,0.28487,-4.04059,-4.28034
"21","2015_Q2",55.3457142857143,"Up",133523000,-58237000,75286000,-38422000,-23085000,-13556000,-1781000,36864000,262000,262000,37126000,37126000,-13922000,23204000,23204000,23204000,23204000,107249000,97089000,83060000,83060000,20833000,211142000,18606000,70571000,62232000,271000,8068000,89177000,300319000,48934000,10131000,31952000,58070000,58070000,107004000,14534000,14534000,14534000,121538000,738000,188437000,-10394000,178781000,178781000,300319000,23204000,1781000,4726000,-14536000,15175000,-3098000,-4377000,-35755000,-36033000,-29176000,-18378000,-18378000,-241000,-18619000,38645000,0,34933000,0.56384,0.27609,0.17378,0.12979,0.07726,1.50547,1.97322,0.67981,0,0.31366,0.31102,1.80488,2.41665,0.4722,0.12003,0.18071,-2.77524,-2.90932
"22","2015_Q3",62.33265625,"Up",139109000,-58764000,80345000,-38971000,-23816000,-13257000,-1898000,41374000,359000,359000,41733000,41733000,-15729000,26004000,26004000,26004000,26004000,108399000,100156000,82937000,82937000,19333000,210669000,19569000,70064000,62235000,270000,7559000,89633000,300302000,45456000,9357000,33557000,57400000,57400000,102856000,13550000,13550000,13550000,116406000,734000,193312000,-10150000,183896000,183896000,300302000,26004000,1898000,2331000,-2720000,27513000,-2671000,-945000.000000001,-25040000,-25297000,-23794000,2774000,2774000,293000,3067000,43272000,0,53610000,0.57757,0.29742,0.18693,0.14141,0.08659,2.06161,2.04819,0.633,0,0.35323,0.35081,1.88961,2.49798,0.72822,0.1317,0.27152,-2.50506,-2.61998
"23","2015_Q4",71.10078125,"Up",142304000,-58096000,84208000,-40528000,-24962000,-13589000,-1977000,43680000,604000,604000,44284000,44284000,-16387000,27897000,27897000,27897000,27897000,119146000,109029000,92045000,92045000,20444000,231635000,21351000,69761000,62237000,260000,7264000,91112000,322747000,54471000,10095000,37172000,65180000,65180000,119651000,12733000,12733000,12733000,132384000,731000,201673000,-12041000,190363000,190363000,322747000,27897000,1977000,4812000,6660000,41346000,-3850000,-6122000,-25476000,-25509000,-24888000,10336000,10336000,-1463000,8873000,45657000,0,64854000,0.59175,0.30695,0.19604,0.14655,0.08644,2.32477,1.93592,0.69543,0,0.3808,0.37821,1.94248,2.59849,0.88527,0.13736,0.31933,-2.60959,-2.7277
"24","2016_Q1",55.6318032786885,"Down",141435000,-60331000,81104000,-41576000,-26011000,-13457000,-2108000,39528000,170000,-1161000,39698000,39698000,-13328000,26370000,26370000,26370000,26370000,128760000,118416000,97379000,97379000,10772000,236911000,21176000,74156000,62233000,4648000,7275000,95332000,332243000,58428000,11219000,43137000,68757000,68757000,127185000,9566000,5720000,9566000,136751000,728000,207070000,-12306000,195492000,195492000,332243000,26370000,2108000,4233000,3408000,36119000,-1873000,-2099000,-25150000,-25299000,-24416000,9604000,9604000,-217000,9387000,41636000,0,56499000,0.57344,0.27948,0.18645,0.13489,0.07937,2.14255,1.86273,0.69952,0,0.36165,0.35801,1.9397,2.68106,0.77485,0.1286,0.27553,-3.09252,-3.25744
"25","2016_Q2",62.32296875,"Up",149860000,-64813000,85047000,-41948000,-25036000,-14706000,-2206000,43099000,520000,520000,43619000,43619000,-16139000,27480000,27480000,27480000,27480000,114721000,105812000,84119000,84119000,11365000,210205000,20992000,71975000,62239000,2915000,6821000,92967000,303172000,48916000,10111000,32695000,70201000,70201000,119117000,9089000,9089000,9089000,128206000,721000,186496000,-12251000,174966000,174966000,303172000,27480000,2206000,6377000,4363000,40426000,-1906000,-488000,-57773000,-57791000,-52750000,-12812000,-12812000,208000,-12604000,45305000,0,63901000,0.56751,0.2876,0.18337,0.15706,0.09064,2.32536,1.76469,0.73275,0,0.37836,0.37634,2.06333,2.409,0.87982,0.1493,0.34718,-2.53219,-2.6618
"26","2016_Q3",60.2409375,"Down",154892000,-62517000,92375000,-40107000,-24383000,-13458000,-2266000,52268000,654000,654000,52922000,52922000,-19581000,33341000,33341000,33341000,33341000,95211000,93135000,92998000,92998000,11761000,199970000,20861000,73045000,62235000,3699000,7111000,93906000,293876000,46192000,11546000,32884000,63913000,63913000,110105000,8789000,8789000,8789000,118894000,716000,188362000,-14096000,174982000,174982000,293876000,33341000,2266000,2362000,-18888000,19081000,-2201000,4494000,-35021000,-35021000,-34970000,-11395000,-11395000,-1282000,-12677000,54534000,0,53026000,0.59638,0.33745,0.21525,0.19054,0.11345,1.59041,1.81618,0.67946,0,0.46384,0.46161,2.15487,2.43436,0.7377,0.18143,0.28854,-1.7459,-1.82159
"27","2016_Q4",53.3331746031746,"Down",152213000,-61678000,90535000,-36951000,-21228000,-13389000,-2334000,53584000,210000,210000,53794000,53794000,-20298000,33496000,33496000,33496000,33496000,110831000,110831000,98895000,98895000,12513000,222239000,19995000,73847000,62237000,4922000,6688000,93842000,316081000,50209000,9548000,30848000,69067000,69067000,119276000,9771000,9771000,9771000,129047000,712000,200343000,-14021000,187034000,187034000,316081000,33496000,2334000,2378000,3783000,41991000,-1358000,730000,-25156000,-25156000,-25060000,17661000,17661000,35000,17696000,55918000,0,78641000,0.59479,0.35203,0.22006,0.17909,0.10597,2.34777,1.86323,0.68997,0,0.46911,0.46689,2.13175,2.61941,1.10137,0.1702,0.39959,-1.98203,-2.06836
"28","2017_Q1",50.4135483870968,"Down",147592000,-60871000,86721000,-41365000,-25898000,-13183000,-2284000,45356000,416000,-745000,45772000,45772000,-15855000,29917000,29917000,29917000,29917000,95615000,95615000,100285000,100285000,11118000,207018000,17424000,72698000,62228000,2867000,7603000,90122000,297140000,54186000,12052000,33210000,63457000,63457000,117643000,10131000,10131000,10131000,127774000,702000,184558000,-15894000,169366000,169366000,297140000,29917000,2284000,6246000,-598999.999999996,37848000,-1378000,-1378000,-49965000,-49965000,-49921000,-13451000,-13451000,-1765000,-15216000,47640000,0,61518000,0.58757,0.30731,0.2027,0.17664,0.10068,2.05629,1.75971,0.75443,0,0.42266,0.41989,2.08513,2.39275,0.86911,0.16667,0.34272,-2.00703,-2.1081
"29","2017_Q2",47.3930158730159,"Down",143489000,-61621000,81868000,-40148000,-23661000,-14225000,-2262000,41720000,-371000,-371000,41349000,41349000,-13125000,28224000,28224000,28224000,28224000,101259000,89208000,84076000,84076000,14759000,200094000,16525000,70723000,62230000,898000,7595000,87248000,287342000,59065000,11213000,30795000,70751000,70751000,129816000,9658000,9658000,9658000,139474000,694000,161175000,-14001000,147868000,147868000,287342000,28224000,2262000,7127000,23663000,61276000,-789000,-12419000,-56619000,-56619000,-56619000,-7762000,-7762000,1355000,-6407000,43982000,0,79981000,0.57055,0.29075,0.1967,0.19087,0.09822,2.83379,1.54137,0.94323,0,0.40336,0.40178,2.05063,2.11322,1.14303,0.17917,0.50773,-2.30228,-2.42711
"30","2017_Q3",43.7814285714286,"Down",154141000,-65335000,88806000,-39547000,-23119000,-14102000,-2326000,49259000,-68000,-68000,49191000,49191000,-18047000,31144000,31144000,31144000,31144000,86602000,76704000,96295000,96295000,13935000,196832000,16177000,71726000,62240000,1464000,8022000,87903000,284735000,44864000,13201000,31663000,73001000,73001000,117865000,9184000,9184000,9184000,127049000,689000,170119000,-13122000,157686000,157686000,284735000,31144000,2326000,2158000,-24309000,11319000,-1914000,259000.000000002,-25001000,-25001000,-25001000,-13423000,-13423000,919000,-12504000,51585000,0,43409000,0.57613,0.31957,0.20205,0.19751,0.10938,1.39382,1.66998,0.80571,0,0.44988,0.44863,2.2266,2.27781,0.62705,0.18664,0.26014,-1.67882,-1.75809
"31","2017_Q4",44.8752380952381,"Up",152883000,-62995000,89888000,-38792000,-21770000,-14747000,-2275000,51096000,207000,207000,51303000,51303000,-18704000,32599000,32599000,32599000,32599000,129719000,124818000,97011000,97011000,11638000,238368000,15275000,72606000,62245000,2691000,7670000,87881000,326249000,51448000,15136000,29567000,70984000,70984000,122432000,9463000,9463000,9463000,131895000,4383000,202717000,-12746000,194354000,194354000,326249000,32599000,2275000,2624000,6546000,44044000,-1194000,3776000,-80000,-80000,-80000,47740000,47740000,374000,48114000,53371000,0,77427000,0.58795,0.33422,0.21323,0.16773,0.09992,2.37513,1.94694,0.67863,0,0.47294,0.47153,2.21801,2.81967,1.1233,0.15994,0.37988,-2.43051,-2.53873
