"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q4",2.56203125,"Up",6580694,-4969931,1610763,-1210462,-1210462,400301,1877,1877,402178,402178,-152291,249887,249887,249887,249887,6232167,6232167,1153925,2887709,2768993,2641598,13042794,175208,127691,56249,302899,13345693,1823119,1323770,499349,6919266,4834056,8742385,8742385,2271707,-3938,2335539,4603308,4603308,13345693,249887,14188,-9150,201743,456668,0,0,456668,456668,456668,414489,0,768523,0.24477,0.06083,0.03797,0.05428,0.01872,3.07548,1.4919,1.89915,5.16987882845642e-26,0.03553,0.03553,0.93559,0.65446,0.10926,0.05428,0.16695,-15.03578,-15.5687
"12","2014_Q1",2.77327868852459,"Up",16687067,-12979651,3707416,-1976016,-1976016,1731400,3997,3997,1735397,1735397,-655040,1080357,1080357,1080357,1080357,5944260,5944260,2240632,1997818,606552,507726,10789262,164069,98999,53199,263068,11052330,2713300,1253426,1459874,2655365,2472333,5368665,5368665,2271707,-3938,3415896,5683665,5683665,11052330,1080357,14188,37101,-1419554,-287908,4.54747350886464e-13,-4.54747350886464e-13,-287907.000000001,-287907.000000001,-287907.000000001,1745588,0,981074,0.22217,0.10376,0.06474,0.19008,0.09775,0.908100000000001,2.00967,0.94458,0,0.1536,0.1536,2.37243,0.80806,0.13948,0.19008,0.17261,-3.40531,-3.43321
"13","2014_Q2",2.44142857142857,"Down",8493230,-6397809,2095421,-1412216,-1412216,683205,1201,1201,684406,684406,-258635,425771,425771,425771,425771,8363053,8363053,1463817,2325574,546626,447978,12699070,157678,93961,50152,251639,12950709,3062877,2477952,584925,3778396,3489158,6841273,6841273,2271707,-3938,3841667,6109436,6109436,12950709,425771,14170,4415,1979169,2423525,-4732,-4732,2418793,2418793,2418793,697375,0,2930447,0.24672,0.08044,0.05013,0.06969,0.03288,6.88268,1.85624,1.11979,4.13590306276514e-25,0.06053,0.06053,1.2075,0.86859,0.41663,0.0696900000000001,0.47966,-11.99219,-12.24091
"14","2014_Q3",2.23375,"Down",9835413,-7755760,2079653,-1314659,-1314659,764994,2090,2090,767084,767084,-289778,477306,477306,477306,477306,6476173,6476173,1091284,2456232,310325,282399,10334014,149645,90323,47103,239968,10573982,3196505,2407728,788777,3604229,3597939,6800734,6800734,2271707,-3938,1505479,3773248,3773248,10573982,477306,14239,402.999999999996,437820,929768,-3155,-3155,-1886880,-1886880,-1886880,779233,0,1503676,0.21145,0.07778,0.04853,0.1265,0.04514,3.15034,1.51954,1.80236,0,0.06786,0.06786,1.39832,0.53645,0.21378,0.87214,0.39851,-8.31096,-8.46565
"15","2014_Q4",2.375625,"Up",6549493,-4912869,1636624,-1132287,-1132287,504337,1581,1581,505918,505918,-191241,314677,314677,314677,314677,4933952,4933952,1300793,2233085,502673,274707,8970503,148304,83005,44054,231309,9201812,2096057,1304128,791929,3017829,3017829,5113886,5113886,2271707,-3938,1820157,4087926,4087926,9201812,314677,14499,607,-1861894,-1532111,-10110,-10110,-1542221,-1542221,-1542221,518836,0,-1161927,0.24989,0.077,0.04805,0.07698,0.0342,-3.69244,1.75415,1.25097,6.61744490042422e-24,0.04474,0.04474,0.93115,0.58119,-0.16519,0.07698,-0.28423,-9.50966,-9.78305
"16","2015_Q1",2.3916393442623,"Up",8955282,-6972226,1983056,-1336883,-1336883,646173,1144,1144,647317,647317,-244767,402550,402550,402550,402550,9224340,9224340,923788,2836220,590230,426573,13574578,181629,61880,40880,243509,13818087,5656647,4750266,906381,3670965,3670965,9327612,9327612,2271707,-3938,2222706,4490475,4490475,13818087,402550,16962,7895,3910095,4337502,-47113,-47113,4290388,4290388,4290388,663135,-1.77635683940025e-15,4770884,0.22144,0.07216,0.04495,0.08965,0.02913,11.85166,1.45531,2.0772,0,0.05723,0.05723,1.27319,0.63842,0.67829,0.08965,1.06245,-13.9102,-14.27534
"17","2015_Q2",3.66777777777778,"Up",9083694,-6997138,2086556,-1343557,-1343557,742999,1057,1057,744056,744056,-280095,463961,463961,463961,463961,4500267,4500267,2821680,1974306,679771,586952,9976024,216756,72767,38816,289523,10265547,2805001,2229831,575170,2506110,2281640,5311111,5311111,2271707,-3938,2686667,4954436,4954436,10265547,463961,14438,-1999,-5152971,-4676571,-47502,-47502,-4724073,-4724073,-4724073,757437,0,-4162941,0.2297,0.08179,0.05108,0.09365,0.0452,-8.97261,1.87833,1.07199,0,0.06596,0.06596,1.29145,0.70438,-0.59185,0.09365,-0.84025,-5.94144,-6.0569
"18","2015_Q3",4.36515625,"Up",6925145,-4838294,2086851,-1310071,-1310071,776780,1115,1115,777895,777895,-293483,484412,484412,484412,484412,5380559,5380559,716642,2050168,267083,144809,8414452,208679,69947,36752,278626,8693078,1742279,1102827,639452,2918697,2918697,4660976,4660976,2271707,-3938,1764333,4032102,4032102,8693078,484412,15140,-4751,1797235,2292036,-4998.00000000001,-4998,880292,880292,880292,791920,-2.8421709430404e-14,2877640,0.30134,0.11217,0.06995,0.12014,0.05572,5.94048,1.8053,1.15597,0,0.06887,0.06887,0.98456,0.57325,0.40912,0.46903,0.71368,-6.79432,-6.92675
"19","2015_Q4",3.62375,"Down",6989468,-5113066,1876402,-1184791,-1184791,691611,1251,1251,692862,692862,-260901,431961,431961,431961,431961,4073013,4073013,2230694,2338767,293193,104629,8935667,201088,62416,34777,263504,9199171,2012544,1496213,516331,2722564,2722564,4735108,4735108,2271707,-3938,2196294,4464063,4464063,9199171,431961,15088,8216,-1757290,-1302025,-5521,-5521,-1307546,-1307546,-1307546,706699,0,-795211,0.26846,0.09895,0.0618,0.09676,0.04696,-1.84093,1.88711,1.06072,0,0.06141,0.06141,0.99371,0.63466,-0.11306,0.09676,-0.17814,-5.76343,-5.88917
"20","2016_Q1",3.47983606557377,"Down",7756263,-5858380,1897883,-1430828,-1430828,467055,880,880,467935,467935,-176452,291483,291483,291483,291483,3908974,3908974,1924517,2808910,401979,94954,9044380,188243,50149,33482,238392,9282772,2027254,1403583,623671,2499972,2479508,4527226,4527226,2271707,-3938,2487777,4755546,4755546,9282772,291483,14140,26952,-496614,-164039.000000001,1.81898940354586e-12,3.63797880709171e-12,-164039,-164039,-164039,481195,2.27373675443232e-13,161033.000000001,0.24469,0.06022,0.03758,0.06129,0.0314,0.552460000000002,1.99778,0.95199,0,0.04144,0.04144,1.10272,0.67611,0.02289,0.06129,0.03386,-8.12347,-8.36941
"21","2016_Q2",3.819375,"Up",6237200,-4803118,1434082,-1182288,-1182288,251794,629,629,252423,252423,-95391,157032,157032,157032,157032,8306305,8306305,1153071,2301411,428487,217195,12189274,175574,53506,32940,229080,12418354,1677731,1391913,285818,5828044,5814075,7505775,7505775,2271707,-3938,2644810,4912579,4912579,12418354,157032,13212,15826,4211261,4397331,1900.25350521981,-66070.3098017447,4397331,4397331,4397331,265006,0,-233653.324397901,0.22992,0.04037,0.02518,0.03197,0.01265,-1.15647754469278,1.62399,1.52787,-1.35525271560688e-20,0.02233,0.02233,0.88676,0.69843,-0.0339286363679346,0.03197,-0.107194777124273,-31.34384,-32.98849
"22","2016_Q3",4.87171875,"Up",8625800,-6733882,1891918,-1283712,-1283712,608206,371,371,608577,608577,-229609,378968,378968,378968,378968,4595858,4595858,1235491,2395818,1222318,963441,9449485,160059,35176,30063,195235,9644720,1570357,1232652,337705,4189358,4178402,5759715,5759715,2271707,-3938,1617236,3885005,3885005,9644720,378968,19788,7174,-2708261,-2302331,-1000,-1000,-3710331,-3710331,-3710331,627994,-3.63797880709171e-12,-1851658,0.21933,0.07051,0.04393,0.09755,0.03929,-4.88605,1.64062,1.48255,0,0.05387,0.05387,1.22625,0.5523,-0.26323,0.45971,-0.47662,-7.31832,-7.55642
"23","2016_Q4",11.2095238095238,"Up",12760000,-9920000,2840000,-1600000,-1600000,1240000,1000,1000,1241000,1241000,-467000,774000,774000,774000,774000,2955417,2955417,3485552,2628786,1310992,1214366,10380747,147603,37227,28354,184830,10565577,4537397,3817781,719616,1369422,1096410,5906819,5906819,2271707,-3938,2390989,4658758,4658758,10565577,774000,14000,12000,-2440000,-1640000,-1000,-1000,-1641000,-1641000,-1641000,1254000,0,-720000,0.22257,0.09718,0.06066,0.16614,0.07326,-0.93023,1.75742,1.2679,2.16840434497101e-19,0.11005,0.11004,1.81425,0.6624,-0.10237,0.16614,-0.15455,-2.35679,-2.3834
"24","2017_Q1",17.6811290322581,"Up",8392641,-6346920,2045721,-1354800,-1354800,690921,259,259,691180,691180,-261140,430040,430040,430040,430040,3942000,3942000,1833000,2627000,1476000,1476000,9878000,135000,148000,27000,283000,10161000,3859000,2898000,961000,1213000,1213000,5072000,5072000,2272000,-4000,2821000,5089000,5089000,10161000,430000,14000,-9000,551000,986000,1000,999.999999999884,987000,987000,987000,704921,0,1518061,0.24375,0.08232,0.05124,0.0845,0.04232,3.53005,1.94756,0.99666,0,0.06113,0.06114,1.19302,0.7234,0.21579,0.0845,0.2983,-5.59212,-5.70543
"25","2017_Q2",23.0065079365079,"Up",9472000,-7452000,2020000,-1454000,-1454000,566000,0,0,566000,566000,-214000,352000,352000,352000,352000,1456492,1456492,5078654,2399283,645440,548688,9579869,123731,40938.9999999991,24939.0000000002,164670.000000001,9744539,2955582,2561520,394062,1348173,1181492,4303755,4303755,2271707,-3938,3173015,5440784,5440784,9744539,352000,13000,-4000,-2846000,-2485000,0,0,-2485000,-2485000,-2485000,579000,0,-2053000,0.21326,0.05976,0.03716,0.0647,0.03612,-5.83239,2.22593,0.79102,-3.46944695195361e-18,0.05004,0.05004,1.34665,0.77353,-0.29188,0.0647,-0.37734,-2.51553,-2.57331
"26","2017_Q3",28.0550793650794,"Up",33398000,-26330000,7068000,-4793000,-4793000,2275000,-50000,-50000,2225000,2225000,-897000,1328000,1328000,1328000,1328000,2842000,2842000,16686000,5830000,2855000,2855000,28213000,942000,28787000,6412000,29729000,57942000,15844000,13434000,2410000,9311000,9311000,25869000,30113000,24371000,-4000,3462000,27829000,27829000,57942000,1328000,145000,24000,583999.999999999,2081000,-7000,-11511000,1385000,1385000,1385000,2420000,4818000,3894000,0.21163,0.06812,0.03976,0.04772,0.02292,2.93223,1.09061,1.08207,0.08315,0.13224,0.13223,3.32574,2.77119,0.38776,0.0405,0.11877,0.81653,0.86857
"27","2017_Q4",28.3603174603175,"Up",24653000,-19073000,5580000,-4081000,-4081000,1499000,-62000,-62000,1437000,1437000,-547000,890000,890000,890000,890000,3612000,3612000,10672000,6465000,1826000,1826000,22575000,979000,28709000,6240000,29688000,52263000,9549000,8649000,9e+05,8918000,8918000,19181000,23385000,24531000,-4000,4351000,28878000,28878000,52263000,890000,251000,215000,1494000,2850000,-116000,-839000,770000,770000,770000,1750000,4620000,3675000,0.22634,0.0608,0.0361,0.03082,0.01703,4.12921,1.17695,0.80979,0.0884,0.08505,0.08505,2.35576,2.75948,0.35117,0.05711,0.10874,0.576,0.67245
"28","2018_Q2",38.52484375,"Up",26273000,-20124000,6149000,-5166000,-5166000,983000,-66000,-66000,917000,917000,-354000,563000,563000,563000,563000,414000,414000,10844000,9231000,1911000,1911000,22400000,1180000,32015000,7036000,33195000,55595000,11701000,10249000,1452000,5875000,5875000,18290000,22451000,27637000,-4000,5511000,33144000,33144000,55595000,563000,219000,264000,-521000,525000,-3000.00000000001,-1263000,-313000,-313000,-313000,1202000,4875000,1032000,0.23404,0.03741,0.02143,0.01699,0.01013,1.83304,1.22471,0.67738,0.08769,0.05189,0.05189,2.4217,3.05503,0.09512,0.01481,0.02714,3.71131,4.53815
"29","2018_Q3",41.8963492063492,"Up",36135000,-28066000,8069000,-5861000,-5861000,2208000,-117000,-117000,2091000,2091000,-581000,1510000,1510000,1510000,1510000,1185000,1185000,16545000,11161000,4179000,4179000,33070000,1953000,42922000,11953000,44875000,77945000,13731000,11800000,1931000,10723000,10723000,25649000,35554000,37079000,-307000,5619000,42391000,42391000,77945000,1510000,328000,591000,-1872000,557000,-113000,-5704000,771000,771000,771000,2536000,11100000,1132000,0.2233,0.0611,0.04179,0.03562,0.01937,0.74967,1.28933,0.83872,0.14241,0.13634,0.13634,3.26275,3.82763,0.10221,0.02823,0.02116,3.9097,4.49049
"30","2018_Q4",37.2657142857143,"Down",43587000,-32414000,11173000,-9286000,-9286000,1887000,-193000,-193000,1694000,1694000,-558000,1136000,1136000,1136000,1136000,1521000,1521000,21493000,14080000,6032000,6032000,43126000,2786000,56657000,16094000,59443000,102569000,14214000,11407000,2807000,9628000,9628000,25037000,46302000,49820000,-307000,6754000,56267000,56267000,102569000,1136000,476000,813000,-4531000,-2106000,-279000,-7246000,336000,336000,336000,2363000,22196000,-1889000,0.25634,0.04329,0.02606,0.02019,0.01108,-1.66285,1.72249,0.8229,0.2164,0.09869,0.09869,3.78655,4.88811,-0.1641,0.03225,-0.02399,8.74947,10.95654
"31","2019_Q1",36.5672131147541,"Down",44012000,-32897000,11115000,-9259000,-9259000,1856000,-176000,-176000,1680000,1680000,-923000,757000,757000,757000,757000,1330000,1330000,16026000,15350000,3668000,3668000,36374000,2983000,56117000,15775000,59100000,95474000,15990000,11742000,4248000,11883000,11883000,29068000,38443000,50231000,-711000,7511000,57031000,57031000,95474000,757000,556000,788000,12155000,14256000,-434000,-1855000,-191000,-191000,-191000,2412000,10012000,15056000,0.25254,0.04217,0.0172,0.01327,0.00793,19.88904,1.25134,0.67407,0.10487,0.06485,0.06485,3.77041,4.88572,1.28981,0.0112,0.22272,3.5995,4.6778
"32","2019_Q2",37.0104761904762,"Up",43375000,-33653000,9722000,-8290000,-8290000,1432000,-165000,-165000,1267000,1267000,-471000,796000,796000,796000,796000,1877000,1877000,24467000,20537000,4148000,4148000,51029000,3846000,66225000,19106000,70071000,121100000,17280000,14852000,2428000,13257000,13257000,31732000,52477000,61027000,-711000,8307000,68623000,68623000,121100000,796000,533000,622000,-8467000,-6516000,-647000,-4287000,547000,547000,547000,1965000,21367000,-6678000,0.22414,0.03301,0.01835,0.0116,0.00657,-8.38945,1.60812,0.76471,0.17644,0.06761,0.06761,3.68396,5.82835,-0.56718,0.00879,-0.07374,9.91858,13.61034
"33","2019_Q3",33.17890625,"Down",60841000,-47164000,13677000,-11575000,-11575000,2102000,-374000,-374000,1728000,1728000,-463000,1265000,1265000,1265000,1265000,10173000,10173000,30556000,23316000,4048000,4048000,68093000,4394000,72053000,20157000,76447000,144540000,21328000,17617000,3711000,12121000,12121000,33449000,71927000,65730000,-1070000,7953000,72613000,72613000,144540000,1265000,722000,610000,-5936000,-3339000,-553000,-4144000,8296000,8296000,8296000,2824000,37545000,-3202000,0.2248,0.03455,0.02079,0.01742,0.00875,-2.53123,2.03573,0.99055,0.25976,0.10572,0.10572,5.08449,6.06828,-0.26759,0.01139,-0.02882,9.69263,13.02188
"34","2019_Q4",31.35015625,"Down",59220000,-45798000,13422000,-12315000,-12315000,1107000,-403000,-403000,704000,704000,-238000,466000,466000,466000,466000,6730000,6730000,26572000,27830000,7791000,7791000,68923000,5070000,81234000,22757000,86304000,155227000,21411000,18065000,3346000,11012000,11012000,32423000,75047000,77071000,-5310000,8419000,80180000,80180000,155227000,466000,639000,677000,-1545000,237000,-541000,-5852000,-3443000,-3443000,-3443000,1746000,41550000,-102000,0.22665,0.01869,0.00787,0.00581,0.003,-0.218880000000001,2.12574,0.93598,0.26767,0.03839,0.03839,4.87809,6.60461,-0.00840000000000002,0.01698,-0.000829999999999997,19.94273,31.45438
"35","2020_Q1",22.4824193548387,"Down",64882000,-49005000,15877000,-13513000,-13513000,2364000,-447000,-447000,1917000,1917000,-701000,1216000,1216000,1216000,1216000,5038000,5038000,30557000,26445000,5828000,5828000,67868000,5865000,80752000,22351000,86617000,154485000,22695000,17508000,5187000,8017000,8017000,30712000,72983000,77546000,-5679000,9635000,81502000,81502000,154485000,1216000,849000,1156000,-2328000,893000,-1238000,-1238000,-1692000,-1692000,-1692000,3213000,40563000,348000,0.24471,0.03644,0.01874,0.01492,0.00787,0.28618,2.20982,0.89547,0.26257,0.09961,0.09961,5.31471,6.67611,0.02851,0.00982,0.00281,11.05664,15.0275
"36","2020_Q2",19.6925396825397,"Down",55681000,-41847000,13834000,-12553000,-12553000,1281000,-422000,-422000,859000,859000,-279000,580000,580000,580000,580000,5261000,5261000,25890000,29043000,4623000,4623000,64817000,6771000,87340000,22211000,94111000,158928000,17902000,13733000,4169000,10663000,10663000,28565000,75099000,75053000,-1439000,10215000,83829000,83829000,158928000,580000,811000,608000,-166000,1833000,-1286000,-1610000,223000,223000,223000,2092000,40577000,919000,0.24845,0.02301,0.01042,0.00692,0.00365,1.58448,2.26911,0.89586,0.25532,0.04748,0.04748,4.55804,6.86223,0.07523,0.00445,0.00705,16.88145,27.56909
"37","2020_Q3",24.418125,"Up",66657000,-52582000,14075000,-13270000,-13270000,805000,-433000,-433000,372000,372000,-109000,263000,263000,263000,263000,5924000,5924000,23436000,29400000,5534000,5534000,64294000,7181000,86926000,21808000,94107000,158401000,20812000,15612000,5200000,12347000,12347000,33159000,74130000,75541000,-1748000,10478000,84271000,84271000,158401000,263000,919000,896000,5697000,7775000,-879000,-1029000,663000,663000,663000,1724000,34791000,6651000,0.21116,0.01208,0.00395,0.00312,0.00166,25.28897,1.93896,0.87966,0.21964,0.02156,0.02156,5.46369,6.90746,0.54516,0.0021,0.05311,16.7442,35.85963
"38","2020_Q4",30.6440625,"Up",59041000,-45211000,13830000,-13479000,-13479000,351000,-343000,-343000,8000,8000,-20000,-12000,-12000,-12000,-12000,3917000,3917000,26560000,27108000,4159000,4159000,61744000,7971000,88729000,22189000,96700000,158444000,21717000,17647000,4070000,13088000,13088000,34805000,71016000,78826000,-1864000,10466000,87428000,87428000,158444000,-12000,962000,885000,2884000,4719000,-620000,-1480000,-2007000,-2007000,-2007000,1313000,29804000,3597000,0.23424,0.00595,-2e-04,-0.00014,-8e-05,-299.75,1.774,0.81228,0.1881,-0.000990000000000001,-0.000990000000000001,4.86014,7.1969,0.2961,-1e-04,0.02909,19.71592,73.75214
