"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",28.3501612903226,"Down",5.049e+09,-1.717e+09,3.332e+09,-1.592e+09,-4.49e+08,-1.143e+09,1.74e+09,-1.78e+08,-2.18e+08,4e+07,1.562e+09,-7.45058059692383e-09,1.562e+09,-5.69e+08,9.93e+08,9.93e+08,-1.7e+07,9.76e+08,9.76e+08,1.256e+09,1.256e+09,9.31e+08,4.509e+09,5.19e+08,3.99e+09,6.696e+09,4.7274e+10,6.918e+10,-2.1906e+10,7.993e+09,1.389e+09,6.604e+09,5.5267e+10,6.1963e+10,2.615e+09,1.28e+09,5.55e+08,7.8e+08,2.768e+09,3.35e+08,2.433e+09,1.186e+09,1.186e+09,6.569e+09,1.8955e+10,1.6718e+10,2.449e+09,1.0692e+10,3.577e+09,3.5673e+10,4.2242e+10,3.75e+08,9.217e+09,4.386e+09,1.9014e+10,1.9721e+10,6.1963e+10,9.93e+08,5.38e+08,4.63e+08,3.18e+08,1.45e+08,2.93e+08,-1.02e+08,-7.3e+07,4.79e+08,2.287e+09,-1.202e+09,-1.202e+09,-1.202e+09,2.35e+08,-9.67e+08,-4.3e+08,-2.67e+08,-1.15e+08,-1.52e+08,-2e+07,6.5e+07,-6e+06,-7.23e+08,5.97e+08,5.97e+08,5.97e+08,2.278e+09,2.1723e+10,1.938e+09,0.65993,0.34462,0.19331,0.04949,0.01575,1.98566,1.01933,2.14198,0.35058,1.11416,1.10532,5.7637,21.2774,2.21233,0.49087,0.02417,0.03332,0.44057,8.98464,11.76264
"12","2013_Q1",28.8453333333333,"Up",3.703e+09,-1.239e+09,2.464e+09,-1.631e+09,-4.52e+08,-1.179e+09,8.33e+08,-1.79e+08,-1.7e+08,-9e+06,6.54e+08,-1.9e+07,6.35e+08,-2.36e+08,3.99e+08,3.99e+08,4.9e+07,4.48e+08,3.83e+08,6.28e+08,6.28e+08,1e+09,4.534e+09,6.57e+08,3.877e+09,6.162e+09,4.839e+10,7.0354e+10,-2.1964e+10,8.597e+09,1.385e+09,7.212e+09,5.6987e+10,6.3149e+10,2.67e+09,1.387e+09,4.01e+08,8.82e+08,3.16e+09,8.25e+08,2.335e+09,1.184e+09,1.184e+09,7.014e+09,1.9274e+10,1.7482e+10,2.54e+09,1.1043e+10,3.899e+09,3.6756e+10,4.377e+10,3.75e+08,9.244e+09,4.389e+09,1.8672e+10,1.9379e+10,6.3149e+10,3.99e+08,5.43e+08,-1.3e+07,4.51e+08,-4.64e+08,-75000000.0000001,3.91e+08,1.51e+08,-5.48e+08,8.54e+08,-1.251e+09,-1.251e+09,-1.251e+09,-1.59e+08,-1.41e+09,-4.26e+08,7.1e+08,4.91e+08,2.19e+08,-3.29e+08,1.6e+07,-2.7e+07,-7.2e+07,-6.28e+08,-6.28e+08,-6.28e+08,1.376e+09,2.2434e+10,2.86e+08,0.66541,0.22495,0.10343,0.01976,0.00607,0.74674,0.87853,2.25863,0.35526,0.44124,0.43721,4.26613,21.07949,0.32949,0.49078,0.01364,0.00482,1.11227,15.84738,26.17767
"13","2013_Q2",30.12640625,"Up",3.897e+09,-1.357e+09,2.54e+09,-1.675e+09,-4.66e+08,-1.209e+09,8.65e+08,-1.97e+08,-2.11e+08,1.4e+07,6.68e+08,-5.4e+08,1.28e+08,-3.1e+07,9.7e+07,9.7e+07,-1.6e+07,8.1e+07,8.1e+07,5.15e+08,5.15e+08,9.4e+08,4.477e+09,6.93e+08,3.784e+09,5.932e+09,4.8687e+10,7.0906e+10,-2.2219e+10,8.655e+09,1.387e+09,7.268e+09,5.7342e+10,6.3274e+10,2.237e+09,1.369e+09,2.46e+08,6.22e+08,3.063e+09,1.294e+09,1.769e+09,1.139e+09,1.139e+09,6.439e+09,2.0223e+10,1.7493e+10,2.526e+09,1.0995e+10,3.972e+09,3.7716e+10,4.4155e+10,3.75e+08,9.326e+09,4.4e+09,1.8412e+10,1.9119e+10,6.3274e+10,9.7e+07,5.68e+08,4.14e+08,-9.2e+07,5.06e+08,-3.42e+08,2.9e+07,-4.7e+07,-3.76e+08,7.37e+08,-1.197e+09,-1.197e+09,-1.197e+09,-8.2e+07,-1.279e+09,-4.26e+08,8.47e+08,4.68e+08,3.79e+08,2.4e+07,4.2e+07,-1.6e+07,4.29e+08,-1.13e+08,-1.13e+08,-1.13e+08,1.433e+09,2.3286e+10,-7.5e+07,0.65178,0.22197,0.02079,0.00424,0.00128,-0.92593,0.92126,2.30948,0.36802,0.0931,0.09257,4.47931,20.73218,-0.08621,0.48966,0.00846,-0.00125,5.25926,15.89044,26.32486
"14","2013_Q3",28.5421875,"Down",4.246e+09,-1.501e+09,2.745e+09,-1.655e+09,-4.76e+08,-1.179e+09,1.09e+09,-1.69e+08,-2.15e+08,4.6e+07,9.21e+08,-4.5e+08,4.71e+08,-1.58e+08,3.13e+08,3.13e+08,-1.6e+07,2.97e+08,2.97e+08,4.24e+08,4.24e+08,9.39e+08,4.638e+09,7e+08,3.938e+09,6.001e+09,4.9317e+10,7.185e+10,-2.2533e+10,8.643e+09,1.393e+09,7.25e+09,5.796e+10,6.3961e+10,2.56e+09,1.467e+09,4.42e+08,6.51e+08,3.672e+09,1.587e+09,2.085e+09,1.114e+09,1.114e+09,7.346e+09,1.9943e+10,1.7501e+10,2.504e+09,1.1086e+10,3.911e+09,3.7444e+10,4.479e+10,3.75e+08,9.47e+09,4.417e+09,1.8415e+10,1.9171e+10,6.3961e+10,3.13e+08,5.72e+08,4.34e+08,-4.9e+07,4.83e+08,-1.09e+08,-3.54e+08,-5000000.00000003,2.5e+08,1.21e+09,-1.4e+09,-1.4e+09,-1.4e+09,5e+07,-1.35e+09,-4.44e+08,3.25e+08,2.99e+08,25999999.9999999,1.69e+08,1.69e+08,-1e+06,4.9e+07,-90999999.9999999,-90999999.9999999,-90999999.9999999,1.662e+09,2.3615e+10,3.11e+08,0.64649,0.25671,0.06995,0.01549,0.00464,1.04714,0.81691,2.33634,0.36921,0.33982,0.33788,4.85812,20.64073,0.35584,0.50801,0.01229,0.00516,1.49495,13.95367,21.27615
"15","2013_Q4",27.674375,"Down",5.017e+09,-1.725e+09,3.292e+09,-1.651e+09,-4.8e+08,-1.171e+09,1.641e+09,-1.54e+08,-2.02e+08,4.8e+07,1.487e+09,-1.5e+08,1.337e+09,-4.68e+08,8.69e+08,8.69e+08,-1.7e+07,8.52e+08,8.52e+08,6.82e+08,6.82e+08,9.59e+08,4.144e+09,4.18e+08,3.726e+09,5.785e+09,5.02e+10,7.3021e+10,-2.2821e+10,8.712e+09,1.402e+09,7.31e+09,5.8912e+10,6.4697e+10,2.602e+09,1.281e+09,5.99e+08,7.22e+08,2.057e+09,7.5e+08,1.307e+09,1.045e+09,1.045e+09,5.704e+09,2.1053e+10,1.8031e+10,2.548e+09,1.1313e+10,4.17e+09,3.9084e+10,4.4788e+10,3.75e+08,9.709e+09,4.447e+09,1.9153e+10,1.9909e+10,6.4697e+10,8.69e+08,5.85e+08,5.4e+08,4.04e+08,1.36e+08,4.7e+08,-8.2e+07,-8.8e+07,6.59e+08,2.464e+09,-1.381e+09,-1.381e+09,-1.381e+09,-9.2e+07,-1.473e+09,-4.44e+08,-5.88e+08,-8.37e+08,2.49e+08,3.17e+08,3.18e+08,-1.8e+07,-7.33e+08,2.58e+08,2.58e+08,2.58e+08,2.226e+09,2.311e+10,1.783e+09,0.65617,0.32709,0.16982,0.04279,0.01317,2.09272,1.0142,2.24964,0.3572,0.97039,0.96708,5.71412,21.38724,2.03075,0.50569,0.02123,0.02921,0.52113,10.07547,13.66728
"16","2014_Q1",28.4732786885246,"Up",3.927e+09,-1.388e+09,2.539e+09,-1.7e+09,-4.79e+08,-1.221e+09,8.39e+08,-1.76e+08,-1.77e+08,1e+06,6.63e+08,-4e+07,6.23e+08,-1.92e+08,4.31e+08,4.31e+08,4.9e+07,4.8e+08,4.14e+08,6.59e+08,6.59e+08,9.59e+08,3.853e+09,2.78e+08,3.575e+09,5.471e+09,5.1208e+10,7.4267e+10,-2.3059e+10,7.867e+09,1.579e+09,5.869e+09,5.9075e+10,6.4546e+10,2.616e+09,1.376e+09,4.69e+08,7.71e+08,1.951e+09,1.482e+09,4.69e+08,9.58e+08,9.58e+08,5.525e+09,2.1344e+10,1.7538e+10,1.461e+09,1.1732e+10,4.345e+09,3.8882e+10,4.4407e+10,3.75e+08,9.823e+09,4.461e+09,1.9383e+10,2.0139e+10,6.4546e+10,4.31e+08,5.73e+08,5.49e+08,2.33e+08,3.16e+08,1.33e+08,2.54e+08,2.12e+08,-3.36e+08,1.686e+09,-1.485e+09,-1.485e+09,-1.485e+09,-1.55e+08,-1.64e+09,-4.48e+08,1.86e+08,7.32e+08,-5.46e+08,1.65e+08,1.66e+08,2.8e+07,-6.9e+07,-23000000.0000001,-23000000.0000001,-23000000.0000001,1.412e+09,2.3295e+10,2.52e+08,0.64655,0.21365,0.10542,0.02056,0.00641,0.6087,0.99023,2.20503,0.36091,0.46727,0.46569,4.43228,21.45372,0.28442,0.50564,0.01414,0.00413,1.08213,16.03116,26.97974
"17","2014_Q2",30.3811111111111,"Up",4.644e+09,-1.834e+09,2.81e+09,-1.73e+09,-4.97e+08,-1.233e+09,1.08e+09,-1.56e+08,-2.06e+08,5e+07,9.24e+08,-3.8e+08,5.44e+08,-1.76e+08,3.68e+08,3.68e+08,-1.7e+07,3.51e+08,3.51e+08,5.9e+08,5.9e+08,9.63e+08,3.587e+09,5.25e+08,3.062e+09,5.14e+09,5.1573e+10,7.4902e+10,-2.3329e+10,8.125e+09,1.448e+09,6.254e+09,5.9698e+10,6.4838e+10,2.386e+09,1.386e+09,3.57e+08,6.43e+08,1.366e+09,5.98e+08,7.68e+08,1.083e+09,1.083e+09,4.835e+09,2.2288e+10,1.7514e+10,1.446e+09,1.1717e+10,4.351e+09,3.9802e+10,4.4637e+10,3.75e+08,9.872e+09,4.467e+09,1.9445e+10,2.0201e+10,6.4838e+10,3.68e+08,5.87e+08,3.06e+08,-3.7e+07,3.43e+08,-1.58e+08,-1.28e+08,-1.09e+08,8.4e+07,1.103e+09,-1.18e+09,-1.18e+09,-1.18e+09,-3.5e+07,-1.215e+09,-4.51e+08,3.58e+08,-8.84e+08,1.242e+09,1.24e+08,1.28e+08,1.2e+07,4.3e+07,-6.9e+07,-6.9e+07,-6.9e+07,1.667e+09,2.3654e+10,5.05e+08,0.60508,0.23256,0.07558,0.01738,0.00541,1.43875,1.06308,2.20964,0.36482,0.39438,0.39306,5.21798,21.42697,0.56742,0.50674,0.01307,0.00823,1.2849,13.83563,21.35556
"18","2015_Q2",31.3096825396825,"Down",4.183e+09,-1.356e+09,2.827e+09,-1.861e+09,-4.87e+08,-1.374e+09,9.66e+08,-1.58e+08,-2.13e+08,5.5e+07,8.08e+08,-9e+06,7.99e+08,-2.74e+08,5.25e+08,5.25e+08,7.45058059692383e-09,5.25e+08,5.08e+08,938554167.100981,938554167.100981,986258214.637283,4331775320.81749,681758774.740746,3584841537.71554,6256587702.55575,52952584631.6975,76431845133.7011,-23479260502.0036,8778448757.13882,1436900595.41123,7010267036.3402,61731033388.8363,67987621091.392,2669444174.25526,1536587755.32336,400195954.62559,732660464.306306,1618548241.73413,130284648.787274,1488263592.94686,1222904829.43023,1222904829.43023,5510897245.41962,23451262513.697,18449695147.048,1810147979.53807,12057913716.9645,4581633450.54549,41900957660.7451,47411854906.1647,171760489.858298,10025907483.0433,4484541111.89963,19538097787.0989,20575766185.2273,67987621091.392,5.25e+08,5.78e+08,1.59e+08,1.13e+08,4.6e+07,-3.49e+08,1.8e+08,-4.26e+08,-1.07e+08,9.13e+08,-1.097e+09,-1.097e+09,-1.097e+09,-1e+07,-1.107e+09,-4.78e+08,1.094e+09,8.77e+08,2.17e+08,-2999999.99999999,1.12e+08,-1.7e+07,5.96e+08,4.02e+08,4.02e+08,4.02e+08,1.544e+09,0,3.72e+08,0.67583,0.23093,0.12144,0.0164029568112598,0.00506592152366005,0.73228,1.14678032482422,2.29793008607132,0.36789891053089,0.55824,0.55519,4.5967,21.6484026242923,0.40879,0.52527,0.012578532278316,0.0127059705110033,0.94094,13.4377537406953,20.5100853775944
"19","2015_Q3",31.91765625,"Up",4.337e+09,-1.371e+09,2.966e+09,-1.845e+09,-5e+08,-1.345e+09,1.121e+09,-1.52e+08,-1.8e+08,2.8e+07,9.69e+08,-2.3e+07,9.46e+08,-3.02e+08,6.44e+08,6.44e+08,0,6.44e+08,6.3e+08,1468100362.84423,1468100362.84423,1019753088.24745,5450120051.68636,675723904.507419,4616731128.79827,7937973502.77804,55388989884.5415,78971328701.8371,-23582338817.2956,9445763958.19686,1601784085.28175,7553669553.34383,64834753842.7384,72772727345.5164,3285917849.31434,1789893817.34504,516852157.949159,979171874.020137,2673562378.54908,472745459.710073,2200816918.83901,1338539549.09116,1338539549.09116,7298019776.95458,24383113366.2841,19921414913.0765,2150891830.80411,12772191130.9977,4998331951.27471,44304528279.3606,51602548056.3152,-99311791.9288736,10277818965.2246,4512376216.01772,19727162439.8699,21170179289.2013,72772727345.5164,6.44e+08,5.93e+08,6.96e+08,6.7e+08,2.6e+07,-7.39e+08,-3.38e+08,1.15e+08,-5.12e+08,1.194e+09,-1.142e+09,-1.142e+09,-1.142e+09,-1.09e+08,-1.659e+09,-4.94e+08,1.296e+09,-6.23e+08,1.919e+09,4e+06,4e+06,-6.4e+08,1.66e+08,-2.99e+08,-2.99e+08,-2.99e+08,1.714e+09,0,1.35e+08,0.68388,0.25847,0.14526,0.0114429318818952,0.00347627131382963,0.21429,1.14682194956904,2.42786312241506,0.370308287172176,0.69307,0.69079,4.77118,22.0177939352396,0.14851,0.54345,0.0107205844940639,0.0077271635141177,0.78413,16.4837629398078,27.9097719379837
"20","2015_Q4",33.38,"Up",5.401e+09,-1.712e+09,3.689e+09,-1.89e+09,-5.28e+08,-1.362e+09,1.799e+09,-1.8e+08,-2.19e+08,3.9e+07,1.619e+09,-1.5e+08,1.469e+09,-5e+08,9.69e+08,9.69e+08,9.31322574615479e-10,9.69e+08,9.58e+08,1762096377.16536,1762096377.16536,1049371417.73389,5755404756.71205,586827082.020383,4961255155.48187,8566872551.6113,58302650195.1149,82092397919.0546,-23789747723.9397,10090947180.1565,1821025532.51139,7978737293.67554,68393597375.2713,76960469926.8826,3714432599.71624,1971002970.6942,587582282.298148,1155847346.7239,3745795326.08949,1072333540.77784,2673461785.31165,1466904494.20652,1466904494.20652,8927132420.01225,24867407535.7291,21400427222.5667,2423189766.6681,13554122979.5321,5423114476.36658,46267834758.2958,55194967178.3081,-197478177.751608,10572320964.7936,4543773212.12695,20091395872.706,21765502748.5746,76960469926.8826,9.69e+08,6.16e+08,4.87e+08,37999999.9999999,4.49e+08,9.09e+08,4e+07,4.5e+07,8.24e+08,2.981e+09,-1.251e+09,-1.251e+09,-1.251e+09,-1.43e+08,-2.114e+09,-4.93e+08,-2.73e+08,4.33e+08,-7.06e+08,2e+07,2e+07,1.75e+08,-5.71e+08,2.96e+08,2.96e+08,2.96e+08,2.415e+09,0,2.573e+09,0.68302,0.33309,0.17737,0.008166441011583,0.00236598544708439,2.6858,1.01793759952933,2.53050459755127,0.370503520227373,1.05275,1.05044,5.93516,22.3859632785671,2.82747,0.54176,0.00938234446277979,-0.000535225239826758,0.51461,19.7383981690164,35.6730950293811
"21","2016_Q1",36.3059016393443,"Up",3.568e+09,-9.56e+08,2.612e+09,-1.851e+09,-5.19e+08,-1.332e+09,7.61e+08,-1.63e+08,-2.28e+08,6.5e+07,5.98e+08,-1.83e+08,4.15e+08,-1.18e+08,2.97e+08,2.97e+08,-1.4e+07,2.83e+08,2.71e+08,1.404e+09,1.404e+09,1.061e+09,4.061e+09,4.95e+08,3.422e+09,6.526e+09,6.1114e+10,8.5367e+10,-2.4253e+10,1.0678e+10,1.973e+09,8.38e+09,7.1792e+10,7.8318e+10,3.434e+09,1.905e+09,4.93e+08,1.036e+09,4.05e+09,1.376e+09,2.674e+09,1.645e+09,1.645e+09,9.129e+09,2.4688e+10,2.2358e+10,2.582e+09,1.4098e+10,5.678e+09,4.7046e+10,5.6175e+10,1.18e+08,1.0854e+10,4.572e+09,2.071e+10,2.2143e+10,7.8318e+10,2.97e+08,6.08e+08,1.7e+07,5.83e+08,-5.66e+08,2.64e+08,3.61e+08,-8.7e+07,-1e+07,1.186e+09,-2.184e+09,-2.184e+09,-2.184e+09,3.75e+08,-2.4e+09,-4.94e+08,1.881e+09,-1.14e+08,1.995e+09,1.2e+08,1.2e+08,2e+06,1.509e+09,2.95e+08,2.95e+08,2.95e+08,1.369e+09,2.8738e+10,-4.33e+08,0.73206,0.21328,0.07595,0.01224,0.00346,-1.59779,0.71486,2.53692,0.36694,0.29748,0.29553,3.91658,22.60373,-0.4753,0.54226,0.01045,-0.00590999999999999,1.82288,19.9664,35.91853
"22","2016_Q2",37.893125,"Up",3.992e+09,-1.095e+09,2.897e+09,-1.904e+09,-5.41e+08,-1.363e+09,9.93e+08,-2.22e+08,-2.46e+08,2.4e+07,7.71e+08,-5.3e+07,7.18e+08,-2.17e+08,5.01e+08,5.01e+08,-1e+06,5e+08,4.89e+08,7.54e+08,7.54e+08,1.085e+09,3.622e+09,4.86e+08,3.136e+09,5.461e+09,6.2552e+10,8.7118e+10,-2.4566e+10,1.0722e+10,1.985e+09,8.737e+09,7.3274e+10,7.8735e+10,2.533e+09,1.584e+09,2.54e+08,6.95e+08,3.587e+09,1.195e+09,2.392e+09,1.736e+09,1.736e+09,7.856e+09,2.6091e+10,2.2442e+10,2.546e+09,1.4184e+10,5.712e+09,4.8533e+10,5.6389e+10,7.27e+08,1.1186e+10,4.604e+09,2.1524e+10,2.2346e+10,7.8735e+10,5.01e+08,6.39e+08,4.6e+07,-4e+06,5e+07,-3.08e+08,2.35e+08,-7.2e+07,-4.71e+08,8.78e+08,-1.872e+09,-1.872e+09,-1.872e+09,-2.11e+08,-2.197e+09,-4.97e+08,9.28e+08,-1.81e+08,1.109e+09,2.7e+08,2.7e+08,-31999999.9999999,6.69e+08,-6.5e+08,-6.5e+08,-6.5e+08,1.632e+09,2.9678e+10,-3.31e+08,0.7257,0.24875,0.12249,0.02188,0.00621,-0.67689,0.69514,2.52345,0.37694,0.53384,0.53037,4.35808,22.70415,-0.36135,0.54258,0.01324,-0.00444,1.01636,17.72304,29.1279
"23","2016_Q3",40.11578125,"Up",4.459e+09,-1.27e+09,3.189e+09,-1.923e+09,-5.69e+08,-1.354e+09,1.266e+09,-2.76e+08,-2.93e+08,1.8e+07,9.9e+08,-8.1e+07,9.09e+08,-2.62e+08,6.47e+08,6.47e+08,-1.2e+07,6.35e+08,6.23e+08,1.897e+09,1.897e+09,1.21e+09,1.2042e+10,5.63e+08,1.1479e+10,1.5149e+10,6.3893e+10,8.8671e+10,-2.4778e+10,1.1831e+10,1.993e+09,9.084e+09,7.5724e+10,9.0873e+10,2.757e+09,1.493e+09,4.11e+08,8.53e+08,4.096e+09,1.372e+09,2.724e+09,1.661e+09,1.661e+09,8.514e+09,3.5368e+10,2.338e+10,2.485e+09,1.4553e+10,6.342e+09,5.8748e+10,6.7262e+10,7.27e+08,1.2207e+10,4.708e+09,2.2742e+10,2.3611e+10,9.0873e+10,6.47e+08,6.67e+08,7.8e+07,2.83e+08,-2.05e+08,-1.3e+08,-4.32e+08,1e+06,3.01e+08,1.262e+09,-1.614e+09,-1.614e+09,-1.614e+09,-8.081e+09,-1.0478e+10,-5.26e+08,9.834e+09,1.77e+08,9.657e+09,1.113e+09,1.113e+09,-6.2e+07,1.0359e+10,1.143e+09,1.143e+09,1.143e+09,1.933e+09,3.9464e+10,4.51e+08,0.71518,0.28392,0.13972,0.02639,0.00686,0.72392,1.7793,2.84876,0.43428,0.66702,0.66277,4.77409,23.57066,0.48287,0.56317,0.01329,0.00522,0.8443,19.43456,29.67378
"24","2016_Q4",37.8096825396825,"Down",6.264e+09,-1.844e+09,4.42e+09,-2.415e+09,-6.95e+08,-1.72e+09,2.005e+09,-3.03e+08,-3.74e+08,4.2e+07,1.702e+09,-8.8e+07,1.614e+09,-4.38e+08,1.176e+09,1.176e+09,-2.6e+07,1.15e+09,1.139e+09,2.669e+09,2.669e+09,1.268e+09,5.721e+09,4.59e+08,5.262e+09,9.658e+09,7.5554e+10,1.05144e+11,-2.959e+10,2.115e+10,2.003e+09,1.0441e+10,9.6704e+10,1.06362e+11,3.894e+09,1.732e+09,1.016e+09,1.146e+09,3.924e+09,1.67e+09,2.254e+09,2.749e+09,2.749e+09,1.0567e+10,4.155e+10,2.7898e+10,3.022e+09,1.6524e+10,8.352e+09,6.9448e+10,8.0015e+10,7.27e+08,1.4117e+10,4.9e+09,2.5274e+10,2.6347e+10,1.06362e+11,1.176e+09,8.03e+08,-5.86e+08,-3.01e+08,-2.85e+08,7.63e+08,-2.61e+08,6.2e+07,9.62e+08,2.156e+09,-1.766e+09,-1.766e+09,-1.766e+09,7.838e+09,-3.965e+09,-5.3e+08,1.104e+09,1.84e+08,919999999.999998,1.882e+09,1.882e+09,1.25e+08,2.581e+09,7.72e+08,7.72e+08,7.72e+08,2.808e+09,4.5474e+10,2.243e+09,0.70562,0.32008,0.18183,0.04323,0.01071,1.96927,0.91398,3.03697,0.42754,1.17665,1.16821,6.47107,25.35847,2.31715,0.54752,0.01674,0.02249,0.46532,15.24395,21.34913
"25","2017_Q1",38.4945161290323,"Up",5.181e+09,-1.775e+09,3.406e+09,-2.613e+09,-6.97e+08,-1.916e+09,7.93e+08,-3.48e+08,-4.04e+08,2.5e+07,4.45e+08,-2.06e+08,2.39e+08,-3.4e+07,2.05e+08,2.05e+08,3e+06,2.08e+08,1.97e+08,1.975e+09,1.975e+09,1.462e+09,6.285e+09,3.64e+08,5.377e+09,9.722e+09,7.8446e+10,1.08298e+11,-2.9852e+10,2.1529e+10,1.629e+09,1.113e+10,9.9975e+10,1.09697e+11,5.395e+09,2.228e+09,8.6e+08,2.307e+09,4.828e+09,2.241e+09,2.587e+09,2.694e+09,2.694e+09,1.2917e+10,4.2629e+10,2.7257e+10,2.299e+09,1.6539e+10,8.419e+09,6.9886e+10,8.2803e+10,1.18e+08,1.4613e+10,4.952e+09,2.4876e+10,2.6894e+10,1.09697e+11,2.05e+08,8.14e+08,-8.5e+08,-1.05e+08,-7.45e+08,4.29e+08,-8.6e+07,3.1e+08,2.05e+08,5.98e+08,-2.058e+09,-2.058e+09,-2.058e+09,-1.51e+08,-3.408e+09,-5.51e+08,2.107e+09,5.7e+08,1.537e+09,4.93e+08,4.93e+08,6.7e+07,2.116e+09,-6.94e+08,-6.94e+08,-6.94e+08,1.607e+09,4.7457e+10,1.2e+07,0.6574,0.15306,0.03802,0.00733,0.0018,0.06091,0.75265,3.07887,0.43262,0.1998,0.19799,5.25456,25.10953,0.01217,0.55882,0.00736,0.000119999999999995,2.79695,28.30243,57.35435
"26","2017_Q2",39.5377777777778,"Up",5.771e+09,-1.982e+09,3.789e+09,-2.429e+09,-7.16e+08,-1.713e+09,1.36e+09,-2.72e+08,-4.16e+08,1.05e+08,1.088e+09,-1.08e+08,9.8e+08,-3.15e+08,6.65e+08,6.65e+08,4e+06,6.69e+08,6.58e+08,1.094e+09,1.094e+09,1.477e+09,5.856e+09,4.01e+08,4.911e+09,8.427e+09,7.9811e+10,1.10141e+11,-3.033e+10,2.1522e+10,1.647e+09,1.1074e+10,1.01333e+11,1.0976e+11,3.648e+09,1.75e+09,5.84e+08,1.314e+09,6.087e+09,2.818e+09,3.269e+09,2.549e+09,2.549e+09,1.2284e+10,4.2786e+10,2.7412e+10,2.234e+09,1.6786e+10,8.392e+09,7.0198e+10,8.2482e+10,7.27e+08,1.4857e+10,4.973e+09,2.5821e+10,2.7278e+10,1.0976e+11,6.65e+08,8.23e+08,1.82e+08,1.61e+08,2.1e+07,-7.74e+08,3.1e+08,-5.33e+08,-5.51e+08,8.96e+08,-1.424e+09,-1.488e+09,-1.488e+09,-2.88e+08,-2.797e+09,-5.56e+08,1.378e+09,5.77e+08,8.01e+08,1.86e+08,1.86e+08,1.7e+07,1.025e+09,-8.76e+08,-8.76e+08,-8.76e+08,2.183e+09,4.8873e+10,3e+08,0.65656,0.23566,0.11402,0.02412,0.00599,0.45593,0.68601,3.02376,0.44527,0.66264,0.658,5.81168,25.2709,0.30211,0.55992,0.01172,0.0029,0.84498,21.88685,35.13162
