"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","total_realized_investment_gains","other_income","total_claims_losses","underwriting_expense_acquisition_cost","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","total_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","other_short_term_liabilities","long_term_debt","other_long_term_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"12","2013_Q1",483.261666666667,"Up",807955000,573939000,74273000,159743000,6237000,153506000,-340994000,-234150000,-143220000,89591000,-23694000,-23694000,65897000,65897000,-7804000,58093000,58093000,-1301000,56792000,56792000,8359564000,863766000,413883000,157465000,2761910000,12556588000,6371687000,103212000,1492550000,613897000,8581346000,908980000,2068340000,911337000,3888657000,86585000,3975242000,12556588000,58093000,9686000,152988000,-12030000,263730000,-251570000,129999.999999881,-19237999.9999999,-468999.999999999,-8958000,-28664999.9999999,124453000,124453000,-471000,123982000,1492550000,0.11089,0.07029,0.01429,0.00452,2.1587,0.11887,5.89312,5.87726,83.83885,403.51323,0.00456,7.01838
"13","2013_Q2",523.5871875,"Up",819864000,564587000,64617000,190660000,17917000,172743000,-287896000,-228673000,-161932000,141363000,-23574000,-23574000,117789000,117789000,-28526000,89263000,89263000,-361000,88902000,88902000,8898592000,899075000,511073000,178682000,2630569000,13117991000,6380380000,134405000,1732250000,640034000,8887069000,911330000,2160060000,1080119000,4151509000,79413000,4230922000,13117991000,89263000,-33709000,55554000,-14442000,110770000,-437314000,-340986000,239447000,-150000,-8108000,231189000,-54243000,-54243000,-7546000,-61789000,1732250000,0.17242,0.10844,0.02101,0.00678,2.1005,0.13205,9.22603,9.19739,85.08344,430.83323,0.00685,5.89387
"14","2013_Q3",525.4015625,"Up",1031769000,784819000,77979000,168971000,11546000,157425000,-442406000,-363095000,-152051000,74217000,-28561000,-28561000,45656000,45656000,-16980000,28676000,28676000,-920000,27756000,27756000,14484594000,1702622000,1416165000,225492000,5671107000,23499980000,13801236000,422731000,2249819000,625487000,17099273000,3269355000,2148240000,903309000,6320904000,79803000,6400707000,23499980000,28676000,155741000,184417000,-11976000,130961000,620699000,739684000,5928000,-24773000,-3365000,-22210000,901891000,901891000,-1246000,900645000,2249819000,0.07193,0.0269,0.00434,0.00118,2.67147,0.09574,2.22404,2.21516,82.6738,506.48269,0.0012,7.37293
"15","2013_Q4",542.648125,"Up",1191665000,919723000,86192000,185750000,11238000,174512000,-533372000,-352126000,-183414000,122753000,-30619000,-30619000,92134000,92134000,-25167000,66967000,66967000,-1368000,65599000,65599000,14461010000,2115322000,1253781000,260230000,5718234000,23808577000,13962956000,385734000,2250479000,675580000,17274749000,3277488000,2197816000,982119000,6457423000,76405000,6533828000,23808577000,66967000,235519000,302486000,-10259000,369312000,-244274000,114779000,-1556000,-13276000,-4608000,-19440000,397825000,397825000,14875000,412700000,2250479000,0.10301,0.05505,0.01004,0.00276,2.64389,0.09452,4.67429,4.65803,84.91271,460.12705,0.0028,1.10105
"16","2014_Q1",569.588196721312,"Up",1279785000,962487000,88585000,228713000,22451000,206262000,-552599000,-368418000,-221354000,137414000,-31250000,-31250000,106164000,106164000,-7225000,98939000,98939000,-175000,98764000,98764000,14846622000,1978526000,1141773000,260967000,5727623000,23955511000,13875745000,295496000,2256227000,777850000,17205318000,3288863000,2294909000,1089805000,6673577000,76616000,6750193000,23955511000,98939000,-29274000,203064000,-11048000,93062000,-408104000,-326090000,-18583000,5329000,-918000,-14172000,-137198000,-137198000,402000,-136796000,2256227000,0.10737,0.07717,0.01463,0.00412,2.54886,0.09418,7.05356,7.02197,91.40016,476.61598,0.00417,2.02091
"17","2014_Q2",630.068888888889,"Up",1239655000,949375000,86715000,203565000,17394000,186171000,-542303000,-355505000,-196167000,145680000,-29699000,-29699000,115981000,115981000,-28480000,87501000,87501000,215000,87716000,87716000,14984619000,2151420000,1403644000,334593000,5578716000,24452992000,14217410000,355032000,2255824000,663625000,17491891000,3302301000,2365469000,1232362000,6900132000,60969000,6961101000,24452992000,87501000,-65084000,22417000,-10725000,-13398000,204571000,180448000,1512000,-12919000,-19535000,-30942000,171923000,171923000,971000,172894000,2255824000,0.11752,0.07076,0.0126,0.00359,2.51281,0.09225,6.26767,6.23958,88.57842,493.04266,0.00364,0.71667
"18","2014_Q3",645.09390625,"Up",1258971000,965599000,92169000,201203000,7120000,194083000,-610406000,-365987000,-198430000,84148000,-29789000,-29789000,54359000,54359000,-13218000,41141000,41141000,-1073000,40068000,40068000,15708850000,1944134000,1516554000,388784000,5607952000,25166274000,14584517000,371286000,2258522000,744811000,17959136000,3297462000,2402713000,1442882000,7143057000,64081000,7207138000,25166274000,41141000,173507000,214648000,-7229000,-60628000,-356108000,-423965000,4681000,233999.999999994,-12770000,-7855000,-217172000,-217172000,9886000,-207286000,2258522000,0.06684,0.03183,0.00556,0.00159,2.49185,0.08974,2.86527,2.8508,90.02939,510.80213,0.00162,3.73613
"19","2014_Q4",678.17328125,"Up",1299286000,954007000,91096000,254183000,4195000,249988000,-570966000,-350493000,-244698000,133129000,-29648000,-29648000,103481000,103481000,-26657000,76824000,76824000,-1021000,75803000,75803000,15868301000,1765591000,1289010000,375618000,5777915000,25076435000,14324388000,359524000,2273795000,878110000,17835817000,3302868000,2468744000,1403581000,7175193000,65425000,7240618000,25076435000,76824000,222739000,299563000,-34396000,-319684000,-83743000,-437823000,17485000,-8277000,-17150000,-7942000,-146202000,-146202000,-32341000,-178543000,2273795000,0.10246,0.05834,0.01047,0.00302,2.4633,0.09067,5.42186,5.39254,92.93227,513.21029,0.00307,3.81738
"20","2015_Q1",722.905901639344,"Up",1335755000,971931000,93250000,270574000,17291000,253283000,-478792000,-388897000,-273203000,194863000,-28306000,-28306000,166557000,166557000,-48335000,118222000,118222000,-627000,117595000,117595000,16155307000,1960169000,1135217000,353410000,5596254000,25200357000,13955660000,276122000,2253594000,1051931000,17537307000,3308395000,2581866000,1704557000,7594818000,68232000,7663050000,25200357000,118222000,105094000,180164000,-29782000,-51656999.9999999,140574000,59135000,-17920000,600000.000000004,-3065000,-20385000,218914000,218914000,-24336000,194578000,2253594000,0.14588,0.08804,0.01535,0.00467,2.28855,0.08943,8.41407,8.36499,95.57491,543.41857,0.00472,1.5058
"21","2015_Q2",777.664920634921,"Up",1302154000,943650000,92875000,265629000,5571000,260058000,-446995000,-340685000,-245641000,268833000,-29312000,-29312000,239521000,239521000,-45515000,194006000,194006000,-3014000,190992000,190992000,16044535000,1958087000,1193405000,369632000,5687730000,25253389000,13785685000,286102000,2249554000,999542000,17320883000,3320323000,2753963000,1795372000,7869658000,62848000,7932506000,25253389000,194006000,-171174000,22832000,-23606000,227692000,-173424000,30662000,-1449000,-17119000,-14880000,-33448000,20046000,20046000,-22128000,-2082000,2249554000,0.20645,0.14667,0.02408,0.00756,2.18353,0.08908,13.66962,13.58117,93.19739,563.24492,0.00765,1.08419
"22","2015_Q3",846.00984375,"Up",1304605000,957557000,90586000,256462000,6105000,250357000,-536194000,-379652000,-259185000,129574000,-29288000,-29288000,100286000,100286000,-7832999.99999999,92453000,92453000,-1084000,91369000,91369000,16083574000,1852944000,1329743000,380808000,5719071000,25366140000,14056652000,316477000,2246875000,944368000,17564372000,3327489000,2843303000,1571078000,7741870000,59898000,7801768000,25366140000,92453000,122750000,215203000,-15336000,126216000,-429865000,-318985000,-365000,-1942000.00000001,-12538000,-14845000,-118627000,-118627000,13484000,-105143000,2246875000,0.09932,0.07004,0.01171,0.0036,2.25133,0.08858,6.53803,6.50221,93.35277,553.97996,0.00365,3.0402
"23","2015_Q4",870.1471875,"Up",1342764000,963675000,87060000,292029000,-14707000,306736000,-484737000,-365619000,-309663000,182745000,-30064000,-30064000,152681000,152681000,-48271000,104410000,104410000,-1891000,102519000,102519000,15834347000,2261201000,1249429000,379767000,5456829000,25181573000,13926014000,318078000,2240517000,942873000,17427482000,3335208000,2942606000,1417416000,7695230000,58861000,7754091000,25181573000,104410000,207940000,312350000,-23113000,91470000,51798000,120155000,-4158000,-4230000,0,-8388000,424117000,424117000,-15860000,408257000,2240517000,0.1361,0.07635,0.01322,0.00407,2.24752,0.08897,7.33169,7.2905,96.02832,550.32754,0.00412,-0.11319
"24","2016_Q1",859.536557377049,"Down",1420460000,958650000,82692000,379118000,109511000,269607000,-470819000,-369124000,-301263000,279254000,-29637000,-29637000,249617000,249617000,-51344000,198273000,198273000,-381000,197892000,197892000,15111204000,2630009000,1113703000,352756000,5731443000,24939115000,13541333000,224921000,2239271000,1030023000,17035548000,3342357000,3137285000,1354508000,7834150000,69417000,7903567000,24939115000,198273000,-372156000,100766000,-17700000,20962000,228355000,231617000,-12251000,-3448000,-1831000,-17530000,314853000,314853000,-28138000,286715000,2239271000,0.19659,0.13932,0.02504,0.00794,2.15543,0.08979,14.15334,14.06782,101.59205,560.30253,0.00801,-1.39922
"25","2016_Q2",931.24390625,"Up",1376182000,957686000,91294000,327202000,21179000,306023000,-473964000,-364688000,-292353000,245177000,-30841000,-30841000,214336000,214336000,-50690000,163646000,163646000,-3276000,160370000,160370000,15793338000,2284165000,1405210000,400052000,5802465000,25685230000,13825363000,298261000,2299756000,947619000,17370999000,3354617000,3293367000,1591132000,8239116000,75115000,8314231000,25685230000,163646000,-268215000,-104569000,-14900000,-545523000,323574000,-236849000,18000,2313000,-11133000,-8802000,-350220000,-350220000,18711000,-331509000,2299756000,0.17816,0.11653,0.01929,0.00624,2.08931,0.08954,11.45991,11.39477,98.34086,588.76061,0.00632,0.06359
"26","2016_Q3",933.01125,"Up",1375937000,950859000,94996000,330082000,17241000,312841000,-511556000,-375580000,-295113000,193688000,-33697000,-33697000,159991000,115891000,-35218000,80673000,80673000,-1876000,78797000,78797000,16790689000,2007938000,1427092000,415700000,5694209000,26335628000,13882115000,260599000,2602432000,1078708000,17823854000,3360830000,3355262000,1722277000,8438369000,73405000,8511774000,26335628000,80673000,94110000,174783000,-19734000,-80833000.0000001,-672923000,-773490000,304381000,-13418000,-52251000,238712000,-359995000,-359995000,-16799000,-376794000,2602432000,0.14077,0.05727,0.00926,0.00299,2.09402,0.09882,5.62354,5.5932,98.19705,602.22445,0.00302,3.06934
"27","2016_Q4",891.632857142857,"Down",1431282000,974244000,93147000,363891000,27416000,336475000,-579405000,-372521000,-326723000,152633000,-33152000,-33152000,119481000,119481000,-36060000,83421000,83421000,375000,83796000,83796000,16818219000,2156398000,1312685000,409195000,5707148000,26403645000,13888239000,256793000,2589350000,1064328000,17798710000,3365750000,3433891000,1727642000,8527283000,77652000,8604935000,26403645000,83421000,170722000,254143000,-14931000,-37920000,7552000,-45299000,-10948000,133000,-16102000,-26917000,181927000,181927000,-3396000,178531000,2589350000,0.10664,0.05855,0.00974,0.00317,2.06843,0.09807,5.97135,5.94931,101.99401,607.6593,0.0032,2.83656
"28","2017_Q1",945.125483870968,"Up",1428625000,983081000,93793000,351751000,-689000,-69866000.0000001,-485819000,-384336000,-326076000,232394000,-32206000,-32206000,200188000,180212000,-47509000,132703000,132703000,23000,132726000,132726000,16973502000,1738747000,1282997000,392410000,5487643000,25875299000,13429154000,231327000,2574529000,1099200000,17334210000,3368666000,3526395000,1565866000,8460927000,80162000,8541089000,25875299000,132703000,190834000,210266000,-14109000,-212676000,-356058000,-582843000,-12514000,-40170000,1710000,-50974000,-423551000,-423551000,-31654000,-455205000,2574529000,0.16267,0.0929,0.01554,0.00513,2.02951,0.0995,9.47163,9.43662,101.94998,603.79127,0.00518,3.5964
"29","2017_Q2",970.647142857143,"Up",1411751000,982602000,100368000,328781000,20865000,307916000,-611719000,-373278000,-299403000,127351000,-33402000,-33402000,93949000,94044000,-23004000,71040000,71040000,-1171000,69869000,69869000,17223487000,1852735000,1429602000,470788000,5424067000,26400679000,13754639000,242333000,2581605000,1082917000,17661494000,3376037000,3557927000,1719236000,8653200000,85985000,8739185000,26400679000,71040000,-59094000,11946000,-15864000,-101545000,155066000,37657000,9385000,-23512000,-12415000,-26542000,23061000,23061000,6466000,29527000,2581605000,0.09021,0.04949,0.00799,0.00265,2.02095,0.09779,4.99136,4.9743,100.85376,618.17402,0.00267,5.72332
"30","2017_Q3",1034.02365079365,"Up",1481493000,1033574000,99299000,348620000,17627000,330993000,-522978000,-401270000,-316782000,240463000,-31797000,-31797000,208666000,209545000,-58118000,151427000,151427000,-1767000,149660000,149660000,17098735000,2315212000,1589444000,489836000,5710114000,27203341000,14086590000,259801000,2485671000,1332072000,18164134000,3376230000,3666246000,1911933000,8954409000,84798000,9039207000,27203341000,151427000,74571999.9999999,225999000,-19714000,100772000,318061000,399119000,-119051000,-35682000,-17344000,-172077000,453041000,453041000,18511000,471552000,2485671000,0.16231,0.10102,0.01656,0.0055,2.00948,0.09137,10.70759,10.67551,105.99506,640.65314,0.00555,0.70888
"31","2017_Q4",1093.15158730159,"Up",1506148000,1099862000,104489000,301797000,-40007000,341804000,-1075432000,-396972000,-363650000,-329906000,-31814000,-31814000,-361720000,-359948000,98913000,-261035000,-261035000,1894000,-259141000,-259141000,17624854000,2076266000,1588636000,506294000,6723361000,28519411000,15302338000,230041000,2471419000,1455459000,19459257000,3379156000,3378524000,2151205000,8908885000,151269000,9060154000,28519411000,-261035000,621793000,360758000,-14521000,147418000,-663898000,-531001000,-72212000,-25242000,-3242000,-100696000,-270939000,-270939000,40361000,-230578000,2471419000,-0.21904,-0.17206,-0.0286,-0.00909,2.14778,0.08666,-18.58041,-18.5233,107.99082,638.76712,-0.00916,-1.19777
"32","2018_Q1",1125.56327868852,"Up",1662267000,1131940000,101553000,428774000,-3787999.99999999,-29701000,-655632000,-417944000,-409993000,178698000,-35438000,-35438000,143260000,143654000,295672000,439326000,439326000,-4445000,434881000,434881000,18069491000,2198459000,1567453000,465569000,10504044000,32805016000,17965172000,324304000,3099230000,1748460000,23137166000,3381834000,3776743000,2345571000,9504148000,163702000,9667850000,32805016000,439326000,-142187000,259826000,-24553000,384619000,-1010298000,-650232000,586563000,-26402000,-4531000,555630000,165224000,165224000,-20043000,145181000,3099230000,0.1075,0.26162,0.04498,0.01326,2.39321,0.09447,31.21006,31.13186,119.29575,682.08325,0.01339,5.04074
"33","2018_Q2",1129.37921875,"Up",1575471000,1151021000,108016000,316434000,-122998000,294136000,-615118000,-424390000,-430953000,105010000,-40059000,-40059000,64951000,42837000,-108431000,-65594000,-65594000,1288000,-64306000,-64306000,17845116000,2048976000,1749025000,513814000,10709540000,32866471000,18309870000,382263000,3048096000,1649372000,23389601000,3383668000,5927739000,12804000,9324211000,152659000,9476870000,32866471000,-65594000,123266000,57672000,-23362000,-165389000,120507000,-68244000,-49600000,-12289000,-12807000,-74696000,-85268000,-85268000,26074000,-59194000,3048096000,0.06665,-0.04082,-0.00679,-0.00196,2.46807,0.09274,-4.6157,-4.60678,113.0829,669.26579,-0.00198,9.51452
"34","2018_Q3",1176.80904761905,"Up",1987013000,1148184000,105387000,733442000,105249000,773489000,-599178000,-451570000,-624984000,311281000,-36702000,-36702000,274579000,360737000,-81150000,279587000,279587000,-1356000,278231000,278231000,18150903000,1945370000,1944751000,508214000,10697793000,33247031000,18357442000,422423000,3024306000,1809448000,23613619000,3387121000,6184299000,-90560000,9480860000,152552000,9633412000,33247031000,279587000,-29724999.9999999,249862000,-29026000,-410825000,62456000.0000001,-377395000,-21445000,-11968000,-3354000,-36767000,-164300000,-164300000,-32956000,-197256000,3024306000,0.15666,0.14002,0.02888,0.00837,2.45122,0.09096,19.98068,19.94487,142.69393,680.85171,0.00848,3.46612
"35","2018_Q4",1093.58126984127,"Down",2235949000,1185323000,106307000,944319000,426075000,518244000,-736846000,-441961000,-501537000,555605000,-37961000,-37961000,517644000,519027000,-109999000,409028000,409028000,410000,409438000,409438000,18420592000,2347040000,1817637000,518853000,10854183000,33958305000,18733434000,453132000,2993243000,1839603000,24019412000,3392322000,6576562000,-184892000,9783992000,154901000,9938893000,33958305000,409028000,46614000,455642000,-26498000,-11764000,30686000,-7576000,-29191000,-6572000,-24543000,-60306000,387760000,387760000,-5214000,382546000,2993243000,0.24849,0.18312,0.0412,0.01206,2.41671,0.08814,29.41999,29.36513,160.66315,703.0245,0.01222,1.16306
"36","2019_Q1",1015.51524590164,"Down",1042852000,1227532000,114505000,-299185000,-845922000,-88346000,-869573000,-459590000,-446628000,-732939000,-39490000,-39490000,-772429000,-930456000,177082000,-753374000,-753374000,1831000,-751543000,-751543000,16841829000,2014168000,1692526000,474513000,12283227000,33306263000,18888960000,337326000,3009577000,1796036000,24031899000,3392993000,5782310000,-94650000,9080653000,193711000,9274364000,33306263000,-753374000,1422642000,129681000,-27707000,13072000,-329389000,-344024000,17986000,-23178000,-2024000,-7216000,-221559000,-221559000,-8951000,-230510000,3009577000,-0.70282,-0.72066,-0.08103,-0.02256,2.59122,0.09036,-53.99792,-54.30224,74.92829,652.4395,-0.0228,-1.35811
"37","2019_Q2",1047.92587301587,"Up",2472488000,1203977000,114182000,1154329000,612191000,348794000,-687746000,-455212000,-534700000,794830000,-40290000,-40290000,754540000,732676000,-155163000,577513000,577513000,-1086000,576427000,576427000,17297880000,2415421000,1959137000,541012000,12523276000,34736726000,19236690000,368389000,3058968000,2106331000,24770378000,3395940000,6338874000,61168000,9795982000,170366000,9966348000,34736726000,577513000,-558790000,18723000,-24756000,34346000,332530000,342120000,51256000,-37649000,-13676000,-69000,360774000,360774000,7199000,367973000,3058968000,0.32147,0.23314,0.0578399999999999,0.01659,2.4854,0.08806,41.48449,41.43678,177.94084,705.0005,0.01677,0.809670000000001
"38","2019_Q3",1136.161875,"Up",2439116000,1199461000,111831000,1127824000,425653000,501676000,-678120000,-462316000,-632234000,666446000,-41267000,-41267000,625179000,650194000,-143711000,506483000,506483000,-9185000,497298000,497298000,18518145000,2220793000,2191947000,554233000,12936466000,36421584000,19484549000,485570000,3625744000,2261343000,25857206000,3400964000,6808201000,187200000,10396365000,168013000,10564378000,36421584000,506483000,-276048000,230435000,-24476000,16454000,-855744000,-863766000,569754000,-31617000,-17912000,520225000,-113106000,-113106000,-9833000,-122939000,3625744000,0.27323,0.20388,0.04707,0.01365,2.44758,0.09955,35.86197,35.8413,175.89356,749.71984,0.01384,2.10812
