"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","prepaid_pension_costs","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_revenue_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",112.04734375,"Up",2.0239e+10,-1.0537e+10,9.702e+09,-6.814e+09,-5.349e+09,-1.465e+09,2.888e+09,-2.04e+08,-1.68e+08,-3.6e+07,2.684e+09,3.65e+08,3.049e+09,-5.44e+08,2.505e+09,2.505e+09,2.505e+09,2.505e+09,1.0617e+10,1.0017e+10,6e+08,8.782e+09,1.685e+09,2.2441e+10,4.676e+09,1.7765e+10,4.3525e+10,1.1092e+10,3.0136e+10,-1.9044e+10,5.259e+09,5.8181e+10,5.148e+09,3.6422e+10,4.387e+09,2.957e+09,9.267e+09,7.4532e+10,1.18057e+11,5.484e+09,5.484e+09,4.887e+09,2.3213e+10,1.1508e+10,9.43e+09,3.3584e+10,3.9638e+10,2.8945e+10,1.6723e+10,3.837e+09,8.385e+09,6.8583e+10,1.02167e+11,5.3565e+10,-1.57298e+11,1.48071e+11,-2.8604e+10,1.5734e+10,1.56e+08,1.589e+10,1.18057e+11,2.504e+09,1.103e+09,1.23e+08,-2.72e+08,3.458e+09,-8.27e+08,4.3e+07,4.3e+07,-8.7e+08,-8.7e+08,-4.86e+08,8.59e+08,-1.345e+09,-2.827e+09,-2.815e+09,-3.11e+08,-4.451e+09,-1.34e+09,-1.035e+09,1000000.00000012,-1.036e+09,-1.214e+09,177999999.999999,-8.65e+08,-3.24e+09,-4.233e+09,-4.233e+09,-1.03e+08,-4.336e+09,3.991e+09,4.4525e+10,3.436e+09,0.47937,0.14269,0.12377,0.15765,0.02122,1.37166,1.296,6.42964,0.37715,2.50166,2.49358,20.212,15.71301,3.43142,1.33821,5,0.04303,0.03845,0.53493,8.49612,11.741
"27","2016_Q4",113.458253968254,"Up",1.9226e+10,-1.0213e+10,9.013e+09,-6.129e+09,-4.732e+09,-1.397e+09,2.884e+09,-1.5e+08,-1.58e+08,8e+06,2.734e+09,5.28e+08,3.262e+09,-4.08e+08,2.854e+09,2.853e+09,2.853e+09,2.853e+09,9.968e+09,9.039e+09,9.29e+08,8.291e+09,1.729e+09,2.1444e+10,4.539e+09,1.6905e+10,4.1432e+10,1.1104e+10,3.0842e+10,-1.9738e+10,5.075e+09,5.7994e+10,4.881e+09,3.6401e+10,4.289e+09,3.487e+09,8.936e+09,7.4173e+10,1.15605e+11,5.271e+09,5.271e+09,6.92e+09,2.2256e+10,1.0815e+10,9.304e+09,3.4447e+10,3.5563e+10,2.8437e+10,1.6688e+10,3.611e+09,8.138e+09,6.4e+10,9.8447e+10,5.3759e+10,-1.5817e+11,1.49585e+11,-2.8164e+10,1.701e+10,1.49e+08,1.7159e+10,1.15606e+11,2.853e+09,1.127e+09,7.5e+07,6.3e+07,4.118e+09,-7.06e+08,6.2e+07,6.2e+07,-7.68e+08,-7.68e+08,-1.62e+08,1.473e+09,-1.635e+09,-4e+07,-4e+07,-4.5e+07,-9.53e+08,-1.337e+09,-2.041e+09,4.5e+07,-2.086e+09,-2.191e+09,1.05e+08,-8.09e+08,-4.187e+09,-1.022e+09,-1.022e+09,4.1e+07,-9.81e+08,4.011e+09,4.2483e+10,3.776e+09,0.46879,0.15001,0.14839,0.16627,0.02468,1.32352,1.20278,5.73734,0.36748,2.85875,2.84919,19.26475,17.04428,3.78361,1.33969,5,0.04757,0.04287,0.46863,8.10646,11.27427
"28","2017_Q1",125.946451612903,"Up",2.1771e+10,-1.0876e+10,1.0895e+10,-6.407e+09,-4.976e+09,-1.431e+09,4.488e+09,-2.1e+07,-1.57e+08,1.36e+08,4.467e+09,5.21e+08,4.988e+09,-4.8e+08,4.508e+09,4.503e+09,4.503e+09,4.503e+09,8.527e+09,7.826e+09,7.01e+08,9.182e+09,1.553e+09,2.4627e+10,4.564e+09,2.0063e+10,4.3889e+10,1.083e+10,3.0133e+10,-1.9303e+10,4.585e+09,5.8166e+10,4.688e+09,3.6199e+10,5.224e+09,3.034e+09,9.021e+09,7.3581e+10,1.1747e+11,6.209e+09,6.209e+09,7.513e+09,2.2552e+10,1.1035e+10,8.282e+09,3.6274e+10,3.4655e+10,2.8147e+10,1.707e+10,3.6e+09,7.477e+09,6.2802e+10,9.9076e+10,5.3935e+10,-1.5905e+11,1.52759e+11,-2.9398e+10,1.8246e+10,1.46e+08,1.8392e+10,1.17468e+11,4.501e+09,1.127e+09,-1.029e+09,-7.47e+08,3.852e+09,-7.83e+08,1.9e+08,1.9e+08,-9.73e+08,-9.73e+08,2.95e+08,2.191e+09,-1.896e+09,-7.23e+08,-2.34e+08,-2.474e+09,-3.685e+09,-1.329e+09,8.75e+08,8.9e+08,-1.5e+07,-7.79e+08,7.64e+08,-7.17e+08,-1.171e+09,-1.004e+09,-1.004e+09,-2.06e+08,-1.21e+09,5.615e+09,4.2168e+10,4.565e+09,0.50044,0.20615,0.20683,0.24483,0.03833,1.01377,1.20993,5.38691,0.35897,4.53828,4.51844,21.94159,18.38897,4.60077,1.33941,4,0.06574,0.05146,0.29514,5.99127,7.49577
"29","2017_Q2",114.261111111111,"Down",1.8155e+10,-1.0383e+10,7.772e+09,-6.685e+09,-5.152e+09,-1.533e+09,1.087e+09,-1.07e+08,-1.35e+08,2.8e+07,9.8e+08,4.45e+08,1.425e+09,3.29e+08,1.754e+09,1.751e+09,1.751e+09,1.751e+09,1.0695e+10,1.0096e+10,5.99e+08,8.377e+09,1.609e+09,2.2207e+10,4.715e+09,1.7492e+10,4.2888e+10,1.0865e+10,3.0681e+10,-1.9816e+10,4.549e+09,5.9193e+10,4.436e+09,3.6307e+10,6.457e+09,3.491e+09,8.502e+09,7.4607e+10,1.17495e+11,5.324e+09,5.324e+09,8.34e+09,2.2817e+10,1.2351e+10,7.719e+09,3.6481e+10,3.4441e+10,2.8125e+10,1.6967e+10,3.557e+09,7.601e+09,6.2566e+10,9.9047e+10,5.4104e+10,-1.60359e+11,1.53292e+11,-2.871e+10,1.8327e+10,1.21e+08,1.8448e+10,1.17495e+11,1.75e+09,1.099e+09,1.42e+08,9.64e+08,3.955e+09,-6.82e+08,5.8e+07,5.8e+07,-7.4e+08,-7.4e+08,-2.92e+08,9.81e+08,-1.273e+09,-1.1e+08,-1.09e+08,1.433e+09,3.49e+08,-1.321e+09,4.76e+08,-8.8e+08,1.356e+09,-1.531e+09,2.887e+09,-1.289e+09,-2.134e+09,2.17e+09,2.17e+09,1e+08,2.27e+09,2.186e+09,4.2781e+10,2.139e+09,0.42809,0.05987,0.09645,0.09492,0.0149,1.22159,1.17563,5.36898,0.36411,1.77631,1.76619,18.41744,18.59193,2.16992,1.3401,5,0.03438,0.02394,0.75443,14.67795,29.51794
"30","2017_Q3",106.660158730159,"Down",1.9288e+10,-1.0148e+10,9.14e+09,-6.296e+09,-4.908e+09,-1.388e+09,2.844e+09,-7.68e+08,-1.48e+08,-6.2e+08,2.076e+09,3.65e+08,2.441e+09,-1.11e+08,2.33e+09,2.33e+09,2.33e+09,2.33e+09,1.2295e+10,1.1696e+10,5.99e+08,8.401e+09,1.604e+09,2.2712e+10,4.155e+09,1.8557e+10,4.5012e+10,1.0903e+10,3.1291e+10,-2.0388e+10,4.759e+09,5.9819e+10,4.179e+09,3.6517e+10,6.812e+09,4.015e+09,8.296e+09,7.5481e+10,1.20493e+11,5.126e+09,5.126e+09,8.061e+09,2.2779e+10,1.1541e+10,8.459e+09,3.5966e+10,3.7612e+10,2.8374e+10,1.732e+10,3.617e+09,7.437e+09,6.5986e+10,1.01952e+11,5.4235e+10,-1.6186e+11,1.54234e+11,-2.8189e+10,1.842e+10,1.25e+08,1.8545e+10,1.20497e+11,2.332e+09,1.117e+09,1.97e+08,-1.79e+08,3.467e+09,-6.07e+08,7.8e+07,7.8e+07,-6.85e+08,-6.85e+08,-1.82e+08,9.02e+08,-1.084e+09,-3e+07,-59999999.9999999,-8.95e+08,-1.714e+09,-1.403e+09,2.28e+09,-93000000.0000002,2.373e+09,-5.75e+08,2.948e+09,-1.486e+09,-6.09e+08,1.144e+09,1.144e+09,4.47e+08,1.591e+09,3.961e+09,4.5673e+10,3.286e+09,0.47387,0.14745,0.1208,0.12564,0.01934,1.4103,1.25152,5.49755,0.37905,2.38239,2.37073,19.72168,18.83416,3.35988,1.43455,5,0.04032,0.03549,0.60215,8.42666,11.73629
"31","2017_Q4",112.426666666667,"Up",1.9154e+10,-1.0172e+10,8.982e+09,-5.897e+09,-4.606e+09,-1.291e+09,3.085e+09,-3.27e+08,-1.68e+08,-1.59e+08,2.758e+09,3.08e+08,3.066e+09,-3.38e+08,2.728e+09,2.728e+09,2.728e+09,2.728e+09,1.1515e+10,1.0915e+10,6e+08,8.15e+09,1.711e+09,2.3365e+10,4.389e+09,1.8976e+10,4.4741e+10,1.1057e+10,3.1937e+10,-2.088e+10,4.806e+09,6.1032e+10,3.981e+09,3.6782e+10,7.289e+09,4.521e+09,8.459e+09,7.6895e+10,1.21636e+11,5.442e+09,5.442e+09,4.299e+09,2.1957e+10,1.0649e+10,8.27e+09,3.1698e+10,4.1327e+10,2.8856e+10,1.7554e+10,3.579e+09,7.723e+09,7.0183e+10,1.01881e+11,5.4395e+10,-1.62812e+11,1.55565e+11,-2.7521e+10,1.9627e+10,1.3e+08,1.9757e+10,1.21638e+11,2.725e+09,1.176e+09,1.41e+08,-4.73e+08,3.569e+09,-6.47e+08,2.01e+08,2.01e+08,-8.48e+08,-8.48e+08,-5.12e+08,8.95e+08,-1.407e+09,-2.67e+08,-2.73e+08,-4.8e+08,-1.906e+09,-1.395e+09,-4.47e+08,1.79e+08,-6.26e+08,-4.146e+09,3.52e+09,-9.15e+08,-2.757e+09,-1.094e+09,-1.094e+09,3.28e+08,-7.66e+08,4.261e+09,4.5626e+10,3.479e+09,0.46894,0.16106,0.14242,0.13808,0.02243,1.27529,1.41148,5.1567,0.3751,2.80614,2.79463,19.70262,20.18917,3.57865,1.43496,6,0.04375,0.03692,0.51136,8.0054,11.05705
"32","2018_Q1",118.16262295082,"Up",2.2542e+10,-1.1493e+10,1.1049e+10,-6.392e+09,-5.014e+09,-1.378e+09,4.657e+09,-5.38e+08,-1.64e+08,-3.74e+08,4.119e+09,3.48e+08,4.467e+09,-5.522e+09,-1.055e+09,-1.057e+09,-1.057e+09,-1.057e+09,1.258e+10,1.1972e+10,6.08e+08,8.928e+09,1.583e+09,2.6644e+10,1.86e+09,2.2964e+10,4.9735e+10,1.1116e+10,3.2331e+10,-2.1215e+10,2.783e+09,6.1721e+10,3.742e+09,3.6788e+10,4.862e+09,4.643e+09,1.1686e+10,7.562e+10,1.25355e+11,6.451e+09,6.451e+09,6.987e+09,2.3925e+10,1.1552e+10,8.154e+09,3.7363e+10,3.9837e+10,3.0431e+10,1.672e+10,3.746e+09,9.965e+09,7.0268e+10,1.07631e+11,5.4566e+10,-1.63507e+11,1.53126e+11,-2.6592e+10,1.7593e+10,1.31e+08,1.7724e+10,1.25355e+11,-1.054e+09,1.149e+09,-8.63e+08,6.501e+09,5.733e+09,-8.33e+08,1.23e+08,1.23e+08,-9.56e+08,-9.56e+08,-5.3e+07,1.132e+09,-1.185e+09,-2.94e+08,-5.4e+07,-2.63e+09,-3.81e+09,-1.387e+09,1.138e+09,1.414e+09,-2.76e+08,-564000000.000001,2.88e+08,-6.68e+08,-9.17e+08,1.006e+09,1.006e+09,6.2e+07,1.068e+09,5.806e+09,4.6824e+10,1.6996e+10,0.49015,0.20659,-0.04689,-0.05964,-0.00843,-16.07947,1.33113,6.07261,0.37353,-1.09303,-1.08785,23.31035,18.19266,17.57531,1.43428,4,0.00346999999999999,0.17894,-1.3122,5.89804,7.35323
"33","2018_Q2",110.08640625,"Down",1.9072e+10,-1.0825e+10,8.247e+09,-6.85e+09,-5.445e+09,-1.405e+09,1.397e+09,-5.78e+08,-1.65e+08,-4.13e+08,8.19e+08,3.17e+08,1.136e+09,5.4e+08,1.676e+09,1.68e+09,1.68e+09,1.68e+09,1.2842e+10,1.1949e+10,8.93e+08,7.778e+09,1.753e+09,2.675e+10,2.573e+09,2.1764e+10,4.9123e+10,1.1278e+10,3.2775e+10,-2.1497e+10,2.942e+09,6.1942e+10,3.521e+09,3.6732e+10,5.111e+09,5.129e+09,1.1449e+10,7.6162e+10,1.25285e+11,5.736e+09,5.736e+09,5.977e+09,2.402e+10,1.3059e+10,8.043e+09,3.5733e+10,4.041e+10,3.0852e+10,1.675e+10,3.852e+09,1.025e+10,7.1262e+10,1.06995e+11,5.4712e+10,-1.64334e+11,1.56371e+11,-2.8583e+10,1.8166e+10,1.24e+08,1.829e+10,1.25285e+11,1.679e+09,1.114e+09,1.5e+08,1.658e+09,4.601e+09,-7.67e+08,1.03e+08,1.03e+08,-8.7e+08,-8.7e+08,-7.11e+08,8.1e+08,-1.521e+09,-7.1e+07,-7.1e+07,-2.15e+08,-1.764e+09,-1.382e+09,-7.13e+08,4.12e+08,-1.125e+09,-3.295e+09,2.17e+09,-8.14e+08,-2.909e+09,-7.2e+07,-7.2e+07,1e+08,2.8e+07,2.511e+09,4.6387e+10,2.862e+09,0.43241,0.07325,0.08809,0.09185,0.01341,1.70357,1.37472,5.84992,0.37025,1.74449,1.73558,19.80413,18.86335,2.97187,1.43505,7,0.03205,0.02996,0.82262,13.35922,24.01217
"34","2018_Q3",111.511904761905,"Up",2.0003e+10,-1.0804e+10,9.199e+09,-6.221e+09,-4.857e+09,-1.364e+09,2.978e+09,-4.52e+08,-1.73e+08,-2.79e+08,2.526e+09,2.5e+08,2.776e+09,-373999999.999999,2.402e+09,2.403e+09,2.403e+09,2.403e+09,1.1707e+10,1.0741e+10,9.66e+08,7.445e+09,1.742e+09,2.5901e+10,2.443e+09,2.1114e+10,4.6795e+10,1.1024e+10,3.2233e+10,-2.1209e+10,2.518e+09,6.1286e+10,3.344e+09,3.6482e+10,4.689e+09,5.375e+09,1.1396e+10,7.4828e+10,1.21623e+11,5.518e+09,5.518e+09,7.646e+09,2.2277e+10,1.1752e+10,7.745e+09,3.5441e+10,3.7851e+10,2.9681e+10,1.5963e+10,3.718e+09,1e+10,6.7532e+10,1.02973e+11,5.4827e+10,-1.65366e+11,1.57349e+11,-2.829e+10,1.852e+10,1.28e+08,1.8648e+10,1.21621e+11,2.404e+09,1.116e+09,9.8e+07,-1.322e+09,2.296e+09,-8.54e+08,7.7e+07,7.7e+07,-9.31e+08,-9.31e+08,-91000000.0000002,1.199e+09,-1.29e+09,-5.1e+07,-5.1e+07,3.62e+08,-6.34e+08,-1.437e+09,-3.8e+07,-15000000.0000001,-2.3e+07,-3.59e+08,3.36e+08,-1.044e+09,-2.519e+09,-8.57e+08,-8.57e+08,-4.44e+08,-1.301e+09,4.094e+09,4.5497e+10,2.292e+09,0.45988,0.14888,0.12013,0.12886,0.01976,0.95381,1.32036,5.52193,0.37408,2.51056,2.49872,20.89834,19.34896,2.39459,1.50132,7,0.04093,0.02443,0.598,8.25354,11.34654
"35","2018_Q4",96.8615873015873,"Down",1.8755e+10,-9.953e+09,8.802e+09,-5.615e+09,-4.363e+09,-1.252e+09,3.187e+09,-4.68e+08,-1.92e+08,-2.76e+08,2.719e+09,2.75e+08,2.994e+09,-3.04e+08,2.69e+09,2.692e+09,2.692e+09,2.692e+09,1.4495e+10,1.1563e+10,2.932e+09,7.071e+09,1.893e+09,2.4799e+10,2.388e+09,2.0184e+10,4.8258e+10,1.0949e+10,3.2484e+10,-2.1535e+10,2.272e+09,6.0511e+10,3.134e+09,3.6526e+10,4.436e+09,5.655e+09,1.076e+10,7.3732e+10,1.2199e+11,5.384e+09,5.384e+09,1.0932e+10,2.0507e+10,1.0704e+10,7.301e+09,3.6823e+10,3.5989e+10,2.926e+10,1.5774e+10,3.507e+09,9.979e+09,6.5249e+10,1.02072e+11,5.4987e+10,-1.65995e+11,1.58612e+11,-2.782e+10,1.9784e+10,1.34e+08,1.9918e+10,1.2199e+11,2.694e+09,1.138e+09,1.05e+08,2.95e+08,4.232e+09,-8e+08,1.2e+07,1.2e+07,-8.12e+08,-8.12e+08,-1.981e+09,1.232e+09,-3.213e+09,-1e+06,-1e+06,-1.88e+08,-2.97e+09,-1.431e+09,1.595e+09,-2.1e+07,1.616e+09,-5.92e+08,2.208e+09,-6.01e+08,-4.37e+08,8.25e+08,8.25e+08,-5.5e+07,7.7e+08,4.325e+09,4.6921e+10,4.124e+09,0.46931,0.16993,0.14354,0.13515,0.02207,1.53195,1.31054,5.12461,0.38463,2.82457,2.81204,19.6786,20.75827,4.32709,1.50147,6,0.0429,0.04291,0.53158,7.49734,10.17446
"36","2019_Q1",104.236557377049,"Up",2.1761e+10,-1.1072e+10,1.0689e+10,-6.059e+09,-4.701e+09,-1.358e+09,4.63e+09,-3.77e+08,-1.93e+08,-1.84e+08,4.253e+09,1.84e+08,4.437e+09,-2.481e+09,1.956e+09,1.954e+09,1.954e+09,1.954e+09,1.1997e+10,1.1379e+10,6.18e+08,7.432e+09,1.682e+09,2.8034e+10,2.378e+09,2.3356e+10,4.9145e+10,1.0792e+10,3.246e+10,-2.1668e+10,2.386e+09,6.1058e+10,3.087e+09,3.6265e+10,5.216e+09,4.666e+09,1.1824e+10,7.4236e+10,1.23381e+11,6.558e+09,6.558e+09,1.0207e+10,2.1462e+10,1.1165e+10,7.251e+09,3.8227e+10,3.5605e+10,3.2621e+10,1.7002e+10,3.445e+09,1.2174e+10,6.8226e+10,1.06453e+11,5.5151e+10,-1.68071e+11,1.59206e+11,-2.949e+10,1.6796e+10,1.34e+08,1.693e+10,1.23383e+11,1.951e+09,1.112e+09,1.133e+09,-7.7e+07,4.119e+09,-7.26e+08,5.6e+07,5.6e+07,-7.82e+08,-7.82e+08,2.229e+09,3.246e+09,-1.017e+09,-16000000.0000001,-16000000.0000001,-1.031e+09,4.56e+08,-1.416e+09,-1.145e+09,9.65e+08,-2.11e+09,-4.287e+09,2.177e+09,-2.155e+09,-4.605e+09,-3e+07,-3e+07,-9.6e+07,-1.26e+08,5.742e+09,4.5812e+10,7.42e+09,0.4912,0.21277,0.08979,0.11542,0.01584,3.79734,1.28561,6.28783,0.37131,2.07265,2.06361,23.08237,17.81588,7.87056,1.50198,7,0.03534,0.07781,0.72467,5.88906,7.30346
"37","2019_Q2",108.63619047619,"Up",1.8182e+10,-1.0139e+10,8.043e+09,-6.124e+09,-4.691e+09,-1.433e+09,1.919e+09,-1.37e+08,-2.1e+08,7.3e+07,1.782e+09,1.01e+08,1.883e+09,-2.89e+08,1.594e+09,1.592e+09,1.592e+09,1.592e+09,1.8006e+10,1.7134e+10,8.72e+08,6.987e+09,1.771e+09,2.5941e+10,2.478e+09,2.1095e+10,5.2705e+10,1.0675e+10,3.2692e+10,-2.2017e+10,2.403e+09,6.5145e+10,2.956e+09,3.6281e+10,5.284e+09,4.966e+09,1.5658e+10,7.8223e+10,1.30928e+11,5.711e+09,5.711e+09,1.025e+10,2.291e+10,1.2134e+10,8.292e+09,3.8871e+10,3.9727e+10,3.5722e+10,1.6467e+10,3.481e+09,1.5774e+10,7.5449e+10,1.1432e+11,5.5287e+10,-1.69021e+11,1.59396e+11,-2.9182e+10,1.648e+10,1.26e+08,1.6606e+10,1.30926e+11,1.591e+09,1.446e+09,-6.3e+07,1.785e+09,4.759e+09,-4.58e+08,8.1e+07,8.1e+07,-5.39e+08,-5.39e+08,-4.64e+08,6.74e+08,-1.138e+09,3.2e+07,-1e+06,3.7e+07,-8.53e+08,-1.397e+09,4.232e+09,2.1e+07,4.211e+09,-1.768e+09,5.979e+09,-9.72e+08,1.863e+09,5.769e+09,5.769e+09,-1.02e+08,5.667e+09,3.365e+09,4.9977e+10,4.981e+09,0.44236,0.10554,0.08756,0.09587,0.01216,3.12877,1.3559,6.88426,0.38171,1.7109,1.70262,19.53998,17.71086,5.35302,1.50134,6,0.02922,0.04869,0.87751,9.50104,16.66024
"38","2019_Q3",112.87109375,"Up",1.916e+10,-1.0151e+10,9.009e+09,-6.863e+09,-5.456e+09,-1.407e+09,2.146e+09,3.99e+08,-3.48e+08,7.47e+08,2.545e+09,2.22e+08,2.767e+09,-2.69e+08,2.498e+09,2.496e+09,2.496e+09,2.496e+09,4.6273e+10,4.5399e+10,8.74e+08,7.414e+09,1.745e+09,2.253e+10,2.409e+09,1.7459e+10,7.7962e+10,1.0202e+10,3.1843e+10,-2.1641e+10,2.228e+09,6.4261e+10,2.728e+09,3.5284e+10,5.274e+09,5.319e+09,1.5656e+10,7.6691e+10,1.54653e+11,4.724e+09,4.724e+09,1.4594e+10,1.5246e+10,3.474e+09,9.333e+09,3.4564e+10,5.8445e+10,4.3868e+10,1.6471e+10,1.1261e+10,1.6136e+10,1.02313e+11,1.36877e+11,5.5404e+10,-1.69385e+11,1.60467e+11,-2.8841e+10,1.7645e+10,1.31e+08,1.7776e+10,1.54653e+11,2.498e+09,1.294e+09,9.34e+08,-1.785e+09,2.941e+09,-2.81e+08,3.02e+08,3.02e+08,-5.83e+08,-5.83e+08,1.44e+08,8.09e+08,-6.65e+08,8.13e+08,-42000000.0000019,3.486e+09,4.162e+09,-1.436e+09,2.2841e+10,-3.28e+08,2.3169e+10,-2.101e+09,2.527e+10,-4.16e+08,2.103e+10,2.8133e+10,2.8133e+10,1.29e+08,2.8262e+10,3.44e+09,7.3039e+10,1.643e+09,0.4702,0.112,0.13027,0.14041,0.01614,0.65825,2.25558,7.7001,0.47228,2.6926,2.67848,20.66917,19.03484,1.77241,1.54911,6,0.02919,0.0122,0.57532,7.78081,12.47251
"39","2019_Q4",110.024375,"Down",1.8028e+10,-9.692e+09,8.336e+09,-6.577e+09,-5.024e+09,-1.553e+09,1.759e+09,-4.02e+08,-4.32e+08,3e+07,1.357e+09,1.66e+08,1.523e+09,1.51e+08,1.674e+09,1.673e+09,1.673e+09,1.673e+09,1.082e+10,1.0087e+10,7.33e+08,6.753e+09,1.712e+09,1.8837e+10,2.515e+09,1.4344e+10,3.8122e+10,1.0062e+10,3.167e+10,-2.1608e+10,2.221e+09,9.9214e+10,1.5613e+10,5.7951e+10,4.994e+09,5.481e+09,1.5175e+10,1.11497e+11,1.49619e+11,4.042e+09,4.042e+09,8.53e+09,2.2493e+10,1.1223e+10,9.116e+09,3.5065e+10,5.7797e+10,3.8661e+10,1.5925e+10,3.382e+09,1.9354e+10,9.6458e+10,1.31523e+11,5.5808e+10,-1.69474e+11,1.60709e+11,-2.9086e+10,1.7957e+10,1.39e+08,1.8096e+10,1.49619e+11,1.672e+09,1.669e+09,2.78e+08,-1305883183.03512,3.619e+09,-5.19e+08,6.9e+07,6.9e+07,-5.88e+08,-5.88e+08,5.88e+08,1.598e+09,-1.01e+09,-3.2548e+10,-3.2587e+10,2.105e+09,-3.0374e+10,-1.436e+09,-6.608e+09,-1.833e+09,-4.775e+09,-5.022e+09,2.47e+08,-1.59e+08,-8.176e+09,-3.4931e+10,-3.4931e+10,-3.79e+08,-3.531e+10,3.428e+09,6.6327e+10,2366453787.76828,0.46239,0.09757,0.0928,0.09245,0.01118,0.263935459584299,1.08718,7.26807,0.44331,1.80502,1.79167,19.45061,19.374,2.54788194747262,1.54932,4,0.02526,0.017081849647382,0.85834,16.19224,31.556
"40","2020_Q1",108.241290322581,"Down",2.344e+09,3.802e+09,6.146e+09,-5.07e+09,-3.553e+09,-1.517e+09,1.076e+09,-1.92e+08,-3.54e+08,1.62e+08,8.84e+08,1.5e+08,1.034e+09,3.47e+08,1.381e+09,3.671e+09,3.671e+09,3.671e+09,8.868e+09,8.172e+09,6.96e+08,7.87e+09,1.619e+09,2.0063e+10,2.101e+09,1.7962e+10,3.842e+10,1.001e+10,3.2028e+10,-2.2018e+10,2.074e+09,1.01684e+11,1.5235e+10,5.8222e+10,5.182e+09,6.865e+09,1.618e+10,1.13768e+11,1.52188e+11,1.2092e+10,4.896e+09,8.797e+09,1.6812e+10,1.2026e+10,4.786e+09,3.7701e+10,5.4102e+10,3.9398e+10,1.7142e+10,3.851e+09,1.8405e+10,9.35e+10,1.31201e+11,5.5895e+10,-1.69413e+11,1.62954e+11,-2.8597e+10,2.0839e+10,1.44e+08,2.0983e+10,1.52184e+11,3.67e+09,1.65e+09,-3.093e+09,1.225e+09,3.452e+09,-4.91e+08,8.5e+07,8.5e+07,-5.76e+08,-5.76e+08,0,8.8e+08,-8.8e+08,149000000.000008,-3.814697265625e-06,4.71e+08,129000000.000008,-1.438e+09,-4.181e+09,-4.57e+08,-3.724e+09,-4.053e+09,3.29e+08,-8.6e+07,-5.674e+09,-2093000000.00001,-2093000000.00001,1.85e+08,-1.908e+09,2.726e+09,6.2899e+10,3.113e+09,2.62201,0.45904,1.56613,0.17495,0.02412,0.848,1.01907,6.25273,0.4133,3.95648,3.92677,2.52629,22.45959,3.35509,1.54983,5,0.04144,0.02525,0.39172,19.82062,50.21468
