"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","trading_account_profits_losses","investment_income_loss","commissions_fees_earned","other_non_interest_income","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","trading_securities","intangible_assets","goodwill","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","short_term_debt","securities_sold_under_repo","trading_account_liabilities","short_term_borrowings","long_term_debt","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","other_share_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",13.935,"Up",5.28e+09,-1.55e+08,1.379e+09,-1.534e+09,5.435e+09,6.07e+08,2.9e+08,4.397e+09,1.41e+08,5.28e+09,-6.763e+09,-8.35e+08,-5.928e+09,-1.483e+09,-1.483e+09,-1.483e+09,5.25e+08,-9.58e+08,-9.56e+08,-6.7e+07,-1.023e+09,-2.2e+07,-1.045e+09,1.8239e+10,4.351e+11,2.51308e+11,3.905e+09,6.622e+09,4.5506e+10,1.0827e+10,7.64985e+11,7.0757e+10,3.13764e+11,1.5214e+11,1.24887e+11,2.0296e+10,1.68444e+11,1.42548e+11,6.95513e+11,1.508e+09,2.0243e+10,2e+07,2.3202e+10,-2.979e+09,7.53e+08,3.9441e+10,-1.46e+08,6.1799e+10,7.673e+09,6.9472e+10,7.64985e+11,-9.56e+08,4.25e+08,5.17e+08,5.314e+09,5.3e+09,-4.29e+08,-8.313e+09,-69000000.0000002,-8.875e+09,-1.19e+08,-2.501e+09,-3.1e+07,2.505e+09,-1.924e+09,-2.07e+09,-5.645e+09,-5.645e+09,2.25e+08,-5.42e+09,-1.058e+09,4.82208e+11,3.302e+09,-0.28087,-0.19792,-0.01504,-0.00137,-3.15981,10.01141,0.63035,-0.55311,-0.56879,2.79468,31.91181,1.74774,0.06299,-0.00121,0.00432,-0.11388,-438.53403,-312.8584
"12","2013_Q1",17.893,"Up",7.032e+09,1.69e+08,1.448e+09,-1.279e+09,6.863e+09,1.512e+09,3.04e+08,4.818e+09,2.29e+08,7.032e+09,-6.092e+09,-9.25e+08,-5.167e+09,9.4e+08,9.4e+08,9.4e+08,-8.6e+07,8.54e+08,7.88e+08,-1.94e+08,5.94e+08,-2.5e+07,5.69e+08,2.0878e+10,4.58089e+11,2.67603e+11,3.783e+09,6.65e+09,6.4288e+10,1.564e+10,7.8096e+11,8.3266e+10,3.15736e+11,1.59523e+11,1.20122e+11,1.7865e+10,1.69571e+11,1.4265e+11,7.11223e+11,1.508e+09,2.0514e+10,2e+07,2.3426e+10,-2.932e+09,6.91e+08,3.9912e+10,-5.16e+08,6.2109e+10,7.628e+09,6.9737e+10,7.8096e+11,7.88e+08,3.63e+08,-5.65e+08,1.407e+09,1.993e+09,-4.47e+08,-48999999.9999981,-1.747e+09,-2.271e+09,-1.2e+08,-1.578e+09,-5e+06,1.2509e+10,-93999999.9999995,1.0712e+10,1.0434e+10,1.0434e+10,-1.16e+08,1.0318e+10,1.303e+09,4.85307e+11,2.349e+09,0.13367,0.08092,0.00816,0.00073,4.1283,10.19865,0.62142,0.30079,0.28115,3.71738,32.03596,1.24177,0.06344,0.00088,0.00301,0.2109,356.43054,494.0734
"13","2013_Q2",19.055625,"Up",8.15e+09,1.82e+08,1.388e+09,-1.206e+09,7.968e+09,2.694e+09,3.38e+08,4.737e+09,1.99e+08,8.15e+09,-6.567e+09,-8.68e+08,-5.699e+09,1.583e+09,1.583e+09,1.583e+09,-3.33e+08,1.25e+09,1.231e+09,-2.69e+08,9.62e+08,-2.6e+07,9.36e+08,1.7773e+10,4.79972e+11,2.67236e+11,3.694e+09,6.633e+09,6.2271e+10,1.0284e+10,8.01383e+11,8.0623e+10,3.34372e+11,1.59621e+11,1.32472e+11,1.8769e+10,1.65142e+11,1.50749e+11,7.30886e+11,1.508e+09,2.1809e+10,2e+07,2.3661e+10,-1.872e+09,-6.69e+08,4.075e+10,-6.94e+08,6.2704e+10,7.793e+09,7.0497e+10,8.01383e+11,1.231e+09,3.6e+08,1.88e+08,2.716e+09,4.495e+09,-2.63e+08,-1.294e+09,-2.168e+09,-3.139e+09,-1.19e+08,-1.134e+09,-3.06e+08,-2.643e+09,4e+07,-4.162e+09,-2.806e+09,-2.806e+09,-1.196e+09,-4.002e+09,1.943e+09,4.99514e+11,4.729e+09,0.19423,0.11485,0.01328,0.00117,5.05235,10.36762,0.62331,0.49232,0.48241,4.28676,32.18801,2.48737,0.06259,0.00132,0.0059,0.12714,247.9367,304.32154
"14","2013_Q3",21.60078125,"Up",8.533e+09,2.04e+08,1.224e+09,-1.02e+09,8.329e+09,2.894e+09,1.88e+08,4.924e+09,3.23e+08,8.533e+09,-6.719e+09,-9.14e+08,-5.805e+09,1.814e+09,1.814e+09,1.814e+09,-5.92e+08,1.222e+09,1.191e+09,-2.11e+08,9.8e+08,-1.77e+08,8.03e+08,1.6295e+10,4.7145e+11,2.60038e+11,3.602e+09,6.6e+09,6.4473e+10,1.0795e+10,8.02691e+11,8.1514e+10,3.32993e+11,1.69717e+11,1.28085e+11,1.6037e+10,1.61098e+11,1.60972e+11,7.36577e+11,1.508e+09,2.2132e+10,2e+07,2.3933e+10,-1.821e+09,-7.45e+08,4.1455e+10,-1.169e+09,6.3181e+10,2.933e+09,6.6114e+10,8.02691e+11,1.191e+09,3.56e+08,2.63e+08,1.2097e+10,1.3907e+10,-3.2e+08,-2.001e+09,-1.273e+09,-3.464e+09,-1.2e+08,-1.659e+09,-8e+06,8.91e+08,-5.331e+09,-6.227e+09,4.216e+09,4.216e+09,80999999.9999998,4.297e+09,2.17e+09,4.94091e+11,1.4539e+10,0.21259,0.09411,0.01215,0.001,18.10585,11.14101,0.61554,0.42092,0.41151,4.47284,32.32783,7.62107,0.0629,0.00115,0.01811,0.14944,220.18249,263.39361
"15","2013_Q4",23.97296875,"Up",7.965e+09,1.1e+08,1.261e+09,-1.151e+09,7.855e+09,2.259e+09,7.28e+08,4.628e+09,2.4e+08,7.965e+09,-6.602e+09,-8.64e+08,-5.738e+09,1.363e+09,1.363e+09,1.363e+09,-3.63e+08,1e+09,1.018e+09,-1.12e+08,9.06e+08,-2.6e+07,8.8e+08,1.4333e+10,5.0251e+11,2.73658e+11,3.514e+09,6.591e+09,5.771e+10,1.0687e+10,8.32223e+11,1.04807e+11,3.3261e+11,1.72205e+11,1.22645e+11,1.6861e+10,1.57805e+11,1.6876e+11,7.63982e+11,2.37e+09,2.2502e+10,2e+07,2.4235e+10,-1.753e+09,-9.67e+08,4.2237e+10,-1.014e+09,6.5128e+10,3.113e+09,6.8241e+10,8.32223e+11,1.018e+09,3.68e+08,2.54e+08,-3.222e+09,-1.582e+09,-3.61e+08,-4.39e+09,-2.605e+09,-7.386e+09,-1.19e+08,-4.725e+09,7.17e+08,2.3293e+10,3.2e+07,1.9198e+10,1.023e+10,1.023e+10,3.52e+08,1.0582e+10,1.731e+09,4.90415e+11,-1.489e+09,0.17112,0.11048,0.0129,0.00106,-1.69205,11.19535,0.58928,0.46089,0.44788,4.17157,32.86876,-0.77985,0.06232,0.0012,-0.00179,0.13523,275.03293,349.2898
"16","2014_Q1",24.9552459016393,"Up",7.845e+09,2.82e+08,1.336e+09,-1.054e+09,7.563e+09,1.512e+09,5.23e+08,5.224e+09,3.04e+08,7.845e+09,-8.047e+09,-9.59e+08,-7.088e+09,-2.02e+08,-2.02e+08,-2.02e+08,3.86e+08,1.84e+08,1.73e+08,-8.9e+07,83999999.9999999,-4.8e+07,36000000.0000001,1.6602e+10,5.05512e+11,2.80744e+11,3.286e+09,6.595e+09,5.7104e+10,1.6462e+10,8.32702e+11,1.12379e+11,3.23921e+11,1.78475e+11,1.04521e+11,1.6357e+10,1.53575e+11,1.73797e+11,7.63672e+11,3.22e+09,2.2872e+10,2e+07,2.457e+10,-1.718e+09,-1.25e+09,4.2172e+10,-1.093e+09,6.5921e+10,3.109e+09,6.903e+10,8.32702e+11,1.73e+08,4.27e+08,1.7e+08,1.7419e+10,1.8189e+10,-3.72e+08,-6.69e+09,-4.011e+09,-1.0472e+10,-1.17e+08,-1.4007e+10,6.02e+08,7.572e+09,-2.26e+08,-6175999999.99999,1.541e+09,1.541e+09,5.61e+08,2.102e+09,2.25e+08,4.77496e+11,1.6886e+10,-0.02575,0.00459,0.000520000000000001,4.00000000000001e-05,469.05556,11.0629,0.57343,0.0189,0.01828,4.1181,32.91386,8.86403,0.06142,0.00018,0.02028,3.25,2048.41778,-2281.65347
"17","2014_Q2",24.9766666666667,"Up",8.996e+09,3.08e+08,1.343e+09,-1.035e+09,8.688e+09,2.962e+09,3.59e+08,5.073e+09,2.94e+08,8.996e+09,-6.626e+09,-8.96e+08,-5.73e+09,2.37e+09,2.37e+09,2.37e+09,-7.85e+08,1.585e+09,1.584e+09,-7.9e+07,1.505e+09,-5.6e+07,1.449e+09,1.3785e+10,5.12744e+11,2.59545e+11,3.21e+09,6.601e+09,6.0506e+10,1.4278e+10,8.31381e+11,1.16648e+11,3.00975e+11,1.46553e+11,1.1159e+11,1.5267e+10,1.53374e+11,1.90116e+11,7.61113e+11,3.22e+09,2.1285e+10,2e+07,2.3364e+10,-2.099e+09,1.2e+07,4.3522e+10,-9.68e+08,6.7071e+10,3.197e+09,7.0268e+10,8.31381e+11,1.584e+09,3.26e+08,2.72e+08,2.599e+09,4.781e+09,2e+06,9e+08,-1.0814e+10,-9.818e+09,-1.43e+08,-3.16e+09,-6.72e+08,4.269e+09,2.25e+08,5.19e+08,-4.518e+09,-4.518e+09,5.9e+07,-4.459e+09,2.696e+09,4.54349e+11,6.082e+09,0.26345,0.16107,0.02062,0.00174,4.19738,10.83157,0.5465,0.75301,0.73566,4.67502,33.18193,3.16068,0.07431,0.00191,0.00732,0.09869,163.41395,185.89198
"18","2014_Q3",27.076875,"Up",8.608e+09,2.67e+08,1.25e+09,-9.83e+08,8.341e+09,2.516e+09,2.27e+08,5.392e+09,2.06e+08,8.608e+09,-6.676e+09,-9.89e+08,-5.687e+09,1.932e+09,1.932e+09,1.932e+09,-15000000.0000001,1.917e+09,1.917e+09,-1.8e+07,1.899e+09,-7.9e+07,1.82e+09,1.8863e+10,5.2603e+11,2.59561e+11,3.137e+09,6.6e+09,5.4557e+10,1.6281e+10,8.26568e+11,1.17695e+11,2.93344e+11,1.42228e+11,1.09877e+11,1.579e+10,1.49483e+11,1.93845e+11,7.54367e+11,5.02e+09,2.1481e+10,2e+07,2.3608e+10,-2.147e+09,-1.58e+08,4.5145e+10,-7.33e+08,7.0755e+10,1.446e+09,7.2201e+10,8.26568e+11,1.917e+09,2.86e+08,3.57e+08,-1.514e+09,1.046e+09,-4.15e+08,-1.3256e+10,-3.05e+08,-1.4291e+10,-2.44e+08,-3.522e+09,1.496e+09,1.047e+09,-1.39e+08,-1.362e+09,-1.4607e+10,-1.4607e+10,6.8e+07,-1.4539e+10,2.218e+09,4.42827e+11,3.04e+08,0.22444,0.21143,0.02521,0.0022,0.167030000000001,10.44815,0.53574,0.94386,0.924,4.46415,34.09049,0.157660000000001,0.12654,0.0025,0.000370000000000001,0.13407,191.14698,219.44306
"19","2014_Q4",28.99375,"Up",8.907e+09,5.57e+08,1.384e+09,-8.27e+08,8.35e+09,2.448e+09,1.38e+08,5.391e+09,3.73e+08,8.907e+09,-6.687e+09,-9.59e+08,-5.728e+09,2.22e+09,2.22e+09,2.22e+09,-4.63e+08,1.757e+09,1.752e+09,-5.9e+07,1.693e+09,-6.4e+07,1.629e+09,2.0242e+10,5.12312e+11,2.52482e+11,3.054e+09,6.589e+09,5.4839e+10,1.5455e+10,8.14511e+11,1.24382e+11,2.66982e+11,1.11363e+11,1.18896e+11,1.3779e+10,1.52357e+11,1.96779e+11,7.405e+11,6.02e+09,2.1815e+10,2e+07,2.3922e+10,-2.127e+09,-3.75e+08,4.6573e+10,-1.115e+09,7.2918e+10,1.093e+09,7.4011e+10,8.14511e+11,1.752e+09,1.36e+08,2.46e+08,-2.7e+08,1.864e+09,-1.2e+08,1.605e+09,-2.058e+09,3.46e+08,-2.65e+08,6.373e+09,7.86e+08,6.687e+09,2.16e+08,1.3797e+10,1.6007e+10,1.6007e+10,-1.066e+09,1.4941e+10,2.356e+09,4.19339e+11,2.429e+09,0.24924,0.18289,0.02201,0.002,1.4911,10.00527,0.51484,0.84712,0.82652,4.63184,34.78843,1.26313,0.13781,0.00233,0.00298,0.16268,169.39601,179.77342
"20","2015_Q1",29.3309836065574,"Up",7.764e+09,6.03e+08,1.436e+09,-8.33e+08,7.161e+09,1.451e+09,1.12e+08,5.375e+09,2.23e+08,7.764e+09,-1.0695e+10,-1.079e+09,-9.616e+09,-2.931e+09,-2.931e+09,-2.931e+09,1.353e+09,-1.578e+09,-1.586e+09,-4.4e+07,-1.63e+09,-1.16e+08,-1.746e+09,2.1381e+10,5.24299e+11,2.56801e+11,3.159e+09,6.588e+09,4.8961e+10,2.02e+10,8.0151e+11,1.33544e+11,2.4258e+11,9.5168e+10,1.07381e+11,1.4346e+10,1.52772e+11,2.0051e+11,7.29406e+11,6.02e+09,2.2142e+10,2e+07,2.4249e+10,-2.127e+09,-6.39e+08,4.4625e+10,-1.248e+09,7.09e+10,1.204e+09,7.2104e+10,8.0151e+11,-1.586e+09,4.13e+08,9.2e+07,-5.524e+09,-6.605e+09,-4.59e+08,-4.241e+09,-6.939e+09,-1.1561e+10,-2.52e+08,1.876e+09,-2.86e+08,9.162e+09,-3.11e+08,1.0189e+10,-7.977e+09,-7.977e+09,-8.65e+08,-8.842e+09,-2.518e+09,3.95352e+11,-9.854e+09,-0.37751,-0.22488,-0.02422,-0.00218,5.64376,10.11603,0.49326,-0.90951,-0.88545,4.04437,33.79685,-5.13308,0.13127,-0.00186,-0.01229,-0.14433,-148.51906,-127.59161
"21","2015_Q2",31.2244444444444,"Up",9.907e+09,5.96e+08,1.484e+09,-8.88e+08,9.311e+09,3.65e+09,2.66e+08,5.224e+09,1.71e+08,9.907e+09,-7.052e+09,-9.49e+08,-6.103e+09,2.855e+09,2.855e+09,2.855e+09,-3.87e+08,2.468e+09,2.463e+09,-6.9e+07,2.394e+09,-8e+07,2.314e+09,1.9683e+10,5.43754e+11,2.5916e+11,3.064e+09,6.597e+09,5.6733e+10,1.8617e+10,8.29099e+11,1.35815e+11,2.54542e+11,8.7015e+10,1.25057e+11,1.5086e+10,1.55545e+11,2.07731e+11,7.53633e+11,7.52e+09,2.0944e+10,2e+07,2.3355e+10,-2.431e+09,2.24e+08,4.674e+10,-1.266e+09,7.4162e+10,1.304e+09,7.5466e+10,8.29099e+11,2.463e+09,3.21e+08,3.16e+08,-1.6155e+10,-1.3055e+10,-3.2e+08,3.3e+07,-2.666e+09,-2.905e+09,-3.1e+08,7.022e+09,6.54e+08,2.271e+09,3.14e+08,9.951e+09,-6.009e+09,-6.009e+09,-6.82e+08,-6.691e+09,3.176e+09,4.10087e+11,-1.2912e+10,0.28818,0.23357,0.03066,0.00279,-5.57995,9.98639,0.49462,1.20263,1.17881,5.14884,34.63501,-6.71059,0.16111,0.00316,-0.01557,0.13397,122.92317,136.74396
"22","2015_Q3",29.9771875,"Down",9.743e+09,6.98e+08,1.386e+09,-6.88e+08,9.045e+09,2.973e+09,2.61e+08,5.514e+09,2.97e+08,9.743e+09,-7.016e+09,-1.085e+09,-5.931e+09,2.727e+09,2.727e+09,2.727e+09,-8.94e+08,1.833e+09,1.831e+09,-2.4e+07,1.807e+09,-1.42e+08,1.665e+09,1.9145e+10,5.30976e+11,2.50279e+11,3.151e+09,6.594e+09,5.7115e+10,1.9474e+10,8.25755e+11,1.39203e+11,2.51982e+11,8.877e+10,1.25152e+11,1.481e+10,1.58089e+11,2.00414e+11,7.49688e+11,7.52e+09,2.1234e+10,2e+07,2.3655e+10,-2.441e+09,-3.75e+08,4.8106e+10,-1.447e+09,7.5038e+10,1.029e+09,7.6067e+10,8.25755e+11,1.831e+09,3.33e+08,2.78e+08,2.16e+09,4.602e+09,-3e+08,2.432e+09,-6.416e+09,-4.429e+09,-3.63e+08,3.505e+09,-6.34e+08,3.388e+09,-1.43e+08,5.753e+09,5.926e+09,5.926e+09,1.4e+08,6.066e+09,3.06e+09,4.10071e+11,5.814e+09,0.27989,0.17089,0.02189,0.00202,3.49189,9.85563,0.4966,0.8676,0.84934,5.07689,35.18235,3.02957,0.18915,0.00246,0.00704,0.21802,127.75359,143.35387
"23","2015_Q4",27.48703125,"Down",7.767e+09,7.62e+08,1.451e+09,-6.89e+08,7.005e+09,2.026e+09,-1.19e+08,5.16e+09,-6.2e+07,7.767e+09,-6.293e+09,-1.061e+09,-5.232e+09,1.474e+09,1.474e+09,1.474e+09,-4.23e+08,1.051e+09,1.049e+09,-3.1e+07,1.018e+09,-7.9e+07,9.39e+08,1.9244e+10,5.24037e+11,2.37811e+11,3.069e+09,6.587e+09,5.007e+10,1.8359e+10,8.34113e+11,1.47226e+11,2.3722e+11,7.9214e+10,1.25525e+11,1.2153e+10,1.60343e+11,2.12904e+11,7.57693e+11,7.52e+09,2.1497e+10,2e+07,2.3876e+10,-2.399e+09,-1.057e+09,4.8746e+10,-1.419e+09,7.5287e+10,1.133e+09,7.642e+10,8.34113e+11,1.049e+09,3.69e+08,1.88e+08,-1.116e+09,4.9e+08,-3.44e+08,2.475e+09,-2.231e+09,-6.4e+07,-4.23e+08,6.1e+07,-6.62e+08,8.023e+09,-4.1e+07,6.958e+09,7.384e+09,7.384e+09,-2.25e+08,7.159e+09,1.843e+09,3.97563e+11,8.06e+08,0.18978,0.1209,0.01229,0.00113,0.85836,9.91485,0.47663,0.49312,0.48172,4.07885,35.58792,0.42327,0.22214,0.00163,0.00097,0.45048,205.27347,256.66147
"24","2016_Q1",21.226393442623,"Down",7.738e+09,1.037e+09,1.514e+09,-4.77e+08,6.701e+09,1.465e+09,1.33e+08,5.016e+09,8.7e+07,7.738e+09,-6.299e+09,-1.095e+09,-5.204e+09,1.439e+09,1.439e+09,1.439e+09,-4.96e+08,9.43e+08,9.36e+08,-2.8e+07,9.08e+08,-1.55e+08,7.53e+08,1.9827e+10,5.26463e+11,2.39505e+11,2.984e+09,6.584e+09,4.5407e+10,6.4287e+10,7.87465e+11,1.56034e+11,1.96142e+11,5.605e+10,1.28455e+11,1.1637e+10,1.53768e+11,2.05337e+11,7.11281e+11,7.52e+09,2.1764e+10,2e+07,2.4153e+10,-2.409e+09,-1.65e+09,4.9204e+10,-1.656e+09,7.5182e+10,1.002e+09,7.6184e+10,7.87465e+11,9.36e+08,4.1e+08,1.505e+09,6.49e+08,3.5e+09,-4.09e+08,-8.642e+09,-4.503e+09,-1.2597e+10,-3.59e+08,-6.153e+09,-6.38e+08,8.808e+09,-1.66e+08,1.492e+09,-7.605e+09,-7.605e+09,-9.68e+08,-8.573e+09,1.849e+09,3.4991e+11,2.585e+09,0.18597,0.09731,0.00988,0.00096,3.43293,9.33636,0.44435,0.39861,0.38842,4.09625,35.81813,1.36842,0.19004,0.00141,0.00328,0.47676,178.51974,229.3836
"25","2016_Q2",21.87515625,"Up",7.792e+09,8.99e+08,1.747e+09,-8.48e+08,6.893e+09,2.065e+09,-3.4e+07,4.782e+09,8e+07,7.792e+09,-6.054e+09,-9.79e+08,-5.075e+09,1.738e+09,1.738e+09,1.738e+09,-5.78e+08,1.16e+09,1.157e+09,-2.3e+07,1.134e+09,-7.9e+07,1.055e+09,2.2797e+10,5.27721e+11,2.3415e+11,2.909e+09,6.586e+09,4.4762e+10,6.4294e+10,8.07497e+11,1.57591e+11,2.0262e+11,5.8445e+10,1.15766e+11,1.0425e+10,1.62804e+11,2.07307e+11,7.30322e+11,7.52e+09,1.9685e+10,2e+07,2.2526e+10,-2.861e+09,-2.29e+08,5.0272e+10,-1.238e+09,7.601e+10,1.165e+09,7.7175e+10,8.07497e+11,1.157e+09,4.15e+08,3.26e+08,2.279e+09,4.177e+09,-3.15e+08,-5.16e+09,-3.505e+09,-9.116e+09,-4.36e+08,3.829e+09,-9.76e+08,1.557e+09,-1.25e+08,3.849e+09,-1.09e+09,-1.09e+09,6.45e+08,-4.45e+08,2.153e+09,3.65424e+11,4.695e+09,0.22305,0.1354,0.01367,0.00131,4.45024,9.46319,0.45254,0.56023,0.55096,4.13777,36.37008,2.49317,0.23153,0.00185,0.00581,0.41327,159.13934,197.13867
"26","2016_Q3",25.11859375,"Up",8.909e+09,9.13e+08,1.667e+09,-7.54e+08,7.996e+09,2.746e+09,1.26e+08,4.881e+09,2.43e+08,8.909e+09,-6.426e+09,-1.031e+09,-5.395e+09,2.483e+09,2.483e+09,2.483e+09,-8.33e+08,1.65e+09,1.646e+09,-6.4e+07,1.582e+09,-1.56e+08,1.426e+09,2.7597e+10,5.45502e+11,2.56794e+11,2.833e+09,6.581e+09,5.2827e+10,6.7408e+10,8.28873e+11,1.52693e+11,2.19012e+11,6.7569e+10,1.40662e+11,1.0781e+10,1.63492e+11,2.15301e+11,7.50498e+11,7.52e+09,1.9844e+10,2e+07,2.2697e+10,-2.873e+09,-7.53e+08,5.141e+10,-9.05e+08,7.7116e+10,1.259e+09,7.8375e+10,8.28873e+11,1.646e+09,4.64e+08,2.81e+08,9.74e+09,1.2131e+10,-3.3e+08,-1.759e+09,-1.219e+09,-3.298e+09,-3.55e+08,-4.63e+08,-6.53e+08,-4.898e+09,-3.8e+07,-6.407e+09,2.426e+09,2.426e+09,68999999.9999998,2.495e+09,2.947e+09,3.82504e+11,1.319e+10,0.27871,0.16006,0.01819,0.00172,9.24965,9.57573,0.46147,0.76385,0.75086,4.77219,37.27974,7.06535,0.19016,0.00215,0.01591,0.24895,120.42993,142.93476
"27","2016_Q4",32.0373015873016,"Up",8.909e+09,1.003e+09,1.734e+09,-7.31e+08,7.906e+09,2.609e+09,8.7e+07,4.902e+09,3.08e+08,8.909e+09,-6.528e+09,-9.8e+08,-5.548e+09,2.381e+09,2.381e+09,2.381e+09,-7.49e+08,1.632e+09,1.64e+09,-4.3e+07,1.597e+09,-7.9e+07,1.518e+09,2.6899e+10,5.58787e+11,2.73151e+11,2.747e+09,6.584e+09,5.1411e+10,6.1231e+10,8.13891e+11,1.51843e+11,2.10476e+11,6.3451e+10,1.36299e+11,1.0726e+10,1.63927e+11,2.09183e+11,7.35429e+11,7.52e+09,2.0176e+10,2e+07,2.2995e+10,-2.839e+09,-2.022e+09,5.2545e+10,-1.07e+09,7.7149e+10,1.313e+09,7.8462e+10,8.13891e+11,1.64e+09,4.78e+08,3.39e+08,-1.09e+10,-8.443e+09,-2.96e+08,6.05e+08,-2.985e+09,-2.574e+09,-5.2e+08,-2.51e+08,-1.279e+09,-8.5e+08,-4e+06,-2.904e+09,-1.3921e+10,-1.3921e+10,3.4e+08,-1.3581e+10,2.859e+09,3.74403e+11,-7.588e+09,0.26726,0.17039,0.01935,0.00187,-4.99868,9.37306,0.46002,0.82545,0.80745,4.84448,37.86243,-4.12616,0.28276,0.0025,-0.00932,0.34256,121.54739,145.94876
"28","2017_Q1",37.7770967741935,"Up",9.021e+09,8.83e+08,1.868e+09,-9.85e+08,8.138e+09,2.789e+09,-1.9e+07,5.174e+09,1.94e+08,9.021e+09,-6.775e+09,-1.058e+09,-5.717e+09,2.246e+09,2.246e+09,2.246e+09,-5.66e+08,1.68e+09,1.68e+09,-1.4e+07,1.666e+09,-1.57e+08,1.509e+09,2.2017e+10,5.83165e+11,2.62154e+11,2.721e+09,6.577e+09,4.646e+10,3.069e+10,8.14949e+11,1.55863e+11,2.09784e+11,7.0472e+10,1.28194e+11,1.1118e+10,1.65716e+11,2.06409e+11,7.37772e+11,7.52e+09,2.044e+10,2e+07,2.3271e+10,-2.851e+09,-2.946e+09,5.3679e+10,-2.643e+09,7.605e+10,1.127e+09,7.7177e+10,8.14949e+11,1.68e+09,3.79e+08,1.913e+09,-6.454e+09,-2.482e+09,-3.35e+08,-2.514e+09,-1.895e+09,-4.52e+09,-4.35e+08,1.0248e+10,-1.025e+09,4.02e+09,1.7e+07,1.2825e+10,5.823e+09,5.823e+09,-2.484e+09,3.339e+09,2.625e+09,3.755e+11,-3.598e+09,0.24897,0.16728,0.01955,0.00185,-2.38436,9.55948,0.46077,0.83509,0.81392,4.99225,37.92474,-1.99115,0.24073,0.00239,-0.00442,0.28827,134.66019,157.38335
"29","2017_Q2",36.8788888888889,"Down",9.745e+09,7.71e+08,1.965e+09,-1.194e+09,8.974e+09,3.235e+09,1.65e+08,5.345e+09,2.29e+08,9.745e+09,-6.937e+09,-1.036e+09,-5.901e+09,2.808e+09,2.808e+09,2.808e+09,-8.15e+08,1.993e+09,1.971e+09,-4.1e+07,1.93e+09,-9e+07,1.84e+09,2.2081e+10,5.60585e+11,2.84341e+11,2.644e+09,6.588e+09,4.8344e+10,6.6553e+10,8.32391e+11,1.52109e+11,2.25336e+11,7.5459e+10,1.36903e+11,1.2974e+10,1.72688e+11,2.03174e+11,7.53307e+11,8.52e+09,1.9863e+10,2e+07,2.288e+10,-3.037e+09,-3.118e+09,5.5109e+10,-2.45e+09,7.7924e+10,1.16e+09,7.9084e+10,8.32391e+11,1.971e+09,4.34e+08,2.88e+08,-2.603e+09,9e+07,-3.5e+08,-7.74e+08,-1.105e+09,-2.168e+09,-5.11e+08,7.094e+09,-1.67e+08,-3.754e+09,6e+07,2.722e+09,6.44e+08,6.44e+08,8.77e+08,1.521e+09,3.242e+09,3.98024e+11,1.104e+09,0.28815,0.18881,0.02327,0.00221,0.6,9.5254,0.47817,1.02165,0.99891,5.41088,38.53637,0.61299,0.28373,0.00282,0.00133,0.27772,115.96021,133.88283
