"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",21.6645161290323,"Up",5.656e+09,-3.171e+09,2.485e+09,-1.708e+09,-1.708e+09,7.77e+08,1e+07,0,1e+07,7.87e+08,7.87e+08,-2.18e+08,5.69e+08,5.6e+08,5.6e+08,5.6e+08,3.197e+09,2.021e+09,1.176e+09,3.296e+09,3.296e+09,3.356e+09,1.083e+09,7.72e+08,1.0932e+10,2.205e+09,1.657e+09,5.34e+08,2.02e+08,9.21e+08,3.862e+09,1.4794e+10,3.27e+09,1.298e+09,5.9e+07,1.913e+09,1.4e+08,9.1e+07,4.9e+07,3.41e+09,2.29e+08,9.79e+08,9.79e+08,1.208e+09,4.618e+09,4.483e+09,5.447e+09,2.43e+08,1.0173e+10,1.0173e+10,1.4791e+10,5.6e+08,9.4e+07,5.6e+07,-3.82e+08,3.28e+08,-1.2e+08,2.57e+08,2.9e+07,1.66e+08,-1.65e+08,-6.7e+07,-1.72e+08,-1.2e+07,-4.16e+08,7.8e+07,7.8e+07,1.4e+07,9.2e+07,8.71e+08,3.69e+08,5.87e+08,0.43936,0.13738,0.09901,0.05505,0.03785,1.04821,3.20587,0.45395,0.02494,0.30594,0.29943,3.09003,5.5578,0.32069,0.09014,0.06291,0.05094,0.29464,-3.24684,-3.63964
"12","2013_Q1",24.5563333333333,"Up",6.236e+09,-3.567e+09,2.669e+09,-1.91e+09,-1.91e+09,7.59e+08,-3.8e+07,-1e+06,-3.7e+07,7.21e+08,7.21e+08,-1.74e+08,5.47e+08,5.37e+08,5.37e+08,5.37e+08,3.757e+09,2.317e+09,1.44e+09,3.132e+09,3.132e+09,3.222e+09,1.734e+09,8.57e+08,1.1845e+10,2.209e+09,1.411e+09,3.7e+08,1.31e+08,9.1e+08,3.62e+09,1.5465e+10,3.555e+09,1.549e+09,6.5e+07,1.941e+09,1.57e+08,1.08e+08,4.9e+07,3.882e+09,2.28e+08,9.74e+08,9.74e+08,1.202e+09,5.084e+09,4.641e+09,5.588e+09,1.49e+08,1.0378e+10,1.0378e+10,1.5462e+10,5.37e+08,1.01e+08,-4.2e+07,3.03e+08,8.99e+08,-1.83e+08,-2.53e+08,2.4e+07,-4.12e+08,-1.65e+08,-2e+06,-1.33e+08,7e+07,-2.3e+08,2.57e+08,2.57e+08,5.4e+07,3.11e+08,8.6e+08,3.85e+08,1.154e+09,0.428,0.12171,0.08611,0.05174,0.03472,2.14898,3.05126,0.48988,0.02489,0.29299,0.2864,3.40244,5.66237,0.62964,0.09003,0.0598,0.0983,0.30726,-3.92093,-4.44269
"13","2013_Q2",28.14109375,"Up",6.474e+09,-3.646e+09,2.828e+09,-2.059e+09,-2.059e+09,7.69e+08,3.1e+07,3e+06,2.8e+07,8e+08,8e+08,-2.15e+08,5.85e+08,5.67e+08,5.67e+08,5.67e+08,3.267e+09,2.165e+09,1.102e+09,3.431e+09,3.431e+09,3.411e+09,1.027e+09,7.45e+08,1.1136e+10,2.291e+09,1.687e+09,5.36e+08,2.02e+08,9.49e+08,3.978e+09,1.5114e+10,3.638e+09,1.551e+09,1.13e+08,1.974e+09,1.38e+08,1.29e+08,9e+06,3.776e+09,2.26e+08,1.065e+09,1.065e+09,1.291e+09,5.067e+09,4.718e+09,5.215e+09,1.11e+08,1.0044e+10,1.0044e+10,1.5111e+10,5.67e+08,1.04e+08,5.3e+07,-1.89e+08,5.35e+08,-1.07e+08,3.33e+08,-5e+06,2.21e+08,-1.65e+08,-4.2e+07,-7.27e+08,2.7e+07,-9.07e+08,-1.51e+08,-1.51e+08,-1e+06,-1.52e+08,8.73e+08,3.64e+08,7.92e+08,0.43682,0.11878,0.08758,0.05645,0.03751,1.39683,2.94915,0.50448,0.02408,0.31305,0.30722,3.57443,5.54549,0.43728,0.0911,0.06379,0.06901,0.29101,-3.32532,-3.77503
"14","2013_Q3",29.645625,"Up",5.955e+09,-3.425e+09,2.53e+09,-1.836e+09,-1.836e+09,6.94e+08,1.8e+07,1e+06,1.7e+07,7.12e+08,7.12e+08,-1.91e+08,5.21e+08,3.84e+08,3.84e+08,3.84e+08,3.525e+09,2.291e+09,1.234e+09,3.188e+09,3.188e+09,3.318e+09,1.404e+09,7.33e+08,1.1435e+10,2.258e+09,1.478e+09,3.74e+08,1.31e+08,9.73e+08,3.736e+09,1.5171e+10,3.443e+09,1.519e+09,4.5e+07,1.879e+09,1.58e+08,1e+08,5.8e+07,3.799e+09,1.7e+08,1.188e+09,1.188e+09,1.358e+09,5.157e+09,4.844e+09,5.029e+09,1.38e+08,1.0011e+10,1.0011e+10,1.5168e+10,3.84e+08,1.07e+08,1.43e+08,75999999.9999999,7.1e+08,-1.43e+08,-1.36e+08,-7e+06,-6.1e+07,-1.62e+08,-3e+06,-3.36e+08,-2.3e+07,-5.24e+08,1.25e+08,1.25e+08,1e+06,1.26e+08,8.01e+08,3.28e+08,9.25e+08,0.42485,0.11654,0.06448,0.03836,0.02531,2.40885,3.01,0.51513,0.02162,0.21405,0.21011,3.3194,5.58027,0.51561,0.0903,0.04735,0.08023,0.42188,-3.99126,-4.60663
"15","2013_Q4",34.8553125,"Up",6.187e+09,-3.451e+09,2.736e+09,-1.863e+09,-1.863e+09,8.73e+08,-1.5e+07,2e+06,-1.7e+07,8.58e+08,8.58e+08,-1.96e+08,6.62e+08,8.66e+08,8.66e+08,8.66e+08,4.042e+09,2.557e+09,1.485e+09,3.232e+09,3.232e+09,3.329e+09,1.186e+09,8.82e+08,1.1789e+10,2.26e+09,1.566e+09,3.76e+08,1.31e+08,1.059e+09,3.826e+09,1.5615e+10,3.278e+09,1.241e+09,1.38e+08,1.899e+09,1.6e+08,1.03e+08,5.7e+07,3.5e+09,1.61e+08,1.287e+09,1.287e+09,1.448e+09,4.948e+09,4.977e+09,5.456e+09,2.31e+08,1.0664e+10,1.0664e+10,1.5612e+10,8.66e+08,1.11e+08,-2.11e+08,-3.19e+08,4.47e+08,-1.74e+08,-2.55e+08,-6e+06,1.26e+08,-1.88e+08,-2e+06,-1.85e+08,2.3e+07,-3.52e+08,2.21e+08,2.21e+08,4.5e+07,2.66e+08,9.84e+08,3.21e+08,6.87e+08,0.44222,0.1411,0.13997,0.08121,0.05546,0.7933,3.36829,0.46399,0.02056,0.48439,0.47431,3.46068,5.96487,0.38427,0.10516,0.08587,0.05597,0.21709,-3.7815,-4.26231
"16","2014_Q1",34.5347540983607,"Down",6.697e+09,-3.757e+09,2.94e+09,-2.038e+09,-2.038e+09,9.02e+08,-1.6e+07,-3e+06,-1.3e+07,8.86e+08,8.86e+08,-2.03e+08,6.83e+08,6.55e+08,6.55e+08,6.55e+08,5.965e+09,3.337e+09,2.628e+09,3.117e+09,3.117e+09,3.484e+09,1.064e+09,7.56e+08,1.363e+10,2.452e+09,1.463e+09,2.89e+08,1.31e+08,1.043e+09,3.915e+09,1.7545e+10,3.789e+09,1.669e+09,8.4e+07,2.036e+09,1.55e+08,9.8e+07,5.7e+07,3.962e+09,1.21e+09,1.292e+09,1.292e+09,2.502e+09,6.464e+09,5.184e+09,5.62e+09,2.74e+08,1.1078e+10,1.1078e+10,1.7542e+10,6.55e+08,1.16e+08,2.15e+08,3.54e+08,1.34e+09,-1.6e+08,-1.082e+09,1.6e+07,-1.226e+09,-1.88e+08,9.84e+08,-1.13e+08,5.5e+07,7.38e+08,8.52e+08,8.52e+08,-9e+06,8.43e+08,1.018e+09,1.365e+09,1.415e+09,0.439,0.13469,0.0978,0.05913,0.03733,2.16031,3.44018,0.5835,0.0778,0.36686,0.35749,3.75098,6.20477,0.79254,0.1053,0.06136,0.103,0.28702,-4.51866,-5.09978
"17","2014_Q2",34.0949206349206,"Down",6.971e+09,-3.839e+09,3.132e+09,-2.058e+09,-2.058e+09,1.074e+09,-3.6e+07,-8e+06,-2.8e+07,1.038e+09,1.038e+09,-2.59e+08,7.79e+08,7.79e+08,7.79e+08,7.79e+08,5.578e+09,2.936e+09,2.642e+09,3.207e+09,3.207e+09,3.472e+09,1.361e+09,1.053e+09,1.3618e+10,2.557e+09,1.499e+09,3.83e+08,1.31e+08,9.85e+08,4.056e+09,1.7674e+10,3.683e+09,1.559e+09,2.11e+08,1.913e+09,1.68e+08,1.11e+08,5.7e+07,3.863e+09,1.207e+09,1.322e+09,1.322e+09,2.529e+09,6.392e+09,5.34e+09,5.762e+09,1.77e+08,1.1279e+10,1.1279e+10,1.7671e+10,7.79e+08,1.22e+08,9.6e+07,-3.79e+08,6.18e+08,-2.44e+08,-3.49e+08,-1.01e+08,-6.94e+08,-1.88e+08,-2e+06,-4.32e+08,3e+07,-5.92e+08,-6.68e+08,-6.68e+08,-8e+06,-6.76e+08,1.196e+09,1.375e+09,8.32e+08,0.44929,0.15407,0.11175,0.06907,0.04408,1.06804,3.52524,0.56672,0.0778,0.43794,0.42769,3.91893,6.34079,0.46773,0.10569,0.06918,0.05952,0.24134,-3.51421,-3.91341
"18","2014_Q3",36.41875,"Up",6.431e+09,-3.605e+09,2.826e+09,-2.091e+09,-2.091e+09,7.35e+08,-2.1e+07,-8e+06,-1.3e+07,7.14e+08,7.14e+08,-1.8e+08,5.34e+08,5.34e+08,5.34e+08,5.34e+08,5.187e+09,2.086e+09,3.101e+09,3.208e+09,3.208e+09,3.695e+09,1.517e+09,1.202e+09,1.3607e+10,2.645e+09,1.568e+09,3.85e+08,1.31e+08,1.052e+09,4.213e+09,1.782e+10,3.664e+09,1.612e+09,4.7e+07,2.005e+09,1.87e+08,1.8e+08,7e+06,3.851e+09,1.201e+09,1.424e+09,1.424e+09,2.625e+09,6.476e+09,5.566e+09,5.685e+09,9e+07,1.1341e+10,1.1341e+10,1.7817e+10,5.34e+08,1.24e+08,6.7e+07,-3.95e+08,3.3e+08,-2.04e+08,-2.91e+08,0,-4.95e+08,-1.87e+08,-55000000.0000001,-2.63e+08,1e+08,-4.05e+08,-5.7e+08,-5.7e+08,-5e+06,-5.75e+08,8.59e+08,1.388e+09,4.4e+08,0.43943,0.11429,0.08304,0.04709,0.02997,0.82397,3.53337,0.57103,0.07789,0.30068,0.29318,3.62106,6.3857,0.24775,0.10529,0.05093,0.03108,0.35019,-4.42258,-5.16871
"19","2014_Q4",43.23671875,"Up",6.972e+09,-3.869e+09,3.103e+09,-2.169e+09,-2.169e+09,9.34e+08,-5.4e+07,-9e+06,-4.5e+07,8.8e+08,8.8e+08,-1.98e+08,6.82e+08,6.82e+08,6.82e+08,6.82e+08,5.029e+09,1.864e+09,3.165e+09,3.355e+09,3.355e+09,3.825e+09,1.201e+09,8.82e+08,1.341e+10,2.736e+09,1.657e+09,3.86e+08,1.31e+08,1.14e+09,4.393e+09,1.7803e+10,3.828e+09,1.48e+09,4.5e+07,2.303e+09,1.26e+08,1.19e+08,7e+06,3.954e+09,1.201e+09,1.515e+09,1.515e+09,2.716e+09,6.67e+09,5.723e+09,5.374e+09,3.3e+07,1.113e+10,1.113e+10,1.78e+10,6.82e+08,1.32e+08,2.4e+07,-1.01e+08,7.37e+08,-2.21e+08,7.9e+07,1e+08,-4.2e+07,-2.12e+08,-1e+07,-7.13e+08,1.5e+07,-9.2e+08,-2.25e+08,-2.25e+08,3e+06,-2.22e+08,1.066e+09,1.327e+09,9.42e+08,0.44507,0.13396,0.09782,0.06128,0.03831,1.38123,3.3915,0.59928,0.07454,0.38649,0.37688,3.95104,6.30738,0.53383,0.12014,0.06397,0.06741,0.31085,-3.4728,-3.9636
"20","2015_Q1",44.2190163934426,"Up",7.425e+09,-4.04e+09,3.385e+09,-2.448e+09,-2.448e+09,9.37e+08,-2.5e+07,-8e+06,-1.7e+07,9.12e+08,9.12e+08,-2.14e+08,6.98e+08,6.98e+08,6.98e+08,6.98e+08,5.142e+09,2.22e+09,2.922e+09,3.434e+09,3.434e+09,3.947e+09,1.173e+09,8.18e+08,1.3696e+10,2.834e+09,2.064e+09,2.82e+08,1.31e+08,1.651e+09,4.898e+09,1.8594e+10,4.853e+09,1.93e+09,4.32e+08,2.491e+09,1.74e+08,1.67e+08,7e+06,5.027e+09,1.199e+09,1.544e+09,1.544e+09,2.743e+09,7.77e+09,5.865e+09,4.871e+09,8.5e+07,1.0821e+10,1.0821e+10,1.8591e+10,6.98e+08,1.4e+08,1.03e+08,3.87e+08,1.328e+09,-2.08e+08,2.33e+08,-1000000.00000001,2.4e+07,-2.12e+08,-1e+07,-8.37e+08,6.2e+07,-9.97e+08,3.55e+08,3.55e+08,1e+06,3.56e+08,1.077e+09,1.373e+09,1.47e+09,0.45589,0.1262,0.09401,0.0645,0.03754,2.10602,2.72449,0.71805,0.07384,0.39945,0.38907,4.24917,6.19263,0.84125,0.12132,0.06623,0.10698,0.30372,-3.49954,-4.02241
"21","2015_Q2",47.5177777777778,"Up",7.982e+09,-4.261e+09,3.721e+09,-2.48e+09,-2.48e+09,1.241e+09,-1.2e+07,-9e+06,-3e+06,1.229e+09,1.229e+09,-2.67e+08,9.62e+08,9.62e+08,9.62e+08,9.62e+08,4.579e+09,2.303e+09,2.276e+09,3.587e+09,3.587e+09,4.03e+09,1.344e+09,9.96e+08,1.354e+10,2.895e+09,2.086e+09,2.82e+08,1.31e+08,1.673e+09,4.981e+09,1.8521e+10,4.661e+09,1.97e+09,2.5e+08,2.441e+09,1.52e+08,1.46e+08,6e+06,4.813e+09,1.195e+09,1.408e+09,1.408e+09,2.603e+09,7.416e+09,6.07e+09,4.808e+09,2.24e+08,1.1102e+10,1.1102e+10,1.8518e+10,9.62e+08,1.47e+08,1.39e+08,-5.65e+08,6.83e+08,-2.6e+08,5.4e+08,0,2.8e+08,-2.09e+08,-8e+06,-6.92e+08,2.7e+07,-8.82e+08,8.1e+07,8.1e+07,2e+06,8.3e+07,1.388e+09,1.347e+09,8.3e+08,0.46617,0.15547,0.12052,0.08665,0.05194,0.86279,2.81321,0.66799,0.07273,0.55613,0.54277,4.61441,6.41808,0.47982,0.12082,0.08449,0.05988,0.21726,-2.32853,-2.60435
"22","2015_Q3",52.60734375,"Up",7.38e+09,-4.053e+09,3.327e+09,-2.438e+09,-2.438e+09,8.89e+08,-1.1e+07,-9e+06,-2e+06,8.78e+08,8.78e+08,-2.23e+08,6.55e+08,6.55e+08,6.55e+08,6.55e+08,4.713e+09,2.273e+09,2.44e+09,3.457e+09,3.457e+09,4.15e+09,1.713e+09,1.379e+09,1.4033e+10,2.927e+09,2.207e+09,2.81e+08,1.31e+08,1.795e+09,5.134e+09,1.9167e+10,4.734e+09,2.074e+09,3.8e+07,2.622e+09,2.03e+08,9.3e+07,1.1e+08,4.937e+09,1.084e+09,1.446e+09,1.446e+09,2.53e+09,7.467e+09,6.375e+09,4.797e+09,5.25e+08,1.1697e+10,1.1697e+10,1.9164e+10,6.55e+08,1.54e+08,2.6e+08,-2.05e+08,8.64e+08,-2.25e+08,-2.21e+08,0,-4.46e+08,-2.07e+08,-8e+06,-2.38e+08,3.1e+07,-4.22e+08,-4e+06,-4e+06,-2.6e+07,-3e+07,1.043e+09,1.287e+09,8.36e+08,0.45081,0.12046,0.08875,0.056,0.03417,1.27634,2.84241,0.63837,0.06715,0.37945,0.37014,4.27529,6.77616,0.4843,0.11992,0.05972,0.05792,0.31603,-3.28476,-3.85377
"23","2015_Q4",60.120625,"Up",7.46e+09,-4.034e+09,3.426e+09,-2.379e+09,-2.379e+09,1.047e+09,-1e+06,-6e+06,5e+06,1.046e+09,1.046e+09,-2.55e+08,7.91e+08,7.91e+08,7.91e+08,7.91e+08,5.361e+09,3.015e+09,2.346e+09,3.294e+09,3.294e+09,4.246e+09,2.306e+09,1.978e+09,1.5207e+10,2.862e+09,2.472e+09,2.81e+08,1.31e+08,2.06e+09,5.334e+09,2.0541e+10,5.417e+09,1.821e+09,3.3e+07,3.563e+09,1.69e+08,6.1e+07,1.08e+08,5.586e+09,1.082e+09,1.505e+09,1.505e+09,2.587e+09,8.173e+09,6.517e+09,4.737e+09,1.111e+09,1.2365e+10,1.2365e+10,2.0538e+10,7.91e+08,1.52e+08,2.23e+08,6.25e+08,1.791e+09,-2.35e+08,2.69e+08,-2.5e+08,-2.16e+08,-2.42e+08,-5e+06,-5.53e+08,9e+06,-7.91e+08,7.84e+08,7.84e+08,-4.2e+07,7.42e+08,1.199e+09,1.251e+09,1.844e+09,0.45925,0.14035,0.10603,0.06397,0.03851,2.33123,2.72234,0.66098,0.0609,0.45911,0.44747,4.32991,7.17685,1.07029,0.14046,0.0683,0.12193,0.30594,-3.42786,-3.9255
"24","2016_Q1",56.4373770491803,"Down",7.779e+09,-4.186e+09,3.593e+09,-2.595e+09,-2.595e+09,9.98e+08,5.4e+07,-4e+06,5.8e+07,1.052e+09,1.052e+09,-1.87e+08,8.65e+08,8.65e+08,8.65e+08,8.65e+08,5.924e+09,3.852e+09,2.072e+09,3.358e+09,3.358e+09,4.337e+09,1.968e+09,1.968e+09,1.5587e+10,3.011e+09,2.999e+09,2.81e+08,1.31e+08,2.587e+09,6.01e+09,2.1597e+10,6.151e+09,2.131e+09,7.1e+07,3.949e+09,1.81e+08,7.4e+07,1.07e+08,6.332e+09,1.079e+09,1.479e+09,1.479e+09,2.558e+09,8.89e+09,6.773e+09,4.685e+09,1.246e+09,1.2704e+10,1.2704e+10,2.1594e+10,8.65e+08,1.53e+08,-7.7e+07,4.01e+08,1.342e+09,-2.4e+08,3.47e+08,1e+08,2.07e+08,-2.41e+08,-4999999.99999999,-5.37e+08,8.8e+07,-6.95e+08,8.54e+08,8.54e+08,-1.7e+07,8.37e+08,1.151e+09,1.26e+09,1.499e+09,0.46188,0.12829,0.1112,0.06809,0.04005,1.73295,2.46162,0.69978,0.05834,0.50434,0.48995,4.5356,7.40715,0.874,0.14052,0.0716,0.09705,0.27861,-4.05213,-4.67335
"25","2016_Q2",53.3828125,"Down",8.414e+09,-4.419e+09,3.995e+09,-2.577e+09,-2.577e+09,1.418e+09,2.7e+07,-4e+06,3.1e+07,1.445e+09,1.445e+09,-2.66e+08,1.179e+09,1.179e+09,1.179e+09,1.179e+09,5.408e+09,3.246e+09,2.162e+09,3.288e+09,3.288e+09,4.414e+09,2.128e+09,1.751e+09,1.5238e+10,3.112e+09,2.416e+09,2.81e+08,1.31e+08,2.004e+09,5.528e+09,2.0766e+10,5.147e+09,1.933e+09,7.5e+07,3.139e+09,1.29e+08,2.3e+07,1.06e+08,5.276e+09,1.079e+09,1.517e+09,1.517e+09,2.596e+09,7.872e+09,7.029e+09,5.029e+09,8.33e+08,1.2891e+10,1.2891e+10,2.0763e+10,1.179e+09,1.54e+08,6.6e+07,-9.08e+08,4.91e+08,-3.18e+08,-1.7e+07,-5e+07,-3.85e+08,-2.4e+08,-1e+06,-4.6e+08,2.7e+07,-6.74e+08,-5.68e+08,-5.68e+08,-3.8e+07,-6.06e+08,1.572e+09,1.208e+09,6.12e+08,0.4748,0.16853,0.14012,0.09146,0.05678,0.51908,2.88817,0.61066,0.05817,0.68988,0.67195,4.92335,7.54301,0.3581,0.14043,0.09085,0.03918,0.20356,-2.67176,-2.96192
"26","2016_Q3",53.05265625,"Down",7.686e+09,-4.185e+09,3.501e+09,-2.56e+09,-2.56e+09,9.41e+08,2.9e+07,-5e+06,3.4e+07,9.7e+08,9.7e+08,-1.85e+08,7.85e+08,7.85e+08,7.85e+08,7.85e+08,6.116e+09,3.851e+09,2.265e+09,3.437e+09,3.437e+09,4.6e+09,2.602e+09,2.197e+09,1.6755e+10,3.235e+09,2.593e+09,2.81e+08,1.31e+08,2.181e+09,5.828e+09,2.2583e+10,5.407e+09,1.915e+09,4.1e+07,3.451e+09,1.04e+08,9.9e+07,5e+06,5.511e+09,2.067e+09,1.6e+09,1.6e+09,3.667e+09,9.178e+09,7.408e+09,4.887e+09,1.107e+09,1.3402e+10,1.3402e+10,2.258e+10,7.85e+08,1.6e+08,9.3e+07,-4.93e+08,5.45e+08,-2.88e+08,-7.4e+07,5e+07,-3.12e+08,-2.39e+08,8.76e+08,-4.52e+08,2.07e+08,3.92e+08,6.25e+08,6.25e+08,-2e+07,6.05e+08,1.101e+09,2.171e+09,5.05e+08,0.4555,0.12243,0.10213,0.05857,0.03476,0.64331,3.04028,0.68482,0.09613,0.46001,0.44821,4.50396,7.8535,0.29593,0.14005,0.05962,0.0294,0.30446,-3.58311,-4.19235
"27","2016_Q4",48.3531746031746,"Down",8.032e+09,-4.343e+09,3.689e+09,-2.566e+09,-2.566e+09,1.123e+09,1.2e+07,-5e+06,1.7e+07,1.135e+09,1.135e+09,-1.85e+08,9.5e+08,9.5e+08,9.5e+08,9.5e+08,5.106e+09,3.044e+09,2.062e+09,3.368e+09,3.368e+09,4.59e+09,2.192e+09,1.782e+09,1.5256e+10,3.329e+09,2.402e+09,2.81e+08,1.31e+08,1.99e+09,5.731e+09,2.0987e+10,4.973e+09,1.714e+09,3.5e+07,3.224e+09,7e+06,0,7e+06,4.98e+09,2.048e+09,1.659e+09,1.659e+09,3.707e+09,8.687e+09,7.539e+09,4.113e+09,6.45e+08,1.2297e+10,1.2297e+10,2.0984e+10,9.5e+08,1.67e+08,2.21e+08,-4.62e+08,8.76e+08,-2.86e+08,2.92e+08,1.47e+08,1.53e+08,-2.73e+08,-3e+06,-1.416e+09,-7.1e+07,-1.763e+09,-7.34e+08,-7.34e+08,-7.3e+07,-8.07e+08,1.29e+09,2.055e+09,7.27e+08,0.45929,0.13982,0.11828,0.07725,0.04527,0.76526,3.06345,0.70643,0.09792,0.56087,0.54683,4.742,7.26001,0.42921,0.16118,0.07637,0.0454,0.28737,-2.36512,-2.71683
"28","2017_Q1",52.2620967741935,"Up",8.244e+09,-4.458e+09,3.786e+09,-2.766e+09,-2.766e+09,1.02e+09,5.3e+07,-5e+06,5.8e+07,1.073e+09,1.073e+09,-2.27e+08,8.46e+08,8.46e+08,8.46e+08,8.46e+08,5.457e+09,3.138e+09,2.319e+09,3.241e+09,3.241e+09,4.838e+09,1.489e+09,1.489e+09,1.5025e+10,3.52e+09,2.834e+09,2.81e+08,1.31e+08,2.422e+09,6.354e+09,2.1379e+10,5.313e+09,2.191e+09,8.5e+07,3.037e+09,4.5e+07,1000000.00000001,4.4e+07,5.358e+09,1.993e+09,1.77e+09,1.77e+09,3.763e+09,9.121e+09,7.786e+09,4.151e+09,3.18e+08,1.2255e+10,1.2255e+10,2.1376e+10,8.46e+08,1.68e+08,-1.13e+08,5.86e+08,1.487e+09,-2.41e+08,-2.58e+08,9e+06,-4.9e+08,-2.7e+08,-4e+06,-4.03e+08,-2.52e+08,-9.29e+08,67999999.9999995,67999999.9999995,2.6e+07,9.4e+07,1.188e+09,2.038e+09,1.76e+09,0.45924,0.12373,0.10262,0.06903,0.03957,2.08038,2.80422,0.74427,0.09533,0.50288,0.48995,4.90043,7.28467,1.04619,0.16049,0.06946,0.10955,0.31915,-2.87795,-3.35196
"29","2017_Q2",51.1880952380952,"Down",9.061e+09,-4.938e+09,4.123e+09,-2.897e+09,-2.897e+09,1.226e+09,5.5e+07,-7e+06,6.2e+07,1.281e+09,1.281e+09,-3.2e+07,1.249e+09,1.249e+09,1.249e+09,1.249e+09,4.787e+09,2.659e+09,2.128e+09,3.526e+09,3.526e+09,4.896e+09,1.38e+09,1.38e+09,1.4589e+10,3.572e+09,2.995e+09,2.84e+08,1.39e+08,2.572e+09,6.567e+09,2.1156e+10,5.297e+09,2.088e+09,6.2e+07,3.147e+09,6.6e+07,2.2e+07,4.4e+07,5.363e+09,1.993e+09,1.635e+09,1.635e+09,3.628e+09,8.991e+09,7.999e+09,4.078e+09,8.5e+07,1.2162e+10,1.2162e+10,2.1153e+10,1.249e+09,1.73e+08,-4.7e+07,-5.87e+08,7.88e+08,-2.77e+08,2.43e+08,-4.2e+07,-7.6e+07,-2.69e+08,-4e+06,-9.42e+08,1.3e+07,-1.202e+09,-4.9e+08,-4.9e+08,1.1e+07,-4.79e+08,1.399e+09,2.059e+09,5.67e+08,0.45503,0.13531,0.13784,0.1027,0.05904,0.45396,2.72031,0.73927,0.09732,0.74701,0.73088,5.41926,7.27392,0.33911,0.16089,0.09572,0.03575,0.21537,-1.94996,-2.22512
"30","2017_Q3",53.4426984126984,"Up",8.18e+09,-4.564e+09,3.616e+09,-2.505e+09,-2.505e+09,1.111e+09,3e+06,-1.5e+07,1.8e+07,1.114e+09,1.114e+09,-2.72e+08,8.42e+08,8.42e+08,8.42e+08,8.42e+08,5.943e+09,4.339e+09,1.604e+09,3.478e+09,3.478e+09,5.033e+09,1.557e+09,1.557e+09,1.6011e+10,3.566e+09,3.075e+09,2.83e+08,1.39e+08,2.653e+09,6.641e+09,2.2652e+10,5.161e+09,2.033e+09,5.2e+07,3.076e+09,6.4e+07,2e+07,4.4e+07,5.225e+09,3.473e+09,1.631e+09,1.631e+09,5.104e+09,1.0329e+10,8.196e+09,3.725e+09,3.99e+08,1.232e+10,1.232e+10,2.2649e+10,8.42e+08,1.73e+08,6.6e+07,-9.9e+07,9.82e+08,-2.23e+08,5.46e+08,-1.1e+07,3.12e+08,-2.67e+08,1.477e+09,-7.74e+08,0,4.36e+08,1.73e+09,1.73e+09,-5e+07,1.68e+09,1.284e+09,3.537e+09,1.234e+09,0.44205,0.13582,0.10293,0.06834,0.03717,1.46556,3.06431,0.83839,0.15615,0.5075,0.49728,4.93038,7.42571,0.74378,0.16093,0.0634,0.07055,0.3171,-1.87383,-2.16562
