"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"11","2012_Q4",49.6658064516129,"Up",2.737e+09,-1.62e+09,1.117e+09,-7.78e+08,3.39e+08,-6.5e+07,-5.6e+07,-9e+06,2.74e+08,2.74e+08,-6.4e+07,2.1e+08,2.1e+08,-6e+06,2.04e+08,2.04e+08,1.008e+09,2.9e+08,7.18e+08,2.959e+09,2.959e+09,1.1735e+10,1.1735e+10,1.5702e+10,8.14e+08,8.14e+08,1.2833e+10,3.04e+09,8.856e+09,9.37e+08,1.3807e+10,2.9509e+10,1.2862e+10,1.1343e+10,2.91e+08,8.01e+08,8.01e+08,1.3954e+10,4.111e+09,3.083e+09,1.757e+09,1.326e+09,7.194e+09,2.1148e+10,8.305e+09,5.6e+07,8.361e+09,2.9509e+10,2.1e+08,2.13e+08,5.5e+07,-2e+06,1.6e+08,1.75e+08,1.75e+08,5.98e+08,-7.2e+07,-7.2e+07,-1.4e+07,-7.5e+07,-1.61e+08,-5.1e+07,-3.96e+08,2.9e+07,2.9e+07,-1.2e+07,-4.3e+08,7e+06,7e+06,-3e+06,4e+06,4.402e+09,0.40811,0.12386,0.07453,0.0244,0.00691,1.12527,2.52936,0.14917,0.62328,0.61631,8.36236,25.37427,0.15582,7,0.01609,0.25,10.0118
"12","2013_Q1",52.6938333333333,"Up",3.115e+09,-1.789e+09,1.326e+09,-8.65e+08,4.61e+08,-5.2e+07,-5.1e+07,-1e+06,4.09e+08,4.09e+08,-1.03e+08,3.06e+08,3.07e+08,-2e+06,3.05e+08,3.05e+08,6.37e+08,2.91e+08,3.46e+08,3.101e+09,3.101e+09,1.2644e+10,1.2644e+10,1.6382e+10,8.2e+08,8.2e+08,1.3119e+10,2.975e+09,8.943e+09,9.16e+08,1.4104e+10,3.0486e+10,1.4067e+10,1.2214e+10,4.52e+08,8.31e+08,8.31e+08,1.535e+10,3.713e+09,3.618e+09,2.276e+09,1.036e+09,7.331e+09,2.2681e+10,7.762e+09,4.3e+07,7.805e+09,3.0486e+10,3.07e+08,1.11e+08,5.2e+07,-1.16e+08,1.75e+08,1.34e+08,1.34e+08,5.52e+08,-6.8e+07,-6.8e+07,-6.5e+07,3.78e+08,2.45e+08,-5.1e+07,-7.5e+08,2.5e+07,2.5e+07,-1.4e+07,-7.9e+08,6999999.99999999,6999999.99999999,-6e+06,1e+06,4.165e+09,0.42568,0.14799,0.09791,0.03908,0.01,1.06723,2.90596,0.13662,0.94632,0.93215,9.66491,24.08315,0.15824,8,0.02284,0.16721,7.65293
"13","2013_Q2",57.239375,"Up",2.915e+09,-1.725e+09,1.19e+09,-7.8e+08,4.1e+08,-4.2e+07,-5.1e+07,9e+06,3.68e+08,3.68e+08,-9.6e+07,2.72e+08,2.72e+08,-1.1e+07,2.61e+08,2.61e+08,7.6e+08,4.08e+08,3.52e+08,2.884e+09,2.884e+09,1.2613e+10,1.2613e+10,1.6257e+10,8.16e+08,8.16e+08,1.2804e+10,2.844e+09,8.786e+09,1.174e+09,1.3772e+10,3.0029e+10,1.3664e+10,1.2224e+10,8.02e+08,7.95e+08,7.95e+08,1.5261e+10,3.77e+09,3.365e+09,2.027e+09,1.338e+09,7.135e+09,2.2396e+10,7.579e+09,5.4e+07,7.633e+09,3.0029e+10,2.72e+08,2.4e+08,6.9e+07,1.3e+07,1.58e+08,-4.58e+08,-4.58e+08,5.4e+07,-6e+07,-6e+07,-1e+06,-1e+06,-6.2e+07,-5e+07,1.35e+08,3.6e+07,3.6e+07,-1e+06,1.2e+08,1.12e+08,1.12e+08,5e+06,1.17e+08,4.572e+09,0.40823,0.14065,0.08954,0.03419,0.00869,1.06526,2.9341,0.15225,0.82491,0.81562,9.21302,23.95386,0.15803,6,0.01997,0.19157,9.29756
"14","2013_Q3",62.13828125,"Up",2.897e+09,-1.712e+09,1.185e+09,-8.03e+08,3.82e+08,-4e+07,-4.6e+07,6e+06,3.42e+08,3.42e+08,-9e+07,2.52e+08,2.52e+08,-1.1e+07,2.41e+08,2.41e+08,5.73e+08,2.66e+08,3.07e+08,2.838e+09,2.838e+09,1.2982e+10,1.2982e+10,1.6393e+10,8.08e+08,8.08e+08,1.2689e+10,2.736e+09,8.795e+09,1.158e+09,1.3669e+10,3.0062e+10,1.3999e+10,1.2576e+10,4.27e+08,7.69e+08,7.69e+08,1.5195e+10,4.012e+09,3.237e+09,1.897e+09,1.34e+09,7.249e+09,2.2444e+10,7.559e+09,5.9e+07,7.618e+09,3.0062e+10,2.52e+08,2.37e+08,6.8e+07,1.1e+07,1.58e+08,-1.56e+08,-1.56e+08,3.33e+08,-6.2e+07,-6.2e+07,-2.1e+07,4.7e+07,-36000000.0000001,-5.5e+07,-3.53e+08,2.1e+07,2.1e+07,-5e+06,-3.92e+08,-9.5e+07,-9.5e+07,-4.7e+07,-1.42e+08,4.439e+09,0.40904,0.13186,0.08319,0.03164,0.00802,1.07884,2.94618,0.14766,0.76849,0.76001,9.23788,24.10395,0.17538,6,0.01935,0.22822,10.12042
"15","2013_Q4",71.90859375,"Up",2.794e+09,-1.666e+09,1.128e+09,-7.64e+08,3.64e+08,-1.1e+07,-5e+07,3.9e+07,3.53e+08,3.53e+08,-8.9e+07,2.64e+08,2.64e+08,-8e+06,2.56e+08,2.56e+08,7.26e+08,3.69e+08,3.57e+08,2.666e+09,2.666e+09,1.2182e+10,1.2182e+10,1.5574e+10,8.03e+08,8.03e+08,1.2789e+10,2.657e+09,8.958e+09,1.174e+09,1.3731e+10,2.9305e+10,1.3221e+10,1.1698e+10,1.206e+09,7.64e+08,7.64e+08,1.5191e+10,3.352e+09,3.172e+09,1.773e+09,1.399e+09,6.524e+09,2.1715e+10,7.534e+09,5.6e+07,7.59e+09,2.9305e+10,2.64e+08,2.75e+08,7e+07,7.6e+07,1.29e+08,5.8e+07,5.8e+07,5.97e+08,-5.2e+07,-5.2e+07,2e+06,9e+06,-4.1e+07,-5.4e+07,-4.07e+08,2.7e+07,2.7e+07,-1.3e+07,-4.47e+08,1.09e+08,1.09e+08,-6e+06,1.03e+08,4.558e+09,0.40372,0.13028,0.09162,0.03373,0.00874,1.02521,2.861,0.15554,0.82687,0.81815,9.02455,24.33463,0.17442,7,0.02023,0.21094,10.52747
"16","2014_Q1",75.7373770491803,"Up",3.209e+09,-1.842e+09,1.367e+09,-8.52e+08,5.15e+08,-4e+07,-5.4e+07,1.4e+07,4.75e+08,4.75e+08,-1.15e+08,3.6e+08,3.6e+08,-5e+06,3.55e+08,3.55e+08,1e+09,4.77e+08,5.23e+08,2.896e+09,2.896e+09,1.2434e+10,1.2434e+10,1.633e+10,7.91e+08,7.91e+08,1.2998e+10,2.578e+09,8.997e+09,1.23e+09,1.3921e+10,3.0251e+10,1.3802e+10,1.1871e+10,7.03e+08,9.06e+08,9.06e+08,1.5411e+10,3.686e+09,2.959e+09,1.607e+09,9.32e+08,6.645e+09,2.2056e+10,8.145e+09,5e+07,8.195e+09,3.0251e+10,3.6e+08,1.04e+08,9.3e+07,-1.14e+08,1.25e+08,3.05e+08,3.05e+08,7.69e+08,-5.5e+07,-5.5e+07,6e+06,-1.51e+08,-2e+08,-5.3e+07,-2.5e+08,-1.06e+08,-1.06e+08,-7999999.99999999,-4.17e+08,1.52e+08,1.52e+08,-4.4e+07,1.08e+08,4.389e+09,0.42599,0.16049,0.11063,0.04332,0.01174,1.05963,2.6914,0.14509,1.16013,1.13928,10.48693,26.61765,0.1732,7,0.02625,0.1493,6.58058
"17","2014_Q2",78.971746031746,"Up",2.947e+09,-1.751e+09,1.196e+09,-7.27e+08,4.69e+08,-5.5e+07,-5.6e+07,1e+06,4.14e+08,4.14e+08,-7.8e+07,3.36e+08,3.36e+08,-1.1e+07,3.25e+08,3.25e+08,6.78e+08,3.38e+08,3.4e+08,2.88e+09,2.88e+09,1.2615e+10,1.2615e+10,1.6173e+10,7.85e+08,7.85e+08,1.2976e+10,2.5e+09,9.03e+09,1.446e+09,1.3904e+10,3.0077e+10,1.3537e+10,1.2038e+10,1.077e+09,9.67e+08,9.67e+08,1.5581e+10,3.669e+09,2.821e+09,1.573e+09,1.248e+09,6.49e+09,2.2071e+10,7.946e+09,6e+07,8.006e+09,3.0077e+10,3.36e+08,2.53e+08,1.02e+08,1e+07,1.41e+08,-6e+08,-6e+08,-1.1e+07,-5.5e+07,-5.5e+07,-4e+06,2.15e+08,1.56e+08,-5.3e+07,-2.34e+08,2.6e+07,2.6e+07,1e+06,-2.6e+08,-1.15e+08,-1.15e+08,-2.4e+07,-1.39e+08,4.746e+09,0.40584,0.15914,0.11028,0.04059,0.01081,1.03799,2.75681,0.15779,1.07084,1.05794,9.71005,26.18122,0.17463,5,0.02427,0.16308,8.67377
"18","2014_Q3",79.87046875,"Up",2.919e+09,-1.708e+09,1.211e+09,-7.66e+08,4.45e+08,-6.5e+07,-6.3e+07,-2e+06,3.8e+08,3.8e+08,-6.7e+07,3.13e+08,3.13e+08,-9e+06,3.04e+08,3.04e+08,7.26e+08,4.18e+08,3.08e+08,2.803e+09,2.803e+09,1.4182e+10,1.4182e+10,1.7711e+10,7.87e+08,7.87e+08,1.314e+10,2.468e+09,9.099e+09,1.573e+09,1.4065e+10,3.1776e+10,1.4284e+10,1.2786e+10,7.99e+08,9.57e+08,9.57e+08,1.604e+10,5.155e+09,2.822e+09,1.533e+09,1.289e+09,7.977e+09,2.4017e+10,7.7e+09,5.9e+07,7.759e+09,3.1776e+10,3.13e+08,2.27e+08,7.3e+07,8e+06,1.46e+08,-1.96e+08,-1.96e+08,3.44e+08,-6e+07,-6e+07,-7.8e+07,3.6e+07,-1.02e+08,-7.5e+07,5.63e+08,1.4e+07,1.4e+07,-6.91e+08,-1.89e+08,5.3e+07,5.3e+07,2.7e+07,80000000.0000001,5.954e+09,0.41487,0.15245,0.10415,0.03918,0.00957,1.10418,3.09537,0.18737,1.01843,1.00796,9.77889,25.79564,0.25126,7,0.02292,0.24671,11.74831
"19","2014_Q4",82.0684375,"Up",2.88e+09,-1.707e+09,1.173e+09,-7.56e+08,4.17e+08,-2.7e+07,-6.2e+07,3.5e+07,3.9e+08,3.9e+08,-7.5e+07,3.15e+08,3.15e+08,-6e+06,3.09e+08,3.09e+08,5.99e+08,3.82e+08,2.17e+08,2.63e+09,2.63e+09,1.1526e+10,1.1526e+10,1.4755e+10,7.6e+08,7.6e+08,1.3169e+10,2.612e+09,9.026e+09,1.531e+09,1.4072e+10,2.8827e+10,1.2343e+10,1.0815e+10,6.6e+08,8.53e+08,8.53e+08,1.3856e+10,4.84e+09,2.859e+09,1.437e+09,1.422e+09,7.699e+09,2.1555e+10,7.215e+09,5.7e+07,7.272e+09,2.8827e+10,3.15e+08,2.49e+08,7.2e+07,5.9e+07,1.18e+08,-1.4e+07,-1.4e+07,5.5e+08,-6.4e+07,-6.4e+07,-3.34e+08,8.2e+07,-3.16e+08,-7.3e+07,-8.97e+08,1.8e+07,1.8e+07,6.98e+08,-2.54e+08,-2e+07,-2e+07,-1.6e+07,-3.6e+07,5.5e+09,0.40729,0.14479,0.10729,0.04249,0.01072,1.06488,2.96411,0.19079,1.05713,1.04357,9.85289,24.68354,0.24974,8,0.02444,0.23625,11.753
"20","2015_Q1",89.0314754098361,"Up",3.299e+09,-1.848e+09,1.451e+09,-8.16e+08,6.35e+08,-5.4e+07,-6.4e+07,1e+07,5.81e+08,5.81e+08,-1.14e+08,4.67e+08,4.67e+08,-8e+06,4.59e+08,4.59e+08,7.68e+08,3.74e+08,3.94e+08,2.815e+09,2.815e+09,1.224e+10,1.224e+10,1.5823e+10,7.65e+08,7.65e+08,1.3184e+10,2.52e+09,8.86e+09,1.66e+09,1.3949e+10,2.9772e+10,1.3443e+10,1.1638e+10,7.83e+08,7.88e+08,7.88e+08,1.5014e+10,4.799e+09,3.328e+09,2.141e+09,8.74e+08,8.127e+09,2.3141e+10,6.571e+09,6e+07,6.631e+09,2.9772e+10,4.67e+08,1.4e+07,8.1e+07,-2.12e+08,1.45e+08,4.48e+08,4.48e+08,9.29e+08,-7.7e+07,-7.7e+07,-14999999.9999999,-1.91e+08,-2.83e+08,-7.2e+07,-3.61e+08,-1.63e+08,-1.63e+08,-4000000.00000024,-6e+08,4.6e+07,4.6e+07,-5.4e+07,-8e+06,5.582e+09,0.43983,0.19248,0.13913,0.06922,0.01542,1.05388,3.48982,0.18749,1.59541,1.56388,11.46681,22.83976,0.25026,7,0.03417,0.15686,7.5811
"21","2015_Q2",92.3707936507936,"Up",2.847e+09,-1.683e+09,1.164e+09,-7.23e+08,4.41e+08,-2e+07,-6.2e+07,4.2e+07,4.21e+08,4.21e+08,-8e+07,3.41e+08,3.41e+08,-1.3e+07,3.28e+08,3.28e+08,7.21e+08,3.78e+08,3.43e+08,2.672e+09,2.672e+09,1.1606e+10,1.1606e+10,1.4999e+10,7.54e+08,7.54e+08,1.2636e+10,2.41e+09,8.548e+09,1.678e+09,1.339e+10,2.8389e+10,1.2285e+10,1.0894e+10,9.66e+08,8.65e+08,8.65e+08,1.4116e+10,4.71e+09,3.132e+09,2.001e+09,1.131e+09,7.842e+09,2.1958e+10,6.365e+09,6.6e+07,6.431e+09,2.8389e+10,3.41e+08,2.14e+08,9e+07,7e+06,1.17e+08,-2.57e+08,-2.57e+08,2.98e+08,-6.2e+07,-6.2e+07,2e+07,4.4e+07,2e+06,-7.1e+07,-6.6e+07,-1.14e+08,-1.14e+08,-6e+06,-2.57e+08,4.3e+07,4.3e+07,-3.9e+07,4e+06,5.676e+09,0.40885,0.1549,0.11521,0.051,0.01155,1.06255,3.4144,0.19994,1.15412,1.14246,10.01759,22.3962,0.24982,6,0.02618,0.21646,11.23583
"22","2015_Q3",89.60484375,"Down",2.805e+09,-1.653e+09,1.152e+09,-8.75e+08,2.77e+08,-6.3e+07,-6.4e+07,1000000.00000001,2.14e+08,2.14e+08,-2.6e+07,1.88e+08,1.88e+08,-1e+07,1.78e+08,1.78e+08,8.51e+08,3.67e+08,4.84e+08,2.684e+09,2.684e+09,1.212e+10,1.212e+10,1.5655e+10,7.82e+08,7.82e+08,1.2766e+10,2.35e+09,8.661e+09,1.755e+09,1.3548e+10,2.9203e+10,1.2757e+10,1.1389e+10,1.237e+09,8.45e+08,8.45e+08,1.4839e+10,4.824e+09,3.084e+09,1.944e+09,1.14e+09,7.908e+09,2.2747e+10,6.398e+09,5.8e+07,6.456e+09,2.9203e+10,1.88e+08,2.18e+08,7.4e+07,9e+06,1.35e+08,-1.26e+08,-1.26e+08,2.8e+08,-8e+07,-8e+07,9e+06,-1.32e+08,-2.03e+08,-8.5e+07,6.5e+07,-4.7e+07,-4.7e+07,-1.7e+07,-84000000.0000001,-6999999.99999999,-6999999.99999999,-4e+06,-1.1e+07,6.061e+09,0.4107,0.09875,0.06346,0.02757,0.0061,1.05499,3.52339,0.20755,0.62566,0.62086,9.8594,22.48858,0.29877,4,0.01686,0.47753,18.80866
"23","2015_Q4",86.49546875,"Down",2.742e+09,-1.644e+09,1.098e+09,-6.85e+08,4.13e+08,-6.1e+07,-6.9e+07,8e+06,3.52e+08,3.52e+08,-4.9e+07,3.03e+08,3.03e+08,-8e+06,2.95e+08,2.95e+08,7.83e+08,3.98e+08,3.85e+08,2.453e+09,2.453e+09,1.0684e+10,1.0684e+10,1.392e+10,7.85e+08,7.85e+08,1.2501e+10,2.257e+09,8.571e+09,1.673e+09,1.3286e+10,2.7206e+10,1.1403e+10,9.956e+09,1.327e+09,8.11e+08,8.11e+08,1.3541e+10,4.799e+09,2.924e+09,1.833e+09,1.091e+09,7.723e+09,2.1264e+10,5.883e+09,5.9e+07,5.942e+09,2.7206e+10,3.03e+08,1.01e+08,7.5e+07,-9.9e+07,1.25e+08,3.13e+08,3.13e+08,7.17e+08,-8.3e+07,-8.3e+07,-1e+06,9.9e+07,1.5e+07,-8.4e+07,-5.15e+08,1.3e+07,1.3e+07,-3e+06,-5.89e+08,1.43e+08,1.43e+08,-1.12e+08,3.1e+07,6.126e+09,0.40044,0.15062,0.10759,0.04965,0.01084,1.02799,3.57859,0.22517,1.0502,1.03946,9.76148,20.9434,0.29904,5,0.02528,0.28475,12.93705
"24","2016_Q1",87.3098360655738,"Up",1.086e+09,-1.376e+09,-2.9e+08,9.19e+08,6.29e+08,-1.5e+07,-6.4e+07,4.9e+07,6.14e+08,4.41e+08,-2e+07,4.21e+08,5.9e+08,-6e+06,5.84e+08,5.84e+08,7.4e+08,3.84e+08,3.56e+08,2.564e+09,2.564e+09,1.0261e+10,1.0261e+10,1.3565e+10,7.65e+08,7.65e+08,1.2553e+10,2.18e+09,8.448e+09,1.625e+09,1.3318e+10,2.6883e+10,1.1704e+10,1.772e+09,5.62e+08,8.19e+08,8.19e+08,1.3085e+10,5.138e+09,2.601e+09,1.795e+09,7.69e+08,7.739e+09,2.0824e+10,6.002e+09,5.7e+07,6.059e+09,2.6883e+10,4.21e+08,-1.79e+08,8.1e+07,-1.4e+08,-1.2e+08,-3.5e+07,-34999999.9999999,7.14e+08,2.5e+07,2.5e+07,1.61e+08,-4.8e+07,4.8e+07,-8.3e+07,-7.81e+08,1.18e+08,1.18e+08,-1.3e+07,-7.59e+08,3e+06,3e+06,-1.7e+07,-1.4e+07,5.7e+09,-0.26703,0.57919,0.53775,0.09639,0.02172,1.03668,3.43687,0.21203,2.1345,2.10375,3.9693,21.93713,0.30336,5,0.04645,0.14212,7.88553
"25","2016_Q2",98.8765625,"Up",2.276e+09,-1.51e+09,7.66e+08,-3.09e+08,4.57e+08,-4.9e+07,-6.7e+07,1.8e+07,4.08e+08,3.71e+08,-5.9e+07,3.12e+08,3.37e+08,-1.2e+07,3.25e+08,3.25e+08,1.052e+09,4.65e+08,5.87e+08,2.591e+09,2.591e+09,1.0398e+10,1.0398e+10,1.4041e+10,7.66e+08,7.66e+08,1.2006e+10,2.108e+09,8.411e+09,1.316e+09,1.2772e+10,2.6813e+10,1.1196e+10,9.776e+09,6.95e+08,9.02e+08,9.02e+08,1.2793e+10,5.902e+09,2.771e+09,1.756e+09,8.38e+08,8.673e+09,2.1466e+10,5.281e+09,6.6e+07,5.347e+09,2.6813e+10,3.12e+08,1.42e+08,7.9e+07,2.3e+07,4e+07,-3.1e+08,-3.1e+08,2.73e+08,-3.7e+07,-3.7e+07,8.1e+07,-2.28e+08,-1.99e+08,-8.2e+07,1.85e+08,-6.5e+07,-6.5e+07,-4.2e+07,-4e+06,7e+07,7e+07,1.1e+07,8.1e+07,6.597e+09,0.33656,0.20079,0.14279,0.06078,0.01212,1.09755,4.01459,0.24604,1.19617,1.18743,8.37689,19.43688,0.3018,5,0.02766,0.25231,12.13348
"26","2016_Q3",103.39875,"Up",2.282e+09,-1.584e+09,6.98e+08,-2.73e+08,4.25e+08,-7.1e+07,-7e+07,-1e+06,3.54e+08,3.16e+08,-4.3e+07,2.73e+08,3.08e+08,-8e+06,3e+08,3e+08,6.89e+08,4.38e+08,2.51e+08,2.516e+09,2.516e+09,1.0596e+10,1.0596e+10,1.3801e+10,7.51e+08,7.51e+08,1.2141e+10,2.107e+09,8.473e+09,1.296e+09,1.2892e+10,2.6693e+10,1.1574e+10,1.0201e+10,2.51e+08,8.72e+08,8.72e+08,1.2697e+10,5.907e+09,2.528e+09,1.722e+09,7.67e+08,8.435e+09,2.1132e+10,5.499e+09,6.2e+07,5.561e+09,2.6693e+10,2.73e+08,1.3e+08,6.5e+07,-8e+06,7.3e+07,1e+07,1e+07,4.91e+08,-3.1e+07,-3.1e+07,-1.61e+08,3.28e+08,1.15e+08,-8.7e+07,-5.11e+08,-2.2e+07,-2.2e+07,-2e+07,-6.4e+08,-3.4e+07,-3.4e+07,7e+06,-2.7e+07,6.158e+09,0.30587,0.18624,0.13146,0.05395,0.01124,1.08695,3.80004,0.2307,1.1194,1.11193,8.51493,20.51866,0.32463,6,0.02716,0.29,12.86824
"27","2016_Q4",104.808095238095,"Up",2.201e+09,-1.485e+09,7.16e+08,-3.06e+08,4.1e+08,-5.9e+07,-6.9e+07,1e+07,3.51e+08,3.09e+08,-2.5e+07,2.84e+08,3.26e+08,-7e+06,3.19e+08,3.19e+08,9.46e+08,4.83e+08,4.63e+08,2.391e+09,2.391e+09,9.134e+09,9.134e+09,1.2471e+10,7.38e+08,7.38e+08,1.2043e+10,2.038e+09,8.452e+09,1.275e+09,1.2781e+10,2.5252e+10,1.0187e+10,8.71e+09,2.5e+08,9.29e+08,9.29e+08,1.1366e+10,5.91e+09,2.482e+09,1.687e+09,7.59e+08,8.392e+09,1.9758e+10,5.434e+09,6e+07,5.494e+09,2.5252e+10,2.84e+08,1.25e+08,6.6e+07,-2.2e+07,8.1e+07,1.86e+08,1.86e+08,7.11e+08,-3.9e+07,-3.9e+07,-1.4e+07,-2.24e+08,-2.87e+08,-8.9e+07,-2.9e+08,1.7e+07,1.7e+07,-9e+06,-3.71e+08,5.3e+07,5.3e+07,-8e+06,4.5e+07,6.16e+09,0.32531,0.18628,0.14493,0.05806,0.01263,1.09722,3.59629,0.24394,1.19252,1.18323,8.22804,20.31402,0.33271,6,0.02886,0.279,12.71707
"28","2017_Q1",108.842096774194,"Up",2.65e+09,-1.664e+09,9.86e+08,-3.1e+08,6.76e+08,-2.31e+08,-6.7e+07,-1.64e+08,4.45e+08,4.05e+08,-2.1e+07,3.84e+08,4.59e+08,-7e+06,4.52e+08,4.52e+08,7.16e+08,4.26e+08,2.9e+08,2.106e+09,2.106e+09,1.0324e+10,9.206e+09,1.3146e+10,5.5e+08,5.5e+08,1.2919e+10,1.89e+09,7.41e+09,1.218e+09,1.3469e+10,2.6615e+10,1.0563e+10,1.604e+09,3.36e+08,1.596e+09,6.56e+08,1.2495e+10,5.869e+09,2.719e+09,1.76e+09,7.19e+08,8.588e+09,2.1083e+10,5.475e+09,5.7e+07,5.532e+09,2.6615e+10,3.84e+08,1.65e+08,9.6e+07,-1.7e+07,8.6e+07,1.28e+08,1.28e+08,8.51e+08,-4.9e+07,-4.9e+07,-6.78e+08,1.64e+08,-5.83e+08,-8.7e+07,-1.19e+08,-5.9e+07,-5.9e+07,-6e+06,-2.71e+08,-3000000.00000001,-3000000.00000001,-4.9e+07,-5.2e+07,6.205e+09,0.37208,0.25509,0.17057,0.08171,0.01698,1.0521,3.8111,0.23314,1.70437,1.68594,9.99246,20.6448,0.32805,7,0.03729,0.19248,8.11982
"29","2017_Q2",119.618095238095,"Up",2.381e+09,-1.641e+09,7.4e+08,-3.62e+08,3.78e+08,-7e+07,-6.8e+07,-2e+06,3.08e+08,2.65e+08,0,2.65e+08,3.05e+08,-1.4e+07,2.91e+08,2.91e+08,6.33e+08,4.33e+08,2e+08,2.103e+09,2.103e+09,1.2657e+10,9.471e+09,1.5393e+10,5.36e+08,5.36e+08,1.1053e+10,1.886e+09,7.544e+09,1.272e+09,1.1589e+10,2.6982e+10,1.0494e+10,9.162e+09,6.67e+08,1.809e+09,7.73e+08,1.297e+10,5.61e+09,2.576e+09,1.731e+09,7.33e+08,8.186e+09,2.1156e+10,5.754e+09,7.2e+07,5.826e+09,2.6982e+10,2.65e+08,1.75e+08,7.8e+07,-2e+06,9.9e+07,-2.58e+08,-2.58e+08,2.4e+08,-3.4e+07,-3.4e+07,-4.8e+07,1.1e+08,1.3e+07,-8.7e+07,-8.4e+07,-8.5e+07,-8.5e+07,-2e+06,-2.58e+08,-5e+06,-5e+06,2.5e+07,2e+07,6.277e+09,0.31079,0.15876,0.12222,0.04995,0.01078,1.18682,3.63131,0.23264,1.09894,1.08989,8.99169,21.72961,0.32855,6,0.02575,0.29897,14.93122
"30","2017_Q3",132.374920634921,"Up",2.368e+09,-1.65e+09,7.18e+08,-3.85e+08,3.33e+08,-5.9e+07,-6.3e+07,4000000.00000001,2.74e+08,-1.86e+08,1.43e+08,-4.3e+07,7.78e+08,-9e+06,7.69e+08,7.69e+08,3.43e+09,6.84e+08,2.746e+09,2.191e+09,2.191e+09,9.981e+09,9.981e+09,1.5602e+10,5.56e+08,5.56e+08,1.1031e+10,1.402e+09,7.745e+09,1.309e+09,1.1587e+10,2.7189e+10,1.1005e+10,9.582e+09,2.92e+08,2.078e+09,2.078e+09,1.3375e+10,5.631e+09,2.63e+09,1.688e+09,8.58e+08,8.261e+09,2.1636e+10,5.487e+09,6.6e+07,5.553e+09,2.7189e+10,-4.3e+07,3.6e+08,7e+07,-2.25e+08,5.15e+08,-63000000.0000001,-62999999.9999999,2.6e+08,-4.8e+07,-4.8e+07,4.092e+09,-2.564e+09,1.476e+09,-9.5e+07,-1.355e+09,-5.4e+07,-5.4e+07,-8e+06,-1.512e+09,2.24e+08,2.24e+08,8999999.99999999,2.33e+08,5.923e+09,0.30321,0.14062,0.32475,0.13848,0.02828,1.1665,3.89627,0.21785,2.93064,2.93064,9.02439,20.91082,0.36204,7,0.06125,0.12354,7.48649
"31","2017_Q4",135.33873015873,"Up",2.34e+09,-1.626e+09,7.14e+08,-3.57e+08,3.57e+08,-5.6e+07,-6e+07,4e+06,3.01e+08,2e+08,-4e+06,1.96e+08,1.92e+08,-7e+06,1.85e+08,1.85e+08,2.389e+09,7.49e+08,1.64e+09,2.068e+09,2.068e+09,9.81e+09,9.81e+09,1.4267e+10,5.45e+08,5.45e+08,1.1112e+10,1.341e+09,7.888e+09,1.318e+09,1.1657e+10,2.5924e+10,1.088e+10,9.292e+09,3.05e+08,1.289e+09,1.289e+09,1.2474e+10,5.662e+09,2.541e+09,1.612e+09,8.46e+08,8.203e+09,2.0677e+10,5.175e+09,7.2e+07,5.247e+09,2.5924e+10,1.96e+08,2.25e+08,6.6e+07,1.9e+07,1.4e+08,-5.68e+08,-5.68e+08,-1.47e+08,-4.3e+07,-4.3e+07,-2.2e+07,1.098e+09,1.033e+09,-9.2e+07,-7.96e+08,2.1e+07,2.1e+07,-1.1e+07,-8.78e+08,8e+06,8e+06,5.7e+07,6.5e+07,5.967e+09,0.30513,0.15256,0.07906,0.03526,0.00714,1.14374,3.94073,0.23017,0.72379,0.71901,9.15493,20.24648,0.35994,5,0.02014,0.4973,10.02241
