"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"11","2015_Q4",12.3084375,"Down",14851000,-43461000,-8329000,-35132000,-28610000,13000,-38000,-28597000,-33740000,-33740000,-33740000,-33740000,-33740000,247843000,247843000,6812000,6812000,6115000,4080000,2035000,262016000,18510000,5058000,5058000,23568000,285584000,23228000,9689000,13539000,12720000,858000,35948000,238027000,238027000,238027000,273975000,754219000,-742610000,11609000,11609000,285584000,0,-1.92647,-2.2719,-2.90637,-0.11814,7.28875,23.60022,0,-0.38854,-0.38854,0.17102,0.13369,-0.13516,8.66281
"12","2016_Q2",6.2696875,"Down",19714000,-47329000,-11235000,-36094000,-27615000,659000,551000,-26956000,-31928000,-31928000,-31928000,-31928000,-31928000,182913000,182913000,104000,104000,9379000,7334000,2045000,193304000,22404000,6639000,6639000,29043000,222347000,26490000,10100000,16390000,13340000,339000,39830000,223660000,223660000,223660000,263490000,766622000,-807765000,-41143000,-41143000,222347000,0,-1.40078,-1.61956,0.77603,-0.1436,4.85323,-6.40425000000001,0,-0.36684,-0.36684,0.22651,-0.47272,-0.17493,6.62368
"13","2016_Q3",2.90796875,"Down",7408000,-47950000,-9298000,-38652000,-40542000,-424000,-392000,-40966000,-45922000,-45922000,-45922000,-45922000,-45922000,245026000,245026000,883000,883000,6290000,4881000,1409000,253106000,22704000,3430000,3430000,26134000,279240000,32719000,11510000,21209000,27720000,13582000,60439000,204477000,204477000,301105000,361544000,771383000,-853687000,-82304000,-82304000,279240000,96628000,-5.47273,-6.19897,0.55796,-0.16445,4.18779,-4.39279,0.34604,-0.5277,-0.5277,0.08513,-0.94577,-0.20988,3.66035
"14","2016_Q4",2.00761904761905,"Down",7660000,-42368000,-9459000,-32909000,-34708000,-875000,129000,-35583000,-44731000,-44731000,-44731000,-44731000,-44731000,1.96e+08,1.96e+08,316000,316000,8941000,7481000,1460000,207284000,20931000,3133000,3133000,24064000,231348000,26521000,8973000,17548000,29704000,13634000,56225000,200867000,200867000,297661000,353886000,775880000,-898418000,-122538000,-122538000,231348000,96794000,-4.53107,-5.83956,0.36504,-0.19335,3.68669,-2.88797,0.41839,-0.51398,-0.51398,0.08802,-1.40801,-0.25543,2.8583
"15","2017_Q1",2.91854838709677,"Up",13846000,-42193000,-8536000,-33657000,-28347000,-1857000,-871000,-30204000,-34152000,-34152000,-34152000,-34152000,-34152000,159964000,159964000,2026000,2026000,12164000,5386000,6778000,176346000,19498000,3020000,3020000,22518000,198864000,26775000,7895000,18880000,29001000,14531000,55776000,198973000,198973000,295938000,351714000,779720000,-932570000,-152850000,-152850000,198864000,96965000,-2.04731,-2.46656,0.22343,-0.17174,3.16168,-2.30104,0.48759,-0.39209,-0.39209,0.15896,-1.75484,-0.23868,2.22242
"16","2017_Q2",4.57571428571429,"Up",28499000,-41007000,-8119000,-32888000,-12508000,-876000,134000,-13384000,-17345000,-17345000,-17345000,-17345000,-17345000,126568000,126568000,3893000,3893000,8445000,6394000,2051000,142131000,17997000,3193000,3193000,21190000,163321000,22889000,5100000,17789000,17478000,1814000,40367000,193353000,193353000,290484000,330851000,782385000,-949915000,-167530000,-167530000,163321000,97131000,-0.43889,-0.60862,0.10353,-0.1062,3.52097,-1.97488,0.59472,-0.199,-0.199,0.32697,-1.9221,-0.14107,2.35345
"17","2017_Q3",6.64460317460317,"Up",39020000,-44155000,-8836000,-35319000,-5135000,-231000,751000,-5366000,-8867000,-8867000,-8867000,-8867000,-8867000,150337000,150337000,1024000,1024000,6565000,4758000,1807000,161408000,16821000,3148000,3148000,19969000,181377000,25480000,5152000,20328000,41870000,26192000,67350000,189957000,189957000,287256000,354606000,785553000,-958782000,-173229000,-173229000,181377000,97299000,-0.1316,-0.22724,0.05119,-0.04889,2.39656,-2.04704,0.53645,-0.10172,-0.10172,0.44761,-1.98716,-0.07776,10.32872
"18","2017_Q4",6.16761904761905,"Down",8480000,-39597000,-7908000,-31689000,-31117000,11000,480000,-31106000,-56682000,-56682000,-56682000,-56682000,-56682000,194851000,194851000,2521000,2521000,7345000,4745000,2600000,206960000,15622000,3113000,3113000,18735000,225695000,29879000,6614000,23265000,43776000,27073000,73655000,260313000,260313000,263335000,336990000,904169000,-1015464000,-111295000,-111295000,225695000,3022000,-3.66946,-6.6842,0.5093,-0.25114,2.80986,-3.0279,0.0133899999999999,-0.60906,-0.60906,0.09112,-1.19588,-0.37281,6.16477
"19","2018_Q1",9.87737704918033,"Up",39448000,-48891000,-9048000,-39843000,-9443000,663000,96000,-8780000,-13118000,-13118000,-13118000,-13118000,-13118000,267107000,267107000,2649000,2649000,5547000,2967000,2580000,276341000,14538000,3797000,3797000,18335000,294676000,36586000,8562000,28024000,19184000,1405000,55770000,254751000,254751000,256801000,312571000,1010687000,-1028582000,-17895000,-17895000,294676000,2050000,-0.23938,-0.33254,0.73305,-0.04452,4.95501,-17.46695,0.00696,-0.10505,-0.10505,0.3159,-0.14331,-0.05491,28.06915
"20","2018_Q2",10.541875,"Up",19815000,-54826000,-9995000,-44831000,-35011000,1175000,537000,-33836000,-38613000,-38613000,-38613000,-38613000,-38613000,218383000,218383000,34000,34000,28649000,5680000,22969000,247434000,12850000,4681000,4681000,17531000,264965000,37997000,7786000,30211000,28230000,611000,66227000,232996000,232996000,235049000,301276000,1016794000,-1053105000,-36311000,-36311000,264965000,2053000,-1.76689,-1.94868,1.0634,-0.14573,3.73615,-8.2971,0.00775,-0.29562,-0.29562,0.1517,-0.27799,-0.19429,6.17892
"21","2018_Q3",9.61269841269841,"Down",9287000,-47353000,-8652000,-38701000,-38066000,-261000,-1052000,-38327000,-41624000,-41624000,-41624000,-41624000,-41624000,345058000,345058000,19000,19000,17651000,9893000,7758000,364618000,12029000,4437000,4437000,16466000,381084000,40063000,12881000,27182000,23285000,1020000,63348000,226489000,226489000,228546000,291894000,1183919000,-1094729000,89190000,89190000,381084000,2057000,-4.09885,-4.48196,-0.46669,-0.10923,5.75579,3.27272,0.0054,-0.30969,-0.30969,0.0691,0.66359,-0.131,9.01069
"22","2018_Q4",6.06793650793651,"Down",10928000,-55590000,-8347000,-47243000,-44662000,1271000,-75000,-43391000,-46807000,-46807000,-46807000,-46807000,-46807000,303205000,303205000,2115000,2115000,15456000,6320000,9136000,322714000,13209000,3941000,3941000,17150000,339864000,45617000,10352000,35265000,24753000,1713000,70370000,220546000,220546000,222606000,292976000,1188424000,-1141536000,46888000,46888000,339864000,2060000,-4.08693,-4.28322,-0.99827,-0.13772,4.58596,6.24842,0.00606,-0.31757,-0.31757,0.07414,0.31812,-0.17368,6.74276
"23","2019_Q1",4.3316393442623,"Down",13416000,-53433000,-9752000,-43681000,-40017000,1052000,-305000,-38965000,-41799000,-41799000,-41799000,-41799000,-41799000,262252000,262252000,1701000,1701000,14828000,4462000,10366000,278781000,12891000,3709000,3709000,16600000,295381000,44463000,11365000,33098000,26197000,317000,70660000,211685000,211685000,213749000,284409000,1194307000,-1183335000,10972000,10972000,295381000,2064000,-2.98278,-3.11561,-3.80961,-0.14151,3.94539,25.92135,0.00699,-0.28364,-0.28364,0.09104,0.07445,-0.186,6.50194
"24","2019_Q2",2.3647619047619,"Down",8584000,-49671000,-10778000,-38893000,-41087000,1327000,-70999.9999999999,-39760000,-43751000,-43751000,-43751000,-43751000,-43751000,270396000,270396000,233000,233000,19206000,6710000,12496000,289835000,13720000,20370000,20370000,34090000,323925000,33829000,8777000,25052000,27597000,317000,61426000,288035000,288035000,290103000,351529000,1199482000,-1227086000,-27604000,-27604000,323925000,2068000,-4.78646,-5.09681,1.58495,-0.13507,4.71844,-12.73471,0.00638,-0.29599,-0.29599,0.05807,-0.18675,-0.16667,6.53073
"25","2019_Q3",2.655,"Up",15542000,-37259000,-8700000,-28559000,-21717000,1431000,167000,-20286000,-43446000,-43446000,-43446000,-43446000,-43446000,239825000,239825000,-2424653.97498504,-2424653.97498504,19553000,6649000,12904000,259378000,10052000,18239000,18239000,28291000,287669000,42054000,7809000,34245000,32562000,317000,74616000,279156000,279156000,281227000,355843000,1202358000,-1270532000,-68174000,-68174000,287669000,2071000,-1.39731,-2.79539,0.63728,-0.15103,3.47617,-5.21963,0.0072,-0.29329,-0.29329,0.10492,-0.46023,-0.20392,10.94783
"26","2019_Q4",3.39328125,"Up",13281000,-30223000,-9208000,-21015000,-16942000,487000,-521000,-16455000,-21750000,-21750000,-21750000,-21750000,-21750000,204491000,204491000,94000,94000,21096000,4961000,16135000,225681000,9118000,19337000,19337000,28455000,254136000,34499000,7227000,27272000,53675000,14817000,88174000,250112000,250112000,252187000,340361000,1206057000,-1292282000,-86225000,-86225000,254136000,2075000,-1.27566,-1.63768,0.25225,-0.08558,2.5595,-3.94736,0.00816,-0.14648,-0.14648,0.08944,-0.5807,-0.13105,11.94759
"27","2020_Q1",4.37112903225806,"Up",44864000,-35858000,-9803000,-26055000,9006000,1674000,1015000,10680000,4814000,4814000,4814000,4814000,4814000,176225000,176225000,7500000,7500000,25173000,5425000,19748000,208898000,6993000,19371000,19371000,26364000,235262000,32856000,9933000,22923000,44554000,309000,77410000,231895000,231895000,233973000,311383000,1211347000,-1287468000,-76121000,-76121000,235262000,2078000,0.20074,0.1073,-0.06324,0.02046,2.69859,-4.09063,0.00883,0.03235,0.03235,0.30147,-0.51151,0.0305,-19.33678
"28","2020_Q2",4.25222222222222,"Down",13287000,-36272000,-8864000,-27408000,-22985000,424000,-198000,-22561000,-29088000,-29088000,-29088000,-29088000,-29088000,247299000,247299000,54000,54000,23373000,7653000,15720000,270726000,6018000,22065000,22065000,28083000,298809000,33661000,9534000,24127000,51845000,123000,85506000,215324000,215324000,217406000,302912000,1312453000,-1316556000,-4103000,-4103000,298809000,2082000,-1.72989,-2.18921,7.08945,-0.09735,3.16616,-73.82696,0.00697,-0.17423,-0.17423,0.07959,-0.02458,-0.13637,10.66857
"29","2020_Q3",4.03671875,"Down",15025000,-32688000,-9767000,-22921000,-17663000,145000,106000,-17518000,-24298000,-24298000,-24298000,-24298000,-24298000,219506000,219506000,313000,313000,21552000,6426000,15126000,241371000,5902000,22455000,22455000,28357000,269728000,32423000,12739000,19684000,58456000,80000,90879000,201287000,201287000,203372000,294251000,1316331000,-1340854000,-24523000,-24523000,269728000,2085000,-1.17557,-1.61717,0.99082,-0.09008,2.65596,-11.99898,0.00773,-0.13872,-0.13872,0.08578,-0.14,-0.13586,12.3094
"30","2020_Q4",5.8325,"Up",18189000,-34916000,-10231000,-24685000,-16727000,-2000.00000000006,10999.9999999999,-16729000,-22374000,-22374000,-22374000,-22374000,-22374000,188217000,188217000,5050000,5050000,26060000,7875000,18185000,219327000,5578000,23047000,23047000,28625000,247952000,33969000,8913000,25056000,65852000,3985000,99821000,191022000,191022000,191022000,290843000,1320337000,-1363228000,-42891000,-42891000,247952000,-2.3283064365387e-10,-0.91962,-1.23008,0.52165,-0.09024,2.1972,-6.78098000000001,0,-0.12819,-0.12819,0.10421,-0.24574,-0.15104,11.25229
"31","2021_Q1",8.16508196721311,"Up",85798000,-49316000,-9738000,-39578000,36482000,548000,562000,37030000,31388000,31388000,31388000,31388000,31388000,293856000,293856000,35000,35000,30363000,7901000,22462000,324254000,5760000,25058000,25058000,30818000,355072000,43478000,9538000,33940000,76752000,29249000,122323000,143179000,143179000,143179000,265502000,1421410000,-1331840000,89570000,89570000,355072000,2093000,0.42521,0.36584,0.35043,0.0884,2.6508,2.96418,0.00589,0.16699,0.16699,0.45645,0.47652,0.13366,-7.99745
"32","2021_Q2",6.97587301587302,"Down",15706000,-44622000,-10209000,-34413000,-28916000,-491000,-480000,-29407000,-34051000,-34051000,-34051000,-34051000,-34051000,283120000,283120000,93000,93000,36359000,15421000,20938000,319572000,5417000,20973000,20973000,26390000,345962000,48618000,12916000,35702000,85735000,51515000,134353000,117489000,117489000,117489000,251842000,1460011000,-1365891000,94120000,94120000,345962000,0,-1.84108,-2.16802,-0.36178,-0.09842,2.3786,2.67575,0,-0.17125,-0.17125,0.07899,0.47336,-0.16091,9.79112
"33","2021_Q3",5.77828125,"Down",16948000,-44317000,-9728000,-34589000,-27369000,185000,197000,-27184000,-30741000,-30741000,-30741000,-30741000,-30741000,239538000,239538000,7000,7000,34852000,14504000,20348000,274397000,4957000,22092000,22092000,27049000,301446000,44415000,11631000,32784000,75904000,53792000,120319000,112662000,112662000,112662000,232981000,1465097000,-1396632000,68465000,68465000,301446000,0,-1.61488,-1.81384,-0.449,-0.10198,2.28058,3.40292,0,-0.15461,-0.15461,0.08524,0.34433,-0.16972,8.75216
"34","2021_Q4",6.21484375,"Up",9210000,-43444000,-10297000,-33147000,-34234000,-3105000,-365000,-37339000,-37339000,-37339000,-37339000,-37339000,-37339000,245761000,245761000,221000,221000,24905000,14330000,10575000,270887000,4636000,21280000,21280000,25916000,296803000,49956000,10520000,39436000,61829000,53526000,111785000,107925000,107925000,107925000,219710000,1511064000,-1433971000,77093000,77093000,296803000,0,-3.71705,-4.05418,-0.48434,-0.1258,2.42329,2.84993,2.16840434497101e-19,-0.18557,-0.18557,0.04577,0.38314,-0.20181,7.17886
"35","2022_Q1",5.53661290322581,"Down",27992000,-62546000,-13578000,-48968000,-34554000,2284000,-483000,-32270000,-37172000,-37172000,-37172000,-37172000,-37172000,478750000,478750000,4467000,4467000,16782000,7322000,9460000,499999000,4663000,21103000,21103000,25766000,525765000,46980000,18434000,28546000,53965000,44351000,100945000,99234000,51517000,99234000,200179000,1796729000,-1471143000,325586000,325586000,525765000,0,-1.23442,-1.32795,-0.11417,-0.0707,4.95318,0.61483,0,-0.1723,-0.1723,0.12975,1.50916,-0.0875,13.85513
"36","2022_Q2",4.3441935483871,"Down",38078000,-60930000,-16648000,-44282000,-22852000,-44000.0000000009,-98000,-22896000,-24145000,-24145000,-24145000,-24145000,-24145000,437661000,437661000,1190000,1190000,17867000,8807000,9060000,456718000,4431000,20560000,20560000,24991000,481709000,48198000,16060000,32138000,35920000,23417000,84118000,91123000,91123000,91123000,175241000,1801756000,-1495288000,306468000,306468000,481709000,0,-0.60014,-0.63409,-0.07878,-0.05012,5.42949,0.57181,0,-0.11187,-0.11187,0.17643,1.41995,-0.06073,19.15198
"37","2022_Q3",5.2715625,"Up",14162000,-75215000,-23793000,-51422000,-61053000,110000,-480000,-60943000,-62021000,-62021000,-62021000,-62021000,-62021000,373874000,373874000,909000,909000,19141000,14099000,5042000,393924000,4334000,24037000,24037000,28371000,422295000,58793000,17245000,41548000,28278000,15636000,87071000,85393000,85393000,85393000,172464000,1807140000,-1557309000,249831000,249831000,422295000,0,-4.31104,-4.3794,-0.24825,-0.14687,4.52417,0.69032,0,-0.24482,-0.24482,0.0559,0.98616,-0.18501,6.12376
