"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",63.25453125,"Up",98689000,-67390000,31299000,-24432000,-20541000,-3891000,6867000,50000,13000,37000,6917000,6917000,-1952000,4965000,4965000,4965000,4965000,27024000,27024000,66713000,66713000,86308000,19138000,10060000,2987000,199183000,96943000,46631000,15570000,6782000,10569000,143574000,342757000,52768000,24212000,0,28556000,281000,2656000,2656000,55705000,16077000,30653000,12762000,4458000,13433000,46730000,102435000,21033000,232456000,-13167000,240322000,240322000,342757000,4965000,2961000,361000,-9683000,-1396000,-5847000,-5847000,0,6562000,-114000,20000,-134000,6336000,-907000,-907000,-189000,-1096000,9828000,16358000,-3750000,0.31715,0.06958,0.05031,0.02066,0.01449,-0.75529,3.57568,0.42624,0.04772,0.92338,0.90984,18.35391,44.69444,-0.69741,0,0.01728,-0.01305,0,-1.08527,-1.55323
"12","2013_Q3",61.676875,"Down",111716000,-74167000,37549000,-27060000,-21418000,-5642000,10489000,191000,29000,162000,10680000,10680000,-4294000,6386000,6386000,6386000,6386000,31198000,31198000,67089000,67089000,78692000,18760000,9315000,3561000,195739000,95718000,43564000,14608000,6624000,9885000,139282000,335021000,52765000,26246000,1106000,25413000,267000,3599000,3599000,56631000,12444000,29708000,12263000,3980000,13465000,42152000,98783000,22837000,235052000,-21651000,236238000,236238000,335021000,6386000,3123000,1187000,3106000,13802000,-4895000,-4895000,-98000,-3554000,-710000,875000,-1585000,-5806000,3101000,3101000,1073000,4174000,13612000,12711000,16117000,0.33611,0.09389,0.05716,0.02703,0.01906,2.5238,3.45639,0.41815,0.03794,1.18986,1.17325,20.81535,44.01677,3.00298,0.01826,0.02327,0.05784,0.01535,-1.35814,-1.76251
"13","2013_Q4",63.88703125,"Up",100828000,-69168000,31660000,-23393000,-19260000,-4133000,8267000,277000,83000,194000,8544000,8544000,-2440000,6104000,6104000,6104000,6104000,31153000,31153000,73917000,73917000,73930000,19691000,9301000,3638000,198691000,98453000,47898000,14972000,6989000,13572000,146351000,345042000,51542000,23837000,1106000,26599000,692000,4842000,4842000,57076000,14951000,28537000,11636000,4047000,12854000,43488000,100564000,23973000,239703000,-19198000,244478000,244478000,345042000,6104000,2903000,1256000,-8132000,2131000,-4664000,-4664000,-1103000,2992000,-84000,272000,-356000,1827000,-706000,-706000,661000,-45000,11170000,15643000,814000,0.314,0.08199,0.06054,0.02497,0.01769,0.13336,3.48117,0.41134,0.04534,1.13817,1.12,18.80067,45.58605,0.15178,0.20567,0.02497,0.00282,0.1807,-1.38854,-1.87613
"14","2014_Q1",58.3409836065574,"Down",98543000,-68150000,30393000,-24006000,-19042000,-4964000,6387000,128000,43000,85000,6515000,5653000,-2521000,3132000,3132000,3132000,3132000,24291000,24291000,67587000,67587000,73835000,20021000,9845000,3154000,185734000,100461000,46211000,13873000,3416000,17135000,146672000,332406000,45829000,21750000,1098000,22981000,1300000,5086000,5086000,52215000,13054000,24113000,5027000,3621000,15465000,37167000,89382000,22558000,238168000,-17702000,243024000,243024000,332406000,3132000,3101000,3116000,-2347000,7002000,-5096000,-8738000,-1104000,-1324000,-454000,352000,-806000,-5534000,-7270000,-7270000,408000,-6862000,9488000,14354000,4566000,0.30842,0.06481,0.03178,0.01289,0.00942,1.45785,3.5571,0.36779,0.04318,0.58685,0.5676,18.46412,45.53569,0.85554,0.20686,0.01505,0.01622,0.35249,-1.04732,-1.55582
"15","2014_Q2",50.2526984126984,"Down",89925000,-62477000,27448000,-23235000,-19663000,-3572000,4213000,-76000,-52000,-24000,4137000,4137000,-1399000,2738000,2738000,2738000,2738000,21173000,21173000,74957000,74957000,79638000,20532000,10333000,3736000,196300000,105146000,57138000,19181000,3922000,17486000,162284000,358584000,46945000,22483000,1107000,23355000,3085000,2332000,2332000,52362000,31931000,27037000,4763000,5584000,16690000,58968000,111330000,23576000,239548000,-15870000,247254000,247254000,358584000,2738000,3078000,1441000,-8496000,-1239000,-6484000,-20407000,-1107000,20521000,105000,105000,0,19418000,-2228000,-2228000,-890000,-3118000,7291000,35016000,-6290000,0.30523,0.04685,0.03045,0.01107,0.00764,-2.2973,3.7489,0.45027,0.09765,0.50779,0.50414,16.67749,45.85571,-1.16654,0.2053,0.01243,-0.02034,0.40431,1.89864,3.28578
"16","2014_Q3",48.7690625,"Down",99981000,-68784000,31197000,-23585000,-19897000,-3688000,7612000,-6000,-104000,98000,7606000,7606000,-2526000,5080000,5080000,5080000,5080000,24585000,24585000,75864000,75864000,78986000,24661000,9890000,8540000,204096000,108202000,55635000,19384000,4060000,15697000,163837000,367933000,48779000,23781000,1107000,23891000,735000,3818000,3818000,53332000,34149000,26894000,4521000,5656000,16717000,61043000,114375000,23609000,243521000,-13572000,253558000,253558000,367933000,5080000,3218000,835000,2589000,11722000,-4889000,-6529000,-1098000,-73000,20000.0000000001,20000,1.16415321826935e-10,-1151000,4042000,4042000,-630000,3412000,10830000,34884000,11056000,0.31203,0.07613,0.05081,0.02003,0.01381,2.17638,3.8269,0.45108,0.09481,0.94284,0.93572,18.55624,47.05976,2.05197,0.20379,0.01959,0.03506,0.21614,0.95097,1.353
"17","2014_Q4",45.10953125,"Down",102100000,-69645000,32455000,-27320000,-19597000,-7723000,5135000,159000,-3000,162000,5294000,5294000,-2739000,2555000,2555000,2555000,2555000,28722000,28722000,72772000,72772000,79415000,23804000,9118000,7605000,204713000,105138000,52263000,18359000,4184000,14711000,157401000,362114000,53367000,24686000,1100000,27581000,1356000,5161000,5161000,59884000,32134000,26702000,4354000,5646000,16702000,58836000,118720000,23703000,243074000,-23383000,243394000,243394000,362114000,2555000,3288000,112000,4646000,10601000,-2989000,-3215000,-1107000,-1249000,-62000,42000,-104000,-4287000,3099000,3099000,1038000,4137000,8423000,33490000,12819000,0.31787,0.05029,0.02502,0.0105,0.00706,5.01722,3.41849,0.48777,0.09248,0.47561,0.48144,19.00596,45.30789,2.38626,0.20607,0.01206,0.04223,0.43327,0.56607,0.92853
"18","2015_Q1",41.7726229508197,"Down",96179000,-66331000,29848000,-25570000,-19061000,-6509000,4278000,95000,-16000,111000,4373000,4373000,-1885000,2488000,2488000,2488000,2488000,29643000,29643000,67942000,67942000,80037000,23041000,9167000,6625000,200663000,102531000,50773000,17792000,5773000,13087000,153304000,353967000,48251000,22332000,1220000,24699000,1925000,5151000,5151000,55327000,31749000,35756000,12503000,3283000,19970000,67505000,122832000,23438000,289849000,-35134000,231135000,231135000,353967000,2488000,3273000,956000,-2545000,4172000,-3159000,-3142000,-1100000,393000,-999.999999999993,-999.999999999993,-1.45519152283669e-11,-771000,259000,259000,662000,921000,7551000,33674000,3732000,0.31034,0.04448,0.02587,0.01076,0.00703,1.5,3.62685,0.53143,0.09513,0.46453,0.46409,17.95724,43.15441,0.69679,0.20538,0.01194,0.01242,0.44212,0.53384,0.942259999999999
"19","2015_Q2",36.3192063492063,"Down",85790000,-61030000,24760000,-24845000,-17393000,-7452000,-85000,26000,-31000,57000,-59000,-59000,-197000,-256000,-256000,-256000,-256000,30530000,30530000,63426000,63426000,76097000,21154000,8840000,4262000,191207000,97886000,48776000,16958000,7044000,11758000,146662000,337869000,44349000,19572000,1110000,23667000,1846000,2521000,2521000,48716000,30741000,36662000,12423000,4541000,19698000,67403000,116119000,22512000,242900000,-43662000,221750000,221750000,337869000,-256000,3250000,-489000,-1903000,602000,-1702000,575000,-1110000,-745000,-34000,40000,-74000,-2009000,-832000,-832000,1719000,887000,3165000,32587000,-243000,0.28861,-0.00099,-0.00298,-0.00115,-0.00076,0.94922,3.92493,0.52365,0.09645,-0.04744,-0.04744,15.89881,41.09526,-0.04503,0.20571,0.00293,-0.00084,-4.33594,0.64992,-24.2
"20","2015_Q3",31.06640625,"Down",87869000,-61425000,26444000,-21260000,-17144000,-4116000,5184000,-719000,-37000,-682000,4465000,4465000,-785000,3680000,3680000,3680000,3680000,30730000,30730000,63270000,63270000,78133000,28342000,12109000,7899000,200475000,97543000,47026000,16575000,7220000,10747000,144569000,345044000,48907000,23582000,1109000,24216000,2543000,3886000,3886000,55336000,30743000,35169000,12343000,4564000,18262000,65912000,121248000,22455000,245346000,-44005000,223796000,223796000,345044000,3680000,2946000,996000,-568000,7054000,-2412000,-5884000,-1221000,643000,-110000,20000,-130000,-688000,482000,482000,-282000,2e+05,8130000,33286000,5935000,0.30095,0.059,0.04188,0.01644,0.01067,1.61277,3.62287,0.54178,0.09647,0.68249,0.68199,16.29618,41.50519,1.1007,0.22645,0.01677,0.02031,0.331790000000001,0.31439,0.49306
"21","2015_Q4",37.593125,"Up",89046000,-62887000,26159000,-24073000,-15911000,-8162000,2086000,56000,-38000,94000,2142000,2142000,-1936000,206000,206000,206000,206000,26870000,26870000,66195000,66195000,73071000,27369000,10579000,7904000,193505000,92209000,46007000,15551000,6656000,12477000,138216000,331721000,49545000,22392000,1073000,26080000,1131000,5082000,5082000,55758000,31659000,35375000,12336000,4324000,18715000,67034000,122792000,21279000,241557000,-53907000,208929000,208929000,331721000,206000,2898000,-1203000,-1685000,216000,-1678000,-2902000,-845000,-82000,-2154000,20000,-2174000,-4156000,-6842000,-6842000,2982000,-3860000,4984000,32790000,3557000,0.29377,0.02343,0.00231,0.00099,0.00062,17.26699,3.47044,0.58772,0.09885,0.03847,0.03816,16.62857,39.01569,0.66424,0.1578,0.00379,0.01284,4.10194,1.1878,2.83797
"22","2016_Q1",32.6114754098361,"Down",91961000,-65872000,26089000,-20925000,-17023000,-3902000,5164000,-6000,-68000,62000,5158000,5158000,-2113000,3045000,3045000,3045000,3045000,30393000,30393000,63626000,63626000,69912000,15958000,9615000,6343000,179889000,91965000,51516000,15821000,12704000,11703000,143481000,323370000,45497000,20377000,1057000,24063000,523000,5648000,5648000,51668000,31754000,33016000,11627000,2467000,18922000,64770000,116438000,23342000,292311000,-54151000,206932000,206932000,323370000,3045000,2438000,3888000,2986000,12357000,-4033000,-2651000,-1215000,-589000,-3625000,0,-3625000,-5804000,3902000,3902000,-379000,3523000,7602000,32277000,8668000,0.2837,0.05615,0.03311,0.01471,0.00942,2.84663,3.48163,0.56269,0.09981,0.57923,0.57747,17.49306,39.36313,1.64885,0.23112,0.01565,0.03184,0.39901,0.24783,0.36483
"23","2016_Q2",36.8565625,"Up",78682000,-54393000,24289000,-20602000,-17717000,-2885000,3687000,-31000,-83000,52000,3656000,3656000,-998000,2658000,2658000,2658000,2658000,31363000,31363000,67728000,67728000,70302000,12871000,11133000,1738000,182264000,96708000,51798000,16290000,12746000,11297000,148506000,330770000,46559000,21455000,1067000,24037000,942000,3019000,3019000,50520000,35845000,32151000,11597000,2602000,17952000,67996000,118516000,23768000,293923000,-50207000,212254000,212254000,330770000,2658000,2710000,348000,-4522000,1194000,-5447000,-2231000,-1056000,4383000,-627000,-16405.8642197007,-627000,2659000,1622000,1622000,-652000,970000,6397000,36787000,-2574000,0.3087,0.04686,0.03378,0.01252,0.00804,-0.9684,3.60776,0.55837,0.11122,0.51007,0.50832,15.09921,40.73191,-0.49396,0.20265,0.01321,-0.00915,0.39729,0.8479,1.47111
"24","2016_Q3",39.69625,"Up",83221000,-56414000,26807000,-22728000,-19146000,-3582000,4079000,-306000,-98000,-208000,3773000,3773000,-1018000,2755000,2755000,2755000,2755000,28143000,28143000,65060000,65060000,72139000,17289000,11080000,6209000,182631000,107235000,52379000,16282000,13642000,11055000,159614000,342245000,47971000,20677000,1059000,26235000,2390000,4028000,4028000,54389000,44593000,32280000,11567000,2529000,18184000,76873000,131262000,23986000,295618000,-51986000,210983000,210983000,342245000,2755000,2892000,743000,2452000,8842000,-14169000,-18699000,-1046000,10224000,-1295000,110000,-1405000,7899000,-1958000,-1958000,-1262000,-3220000,6971000,46983000,-3728000,0.32212,0.04901,0.0331,0.01306,0.00805,-1.35318,3.35787,0.62214,0.13728,0.53124,0.52899,16.04724,40.68319,-0.71886,0.2017,0.0131,-0.01284,0.37967,2.70263,4.61878
"25","2016_Q4",46.7366666666667,"Up",88299000,-59445000,28854000,-22229000,-18601000,-3628000,6625000,-91000,-201000,110000,6534000,6534000,-1793000,4741000,4741000,4741000,4741000,32940000,32940000,69473000,69473000,73665000,16147000,9944000,6203000,192225000,107327000,53066000,16556000,13910000,11355000,160393000,352618000,55282000,26373000,1040000,27869000,1893000,5643000,5643000,62818000,44227000,31161000,10518000,2516000,18127000,75388000,138206000,24644000,299351000,-50609000,214412000,214412000,352618000,4741000,3e+06,1109000,2150000,1.1e+07,-2020000,-2020000,-1029000,-916000,-615000,268000,-883000,-4025000,4955000,4955000,-158000,4797000,9625000,46120000,11548000,0.32678,0.07503,0.05369,0.02211,0.01345,2.43577,3.06003,0.64458,0.13079,0.9213,0.9172,17.15876,41.66576,2.24407,0.19996,0.01978,0.03959,0.21704,1.36935,1.98943
"26","2017_Q1",47.3637096774194,"Up",86432000,-56968000,29464000,-22376000,-18392000,-3984000,7088000,-98000,-171000,73000,6990000,6990000,-1889000,5101000,5101000,5101000,5101000,30737000,30737000,63415000,63415000,74484000,20471000,12035000,8436000,189107000,105104000,46726000,15769000,10208000,10274000,151830000,340937000,46441000,21978000,1037000,23426000,2763000,6251000,6251000,55455000,42943000,31050000,10423000,2078000,18549000,73993000,129448000,25083000,303415000,-57369000,211489000,211489000,340937000,5101000,3394000,6854000,-10411000,4938000,-3019000,-5519000,-1039000,-308000,-323000,-130000,-193000,-2144000,-2725000,-2725000,522000,-2203000,10482000,45706000,-1059000,0.34089,0.08201,0.05902,0.02412,0.01496,-0.20761,3.4101,0.61208,0.13406,0.99609,0.99902,16.87795,41.29838,-0.2068,0.20289,0.0213,-0.00367,0.20369,1.42807,2.11188
"27","2017_Q2",45.802380952381,"Down",84569000,-59904000,24665000,-22407000,-18613000,-3794000,2258000,-140000,-195000,55000,2118000,2118000,-6e+05,1518000,1518000,1518000,1518000,31034000,31034000,70513000,70513000,77440000,17022000,10637000,6385000,196009000,106812000,47719000,16145000,10469000,10601000,154531000,350540000,51075000,23893000,1055000,26127000,2112000,2703000,2703000,55890000,45319000,31267000,10368000,2126000,18773000,76586000,132476000,25759000,303877000,-51825000,218064000,218064000,350540000,1518000,2972000,1202000,-7261000,-1569000,-2200000,269000,-1037000,1613000,0,-36765.2571467625,0,469000,-831000,-831000,1046000,215000,5230000,47431000,-3631000,0.29166,0.0267,0.01795,0.00696,0.00433,-2.39196,3.50705,0.60751,0.13531,0.2966,0.29591,16.52384,42.60727,-0.70946,0.20262,0.00861,-0.01224,0.68314,3.13518,7.26174
