"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","other_non_interest_income","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","fed_funds_sold_repos","short_long_term_investments","other_investments","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","short_term_debt","securities_sold_under_repo","trading_account_liabilities","short_term_borrowings","long_term_debt","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","stock_based_compensation","change_in_working_capital","other_operating_assets_liabilities","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","capital_expenditures","net_change_in_investments","decrease_in_investments","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",101.71435483871,"Up",8.351e+09,8.36e+08,2.629e+09,-1.793e+09,7.515e+09,3.063e+09,4.452e+09,8.351e+09,-6.053e+09,-7.52e+08,-5.301e+09,2.298e+09,2.298e+09,2.298e+09,-7.86e+08,1.512e+09,1.512e+09,1.512e+09,-5.4e+07,1.458e+09,6.3639e+10,1.47361e+11,1.47361e+11,6.3414e+11,2.18847e+11,6.4787e+10,3.928e+10,9.49207e+11,6.1526e+10,4.07304e+11,1.66186e+11,1.57819e+11,7.6664e+10,1.67878e+11,2.38812e+11,8.7552e+11,5.35e+09,4.7306e+10,8e+06,4.7298e+10,-4.5334e+10,6.2638e+10,3.727e+09,7.3687e+10,7.3687e+10,9.49207e+11,1.512e+09,3.96e+08,3.235e+09,1.98e+08,-3.353e+09,-4.878e+09,1.79e+09,-1.55e+08,1e+07,-1.65e+08,-9.7e+07,1.586e+09,-1.113e+09,-2.86e+08,5.88e+08,2.796e+09,-2.208e+09,-1.0648e+10,8.44e+09,-6.48e+08,-1.25e+09,4.206e+09,1.89e+08,4.049e+09,4.726e+09,4.726e+09,4.726e+09,2.694e+09,5.75182e+11,-2.8e+07,0.27518,0.17459,0.01979,0.00154,-0.0192,11.88161,0.60596,2.96885,2.85379,17.00468,139.15089,-0.05701,0.58237,0.00184,-3e-05,0.19616,189.88233,222.60357
"12","2013_Q1",124.7045,"Up",9.236e+09,9.73e+08,2.864e+09,-1.891e+09,8.263e+09,3.611e+09,4.652e+09,9.236e+09,-4.923e+09,-7.65e+08,-4.158e+09,4.313e+09,4.313e+09,4.313e+09,-1.421e+09,2.892e+09,2.892e+09,2.892e+09,-5.9e+07,2.833e+09,7.2669e+10,1.41334e+11,1.41334e+11,5.93575e+11,1.86564e+11,7.2874e+10,5.8103e+10,9.38555e+11,7.0124e+10,3.93813e+11,1.71807e+11,1.40409e+11,7.6314e+10,1.67305e+11,2.31597e+11,8.62839e+11,6.2e+09,4.8038e+10,8e+06,4.803e+10,-4.685e+10,6.5223e+10,3.105e+09,7.5716e+10,7.5716e+10,9.38555e+11,2.892e+09,5e+08,75999999.999999,2.31e+08,-2.618e+09,5.3075e+10,849999999.999999,-2.43e+08,1.1e+07,-2.54e+08,9.21e+08,2.47e+09,-1.06e+08,-3.07e+08,-8.4e+07,3.324e+09,-3.408e+09,-9.805e+09,6.397e+09,-5.18e+08,-1.524e+09,8.598e+09,5.97e+08,8.286e+09,9.03e+09,9.03e+09,9.03e+09,4.813e+09,5.61118e+11,3.373e+09,0.46698,0.30673,0.03742,0.00302,1.19061,11.39573,0.59785,5.8837,5.61992,19.18172,144.37383,7.00519,0.63759,0.00335,0.00359,0.10837,101.48535,113.25041
"13","2013_Q2",129.46828125,"Up",1.009e+10,9.25e+08,2.608e+09,-1.683e+09,9.165e+09,3.647e+09,5.518e+09,1.009e+10,-6.717e+09,-8.07e+08,-5.91e+09,3.373e+09,3.373e+09,3.373e+09,-1.113e+09,2.26e+09,2.26e+09,2.26e+09,-7.2e+07,2.188e+09,6.3333e+10,1.58506e+11,1.58506e+11,6.00478e+11,2.13085e+11,7.7917e+10,5.8989e+10,9.59223e+11,7.2685e+10,4.07171e+11,1.55356e+11,1.74418e+11,7.0448e+10,1.67008e+11,2.35131e+11,8.81995e+11,6.2e+09,4.874e+10,8e+06,4.8732e+10,-4.8347e+10,6.7164e+10,3.471e+09,7.7228e+10,7.7228e+10,9.59223e+11,2.26e+09,3.02e+08,1.0036e+10,1.509e+09,-1.8296e+10,-6.5551e+10,-5.698e+09,-1.54e+08,1.7e+07,-1.71e+08,7.34e+08,1.235e+09,-9.53e+08,-3.19e+08,-3.86e+09,-5.259e+09,1.399e+09,-1.3499e+10,1.4898e+10,-1.511e+09,-1.525e+09,2.562e+09,4.43e+08,-2.685e+09,-9.336e+09,-9.336e+09,-9.336e+09,3.675e+09,5.74179e+11,-1.3662e+10,0.33429,0.21685,0.02833,0.00228,-6.24406,11.42066,0.59859,4.53848,4.29188,20.92927,147.33043,-28.33852,0.66169,0.00261,-0.01424,0.1458,139.00571,151.45153
"14","2013_Q3",137.08390625,"Up",8.612e+09,8.26e+08,2.663e+09,-1.837e+09,7.786e+09,3.692e+09,4.094e+09,8.612e+09,-5.967e+09,-8.31e+08,-5.136e+09,2.645e+09,2.645e+09,2.645e+09,-7.14e+08,1.931e+09,1.931e+09,1.931e+09,-7e+07,1.861e+09,7.2398e+10,1.53555e+11,1.53555e+11,5.82889e+11,2.26728e+11,7.4104e+10,5.551e+10,9.38456e+11,6.9395e+10,4.03234e+11,1.58957e+11,1.65305e+11,6.9135e+10,1.62042e+11,2.25742e+11,8.60413e+11,7.2e+09,4.877e+10,8e+06,4.8762e+10,-4.9949e+10,6.8783e+10,3.239e+09,7.8043e+10,7.8043e+10,9.38456e+11,1.931e+09,2.66e+08,-1.0766e+10,1.6e+08,1.9901e+10,1.2293e+10,1.1332e+10,-1.42e+08,1.6e+07,-1.58e+08,8.66e+08,1.103e+09,-7.07e+08,-3.12e+08,2.243e+09,2.117e+09,1.26e+08,-6.119e+09,6.245e+09,-5.89e+08,-1.6e+09,-3.291e+09,3.89e+08,-1.56e+09,9.065e+09,9.065e+09,9.065e+09,2.911e+09,5.65276e+11,2.3384e+10,0.30713,0.21609,0.02385,0.00198,12.56529,11.02486,0.60235,3.93529,3.69686,18.21104,149.80546,49.44809,0.65976,0.00232,0.02492,0.16765,169.3157,186.34329
"15","2013_Q4",140.9078125,"Up",6.722e+09,8.4e+08,2.398e+09,-1.558e+09,5.882e+09,3.084e+09,2.798e+09,6.722e+09,-4.555e+09,-7.84e+08,-3.771e+09,2.167e+09,2.167e+09,2.167e+09,-6.5e+08,1.517e+09,1.517e+09,1.517e+09,-8.8e+07,1.429e+09,6.5478e+10,1.69868e+11,1.69868e+11,5.53227e+11,2.2897e+11,7.4131e+10,6.0519e+10,9.23223e+11,7.157e+10,3.82712e+11,1.57781e+11,1.50192e+11,6.6292e+10,1.68082e+11,2.23243e+11,8.45607e+11,7.2e+09,4.8938e+10,8e+06,4.893e+10,-5.1598e+10,6.9975e+10,3.101e+09,7.7616e+10,7.7616e+10,9.23223e+11,1.517e+09,2.8e+08,-1.795e+09,1.52e+08,-3.373e+09,-1.9041e+10,-3.371e+09,-1.45e+08,2.4e+07,-1.69e+08,3.19e+08,3.19e+08,-4.155e+09,-3.25e+08,3.05e+08,-3.138e+09,3.443e+09,-6.875e+09,1.0318e+10,-1.635e+09,-1.65e+09,2.175e+09,8.6e+07,6.06e+08,-6.92e+09,-6.92e+09,-6.92e+09,2.447e+09,5.50794e+11,-4.21e+08,0.32237,0.21259,0.01841,0.00155,-0.29461,10.89475,0.5966,3.08573,2.87873,14.51522,152.05355,-0.90909,0.70179,0.0019,-0.00046,0.22743,198.33102,223.95754
"16","2014_Q1",144.169016393443,"Up",8.782e+09,8.01e+08,2.391e+09,-1.59e+09,7.981e+09,4.03e+09,3.951e+09,8.782e+09,-5.23e+09,-8.49e+08,-4.381e+09,3.552e+09,3.552e+09,3.552e+09,-1.22e+09,2.332e+09,2.332e+09,2.332e+09,-8.4e+07,2.248e+09,6.1133e+10,1.61732e+11,1.61732e+11,5.53358e+11,2.14237e+11,7.404e+10,4.6349e+10,9.11507e+11,7.0807e+10,3.85808e+11,1.64782e+11,1.46171e+11,6.9506e+10,1.60965e+11,2.1546e+11,8.3304e+11,7.2e+09,4.9006e+10,8e+06,4.8998e+10,-5.3015e+10,7.1961e+10,3.315e+09,7.8467e+10,7.8467e+10,9.11507e+11,2.332e+09,4.74e+08,4.215e+09,1.94e+08,-4.741e+09,1.3778e+10,2.28e+09,-2.03e+08,5e+06,-2.08e+08,6.63e+08,6.63e+08,-2.913e+09,-3.46e+08,-1.272e+09,343999999.999999,-1.616e+09,-7.61e+09,5.994e+09,-1.384e+09,-1.4e+09,-762999999.999999,5.3e+07,-3.712e+09,-4.345e+09,-4.345e+09,-4.345e+09,4.026e+09,5.46773e+11,3.02e+08,0.40446,0.25598,0.02865,0.00247,0.134339999999999,10.61644,0.59986,4.81267,4.59902,18.80111,152.57332,0.646540000000001,0.74074,0.00285,0.000329999999999999,0.15391,120.62593,136.72297
"17","2014_Q2",138.789206349206,"Down",9.328e+09,1.037e+09,2.594e+09,-1.557e+09,8.291e+09,4.149e+09,4.142e+09,9.328e+09,-6.307e+09,-8.07e+08,-5.5e+09,3.021e+09,3.021e+09,3.021e+09,-9.88e+08,2.033e+09,2.033e+09,2.033e+09,-8.4e+07,1.949e+09,5.8858e+10,1.35033e+11,1.35033e+11,5.83448e+11,2.50915e+11,8.6589e+10,5.1737e+10,9.15665e+11,7.1457e+10,3.73508e+11,1.38744e+11,1.48829e+11,7.1376e+10,1.65627e+11,2.25974e+11,8.36566e+11,7.2e+09,4.9967e+10,8e+06,4.9959e+10,-5.4726e+10,7.3646e+10,3.012e+09,7.9099e+10,7.9099e+10,9.15665e+11,2.033e+09,3.9e+08,-8.898e+09,1.611e+09,2.254e+09,-7.437e+09,-4.221e+09,-1.59e+08,5e+06,-1.64e+08,3.06e+08,3.06e+08,-3.203e+09,-3.48e+08,5.974e+09,1.344e+09,4.63e+09,-1.1901e+10,1.6531e+10,-1.665e+09,-1.719e+09,6.5e+08,5.38e+08,5.149e+09,-2.275e+09,-2.275e+09,-2.275e+09,3.411e+09,5.39135e+11,6.494e+09,0.32386,0.20894,0.02464,0.00213,3.33197,10.57619,0.58879,4.1592,4.02187,19.9061,153.43363,13.8583,0.74264,0.00251,0.00709,0.17855,140.8024,158.97948
"18","2014_Q3",151.6421875,"Up",9.125e+09,1e+09,2.579e+09,-1.579e+09,8.125e+09,3.945e+09,4.18e+09,9.125e+09,-6.304e+09,-8.37e+08,-5.467e+09,2.821e+09,2.821e+09,2.821e+09,-7.84e+08,2.037e+09,2.037e+09,2.037e+09,-8.4e+07,1.953e+09,5.6983e+10,1.09103e+11,1.09103e+11,5.51193e+11,2.05387e+11,9.1011e+10,5.1624e+10,8.59914e+11,7.375e+10,3.23764e+11,1.06966e+11,1.33602e+11,7.0933e+10,1.67019e+11,2.13752e+11,7.78285e+11,9.2e+09,4.995e+10,8e+06,4.9942e+10,-5.5975e+10,7.534e+10,3.114e+09,8.1629e+10,8.1629e+10,8.59914e+11,2.037e+09,2.94e+08,1.9676e+10,1.64e+08,-2.1478e+10,-3.977e+09,528999999.999998,-1.84e+08,5e+06,-1.89e+08,1.63e+08,1.63e+08,-3.61e+09,-3.43e+08,-698999999.999999,8.74e+08,-1.573e+09,-8.259e+09,6.686e+09,7.32e+08,-1.25e+09,2.293e+09,-7.77e+08,1.206e+09,-1.875e+09,-1.875e+09,-1.875e+09,3.115e+09,4.90783e+11,-1.7763e+10,0.30915,0.21403,0.02393,0.00227,-9.09524,9.53442,0.57073,4.23094,4.10639,19.7682,156.90858,-38.48137,0.74307,0.00267,-0.02066,0.17563,139.26164,153.77526
"19","2014_Q4",162.67234375,"Up",8.387e+09,1.049e+09,2.297e+09,-1.248e+09,7.338e+09,3.633e+09,3.705e+09,8.387e+09,-5.082e+09,-8.44e+08,-4.238e+09,3.305e+09,3.305e+09,3.305e+09,-1.064e+09,2.241e+09,2.241e+09,2.241e+09,-9.8e+07,2.143e+09,5.415e+10,1.25669e+11,1.25669e+11,5.41888e+11,2.16562e+11,9.7626e+10,4.96e+10,8.68933e+11,7.7951e+10,3.22325e+11,9.666e+10,1.38358e+11,7.4192e+10,1.65304e+11,2.21078e+11,7.86658e+11,9.2e+09,5.0025e+10,9e+06,5.0016e+10,-5.7221e+10,7.7227e+10,3.044e+09,8.2275e+10,8.2275e+10,8.68933e+11,2.241e+09,3.01e+08,-3.637e+09,1.56e+08,-7.804e+09,-3.3422e+10,-8.899e+09,-1.48e+08,7e+06,-1.55e+08,6.58e+08,6.58e+08,-3.778e+09,-3.54e+08,7.159e+09,-3.84e+08,7.543e+09,-5.342e+09,1.2885e+10,-1.227e+09,-1.25e+09,4.201e+09,6.5e+07,9.844e+09,-2.833e+09,-2.833e+09,-2.833e+09,3.606e+09,4.87629e+11,-3.282e+09,0.39406,0.25551,0.02605,0.00247,-1.5315,9.56132,0.56118,4.70782,4.56638,18.42487,160.53383,-7.21002,0.77768,0.00287,-0.00378,0.16519,120.21048,131.15855
"20","2015_Q1",161.519016393443,"Down",7.688e+09,9.61e+08,2.134e+09,-1.173e+09,6.727e+09,3.801e+09,2.926e+09,7.688e+09,-4.478e+09,-9.15e+08,-3.563e+09,3.21e+09,3.21e+09,3.21e+09,-1.044e+09,2.166e+09,2.166e+09,2.166e+09,-1.34e+08,2.032e+09,5.76e+10,1.27938e+11,1.27938e+11,5.24686e+11,2.12438e+11,6.3808e+10,5.2872e+10,8.55842e+11,8.288e+10,2.99852e+11,8.8215e+10,1.37653e+11,6.7348e+10,1.67302e+11,2.23011e+11,7.73045e+11,9.2e+09,5.0058e+10,9e+06,5.0049e+10,-5.8468e+10,7.8984e+10,3.023e+09,8.2797e+10,8.2797e+10,8.55842e+11,2.166e+09,3.52e+08,-4.85e+09,1.54e+08,6.991e+09,-5723999999.99999,4.659e+09,-1.57e+08,1.3e+07,-1.7e+08,3.87e+08,3.87e+08,-4.318e+09,-4.09e+08,-6.29e+08,-1.012e+09,3.83e+08,-1.0272e+10,1.0655e+10,-1.206e+09,-1.25e+09,5.057e+09,-1.3e+07,2.8e+09,3.141e+09,3.141e+09,3.141e+09,3.562e+09,4.67154e+11,1.144e+10,0.41753,0.26431,0.02454,0.00237,5.62992,9.33663,0.54584,4.51355,4.38593,17.07685,163.47623,25.41093,0.90849,0.00285,0.01337,0.20128,114.97866,127.58692
"21","2015_Q2",177.493333333333,"Up",1.0617e+10,8.59e+08,2.035e+09,-1.176e+09,9.758e+09,4.261e+09,5.497e+09,1.0617e+10,-6.683e+09,-8.49e+08,-5.834e+09,3.934e+09,3.934e+09,3.934e+09,-1.09e+09,2.844e+09,2.844e+09,2.844e+09,-9.6e+07,2.748e+09,6.3129e+10,1.13225e+11,1.13225e+11,5.34934e+11,2.08996e+11,5.859e+10,6.2961e+10,8.65458e+11,8.6071e+10,3.02444e+11,8.5833e+10,1.39545e+11,6.846e+10,1.63682e+11,2.28134e+11,7.80331e+11,9.2e+09,5.1017e+10,9e+06,5.1008e+10,-5.9698e+10,8.1455e+10,3.153e+09,8.5127e+10,8.5127e+10,8.65458e+11,2.844e+09,2.19e+08,1.1168e+10,1.809e+09,-7.495e+09,5.045e+09,6.736e+09,-2.89e+08,1.3e+07,-3.02e+08,1.84e+08,1.84e+08,-4.263e+09,-3.73e+08,1.334e+09,-9.47e+08,2.281e+09,-1.3885e+10,1.6166e+10,-1.179e+09,-1.25e+09,3.046e+09,2.28e+08,3.056e+09,5.529e+09,5.529e+09,5.529e+09,4.153e+09,4.66126e+11,-2.541e+09,0.37054,0.25883,0.03228,0.00318,-0.92467,9.16667,0.53859,6.06221,5.93649,23.42158,167.49835,-5.60556,0.82285,0.00361,-0.00294,0.13574,97.03756,102.4395
"22","2015_Q3",171.3184375,"Down",9.069e+09,6.63e+08,2.15e+09,-1.487e+09,8.406e+09,4.39e+09,4.016e+09,9.069e+09,-7.343e+09,-8.97e+08,-6.446e+09,1.726e+09,1.726e+09,1.726e+09,-6.78e+08,1.048e+09,1.048e+09,1.048e+09,-1.32e+08,9.16e+08,6.0845e+10,1.23619e+11,1.23619e+11,5.16781e+11,2.13318e+11,5.6349e+10,6.3888e+10,8.59879e+11,8.9064e+10,2.97545e+11,8.7642e+10,1.31566e+11,7.033e+10,1.70259e+11,2.15357e+11,7.72225e+11,1.12e+10,5.1219e+10,9e+06,5.121e+10,-5.994e+10,8.2072e+10,3.103e+09,8.7654e+10,8.7654e+10,8.59879e+11,1.048e+09,2.65e+08,7.146e+09,1.63e+08,-1.6299e+10,-2.82e+10,-7.84e+09,-3.6e+08,3.6e+07,-3.96e+08,9.1e+07,9.1e+07,-7.153e+09,-4.31e+08,8.219e+09,-1.446e+09,9.665e+09,-8.618e+09,1.8283e+10,1.895e+09,-2.45e+08,2.986e+09,4e+07,1.2709e+10,-2.284e+09,-2.284e+09,-2.284e+09,1.991e+09,4.67804e+11,-1.399e+10,0.19032,0.101,0.01045,0.00107,-15.27293,8.80992,0.54403,2.02969,1.98569,20.09528,169.40838,-30.99934,0.95502,0.00157,-0.01627,0.47052,204.3993,235.78158
"23","2015_Q4",162.97390625,"Down",6.861e+09,8.42e+08,2.119e+09,-1.277e+09,6.019e+09,3.746e+09,2.273e+09,6.861e+09,-4.815e+09,-9.18e+08,-3.897e+09,2.046e+09,2.046e+09,2.046e+09,-6.2e+08,1.426e+09,1.426e+09,1.426e+09,-9.6e+07,1.33e+09,6.5575e+10,1.26903e+11,1.26903e+11,5.2197e+11,2.31483e+11,5.2016e+10,7.1906e+10,8.80559e+11,9.1458e+10,2.91937e+11,8.9481e+10,1.28947e+11,6.6553e+10,1.75817e+11,2.33644e+11,7.92856e+11,1.12e+10,5.129e+10,9e+06,5.1281e+10,-6.0992e+10,8.3105e+10,3.1e+09,8.7703e+10,8.7703e+10,8.80559e+11,1.426e+09,2.22e+08,-2.2693e+10,1.35e+08,2.2315e+10,1.0063e+10,1.27e+09,-4.36e+08,7.1e+07,-5.07e+08,4.39e+08,4.39e+08,-3.331e+09,-3.93e+08,5.657e+09,6.73e+08,4.984e+09,-7.37e+09,1.2354e+10,-1.048e+09,-1.05e+09,2.546e+09,2.9e+07,6.791e+09,4.73e+09,4.73e+09,4.73e+09,2.268e+09,4.67754e+11,2.4767e+10,0.29821,0.19385,0.01516,0.00151,18.6218,9.04024,0.5312,2.96214,2.90076,15.28062,170.3853,55.16036,0.87528,0.00196,0.02813,0.29549,177.3276,196.56843
"24","2016_Q1",136.121475409836,"Down",7.273e+09,7e+08,2.148e+09,-1.448e+09,6.573e+09,3.818e+09,2.755e+09,7.273e+09,-6.201e+09,-8.75e+08,-5.326e+09,1.072e+09,1.072e+09,1.072e+09,-3.07e+08,7.65e+08,7.65e+08,7.65e+08,-1.91e+08,5.74e+08,9.3439e+10,1.34308e+11,1.34308e+11,4.9114e+11,1.77638e+11,4.643e+10,5.0671e+10,8.61395e+11,9.7519e+10,2.77877e+11,8.6069e+10,1.18862e+11,6.754e+10,1.75422e+11,2.23849e+11,7.74667e+11,1.12e+10,5.1349e+10,9e+06,5.134e+10,-6.264e+10,8.3386e+10,3.433e+09,8.6728e+10,8.6728e+10,8.61395e+11,7.65e+08,2.85e+08,7042000000.00001,1.65e+08,1.223e+09,1.3593e+10,9.315e+09,-5.2e+08,1.08e+08,-6.28e+08,3.05e+08,3.05e+08,-3.827e+09,-4.84e+08,2.476e+09,4.84e+08,1.992e+09,-6.149e+09,8.141e+09,-1.551e+09,-1.59e+09,6.061e+09,-1.551e+09,4.951e+09,1.0439e+10,1.0439e+10,1.0439e+10,1.357e+09,4.53299e+11,2.367e+09,0.14739,0.07892,0.00662,0.00067,4.12369,8.93214,0.52624,1.29864,1.27075,16.45475,170.87783,5.35520000000001,1.09502,0.00123,0.00275000000000001,0.84321,265.18791,335.6903
"25","2016_Q2",137.9059375,"Up",6.338e+09,8.83e+08,2.348e+09,-1.465e+09,5.455e+09,3.642e+09,1.813e+09,6.338e+09,-4.762e+09,-9.11e+08,-3.851e+09,1.576e+09,1.576e+09,1.576e+09,-4.41e+08,1.135e+09,1.135e+09,1.135e+09,6.5e+07,1.2e+09,7.9169e+10,1.28513e+11,1.28513e+11,5.25792e+11,2.3889e+11,4.9399e+10,4.7239e+10,8.78036e+11,1.04866e+11,2.8795e+11,7.7617e+10,1.3144e+11,7.2866e+10,1.80159e+11,2.18224e+11,7.91199e+11,1.1203e+10,5.248e+10,9e+06,5.2471e+10,-6.4178e+10,8.399e+10,3.342e+09,8.6837e+10,8.6837e+10,8.78036e+11,1.135e+09,2.39e+08,1.665e+09,1.665e+09,-5.581e+09,-2.8758e+10,-2.542e+09,-3.63e+08,2.1e+08,-5.73e+08,3.22e+08,3.22e+08,-3.14e+09,-3.87e+08,5.511e+09,2.745e+09,2.766e+09,-1.2919e+10,1.5685e+10,-9e+08,-1.556e+09,7.347e+09,-1.377e+09,1.0194e+10,4.512e+09,4.512e+09,4.512e+09,1.815e+09,4.68109e+11,-3.688e+09,0.24866,0.18933,0.01382,0.00137,-3.07333,9.11131,0.53313,2.72232,2.68216,14.3784,171.58348,-8.36661,0.87795,0.00181,-0.0042,0.3225,214.29201,246.78934
"26","2016_Q3",144.26828125,"Up",7.932e+09,7.54e+08,2.53e+09,-1.776e+09,7.178e+09,3.824e+09,3.354e+09,7.932e+09,-5.469e+09,-8.56e+08,-4.613e+09,2.463e+09,2.463e+09,2.463e+09,-6.41e+08,1.822e+09,1.822e+09,1.822e+09,-1.88e+08,1.634e+09,1.03293e+11,1.07175e+11,1.07175e+11,5.35227e+11,2.55235e+11,5.171e+10,5.1226e+10,8.96843e+11,1.23708e+11,2.8109e+11,7.753e+10,1.26921e+11,6.8383e+10,1.83732e+11,2.21799e+11,8.10329e+11,1.1203e+10,5.2489e+10,9e+06,5.248e+10,-6.5921e+10,8.5339e+10,3.404e+09,8.6514e+10,8.6514e+10,8.96843e+11,1.822e+09,2.45e+08,1.49e+08,1.49e+08,7.868e+09,6.005e+09,1.0084e+10,-5.97e+08,7.2e+07,-6.69e+08,4.96e+08,4.96e+08,1.5955e+10,-4.73e+08,-1.723e+09,-4.56e+08,-1.267e+09,-1.3542e+10,1.2275e+10,-1.738e+09,-1.738e+09,2.59e+09,-1.3e+08,-1.474e+09,2.4565e+10,2.4565e+10,2.4565e+10,2.708e+09,4.64822e+11,1.062e+10,0.31051,0.206,0.01889,0.00182,6.49939,9.36645,0.51829,3.78591,3.7221,18.37813,174.49259,24.60612,1.09592,0.00235,0.01184,0.28947,133.50406,146.784
"27","2016_Q4",180.86619047619,"Up",8.168e+09,6.14e+08,2.389e+09,-1.775e+09,7.554e+09,3.676e+09,3.878e+09,8.168e+09,-5.3e+09,-8.35e+08,-4.465e+09,2.868e+09,2.868e+09,2.868e+09,-7.74e+08,2.094e+09,2.094e+09,2.094e+09,6e+06,2.1e+09,9.9535e+10,9.422e+10,9.422e+10,5.32414e+11,2.39994e+11,5.3855e+10,5.0899e+10,8.79987e+11,1.2455e+11,2.6848e+11,7.3905e+10,1.2041e+11,6.5303e+10,1.90586e+11,2.09261e+11,7.92877e+11,1.1203e+10,5.255e+10,9e+06,5.2541e+10,-6.7195e+10,8.716e+10,3.392e+09,8.711e+10,8.711e+10,8.79987e+11,2.094e+09,2.47e+08,1.29e+08,1.29e+08,-7.047e+09,1.226e+10,-4.577e+09,-7.71e+08,5e+07,-8.21e+08,3.91e+08,3.91e+08,-1.513e+09,-3.78e+08,2.574e+09,-1.754e+09,4.328e+09,-9.223e+09,1.3551e+10,-6.48e+08,-1.296e+09,5.73e+08,-5.44e+08,1.577e+09,-4.513e+09,-4.513e+09,-4.513e+09,3.115e+09,4.59066e+11,-3.929e+09,0.35113,0.2571,0.02411,0.00239,-1.87095,9.10202,0.52167,4.97512,4.88372,19.35086,179.83179,-9.30822,0.89552,0.00282,-0.00446,0.18,115.41926,125.35948
"28","2017_Q1",215.667580645161,"Up",8.352e+09,3.36e+08,2.424e+09,-2.088e+09,8.016e+09,3.746e+09,4.27e+09,8.17e+09,-4.773e+09,-1.302e+09,-3.471e+09,3.397e+09,3.397e+09,3.397e+09,-1.05e+09,2.347e+09,2.347e+09,2.347e+09,-1.94e+08,2.153e+09,1.21711e+11,1.16925e+11,1.16925e+11,4.80552e+11,1.846e+11,4.778e+10,4.3525e+10,8.60165e+11,1.24098e+11,2.61657e+11,7.1816e+10,1.24667e+11,6.0788e+10,1.89086e+11,1.98431e+11,7.73272e+11,1.1203e+10,5.2647e+10,9e+06,5.2638e+10,-6.8694e+10,8.9039e+10,2.698e+09,8.6893e+10,8.6893e+10,8.60165e+11,2.347e+09,2.67e+08,7.22e+08,1.68e+08,11000000.0000019,-9.878e+09,3.529e+09,-7.53e+08,4.9e+07,-8.02e+08,3.08e+08,3.08e+08,-1.627e+09,-4.68e+08,2.342e+09,-2.849e+09,5.191e+09,-8.247e+09,1.3438e+10,-1.483e+09,-1.488e+09,-4.52e+08,1.867e+09,1.806e+09,3.708e+09,3.708e+09,3.708e+09,3.664e+09,4.50743e+11,3.972e+09,0.40673,0.25778,0.02478,0.0025,1.84487,8.89913,0.52402,5.1867,5.07783,20.12045,182.3416,9.56878,1.12744,0.00305,0.00462,0.21737,89.80131,96.85958
"29","2017_Q2",199.037777777778,"Down",8.026e+09,5.16e+08,2.746e+09,-2.23e+09,7.51e+09,3.871e+09,3.639e+09,8.026e+09,-5.487e+09,-8.97e+08,-4.59e+09,2.539e+09,2.539e+09,2.539e+09,-2.84e+08,2.255e+09,2.255e+09,2.255e+09,-9.3e+07,2.162e+09,1.23035e+11,1.17278e+11,1.17278e+11,4.96317e+11,1.87446e+11,5.446e+10,5.2594e+10,8.94069e+11,1.27929e+11,2.80995e+11,8.8533e+10,1.25625e+11,5.8248e+10,1.9937e+11,1.98858e+11,8.07152e+11,1.1203e+10,5.3194e+10,9e+06,5.3185e+10,-7.0169e+10,9.0904e+10,1.785e+09,8.6917e+10,8.6917e+10,8.94069e+11,2.255e+09,2.57e+08,1.272e+09,1.272e+09,-7.173e+09,7.7e+09,-3.389e+09,-7.61e+08,7.7e+07,-8.38e+08,5.42e+08,5.42e+08,-1.547e+09,-3.66e+08,4.881e+09,-2.778e+09,7.659e+09,-1.4465e+10,2.2124e+10,-1.497e+09,-1.503e+09,3.831e+09,-5.89e+08,6.26e+09,1.324e+09,1.324e+09,1.324e+09,2.796e+09,4.80365e+11,-4.854e+09,0.31635,0.26937,0.02487,0.00242,-2.24514,9.28647,0.53728,5.24121,5.14639,19.45697,183.54909,-11.76727,0.88727,0.00283,-0.00543,0.16929,127.80043,140.73651
