"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","short_term_borrowings","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",45.2838095238095,"Down",4.922e+09,-1.305e+09,3.617e+09,-2.282e+09,-1.144e+09,-1.138e+09,1.335e+09,2.24e+08,2.24e+08,1.559e+09,1.559e+09,-3.44e+08,1.215e+09,1.215e+09,-1.3e+07,1.202e+09,1.202e+09,5.56e+09,3.432e+09,2.128e+09,5.597e+09,1.482e+09,5.65e+08,1.3204e+10,4.79e+09,3.035e+09,1.2698e+10,6.875e+09,1.377e+09,3.528e+09,9.18e+08,2.0523e+10,3.3727e+10,6.683e+09,1.407e+09,9.9e+08,9.9e+08,1.323e+09,8.996e+09,5.836e+09,3.114e+09,9.05e+08,1.642e+09,8.95e+09,1.7946e+10,1.871e+09,2.21e+08,1.65e+09,-1.6795e+10,3.3272e+10,-2.735e+09,1.5613e+10,1.68e+08,1.5781e+10,3.3727e+10,1.215e+09,1.05e+08,-2.41e+08,4.8e+07,-1.83e+08,-1.06e+08,3.25e+08,-4.4e+07,4e+06,-1.06e+08,4.71e+08,1.404e+09,-3.41e+08,-3.41e+08,-1.73e+08,8.8e+08,-1.053e+09,1.46e+08,-3.68e+08,-6.36e+08,8.5e+07,8.5e+07,0,5e+06,-5.46e+08,4.9e+08,4.9e+08,8e+06,4.98e+08,1.44e+09,6.826e+09,1.768e+09,0.73486,0.27123,0.24421,0.07617,0.03564,1.47088,1.46776,1.13719,0.20239,0.71933,0.7159,2.94554,9.34351,1.05805,0.38061,7,0.07146,0.06874,0.52912,0.87917,0.94831
"28","2017_Q1",45.7345161290323,"Up",5.243e+09,-1.383e+09,3.86e+09,-2.861e+09,-1.461e+09,-1.4e+09,9.99e+08,8.7e+07,8.7e+07,1.086e+09,1.086e+09,-1.88e+08,8.98e+08,8.98e+08,-4e+06,8.94e+08,8.94e+08,6.35e+09,4.237e+09,2.113e+09,5.543e+09,1.241e+09,5.7e+08,1.3704e+10,4.98e+09,2.719e+09,1.2304e+10,6.875e+09,1.385e+09,2.996e+09,1.048e+09,2.0003e+10,3.3707e+10,7.087e+09,1.664e+09,9.92e+08,9.92e+08,7.62e+08,8.841e+09,5.716e+09,2.803e+09,9.73e+08,1.283e+09,8.519e+09,1.736e+10,1.946e+09,2.21e+08,1.725e+09,-1.6779e+10,3.3513e+10,-2.503e+09,1.6177e+10,1.7e+08,1.6347e+10,3.3707e+10,8.98e+08,1.22e+08,3.39e+08,5.6e+07,2.96e+08,-1.3e+07,8.4e+07,9.3e+07,-4.5e+07,2.46e+08,-2.1e+08,1.443e+09,-3.71e+08,-3.71e+08,2.94e+08,1.135e+09,-8.41e+08,9.3e+07,1.6e+07,-6.35e+08,8000000.00000012,2.3e+07,0,2.2e+07,-6.05e+08,8.54e+08,8.54e+08,-4.9e+07,8.05e+08,1.121e+09,6.708e+09,1.022e+09,0.73622,0.19054,0.17051,0.05469,0.02652,1.14318,1.55005,1.06197,0.19901,0.53405,0.53151,3.13202,9.66368,0.61051,0.37933,8,0.05913,0.03952,0.71029,0.319360000000001,0.35836
"29","2017_Q2",45.7026984126984,"Down",4.929e+09,-1.259e+09,3.67e+09,-2.362e+09,-1.074e+09,-1.288e+09,1.308e+09,6.47e+08,6.47e+08,1.955e+09,1.955e+09,-4.29e+08,1.526e+09,1.526e+09,4.8e+07,1.574e+09,1.574e+09,6.109e+09,3.91e+09,2.199e+09,5.494e+09,1.384e+09,6.28e+08,1.3615e+10,5.02e+09,2.685e+09,1.1617e+10,6.875e+09,1.276e+09,2.618e+09,8.48e+08,1.9322e+10,3.2937e+10,6.46e+09,1.503e+09,1.197e+09,1.197e+09,8.37e+08,8.494e+09,7.237e+09,2.671e+09,9.48e+08,1.195e+09,9.908e+09,1.8402e+10,1.558e+09,2.21e+08,1.337e+09,-1.8386e+10,3.3658e+10,-2.414e+09,1.4416e+10,1.19e+08,1.4535e+10,3.2937e+10,1.526e+09,1.93e+08,-1.38e+08,4.5e+07,-7e+07,-1.13e+08,-7.2e+08,-2.46e+08,-7.1e+07,-1.14e+08,-2.89e+08,8.61e+08,-2.91e+08,-2.91e+08,-4.1e+07,1.163e+09,-1.204e+09,1.29e+08,-2.03e+08,-6.55e+08,1.68e+09,1.92e+08,-2e+09,-3.8e+07,-1.013e+09,-3.55e+08,-3.55e+08,2.8e+07,-3.27e+08,1.501e+09,8.434e+09,9.19e+08,0.74457,0.26537,0.31933,0.10829,0.04779,0.58386,1.6029,1.26605,0.25606,0.94705,0.94195,2.9657,8.67389,0.55295,0.3941,6,0.08693,0.03584,0.41614,1.54897,1.77752
"30","2017_Q3",49.3853968253968,"Up",5.144e+09,-1.575e+09,3.569e+09,-2.892e+09,-1.198e+09,-1.694e+09,6.77e+08,6.18e+08,6.18e+08,1.295e+09,1.295e+09,-3.73e+08,9.22e+08,9.22e+08,-6000000.00000001,9.16e+08,9.16e+08,6.505e+09,3.47e+09,3.035e+09,5.782e+09,1.217e+09,8.2e+08,1.4324e+10,4.944e+09,2.58e+09,1.1561e+10,6.861e+09,1.245e+09,2.572e+09,8.83e+08,1.9085e+10,3.3409e+10,6.974e+09,1.551e+09,1.306e+09,1.306e+09,7.37e+08,9.017e+09,6.911e+09,2.66e+09,9.67e+08,1.181e+09,9.571e+09,1.8588e+10,2.015e+09,2.21e+08,1.794e+09,-1.8783e+10,3.3934e+10,-2.467e+09,1.4699e+10,1.22e+08,1.4821e+10,3.3409e+10,9.22e+08,2.11e+08,4.72e+08,5.4e+07,90999999.9999999,3.27e+08,-2.1e+07,-2.08e+08,1.3e+07,29000000.0000001,1.45e+08,1.584e+09,-2.48e+08,-2.48e+08,-7.17e+08,1.12e+09,-1.837e+09,-5.9e+07,-1.024e+09,-6.43e+08,-3.66e+08,1.08e+08,-4.76837158203125e-07,3e+06,-1.006e+09,-4.46e+08,-4.46e+08,6000000.00000001,-4.4e+08,8.88e+08,8.217e+09,9.92e+08,0.69382,0.13161,0.17807,0.0618,0.02742,1.08297,1.58855,1.25417,0.24595,0.55718,0.55515,3.12895,8.941,0.60341,0.39112,6,0.06067,0.0386,0.70197,1.92793,2.5288
"31","2017_Q4",53.2160317460317,"Up",5.254e+09,-1.579e+09,3.675e+09,-2.724e+09,-1.163e+09,-1.561e+09,9.51e+08,2.32e+08,2.32e+08,1.183e+09,1.183e+09,-3.27e+08,8.56e+08,8.56e+08,-1.1e+07,8.45e+08,8.45e+08,7.122e+09,4.644e+09,2.478e+09,5.922e+09,1.25e+09,7.54e+08,1.5048e+10,5.014e+09,2.526e+09,1.1389e+10,6.865e+09,1.213e+09,2.346e+09,9.65e+08,1.8929e+10,3.3977e+10,7.33e+09,1.699e+09,1.461e+09,1.461e+09,6.47e+08,9.438e+09,6.982e+09,2.643e+09,9.96e+08,1.155e+09,9.625e+09,1.9063e+10,2.066e+09,2.21e+08,1.845e+09,-1.9003e+10,3.4141e+10,-2.421e+09,1.4783e+10,1.31e+08,1.4914e+10,3.3977e+10,8.56e+08,1.88e+08,5.41e+08,5e+07,2.62e+08,2.29e+08,1.28e+08,-8.5e+07,6.5e+07,1.48e+08,0,1.713e+09,-2.62e+08,-2.62e+08,6.2e+08,2.013e+09,-1.393e+09,-2.16e+08,1.42e+08,-6.4e+08,1.48e+08,8.98e+08,-2.2e+08,6e+06,-7.06e+08,1.149e+09,1.149e+09,2.5e+07,1.174e+09,1.139e+09,8.443e+09,1.332e+09,0.69947,0.181,0.16083,0.05666,0.02487,1.57633,1.59441,1.27819,0.24849,0.51556,0.51368,3.20561,9.01952,0.81269,0.39048,6,0.05712,0.05123,0.7574,1.15979,1.38906
"32","2018_Q1",55.0929508196721,"Up",5.449e+09,-1.681e+09,3.768e+09,-3.255e+09,-1.316e+09,-1.939e+09,5.13e+08,1.85e+08,1.85e+08,6.98e+08,6.98e+08,-3.027e+09,-2.329e+09,-2.329e+09,1e+06,-2.328e+09,-2.328e+09,6.812e+09,5.421e+09,1.391e+09,6.3e+09,1.166e+09,5.76e+08,1.4854e+10,5.001e+09,2.48e+09,1.1216e+10,6.863e+09,1.21e+09,1.61e+09,1.533e+09,1.8697e+10,3.3551e+10,8.493e+09,2.248e+09,9.87e+08,9.87e+08,8.3e+07,9.563e+09,6.975e+09,5.166e+09,3.548e+09,1.164e+09,1.2141e+10,2.1704e+10,2.119e+09,2.21e+08,1.898e+09,-1.9249e+10,3.116e+10,-2.289e+09,1.1741e+10,1.06e+08,1.1847e+10,3.3551e+10,-2.329e+09,1.97e+08,1.048e+09,5e+07,7.27e+08,2.71e+08,2.201e+09,1.08e+08,-3.6e+07,2.57e+08,1.872e+09,1.117e+09,-2.54e+08,-2.54e+08,1.113e+09,2.116e+09,-1.003e+09,1.6e+08,1.019e+09,-6.39e+08,-4.71e+08,-4.71e+08,-2.49e+08,7e+06,-1.352e+09,7.84e+08,7.84e+08,-7e+06,7.77e+08,7.1e+08,7.962e+09,5.684e+09,0.6915,0.09415,-0.42723,-0.19651,-0.06939,-2.44158,1.55328,1.83202,0.23731,-1.42385,-1.41778,3.33272,7.18104,3.47645,0.39083,5,-0.06763,0.22759,-0.27448,1.61972,2.24172
"33","2018_Q2",46.5425,"Down",5.193e+09,-1.584e+09,3.609e+09,-2.23e+09,-9.8e+08,-1.25e+09,1.379e+09,4e+08,4e+08,1.779e+09,1.779e+09,-2.84e+08,1.495e+09,1.495e+09,-9e+06,1.486e+09,1.486e+09,6.77e+09,5.342e+09,1.428e+09,5.683e+09,1.231e+09,9.65e+08,1.4649e+10,5.06e+09,2.252e+09,1.1122e+10,6.863e+09,1.116e+09,1.367e+09,1.776e+09,1.8434e+10,3.3083e+10,7.582e+09,1.725e+09,1.925e+09,1.925e+09,1.17e+08,9.624e+09,5.775e+09,4.778e+09,3.233e+09,1.098e+09,1.0553e+10,2.0177e+10,2.137e+09,2.21e+08,1.916e+09,-1.9433e+10,3.2323e+10,-2.234e+09,1.2793e+10,1.13e+08,1.2906e+10,3.3083e+10,1.495e+09,1.43e+08,1.21e+08,5.5e+07,1.6e+08,-9.4e+07,-5.84e+08,2.19e+08,-4e+06,-2.41e+08,-5.58e+08,1.175e+09,-2.39e+08,-2.39e+08,1.57e+08,4.42e+08,-2.85e+08,3.9e+07,-4.3e+07,-6.53e+08,-3.44e+08,-3.44e+08,-1.67e+08,-5.8e+07,-1.222e+09,-9e+07,-9e+07,1.1e+07,-7.9e+07,1.522e+09,7.7e+09,9.83e+08,0.69497,0.26555,0.28615,0.11514,0.04492,0.66151,1.52213,1.56338,0.23275,0.90998,0.9061,3.18004,7.83405,0.60196,0.39988,5,0.08427,0.03873,0.43943,0.61104,0.6744
"34","2018_Q3",51.5128571428571,"Up",5.704e+09,-1.625e+09,4.079e+09,-3.566e+09,-1.131e+09,-2.435e+09,5.13e+08,3999999.99999994,4000000.00000006,5.17e+08,5.17e+08,-1.35e+08,3.82e+08,3.82e+08,-9e+06,3.73e+08,3.73e+08,6.075e+09,4.999e+09,1.076e+09,5.559e+09,1.242e+09,9.98e+08,1.3874e+10,5.08e+09,2.117e+09,1.157e+10,6.683e+09,1.09e+09,1.517e+09,2.28e+09,1.8767e+10,3.2641e+10,8.074e+09,1.873e+09,1.716e+09,1.716e+09,8.8e+07,9.878e+09,5.671e+09,4.674e+09,3.107e+09,1.066e+09,1.0345e+10,2.0223e+10,2.187e+09,2.21e+08,1.966e+09,-1.958e+10,3.2044e+10,-2.334e+09,1.2317e+10,1.01e+08,1.2418e+10,3.2641e+10,3.82e+08,1.57e+08,58000000.0000001,5.1e+07,-1.97e+08,2.04e+08,4.6e+08,-1.07e+08,-1.18e+08,1.4e+08,5.45e+08,1.057e+09,-1.98e+08,-1.98e+08,4.76e+08,6.38e+08,-1.62e+08,-6.26e+08,-3.48e+08,-6.54e+08,-2.07e+08,-2.02e+08,-1.53e+08,-999999.999999985,-1.015e+09,-3.06e+08,-3.06e+08,-3.7e+07,-3.43e+08,6.7e+08,7.387e+09,1.067e+09,0.71511,0.08994,0.0653900000000002,0.03004,0.01143,2.86059,1.40454,1.62852,0.22631,0.22841,0.228,3.49296,7.54256,0.6534,0.40049,7,0.04195,0.04359,1.75335,1.95821,2.5575
"35","2018_Q4",46.9312698412698,"Down",5.691e+09,-1.648e+09,4.043e+09,-2.384e+09,-1.104e+09,-1.28e+09,1.659e+09,5.08e+08,5.08e+08,2.167e+09,2.167e+09,-2.55e+08,1.912e+09,1.912e+09,-1.1e+07,1.901e+09,1.901e+09,6.83e+09,5.408e+09,1.422e+09,5.871e+09,1.282e+09,8.86e+08,1.4869e+10,5.092e+09,2.017e+09,1.1756e+10,6.686e+09,1.107e+09,1.627e+09,2.336e+09,1.8865e+10,3.3734e+10,7.981e+09,1.773e+09,1.62e+09,1.62e+09,9.3e+07,9.694e+09,5.687e+09,4.603e+09,3.112e+09,1.005e+09,1.029e+10,1.9984e+10,2.25e+09,2.21e+08,2.029e+09,-1.9576e+10,3.3292e+10,-2.326e+09,1.364e+10,1.1e+08,1.375e+10,3.3734e+10,1.912e+09,1.65e+08,-4.53e+08,6.2e+07,-1.24e+08,-3.91e+08,-3.45e+08,-3.34e+08,-3e+07,-8.5e+07,1.04e+08,1.279e+09,-2.24e+08,-2.24e+08,-2.42e+08,3.73e+08,-6.15e+08,3.19e+08,-1.47e+08,-6.53e+08,-7.1e+07,-7.1e+07,0,4e+06,-7.2e+08,4.12e+08,4.12e+08,-3e+06,4.09e+08,1.824e+09,7.307e+09,1.51e+09,0.71042,0.29151,0.33404,0.13825,0.05635,0.79432,1.53384,1.45338,0.21661,1.16483,1.16198,3.48713,8.35784,0.92525,0.40012,7,0.09953,0.05885,0.3435,0.26151,0.28752
"36","2019_Q1",43.9147540983607,"Down",5.973e+09,-1.61e+09,4.363e+09,-2.8e+09,-1.336e+09,-1.367e+09,1.563e+09,-5.8e+07,-58000000.0000002,1.505e+09,1.505e+09,-3.47e+08,1.158e+09,1.158e+09,2e+06,1.16e+09,1.16e+09,8.884e+09,6.911e+09,1.973e+09,5.965e+09,1.195e+09,1.116e+09,1.716e+10,5.027e+09,1.775e+09,1.1024e+10,6.538e+09,1.091e+09,1.371e+09,2.024e+09,1.7826e+10,3.4986e+10,8.779e+09,1.892e+09,1.703e+09,1.703e+09,1.72e+08,1.0654e+10,5.646e+09,4.559e+09,3.043e+09,1.048e+09,1.0205e+10,2.0859e+10,2.302e+09,2.21e+08,2.081e+09,-1.9574e+10,3.4065e+10,-2.762e+09,1.4031e+10,9.6e+07,1.4127e+10,3.4986e+10,1.158e+09,1.72e+08,1.539e+09,5.3e+07,2.06e+08,1.28e+09,6.86e+08,-2.07e+08,-6.4e+07,1.27e+08,8.3e+08,3.555e+09,-2.9e+08,-2.9e+08,-3.17e+08,9.26e+08,-1.243e+09,1.517e+09,-1.462e+09,-6.53e+08,73999999.9999998,7.4e+07,-2.98023223876953e-08,1e+06,-5.78e+08,1.515e+09,1.515e+09,-1.2e+07,1.503e+09,1.735e+09,7.349e+09,2.478e+09,0.73045,0.26168,0.19421,0.08211,0.03316,2.13621,1.61066,1.47653,0.21006,0.70991,0.70905,3.65545,8.5869,1.51652,0.39963,9,0.06964,0.09518,0.56293,-0.88473,-0.98209
"37","2019_Q2",41.4150793650794,"Down",5.92e+09,-1.844e+09,4.076e+09,-2.357e+09,-1.006e+09,-1.351e+09,1.719e+09,2.6e+08,2.6e+08,1.979e+09,1.979e+09,-2.64e+08,1.715e+09,1.715e+09,-5e+06,1.71e+09,1.71e+09,8.764e+09,7.335e+09,1.429e+09,5.704e+09,1.283e+09,1.342e+09,1.7093e+10,4.985e+09,1.233e+09,1.1523e+10,6.536e+09,1.026e+09,1.38e+09,2.581e+09,1.7741e+10,3.4834e+10,8.357e+09,1.976e+09,3.81e+08,3.81e+08,1.03e+08,8.841e+09,5.635e+09,5.041e+09,3.084e+09,1.509e+09,1.0676e+10,1.9517e+10,2.324e+09,2.21e+08,2.103e+09,-1.9571e+10,3.5109e+10,-2.644e+09,1.5218e+10,9.9e+07,1.5317e+10,3.4834e+10,1.715e+09,1.7e+08,-1.81e+08,5.3e+07,2e+06,-2.36e+08,-3.14e+08,2.36e+08,3.5e+07,1.36e+08,-7.21e+08,1.39e+09,-2.04e+08,-2.04e+08,1.108e+09,1.35e+09,-2.42e+08,1.56e+08,1.06e+09,-6.69e+08,-1.323e+09,-7.3e+07,0,-3.7e+07,-2.029e+09,4.21e+08,4.21e+08,3e+06,4.24e+08,1.889e+09,6.016e+09,1.635e+09,0.68851,0.29037,0.28885,0.11164,0.04909,0.95614,1.93338,1.27421,0.1727,1.04651,1.04459,3.62301,9.31334,1.00061,0.40942,7,0.0902,0.06199,0.39123,-1.45474,-1.5986
"38","2019_Q3",42.16046875,"Up",6.273e+09,-1.992e+09,4.281e+09,-2.404e+09,-1.076e+09,-1.328e+09,1.877e+09,-1.01e+08,-1.01e+08,1.776e+09,1.776e+09,-3.37e+08,1.439e+09,1.439e+09,-7e+06,1.432e+09,1.432e+09,2.9357e+10,2.8404e+10,9.53e+08,5.667e+09,1.308e+09,1.384e+09,3.7716e+10,4.849e+09,9.94e+08,1.1604e+10,6.533e+09,9.95e+08,1.442e+09,2.634e+09,1.7447e+10,5.5163e+10,2.005e+09,2.005e+09,5.45e+08,5.45e+08,7.161e+09,9.711e+09,2.4433e+10,4.868e+09,2.971e+09,1.897e+09,2.9301e+10,3.9012e+10,2.371e+09,2.21e+08,2.15e+09,-1.9571e+10,3.587e+10,-2.621e+09,1.6049e+10,1.02e+08,1.6151e+10,5.5163e+10,1.439e+09,1.69e+08,-59999999.9999995,4.8e+07,-8.9e+07,-1.9e+07,5.35e+08,7.1e+07,-7e+06,2e+07,4.51e+08,2.083e+09,-1.91e+08,-1.91e+08,7.43e+08,9.38e+08,-1.95e+08,1.63e+08,7.15e+08,-6.71e+08,1.8941e+10,1.57e+08,0,-2000000.00000001,1.8268e+10,2.1066e+10,2.1066e+10,3e+06,2.1069e+10,2.046e+09,2.4978e+10,2.727e+09,0.68245,0.29922,0.22828,0.08866,0.02596,1.90433,3.88384,2.41545,0.4528,0.87531,0.87477,3.83435,9.8099,1.66687,0.41015,5,0.04572,0.05929,0.46858,-2.14027,-2.33298
"39","2019_Q4",51.8028125,"Up",6.007e+09,-1.75e+09,4.257e+09,-2.5e+09,-1.055e+09,-1.372e+09,1.757e+09,-4.08e+08,-4.08e+08,1.349e+09,1.349e+09,1.7e+07,1.366e+09,1.366e+09,-1.3e+07,1.353e+09,1.353e+09,3.2542e+10,3.0489e+10,2.053e+09,5.51e+09,1.192e+09,9.47e+08,4.0191e+10,4.83e+09,9.25e+08,1.1487e+10,6.513e+09,1.002e+09,1.624e+09,2.348e+09,1.7242e+10,5.7433e+10,1.888e+09,1.888e+09,5.69e+08,5.69e+08,8.032e+09,1.0489e+10,2.439e+10,4.8e+09,2.919e+09,1.881e+09,2.919e+10,3.9679e+10,2.427e+09,2.21e+08,2.206e+09,-1.9871e+10,3.6555e+10,-1.463e+09,1.7648e+10,1.06e+08,1.7754e+10,5.7433e+10,1.366e+09,1.71e+08,7.1e+07,5.6e+07,-4.49e+08,4.64e+08,9.48e+08,1.27e+08,-3.5e+07,-1.08e+08,9.64e+08,2.556e+09,-1.9e+08,-1.9e+08,-1.168e+09,3.7e+07,-1.205e+09,1.849e+09,4.91e+08,-6.71e+08,3.1e+07,3.1e+07,-3e+08,-1e+06,-9.41e+08,2.106e+09,2.106e+09,-2.1e+07,2.085e+09,1.928e+09,2.4959e+10,2.669e+09,0.70867,0.29249,0.22524,0.07621,0.02356,1.97265,3.83173,2.23493,0.43458,0.82904,0.82803,3.68076,10.81373,1.63542,0.41115,5,0.0426,0.05617,0.49593,-3.93309,-4.31588
"40","2020_Q1",55.6924193548387,"Up",7.945e+09,-2.492e+09,5.453e+09,-4.893e+09,-1.734e+09,-2.097e+09,5.6e+08,-6.89e+08,-6.89e+08,-1.29e+08,-1.29e+08,-9.31e+08,-1.06e+09,-1.06e+09,4e+06,-1.056e+09,-1.056e+09,1.5393e+10,1.2346e+10,3.047e+09,7.685e+09,4.293e+09,1.983e+09,2.9354e+10,6.252e+09,7.67e+08,9.3571e+10,2.2488e+10,6.3969e+10,5.1e+08,6.604e+09,1.0059e+11,1.29944e+11,2.445e+09,2.445e+09,3.346e+09,3.346e+09,1.2513e+10,1.8304e+10,4.3387e+10,1.6555e+10,6.454e+09,1.0101e+10,5.9942e+10,7.8246e+10,4.4001e+10,2.92e+08,4.3709e+10,-2.5357e+10,3.4474e+10,-1.52e+09,5.1598e+10,1e+08,5.1698e+10,1.29944e+11,-1.06e+09,1.236e+09,4e+06,2.84e+08,-3.88e+08,1.08e+08,2.001e+09,3.18e+08,4.7e+08,1.81e+08,1.032e+09,2.181e+09,-2.51e+08,-2.51e+08,-6.68e+08,1.651e+09,-2.319e+09,1.3517e+10,-1.2179e+10,-6.68e+08,4e+06,1.6e+07,-7e+09,-1.3e+07,-7.677e+09,-1.7675e+10,-1.7675e+10,6000000.00000001,-1.7669e+10,1.796e+09,4.6733e+10,4.477e+09,0.68634,0.07048,-0.13291,-0.02043,-0.00813000000000001,-4.23958,1.60369,1.51352,0.35964,-0.55057,-0.54433,4.14234,26.90198,2.3342,0.34828,2,-0.00337,0.03894,-0.63258,17.44989,55.96429
"41","2020_Q2",54.9366666666667,"Down",1.0781e+10,-3.662e+09,7.119e+09,-6.26e+09,-1.606e+09,-2.372e+09,8.59e+08,-1.163e+09,-1.163e+09,-3.04e+08,-3.04e+08,-4.62e+08,-7.66e+08,-7.66e+08,-9e+06,-7.75e+08,-7.75e+08,1.8322e+10,1.5817e+10,2.505e+09,8.29e+09,2.836e+09,2.405e+09,3.1853e+10,6.112e+09,6.51e+08,9.0669e+10,2.2452e+10,6.1666e+10,6.05e+08,5.946e+09,9.7432e+10,1.29285e+11,3.069e+09,3.069e+09,3.862e+09,3.862e+09,1.2301e+10,1.9232e+10,4.2844e+10,1.7232e+10,6.531e+09,1.0701e+10,6.0076e+10,7.9308e+10,4.3546e+10,2.92e+08,4.3254e+10,-2.4757e+10,3.2671e+10,-1.549e+09,4.9911e+10,6.6e+07,4.9977e+10,1.29285e+11,-7.66e+08,2.477e+09,9.47e+08,2.1e+08,-5.3e+07,7.9e+08,1.279e+09,-7.43e+08,1.448e+09,7.03e+08,-1.29e+08,3.937e+09,-1.86e+08,-1.86e+08,6.59e+08,1.394e+09,-7.35e+08,2.05e+08,6.1e+08,-1.017e+09,2.6e+07,2.6e+07,-8.1e+07,1.8e+07,-1.054e+09,3.493e+09,3.493e+09,-6.7e+07,3.426e+09,3.336e+09,4.6706e+10,4.891e+09,0.66033,0.07968,-0.07189,-0.01551,-0.00599,-6.31097,1.65625,1.58689,0.36126,-0.34322,-0.34322,4.77458,22.10407,2.16608,0.4504,2,0.00212,0.04294,-1.31226,8.50839,33.04307
"42","2020_Q3",55.701875,"Up",1.0129e+10,-2.699e+09,7.43e+09,-6.539e+09,-1.628e+09,-2.522e+09,8.91e+08,7.36e+08,7.36e+08,1.627e+09,1.627e+09,-1.707e+09,-8e+07,-8e+07,-5e+06,-85000000.0000002,-85000000.0000002,2.1658e+10,1.9934e+10,1.724e+09,7.855e+09,2.384e+09,2.446e+09,3.4343e+10,5.777e+09,5.23e+08,8.7433e+10,2.0578e+10,5.9171e+10,1.088e+09,6.596e+09,9.3733e+10,1.28076e+11,2.852e+09,2.852e+09,4.819e+09,4.819e+09,1.575e+10,2.3421e+10,4.1853e+10,1.3642e+10,6.157e+09,7.485e+09,5.5495e+10,7.8916e+10,4.4736e+10,2.92e+08,4.4444e+10,-2.5651e+10,3.1565e+10,-1.556e+09,4.9094e+10,6.6e+07,4.916e+10,1.28076e+11,-8e+07,2.558e+09,8.65e+08,2.13e+08,1.418e+09,-7.66e+08,1.15e+09,5.46e+08,6.42e+08,-2.23e+08,1.85e+08,4.493e+09,-1.31e+08,-1.31e+08,9.33e+08,2.155e+09,-1.222e+09,1.31e+08,5.56e+08,-1.021e+09,-48000000.0000005,-4.8e+07,9.5367431640625e-07,7.6e+07,-9.93e+08,4.056e+09,4.056e+09,6e+07,4.116e+09,3.449e+09,4.6672e+10,6.175e+09,0.73354,0.08797,-0.00839000000000002,-0.00173000000000001,-0.000659999999999998,-72.64706,1.46633,1.60529,0.36441,-0.03754,-0.0375400000000001,4.47394,21.68463,2.72747,0.45097,4,0.00855,0.05641,-12.01176,7.25254,28.07407
