"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2016_Q4",10.8425396825397,"Down",2.412e+09,-1.575e+09,8.37e+08,-6.8e+08,-2.9e+08,-2.25e+08,-1.65e+08,1.57e+08,-1.22e+08,-9.2e+07,-2.2e+07,-8e+06,3.5e+07,6.06e+08,6.41e+08,-1.9e+08,4.51e+08,4.78e+08,-9e+06,4.69e+08,4.69e+08,5.05e+08,5.05e+08,8.48e+08,8.48e+08,1.189e+09,1.54e+08,1.54e+08,2.696e+09,1.211e+09,1.2255e+10,4.469e+09,6.184e+09,5.7e+07,1.8336e+10,2.1032e+10,1.348e+09,7.32e+08,6.16e+08,9e+08,1.67e+08,1.67e+08,2.415e+09,7.255e+09,4.06e+09,3.878e+09,1.82e+08,1.1315e+10,1.373e+10,5999999.99999999,7.381e+09,-1.98e+08,7.189e+09,1.13e+08,7.302e+09,2.1032e+10,4.51e+08,2.25e+08,-4.08e+08,8.1e+07,3.49e+08,-5.2e+07,-5.2e+07,-5.2e+07,-1.3e+07,1.31e+08,-2.87e+08,-2.1e+07,-4.94e+08,-1.4e+07,-8e+06,3e+06,-5e+06,3.82e+08,8.155e+09,6.01e+08,0.34701,0.06509,0.19444,0.06423,0.0223,1.28145,1.11636,1.88031,0.38774,0.98529,0.97505,5.06723,15.10294,1.26261,0.02403,0.03079,20.02618,48.72611
"12","2017_Q1",10.5504838709677,"Down",3.162e+09,-2.086e+09,1.076e+09,-7.04e+08,-2.98e+08,-2.11e+08,-1.95e+08,3.72e+08,-1.32e+08,-8.6e+07,-4.7e+07,999999.999999985,2.4e+08,-5.19e+08,-2.79e+08,1.24e+08,-1.55e+08,3.3e+08,-1.1e+07,3.19e+08,3.19e+08,8.25e+08,8.25e+08,1.308e+09,1.308e+09,9.68e+08,6.8e+07,6.8e+07,3.169e+09,1.131e+09,1.0972e+10,4.307e+09,6.052e+09,3.2e+07,1.7186e+10,2.0355e+10,1.496e+09,7.9e+08,7.06e+08,8.76e+08,1.62e+08,1.62e+08,2.534e+09,7.166e+09,3.794e+09,3.636e+09,1.58e+08,1.096e+10,1.3494e+10,6e+06,7.032e+09,-2.66e+08,6.772e+09,8.9e+07,6.861e+09,2.0355e+10,-1.55e+08,2.11e+08,3.13e+08,5.4e+07,4.23e+08,-5.6e+07,-5.6e+07,-5.6e+07,-2.2e+07,2.306e+09,-1.3e+08,3.42e+08,1.6e+07,2.745e+09,3.47e+08,-2.7e+07,3.2e+08,5.83e+08,8.042e+09,4.57e+08,0.34029,0.11765,0.10089,0.04649,0.01567,1.4326,1.25059,1.96677,0.39509,0.67017,0.6632,6.64286,14.22689,0.96008,0.01706,0.02444,12.37907,19.40054
"13","2017_Q2",12.4253968253968,"Up",2.327e+09,-1.505e+09,8.22e+08,-6.09e+08,-2.5e+08,-2.08e+08,-1.51e+08,2.13e+08,-1.16e+08,-9e+07,-2.7e+07,1e+06,9.7e+07,1.75e+08,2.72e+08,-8.4e+07,1.88e+08,5.19e+08,-1.2e+07,5.07e+08,5.07e+08,8.21e+08,8.21e+08,9.69e+08,9.69e+08,1.05e+09,8e+07,8e+07,2.92e+09,1.124e+09,1.0841e+10,4.164e+09,6.075e+09,3.5e+07,1.7838e+10,2.0758e+10,1.328e+09,7.27e+08,6.01e+08,9.17e+08,1.8e+08,1.8e+08,2.425e+09,7.013e+09,4.073e+09,3.911e+09,1.62e+08,1.1086e+10,1.3511e+10,6e+06,7.399e+09,-2.43e+08,7.162e+09,8.5e+07,7.247e+09,2.0758e+10,1.88e+08,2.08e+08,-6.2e+07,9.2e+07,4.26e+08,-3e+07,-3e+07,-3e+07,-1e+06,-5.2e+07,-2.05e+08,-3e+07,-3.87e+08,-1.3e+07,-1.3e+07,9000000.00000001,-4e+06,4.21e+08,7.93e+09,5.67e+08,0.35324,0.09153,0.21788,0.06996,0.02442,1.11834,1.20412,1.86436,0.38202,1.06513,1.05405,4.88866,15.04622,1.19118,0.02634,0.02945,16.88599,33.37559
"14","2017_Q3",12.5974603174603,"Up",2.352e+09,-1.494e+09,8.58e+08,-6.04e+08,-2.48e+08,-2.06e+08,-1.5e+08,2.54e+08,-1.05e+08,-8.9e+07,-9e+06,-7e+06,1.49e+08,1.01e+08,2.5e+08,-7.6e+07,1.74e+08,1.84e+08,-9e+06,1.75e+08,1.75e+08,9.05e+08,9.05e+08,8.91e+08,8.91e+08,1.096e+09,8.6e+07,8.6e+07,2.978e+09,1.116e+09,1.0829e+10,4.049e+09,6.103e+09,3.1e+07,1.7995e+10,2.0973e+10,1.317e+09,7.14e+08,6.03e+08,9.61e+08,1.92e+08,1.92e+08,2.47e+09,6.935e+09,4.069e+09,3.92e+09,1.49e+08,1.1004e+10,1.3474e+10,1.7e+07,7.574e+09,-1.85e+08,7.406e+09,9.3e+07,7.499e+09,2.0973e+10,1.74e+08,2.06e+08,-5.1e+07,2.8e+07,3.57e+08,-4.4e+07,-4.4e+07,-4.4e+07,-2.8e+07,-1.69e+08,-9.3e+07,-10999999.9999999,-1.04e+08,8.4e+07,8.4e+07,0,8.4e+07,4.6e+08,7.896e+09,5.2e+08,0.3648,0.10799,0.0744,0.02334,0.00834,2.97143,1.20567,1.79677,0.37648,0.38717,0.38462,5.20354,16.38496,1.15044,0.00899,0.02672,15.19783,27.52362
"15","2017_Q4",13.0128571428571,"Up",2.381e+09,-1.554e+09,8.27e+08,-6.19e+08,-2.79e+08,-1.8e+08,-1.6e+08,2.08e+08,-1.67e+08,-8.8e+07,-8.6e+07,7e+06,4.1e+07,4e+06,4.5e+07,3.3e+07,7.8e+07,3.08e+08,-1.2e+07,2.96e+08,2.96e+08,8.95e+08,8.95e+08,9.45e+08,9.45e+08,1.197e+09,8.1e+07,8.1e+07,3.118e+09,1.117e+09,1.0663e+10,3.937e+09,6.123e+09,3e+07,1.8329e+10,2.1447e+10,1.474e+09,8.33e+08,6.41e+08,1.011e+09,1.61e+08,1.61e+08,2.646e+09,7.05e+09,4.192e+09,4.015e+09,1.77e+08,1.1242e+10,1.3888e+10,5999999.99999994,7.605e+09,-1.57e+08,7.454e+09,1.05e+08,7.559e+09,2.1447e+10,7.8e+07,1.8e+08,6.4e+07,-2.5e+07,2.97e+08,-5.2e+07,-5.2e+07,-5.2e+07,-7e+06,-8.1e+07,7e+07,1e+06,-2.29e+08,-1.3e+07,-1.3e+07,4e+06,-9e+06,3.88e+08,8.061e+09,2.78e+08,0.34733,0.08736,0.12432,0.03916,0.0138,0.93919,1.17838,1.83728,0.37586,0.65924,0.65487,5.3029,16.60134,0.61915,0.01494,0.01403,18.46907,34.45192
"16","2018_Q1",14.7473770491803,"Up",3.344e+09,-2.236e+09,1.108e+09,-7.4e+08,-4.11e+08,-1.31e+08,-1.98e+08,3.68e+08,-1.6e+08,-8.8e+07,-7.8e+07,6e+06,2.08e+08,2.75e+08,4.83e+08,1.112e+09,1.595e+09,1.476e+09,-1.3e+07,1.463e+09,1.463e+09,9.03e+08,9.03e+08,1.726e+09,1.726e+09,1.411e+09,1.25e+08,1.25e+08,4.165e+09,1.341e+09,1.6253e+10,5.177e+09,7.082e+09,3.59e+08,1.9957e+10,2.4122e+10,2.276e+09,1.151e+09,1.125e+09,9.96e+08,1.69e+08,1.69e+08,3.441e+09,7.553e+09,3.045e+09,2.5e+09,2.42e+08,1.0598e+10,1.4039e+10,1.049e+09,9.068e+09,-1.33e+08,9.984e+09,9.9e+07,1.0083e+10,2.4122e+10,1.595e+09,1.31e+08,-1.301e+09,-1.5e+07,4.1e+08,-1.29e+08,-1.29e+08,-7.8e+07,3.4e+07,-8.9e+07,6.6e+07,-6.9e+07,-3.16e+08,5000000.00000006,5e+06,0,4999999.99999997,4.99e+08,8.549e+09,-7.57e+08,0.33134,0.11005,0.4375,0.1451,0.06065,-0.51743,1.2104,1.39234,0.35441,3.42623,3.40233,7.83138,23.38173,-1.77283,0.06749,-0.03492,15.32265,20.77717
"17","2018_Q2",12.42265625,"Down",3.23e+09,-2.093e+09,1.137e+09,-8.43e+08,-4.52e+08,-1.63e+08,-2.28e+08,2.94e+08,-1.01e+08,-9.8e+07,-1.4e+07,1.1e+07,1.93e+08,9.9e+07,2.92e+08,-3.6e+07,2.56e+08,3.97e+08,-1.3e+07,3.84e+08,3.84e+08,1.055e+09,1.055e+09,1.273e+09,1.273e+09,1.51e+09,4.65e+08,4.65e+08,4.303e+09,1.357e+09,1.2444e+10,5.097e+09,7.094e+09,4.9e+07,1.4412e+10,1.8715e+10,1.96e+09,9.92e+08,9.68e+08,1.85e+09,1.27e+08,1.27e+08,3.937e+09,6.388e+09,2.422e+09,2.09e+09,3.32e+08,8.81e+09,1.2747e+10,5e+06,5.853e+09,3e+06,5.861e+09,1.07e+08,5.968e+09,1.8715e+10,2.56e+08,1.63e+08,-6.6e+07,-6.5e+07,2.88e+08,-4.7e+07,-4.7e+07,-4.7e+07,-2e+07,-8.9e+07,6.72e+08,-5.16e+08,-6.1e+07,1.38e+08,1.38e+08,1.3e+07,1.51e+08,4.57e+08,8.238e+09,3.81e+08,0.35201,0.09102,0.11889,0.06434,0.02052,0.99219,1.09296,2.13589,0.44018,0.80672,0.79834,6.78571,12.31303,0.80042,0.02309,0.02291,15.71772,24.43197
"18","2018_Q3",11.7960317460317,"Down",3.233e+09,-2.05e+09,1.183e+09,-8.25e+08,-4.28e+08,-1.59e+08,-2.38e+08,3.58e+08,-1.34e+08,-9.6e+07,-4.6e+07,8e+06,2.24e+08,2e+07,2.44e+08,-46000000.0000001,1.98e+08,1.98e+08,-1.1e+07,1.87e+08,1.87e+08,6.57e+08,6.57e+08,1.103e+09,1.103e+09,1.51e+09,2e+08,2e+08,3.47e+09,1.303e+09,1.2411e+10,5.054e+09,7.052e+09,1.26e+08,1.4359e+10,1.7829e+10,1.851e+09,9.25e+08,9.26e+08,1.442e+09,1.66e+08,1.66e+08,3.459e+09,6.253e+09,2.316e+09,2.091e+09,2.25e+08,8.569e+09,1.2028e+10,5e+06,5.784e+09,-1.02e+08,5.687e+09,1.14e+08,5.801e+09,1.7829e+10,1.98e+08,1.59e+08,76000000.0000001,-1e+07,4.23e+08,-5.1e+07,-5.1e+07,-5.1e+07,-3.8e+07,-1.17e+08,-5.51e+08,1.32e+08,-6.95e+08,-3.89e+08,-3.89e+08,-9e+06,-3.98e+08,5.17e+08,7.695e+09,5.02e+08,0.36591,0.11073,0.05784,0.03224,0.01049,2.68449,1.00318,2.07344,0.4316,0.39957,0.39703,6.90812,12.15171,1.07265,0.01183,0.03175,13.61315,19.65922
"19","2018_Q4",11.7974603174603,"Up",3.231e+09,-2.109e+09,1.122e+09,-8.85e+08,-4.77e+08,-1.67e+08,-2.41e+08,2.37e+08,-1.25e+08,-9.4e+07,-2.9e+07,-2e+06,1.12e+08,-2.7e+07,8.5e+07,-3e+06,8.2e+07,8.2e+07,-1e+07,7.2e+07,7.2e+07,5.32e+08,5.32e+08,1.186e+09,1.186e+09,1.727e+09,1.98e+08,1.98e+08,3.643e+09,1.3e+09,1.2354e+10,5.027e+09,7.009e+09,1.4e+08,1.403e+10,1.7673e+10,2.121e+09,1.166e+09,9.55e+08,1.472e+09,1.75e+08,1.75e+08,3.768e+09,5.885e+09,2.263e+09,2.008e+09,2.55e+08,8.148e+09,1.1916e+10,5e+06,5.747e+09,-1.16e+08,5.636e+09,1.21e+08,5.757e+09,1.7673e+10,8.2e+07,1.67e+08,-1e+06,3.7e+07,2.85e+08,-1.94e+08,-1.94e+08,-7.4e+07,5.8e+07,1.22e+08,-3.94e+08,-3e+06,-5.27e+08,-1.2e+08,-1.2e+08,-6e+06,-1.26e+08,4.04e+08,7.357e+09,2.5e+08,0.34726,0.07335,0.02228,0.01251,0.00407,3.47222,0.96683,2.06983,0.41628,0.15755,0.15618,7.07002,12.3326,0.54705,0.00468,0.01626,16.89356,28.79747
"20","2019_Q1",10.823606557377,"Down",4.376e+09,-2.957e+09,1.419e+09,-9.51e+08,-5.4e+08,-1.48e+08,-2.63e+08,4.68e+08,-1.58e+08,-9.3e+07,-7.3e+07,8e+06,3.1e+08,-4.8e+07,2.62e+08,2.5e+07,2.87e+08,2.87e+08,-1.4e+07,2.73e+08,2.73e+08,6.53e+08,6.53e+08,1.835e+09,1.835e+09,1.474e+09,2.24e+08,2.24e+08,4.186e+09,1.322e+09,1.2237e+10,4.953e+09,7.017e+09,2.67e+08,1.3655e+10,1.7841e+10,2.386e+09,1.204e+09,1.182e+09,1.41e+09,1.55e+08,1.55e+08,3.951e+09,5.963e+09,2.183e+09,1.925e+09,2.58e+08,8.146e+09,1.2097e+10,4e+06,5.675e+09,-5.5e+07,5.624e+09,1.2e+08,5.744e+09,1.7841e+10,2.87e+08,1.48e+08,4.5e+07,-2.03e+08,2.77e+08,-1.23e+08,-1.23e+08,-1.03e+08,37838165.0863996,1.31e+08,9.9e+07,-2.5e+07,-2.91e+08,1.17e+08,1.17e+08,4e+06,1.21e+08,6.16e+08,7.373e+09,2.65e+08,0.32427,0.10695,0.06239,0.04753,0.0153,0.9707,1.05948,2.10602,0.41326,0.61074,0.61074,9.78971,12.58166,0.59284,0.01784,0.01732,10.90909,14.35897
"21","2019_Q2",7.99904761904762,"Down",3.085e+09,-2.023e+09,1.062e+09,-7.74e+08,-4.25e+08,-1.53e+08,-1.96e+08,2.88e+08,-1.49e+08,-9.6e+07,-4.5e+07,-8e+06,1.39e+08,-8.1e+07,5.8e+07,8e+06,6.6e+07,6.6e+07,-1.1e+07,5.5e+07,5.5e+07,5.08e+08,5.08e+08,1.464e+09,1.464e+09,1.562e+09,1.84e+08,1.84e+08,3.718e+09,1.304e+09,1.2672e+10,5.001e+09,7.013e+09,6.58e+08,1.4079e+10,1.7797e+10,1.908e+09,9.38e+08,9.7e+08,1.488e+09,2.6e+08,2.6e+08,3.656e+09,5.955e+09,2.624e+09,1.887e+09,7.37e+08,8.579e+09,1.2235e+10,4e+06,5.533e+09,-8.4e+07,5.453e+09,1.09e+08,5.562e+09,1.7797e+10,6.6e+07,1.53e+08,1.19e+08,-1.82e+08,1.56e+08,-1.13e+08,-1.13e+08,-6.1e+07,-1e+07,-1.66e+08,1.13e+08,-3.4e+07,-1.31e+08,-1.41e+08,-1.41e+08,-4e+06,-1.45e+08,4.41e+08,7.443e+09,1.38e+08,0.34425,0.09335,0.01783,0.00988999999999998,0.00309,2.50909,1.01696,2.19975,0.41822,0.12702,0.12673,7.12471,12.59353,0.31871,0.00352,0.00883,15.72562,24.07986
"22","2019_Q3",6.59125,"Down",3.111e+09,-1.996e+09,1.115e+09,-7.79e+08,-4.24e+08,-1.58e+08,-1.97e+08,3.36e+08,-1.23e+08,-9.3e+07,-2.3e+07,-7e+06,2.13e+08,-1.13e+08,1e+08,3e+07,1.3e+08,1.3e+08,-1.2e+07,1.18e+08,1.18e+08,5.19e+08,5.19e+08,1.295e+09,1.295e+09,1.516e+09,2.03e+08,2.03e+08,3.533e+09,1.339e+09,1.275e+10,4.964e+09,7.021e+09,7.65e+08,1.4188e+10,1.7721e+10,1.81e+09,8.61e+08,9.49e+08,1.175e+09,1.87e+08,1.87e+08,3.172e+09,6.283e+09,2.625e+09,1.9e+09,7.25e+08,8.908e+09,1.208e+10,4e+06,5.583e+09,-6.4e+07,5.523e+09,1.18e+08,5.641e+09,1.7721e+10,1.3e+08,1.58e+08,1.68e+08,-1.9e+07,4.37e+08,-1.78e+08,-1.78e+08,-1.06e+08,1e+07,-2.01e+08,-1.16e+08,-2.7e+07,-2.29e+08,7e+06,7e+06,5e+06,1.2e+07,4.94e+08,7.458e+09,2.67e+08,0.35841,0.108,0.03793,0.02092,0.00666,2.26271,1.11381,2.14146,0.42086,0.27506,0.2757,7.25175,12.87413,0.62238,0.0075,0.01698,14.04656,20.65179
"23","2019_Q4",5.0565625,"Down",3.089e+09,-2.026e+09,1.063e+09,-7.7e+08,-4.24e+08,-1.46e+08,-2e+08,2.93e+08,-1.32e+08,-9.3e+07,-3.6e+07,-3e+06,1.61e+08,-1.066e+09,-9.05e+08,1.5e+08,-7.55e+08,-7.55e+08,-1.5e+07,-7.7e+08,-7.7e+08,6.05e+08,6.05e+08,1.26e+09,1.26e+09,1.674e+09,2.9e+08,2.9e+08,3.829e+09,1.321e+09,1.1728e+10,4.324e+09,6.559e+09,8.45e+08,1.315e+10,1.6979e+10,1.94e+09,1.013e+09,9.27e+08,1.202e+09,2.09e+08,2.09e+08,3.351e+09,6.338e+09,2.521e+09,1.757e+09,7.64e+08,8.859e+09,1.221e+10,4e+06,4.734e+09,-9.5e+07,4.643e+09,1.26e+08,4.769e+09,1.6979e+10,-7.55e+08,1.46e+08,9.76e+08,-5e+07,3.17e+08,-8.6e+07,-8.6e+07,-8.2e+07,-87654417.5607257,-1.19e+08,3.9e+07,-5.1e+07,-1.08e+08,9e+07,9e+07,-4e+06,8.6e+07,4.39e+08,7.54e+09,1.53e+08,0.34412,0.09485,-0.24927,-0.16146,-0.04535,-0.1987,1.14264,2.56029,0.44408,-1.85096,-1.83771,7.42548,11.16106,0.36779,-0.05192,0.01032,15.79727,23.66894
"24","2020_Q1",4.00983870967742,"Down",4.173e+09,-2.854e+09,1.319e+09,-8.85e+08,-4.85e+08,-1.49e+08,-2.51e+08,4.34e+08,-1.5e+08,-9.2e+07,-5.6e+07,-2e+06,2.84e+08,-1.59e+08,1.25e+08,2.9e+07,1.54e+08,1.54e+08,-1.3e+07,1.41e+08,1.41e+08,6.73e+08,6.73e+08,1.854e+09,1.854e+09,1.413e+09,6.36e+08,6.36e+08,4.576e+09,1.351e+09,1.1378e+10,4.123e+09,6.576e+09,6.79e+08,1.2729e+10,1.7305e+10,2.264e+09,1.091e+09,1.173e+09,1.557e+09,1.8e+08,1.8e+08,4.001e+09,5.855e+09,2.477e+09,1.716e+09,7.61e+08,8.332e+09,1.2333e+10,4e+06,4.891e+09,-5.5e+07,4.84e+09,1.32e+08,4.972e+09,1.7305e+10,1.54e+08,1.49e+08,1.57e+08,-8.6e+07,3.74e+08,-8.2e+07,-8.2e+07,-7.6e+07,-1.41e+08,-1.14e+08,-2.49e+08,5.6e+07,-1.93e+08,6.7e+07,6.7e+07,1e+06,6.8e+07,5.83e+08,7.412e+09,3.86e+08,0.31608,0.104,0.0337899999999999,0.02836,0.00815,2.73759,1.14371,2.48049,0.42832,0.337319999999999,0.33976,9.98325,11.57895,0.92344,0.00949,0.02597,11.55918,15.52765
"25","2020_Q2",4.38174603174603,"Up",2.92e+09,-1.933e+09,9.87e+08,-7.56e+08,-4.21e+08,-1.42e+08,-1.93e+08,2.31e+08,-1.2e+08,-9.7e+07,-3.6e+07,1.3e+07,1.11e+08,-1.38e+08,-2.7e+07,1.8e+07,-9e+06,-9e+06,-1.1e+07,-2e+07,-2e+07,5.55e+08,5.55e+08,1.44e+09,1.44e+09,1.433e+09,3.2e+08,3.2e+08,3.748e+09,1.317e+09,1.1373e+10,4.054e+09,6.563e+09,7.56e+08,1.2762e+10,1.651e+10,1.751e+09,8.44e+08,9.07e+08,8.88e+08,1.74e+08,1.74e+08,2.813e+09,6.157e+09,2.439e+09,1.723e+09,7.16e+08,8.596e+09,1.1409e+10,1.3e+07,4.871e+09,8.8e+07,4.972e+09,1.29e+08,5.101e+09,1.651e+10,-9e+06,1.42e+08,1.46e+08,-1.07e+08,1.72e+08,-4.6e+07,-4.6e+07,-4.5e+07,-2.8e+07,-7.4e+07,-1.99e+08,-1.1e+07,-2.1e+08,-1.12e+08,-1.12e+08,-6e+06,-1.18e+08,3.73e+08,7.045e+09,2.02e+08,0.33801,0.07911,-0.00685,-0.00392000000000003,-0.00121,-10.1,1.33239,2.23662,0.42671,-0.04808,-0.04796,7.01923,11.95192,0.48558,-0.00137000000000001,0.01385,17.39946,28.09524
"26","2020_Q3",5.72359375,"Up",3.422e+09,-2.217e+09,1.205e+09,-8e+08,-4.47e+08,-1.44e+08,-2.09e+08,4.05e+08,-1.35e+08,-9.5e+07,-2.8e+07,-1.2e+07,2.7e+08,23000000.0000001,2.93e+08,-5.9e+07,2.34e+08,2.34e+08,-1.4e+07,2.2e+08,2.2e+08,9.48e+08,9.48e+08,1.324e+09,1.324e+09,1.304e+09,6.18e+08,6.18e+08,4.194e+09,1.292e+09,1.114e+10,3.998e+09,6.574e+09,5.68e+08,1.2503e+10,1.6697e+10,2.082e+09,9.36e+08,1.146e+09,1.452e+09,2.16e+08,2.16e+08,3.75e+09,5.189e+09,2.472e+09,1.746e+09,7.26e+08,7.661e+09,1.1411e+10,2.9e+07,5.091e+09,3.7e+07,5.157e+09,1.29e+08,5.286e+09,1.6697e+10,2.34e+08,1.44e+08,6.5e+07,5.83e+08,1.026e+09,-7.2e+07,-7.2e+07,-6.3e+07,-2e+07,-9.2e+07,-5.25e+08,-1.9e+07,-5.44e+08,3.9e+08,3.9e+08,3e+06,3.93e+08,5.49e+08,6.641e+09,1.119e+09,0.35213,0.11835,0.06429,0.04162,0.01318,5.08636,1.1184,2.15872,0.39774,0.52885,0.52506,8.22596,12.39663,2.6899,0.01528,0.07771,10.36976,14.05679
"27","2020_Q4",7.35171875,"Up",3.383e+09,-2.178e+09,1.205e+09,-7.99e+08,-4.55e+08,-1.41e+08,-2.03e+08,4.06e+08,-1.96e+08,-9.8e+07,-3.2e+07,-6.6e+07,2.1e+08,2.12e+08,4.22e+08,-7e+07,3.52e+08,3.52e+08,-1.4e+07,3.38e+08,3.38e+08,1.044e+09,1.044e+09,1.142e+09,1.142e+09,1.481e+09,7.02e+08,7.02e+08,4.369e+09,1.282e+09,1.1141e+10,3.967e+09,6.601e+09,5.73e+08,1.2423e+10,1.6792e+10,2.248e+09,1.147e+09,1.101e+09,1.682e+09,2.26e+08,2.26e+08,4.156e+09,5.184e+09,3.745e+09,1.744e+09,2.001e+09,8.929e+09,1.3085e+10,3.1e+07,3.531e+09,1.6e+07,3.578e+09,1.29e+08,3.707e+09,1.6792e+10,3.52e+08,1.41e+08,-9.5e+07,2.59e+08,6.57e+08,-8.8e+07,-8.8e+07,-5.7e+07,4.8e+07,1.41e+08,-7.8e+07,-6e+06,-7.1e+08,8.8e+07,8.8e+07,8e+06,9.6e+07,5.47e+08,6.866e+09,7.88e+08,0.35619,0.12001,0.09991,0.09118,0.02013,2.33136,1.05125,3.52981,0.40889,0.80668,0.79717,8.07399,8.53938,1.88067,0.06733,0.05504,10.64351,14.3399
"28","2021_Q1",10.7886885245902,"Up",4.452e+09,-2.963e+09,1.489e+09,-9.59e+08,-5.62e+08,-1.35e+08,-2.62e+08,5.3e+08,-1.84e+08,-1.18e+08,-6e+07,-6000000.00000001,3.46e+08,1.7e+07,3.63e+08,3.22e+08,6.85e+08,6.85e+08,-1.9e+07,6.66e+08,6.66e+08,8.06e+08,8.06e+08,1.64e+09,1.64e+09,1.301e+09,8.18e+08,8.18e+08,4.565e+09,1.3e+09,1.1134e+10,3.947e+09,6.638e+09,5.49e+08,1.2434e+10,1.6999e+10,2.723e+09,1.305e+09,1.418e+09,1.75e+09,2.31e+08,2.31e+08,4.704e+09,5.186e+09,3.376e+09,1.359e+09,2.017e+09,8.562e+09,1.3266e+10,4e+06,3.522e+09,7.2e+07,3.598e+09,1.35e+08,3.733e+09,1.6999e+10,6.85e+08,1.35e+08,-3.11e+08,90999999.9999999,6e+08,-1.07e+08,-1.07e+08,-9.2e+07,-1.19e+08,-1.36e+08,-45999999.9999999,2.4e+07,-7.17e+08,-2.53e+08,-2.53e+08,1.5e+07,-2.38e+08,6.65e+08,6.936e+09,3.27e+08,0.33446,0.11905,0.1496,0.17841,0.03918,0.49099,0.97045,3.55371,0.40802,1.61259,1.57075,10.77966,8.71186,0.79177,0.09192,0.02328,9.21805,11.56604
"29","2021_Q2",11.2377777777778,"Up",3.337e+09,-2.195e+09,1.142e+09,-7.69e+08,-4.35e+08,-1.28e+08,-2.06e+08,3.73e+08,-1.36e+08,-1.17e+08,-3.2e+07,1.3e+07,2.37e+08,4.1e+07,2.78e+08,-5.4e+07,2.24e+08,2.24e+08,-1.8e+07,2.06e+08,2.06e+08,7.39e+08,7.39e+08,1.245e+09,1.245e+09,1.374e+09,7.77e+08,7.77e+08,4.135e+09,1.222e+09,1.1214e+10,3.999e+09,6.601e+09,6.14e+08,1.2436e+10,1.6571e+10,2.217e+09,1.129e+09,1.088e+09,1.767e+09,2.36e+08,2.36e+08,4.22e+09,5.263e+09,3.324e+09,1.349e+09,1.975e+09,8.587e+09,1.2807e+10,4e+06,3.68e+09,-4.8e+07,3.636e+09,1.28e+08,3.764e+09,1.6571e+10,2.24e+08,1.28e+08,1.5e+07,-2.14e+08,1.53e+08,-6.3e+07,-6.3e+07,-7e+06,-1e+06,-1.8e+08,7.1e+07,-4e+07,-2.3e+07,-5e+07,-5e+07,-1.7e+07,-6.7e+07,5.01e+08,7.03e+09,2.78e+08,0.34222,0.11178,0.06173,0.05473,0.01243,1.34951,0.97986,3.4025,0.42424,0.50122,0.48815,8.11922,8.84672,0.6764,0.01551,0.01969,12.55689,16.86595
