"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",36.3204838709677,"Down",9.77e+08,-7.74e+08,-7.74e+08,2.03e+08,-1.63e+08,-7.5e+07,-8.8e+07,4e+07,-2.8e+07,-1.8e+07,-1.8e+07,-5e+06,-5e+06,1.2e+07,8e+06,2e+07,3e+06,2.3e+07,2.3e+07,2.3e+07,2.3e+07,9.88e+08,4.46e+08,5.42e+08,5.42e+08,5.42e+08,8.2e+07,2.64e+08,6.3e+07,2.4e+07,4.9e+07,1.876e+09,4.109e+09,2.98e+08,1.453e+09,3.78e+08,1.34e+08,2.16e+08,7.25e+08,5.86e+09,7.736e+09,6.06e+08,1.13e+08,4.93e+08,4e+06,6.13e+08,1.219e+09,9.99e+08,9.99e+08,2.218e+09,2.831e+09,3.362e+09,1.589e+09,-5.5e+07,4.895e+09,1e+07,4.905e+09,7.736e+09,2.3e+07,2.3e+07,8.8e+07,2.4e+07,1.35e+08,-5.3e+07,-4e+07,-2.4e+07,-6.6e+07,0,-3.3e+07,6e+06,-2.7e+07,4.2e+07,4.2e+07,0,4.2e+07,1.28e+08,1.223e+09,0.20778,0.04094,0.02354,0.00469,0.00297,3.06036,0.57717,0.15809,0.13923,0.13876,5.91439,29.63249,0.00323,1.83594,5.875
"12","2013_Q1",40.1675,"Up",1e+09,-7.93e+08,-7.93e+08,2.07e+08,-1.68e+08,-7.8e+07,-9e+07,3.9e+07,-3.8e+07,-1.7e+07,-1.7e+07,-1.6e+07,-5e+06,1000000.00000001,3e+06,4e+06,1.1e+07,1.5e+07,1.5e+07,1.6e+07,1.6e+07,9.27e+08,4.13e+08,5.14e+08,5.31e+08,5.31e+08,8e+07,2.2e+08,8.3e+07,1.2e+07,7.2e+07,1.758e+09,4.139e+09,2.83e+08,1.45e+09,3.88e+08,1.33e+08,1.83e+08,7.46e+08,5.872e+09,7.63e+09,6.13e+08,1.38e+08,4.75e+08,4e+06,6.18e+08,1.229e+09,9.62e+08,9.62e+08,2.191e+09,2.809e+09,3.265e+09,1.614e+09,-6.7e+07,4.811e+09,1e+07,4.821e+09,7.63e+09,1.5e+07,1.5e+07,9e+07,9e+07,1.33e+08,-9.1e+07,2.9e+07,4.5e+07,-7e+07,1e+07,-1.03e+08,-1e+06,-9.4e+07,-3.1e+07,-3.1e+07,-2e+06,-3.3e+07,1.29e+08,1.233e+09,0.207,0.039,0.016,0.00332,0.0021,2.84466,0.58266,0.1616,0.09792,0.0977,6.11975,29.4421,0.00228,2.37209,7.84615
"13","2013_Q2",40.26953125,"Up",9.75e+08,-7.86e+08,-7.86e+08,1.89e+08,-1.72e+08,-8.4e+07,-8.8e+07,1.7e+07,-1.6e+07,-1.7e+07,-1.7e+07,-1e+06,2e+06,1e+06,2e+06,3e+06,5e+06,8e+06,8e+06,8e+06,8e+06,7.87e+08,3.3e+08,4.57e+08,5.72e+08,5.72e+08,7.7e+07,2.6e+08,7.6e+07,2.6e+07,9.4e+07,1.696e+09,4.148e+09,3.32e+08,1.546e+09,4.99e+08,1.44e+08,1.37e+08,7.66e+08,6.026e+09,7.722e+09,5.69e+08,1.19e+08,4.5e+08,1.4e+07,5.83e+08,1.228e+09,1.097e+09,1.097e+09,2.325e+09,2.908e+09,3.242e+09,1.613e+09,-5e+07,4.804e+09,1e+07,4.814e+09,7.722e+09,8e+06,8e+06,8.8e+07,-6.9e+07,2.7e+07,-4.3e+07,4.6e+07,-2.1e+07,-1.03e+08,1.1e+07,-2.7e+07,-2e+06,-1.8e+07,-9.4e+07,-9.4e+07,1.1e+07,-8.3e+07,1.05e+08,1.242e+09,0.19385,0.01744,0.00821,0.00166,0.00104,2.90909,0.60407,0.16084,0.0494,0.04922,6.02106,29.66686,0.00112,4.33333,26.76471
"14","2013_Q3",42.98421875,"Up",1.092e+09,-8.24e+08,-8.24e+08,2.68e+08,-1.6e+08,-7.5e+07,-8.5e+07,1.08e+08,-3.7e+07,-1.6e+07,-1.6e+07,-5e+06,-1.6e+07,7.1e+07,9.6e+07,1.67e+08,-5.5e+07,1.12e+08,1.12e+08,1.12e+08,1.12e+08,8.05e+08,7.18e+08,8.7e+07,6.06e+08,6.06e+08,7.4e+07,3.54e+08,8.5e+07,2.2e+07,1.51e+08,1.839e+09,3.942e+09,3.48e+08,1.578e+09,5.12e+08,1.33e+08,1.7e+08,7.63e+08,5.868e+09,7.707e+09,6.16e+08,1.1e+08,5.06e+08,1.4e+07,6.34e+08,1.265e+09,1.094e+09,1.094e+09,2.359e+09,2.993e+09,3.054e+09,1.725e+09,-7.4e+07,4.704e+09,1e+07,4.714e+09,7.707e+09,1.12e+08,1.12e+08,8.5e+07,-6.2e+07,1.35e+08,-4.9e+07,3.87e+08,7.7e+07,4.15e+08,4.1e+07,-1.96e+08,-2e+06,-1.57e+08,3.93e+08,3.93e+08,-5e+06,3.88e+08,1.93e+08,1.279e+09,0.24542,0.0989,0.10256,0.02376,0.01453,2.90063,0.63492,0.16595,0.70097,0.69946,6.83442,29.44057,0.0158,2.45596,4.38889
"15","2013_Q4",46.1621875,"Up",1.026e+09,-8.15e+08,-8.15e+08,2.11e+08,-1.58e+08,-7.7e+07,-8.1e+07,5.3e+07,3e+06,-1.5e+07,-1.5e+07,1.6e+07,2e+06,5.6e+07,3.8e+07,9.4e+07,-3.9e+07,5.5e+07,5.5e+07,5.5e+07,5.5e+07,8.12e+08,7.74e+08,3.8e+07,2.9e+08,2.9e+08,7.1e+07,5.83e+08,1.13e+08,1.9e+07,4.34e+08,1.756e+09,3.827e+09,4.73e+08,1.813e+09,5.29e+08,1.33e+08,1.42e+08,1.009e+09,6.113e+09,7.869e+09,6.56e+08,1.17e+08,5.39e+08,2.3e+07,6.79e+08,1.283e+09,1.154e+09,1.154e+09,2.437e+09,3.116e+09,3.032e+09,1.789e+09,-7.7e+07,4.743e+09,1e+07,4.753e+09,7.869e+09,5.5e+07,5.5e+07,8.1e+07,5.8e+07,1.94e+08,-5.8e+07,4e+06,-8.6e+07,-1.34e+08,3.2e+07,-2.9e+07,-1e+06,2e+06,6.2e+07,6.2e+07,-6e+06,5.6e+07,1.34e+08,1.306e+09,0.20565,0.05166,0.05361,0.01157,0.00699,2.58616,0.65559,0.16597,0.35187,0.35058,6.56394,30.34381,0.00763,3.68657,9.32075
"16","2014_Q1",49.9114754098361,"Up",1.091e+09,-8.58e+08,-8.58e+08,2.33e+08,-1.78e+08,-8.7e+07,-9.1e+07,5.5e+07,1e+06,-1.7e+07,-1.7e+07,-1.1e+07,2.9e+07,5.6e+07,999999.999999993,5.7e+07,-2.7e+07,3e+07,3e+07,3.2e+07,3.2e+07,4.84e+08,4.54e+08,3e+07,2.73e+08,2.73e+08,7.7e+07,3.29e+08,1.22e+08,1.2e+07,1.84e+08,1.163e+09,4.671e+09,3.29e+08,2.014e+09,5.91e+08,1.47e+08,1.98e+08,1.078e+09,7.014e+09,8.177e+09,6.77e+08,1.33e+08,5.44e+08,1.94e+08,8.71e+08,1.289e+09,1.24e+09,1.24e+09,2.529e+09,3.4e+09,3.017e+09,1.821e+09,-6.8e+07,4.769e+09,8e+06,4.777e+09,8.177e+09,3e+07,3e+07,9.1e+07,-6.9e+07,1e+08,-8.2e+07,3e+06,4.89e+08,-3.25e+08,-6.7e+07,-2.3e+07,-1e+06,-9.1e+07,-3.16e+08,-3.16e+08,-4e+06,-3.2e+08,1.46e+08,1.483e+09,0.21357,0.05041,0.02933,0.0067,0.00391,1.33525,0.71174,0.18136,0.20492,0.20355,6.98642,30.53919,0.00427,6.84247,18.16364
"17","2014_Q2",56.5065079365079,"Up",1.074e+09,-8.39e+08,-8.39e+08,2.35e+08,-1.82e+08,-8.7e+07,-9.5e+07,5.3e+07,-3.8e+07,-1.9e+07,-1.9e+07,-7e+06,-1.2e+07,1.5e+07,6.5e+07,8e+07,-2.4e+07,5.6e+07,5.6e+07,5.6e+07,5.6e+07,7.95e+08,7.65e+08,3e+07,3.23e+08,3.23e+08,7.5e+07,2.69e+08,1.22e+08,2.7e+07,1e+08,1.462e+09,4.378e+09,3.22e+08,2.014e+09,5.95e+08,1.47e+08,1.81e+08,1.091e+09,6.714e+09,8.176e+09,6.63e+08,1.31e+08,5.32e+08,1.94e+08,8.57e+08,1.293e+09,1.251e+09,1.251e+09,2.544e+09,3.401e+09,2.961e+09,1.877e+09,-7e+07,4.767e+09,8e+06,4.775e+09,8.176e+09,5.6e+07,5.6e+07,9.5e+07,-1.02e+08,4.9e+07,-4.1e+07,-1e+07,3.8e+08,3.29e+08,-236710609.10492,-5.9e+07,-7e+06,-6.6e+07,3.12e+08,3.12e+08,-1e+06,3.11e+08,1.48e+08,1.487e+09,0.21881,0.04935,0.05214,0.01173,0.00685,1.70595,0.71225,0.18187,0.36025,0.35785,6.90901,30.66599,0.00745,4.67568,13.0566
"18","2014_Q3",59.7078125,"Up",1.158e+09,-8.8e+08,-8.8e+08,2.78e+08,-1.63e+08,-8e+07,-8.3e+07,1.15e+08,4e+06,-1.8e+07,-1.8e+07,2.3e+07,-1000000.00000001,1.19e+08,2e+06,1.21e+08,-4.6e+07,7.5e+07,7.5e+07,7.4e+07,7.4e+07,5.83e+08,5.53e+08,3e+07,3.16e+08,3.16e+08,1.7e+07,4.38e+08,1.09e+08,2.4e+07,1.03e+08,1.354e+09,4.366e+09,3.19e+08,1.974e+09,5.87e+08,1.36e+08,1.73e+08,1.078e+09,6.659e+09,8.013e+09,6.43e+08,1.24e+08,5.19e+08,5e+06,6.79e+08,1.298e+09,1.257e+09,1.257e+09,2.555e+09,3.234e+09,2.882e+09,1.951e+09,-6.1e+07,4.771e+09,8e+06,4.779e+09,8.013e+09,7.5e+07,7.5e+07,8.3e+07,4.6e+07,2.04e+08,-7e+07,-9e+06,-4.9e+07,-1.28e+08,-1.77e+08,-9e+07,-4e+06,-2.71e+08,-1.95e+08,-1.95e+08,-5e+06,-2e+08,1.98e+08,1.303e+09,0.24007,0.09931,0.0639,0.01548,0.00923,1.99411,0.67671,0.16261,0.47981,0.47674,7.50843,30.93498,0.01008,3.63636,6.26087
"19","2014_Q4",57.49421875,"Down",1.104e+09,-8.64e+08,-8.64e+08,2.4e+08,-1.68e+08,-7.7e+07,-9.1e+07,7.2e+07,-9e+06,-1.7e+07,-1.7e+07,6e+06,2e+06,6.3e+07,0,6.3e+07,-3e+07,3.3e+07,3.3e+07,3.2e+07,3.2e+07,2.93e+08,2.63e+08,3e+07,3.09e+08,3.09e+08,1.8e+07,4.93e+08,1.09e+08,4.6e+07,9.5e+07,1.113e+09,4.64e+09,3.41e+08,1.975e+09,5.69e+08,1.35e+08,1.93e+08,1.078e+09,6.956e+09,8.069e+09,6.42e+08,1.07e+08,5.35e+08,1.35e+08,8.15e+08,1.292e+09,1.271e+09,1.271e+09,2.563e+09,3.378e+09,2.81e+09,1.983e+09,-1.09e+08,4.683e+09,8e+06,4.691e+09,8.069e+09,3.3e+07,3.3e+07,9.1e+07,-1.5e+07,1.09e+08,-5.7e+07,-2e+06,-1e+06,-4.51e+08,1.27e+08,-7.9e+07,2e+06,5e+07,-2.92e+08,-2.92e+08,2e+06,-2.9e+08,1.63e+08,1.427e+09,0.21739,0.06522,0.02899,0.00682,0.00397,1.36564,0.7201,0.17685,0.20936,0.20797,7.22281,30.63805,0.00433,6.95706,15.75
"20","2015_Q1",57.292131147541,"Down",1.079e+09,-8.5e+08,-8.5e+08,2.29e+08,-1.9e+08,-1.05e+08,-8.5e+07,3.9e+07,-2e+07,-1.7e+07,-1.7e+07,3e+06,-6e+06,1.9e+07,2.42e+08,2.61e+08,-7.9e+07,1.82e+08,1.82e+08,1.82e+08,1.82e+08,8.15e+08,6.85e+08,1.3e+08,2.74e+08,2.74e+08,1.7e+07,6.03e+08,1.08e+08,4.7e+07,3.59e+08,1.709e+09,4.186e+09,3.34e+08,1.914e+09,5.52e+08,1.33e+08,1.96e+08,1.033e+09,6.434e+09,8.143e+09,7.18e+08,1.3e+08,5.88e+08,9e+06,7.3e+08,1.381e+09,1.401e+09,1.401e+09,2.782e+09,3.512e+09,2.623e+09,2.165e+09,-1.6e+08,4.627e+09,4e+06,4.631e+09,8.143e+09,1.82e+08,1.82e+08,8.5e+07,-1.98e+08,1.11e+08,-8.5e+07,-8e+07,9.45e+08,6.23e+08,-1e+08,-2.15e+08,-5e+06,-3.2e+08,4.14e+08,4.14e+08,-4e+06,4.1e+08,1.24e+08,1.39e+09,0.21223,0.03614,0.16867,0.0393,0.02235,2.3411,0.75837,0.1707,1.21316,1.19878,7.19232,30.84234,0.02452,4.6371,14.74359
"21","2015_Q2",56.9768253968254,"Down",1.054e+09,-8.22e+08,-8.22e+08,2.32e+08,-1.73e+08,-9.4e+07,-7.9e+07,5.9e+07,-4.1e+07,-1.7e+07,-1.7e+07,-6e+06,-1.8e+07,1.8e+07,1.6e+07,3.4e+07,-1.2e+07,2.2e+07,2.2e+07,2.2e+07,2.2e+07,6.43e+08,5.63e+08,8e+07,3.62e+08,3.62e+08,1.6e+07,5.53e+08,1.39e+08,3.5e+07,3.41e+08,1.574e+09,4.1e+09,3.42e+08,1.893e+09,5.32e+08,1.32e+08,1.86e+08,1.043e+09,6.335e+09,7.909e+09,6.9e+08,1.4e+08,5.5e+08,9000000.00000001,6.99e+08,1.37e+09,1.414e+09,1.414e+09,2.784e+09,3.483e+09,2.456e+09,2.187e+09,-2.13e+08,4.422e+09,4e+06,4.426e+09,7.909e+09,2.2e+07,2.2e+07,7.9e+07,-8.6e+07,1.5e+07,-6.1e+07,1.8e+07,8.4e+07,4.1e+07,0,-1.87e+08,-6e+06,-1.93e+08,-1.37e+08,-1.37e+08,1.5e+07,-1.22e+08,1.38e+08,1.379e+09,0.22011,0.05598,0.02087,0.00497,0.00278,2.25179,0.78694,0.17436,0.14937,0.14801,7.15618,30.02337,0.00305,5.33333,12.47458
"22","2015_Q3",52.26015625,"Down",1.112e+09,-8.49e+08,-8.49e+08,2.63e+08,-1.49e+08,-7.3e+07,-7.6e+07,1.14e+08,-3.6e+07,-1.7e+07,-1.7e+07,-2.3e+07,4e+06,7.8e+07,2e+06,8e+07,-4e+07,4e+07,4e+07,4e+07,4e+07,7.24e+08,6.44e+08,8e+07,3.43e+08,3.43e+08,1.5e+07,4.01e+08,1.18e+08,4.8e+07,2.04e+08,1.483e+09,4.093e+09,3.31e+08,1.935e+09,5.46e+08,1.32e+08,1.98e+08,1.059e+09,6.359e+09,7.842e+09,7e+08,1.33e+08,5.67e+08,7.2e+07,7.72e+08,1.319e+09,1.423e+09,1.423e+09,2.742e+09,3.514e+09,2.298e+09,2.227e+09,-2.01e+08,4.324e+09,4e+06,4.328e+09,7.842e+09,4e+07,4e+07,7.6e+07,5.3e+07,1.69e+08,-6.1e+07,5000000.00000001,1.26e+08,7e+07,1e+07,-1.57e+08,-4e+06,-1.51e+08,8.8e+07,8.8e+07,-7e+06,80999999.9999999,1.9e+08,1.391e+09,0.23651,0.10252,0.03597,0.00924,0.0051,1.92098,0.81192,0.17738,0.27725,0.27491,7.70756,29.97077,0.0056,3.51053,5.85088
"23","2015_Q4",48.66640625,"Down",1.053e+09,-8.33e+08,-8.33e+08,2.2e+08,-1.32e+08,-5.4e+07,-7.8e+07,8.8e+07,-2.3e+07,-1.7e+07,-1.7e+07,-1.7e+07,1.1e+07,6.5e+07,-2e+07,4.5e+07,-2e+07,2.5e+07,2.5e+07,2.5e+07,2.5e+07,6.34e+08,5.69e+08,6.5e+07,3.25e+08,3.25e+08,1.3e+07,3.15e+08,1.09e+08,8.4e+07,9.7e+07,1.287e+09,4.032e+09,3.23e+08,2.03e+09,5.41e+08,1.3e+08,2.33e+08,1.126e+09,6.385e+09,7.672e+09,7.25e+08,1.31e+08,5.94e+08,3.18e+08,1.043e+09,1.059e+09,1.436e+09,1.436e+09,2.495e+09,3.538e+09,2.104e+09,2.252e+09,-2.26e+08,4.13e+09,4e+06,4.134e+09,7.672e+09,2.5e+07,2.5e+07,7.8e+07,1.09e+08,2.12e+08,-6.3e+07,-5.1e+07,2.7e+07,-8.7e+07,-3e+06,-1.95e+08,8e+06,-1.9e+08,-6.5e+07,-6.5e+07,-1e+07,-7.5e+07,1.66e+08,1.377e+09,0.20893,0.08357,0.02374,0.00605,0.00326,1.23394,0.85583,0.17948,0.17621,0.17482,7.42196,29.10987,0.0036,4.4759,8.44318
"24","2016_Q1",42.5101639344262,"Down",1.109e+09,-8.73e+08,-8.73e+08,2.36e+08,-1.74e+08,-8.7e+07,-8.7e+07,6.2e+07,-3.7e+07,-1.7e+07,-1.7e+07,-1.8e+07,-2e+06,2.5e+07,1e+07,3.5e+07,2e+06,3.7e+07,3.7e+07,3.7e+07,3.7e+07,5.03e+08,4.57e+08,4.6e+07,2.98e+08,2.98e+08,1.2e+07,3.11e+08,1.52e+08,6.3e+07,9.6e+07,1.124e+09,4.031e+09,3.27e+08,2.109e+09,5.47e+08,1.29e+08,3.01e+08,1.132e+09,6.467e+09,7.591e+09,7.79e+08,1.41e+08,6.38e+08,3.28e+08,1.107e+09,1.042e+09,1.447e+09,1.447e+09,2.489e+09,3.596e+09,1.932e+09,2.289e+09,-2.3e+08,3.991e+09,4e+06,3.995e+09,7.591e+09,3.7e+07,3.7e+07,8.7e+07,3.5e+07,1.06e+08,-8.4e+07,1.9e+07,-3000000.00000001,-3.5e+07,0,-1.76e+08,-5e+06,-1.81e+08,-1.1e+08,-1.1e+08,-2e+06,-1.12e+08,1.49e+08,1.37e+09,0.2128,0.05591,0.03336,0.00926,0.00487,1.01536,0.90013,0.18048,0.26846,0.26648,8.04649,28.95722,0.00543,5.81879,13.98387
"25","2016_Q2",46.78484375,"Up",1.089e+09,-8.52e+08,-8.52e+08,2.37e+08,-1.69e+08,-8.8e+07,-8.1e+07,6.8e+07,-1.9e+07,-1.7e+07,-1.7e+07,2e+06,-4e+06,4.9e+07,1e+06,5e+07,-1.6e+07,3.4e+07,3.4e+07,3.4e+07,3.4e+07,8.26e+08,7.71e+08,5.5e+07,3.28e+08,3.28e+08,1.6e+07,2.92e+08,1.6e+08,5.9e+07,7.3e+07,1.462e+09,4.023e+09,3.32e+08,2.082e+09,5.46e+08,1.29e+08,3.05e+08,1.102e+09,6.437e+09,7.899e+09,7.47e+08,1.35e+08,6.12e+08,2.65e+08,1.012e+09,1.441e+09,1.446e+09,1.446e+09,2.887e+09,3.899e+09,1.883e+09,2.323e+09,-2.1e+08,3.996e+09,4e+06,4e+09,7.899e+09,3.4e+07,3.4e+07,8.1e+07,-6.4e+07,5.1e+07,-3.8e+07,-2e+06,2.8e+07,-1.2e+07,3.31e+08,-6.3e+07,-4e+06,2.64e+08,3.03e+08,3.03e+08,1.1e+07,3.14e+08,1.49e+08,1.706e+09,0.21763,0.06244,0.03122,0.0085,0.0043,1.44466,0.97475,0.21598,0.25161,0.25014,8.05897,29.57177,0.00475,5.90604,12.94118
"26","2016_Q3",50.499375,"Up",1.165e+09,-9.02e+08,-9.02e+08,2.63e+08,-1.61e+08,-7.5e+07,-8.6e+07,1.02e+08,0,-2e+07,-2e+07,1.9e+07,1e+06,1.02e+08,-1.4e+07,8.8e+07,-2.1e+07,6.7e+07,6.7e+07,6.7e+07,6.7e+07,6.91e+08,6.42e+08,4.9e+07,3.3e+08,3.3e+08,1.6e+07,3.1e+08,1.88e+08,4.5e+07,7.7e+07,1.347e+09,3.959e+09,3.08e+08,2.092e+09,5.41e+08,1.28e+08,2.98e+08,1.125e+09,6.359e+09,7.706e+09,8.05e+08,1.44e+08,6.61e+08,1.9e+07,8.24e+08,1.455e+09,1.419e+09,1.419e+09,2.874e+09,3.698e+09,1.821e+09,2.39e+09,-2.07e+08,4.004e+09,4e+06,4.008e+09,7.706e+09,6.7e+07,6.7e+07,8.6e+07,3.5e+07,1.88e+08,-4.7e+07,8e+06,2.66e+08,-1.1e+07,-2.4e+08,-6.8e+07,-3e+06,-3.11e+08,-1.34e+08,-1.34e+08,5e+06,-1.29e+08,1.88e+08,1.474e+09,0.22575,0.08755,0.05751,0.01672,0.00869,1.63471,0.92265,0.19128,0.50003,0.49668,8.69461,29.88258,0.00971,4.16489,7.67647
"27","2016_Q4",51.7960317460317,"Up",1.088e+09,-8.58e+08,-8.58e+08,2.3e+08,-1.61e+08,-7.4e+07,-8.7e+07,6.9e+07,9e+06,-2e+07,-2e+07,2.5e+07,4e+06,7.8e+07,1.2e+07,9e+07,-2.8e+07,6.2e+07,6.2e+07,6.2e+07,6.2e+07,5.9e+08,5.44e+08,4.6e+07,3.18e+08,3.18e+08,1.6e+07,2.95e+08,1.8e+08,4.9e+07,6.6e+07,1.219e+09,3.971e+09,3.06e+08,2.151e+09,5.91e+08,1.27e+08,3.18e+08,1.115e+09,6.428e+09,7.647e+09,8.13e+08,1.27e+08,6.86e+08,1.9e+07,8.32e+08,1.447e+09,1.451e+09,1.451e+09,2.898e+09,3.73e+09,1.688e+09,2.452e+09,-2.27e+08,3.913e+09,4e+06,3.917e+09,7.647e+09,6.2e+07,6.2e+07,8.7e+07,-3.7e+07,1.12e+08,-5.5e+07,2e+06,7.5e+07,-7.1e+07,-6e+06,-1.37e+08,5e+06,-1.38e+08,-9.7e+07,-9.7e+07,-1e+06,-9.8e+07,1.56e+08,1.466e+09,0.2114,0.06342,0.05699,0.01583,0.00811,1.46514,0.95226,0.19171,0.46999,0.46594,8.24758,29.66249,0.00907,5.61538,12.69565
"28","2017_Q1",52.796935483871,"Up",9.23e+08,-7.44e+08,-7.44e+08,1.79e+08,-1.5e+08,-7.8e+07,-7.2e+07,2.9e+07,1.3e+07,-1.9e+07,-1.9e+07,2.1e+07,1.1e+07,4.2e+07,1.2e+07,5.4e+07,-1.1e+07,4.3e+07,4.3e+07,4.3e+07,4.3e+07,5.38e+08,4.82e+08,5.6e+07,3.04e+08,3.04e+08,2.8e+07,2.69e+08,1.53e+08,4e+07,7.6e+07,1.139e+09,4.27e+09,1.86e+08,2.154e+09,5.99e+08,1.25e+08,3.13e+08,1.117e+09,6.61e+09,7.749e+09,8.05e+08,1.62e+08,6.43e+08,1.19e+08,9.24e+08,1.445e+09,1.472e+09,1.472e+09,2.917e+09,3.841e+09,1.687e+09,2.493e+09,-2.77e+08,3.903e+09,5e+06,3.908e+09,7.749e+09,4.3e+07,4.3e+07,7.2e+07,1.29e+08,2.08e+08,-7.1e+07,-1.5e+07,-1.63e+08,-3.75e+08,9.7e+07,-4000000.00000003,-4e+06,8.9e+07,-7.8e+07,-7.8e+07,-3e+06,-8.1e+07,1.01e+08,1.564e+09,0.19393,0.03142,0.04659,0.011,0.00555,1.23268,0.98286,0.20183,0.32904,0.32607,7.06279,29.86573,0.00619,10.15842,35.37931
"29","2017_Q2",55.4695238095238,"Up",1.126e+09,-8.85e+08,-8.85e+08,2.41e+08,-1.86e+08,-9.9e+07,-8.7e+07,5.5e+07,1.9e+07,-2.1e+07,-2.1e+07,-3e+06,4.3e+07,7.4e+07,1.5e+07,8.9e+07,-3.4e+07,5.5e+07,5.5e+07,5.5e+07,5.5e+07,4.26e+08,3.74e+08,5.2e+07,3.67e+08,3.67e+08,1.6e+07,2.39e+08,1.57e+08,1.8e+07,6.4e+07,1.048e+09,4.472e+09,1.69e+08,2.074e+09,6.58e+08,1.47e+08,3.03e+08,9.66e+08,6.715e+09,7.763e+09,8.1e+08,1.55e+08,6.55e+08,2.99e+08,1.109e+09,1.445e+09,1.48e+09,1.48e+09,2.925e+09,4.034e+09,1.353e+09,2.563e+09,-2.02e+08,3.714e+09,1.5e+07,3.729e+09,7.763e+09,5.5e+07,5.5e+07,8.7e+07,1.99e+08,3.41e+08,-5e+07,8e+06,-9e+06,-2.96e+08,1.86e+08,-3.48e+08,-4e+06,-1.66e+08,-1.21e+08,-1.21e+08,1e+06,-1.2e+08,1.42e+08,1.744e+09,0.21403,0.04885,0.04885,0.01475,0.00708,0.945,1.08179,0.22466,0.4239,0.41986,8.67845,28.62502,0.00791,9.28169,23.96364
"30","2017_Q3",56.6428571428571,"Up",1.149e+09,-8.72e+08,-8.72e+08,2.77e+08,-1.76e+08,-9e+07,-8.6e+07,1.01e+08,-1.4e+07,-2e+07,-2e+07,1e+06,5e+06,8.7e+07,6.9e+07,1.56e+08,-5.3e+07,1.03e+08,1.03e+08,1.03e+08,1.03e+08,4.51e+08,4e+08,5.1e+07,3.68e+08,3.68e+08,1.5e+07,5.29e+08,1.53e+08,3.6e+07,3.4e+08,1.363e+09,4.239e+09,1.81e+08,2.118e+09,6.71e+08,1.45e+08,2.9e+08,1.012e+09,6.538e+09,7.901e+09,8.32e+08,1.59e+08,6.73e+08,2.41e+08,1.073e+09,1.446e+09,1.53e+09,1.53e+09,2.976e+09,4.049e+09,1.359e+09,2.65e+09,-1.72e+08,3.837e+09,1.5e+07,3.852e+09,7.901e+09,1.03e+08,1.03e+08,8.6e+07,-2e+07,1.69e+08,-8.3e+07,-7e+06,2.74e+08,1.86e+08,-51999999.9999999,-5.96046447753906e-08,-1e+06,-5.3e+07,3.02e+08,3.02e+08,1e+06,3.03e+08,1.87e+08,1.687e+09,0.24108,0.0879,0.08964,0.02674,0.01304,1.27027,1.05114,0.21352,0.82069,0.81227,9.15507,30.57266,0.01457,6.60963,12.23762
