"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","prepaid_pension_costs","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",21.7737096774194,"Down",8.326e+09,-5.206e+09,3.12e+09,-2.282e+09,-2.215e+09,-6.7e+07,8.38e+08,-7.37e+08,1.01e+08,1.01e+08,7.6e+07,1.77e+08,6.59e+08,-7e+06,6.52e+08,6.52e+08,3.873e+09,3.873e+09,6.429e+09,8.141e+09,8.141e+09,1.8443e+10,1.4049e+10,6.5287e+10,2.5196e+10,3.7531e+10,1.074e+09,3.3e+07,1.453e+09,7.9336e+10,9.7779e+10,9.427e+09,5.499e+09,3.928e+09,2.183e+09,4.235e+09,4.235e+09,1.5845e+10,2.7323e+10,1.7933e+10,7.858e+09,4.107e+09,3.751e+09,6.749e+09,3.326e+09,4.5256e+10,6.1101e+10,3.1381e+10,-7.192e+09,1.8921e+10,-6.559e+09,3.6551e+10,1.27e+08,3.6678e+10,9.7779e+10,6.59e+08,3.56e+08,1.132e+09,-1.18e+09,9.67e+08,-4.89e+08,-4.85e+08,-5.17e+08,-7.84e+08,3e+06,-1.298e+09,-8.16e+08,-8.16e+08,4.6e+07,-7.7e+08,1.194e+09,2.9506e+10,-5.51e+08,0.37473,0.10065,0.07831,0.01778,0.00667,-0.84509,1.16396,1.66588,0.30176,0.3667,0.36445,4.68279,20.55737,-0.3099,0.29078,5,0.0139,-0.00655,0.79294,21.46817,30.58831
"12","2013_Q1",23.2263333333333,"Up",9.495e+09,-5.945e+09,3.55e+09,-2.591e+09,-2.575e+09,-1.6e+07,9.59e+08,-2.95e+08,6.64e+08,6.64e+08,-6.4e+07,6e+08,5.82e+08,-9e+06,5.73e+08,5.73e+08,4.475e+09,4.475e+09,3.741e+09,6.864e+09,6.864e+09,1.508e+10,1.001e+10,5.0387e+10,2.2552e+10,2.574e+10,5.93e+08,1.8e+07,1.484e+09,6.0397e+10,7.5477e+10,8.164e+09,4.642e+09,3.522e+09,3.851e+09,2.855e+09,2.855e+09,1.487e+10,1.5574e+10,1.2617e+10,3.336e+09,2.885e+09,4.51e+08,6.235e+09,3.046e+09,2.8191e+10,4.3061e+10,3.1548e+10,-7.157e+09,1.0551e+10,-2.666e+09,3.2276e+10,1.4e+08,3.2416e+10,7.5477e+10,5.82e+08,2.8e+08,-6.3e+08,1.516e+09,1.748e+09,-2.48e+08,-5.58e+08,-5.16e+08,-1.39e+08,3.1e+07,-6.24e+08,5.66e+08,5.66e+08,3.6e+07,6.02e+08,1.239e+09,1.9425e+10,2.571e+09,0.37388,0.101,0.06035,0.01768,0.00759,4.48691,1.01412,1.32839,0.25736,0.32191,0.31869,5.33427,18.13258,1.44438,0.28989,7,0.01689,0.03989,0.90052,12.06618,15.58916
"13","2013_Q2",25.4359375,"Up",8.744e+09,-5.502e+09,3.242e+09,-2.408e+09,-2.332e+09,-7.6e+07,8.34e+08,-2.79e+08,5.55e+08,5.55e+08,-1.3e+07,5.42e+08,5.42e+08,-6e+06,5.36e+08,5.36e+08,2.759e+09,2.759e+09,3.849e+09,7.142e+09,7.142e+09,1.375e+10,9.845e+09,4.9703e+10,2.223e+10,2.5552e+10,5.45e+08,3e+07,1.346e+09,5.9548e+10,7.3298e+10,7.69e+09,4.378e+09,3.312e+09,3.531e+09,2.626e+09,2.626e+09,1.3847e+10,1.497e+10,1.2463e+10,3.185e+09,2.729e+09,4.56e+08,6.293e+09,2.985e+09,2.7433e+10,4.128e+10,3.1426e+10,-6.954e+09,1.0756e+10,-3.354e+09,3.1874e+10,1.44e+08,3.2018e+10,7.3298e+10,5.42e+08,2.66e+08,3e+06,-1.196e+09,-3.85e+08,-2.35e+08,-2.98e+08,-2.32e+08,-8.12e+08,5.1e+07,-9.93e+08,-1.676e+09,-1.676e+09,-4e+07,-1.716e+09,1.1e+09,1.8501e+10,-3.18e+08,0.37077,0.09538,0.0613,0.01674,0.00731,-0.59328,0.99299,1.28927,0.25241,0.30045,0.29811,4.90135,17.86659,-0.17825,0.13004,5,0.01219,-0.00505,0.43284,14.31091,18.8753
"14","2013_Q3",26.05,"Up",8.595e+09,-5.364e+09,3.231e+09,-2.366e+09,-2.269e+09,-9.7e+07,8.65e+08,-2.35e+08,6.3e+08,6.3e+08,-2.8e+07,6.02e+08,6.02e+08,-1e+06,6.01e+08,6.01e+08,2.476e+09,2.476e+09,3.937e+09,6.847e+09,6.847e+09,1.326e+10,9.703e+09,4.886e+10,2.1869e+10,2.5181e+10,4.78e+08,2.7e+07,1.305e+09,5.8563e+10,7.1823e+10,7.401e+09,4.316e+09,3.085e+09,3.075e+09,2.657e+09,2.657e+09,1.3133e+10,1.4986e+10,1.2155e+10,3.178e+09,2.72e+09,4.58e+08,6.084e+09,2.893e+09,2.7141e+10,4.0274e+10,3.1472e+10,-7e+09,1.1117e+10,-4.182e+09,3.1407e+10,1.42e+08,3.1549e+10,7.1823e+10,6.02e+08,2.66e+08,52999999.9999999,-1.18e+08,8.03e+08,-3.33e+08,-2.84e+08,-2.32e+08,-4.4e+08,2.9e+07,-7.35e+08,-2.16e+08,-2.16e+08,-6.7e+07,-2.83e+08,1.131e+09,1.8061e+10,7.08e+08,0.37592,0.10064,0.06992,0.01905,0.00837,1.17804,1.00967,1.27655,0.25147,0.33613,0.33333,4.80705,17.56544,0.39597,0.12975,5,0.01349,0.01146,0.38602,13.77984,18.01734
"15","2013_Q4",28.03265625,"Up",8.472e+09,-5.328e+09,3.144e+09,-1.882e+09,-1.784e+09,-9.8e+07,1.262e+09,-2.18e+08,1.044e+09,1.044e+09,-2.6e+07,1.018e+09,1.018e+09,-6e+06,1.012e+09,1.012e+09,3.692e+09,3.692e+09,4.161e+09,7.083e+09,7.083e+09,1.4936e+10,1.0085e+10,4.9838e+10,2.2111e+10,2.5679e+10,5.27e+08,2.9e+07,1.492e+09,5.9923e+10,7.4859e+10,7.803e+09,4.533e+09,3.27e+09,4.83e+09,2.636e+09,2.636e+09,1.5269e+10,1.5089e+10,1.2009e+10,3.277e+09,2.807e+09,4.7e+08,6.218e+09,2.514e+09,2.7098e+10,4.2367e+10,3.1505e+10,-7.722e+09,1.1878e+10,-3.318e+09,3.2343e+10,1.49e+08,3.2492e+10,7.4859e+10,1.018e+09,2.76e+08,-4.59e+08,-5.5e+07,7.8e+08,-4.6e+08,-4.33e+08,-2.32e+08,1.762e+09,1.8e+07,8.47e+08,1.194e+09,1.194e+09,2.2e+07,1.216e+09,1.538e+09,1.9919e+10,1.049e+09,0.3711,0.14896,0.11945,0.03115,0.01352,1.03656,0.97819,1.30392,0.26609,0.56886,0.5641,4.76223,18.18044,0.58966,0.13041,5,0.01931,0.01628,0.22925,10.55072,12.85816
"16","2014_Q1",28.9440983606557,"Up",9.488e+09,-5.995e+09,3.493e+09,-2.483e+09,-2.294e+09,-1.89e+08,1.01e+09,-8.47e+08,1.63e+08,1.63e+08,7e+06,1.7e+08,1.773e+09,-7e+06,1.766e+09,1.766e+09,2.622e+09,2.622e+09,3.743e+09,1.829e+09,1.829e+09,1.2657e+10,1.0247e+10,4.9611e+10,2.1994e+10,2.5597e+10,5.17e+08,5.4e+07,1.449e+09,5.9858e+10,7.2515e+10,8.706e+09,5.345e+09,3.361e+09,2.597e+09,3.051e+09,3.051e+09,1.4354e+10,1.4482e+10,1.1147e+10,2.374e+09,1.962e+09,4.12e+08,6.282e+09,2.491e+09,2.5629e+10,3.9983e+10,3.1396e+10,-9.553e+09,1.3419e+10,-2.889e+09,3.2373e+10,1.59e+08,3.2532e+10,7.2515e+10,1.773e+09,2.69e+08,7.38e+08,2.432e+09,5.212e+09,-4.51e+08,-4.68e+08,-2.47e+08,-3.486e+09,3.4e+07,-5.806e+09,-1.062e+09,-1.062e+09,-8000000.00000001,-1.07e+09,1.279e+09,1.7079e+10,3.253e+09,0.36815,0.10645,0.18613,0.05429,0.02435,1.84202,0.88178,1.22904,0.23552,1.01203,1.00284,5.43725,18.55186,1.86418,0.14155,7,0.03313,0.05354,0.13986,11.30336,14.31386
"17","2014_Q2",31.081746031746,"Up",8.641e+09,-5.437e+09,3.204e+09,-2.361e+09,-2.265e+09,-9.6e+07,8.43e+08,-7.2e+08,1.23e+08,1.23e+08,2.7e+07,1.5e+08,1.5e+08,1.3e+07,1.63e+08,1.63e+08,2.422e+09,2.422e+09,4.027e+09,6.736e+09,6.736e+09,1.3185e+10,1.0242e+10,4.9533e+10,2.1992e+10,2.5408e+10,5.17e+08,5.5e+07,1.561e+09,5.9775e+10,7.296e+10,8.563e+09,5.372e+09,3.191e+09,4.177e+09,2.585e+09,2.585e+09,1.5325e+10,1.4772e+10,1.1087e+10,2.278e+09,1.862e+09,4.16e+08,6.202e+09,2.607e+09,2.5859e+10,4.1184e+10,3.1342e+10,-9.892e+09,1.3315e+10,-3.116e+09,3.1649e+10,1.27e+08,3.1776e+10,7.296e+10,1.5e+08,2.62e+08,4.89e+08,-1.478e+09,-5.77e+08,-3.17e+08,-3.17e+08,-2.38e+08,1.296e+09,4e+07,6.3e+08,-2.64e+08,-2.64e+08,-2.7e+07,-2.91e+08,1.105e+09,1.8949e+10,-7.17e+08,0.37079,0.09756,0.01886,0.00513,0.00223,-4.39877,0.86036,1.29607,0.25972,0.09566,0.09466,5.07101,18.57336,-0.42077,0.13967,5,0.00649,-0.0116,1.46012,14.95656,19.60498
"18","2014_Q3",31.09796875,"Up",8.436e+09,-5.331e+09,3.105e+09,-2.148e+09,-2.038e+09,-1.1e+08,9.57e+08,-2.24e+08,7.33e+08,7.33e+08,-9.1e+07,6.42e+08,6.42e+08,-2e+07,6.22e+08,6.22e+08,2.132e+09,2.132e+09,4.088e+09,6.31e+09,6.31e+09,1.253e+10,1.0483e+10,4.9667e+10,2.2066e+10,2.5527e+10,5.7e+08,5.8e+07,1.446e+09,6.015e+10,7.268e+10,8.189e+09,5.303e+09,2.886e+09,4.286e+09,2.44e+09,2.44e+09,1.4915e+10,1.4255e+10,1.1103e+10,2.295e+09,1.869e+09,4.26e+08,6.086e+09,2.722e+09,2.5358e+10,4.0273e+10,3.1583e+10,-1.0221e+10,1.3666e+10,-2.76e+09,3.2268e+10,1.39e+08,3.2407e+10,7.268e+10,6.42e+08,2.71e+08,5.1e+07,-18999999.999999,944999999.999999,-3.81e+08,-3.81e+08,-2.38e+08,-385000000.000001,7.2e+07,-8.03e+08,-2.39e+08,-2.39e+08,-1.2e+07,-2.51e+08,1.228e+09,1.8541e+10,9.19e+08,0.36807,0.11344,0.07373,0.01919,0.00856,1.47749,0.84009,1.24273,0.2551,0.36718,0.36332,4.97993,19.04841,0.5425,0.1405,7,0.01386,0.01481,0.38264,13.36238,17.14629
"19","2014_Q4",31.199375,"Up",8.337e+09,-5.195e+09,3.142e+09,-2.289e+09,-2.053e+09,-2.36e+08,8.53e+08,2.27e+08,1.08e+09,1.08e+09,-1.78e+08,9.02e+08,9.02e+08,-3e+06,8.99e+08,8.99e+08,1.704e+09,1.704e+09,4.122e+09,6.587e+09,6.587e+09,1.2413e+10,1.0152e+10,4.7402e+10,2.111e+10,2.4399e+10,4.33e+08,6.5e+07,1.395e+09,5.7554e+10,6.9967e+10,8.094e+09,5.184e+09,2.91e+09,3.891e+09,2.63e+09,2.63e+09,1.4615e+10,1.3988e+10,1.0408e+10,2.265e+09,1.826e+09,4.39e+08,5.753e+09,2.39e+09,2.4396e+10,3.9011e+10,3.1612e+10,-1.0482e+10,1.4298e+10,-4.584e+09,3.0844e+10,1.12e+08,3.0956e+10,6.9967e+10,9.02e+08,2.64e+08,-5.62e+08,1.77e+08,7.81e+08,-4.02e+08,-4.02e+08,-2.37e+08,-2.53e+08,5.1e+07,-7.39e+08,-3.6e+08,-3.6e+08,-1.01e+08,-4.61e+08,1.117e+09,1.7879e+10,1.07e+09,0.37687,0.10231,0.10783,0.02904,0.01285,1.19021,0.84933,1.26021,0.25553,0.53258,0.52727,4.93898,18.27251,0.63389,0.1404,6,0.01918,0.01806,0.26363,14.48075,18.96249
"20","2015_Q1",31.1134426229508,"Down",8.83e+09,-5.684e+09,3.146e+09,-2.557e+09,-2.101e+09,-4.56e+08,5.89e+08,2.9e+07,6.18e+08,6.18e+08,-1.11e+08,5.07e+08,5.07e+08,-7e+06,5e+08,5e+08,1.631e+09,1.631e+09,3.48e+09,2.357e+09,2.357e+09,1.127e+10,9.827e+09,4.5012e+10,2.0335e+10,2.3389e+10,4.8e+08,5.3e+07,7.55e+08,5.5501e+10,6.6771e+10,8.292e+09,5.299e+09,2.993e+09,2.835e+09,2.88e+09,2.88e+09,1.4007e+10,1.3821e+10,1.109e+10,3.438e+09,2.912e+09,5.26e+08,5.512e+09,2.14e+09,2.4911e+10,3.8918e+10,3.1651e+10,-1.1112e+10,1.4529e+10,-7.318e+09,2.775e+10,1.03e+08,2.7853e+10,6.6771e+10,5.07e+08,2.62e+08,-1.02e+08,1.746e+09,2.413e+09,-5.35e+08,-5.42e+08,-2.51e+08,-8.76e+08,3.1e+07,-1.776e+09,9.5e+07,9.5e+07,-8.3e+07,12000000.0000001,8.51e+08,1.6656e+10,2.173e+09,0.35629,0.0667,0.05663,0.01795,0.00749,4.346,0.8046,1.39726,0.24945,0.29797,0.29464,5.26222,16.53754,1.29499,0.14958,4,0.01351,0.03908,0.502,17.6557,25.50934
"21","2015_Q2",33.8855555555556,"Up",7.762e+09,-4.821e+09,2.941e+09,-2.13e+09,-1.924e+09,-2.06e+08,8.11e+08,-3.86e+08,4.25e+08,4.25e+08,-1.13e+08,3.12e+08,3.12e+08,1.2e+07,3.24e+08,3.24e+08,1.835e+09,1.835e+09,3.421e+09,1.99e+09,1.99e+09,1.1307e+10,9.261e+09,4.3638e+10,1.9434e+10,2.2356e+10,5.57e+08,5.1e+07,1.24e+09,5.2899e+10,6.4206e+10,7.874e+09,5.199e+09,2.675e+09,5.883e+09,2.709e+09,2.709e+09,1.6466e+10,1.2822e+10,1.0306e+10,2.93e+09,2.406e+09,5.24e+08,5.373e+09,2.003e+09,2.3128e+10,3.9594e+10,3.1645e+10,-1.2473e+10,1.4582e+10,-9.208e+09,2.4546e+10,6.6e+07,2.4612e+10,6.4206e+10,3.12e+08,2.32e+08,3.63e+08,-1.189e+09,-2.82e+08,-4.41e+08,4.17e+08,-2.49e+08,1.907e+09,2.7e+07,1.85e+08,3.2e+08,3.2e+08,-1.16e+08,2.04e+08,1.043e+09,1.8705e+10,-4.74e+08,0.3789,0.10448,0.04174,0.01316,0.00505,-1.46296,0.68669,1.60873,0.29133,0.1966,0.19459,4.70995,14.89442,-0.28762,0.15109,5,0.01069,-0.00884,0.76852,16.1745,20.80148
"22","2015_Q3",37.375625,"Up",7.661e+09,-4.595e+09,3.066e+09,-2.225e+09,-1.961e+09,-2.64e+08,8.41e+08,-3.14e+08,5.27e+08,5.27e+08,-1e+08,4.27e+08,4.27e+08,-2.1e+07,4.06e+08,4.06e+08,1.958e+09,1.958e+09,3e+09,3.067e+09,1.608e+09,1.1319e+10,8.728e+09,4.5071e+10,1.9677e+10,2.1055e+10,5.69e+08,5e+07,3.72e+09,5.3799e+10,6.5118e+10,6.801e+09,4.499e+09,2.302e+09,6.247e+09,3.74e+09,3.74e+09,1.6788e+10,1.309e+10,1.0506e+10,2.847e+09,2.313e+09,5.34e+08,5.289e+09,2.37e+09,2.3596e+10,4.0384e+10,3.169e+10,-1.3078e+10,1.4725e+10,-8.692e+09,2.4645e+10,8.9e+07,2.4734e+10,6.5118e+10,4.27e+08,2.25e+08,2.2e+08,-1.9e+07,8.53e+08,-3.49e+08,1.66e+08,-2.46e+08,3.48e+08,4.8e+07,-4.82e+08,5.37e+08,5.37e+08,2.8e+07,5.65e+08,1.066e+09,1.9337e+10,7.98e+08,0.40021,0.10978,0.053,0.01641,0.00623,1.96552,0.67423,1.63273,0.29695,0.24985,0.24711,4.71446,15.16615,0.49108,0.15138,5,0.01195,0.01462,0.60591,16.303,20.66468
"23","2015_Q4",38.96140625,"Up",6.849e+09,-4.179e+09,2.67e+09,5.132e+09,-1.79e+09,6.922e+09,7.802e+09,-1.14e+08,7.688e+09,7.688e+09,-3.48e+08,7.268e+09,7.268e+09,-2e+06,7.266e+09,7.266e+09,2.039e+09,2.039e+09,3.029e+09,3.204e+09,3.204e+09,1.1624e+10,8.564e+09,4.1307e+10,1.9115e+10,2.0963e+10,5.5e+08,4.2e+07,6.37e+08,5.4766e+10,6.639e+10,7.37e+09,4.875e+09,2.495e+09,3.33e+09,2.937e+09,2.937e+09,1.3637e+10,1.3029e+10,9.772e+09,2.673e+09,2.132e+09,5.41e+08,5.137e+09,1.962e+09,2.2801e+10,3.6438e+10,3.1727e+10,-1.3957e+10,2.1707e+10,-9.609e+09,2.9868e+10,8.4e+07,2.9952e+10,6.639e+10,7.268e+09,2.06e+08,-7.018e+09,3.85e+08,8.41e+08,-3.55e+08,2.877e+09,-2.41e+08,-2.893e+09,3.2e+07,-3.973e+09,-2.55e+08,-2.55e+08,-1.06e+08,-3.61e+08,8.008e+09,1.6359e+10,8.386e+09,0.38984,1.13914,1.06088,0.24259,0.10944,1.15414,0.85239,1.21655,0.24641,4.51585,4.46041,4.25668,18.56308,5.21193,0.14978,7,0.13386,0.14953,0.03317,1.78821,1.83543
"24","2016_Q1",35.5959016393443,"Down",7.364e+09,-4.529e+09,2.835e+09,-3.392e+09,-1.902e+09,-1.49e+09,-557000000.000001,-1.99e+08,-755999999.999997,-7.56e+08,-32000000.0000001,-716000000.000001,-7.16e+08,-1.3e+07,-7.29e+08,-7.29e+08,1.87e+09,1.87e+09,2.609e+09,1.845e+09,1.845e+09,8.958e+09,8.362e+09,4.0136e+10,1.8768e+10,2.0664e+10,2.77e+08,6.9e+07,3.58e+08,5.3885e+10,6.2843e+10,7.368e+09,4.89e+09,2.478e+09,8.41e+08,2.713e+09,2.713e+09,1.0922e+10,1.4557e+10,9.264e+09,2.682e+09,2.183e+09,4.99e+08,4.75e+09,1.832e+09,2.3821e+10,3.4743e+10,3.176e+10,-1.4462e+10,2.07e+10,-9.986e+09,2.8012e+10,8.8e+07,2.81e+10,6.2843e+10,-7.16e+08,2.31e+08,1.355e+09,1.446e+09,2.316e+09,-3.09e+08,-8.11e+08,-2.72e+08,-7.41e+08,1.9e+07,-1.613e+09,-1.08e+08,-1.08e+08,-6.1e+07,-1.69e+08,-3.26e+08,1.5398e+10,843000000.000002,0.38498,-0.0756399999999999,-0.0989999999999995,-0.02594,-0.0116,-1.15638,0.82018,1.23641,0.24502,-0.458489999999999,-0.452510000000001,4.63145,17.61761,0.530189999999998,0.17107,5,-0.00866,0.01598,-0.37311,-41.49693,-24.28725
"25","2016_Q2",38.25125,"Up",6.455e+09,-3.92e+09,2.535e+09,-1.813e+09,-1.615e+09,-1.98e+08,7.22e+08,-2.44e+08,4.78e+08,4.78e+08,-4.9e+07,5.14e+08,5.57e+08,-3e+06,5.54e+08,5.54e+08,1.338e+09,1.338e+09,2.756e+09,1.814e+09,1.814e+09,9.009e+09,8.534e+09,4.0802e+10,1.9094e+10,2.0977e+10,2.81e+08,7.3e+07,3.77e+08,5.4966e+10,6.3975e+10,7.111e+09,4.779e+09,2.332e+09,3.599e+09,2.468e+09,2.468e+09,1.3178e+10,1.38e+10,9.135e+09,2.463e+09,1.951e+09,5.12e+08,4.738e+09,1.934e+09,2.2935e+10,3.6113e+10,3.1714e+10,-1.5533e+10,2.097e+10,-9.381e+09,2.777e+10,9.2e+07,2.7862e+10,6.3975e+10,5.57e+08,2.07e+08,7.2e+07,-1.29e+09,-4.54e+08,-3.16e+08,-3.16e+08,-2.69e+08,1.707e+09,-4.4e+07,2.07e+08,-5.63e+08,-5.63e+08,3.1e+07,-5.32e+08,9.29e+08,1.7399e+10,-6.28e+08,0.39272,0.11185,0.08582,0.01988,0.00866,-1.13357,0.68364,1.29614,0.27197,0.35309,0.34909,4.11409,17.69917,-0.40025,0.17145,4,0.01513,-0.01154,0.48556,17.28848,22.24515
"26","2016_Q3",38.6734375,"Up",6.302e+09,-3.786e+09,2.516e+09,-1.878e+09,-1.668e+09,-2.1e+08,6.38e+08,-1.51e+08,4.87e+08,4.87e+08,-1.18e+08,4.71e+08,4.71e+08,-7e+06,4.64e+08,4.64e+08,1.755e+09,1.755e+09,2.713e+09,1.715e+09,1.715e+09,8.979e+09,8.425e+09,4.0249e+10,1.8781e+10,2.0741e+10,2.7e+08,7.2e+07,3.85e+08,5.4292e+10,6.3271e+10,6.749e+09,4.562e+09,2.187e+09,3.702e+09,2.545e+09,2.545e+09,1.2996e+10,1.3578e+10,9.021e+09,2.212e+09,1.715e+09,4.97e+08,4.801e+09,2.008e+09,2.2599e+10,3.5595e+10,3.1771e+10,-1.5538e+10,2.1127e+10,-9.768e+09,2.7592e+10,8.4e+07,2.7676e+10,6.3271e+10,4.71e+08,2.01e+08,9999999.99999952,1.09e+08,7.91e+08,-1.89e+08,-1.89e+08,-2.68e+08,1.16e+08,9.8e+07,-1.79e+08,4.23e+08,4.23e+08,-5999999.99999999,4.17e+08,8.39e+08,1.728e+10,8.77e+08,0.39924,0.10124,0.07363,0.01677,0.00733,1.89009,0.6909,1.28613,0.27311,0.29801,0.2946,4.04753,17.72126,0.56326,0.17213,6,0.01356,0.01625,0.57759,18.50417,24.33386
"27","2016_Q4",38.1401587301587,"Down",6.396e+09,-3.908e+09,2.488e+09,-1.786e+09,-1.552e+09,-2.34e+08,7.02e+08,-1.45e+08,5.57e+08,5.57e+08,-4e+07,5.48e+08,5.48e+08,0,5.48e+08,5.48e+08,1.686e+09,1.686e+09,2.776e+09,1.374e+09,1.374e+09,8.855e+09,8.465e+09,4.0228e+10,1.8721e+10,2.0751e+10,2.89e+08,8.3e+07,3.84e+08,5.441e+10,6.3265e+10,7.287e+09,4.884e+09,2.403e+09,4.001e+09,2.669e+09,2.669e+09,1.3957e+10,1.3105e+10,8.626e+09,2.155e+09,1.654e+09,5.01e+08,4.762e+09,1.709e+09,2.1731e+10,3.5688e+10,3.1805e+10,-1.5963e+10,2.1366e+10,-9.699e+09,2.7509e+10,6.8e+07,2.7577e+10,6.3265e+10,5.48e+08,2.07e+08,-5.7e+07,1.03e+08,8.01e+08,-2.91e+08,-1.6e+07,-2.64e+08,-2.07e+08,2.8e+07,-8.58e+08,-7.3e+07,-7.3e+07,4e+06,-6.9e+07,9.09e+08,1.7106e+10,7.61e+08,0.38899,0.10976,0.08568,0.01987,0.00866,1.38869,0.63445,1.29412,0.27039,0.35196,0.34794,4.1079,17.66795,0.48876,0.16956,4,0.01523,0.01428,0.48175,16.9637,21.96581
"28","2017_Q1",39.4001612903226,"Up",6.77e+09,-4.205e+09,2.565e+09,-2.073e+09,-1.711e+09,-3.62e+08,4.92e+08,-5.75e+08,-8.3e+07,-67999999.9999999,9.3e+07,6.9e+07,69000000.0000001,0,68999999.9999999,68999999.9999999,1.741e+09,1.741e+09,2.469e+09,1.659e+09,1.659e+09,8.48e+09,8.229e+09,3.9244e+10,1.8101e+10,2.0276e+10,3.58e+08,1.59e+08,3.5e+08,5.3058e+10,6.1538e+10,7.799e+09,5.318e+09,2.481e+09,3.982e+09,2.636e+09,2.636e+09,1.4417e+10,1.3217e+10,8.689e+09,2.396e+09,2.014e+09,3.82e+08,4.721e+09,1.572e+09,2.1906e+10,3.6323e+10,3.1847e+10,-1.6713e+10,2.1149e+10,-1.1122e+10,2.5161e+10,5.4e+07,2.5215e+10,6.1538e+10,69000000.0000001,2.08e+08,5.94e+08,8.72e+08,1.743e+09,-2.9e+08,-5.51e+08,-2.93e+08,8.8e+07,4.7e+07,-1.032e+09,1.6e+08,1.6e+08,-1.05e+08,54999999.9999999,7e+08,1.7199e+10,1.189e+09,0.37888,0.07267,0.01019,0.00274,0.00112,17.23188,0.58819,1.44053,0.27949,0.04478,0.04437,4.39325,16.32771,0.77158,0.19014,6,0.00708,0.02327,4.24638,22.08286,31.4187
"29","2017_Q2",40.2639682539683,"Up",6.414e+09,-3.896e+09,2.518e+09,-1.693e+09,-1.483e+09,-2.1e+08,8.25e+08,-1.19e+08,7.06e+08,7.21e+08,-1.54e+08,6.33e+08,6.33e+08,-3e+06,6.3e+08,6.3e+08,1.307e+09,1.307e+09,2.603e+09,1.47e+09,1.47e+09,8.415e+09,8.377e+09,3.969e+10,1.8297e+10,2.0515e+10,3.59e+08,1.62e+08,3.57e+08,5.3661e+10,6.2076e+10,7.192e+09,4.897e+09,2.295e+09,5.468e+09,2.397e+09,2.397e+09,1.5057e+10,1.2906e+10,8.394e+09,2.103e+09,1.717e+09,3.86e+08,4.676e+09,1.615e+09,2.13e+10,3.6357e+10,3.1826e+10,-1.7072e+10,2.1468e+10,-1.0564e+10,2.5658e+10,6.1e+07,2.5719e+10,6.2076e+10,6.33e+08,2e+08,2.31e+08,-1.621e+09,-5.57e+08,-2.87e+08,-2.87e+08,-2.92e+08,1.071e+09,6e+07,3.78e+08,-4.66e+08,-4.66e+08,3.2e+07,-4.34e+08,1.025e+09,1.8374e+10,-7.29e+08,0.39258,0.12862,0.09822,0.0245,0.01015,-1.15714,0.55888,1.41362,0.29599,0.41203,0.40645,4.1949,16.7809,-0.47678,0.19097,5,0.01757,-0.01389,0.46349,16.65073,20.68727
