"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",10.4629032258065,"Up",2.1807e+10,-1.7523e+10,4.284e+09,-3.688e+09,-3.307e+09,-3.81e+08,5.96e+08,-1.03e+08,-1.03e+08,-1.03e+08,4.93e+08,4.93e+08,-1.75e+08,3.18e+08,3.18e+08,-1e+06,3.17e+08,3.17e+08,4.35e+08,4.35e+08,1.039e+09,5.55e+09,1.253e+09,3.33e+08,9.2e+08,8.277e+09,1.469e+10,1.691e+09,1.164e+09,5.27e+08,1.6381e+10,2.4658e+10,5.731e+09,4.825e+09,9.06e+08,2.079e+09,2.738e+09,2.548e+09,1.0548e+10,6.78e+09,3.568e+09,1.38e+09,7.71e+08,1.417e+09,1.0348e+10,2.0896e+10,4.393e+09,-9.228e+09,9.404e+09,-8.08e+08,3.761e+09,1e+06,3.762e+09,2.4658e+10,3.18e+08,3.81e+08,1.07e+08,-5.69e+08,2.37e+08,-4.85e+08,1e+06,-4.86e+08,-4.86e+08,-1.4e+07,-4.99e+08,-6.1e+07,7.31e+08,-3.03e+08,3e+07,-3.33e+08,9.2e+07,4.59e+08,1.97e+08,1.97e+08,1.97e+08,9.77e+08,8.859e+09,9.8e+07,0.19645,0.02733,0.01454,0.08426,0.01286,0.30915,0.7847,5.55449,0.35927,0.30422,0.3019,20.92802,3.6094,0.09405,0.05854,0.02335,0.00605,0.19243,8.62231,14.13423
"12","2013_Q1",12.0061666666667,"Up",2.4021e+10,-1.9126e+10,4.895e+09,-4.075e+09,-3.688e+09,-3.87e+08,8.2e+08,-1.12e+08,-1.12e+08,-1.12e+08,7.08e+08,7.08e+08,-2.39e+08,4.69e+08,4.69e+08,-7e+06,4.62e+08,4.62e+08,2.38e+08,2.38e+08,1.051e+09,5.146e+09,1.524e+09,5.69e+08,9.55e+08,7.959e+09,1.4848e+10,1.827e+09,1.234e+09,4.63e+08,1.6675e+10,2.4634e+10,5.501e+09,4.484e+09,1.017e+09,2.734e+09,2.826e+09,2.538e+09,1.1061e+10,6.145e+09,3.214e+09,1.291e+09,7.96e+08,1.127e+09,9.359e+09,2.042e+10,4.41e+09,-9.237e+09,9.787e+09,-7.53e+08,4.207e+09,7e+06,4.214e+09,2.4634e+10,4.69e+08,3.87e+08,5.1e+07,-2.21e+08,6.86e+08,-5.65e+08,2.6e+07,-5.91e+08,-5.91e+08,-20000000.0000001,-6.95e+08,-7.8e+07,19999999.9999999,-1.9e+07,3.8e+07,-5.7e+07,-1.11e+08,-1.88e+08,-1.97e+08,-1.97e+08,-1.97e+08,1.207e+09,8.879e+09,6.6e+08,0.20378,0.03414,0.01923,0.10963,0.01875,1.42857,0.71956,4.84575,0.36044,0.44854,0.44509,23.32136,4.08447,0.64078,0.07573,0.03311,0.04047,0.16883,7.15907,10.5378
"13","2013_Q2",14.2846875,"Up",2.9997e+10,-2.4006e+10,5.991e+09,-5.112e+09,-4.593e+09,-5.19e+08,8.79e+08,-1.29e+08,-1.29e+08,-1.29e+08,7.5e+08,7.5e+08,-2.66e+08,4.84e+08,4.84e+08,-3e+06,4.81e+08,4.81e+08,2.47e+08,2.47e+08,9.61e+08,5.076e+09,1.15e+09,2.99e+08,8.51e+08,7.434e+09,1.4967e+10,1.826e+09,1.234e+09,5.92e+08,1.6793e+10,2.4227e+10,5.812e+09,4.855e+09,9.57e+08,1.784e+09,2.771e+09,2.487e+09,1.0367e+10,6.162e+09,3.102e+09,1.199e+09,7.76e+08,1.127e+09,9.264e+09,1.9631e+10,4.442e+09,-9.293e+09,1.019e+10,-7.49e+08,4.59e+09,6e+06,4.596e+09,2.4227e+10,4.84e+08,5.19e+08,9e+07,5.24e+08,1.617e+09,-6.12e+08,6e+06,-6.18e+08,-6.18e+08,-1.4e+07,-6.26e+08,-7.8e+07,-9.52e+08,-5.1e+07,9.5e+07,-1.46e+08,9.9e+07,-9.82e+08,9e+06,9e+06,9e+06,1.398e+09,7.946e+09,1.576e+09,0.19972,0.0293,0.01603,0.10466,0.01985,3.27651,0.71708,4.27132,0.32798,0.45122,0.44786,28.13977,4.30582,1.47842,0.07317,0.03573,0.10074,0.16216,5.50715,8.75882
"14","2013_Q3",16.18890625,"Up",2.2686e+10,-1.8198e+10,4.488e+09,-3.893e+09,-3.506e+09,-3.87e+08,5.95e+08,-9.9e+07,-9.9e+07,-9.9e+07,4.96e+08,4.96e+08,-1.76e+08,3.2e+08,3.2e+08,-3e+06,3.17e+08,3.17e+08,4.4e+08,4.4e+08,9.42e+08,4.954e+09,1.182e+09,3.32e+08,8.5e+08,7.518e+09,1.5084e+10,1.87e+09,1.234e+09,6.36e+08,1.6954e+10,2.4472e+10,5.633e+09,4.62e+09,1.013e+09,7.34e+08,2.987e+09,2.703e+09,9.354e+09,7.158e+09,3.112e+09,1.205e+09,7.82e+08,1.125e+09,1.027e+10,1.9624e+10,4.441e+09,-9.309e+09,1.043e+10,-7.24e+08,4.838e+09,1e+07,4.848e+09,2.4472e+10,3.2e+08,3.87e+08,5.1e+07,2.38e+08,9.96e+08,-4.91e+08,1e+06,-4.92e+08,-4.92e+08,-2e+07,-5.11e+08,-7.7e+07,-5.1e+07,-3e+07,6e+07,-9e+07,-1.34e+08,-2.92e+08,1.93e+08,1.93e+08,1.93e+08,9.82e+08,7.892e+09,9.05e+08,0.19783,0.02623,0.01397,0.06539,0.01295,2.85489,0.80372,4.04785,0.32249,0.30777,0.30422,22.02524,4.69709,0.87864,0.07476,0.02485,0.05709,0.2429,7.58859,12.52437
"15","2013_Q4",17.48421875,"Up",2.247e+10,-1.8003e+10,4.467e+09,-3.934e+09,-3.539e+09,-3.95e+08,5.33e+08,-1.08e+08,-1.08e+08,-1.08e+08,4.25e+08,4.25e+08,-1.25e+08,3e+08,3e+08,-1e+06,2.99e+08,2.99e+08,3.44e+08,3.44e+08,1.044e+09,5.628e+09,1.196e+09,3.15e+08,8.81e+08,8.212e+09,1.5456e+10,1.812e+09,1.234e+09,5.78e+08,1.7268e+10,2.548e+10,5.988e+09,4.941e+09,1.047e+09,1.122e+09,3.083e+09,2.799e+09,1.0193e+10,7.148e+09,3.149e+09,1.207e+09,8.16e+08,1.126e+09,1.0297e+10,2.049e+10,4.472e+09,-9.426e+09,1.0651e+10,-7.13e+08,4.984e+09,6e+06,4.99e+09,2.548e+10,3e+08,3.95e+08,1.19e+08,-5.1e+08,3.04e+08,-6.68e+08,8e+06,-6.76e+08,-6.76e+08,-1.3e+07,-6.81e+08,-7.8e+07,3.77e+08,-1.17e+08,3.1e+07,-1.48e+08,9.9e+07,2.81e+08,-9.6e+07,-9.6e+07,-9.6e+07,9.28e+08,8.27e+09,-1.25e+08,0.1988,0.02372,0.01331,0.05992,0.01173,-0.41806,0.80565,4.10621,0.32457,0.29029,0.28695,21.81553,4.83883,-0.12136,0.07573,0.02298,-0.00762,0.26087,8.54095,14.87054
"16","2014_Q1",16.8995081967213,"Down",2.3222e+10,-1.8544e+10,4.678e+09,-3.96e+09,-3.558e+09,-4.02e+08,7.18e+08,-1.07e+08,-1.07e+08,-1.07e+08,6.11e+08,6.11e+08,-1.84e+08,4.27e+08,4.27e+08,-5e+06,4.22e+08,4.22e+08,4.01e+08,4.01e+08,1.116e+09,5.651e+09,1.662e+09,7.04e+08,9.58e+08,8.83e+09,1.6893e+10,3.558e+09,2.135e+09,7.21e+08,2.0451e+10,2.9281e+10,6.031e+09,4.881e+09,1.15e+09,1.657e+09,3.017e+09,2.769e+09,1.0705e+10,9.653e+09,3.528e+09,9.01e+08,1.381e+09,1.246e+09,1.3181e+10,2.3886e+10,4.508e+09,-9.641e+09,1.0981e+10,-4.64e+08,5.384e+09,1.1e+07,5.395e+09,2.9281e+10,4.27e+08,4.02e+08,1.31e+08,-3.04e+08,6.56e+08,-5.35e+08,9e+06,-5.44e+08,-5.44e+08,-7.4e+07,-2.953e+09,-8.6e+07,2.719e+09,-2.15e+08,1e+07,-2.25e+08,-64000000.0000001,2.354e+09,5.7e+07,5.7e+07,5.7e+07,1.12e+09,1.131e+10,4.65e+08,0.20145,0.03092,0.01817,0.07822,0.01441,1.1019,0.82485,4.42743,0.38626,0.41292,0.40812,22.72211,5.2681,0.45499,0.08415,0.02511,0.02298,0.20379,9.74018,15.19359
"17","2014_Q2",19.8577777777778,"Up",3.2961e+10,-2.6282e+10,6.679e+09,-5.749e+09,-5.168e+09,-5.81e+08,9.3e+08,-1.47e+08,-1.47e+08,-1.47e+08,7.83e+08,7.83e+08,-2.74e+08,5.09e+08,5.09e+08,-8e+06,5.01e+08,5.01e+08,2.65e+08,2.65e+08,1.108e+09,5.648e+09,1.347e+09,4.1e+08,9.37e+08,8.368e+09,1.703e+10,3.515e+09,2.135e+09,6.82e+08,2.0545e+10,2.8913e+10,6.358e+09,5.257e+09,1.101e+09,1.652e+09,2.914e+09,2.666e+09,1.0924e+10,9.664e+09,3.555e+09,9e+08,1.325e+09,1.33e+09,1.3219e+10,2.4143e+10,4.554e+09,-1.0746e+10,1.1398e+10,-4.57e+08,4.749e+09,2.1e+07,4.77e+09,2.8913e+10,5.09e+08,5.81e+08,4.8e+07,6.13e+08,1.751e+09,-7.21e+08,9e+06,-7.3e+08,-7.3e+08,1.8e+07,-7.03e+08,-8.4e+07,-2e+06,-1.11e+09,3.3e+07,-1.143e+09,1.2e+07,-1.184e+09,-1.36e+08,-1.36e+08,-1.36e+08,1.511e+09,1.1316e+10,1.677e+09,0.20263,0.02822,0.0152,0.10503,0.01733,3.34731,0.76602,5.06143,0.39138,0.48735,0.48173,32.06323,4.61965,1.63132,0.08171,0.02978,0.08538,0.16766,7.3137,11.8828
"18","2014_Q3",21.61859375,"Up",2.531e+10,-2.0302e+10,5.008e+09,-4.364e+09,-3.92e+09,-4.44e+08,6.44e+08,-1.12e+08,-1.12e+08,-1.12e+08,5.32e+08,5.32e+08,-1.82e+08,3.5e+08,3.5e+08,-3e+06,3.47e+08,3.47e+08,2.48e+08,2.48e+08,1.174e+09,5.495e+09,1.378e+09,4.22e+08,9.56e+08,8.295e+09,1.7263e+10,3.521e+09,2.135e+09,6.91e+08,2.0784e+10,2.9079e+10,6.204e+09,5.076e+09,1.128e+09,1.494e+09,3.142e+09,2.894e+09,1.084e+10,9.706e+09,3.511e+09,8.99e+08,1.28e+09,1.332e+09,1.3217e+10,2.4057e+10,4.564e+09,-1.0785e+10,1.1667e+10,-4.49e+08,4.997e+09,2.5e+07,5.022e+09,2.9079e+10,3.5e+08,4.44e+08,5.3e+07,-6000000.00000012,8.41e+08,-6.08e+08,9e+06,-6.17e+08,-6.17e+08,-1999999.99999999,-6.1e+08,-8.2e+07,-1.36e+08,-45000000.0000001,3.3e+07,-7.8e+07,1.5e+07,-2.48e+08,-1.7e+07,-1.7e+07,-1.7e+07,1.088e+09,1.12e+10,6.56e+08,0.19787,0.02544,0.01371,0.0691,0.01193,1.89049,0.76522,4.79032,0.38516,0.353,0.34874,25.74771,5.08342,0.66734,0.08342,0.02174,0.03324,0.23631,10.06618,17.00621
"19","2014_Q4",24.8409375,"Up",2.4987e+10,-1.9926e+10,5.061e+09,-4.41e+09,-3.954e+09,-4.56e+08,6.51e+08,-1.14e+08,-1.14e+08,-1.14e+08,5.37e+08,5.37e+08,-1.72e+08,3.65e+08,3.65e+08,-3e+06,3.62e+08,3.62e+08,2.64e+08,2.64e+08,1.154e+09,6.13e+09,1.338e+09,3.96e+08,9.42e+08,8.886e+09,1.7586e+10,3.75e+09,2.295e+09,6.89e+08,2.1336e+10,3.0222e+10,6.595e+09,5.4e+09,1.195e+09,1.801e+09,3.284e+09,3.036e+09,1.168e+10,9.735e+09,3.463e+09,9.03e+08,1.256e+09,1.304e+09,1.3198e+10,2.4878e+10,4.611e+09,-1.0797e+10,1.194e+10,-4.35e+08,5.319e+09,2.5e+07,5.344e+09,3.0222e+10,3.65e+08,4.56e+08,1.18e+08,-1.47e+08,7.92e+08,-7.17e+08,6e+06,-7.23e+08,-7.23e+08,-1.6e+07,-9.85e+08,-8.1e+07,2.97e+08,-1.1e+07,1.8e+07,-2.9e+07,4e+06,2.09e+08,1.6e+07,1.6e+07,1.6e+07,1.107e+09,1.1536e+10,4.15e+08,0.20255,0.02605,0.01449,0.06774,0.01198,1.14641,0.76079,4.65531,0.38171,0.36826,0.36382,25.41913,5.41099,0.42218,0.0824,0.02178,0.0204,0.22376,10.18248,17.3149
"20","2015_Q1",30.7232786885246,"Up",2.5207e+10,-1.9709e+10,5.498e+09,-4.586e+09,-4.119e+09,-4.67e+08,9.12e+08,-1.15e+08,-1.15e+08,-1.15e+08,7.97e+08,7.97e+08,-2.74e+08,5.23e+08,5.23e+08,-5e+06,5.18e+08,5.18e+08,2.68e+08,2.68e+08,1.266e+09,5.688e+09,1.689e+09,7.01e+08,9.88e+08,8.911e+09,1.7912e+10,3.674e+09,2.304e+09,6.13e+08,2.1586e+10,3.0497e+10,6.343e+09,5.052e+09,1.291e+09,1.874e+09,3.175e+09,2.888e+09,1.1392e+10,9.723e+09,3.94e+09,1.463e+09,1.209e+09,1.268e+09,1.3663e+10,2.5055e+10,4.666e+09,-1.0809e+10,1.2367e+10,-8.12e+08,5.412e+09,3e+07,5.442e+09,3.0497e+10,5.23e+08,4.67e+08,3.2e+08,-4.79e+08,8.31e+08,-7.48e+08,1.3e+07,-7.61e+08,-7.61e+08,-1.4e+07,-7.62e+08,-9.1e+07,6.7e+07,-7e+06,2.6e+07,-3.3e+07,-3.4e+07,-6.5e+07,4e+06,4e+06,4e+06,1.379e+09,1.1597e+10,4.26e+08,0.21811,0.03618,0.02055,0.09519,0.01699,0.82239,0.78222,4.60401,0.38027,0.53128,0.52482,25.85333,5.55077,0.43692,0.09333,0.02903,0.02031,0.17568,8.21537,12.42215
"21","2015_Q2",31.3704761904762,"Up",3.3051e+10,-2.5975e+10,7.076e+09,-5.974e+09,-5.354e+09,-6.2e+08,1.102e+09,-1.48e+08,-1.48e+08,-1.48e+08,9.54e+08,9.54e+08,-3.3e+08,6.24e+08,6.24e+08,-5e+06,6.19e+08,6.19e+08,2.52e+08,2.52e+08,1.218e+09,5.722e+09,1.391e+09,4.29e+08,9.62e+08,8.583e+09,1.8212e+10,3.673e+09,2.304e+09,6.26e+08,2.1885e+10,3.0468e+10,6.577e+09,5.431e+09,1.146e+09,1.591e+09,3.15e+09,2.864e+09,1.1318e+10,9.716e+09,3.898e+09,1.458e+09,1.18e+09,1.26e+09,1.3614e+10,2.4932e+10,4.785e+09,-1.135e+10,1.2895e+10,-7.73e+08,5.557e+09,-2.1e+07,5.536e+09,3.0468e+10,6.24e+08,6.2e+08,9.2e+07,4.19e+08,1.755e+09,-8.75e+08,4e+06,-8.79e+08,-8.79e+08,1.7e+07,-8.58e+08,-9.1e+07,-2.94e+08,-5.39e+08,4.6e+07,-5.85e+08,1.1e+07,-9.13e+08,-1.6e+07,-1.6e+07,-1.6e+07,1.722e+09,1.1307e+10,1.596e+09,0.21409,0.03334,0.01873,0.11181,0.02032,2.57835,0.75835,4.50361,0.37111,0.63099,0.62336,33.69113,5.66463,1.62691,0.09276,0.03423,0.07695,0.14701,6.41986,10.03176
"22","2015_Q3",32.07234375,"Up",2.5539e+10,-2.022e+10,5.319e+09,-4.545e+09,-4.068e+09,-4.77e+08,7.74e+08,-1.14e+08,-1.14e+08,-1.14e+08,6.6e+08,6.6e+08,-2.27e+08,4.33e+08,4.33e+08,0,4.33e+08,4.33e+08,2.68e+08,2.68e+08,1.319e+09,5.548e+09,1.391e+09,4.57e+08,9.34e+08,8.526e+09,1.8573e+10,3.682e+09,2.307e+09,6.39e+08,2.2255e+10,3.0781e+10,6.482e+09,5.261e+09,1.221e+09,1.527e+09,3.354e+09,3.068e+09,1.1363e+10,9.743e+09,3.793e+09,1.46e+09,1.157e+09,1.176e+09,1.3536e+10,2.4899e+10,4.819e+09,-1.1384e+10,1.3228e+10,-7.59e+08,5.904e+09,-2.2e+07,5.882e+09,3.0781e+10,4.33e+08,4.77e+08,7.9e+07,87999999.9999999,1.077e+09,-7.97e+08,2e+07,-8.17e+08,-8.17e+08,-5.5e+07,-8.52e+08,-9e+07,-6.3e+07,-1.5e+07,2.8e+07,-4.3e+07,-4.1e+07,-2.09e+08,1.6e+07,1.6e+07,1.6e+07,1.251e+09,1.127e+10,7.69e+08,0.20827,0.03031,0.01695,0.07361,0.01407,1.77598,0.75033,4.23308,0.36613,0.44824,0.44184,26.43789,6.1118,0.79607,0.09317,0.02497,0.03672,0.20785,8.79456,14.21447
"23","2015_Q4",33.6353125,"Up",2.5075e+10,-1.965e+10,5.425e+09,-4.653e+09,-4.169e+09,-4.84e+08,7.72e+08,-1.07e+08,-1.07e+08,-1.07e+08,6.65e+08,6.65e+08,-2.38e+08,4.27e+08,4.27e+08,1e+06,4.28e+08,4.28e+08,2.74e+08,2.74e+08,1.253e+09,6.324e+09,1.426e+09,4.64e+08,9.62e+08,9.277e+09,1.8926e+10,3.704e+09,2.31e+09,6.6e+08,2.263e+10,3.1907e+10,7.153e+09,5.866e+09,1.287e+09,2.295e+09,3.504e+09,3.218e+09,1.2952e+10,8.964e+09,3.746e+09,1.458e+09,1.096e+09,1.192e+09,1.271e+10,2.5662e+10,4.866e+09,-1.14e+10,1.3554e+10,-7.49e+08,6.271e+09,-2.6e+07,6.245e+09,3.1907e+10,4.27e+08,4.84e+08,1.4e+07,8.8e+07,1.013e+09,-8.26e+08,1e+07,-8.36e+08,-8.36e+08,-4.4e+07,-8.7e+08,-1.02e+08,-3.2e+07,-1.1e+07,2e+07,-3.1e+07,8e+06,-1.37e+08,6e+06,6e+06,6e+06,1.256e+09,1.1259e+10,7.56e+08,0.21635,0.03079,0.01707,0.06853,0.01341,1.76636,0.71626,4.10921,0.35287,0.44306,0.43673,25.95756,6.49172,0.78261,0.10559,0.02494,0.03558,0.23832,8.74602,14.22927
"24","2016_Q1",33.5888524590164,"Down",2.6165e+10,-2.0374e+10,5.791e+09,-4.863e+09,-4.355e+09,-5.08e+08,9.28e+08,-1.13e+08,-1.13e+08,-1.13e+08,8.15e+08,8.15e+08,-2.5e+08,5.65e+08,5.65e+08,-6e+06,5.59e+08,5.59e+08,2.77e+08,2.77e+08,1.734e+09,6.168e+09,1.713e+09,7.9e+08,9.23e+08,9.892e+09,1.9619e+10,4.386e+09,2.724e+09,6.09e+08,2.4005e+10,3.3897e+10,7.154e+09,5.728e+09,1.426e+09,2.37e+09,3.447e+09,3.226e+09,1.2971e+10,9.709e+09,4.419e+09,1.38e+09,1.752e+09,1.287e+09,1.4128e+10,2.7099e+10,4.898e+09,-1.1409e+10,1.4011e+10,-6.8e+08,6.82e+09,-2.2e+07,6.798e+09,3.3897e+10,5.65e+08,5.08e+08,5.28e+08,-5.29e+08,1.072e+09,-8.06e+08,1.1e+07,-8.17e+08,-8.17e+08,-1.6e+07,-9.9e+08,-1.02e+08,4e+07,-1.8e+07,2.6e+07,-43999999.9999999,1e+06,-7.9e+07,3e+06,3e+06,3e+06,1.436e+09,1.2079e+10,3.51e+08,0.22133,0.03547,0.02136,0.08223,0.01649,0.62791,0.76262,3.98632,0.35634,0.57867,0.57041,27.08592,7.06004,0.36335,0.10559,0.02837,0.01507,0.18247,8.21866,12.71767
"25","2016_Q2",31.41015625,"Down",3.4604e+10,-2.6931e+10,7.673e+09,-6.473e+09,-5.779e+09,-6.94e+08,1.2e+09,-1.55e+08,-1.55e+08,-1.55e+08,1.045e+09,1.045e+09,-3.5e+08,6.95e+08,6.95e+08,1e+06,6.96e+08,6.96e+08,3.91e+08,3.91e+08,1.314e+09,6.066e+09,1.445e+09,5.53e+08,8.92e+08,9.216e+09,2.0161e+10,4.424e+09,2.744e+09,6.37e+08,2.4585e+10,3.3801e+10,7.048e+09,5.846e+09,1.202e+09,2.676e+09,3.421e+09,3.2e+09,1.3145e+10,9.71e+09,4.498e+09,1.395e+09,1.739e+09,1.364e+09,1.4208e+10,2.7353e+10,4.942e+09,-1.2422e+10,1.4589e+10,-7.03e+08,6.406e+09,4.2e+07,6.448e+09,3.3801e+10,6.95e+08,6.94e+08,8.2e+07,6.08e+08,2.079e+09,-1.019e+09,7.1e+07,-1.09e+09,-1.09e+09,-3.2e+07,-1.051e+09,-1.02e+08,2.13e+08,-1.012e+09,1.5e+07,-1.027e+09,-1.3e+07,-9.14e+08,1.14e+08,1.14e+08,1.14e+08,1.894e+09,1.2386e+10,1.833e+09,0.22174,0.03468,0.02011,0.10794,0.02059,2.63362,0.7011,4.24209,0.36644,0.7205,0.7102,35.82195,6.63147,1.89752,0.10559,0.0342,0.07856,0.14655,6.33316,9.99583
"26","2016_Q3",29.11734375,"Down",2.6565e+10,-2.0902e+10,5.663e+09,-4.998e+09,-4.473e+09,-5.25e+08,6.65e+08,-1.16e+08,-1.16e+08,-1.16e+08,5.49e+08,5.49e+08,-1.71e+08,3.78e+08,3.78e+08,5e+06,3.83e+08,3.83e+08,3.19e+08,3.19e+08,1.316e+09,6.12e+09,1.489e+09,5.3e+08,9.59e+08,9.244e+09,2.0687e+10,4.731e+09,2.749e+09,9.43e+08,2.5418e+10,3.4662e+10,6.937e+09,5.723e+09,1.214e+09,2.779e+09,3.805e+09,3.584e+09,1.3521e+10,9.641e+09,4.899e+09,1.384e+09,1.649e+09,1.866e+09,1.454e+10,2.8061e+10,4.927e+09,-1.2443e+10,1.4874e+10,-7.82e+08,6.576e+09,2.5e+07,6.601e+09,3.4662e+10,3.78e+08,5.25e+08,-10000000.0000001,6e+07,9.53e+08,-9.28e+08,2.8e+07,-9.56e+08,-9.56e+08,3.9e+07,-8.89e+08,-1e+08,21000000.0000001,-14999999.9999996,2.9e+07,-4.4e+07,-4.2e+07,-1.36e+08,-7.2e+07,-7.2e+07,-7.2e+07,1.19e+09,1.242e+10,4.93e+08,0.21318,0.02503,0.01442,0.05802,0.01105,1.28721,0.68368,4.25102,0.35832,0.40358,0.39648,27.99262,6.9294,0.51949,0.10537,0.02019,0.02061,0.2611,10.16891,18.19699
"27","2016_Q4",28.6638095238095,"Down",2.6557e+10,-2.0852e+10,5.705e+09,-4.992e+09,-4.443e+09,-5.49e+08,7.13e+08,-1.25e+08,-1.25e+08,-1.25e+08,5.88e+08,5.88e+08,-2.06e+08,3.82e+08,3.82e+08,8e+06,3.9e+08,3.9e+08,3.74e+08,3.74e+08,1.488e+09,6.976e+09,1.565e+09,5.22e+08,1.043e+09,1.0403e+10,2.0966e+10,5.138e+09,3.035e+09,9.39e+08,2.6104e+10,3.6507e+10,7.463e+09,6.31e+09,1.153e+09,3.019e+09,3.642e+09,3.421e+09,1.4124e+10,1.0817e+10,4.936e+09,1.381e+09,1.759e+09,1.796e+09,1.5753e+10,2.9877e+10,4.957e+09,-1.2767e+10,1.515e+10,-7.28e+08,6.612e+09,1.8e+07,6.63e+09,3.6507e+10,3.82e+08,5.49e+08,9.7e+07,-6.04e+08,4.24e+08,-9.64e+08,1.5e+07,-9.79e+08,-9.79e+08,3.2e+07,-1.333e+09,-1.14e+08,1.419e+09,-3.23e+08,7e+06,-3.3e+08,-1.8e+07,9.64e+08,5.5e+07,5.5e+07,5.5e+07,1.262e+09,1.3836e+10,-1e+08,0.21482,0.02685,0.01469,0.05882,0.01068,-0.25641,0.73655,4.50633,0.379,0.41489,0.40881,28.25213,7.03404,-0.10638,0.12128,0.01984,-0.00394,0.29231,10.66719,18.88079
"28","2017_Q1",28.1764516129032,"Down",2.7611e+10,-2.1698e+10,5.913e+09,-5.039e+09,-4.467e+09,-5.72e+08,8.74e+08,-1.42e+08,-1.26e+08,-1.26e+08,7.32e+08,7.32e+08,-2.3e+08,5.02e+08,5.02e+08,4e+06,5.06e+08,5.06e+08,3.22e+08,3.22e+08,1.649e+09,6.561e+09,1.808e+09,8.98e+08,9.1e+08,1.034e+10,2.1016e+10,5.149e+09,3.031e+09,9.65e+08,2.6165e+10,3.6505e+10,7.052e+09,5.818e+09,1.234e+09,2.252e+09,3.556e+09,3.305e+09,1.286e+10,1.1825e+10,5.11e+09,1.524e+09,1.927e+09,1.659e+09,1.6935e+10,2.9795e+10,4.988e+09,-1.3118e+10,1.5543e+10,-7.15e+08,6.698e+09,1.2e+07,6.71e+09,3.6505e+10,5.02e+08,5.72e+08,2.84e+08,-5.42e+08,8.16e+08,-6.56e+08,1.8e+07,-6.74e+08,-6.74e+08,5.4e+07,-6.02e+08,-1.13e+08,2.08e+08,-3.48e+08,1.7e+07,-3.65e+08,-1.3e+07,-2.66e+08,-5.2e+07,-5.2e+07,-5.2e+07,1.446e+09,1.4077e+10,4.78e+08,0.21415,0.03165,0.01833,0.07541,0.01386,0.94466,0.80404,4.44039,0.38562,0.54409,0.53488,29.68925,7.20215,0.51398,0.12151,0.0239,0.01846,0.22332,9.51245,15.73799
