"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_investment_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",60.9845161290323,"Up",2.0008e+10,-1.6799e+10,3.209e+09,-1.769e+09,-9.16e+08,-8.53e+08,1.44e+09,2.7e+07,-1.1e+08,1.2e+08,1.7e+07,1.467e+09,-1e+06,1.466e+09,-4.32e+08,1.034e+09,1.032e+09,1.032e+09,1.032e+09,1.1172e+10,6.582e+09,4.59e+09,5.437e+09,5.437e+09,3.6817e+10,3.52e+08,3.18e+08,5.3778e+10,9.496e+09,1.195e+09,1.9185e+10,2.93e+09,4.961e+09,5.52e+09,5.774e+09,2.9876e+10,8.3654e+10,2.0925e+10,9.152e+09,1.1773e+10,2.172e+09,1.9755e+10,4.2852e+10,9.014e+09,2.4106e+10,2.304e+10,1.5586e+10,7.454e+09,1.66e+08,9e+08,3.312e+10,7.5972e+10,9.129e+09,5.061e+09,4.068e+09,-1.6055e+10,2.9775e+10,-1.5261e+10,7.588e+09,9.4e+07,7.682e+09,8.3654e+10,1.032e+09,4.65e+08,2.58e+08,4.9e+07,2.09e+08,-1.59e+08,4.6e+08,-1.851e+09,1.15e+08,1.117e+09,1.596e+09,-4.15e+08,-4.28e+08,-4.28e+08,-5.9e+08,3.345e+09,-1.005e+09,-3e+07,-3e+07,-4e+07,1e+07,2.5e+07,2.5e+07,0,-3.37e+08,2.54e+08,2.54e+08,2.3e+07,2.77e+08,1.905e+09,1.1186e+10,1.763e+09,0.16039,0.07197,0.05158,0.13434,0.01234,1.70833,1.25497,9.88961,0.13372,1.35879,1.35238,26.34365,9.99078,2.32126,5,0.03174,0.04102,0.00735,0.00972
"12","2013_Q1",65.688,"Up",2.2302e+10,-1.9046e+10,3.256e+09,-1.696e+09,-9.43e+08,-7.53e+08,1.56e+09,-3.2e+07,-1.12e+08,5.7e+07,2.3e+07,1.528e+09,7e+06,1.535e+09,-5.57e+08,9.78e+08,9.78e+08,9.78e+08,9.78e+08,1.3558e+10,1.0341e+10,3.217e+09,5.608e+09,5.608e+09,3.7751e+10,3.92e+08,3.64e+08,5.7309e+10,9.66e+09,1.18e+09,2.0747e+10,3.111e+09,5.035e+09,6.753e+09,5.848e+09,3.1587e+10,8.8896e+10,2.2389e+10,9.394e+09,1.2995e+10,1.436e+09,2.1157e+10,4.4982e+10,8.973e+09,2.8974e+10,2.7179e+10,1.9651e+10,7.528e+09,3.66e+08,1.429e+09,3.7947e+10,8.2929e+10,9.183e+09,5.061e+09,4.122e+09,-1.5937e+10,3.0037e+10,-1.7416e+10,5.867e+09,1e+08,5.967e+09,8.8896e+10,9.78e+08,4.98e+08,1.9e+08,4.5e+07,1.45e+08,2.501e+09,-1.77e+08,-1.093e+09,3.42e+08,3.429e+09,4.167e+09,-4.28e+08,-4.96e+08,-4.95e+08,1.37e+09,3.96e+09,8.36e+08,-9.33e+08,-9.33e+08,-9.59e+08,2.6e+07,2.4e+07,2.4e+07,-2e+06,-1.243e+09,3.76e+09,3.76e+09,-1e+06,3.759e+09,2.058e+09,1.0409e+10,4.688e+09,0.146,0.06995,0.04385,0.1639,0.011,4.79346,1.27404,13.89794,0.11709,1.27994,1.27676,29.18728,7.67831,6.13532,6,0.02889,0.10337,-1.53013,-2.01859
"13","2013_Q2",80.32140625,"Up",1.8893e+10,-1.5756e+10,3.137e+09,-1.676e+09,-9.71e+08,-7.05e+08,1.461e+09,-4.5e+07,-9.9e+07,4.5e+07,9e+06,1.416e+09,2.2e+07,1.438e+09,-3.32e+08,1.106e+09,1.106e+09,1.106e+09,1.106e+09,1.1853e+10,8.335e+09,3.518e+09,6.351e+09,6.351e+09,4.0797e+10,4.89e+08,4.6e+08,5.949e+10,9.736e+09,1.177e+09,2.0044e+10,3.075e+09,5.049e+09,6.522e+09,5.398e+09,3.0957e+10,9.0447e+10,2.1406e+10,9.876e+09,1.153e+10,9.17e+08,2.3343e+10,4.5666e+10,8.254e+09,2.8967e+10,2.7325e+10,1.9878e+10,7.447e+09,2.41e+08,1.401e+09,3.7221e+10,8.2887e+10,9.14e+09,5.061e+09,4.079e+09,-1.578e+10,3.1143e+10,-1.7041e+10,7.462e+09,9.8e+07,7.56e+09,9.0447e+10,1.106e+09,4.29e+08,8.9e+07,5.8e+07,3.1e+07,-1.1e+09,-4.37e+08,-3e+09,6.54e+08,1.683e+09,5.24e+08,-4.88e+08,-5.21e+08,-5.21e+08,-3e+08,2.655e+09,-8.14e+08,-1.385e+09,-1.385e+09,-1.4e+09,1.5e+07,7.6e+07,7.6e+07,-2.9e+07,-1.705e+09,-1.995e+09,-1.995e+09,-1.1e+07,-2.006e+09,1.89e+09,9.171e+09,6.34e+08,0.16604,0.07733,0.05854,0.1463,0.01223,0.57324,1.30272,10.96389,0.1014,1.44897,1.44273,24.75174,9.77597,0.8306,5,0.03223,0.01387,-1.41905,-1.83573
"14","2013_Q3",91.49921875,"Up",2.1815e+10,-1.845e+10,3.365e+09,-1.692e+09,-9.29e+08,-7.63e+08,1.673e+09,-4e+07,-9.6e+07,4.3e+07,1.3e+07,1.633e+09,0,1.633e+09,-5.46e+08,1.087e+09,1.088e+09,1.088e+09,1.088e+09,1.4325e+10,8.694e+09,5.631e+09,6.406e+09,6.406e+09,4.0234e+10,3.45e+08,3.2e+08,6.131e+10,9.814e+09,1.166e+09,1.9801e+10,3.011e+09,5.043e+09,6.307e+09,5.44e+09,3.0781e+10,9.2091e+10,2.2849e+10,1.0437e+10,1.2412e+10,8.83e+08,2.3217e+10,4.6949e+10,8.695e+09,2.8815e+10,2.7501e+10,2.007e+10,7.431e+09,2.75e+08,1.039e+09,3.751e+10,8.4459e+10,9.242e+09,5.061e+09,4.181e+09,-1.6412e+10,3.149e+10,-1.6794e+10,7.526e+09,1.06e+08,7.632e+09,9.2091e+10,1.088e+09,4.36e+08,0,4.9e+07,-4.9e+07,1.943e+09,-1.13e+08,3.86e+08,1.94e+08,1.476e+09,3.467e+09,-4.44e+08,-4.55e+08,-4.55e+08,-2.113e+09,1.977e+09,-2.557e+09,4.16e+08,4.16e+08,-1e+08,5.16e+08,-5.92e+08,4.08e+08,1.9e+07,-5.25e+08,385000000.000001,385000000.000001,-2.6e+07,359000000.000001,2.109e+09,9.578e+09,4.154e+09,0.15425,0.07669,0.04987,0.14256,0.01181,3.81801,1.30589,11.06643,0.10401,1.42539,1.41372,28.57985,9.85982,5.44216,5,0.03163,0.09026,-2.25083,-2.83742
"15","2013_Q4",110.87203125,"Up",2.213e+10,-1.8674e+10,3.456e+09,-1.711e+09,-9.56e+08,-7.55e+08,1.745e+09,-1.7e+07,-9.5e+07,5.9e+07,1.9e+07,1.728e+09,-1e+06,1.727e+09,-5.67e+08,1.16e+09,1.158e+09,1.158e+09,1.158e+09,1.5911e+10,1.0041e+10,5.87e+09,6.652e+09,6.652e+09,4.124e+10,3.59e+08,3.16e+08,6.4162e+10,9.987e+09,1.168e+09,1.9316e+10,2.962e+09,5.047e+09,5.957e+09,5.35e+09,3.0471e+10,9.4633e+10,2.3041e+10,1.0657e+10,1.2384e+10,9.19e+08,2.572e+10,4.968e+10,8.677e+09,2.7209e+10,2.5974e+10,1.8559e+10,7.415e+09,2.99e+08,9.36e+08,3.5886e+10,8.5566e+10,9.356e+09,5.061e+09,4.295e+09,-1.6865e+10,3.2647e+10,-1.6187e+10,8.951e+09,1.16e+08,9.067e+09,9.4633e+10,1.158e+09,4.58e+08,4e+07,4.9e+07,-9e+06,1.152e+09,-4.56e+08,-1.017e+09,9.5e+07,2.53e+09,2.808e+09,-4.81e+08,-4.84e+08,-4.84e+08,-2.3e+08,2.365e+09,-7.11e+08,-2e+07,-2e+07,-3.6e+07,1.6e+07,-4.12e+08,3.87e+08,3.6e+07,-7.63e+08,1.334e+09,1.334e+09,1.3e+07,1.347e+09,2.203e+09,9.596e+09,3.441e+09,0.15617,0.07885,0.05233,0.12772,0.01224,2.9715,1.29151,9.43708,0.1014,1.52489,1.50879,29.14143,11.78694,4.53121,5,0.03324,0.07501,-2.86655,-3.61891
"16","2014_Q1",111.614262295082,"Up",2.3785e+10,-2.0388e+10,3.397e+09,-1.948e+09,-1.1e+09,-8.48e+08,1.449e+09,-1.4e+07,-9.6e+07,6.7e+07,1.5e+07,1.435e+09,-1e+06,1.434e+09,-2.01e+08,1.233e+09,1.233e+09,1.233e+09,1.233e+09,1.5258e+10,9.088e+09,6.17e+09,6.546e+09,6.546e+09,4.2912e+10,3.58e+08,3.44e+08,6.5074e+10,1.0224e+10,1.204e+09,1.6161e+10,3.052e+09,5.043e+09,2.939e+09,5.127e+09,2.7589e+10,9.2663e+10,2.3629e+10,9.498e+09,1.4131e+10,1.563e+09,2.6294e+10,5.1486e+10,8.072e+09,1.8108e+10,1.7002e+10,1.0474e+10,6.528e+09,1.56e+08,9.5e+08,2.618e+10,7.7666e+10,9.476e+09,5.061e+09,4.415e+09,-1.7671e+10,3.2964e+10,-9.894e+09,1.4875e+10,1.22e+08,1.4997e+10,9.2663e+10,1.233e+09,5.21e+08,5.43e+08,5e+07,4.93e+08,-9.17e+08,1.27e+08,-1.931e+09,-1.241e+09,2.128e+09,1.38e+09,-7.74e+08,-7.78e+08,-6.38e+08,-2.98e+08,5.456e+09,-1.072e+09,-1.54e+08,-1.54e+08,-1.78e+08,2.4e+07,-7.76e+08,2.26e+08,3.9e+07,-1.256e+09,-9.48e+08,-9.48e+08,-5000000.00000001,-9.53e+08,1.97e+09,9.635e+09,4.8e+08,0.14282,0.06092,0.05184,0.08222,0.01331,0.38929,1.26392,5.17877,0.10398,1.62837,1.60819,31.41178,19.64474,0.63391,5,0.03739,0.01123,-2.85431,-3.88061
"17","2014_Q2",112.516666666667,"Up",2.0465e+10,-1.7296e+10,3.169e+09,-1.686e+09,-8.77e+08,-8.09e+08,1.483e+09,-2.4e+07,-9.2e+07,5.9e+07,9e+06,1.459e+09,0,1.459e+09,-4.94e+08,9.65e+08,9.65e+08,9.65e+08,9.65e+08,1.2224e+10,6.942e+09,5.282e+09,7.341e+09,7.341e+09,4.4941e+10,2.71e+08,2.56e+08,6.4777e+10,1.0263e+10,1.208e+09,1.5327e+10,2.996e+09,5.046e+09,2.463e+09,4.822e+09,2.6798e+10,9.1575e+10,2.2998e+10,1.0779e+10,1.2219e+10,1.66e+09,2.7844e+10,5.2502e+10,7.275e+09,1.7165e+10,1.6191e+10,9.676e+09,6.515e+09,1.66e+08,8.08e+08,2.444e+10,7.6942e+10,9.502e+09,5.061e+09,4.441e+09,-2.0028e+10,3.3929e+10,-8.883e+09,1.452e+10,1.13e+08,1.4633e+10,9.1575e+10,9.65e+08,4.48e+08,3.6e+07,5.2e+07,-1.6e+07,-3.37e+08,-7.92e+08,-2.049e+09,1.35e+09,1.154e+09,1.112e+09,-4.82e+08,-4.97e+08,-4.97e+08,8.88e+08,3.625e+09,4.06e+08,-7.06e+08,-7.06e+08,-7.57e+08,5.1e+07,-2.391e+09,1.09e+08,-3.1e+07,-3.668e+09,-2.15e+09,-2.15e+09,4e+06,-2.146e+09,1.931e+09,8.935e+09,1.606e+09,0.15485,0.07247,0.04715,0.06595,0.01054,1.66425,1.2338,5.25812,0.09757,1.2953,1.28239,27.4698,19.48993,2.1557,6,0.03695,0.03943,-1.70326,-2.2178
"18","2014_Q3",109.2103125,"Down",2.2045e+10,-1.867e+10,3.375e+09,-1.651e+09,-9.18e+08,-7.33e+08,1.724e+09,-9e+06,-8.1e+07,6.1e+07,1.1e+07,1.715e+09,2e+06,1.717e+09,-63999999.9999999,1.653e+09,1.653e+09,1.653e+09,1.653e+09,1.133e+10,7.533e+09,3.797e+09,7.694e+09,7.694e+09,4.6251e+10,2.52e+08,2.37e+08,6.5527e+10,1.0449e+10,1.196e+09,1.5565e+10,3.004e+09,5.139e+09,2.664e+09,4.758e+09,2.721e+10,9.2737e+10,2.4282e+10,1.106e+10,1.3222e+10,1.591e+09,2.7466e+10,5.3339e+10,7.292e+09,1.7922e+10,1.6318e+10,9.812e+09,6.506e+09,7.4e+08,8.64e+08,2.5214e+10,7.8553e+10,9.585e+09,5.061e+09,4.524e+09,-2.1381e+10,3.4516e+10,-8.659e+09,1.4061e+10,1.23e+08,1.4184e+10,9.2737e+10,1.653e+09,4.52e+08,6.3e+07,4.9e+07,1.4e+07,-3.59e+08,-4.94e+08,-1.353e+09,4.33e+08,1.055e+09,1.809e+09,-4.47e+08,-4.49e+08,-4.49e+08,1.485e+09,4.405e+09,8.75e+08,-2.47e+08,-2.47e+08,-2.81e+08,3.4e+07,-1.346e+09,1.52e+08,2.8e+07,-2.096e+09,5.88e+08,5.88e+08,3e+06,5.91e+08,2.176e+09,8.883e+09,1.434e+09,0.1531,0.0782,0.07498,0.11654,0.01782,0.86751,1.2285,5.53814,0.09579,2.26098,2.23741,30.15319,19.23266,1.96143,6,0.05328,0.03498,-1.12454,-1.41937
"19","2014_Q4",110.5996875,"Up",2.3784e+10,-2.0075e+10,3.709e+09,-1.682e+09,-9.32e+08,-7.5e+08,2.027e+09,4e+06,-7.9e+07,9.2e+07,-9e+06,2.031e+09,0,2.031e+09,-6.69e+08,1.362e+09,1.362e+09,1.362e+09,1.362e+09,1.0077e+10,6.655e+09,3.422e+09,7.799e+09,7.799e+09,4.7058e+10,2.84e+08,2.57e+08,6.5218e+10,1.0707e+10,1.203e+09,1.5525e+10,2.954e+09,5.131e+09,2.546e+09,4.894e+09,2.7435e+10,9.2653e+10,2.3813e+10,1.1136e+10,1.2677e+10,1.579e+09,2.7812e+10,5.3204e+10,7.301e+09,1.7511e+10,1.5756e+10,9.262e+09,6.494e+09,7.09e+08,1.046e+09,2.4812e+10,7.8016e+10,9.633e+09,5.061e+09,4.572e+09,-2.2349e+10,3.588e+10,-8.653e+09,1.4511e+10,1.26e+08,1.4637e+10,9.2653e+10,1.362e+09,4.78e+08,2.06e+08,5.1e+07,1.55e+08,-1.107e+09,-9.9e+07,-1.023e+09,3.6e+07,-2.1e+07,9.39e+08,-6.12e+08,-6.22e+08,-6.22e+08,3.61e+08,2.578e+09,-2.47e+08,-3.6e+07,-3.6e+07,-5.6e+07,2e+07,-9.7e+08,3.2e+07,1e+06,-1.53e+09,-8.38e+08,-8.38e+08,-4e+07,-8.78e+08,2.505e+09,8.88e+09,1.455e+09,0.15595,0.08523,0.05727,0.09305,0.0147,1.06828,1.22581,5.33005,0.09584,1.88434,1.86422,32.90537,20.07609,2.013,6,0.04599,0.03546,-0.47784,-0.59053
"20","2015_Q1",127.734590163934,"Up",2.4468e+10,-2.0711e+10,3.757e+09,-1.795e+09,-1.04e+09,-7.55e+08,1.962e+09,-2e+07,-8.1e+07,7.5e+07,-1.4e+07,1.942e+09,-1.2e+07,1.93e+09,-4.64e+08,1.466e+09,1.466e+09,1.466e+09,1.466e+09,1.3092e+10,1.1733e+10,1.359e+09,7.729e+09,7.729e+09,4.6756e+10,1.9e+08,1.9e+08,6.7767e+10,1.1007e+10,1.154e+09,1.2993e+10,2.869e+09,5.119e+09,3.17e+08,4.688e+09,2.5154e+10,9.2921e+10,2.4129e+10,1.0667e+10,1.3462e+10,9.29e+08,2.3175e+10,4.8233e+10,8.141e+09,2.7757e+10,2.3984e+10,1.7182e+10,6.802e+09,2.207e+09,1.566e+09,3.5898e+10,8.4131e+10,9.686e+09,5.061e+09,4.625e+09,-2.3298e+10,3.618e+10,-1.3903e+10,8.665e+09,1.25e+08,8.79e+09,9.2921e+10,1.466e+09,5.28e+08,3.04e+08,4.3e+07,2.61e+08,2.7e+09,5.7e+07,9.5e+07,-4.8e+08,3.028e+09,4.998e+09,-6.61e+08,-6.68e+08,-6.68e+08,2.065e+09,2.808e+09,1.433e+09,1.65e+08,1.65e+08,-6.92e+08,8.57e+08,-9.51e+08,5e+07,6e+06,-1.299e+09,5.132e+09,5.132e+09,-5.4e+07,5.078e+09,2.49e+09,9.07e+09,4.993e+09,0.15355,0.08019,0.05991,0.16678,0.01578,3.40587,1.40499,9.57122,0.09761,2.04549,2.02235,34.13981,12.09014,6.96665,8,0.04351,0.10945,-1.61526,-2.04995
"21","2015_Q2",128.786349206349,"Up",2.2149e+10,-1.8496e+10,3.653e+09,-1.714e+09,-9.45e+08,-7.69e+08,1.939e+09,6e+06,-6.1e+07,7.9e+07,-1.2e+07,1.945e+09,1e+06,1.946e+09,-6.1e+08,1.336e+09,1.336e+09,1.336e+09,1.336e+09,9.631e+09,8.655e+09,9.76e+08,8.087e+09,8.087e+09,4.8502e+10,2.01e+08,1.84e+08,6.6421e+10,1.1172e+10,1.154e+09,1.9028e+10,2.809e+09,5.105e+09,6.485e+09,4.629e+09,3.1354e+10,9.7775e+10,2.3455e+10,1.1497e+10,1.1958e+10,1.33e+08,3.1668e+10,5.5256e+10,8.905e+09,2.5584e+10,2.4151e+10,1.7362e+10,6.789e+09,3.52e+08,1.081e+09,3.4489e+10,8.9745e+10,9.718e+09,5.061e+09,4.657e+09,-2.5513e+10,3.7516e+10,-1.3815e+10,7.906e+09,1.24e+08,8.03e+09,9.7775e+10,1.336e+09,4.59e+08,2.8e+07,5e+07,-2.2e+07,-1.735e+09,-3.89e+08,-1.822e+09,8.48e+08,-3.72e+08,8.8e+07,-5.74e+08,-5.74e+08,-5.74e+08,3.52e+08,1.159e+09,-2.14e+08,-5.2e+07,-5.2e+07,-8.13e+08,7.61e+08,-2.269e+09,2.31e+08,2.5e+07,-2.935e+09,-3.061e+09,-3.061e+09,-1.7e+07,-3.078e+09,2.398e+09,9.038e+09,6.99e+08,0.16493,0.08754,0.06032,0.16638,0.01366,0.5232,1.20206,11.17621,0.09244,1.89316,1.87351,31.38586,11.20306,0.99051,6,0.0463,0.01639,-0.24729,-0.30583
"22","2015_Q3",123.2653125,"Down",2.4543e+10,-2.135e+10,3.193e+09,-1.56e+09,-7.6e+08,-8e+08,1.633e+09,-1e+07,-7.5e+07,5e+07,1.5e+07,1.623e+09,0,1.623e+09,-5.13e+08,1.11e+09,1.11e+09,1.11e+09,1.11e+09,9.625e+09,9.157e+09,4.68e+08,7.927e+09,7.927e+09,4.9028e+10,2.26e+08,2.09e+08,6.6806e+10,1.1338e+10,1.256e+09,1.8702e+10,2.763e+09,5.126e+09,6.264e+09,4.549e+09,3.1296e+10,9.8102e+10,2.4757e+10,1.1531e+10,1.3226e+10,1.12e+08,3.2267e+10,5.7136e+10,8.904e+09,2.5755e+10,2.4314e+10,1.7537e+10,6.777e+09,3.89e+08,1.052e+09,3.4659e+10,9.1795e+10,9.782e+09,5.061e+09,4.721e+09,-2.7463e+10,3.7365e+10,-1.342e+10,6.264e+09,4.3e+07,6.307e+09,9.8102e+10,1.11e+09,4.53e+08,1.5e+08,4.4e+07,1.06e+08,1.584e+09,76000000.0000002,-5.73e+08,39999999.9999995,2.041e+09,3.297e+09,-6.72e+08,-6.92e+08,-6.92e+08,4.83e+08,8.81e+08,-1.98e+08,-3.3e+07,-3.3e+07,-3.3e+07,0,-1.956e+09,4.5e+07,9e+06,-2.605e+09,4.94e+08,4.94e+08,8e+06,5.02e+08,2.086e+09,9.016e+09,3.511e+09,0.1301,0.06654,0.04523,0.17599,0.01131,3.16306,1.16925,14.55446,0.0919,1.6059,1.59071,35.50781,9.0625,5.07957,5,0.04224,0.08547,-0.29195,-0.37293
"23","2015_Q4",128.80375,"Up",2.5849e+10,-2.16e+10,4.249e+09,-1.746e+09,-8.89e+08,-8.57e+08,2.503e+09,-1.5e+07,-6.7e+07,7.8e+07,-2.6e+07,2.488e+09,-1e+06,2.487e+09,-7.83e+08,1.704e+09,1.704e+09,1.704e+09,1.704e+09,9.857e+09,9.383e+09,4.74e+08,8.854e+09,8.854e+09,4.8624e+10,2.41e+08,2.27e+08,6.7576e+10,1.1614e+10,1.277e+09,1.8531e+10,2.706e+09,5.122e+09,6.146e+09,4.557e+09,3.1422e+10,9.8998e+10,2.4547e+10,1.1777e+10,1.277e+10,6.14e+08,3.2647e+10,5.7808e+10,8.402e+09,2.6002e+10,2.4541e+10,1.7795e+10,6.746e+09,3.78e+08,1.083e+09,3.4404e+10,9.2212e+10,9.832e+09,5.061e+09,4.771e+09,-2.8898e+10,3.9069e+10,-1.3263e+10,6.74e+09,4.6e+07,6.786e+09,9.8998e+10,1.704e+09,4.37e+08,1.75e+08,4.7e+07,1.28e+08,5.43e+08,-8.89e+08,2.09e+08,1.7e+08,1.053e+09,2.859e+09,-5.57e+08,-5.61e+08,-5.61e+08,-7e+06,1.29e+08,-5.53e+08,-1.8e+07,-1.8e+07,-1.8e+07,0,-1.445e+09,5.5e+07,1.2e+07,-2.069e+09,2.37e+08,2.37e+08,-1.1e+07,2.26e+08,2.94e+09,9.016e+09,3.709e+09,0.16438,0.09683,0.06592,0.25111,0.01721,2.17664,1.16897,13.58856,0.09107,2.5011,2.47746,37.9407,9.89285,5.444,7,0.05554,0.08872,-0.28605,-0.336
"24","2016_Q1",111.815901639344,"Down",2.3573e+10,-2.0642e+10,2.931e+09,-1.836e+09,-9.31e+08,-9.05e+08,1.095e+09,5e+06,-7.2e+07,6.7e+07,9999999.99999999,1.1e+09,-1e+06,1.099e+09,-7.3e+07,1.026e+09,1.026e+09,1.026e+09,1.026e+09,1.2052e+10,1.1302e+10,7.5e+08,8.713e+09,8.713e+09,4.7257e+10,2.12e+08,2.12e+08,6.8234e+10,1.2076e+10,1.284e+09,1.2814e+10,2.657e+09,5.126e+09,2.65e+08,4.766e+09,2.6174e+10,9.4408e+10,2.4814e+10,1.08e+10,1.4014e+10,1.234e+09,2.4364e+10,5.0412e+10,8.73e+09,2.8869e+10,2.4399e+10,1.7783e+10,6.616e+09,2.392e+09,2.078e+09,3.7599e+10,8.8011e+10,9.895e+09,5.061e+09,4.834e+09,-2.9568e+10,3.8756e+10,-1.2748e+10,6.335e+09,6.2e+07,6.397e+09,9.4408e+10,1.026e+09,4.84e+08,2.06e+08,4.8e+07,1.58e+08,1.403e+09,1.33e+08,1.076e+09,-1.296e+09,1.49e+09,3.119e+09,-6.05e+08,-6.23e+08,-6.23e+08,-2.74e+08,4.21e+08,-8.81e+08,9.64e+08,9.64e+08,-2.1e+07,9.85e+08,-6.82e+08,6.8e+07,1.5e+07,-3.11e+08,1.927e+09,1.927e+09,-8e+06,1.919e+09,1.579e+09,9.964e+09,2.45e+09,0.12434,0.04645,0.04352,0.16039,0.01087,2.38791,1.35353,13.75817,0.10554,1.52271,1.50594,34.98516,9.4019,3.63609,4,0.03613,0.05417,-1.32236,-1.90685
"25","2016_Q2",118.4828125,"Up",2.2632e+10,-1.9097e+10,3.535e+09,-1.805e+09,-8.88e+08,-9.17e+08,1.73e+09,7e+06,-7.3e+07,5.4e+07,2.6e+07,1.737e+09,4e+06,1.741e+09,-5.22e+08,1.219e+09,1.219e+09,1.219e+09,1.219e+09,8.352e+09,7.886e+09,4.66e+08,9.711e+09,9.711e+09,4.7266e+10,2.58e+08,2.58e+08,6.5587e+10,1.2269e+10,1.297e+09,1.2394e+10,2.594e+09,5.132e+09,2.67e+08,4.401e+09,2.596e+10,9.1547e+10,2.4348e+10,1.1558e+10,1.279e+10,1.243e+09,2.3926e+10,4.9517e+10,8.721e+09,2.9203e+10,2.481e+10,1.8196e+10,6.614e+09,2.297e+09,2.096e+09,3.7924e+10,8.7441e+10,9.845e+09,5.061e+09,4.784e+09,-3.2939e+10,3.9975e+10,-1.2838e+10,4.043e+09,6.3e+07,4.106e+09,9.1547e+10,1.219e+09,4.43e+08,1.62e+08,5.1e+07,1.11e+08,-5.49e+08,-1.002e+09,-5.6e+07,9.6e+08,-4.51e+08,1.275e+09,-7.37e+08,-7.48e+08,-7.48e+08,2.89e+08,4.93e+08,-4.38e+08,-1.3e+07,-1.3e+07,-1.28e+08,1.15e+08,-3.459e+09,4.2e+07,-7.6e+07,-4.265e+09,-3.428e+09,-3.428e+09,1.2e+07,-3.416e+09,2.173e+09,9.964e+09,1.409e+09,0.15619,0.07644,0.05386,0.29688,0.01332,1.15587,1.32454,21.29591,0.10884,1.84809,1.83363,34.3117,6.12947,2.13614,6,0.04474,0.03256,0.74183,0.93179
