"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","prepaid_pension_costs","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",13.3851612903226,"Up",3.843e+09,-1.525e+09,2.318e+09,-1.576e+09,-4.66e+08,-1.11e+09,7.42e+08,-2.27e+08,-2.39e+08,6636305.45919343,1.2e+07,5.15e+08,5.3e+07,5.68e+08,-1.54e+08,4.14e+08,4.14e+08,4.14e+08,4.14e+08,2.46e+08,2.46e+08,1.633e+09,1.633e+09,1.055e+09,1.503e+09,1.503e+09,4.437e+09,4.7693e+10,9.71e+08,8.948e+09,1.093e+09,6.911e+09,5.7612e+10,6.2049e+10,2.409e+09,1.194e+09,7.03e+08,5.12e+08,3.115e+09,1.053e+09,2.062e+09,2.351e+09,4.86e+08,1.865e+09,7.875e+09,2.2714e+10,1.5574e+10,6.166e+09,5.3e+08,8.878e+09,3.8288e+10,4.6163e+10,5.498e+09,4e+06,5.494e+09,1.0607e+10,-2.19e+08,1.5886e+10,1.5886e+10,6.2049e+10,4.14e+08,4.14e+08,4.66e+08,4.72e+08,-1.23e+08,1.229e+09,-1.045e+09,-1.045e+09,-1.045e+09,-1.424e+09,-2.48e+09,-2.52e+08,1.447e+09,1.4e+07,-7e+06,1.202e+09,-4.9e+07,-4.9e+07,-4.9e+07,1.208e+09,2.5829e+10,1.94e+08,0.60317,0.19308,0.10773,0.02606,0.00667,0.4686,0.56343,2.90589,0.41627,0.24684,0.2452,2.29132,9.47174,0.11567,0.15025,4,0.01163,0.00339,0.6087,21.17798,34.47844
"12","2013_Q1",14.2081666666667,"Up",3.375e+09,-1.178e+09,2.197e+09,-1.466e+09,-3.97e+08,-1.069e+09,7.31e+08,-1.84e+08,-2.19e+08,1.3e+07,2.2e+07,5.47e+08,2.1e+07,5.68e+08,-1.39e+08,4.29e+08,4.29e+08,4.29e+08,4.29e+08,3.29e+08,3.29e+08,1.487e+09,1.487e+09,1.073e+09,2.348e+09,1.616e+09,5.237e+09,4.9413e+10,9.76e+08,8.813e+09,1.031e+09,6.862e+09,5.9202e+10,6.4439e+10,2.122e+09,1.281e+09,4.14e+08,4.27e+08,3.982e+09,1.211e+09,2.771e+09,2.775e+09,4.3e+08,2.345e+09,8.879e+09,2.3177e+10,1.6315e+10,6.703e+09,5.87e+08,9.025e+09,3.9492e+10,4.8371e+10,5.54e+09,4e+06,5.536e+09,1.0783e+10,-2.55e+08,1.6068e+10,1.6068e+10,6.4439e+10,4.29e+08,4.29e+08,3.97e+08,-2.62e+08,2.71e+08,8.35e+08,-1.103e+09,-1.103e+09,-1.103e+09,-1.364e+09,-2.427e+09,-2.52e+08,1.778e+09,1.9e+07,1.3e+08,1.675e+09,8.3e+07,8.3e+07,8.3e+07,1.128e+09,2.7159e+10,4.35e+08,0.65096,0.21659,0.12711,0.0267,0.00666,1.01399,0.58982,3.01039,0.42147,0.25524,0.25367,2.00797,9.55973,0.25881,0.14993,5,0.01144,0.00731,0.58741,23.78546,36.70315
"13","2013_Q2",15.60421875,"Up",3.279e+09,-1.065e+09,2.214e+09,-1.48e+09,-4.19e+08,-1.061e+09,7.34e+08,-1.94e+08,-2.53e+08,3990219.3005638,5.9e+07,5.4e+08,-3.55e+08,1.85e+08,-1.44e+08,4.1e+07,2.72e+08,2.72e+08,2.72e+08,2.15e+08,2.15e+08,1.366e+09,1.366e+09,1.098e+09,1.366e+09,1.356e+09,4.045e+09,4.9824e+10,9.81e+08,8.993e+09,1.049e+09,7.042e+09,5.9798e+10,6.3843e+10,1.944e+09,1.094e+09,4.79e+08,3.71e+08,4.183e+09,1.501e+09,2.682e+09,2.649e+09,4.19e+08,2.23e+09,8.776e+09,2.2866e+10,1.5999e+10,6.66e+09,3.91e+08,8.948e+09,3.8865e+10,4.7641e+10,5.561e+09,4e+06,5.557e+09,1.0777e+10,-1.36e+08,1.6202e+10,1.6202e+10,6.3843e+10,4.1e+07,2.72e+08,4.19e+08,9.16e+08,-2.94e+08,1.082e+09,-8.71e+08,-8.71e+08,-8.71e+08,-7.07e+08,-1.578e+09,-2.79e+08,6.66e+08,8e+06,-1.3e+07,3.82e+08,-1.14e+08,-1.14e+08,-1.14e+08,1.153e+09,2.7049e+10,1.32e+08,0.67521,0.22385,0.08295,0.01679,0.00426,0.48529,0.46092,2.94044,0.42368,0.16152,0.16049,1.94715,9.62114,0.07838,0.16568,4,0.0093,0.00223,1.02574,23.2732,36.55858
"14","2013_Q3",16.37234375,"Up",3.833e+09,-1.262e+09,2.571e+09,-1.59e+09,-4.99e+08,-1.091e+09,9.81e+08,-1.68e+08,-2.46e+08,5e+06,7.3e+07,8.13e+08,9e+06,8.22e+08,-2.11e+08,6.11e+08,6.11e+08,6.11e+08,6.11e+08,4.11e+08,4.11e+08,1.809e+09,1.809e+09,1.12e+09,1.395e+09,1.384e+09,4.735e+09,5.046e+10,1.045e+09,8.977e+09,1.055e+09,7.077e+09,6.0482e+10,6.5217e+10,2.326e+09,1.279e+09,6.19e+08,4.28e+08,4.343e+09,6.66e+08,3.677e+09,2.198e+09,5.79e+08,1.619e+09,8.867e+09,2.3514e+10,1.6235e+10,6.861e+09,3.62e+08,9.012e+09,3.9749e+10,4.8616e+10,5.594e+09,4e+06,5.59e+09,1.1109e+10,-1.02e+08,1.6601e+10,1.6601e+10,6.5217e+10,6.11e+08,6.11e+08,4.99e+08,1.52e+08,-94000000.0000001,1.168e+09,-6.87e+08,-6.87e+08,-6.87e+08,-5.2e+08,-1.207e+09,-2.78e+08,4.01e+08,1e+06,1.11e+08,2.35e+08,1.96e+08,1.96e+08,1.96e+08,1.48e+09,2.7857e+10,9.1e+08,0.67075,0.25594,0.15941,0.03681,0.00937,1.48936,0.534,2.9285,0.42714,0.36214,0.3595,2.27181,9.83938,0.53936,0.16477,4,0.01465,0.01499,0.45499,18.54459,27.97757
"15","2013_Q4",16.86125,"Up",4.394e+09,-1.439e+09,2.955e+09,-1.769e+09,-6.05e+08,-1.164e+09,1.186e+09,-2.09e+08,-2.68e+08,2.2e+07,3.7e+07,9.77e+08,1.9e+07,9.96e+08,-2.98e+08,6.98e+08,6.98e+08,6.98e+08,6.98e+08,5.58e+08,5.58e+08,1.888e+09,1.888e+09,1.142e+09,1.884e+09,1.876e+09,5.472e+09,5.1399e+10,1.085e+09,9.21e+09,1.058e+09,7.141e+09,6.1694e+10,6.7166e+10,2.477e+09,1.244e+09,7.83e+08,4.5e+08,4.848e+09,9.15e+08,3.933e+09,1.888e+09,6.15e+08,1.273e+09,9.213e+09,2.3862e+10,1.6682e+10,7.207e+09,3.54e+08,9.121e+09,4.0544e+10,4.9757e+10,5.963e+09,4e+06,5.959e+09,1.1528e+10,-8.2e+07,1.7409e+10,1.7409e+10,6.7166e+10,6.98e+08,6.98e+08,6.05e+08,4.27e+08,-5.9e+08,1.14e+09,-6.57e+08,-6.57e+08,-6.57e+08,-8.24e+08,-1.481e+09,-2.79e+08,4.22e+08,4.06e+08,-6.1e+07,4.88e+08,1.47e+08,1.47e+08,1.47e+08,1.791e+09,2.871e+10,8.42e+08,0.67251,0.26991,0.15885,0.04009,0.01039,1.2063,0.59394,2.85812,0.42745,0.41175,0.40982,2.59202,10.26958,0.4967,0.16458,8,0.01556,0.01341,0.39971,15.71859,23.73693
"16","2014_Q1",18.2672131147541,"Up",3.63e+09,-1.192e+09,2.438e+09,-1.798e+09,-6.4e+08,-1.158e+09,6.4e+08,-1.92e+08,-2.76e+08,-1999999.99999999,8.6e+07,4.48e+08,2999999.99999999,4.51e+08,-1.24e+08,3.27e+08,3.27e+08,3.27e+08,3.27e+08,4.38e+08,4.38e+08,1.777e+09,1.777e+09,1.153e+09,2.474e+09,1.721e+09,5.842e+09,5.272e+10,1.121e+09,9.623e+09,1.456e+09,7.004e+09,6.3464e+10,6.9306e+10,2.512e+09,1.2e+09,4.73e+08,8.39e+08,4.457e+09,6.91e+08,3.766e+09,2.22e+09,8.38e+08,1.382e+09,9.189e+09,2.3969e+10,1.8108e+10,8.144e+09,4.73e+08,9.491e+09,4.2077e+10,5.1266e+10,6.415e+09,4e+06,6.411e+09,1.1569e+10,5.6e+07,1.804e+10,1.804e+10,6.9306e+10,3.27e+08,3.27e+08,6.4e+08,-1.81e+08,9.26e+08,1.712e+09,-4.53e+08,-4.53e+08,-4.53e+08,-1.404e+09,-1.857e+09,-2.86e+08,-2.34e+08,4.27e+08,1.18e+08,24999999.9999999,-1.2e+08,-1.2e+08,-1.2e+08,1.28e+09,2.8426e+10,1.877e+09,0.67163,0.17631,0.09008,0.01813,0.00472,5.74006,0.63576,2.8418,0.41015,0.19003,0.18854,2.10948,10.4835,1.09077,0.1662,6,0.00949,0.02907,0.87462,21.86562,43.73125
"17","2014_Q2",19.7603174603175,"Up",3.674e+09,-1.397e+09,2.277e+09,-1.539e+09,-4.63e+08,-1.076e+09,7.38e+08,-2.2e+08,-2.97e+08,2e+06,7.5e+07,5.18e+08,6.5e+07,5.83e+08,-1.53e+08,4.3e+08,4.3e+08,4.3e+08,4.3e+08,4.88e+08,4.88e+08,1.904e+09,1.904e+09,1.148e+09,2.601e+09,1.847e+09,6.141e+09,5.3306e+10,1.148e+09,9.736e+09,1.476e+09,7.276e+09,6.419e+10,7.0331e+10,2.463e+09,1.45e+09,5.55e+08,4.58e+08,5.691e+09,1.869e+09,3.822e+09,2.138e+09,8.15e+08,1.323e+09,1.0292e+10,2.3824e+10,1.8055e+10,8.306e+09,3.96e+08,9.353e+09,4.1879e+10,5.2171e+10,6.455e+09,4e+06,6.451e+09,1.1684e+10,2.1e+07,1.816e+10,1.816e+10,7.0331e+10,4.3e+08,4.3e+08,4.63e+08,4.26e+08,-3.02e+08,1.017e+09,-1.023e+09,-1.023e+09,-1.023e+09,-8.19e+08,-1.842e+09,-3.15e+08,1.117e+09,2.5e+07,4.8e+07,8.75e+08,5e+07,5e+07,5e+07,1.201e+09,2.9515e+10,2.9e+07,0.61976,0.20087,0.11704,0.02368,0.00611,0.06744,0.59668,2.87285,0.41966,0.24798,0.24532,2.1188,10.4729,0.01672,0.18166,7,0.01133,0.00044,0.73256,24.16903,39.33198
"18","2014_Q3",19.7621875,"Up",4.029e+09,-1.374e+09,2.655e+09,-1.703e+09,-6.13e+08,-1.09e+09,9.52e+08,-2.03e+08,-2.85e+08,2e+07,6.2e+07,7.49e+08,3.3e+07,7.82e+08,-2.91e+08,4.91e+08,4.91e+08,4.91e+08,4.91e+08,6.22e+08,6.22e+08,1.978e+09,1.978e+09,1.178e+09,2.321e+09,1.926e+09,6.099e+09,5.4031e+10,1.262e+09,1.0198e+10,1.496e+09,7.808e+09,6.5491e+10,7.159e+10,2.884e+09,1.475e+09,6.94e+08,7.15e+08,4.401e+09,1.116e+09,3.285e+09,2.405e+09,6.86e+08,1.719e+09,9.69e+09,2.5049e+10,1.8422e+10,8.227e+09,5.61e+08,9.634e+09,4.3471e+10,5.3161e+10,6.51e+09,4e+06,6.506e+09,1.186e+10,5.9e+07,1.8429e+10,1.8429e+10,7.159e+10,4.91e+08,4.91e+08,6.13e+08,5.81e+08,-2.54e+08,1.431e+09,-6.09e+08,-6.09e+08,-6.09e+08,-6.54e+08,-1.263e+09,-3.15e+08,2.62e+08,1.7e+07,2000000.00000001,-3.4e+07,1.34e+08,1.34e+08,1.34e+08,1.565e+09,2.945e+10,9.93e+08,0.65897,0.23629,0.12187,0.02664,0.00686,2.0224,0.62941,2.88464,0.41137,0.28277,0.27891,2.32032,10.61334,0.57187,0.18141,5,0.01216,0.01498,0.64155,18.42045,30.28151
"19","2014_Q4",20.8234375,"Up",4.654e+09,-1.566e+09,3.088e+09,-1.925e+09,-7.83e+08,-1.142e+09,1.163e+09,-2.24e+08,-2.98e+08,3.8e+07,3.6e+07,9.39e+08,4e+06,9.43e+08,-2.79e+08,6.64e+08,6.64e+08,6.6e+08,6.6e+08,4.85e+08,4.85e+08,2.022e+09,2.022e+09,1.269e+09,1.857e+09,1.826e+09,5.633e+09,5.5067e+10,1.384e+09,1.0109e+10,1.515e+09,7.752e+09,6.656e+10,7.2193e+10,3.083e+09,1.496e+09,8.31e+08,7.56e+08,4.07e+09,6.85e+08,3.385e+09,2.419e+09,7.57e+08,1.662e+09,9.572e+09,2.4853e+10,1.8624e+10,7.999e+09,5.68e+08,1.0057e+10,4.3477e+10,5.3049e+10,6.559e+09,4e+06,6.555e+09,1.2204e+10,4.7e+07,1.881e+10,1.9144e+10,7.2193e+10,6.64e+08,6.64e+08,7.83e+08,5.09e+08,-4.36e+08,1.52e+09,-7.18e+08,-7.18e+08,-7.18e+08,-6.93e+08,-9.73e+08,-3.15e+08,-8.29e+08,1.5e+07,4.45e+08,-6.84e+08,-1.37e+08,-1.37e+08,-1.37e+08,1.946e+09,2.8923e+10,1.071e+09,0.66352,0.24989,0.14181,0.03448,0.00914,1.62273,0.58849,2.77105,0.40063,0.37975,0.37457,2.67779,10.82278,0.61623,0.18124,4,0.01462,0.01606,0.47727,14.61357,24.45228
"20","2015_Q1",21.9070491803279,"Up",4.664e+09,-1.265e+09,3.399e+09,-1.868e+09,-6.92e+08,-1.176e+09,1.531e+09,-2.05e+08,-3.01e+08,3.3e+07,6.3e+07,1.326e+09,1.1e+07,1.337e+09,-4.53e+08,8.84e+08,8.84e+08,8.84e+08,8.84e+08,5.77e+08,5.77e+08,1.805e+09,1.805e+09,1.292e+09,3.27e+09,2.531e+09,6.944e+09,5.5705e+10,1.399e+09,1.0557e+10,1.244e+09,8.304e+09,6.7661e+10,7.4605e+10,2.504e+09,1.354e+09,4.74e+08,6.76e+08,4.657e+09,1.142e+09,3.515e+09,2.502e+09,1.289e+09,1.213e+09,9.663e+09,2.4044e+10,2.073e+10,9.261e+09,4.66e+08,1.1003e+10,4.4774e+10,5.4437e+10,7.183e+09,4e+06,7.179e+09,1.2773e+10,-4e+07,1.9916e+10,2.0168e+10,7.4605e+10,8.84e+08,8.84e+08,6.92e+08,-4.98e+08,4.54e+08,1.532e+09,-4.85e+08,-4.85e+08,-4.85e+08,-1.798e+09,-2.283e+09,-3.16e+08,-2.95e+08,5.76e+08,8.78e+08,8.43e+08,9.2e+07,9.2e+07,9.2e+07,2.223e+09,2.8701e+10,2.645e+09,0.72877,0.32826,0.18954,0.04383,0.01185,2.99208,0.71862,2.69918,0.38471,0.50746,0.50045,2.67738,11.43284,1.51837,0.1814,8,0.01724,0.038,0.35747,12.65137,18.36969
"21","2015_Q2",21.268253968254,"Down",4.104e+09,-1.363e+09,2.741e+09,-1.608e+09,-5.47e+08,-1.061e+09,1.133e+09,-2.15e+08,-3e+08,9e+06,7.6e+07,9.18e+08,1.8e+07,9.36e+08,-2.86e+08,6.5e+08,6.5e+08,6.5e+08,6.5e+08,4.69e+08,4.69e+08,1.718e+09,1.718e+09,1.249e+09,2.861e+09,2.253e+09,6.297e+09,5.6233e+10,1.527e+09,1.0872e+10,1.259e+09,8.391e+09,6.8632e+10,7.4929e+10,2.11e+09,1.104e+09,5.58e+08,4.48e+08,4.577e+09,1.12e+09,3.457e+09,2.699e+09,1.087e+09,1.612e+09,9.386e+09,2.4264e+10,2.0815e+10,9.337e+09,5.57e+08,1.0921e+10,4.5079e+10,5.4465e+10,7.226e+09,4e+06,7.222e+09,1.3082e+10,-7.3e+07,2.0235e+10,2.0464e+10,7.4929e+10,6.5e+08,6.5e+08,5.47e+08,3.63e+08,-3.79e+08,1.181e+09,-7.35e+08,-7.35e+08,-7.35e+08,-8.29e+08,-1.564e+09,-3.41e+08,2e+06,1.6e+07,5.98e+08,2.75e+08,-1.08e+08,-1.08e+08,-1.08e+08,1.68e+09,2.8841e+10,8.52e+08,0.66788,0.27607,0.15838,0.03176,0.00867,1.31077,0.67089,2.6615,0.38491,0.3674,0.36208,2.31969,11.43737,0.48157,0.19274,8,0.01413,0.01215,0.52462,16.8881,25.04148
"22","2015_Q3",21.43625,"Up",4.359e+09,-1.316e+09,3.043e+09,-1.887e+09,-7.37e+08,-1.15e+09,1.156e+09,-1.57e+08,-2.58e+08,2.7e+07,7.4e+07,9.99e+08,-4e+06,9.95e+08,-2.74e+08,7.21e+08,7.21e+08,7.16e+08,7.16e+08,5.51e+08,5.51e+08,1.883e+09,1.883e+09,1.278e+09,2.634e+09,2.23e+09,6.346e+09,5.831e+10,1.613e+09,1.0932e+10,1.281e+09,8.344e+09,7.0855e+10,7.7201e+10,2.927e+09,1.517e+09,7.06e+08,7.04e+08,3.589e+09,8.21e+08,2.768e+09,2.905e+09,8.83e+08,2.022e+09,9.421e+09,2.5235e+10,2.0944e+10,9.436e+09,5.44e+08,1.0964e+10,4.6179e+10,5.56e+10,7.886e+09,5e+06,7.881e+09,1.3456e+10,-4e+06,2.1338e+10,2.1601e+10,7.7201e+10,7.21e+08,7.21e+08,7.37e+08,4e+08,-1.05e+08,1.753e+09,-8.47e+08,-8.47e+08,-8.47e+08,-1.449e+09,-2.19e+09,-3.42e+08,-2e+07,6.14e+08,2.67e+08,5.19e+08,8.2e+07,8.2e+07,81999999.9999999,1.893e+09,2.8824e+10,1.215e+09,0.6981,0.2652,0.16426,0.03315,0.00927,1.69693,0.6736,2.57395,0.37336,0.4018,0.39849,2.44613,11.97419,0.68182,0.19192,7,0.01482,0.01702,0.47765,14.93555,24.45761
"23","2015_Q4",21.49609375,"Up",4.954e+09,-1.472e+09,3.482e+09,-1.994e+09,-7.98e+08,-1.196e+09,1.488e+09,-1.62e+08,-2.89e+08,5.1e+07,7.6e+07,1.326e+09,-2.4e+07,1.302e+09,-4.21e+08,8.81e+08,8.81e+08,8.79e+08,8.79e+08,1.181e+09,1.181e+09,1.961e+09,1.961e+09,1.344e+09,2.171e+09,2.161e+09,6.657e+09,5.9835e+10,1.781e+09,1.169e+10,1.303e+09,9.083e+09,7.3306e+10,7.9963e+10,3.682e+09,1.87e+09,8.83e+08,9.29e+08,3.523e+09,1.026e+09,2.497e+09,3.166e+09,7.34e+08,2.432e+09,1.0371e+10,2.5604e+10,2.1162e+10,9.567e+09,6.09e+08,1.0986e+10,4.6766e+10,5.7137e+10,8.499e+09,5e+06,8.494e+09,1.3987e+10,-1.68e+08,2.2318e+10,2.2826e+10,7.9963e+10,8.81e+08,8.81e+08,7.98e+08,-1.54e+08,5.4e+07,1.579e+09,-9.14e+08,-9.14e+08,-9.14e+08,-1.022e+09,-1.723e+09,-3.48e+08,-4.6e+07,6.44e+08,5.24e+08,7.74e+08,6.3e+08,6.3e+08,6.3e+08,2.286e+09,2.9127e+10,1.847e+09,0.70287,0.30036,0.17743,0.03851,0.01099,2.10125,0.64189,2.50315,0.36426,0.48392,0.48191,2.72737,12.28694,1.01685,0.19159,7,0.01678,0.02526,0.3959,12.22485,18.78091
"24","2016_Q1",24.037868852459,"Up",4.069e+09,-1.176e+09,2.893e+09,-2.006e+09,-7.49e+08,-1.257e+09,8.87e+08,-1.58e+08,-2.78e+08,2e+07,1e+08,7.29e+08,2.8e+07,7.57e+08,-2.47e+08,5.1e+08,5.1e+08,5.07e+08,5.07e+08,5.71e+08,5.71e+08,1.784e+09,1.784e+09,1.259e+09,3.181e+09,2.172e+09,6.795e+09,6.1386e+10,1.786e+09,1.2512e+10,1.155e+09,1.0155e+10,7.5684e+10,8.2479e+10,3.899e+09,2.529e+09,4.49e+08,9.21e+08,2.594e+09,3.74e+08,2.22e+09,3.6e+09,8.82e+08,2.718e+09,1.0093e+10,2.6681e+10,2.2593e+10,9.827e+09,5.3e+08,1.2236e+10,4.9274e+10,5.9367e+10,8.601e+09,5e+06,8.596e+09,1.414e+10,-1.67e+08,2.2574e+10,2.3112e+10,8.2479e+10,5.1e+08,5.1e+08,7.49e+08,-11000000.0000001,3.28e+08,1.576e+09,-1.015e+09,-1.015e+09,-1.015e+09,-1.53e+09,-2.519e+09,-3.54e+08,2.83e+08,2.4e+07,3.76e+08,3.29e+08,-6.14e+08,-6.14e+08,-5.97e+08,1.636e+09,2.9275e+10,1.196e+09,0.71099,0.21799,0.1246,0.02194,0.00615,2.35897,0.67324,2.56867,0.35494,0.27548,0.27435,2.21093,12.26581,0.64986,0.19235,3,0.01148,0.01595,0.69822,17.54523,32.36077
"25","2016_Q2",25.8928125,"Up",3.835e+09,-9.28e+08,2.907e+09,-1.669e+09,-5.37e+08,-1.132e+09,1.238e+09,-3.53e+08,-4.91e+08,3.2e+07,1.06e+08,8.85e+08,1.1e+07,8.96e+08,-2.42e+08,6.54e+08,6.54e+08,6.53e+08,6.53e+08,6.28e+08,6.28e+08,1.574e+09,1.574e+09,1.287e+09,3.607e+09,2.515e+09,7.096e+09,6.2894e+10,1.892e+09,1.2755e+10,1.179e+09,1.0185e+10,7.7541e+10,8.4637e+10,2.612e+09,1.139e+09,5.43e+08,9.3e+08,3.705e+09,1.56e+09,2.145e+09,4.27e+09,9.74e+08,3.296e+09,1.0587e+10,2.7791e+10,2.2629e+10,9.982e+09,6.99e+08,1.1948e+10,5.042e+10,6.1007e+10,8.65e+09,5e+06,8.645e+09,1.4375e+10,-1.13e+08,2.2912e+10,2.363e+10,8.4637e+10,6.54e+08,6.54e+08,5.37e+08,3.26e+08,2.8e+07,1.545e+09,-1.176e+09,-1.176e+09,-1.176e+09,-2.797e+09,-3.681e+09,-4.01e+08,2.069e+09,1.7e+07,5.08e+08,2.193e+09,5.7e+07,5.7e+07,5.7e+07,1.775e+09,3.1496e+10,8.69e+08,0.75802,0.32282,0.17027,0.02763,0.00772,1.33078,0.67026,2.58176,0.37213,0.35451,0.35267,2.08198,12.43865,0.47177,0.2177,4,0.01356,0.01118,0.61409,17.39042,24.93376
"26","2016_Q3",27.36390625,"Up",3.816e+09,-9.6e+08,2.856e+09,-1.939e+09,-7.42e+08,-1.197e+09,9.17e+08,-4.18e+08,-5.81e+08,4.4e+07,1.19e+08,4.99e+08,2.64e+08,7.63e+08,-2.19e+08,5.44e+08,5.44e+08,5.4e+08,5.4e+08,7.3e+08,7.3e+08,1.816e+09,1.816e+09,1.254e+09,2.712e+09,2.187e+09,6.512e+09,6.4157e+10,2.114e+09,1.2637e+10,1.202e+09,1.0189e+10,7.8908e+10,8.542e+10,3.445e+09,1.774e+09,6.66e+08,1.005e+09,4.507e+09,1.382e+09,3.125e+09,3.384e+09,4.57e+08,2.927e+09,1.1336e+10,2.7001e+10,2.3201e+10,1.0121e+10,9.13e+08,1.2167e+10,5.0202e+10,6.1538e+10,8.708e+09,5e+06,8.703e+09,1.4548e+10,-8.2e+07,2.3174e+10,2.3882e+10,8.542e+10,5.44e+08,5.44e+08,7.42e+08,5.43e+08,-1.04e+08,1.725e+09,-1.056e+09,-1.056e+09,-1.056e+09,-7.11e+08,-1.756e+09,-4.02e+08,4.52e+08,2.6e+07,5.7e+07,1.33e+08,1.02e+08,1.02e+08,1.02e+08,1.659e+09,3.1508e+10,7.18e+08,0.74843,0.2403,0.14151,0.02261,0.00632,1.32963,0.57445,2.57675,0.36886,0.29265,0.29057,2.06807,12.55907,0.38912,0.21786,5,0.01199,0.00914,0.74444,18.55214,33.56379
"27","2016_Q4",26.148253968254,"Down",4.806e+09,-1.217e+09,3.589e+09,-2.19e+09,-9.83e+08,-1.207e+09,1.399e+09,-1.98e+08,-3.47e+08,7.1e+07,7.8e+07,1.201e+09,7e+06,1.208e+09,-4.18e+08,7.9e+08,7.9e+08,7.53e+08,7.53e+08,6.81e+08,6.81e+08,1.921e+09,1.921e+09,1.309e+09,2.836e+09,2.31e+09,6.747e+09,6.5617e+10,2.38e+09,1.312e+10,1.225e+09,1.0501e+10,8.1117e+10,8.7864e+10,4.442e+09,2.8e+09,8.61e+08,7.81e+08,2.992e+09,6.28e+08,2.364e+09,3.022e+09,3.77e+08,2.645e+09,1.0456e+10,2.8195e+10,2.4344e+10,1.0582e+10,9.99e+08,1.2763e+10,5.2539e+10,6.2995e+10,9.044e+09,5e+06,9.039e+09,1.4899e+10,-3.6e+07,2.3907e+10,2.4869e+10,8.7864e+10,7.9e+08,7.9e+08,9.83e+08,6.2e+07,1.89e+08,2.024e+09,-8.93e+08,-8.93e+08,-8.93e+08,-9.95e+08,-1.546e+09,-4.02e+08,-6.39e+08,4.85e+08,2.9e+07,-5.27e+08,-4.9e+07,-4.9e+07,-4.9e+07,2.382e+09,3.1187e+10,2.096e+09,0.74677,0.29109,0.15668,0.03028,0.00857,2.78353,0.64528,2.53307,0.35495,0.40632,0.40397,2.59335,12.90039,1.13102,0.21692,5,0.01437,0.02607,0.53386,12.80688,21.80558
