"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",29.2383870967742,"Down",840521000,-355149000,485372000,-201098000,-90996000,-110102000,284274000,-10241000,-13505000,3264000,274033000,274033000,-68687000,205346000,205346000,205346000,205346000,2369738000,763913000,1605825000,638375000,638375000,650476000,125356000,125356000,3783945000,270171000,879088000,62897000,327887000,203382000,284922000,1149259000,4933204000,139371000,139371000,732984000,491933000,872355000,746697000,155387000,120471000,902084000,1774439000,1091504000,2075218000,-7957000,3158765000,3158765000,4933204000,205346000,22400000,20818000,13530000,262094000,-14278000,-254854000,-269132000,-58524000,7706000,-66934000,-364000,-51182000,-58220000,-58220000,-2853000,-61073000,306674000,746697000,374613000,0.57747,0.33821,0.24431,0.06501,0.04163,1.8243,4.33762,0.56175,0.15136,1.22802,1.20688,5.02653,18.89021,2.24028,0.34999,0.06498,0.09225,0.285,-5.2924,-5.70942
"12","2013_Q1",33.7281666666667,"Up",892465000,-361663000,530802000,-212503000,-93793000,-118710000,318299000,-12407000,-13503000,1096000,305892000,305892000,-58015000,247877000,247877000,247877000,247877000,2534444000,751294000,1783150000,701280000,701280000,650802000,92847000,92847000,3979373000,277686000,843249000,55636000,327716000,184670000,275227000,1120935000,5100308000,139183000,139183000,723724000,513411000,862907000,746833000,174973000,140074000,921806000,1784713000,1089480000,2247258000,-21143000,3315595000,3315595000,5100308000,247877000,23282000,212706000,-210559000,273306000,-16272000,-182839000,-199111000,-58476000,-27127000,-66958000,-409000.000000001,-86012000,-11817000,-11817000,-802000,-12619000,341581000,746833000,172765000,0.59476,0.35665,0.27774,0.07476,0.0486,0.69698,4.61159,0.53828,0.14643,1.48486,1.44531,5.34615,19.86147,1.03492,0.35029,0.0723,0.04077,0.23591,-5.23334,-5.61614
"13","2013_Q2",34.82796875,"Up",720709000,-317225000,403484000,-216927000,-97185000,-119742000,186557000,-10015000,-13503000,3488000,176542000,176542000,-41175000,135367000,135367000,135367000,135367000,2638077000,709942000,1928135000,537460000,537460000,689713000,107466000,107466000,3972716000,288876000,803884000,48081000,326848000,168241000,260714000,1092760000,5065476000,116247000,116247000,670854000,471435000,787101000,746968000,179095000,143280000,926063000,1713164000,1108465000,2256958000,-13111000,3352312000,3352312000,5065476000,135367000,24016000,12976000,73034000,245393000,-20272000,-146849000,-167121000,-66629000,-45067000,-68317000,-11935000,-123631000,-45359000,-45359000,4007000,-41352000,210573000,746968000,304510000,0.55984,0.25885,0.18782,0.04038,0.02672,2.24951,5.04728,0.51104,0.14746,0.81286,0.7971,4.32778,20.13026,1.82855,0.4001,0.04721,0.07117,0.49221,-8.98078,-10.1369
"14","2013_Q3",37.66859375,"Up",673011000,-303915000,369096000,-215849000,-94241000,-121608000,153247000,-8373000,-13431000,5058000,144874000,144874000,-38244000,106630000,106630000,106630000,106630000,2578253000,767313000,1810940000,606115000,606115000,662735000,120828000,120828000,3967931000,292394000,808438000,43514000,326779000,168369000,269776000,1100832000,5068763000,103575000,103575000,678162000,468130000,781737000,747104000,178786000,147044000,925890000,1707627000,1123422000,2252772000,-15058000,3361136000,3361136000,5068763000,106630000,21925000,6683000.00000003,-57795000.0000001,77443000,-15253000,112972000,97719000,-66522000,-44676000,-68283000,-3404000,-114602000,60560000,60560000,-3189000,57371000,175172000,747104000,140368000,0.54842,0.2277,0.15844,0.03172,0.02104,1.3164,5.07579,0.50805,0.14739,0.64131,0.63066,4.04775,20.21517,0.84423,0.40009,0.04039,0.03274,0.62386,-10.45343,-11.949
"15","2013_Q4",40.813125,"Up",729029000,-309508000,419521000,-217275000,-98487000,-118788000,202246000,-10131000,-13469000,3338000,192115000,192115000,-25733000,166382000,166382000,166382000,166382000,2879503000,934201000,1945302000,454224000,454224000,649822000,101179000,101179000,4084728000,298617000,811128000,39008000,326792000,178928000,266400000,1109745000,5194473000,107753000,107753000,712255000,511688000,820008000,747240000,180842000,148521000,928082000,1748090000,1141959000,2329251000,-24827000,3446383000,3446383000,5194473000,166382000,21168000,16952000,210281000,414783000,-18300000,-137337000,-155637000,-66561000,-19658000,-68343000,144000,-86075000,173071000,173071000,-6183000,166888000,223414000,747240000,441128000,0.57545,0.27742,0.22822,0.04828,0.03203,2.6513,4.98133,0.50722,0.14385,1.00089,0.98346,4.38556,20.73212,2.65366,0.40041,0.05325,0.10084,0.40005,-9.544,-10.54292
"16","2014_Q1",42.1773770491803,"Up",720032000,-306804000,413228000,-225593000,-97899000,-127694000,187635000,-10545000,-13773000,3228000,177090000,177090000,-42320000,134770000,134770000,134770000,134770000,2918881000,985390000,1933491000,524610000,524610000,634448000,75039000,75039000,4152978000,305281000,829098000,34515000,326635000,198525000,269423000,1134379000,5287357000,115680000,115680000,745852000,527049000,861532000,747376000,196297000,154069000,943673000,1805205000,1159565000,2359233000,-36646000,3482152000,3482152000,5287357000,134770000,20425000,21687000,-1313000.00000006,175569000,-18910000,2502000,-16408000.0000001,-66181000,-37732000,-68311000,-289000,-104202000,54959000,54959000,-3770000,51189000,208060000,747376000,230157000,0.5739,0.26059,0.18717,0.0387,0.02549,1.70778,4.82046,0.51842,0.14135,0.81519,0.79764,4.3553,21.06272,1.39217,0.40031,0.0454,0.052,0.49107,-10.43692,-11.57303
"17","2014_Q2",43.58,"Up",658337000,-277657000,380680000,-230769000,-98496000,-132273000,149911000,-10047000,-13662000,3615000,139864000,139864000,-28667000,111197000,111197000,111197000,111197000,2951875000,904949000,2046926000,440674000,440674000,660276000,110464000,110464000,4163289000,319837000,800426000,30022000,326556000,191449000,252399000,1120263000,5283552000,114716000,114716000,720394000,500100000,835110000,747511000,209768000,154850000,957279000,1792389000,1178784000,2344270000,-31891000,3491163000,3491163000,5283552000,111197000,20637000,380000,45034000,177248000,-21751000,-114917000,-136668000,-74617000,-19457000,-60504000,-29659000,-123733000,-83153000,-83153000,2712000,-80441000,170548000,747511000,222498000,0.57824,0.22771,0.16891,0.03185,0.02105,2.00094,4.98532,0.51341,0.14148,0.67032,0.65901,3.96861,21.04556,1.34127,0.44981,0.04177,0.05002,0.67103,-12.92518,-14.70448
"18","2014_Q3",49.89484375,"Up",705129000,-285814000,419315000,-231333000,-96746000,-134587000,187982000,-11237000,-13311000,2074000,176745000,176745000,-37499000,139246000,139246000,139246000,139246000,2950661000,793382000,2157279000,573077000,573077000,663040000,120142000,120142000,4306920000,325856000,807958000,26098000,326578000,200614000,254668000,1133814000,5440734000,141545000,141545000,786454000,495222000,927999000,747647000,214881000,156228000,962528000,1890527000,1193654000,2386801000,-30248000,3550207000,3550207000,5440734000,139246000,19811000,14106000,-57892000,115271000,-14465000,-111655000,-126120000,-74983000,-22583000,-60302000,-20000,-97586000,-108435000,-108435000,-3132000,-111567000,207793000,747647000,172935000,0.59466,0.26659,0.19748,0.03922,0.02559,1.24194,4.64108,0.53251,0.13742,0.83674,0.82783,4.2372,21.33358,1.03919,0.45058,0.04747,0.03832,0.53849,-10.60196,-11.71928
"19","2014_Q4",53.40921875,"Up",831599000,-342826000,488773000,-227610000,-93449000,-134161000,261163000,-9917000,-13396000,3479000,251246000,251246000,-47665000,203581000,203581000,203581000,203581000,3026824000,776223000,2250601000,557661000,557661000,680919000,94026000,94026000,4359430000,326049000,801372000,31988000,335246000,182899000,251239000,1127421000,5486851000,120771000,120771000,766876000,547102000,887647000,747783000,211493000,153675000,959276000,1846923000,1206377000,2464901000,-31350000,3639928000,3639928000,5486851000,203581000,20614000,11785000,1747000,237727000,-18220000,-96377000,-132597000,-74805000,-46546000,-59880000,-1690000,-123041000,-17911000,-17911000,752000,-17159000,281777000,747783000,312969000,0.58775,0.31405,0.24481,0.05593,0.0371,1.53732,4.91122,0.50741,0.13629,1.22453,1.21187,5.00201,21.89391,1.88249,0.44995,0.06053,0.06805,0.36745,-8.0881,-8.72651
"20","2015_Q1",53.3985245901639,"Down",734343000,-326665000,407678000,-234664000,-96216000,-138448000,173014000,-6408000,-13443000,7035000,166606000,166606000,-37875000,128731000,128731000,128731000,128731000,3152637000,630861000,2521776000,492863000,492863000,656457000,68462000,68462000,4370419000,330263000,835164000,27697000,335355000,215676000,256436000,1165427000,5535846000,103422000,103422000,792189000,585090000,895611000,745101000,225788000,168288000,970889000,1866500000,1220504000,2479113000,-30271000,3669346000,3669346000,5535846000,128731000,22010000,26745000,71154000,248640000,-9230000,-271494000,-280724000,-74466000,-40036000,-60157000,-25000,-114527000,-146611000,-146611000,1249000,-145362000,195024000,745101000,294823000,0.55516,0.2356,0.1753,0.03508,0.02325,2.29023,4.87982,0.50867,0.1346,0.77778,0.76835,4.43682,22.1698,1.78129,0.44992,0.04379,0.06354,0.57846,-12.34482,-13.91527
"21","2015_Q2",49.1755555555556,"Down",642901000,-288467000,354434000,-245281000,-101644000,-143637000,109153000,-10146000,-13521000,3375000,99007000,99007000,-26774000,72233000,72233000,72233000,72233000,2942492000,669683000,2272809000,444048000,444048000,676241000,73050000,73050000,4135831000,329959000,835782000,23624000,335315000,232706000,244137000,1165741000,5301572000,108287000,108287000,696550000,553715000,804837000,748054000,218961000,162958000,967015000,1771852000,1235986000,2329936000,-36202000,3529720000,3529720000,5301572000,72233000,21159000,-375000,-58091000,34926000,-13445000,238993000,225548000,-82413000,-120162000,-124839000,-12945000,-215520000,44954000,44954000,-6132000,38822000,130312000,748054000,85550000,0.5513,0.16978,0.11235,0.02046,0.01362,1.18436,5.13872,0.50198,0.1411,0.43819,0.43362,3.90003,21.41236,0.51897,0.49994,0.03439,0.01902,1.14093,-16.83988,-20.10424
"22","2015_Q3",43.64296875,"Down",676357000,-283213000,393144000,-238430000,-104873000,-133557000,154714000,-29313000,-31301000,1988000,125401000,-6268000.00000001,26536000,20268000,20268000,20268000,20268000,2366833000,584865000,1781968000,632089000,632089000,662799000,126135000,126135000,3787856000,323353000,876157000,19551000,335273000,258392000,262941000,1199510000,4987366000,108307000,108307000,796533000,564190000,942340000,3208571000,234316000,179416000,3442887000,4385227000,613122000,24770000,-35753000,602139000,602139000,4987366000,20268000,18901000,145671000,-173756000,11084000,-12783000,488550000,475767000,-2796739000,-116795000,-141521000,-66999.9999999981,-566062000,-79211000,-79211000,-5607000,-84818000,173615000,3246071000,-39460000,0.58127,0.22875,0.02997,0.03366,0.00406,-1.94691,4.01963,7.28275,0.65086,0.12356,0.1226,4.12322,3.67077,-0.24056,17.04954,0.69002,-0.00967,137.98791,5.0643,5.68299
"23","2015_Q4",54.82515625,"Up",738459000,-320282000,418177000,-223191000,-98608000,-124583000,194986000,-28532000,-30508000,1976000,166454000,166454000,-34816000,131638000,131638000,131638000,131638000,2339785000,621892000,1717893000,631608000,631608000,632353000,126802000,126802000,3730548000,321081000,850591000,15548000,335291000,236563000,263189000,1171672000,4902220000,103189000,103189000,835926000,631276000,976615000,3199299000,232365000,179865000,3431664000,4408279000,534330000,-2581999.99999976,-37807000,493941000,493941000,4902220000,131638000,20510000,14007000,76262000,242417000,-10326000,69391000,59065000,-82250000,-168495000,-168670000,-1592000,-261712000,39770000,39770000,-2743000,37027000,215496000,3236799000,316248000,0.56628,0.26404,0.17826,0.26651,0.02685,2.40241,3.81988,8.92471,0.66027,0.8148,0.80862,4.57083,3.05734,1.95748,0.5091,0.0539700000000001,0.0798,0.62482,4.16256,4.6004
"24","2016_Q1",58.1137704918033,"Up",756332000,-323267000,433065000,-230578000,-101739000,-128839000,202487000,-27549000,-30679000,3130000,174938000,174938000,-32919000,142019000,142019000,142019000,142019000,2387111000,838025000,1549086000,585494000,585494000,617904000,77814000,77814000,3668323000,314591000,843098000,11895000,335263000,314901000,181039000,1157689000,4826012000,103342000,103342000,881440000,661414000,1001763000,3173435000,229375000,182230000,3402810000,4404573000,474374000,-12362000,-40573000,421439000,421439000,4826012000,142019000,19966000,-11973000,167467000,317479000,-9237000,167078000,157841000,-79652999.9999995,-150428000,-167858000,-222000,-259678000,215642000,215642000,491000,216133000,222453000,3190416000,413602000,0.57259,0.26772,0.18777,0.33699,0.02943,2.9123,3.66187,10.45127,0.66109,0.89496,0.88699,4.76616,2.65577,2.60638,0.501950000000001,0.05771,0.10767,0.56086000000002,3.61112,3.96719
"25","2016_Q2",62.4128125,"Up",642644000,-270244000,372400000,-211606000,-91663000,-119943000,160794000,-26495000,-30564000,4069000,134299000,134299000,-29402000,104897000,104897000,104897000,104897000,2269447000,763697000,1505750000,460813000,460813000,650496000,62680000,62680000,3443436000,302868000,825019000,8242000,335218000,231982000,249577000,1127887000,4571323000,107363000,107363000,807878000,609990000,915241000,3151046000,210595000,165625000,3361641000,4276882000,385633000,-45055000,-46137000,294441000,294441000,4571323000,104897000,19735000,856000,68294000,193782000,-7341000,39241000,31900000,-101674000,-142592000,-142592000,-11367000,-295633000,-69951000,-69951000,-4377000,-74328000,180529000,3151046000,270884000,0.57948,0.25021,0.16323,0.35626,0.02295,2.58238,3.76233,14.52543,0.68931,0.6689,0.66397,4.09797,1.87757,1.72736,0.64835,0.0565,0.07409,0.96927,4.88342,5.48279
"26","2016_Q3",63.14453125,"Up",710245000,-280980000,429265000,-214804000,-96532000,-118272000,214461000,-28986000,-30539000,1553000,185475000,185475000,-33268000,152207000,152207000,152207000,152207000,2241425000,886591000,1354834000,427115000,427115000,691786000,106906000,106906000,3467232000,292393000,812891000,6934000,335205000,217473000,253279000,1105284000,4572516000,122314000,122314000,736016000,540581000,858330000,3131676000,216885000,167525000,3348561000,4206891000,416144000,0,-50519000,365625000,365625000,4572516000,152207000,16529000,10276000,-78688000,100324000,-6723000,147891000,141168000,-81380000,-17211000,-39119000,887000,-117704000,123788000,123788000,-894000,122894000,230990000,3131676000,178847000,0.60439,0.30195,0.2143,0.41629,0.03329,1.17502,4.03951,11.50603,0.68489,0.98039,0.97571,4.57479,2.35504,1.15198,0.52418,0.06289,0.04815,0.534670000000001,3.85407,4.15111
"27","2016_Q4",67.5125396825397,"Up",712433000,-274599000,437834000,-202996000,-87407000,-115589000,234838000,-24907000,-30895000,5988000,209931000,209931000,-34154000,175777000,175777000,175777000,175777000,2241310000,925974000,1315336000,624818000,624818000,721493000,102414000,102414000,3690035000,287874000,804193000,5625000,335205000,216438000,246925000,1092067000,4782102000,126322000,126322000,871370000,626331000,997692000,3097306000,210532000,159467000,3307838000,4305530000,424474000,95121000,-43023000,476572000,476572000,4782102000,175777000,15780000,6741000,-86801000,111497000,-6143000,47015000,40872000,-82109000,2000,0,-1067000,-118174000,34195000,34195000,5188000,39383000,250618000,3097306000,191828000,0.61456,0.32963,0.24673,0.36884,0.03676,1.09131,3.69857,9.03437,0.64769,1.12902,1.12369,4.57597,3.06103,1.23212,0.52739,0.06814,0.05069,0.46712,3.41554,3.64505
