"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",76.9166129032258,"Up",2.2324e+10,-1.9543e+10,2.781e+09,-2.158e+09,-2.152e+09,-6e+06,6.23e+08,-1e+06,-1.9e+07,1.8e+07,6.22e+08,6.22e+08,-2.17e+08,4.05e+08,4.05e+08,-1.9e+07,3.86e+08,3.86e+08,5.976e+09,4.791e+09,1.185e+09,1.018e+09,1.018e+09,7.044e+09,5.53e+08,1.4591e+10,1.2596e+10,1.9039e+10,6.49e+08,1.3245e+10,2.7836e+10,9.445e+09,7.302e+09,1.765e+09,2.921e+09,2.921e+09,1.2366e+10,1.373e+09,1.373e+09,9.14e+08,9.14e+08,2.287e+09,1.4653e+10,4.655e+09,2e+06,4.653e+09,7.611e+09,3.19e+08,1.2585e+10,5.98e+08,1.3183e+10,2.7836e+10,4.05e+08,2.02e+08,4.7e+07,4.5e+07,0,2e+06,4.29e+08,-1.07e+08,4.69e+08,6.7e+07,1.083e+09,-2.68e+08,-2.68e+08,-2.68e+08,2.03e+08,-6.5e+07,-1.04e+08,-9.02e+08,-1.08e+08,-1.4e+08,4.95e+08,-6.19e+08,3.99e+08,3.99e+08,3e+06,4.02e+08,8.25e+08,1.373e+09,1.203e+09,0.12457,0.02791,0.01729,0.02928,0.01387,3.11658,1.17993,1.11151,0.04932,0.88983,0.87894,51.46257,29.01167,2.77322,0.23975,0.03167,0.07776,0.26943,-5.57939,-7.38844
"12","2013_Q1",84.3531666666667,"Up",3.2218e+10,-2.821e+10,4.008e+09,-3.059e+09,-3.044e+09,-1.5e+07,9.49e+08,1.6e+07,-2.2e+07,3.8e+07,9.65e+08,9.65e+08,-3.43e+08,6.22e+08,6.22e+08,-1.3e+07,6.09e+08,6.09e+08,4.854e+09,3.528e+09,1.326e+09,1.026e+09,1.026e+09,7.096e+09,5.5e+08,1.3526e+10,1.2961e+10,1.9546e+10,6.53e+08,1.3614e+10,2.714e+10,9.532e+09,7.303e+09,1.832e+09,2.728e+09,2.728e+09,1.226e+10,1.381e+09,1.381e+09,9.81e+08,9.81e+08,2.362e+09,1.4622e+10,4.371e+09,2e+06,4.369e+09,7.834e+09,1.56e+08,1.2361e+10,1.57e+08,1.2518e+10,2.714e+10,6.22e+08,2.92e+08,4.9e+07,6.2e+07,4e+06,-1.7e+07,-2.33e+08,-56000000.0000001,-56000000.0000002,-1.21e+08,7.3e+08,-5.8e+08,-5.8e+08,-5.8e+08,-1.39e+08,-7.19e+08,-2.37e+08,3000000.00000024,-1.42e+08,-1.8e+08,-8.94e+08,-1.27e+09,-1.259e+09,-1.259e+09,-4e+06,-1.263e+09,1.241e+09,1.381e+09,7.71e+08,0.1244,0.02946,0.0189,0.04865,0.02244,1.26601,1.10326,1.16808,0.05088,1.40994,1.38964,74.59044,28.61793,1.785,0.5487,0.05685,0.05181,0.38916,-2.79855,-3.65964
"13","2013_Q2",90.36984375,"Up",2.3715e+10,-2.0726e+10,2.989e+09,-2.35e+09,-2.332e+09,-1.8e+07,6.39e+08,7e+06,-1.3e+07,2e+07,6.46e+08,6.46e+08,-2.25e+08,4.21e+08,4.21e+08,-5e+06,4.16e+08,4.16e+08,5.576e+09,3.897e+09,1.679e+09,1.175e+09,1.175e+09,8.152e+09,5.02e+08,1.5405e+10,1.3251e+10,2.0023e+10,6.67e+08,1.3918e+10,2.9323e+10,1.1144e+10,8.825e+09,1.945e+09,2.979e+09,2.979e+09,1.4135e+10,1.366e+09,1.366e+09,9.9e+08,9.9e+08,2.356e+09,1.6491e+10,4.393e+09,2e+06,4.391e+09,8.099e+09,1.73e+08,1.2665e+10,1.67e+08,1.2832e+10,2.9323e+10,4.21e+08,2.13e+08,5.9e+07,9.3e+07,-2e+06,-3.2e+07,4.09e+08,-1.055e+09,1.283e+09,1.81e+08,1.102e+09,-4.88e+08,-4.88e+08,-4.88e+08,-3.67e+08,-8.55e+08,-2490286477.3031,1.2e+07,-2.6e+07,-3.6e+07,1.35e+08,1.21e+08,3.68e+08,3.68e+08,1e+06,3.69e+08,8.52e+08,1.378e+09,9.98e+08,0.12604,0.02694,0.01754,0.03242,0.01419,2.39904,1.08985,1.28515,0.04699,0.9598,0.94838,54.7156,29.22088,2.3026,5.7154984629486,0.02737,0.06566,4.48385160701793,-4.92723,-6.56964
"14","2013_Q3",95.676875,"Up",2.4871e+10,-2.1766e+10,3.105e+09,-2.367e+09,-2.361e+09,-6e+06,7.38e+08,999999.999999999,-2.5e+07,2.6e+07,7.39e+08,7.39e+08,-1.85e+08,5.54e+08,5.54e+08,-7e+06,5.47e+08,5.47e+08,5.651e+09,4.413e+09,1.238e+09,1.3e+09,1.3e+09,7.582e+09,5.77e+08,1.511e+10,1.3386e+10,2.0319e+10,5.93e+08,1.3979e+10,2.9089e+10,9.933e+09,7.441e+09,2.077e+09,3.048e+09,3.048e+09,1.3045e+10,4.806e+09,4.806e+09,9.55e+08,9.55e+08,5.761e+09,1.8806e+10,4.523e+09,2e+06,4.521e+09,5.478e+09,1.11e+08,1.0112e+10,1.71e+08,1.0283e+10,2.9089e+10,5.54e+08,2.17e+08,7e+07,6.6e+07,3.5e+07,-3.1e+07,-4.18e+08,5.33e+08,-1.046e+09,9.5e+07,4.23e+08,-4.55e+08,-4.55e+08,-4.55e+08,4.55e+08,-1.19209289550781e-07,-3.169e+09,3.557e+09,2.5e+07,0,-2.99e+08,1.14e+08,5.37e+08,5.37e+08,-2.1e+07,5.16e+08,9.55e+08,4.87e+09,2.67e+08,0.12484,0.02967,0.02199,0.05319,0.0188,0.48812,1.1583,1.82884,0.16742,1.25466,1.24371,57.04685,23.19399,0.61242,7.26877,0.23069,0.01658,5.79342,-0.8178,-1.05827
"15","2013_Q4",99.34140625,"Up",2.4083e+10,-2.1038e+10,3.045e+09,-2.323e+09,-2.313e+09,-1e+07,7.22e+08,-1e+07,-2.5e+07,1.5e+07,7.12e+08,7.12e+08,-2.48e+08,4.64e+08,4.64e+08,-5e+06,4.59e+08,4.59e+08,6.51e+09,5.448e+09,1.062e+09,1.134e+09,1.134e+09,7.635e+09,5.84e+08,1.5863e+10,1.3546e+10,2.0637e+10,5.97e+08,1.4143e+10,3.0006e+10,1.0131e+10,7.788e+09,1.911e+09,3.378e+09,3.378e+09,1.3509e+10,4.887e+09,4.887e+09,9.63e+08,9.63e+08,5.85e+09,1.9359e+10,4.589e+09,2e+06,4.587e+09,5.802e+09,8.1e+07,1.0472e+10,1.75e+08,1.0647e+10,3.0006e+10,4.64e+08,2.21e+08,3.1e+07,5.1e+07,-1.8e+07,-2e+06,6.33e+08,-7.3e+07,4.01e+08,3.05e+08,1.349e+09,-4.36e+08,-4.36e+08,-4.36e+08,1.75e+08,-2.61e+08,-1.2e+08,1.04e+08,1.2e+07,0,-1.5e+07,-1.9e+07,1.069e+09,1.069e+09,-3.4e+07,1.035e+09,9.43e+08,4.887e+09,1.388e+09,0.12644,0.02998,0.01906,0.04311,0.0153,3.02397,1.17425,1.81826,0.16287,1.05158,1.04134,55.17448,23.9915,3.17993,0.27492,0.0351,0.08414,0.26144,-1.7211,-2.24792
"16","2014_Q1",95.3055737704918,"Down",3.2487e+10,-2.8418e+10,4.069e+09,-3.115e+09,-3.098e+09,-1.7e+07,9.54e+08,1.86264514923096e-09,-3.6e+07,3.6e+07,9.54e+08,9.54e+08,-3.32e+08,6.22e+08,6.22e+08,-5e+06,6.17e+08,6.17e+08,6.124e+09,4.644e+09,1.48e+09,1.201e+09,1.201e+09,7.894e+09,6.21e+08,1.584e+10,1.3881e+10,2.1022e+10,5.62e+08,1.4443e+10,3.0283e+10,1.0291e+10,7.872e+09,2.037e+09,2.966e+09,2.966e+09,1.3257e+10,4.998e+09,4.998e+09,1.016e+09,1.016e+09,6.014e+09,1.9271e+10,4.672e+09,2e+06,4.67e+09,6.283e+09,-1.22e+08,1.0833e+10,1.79e+08,1.1012e+10,3.0283e+10,6.22e+08,2.95e+08,6.4e+07,7.5e+07,-8000000.00000001,-3e+06,-4.18e+08,-3.03e+08,80000000.0000002,-1.95e+08,5.63e+08,-7.04e+08,-7.04e+08,-7.04e+08,-4.31e+08,-1.135e+09,-2.71e+08,8.3e+07,-4.7e+07,0,6.3e+07,-1.72e+08,-7.44e+08,-7.44e+08,-6e+07,-8.04e+08,1.249e+09,4.998e+09,4.59e+08,0.12525,0.02937,0.01899,0.05603,0.02037,0.743920000000001,1.19484,1.75,0.16504,1.41165,1.39336,74.32769,24.78505,1.05016,0.620029999999999,0.05216,0.02696,0.439219999999999,-0.90152,-1.18029
"17","2014_Q2",95.854126984127,"Up",2.5017e+10,-2.1824e+10,3.193e+09,-2.525e+09,-2.501e+09,-2.4e+07,6.68e+08,-9e+06,-2.7e+07,1.8e+07,6.59e+08,6.59e+08,-2.28e+08,4.31e+08,4.31e+08,-6e+06,4.25e+08,4.25e+08,6.439e+09,4.699e+09,1.74e+09,1.145e+09,1.145e+09,9.337e+09,5.52e+08,1.7473e+10,1.4254e+10,2.1587e+10,5.92e+08,1.4846e+10,3.2319e+10,1.1664e+10,9.199e+09,2.07e+09,3.269e+09,3.269e+09,1.4933e+10,4.987e+09,4.987e+09,9.9e+08,9.9e+08,5.977e+09,2.091e+10,4.691e+09,2e+06,4.689e+09,6.571e+09,-4.1e+07,1.1221e+10,1.88e+08,1.1409e+10,3.2319e+10,4.31e+08,2.31e+08,5.8e+07,1.12e+08,19998367.450162,-5.4e+07,2.19e+08,-1.42e+09,1.311e+09,3.28e+08,9.39e+08,-5.74e+08,-5.74e+08,-5.74e+08,-2.52e+08,-8.26e+08,-466893813.635924,2e+07,5e+06,0,-9.6e+07,-7.1e+07,4.2e+07,4.2e+07,1.3e+07,5.5e+07,8.99e+08,4.987e+09,7.72e+08,0.12763,0.0267,0.01699,0.03725,0.01315,1.81647,1.17009,1.83276,0.15431,0.97039,0.96063,57.12035,25.62048,1.76268,1.0681348907855,0.02444,0.0444,0.815271301701829,-1.61513,-2.17365
"18","2014_Q3",101.40765625,"Up",2.6306e+10,-2.3043e+10,3.263e+09,-2.539e+09,-2.531e+09,-8e+06,7.24e+08,4e+06,-2.6e+07,3e+07,7.28e+08,7.28e+08,-2.55e+08,4.73e+08,4.73e+08,-1e+07,4.63e+08,4.63e+08,6.482e+09,5.13e+09,1.352e+09,1.244e+09,1.244e+09,8.267e+09,6.41e+08,1.6634e+10,1.4348e+10,2.1834e+10,5.84e+08,1.4932e+10,3.1566e+10,1.0399e+10,7.707e+09,2.26e+09,3.485e+09,3.485e+09,1.3884e+10,4.985e+09,4.985e+09,9.88e+08,9.88e+08,5.973e+09,1.9857e+10,4.773e+09,2e+06,4.771e+09,6.899e+09,-1.57e+08,1.1515e+10,1.94e+08,1.1709e+10,3.1566e+10,4.73e+08,2.4e+08,6e+07,7.3e+07,27360312.0085152,-1.3e+07,-59999999.9999999,1.023e+09,-1.368e+09,2.85e+08,7.13e+08,-4.47e+08,-4.47e+08,-4.47e+08,3.82e+08,-6.5e+07,-1.37e+08,1.9e+07,6000000.00000001,-3.72529029846191e-09,-4.1e+07,-1.53e+08,4.95e+08,4.95e+08,-6.4e+07,4.31e+08,9.64e+08,4.985e+09,7.12e+08,0.12404,0.02752,0.0176,0.03954,0.01467,1.5378,1.19807,1.69587,0.15792,1.05281,1.04555,59.81682,26.18378,1.61901,0.31152,0.03393,0.04027,0.2959,-1.5529,-2.06768
"19","2014_Q4",114.2403125,"Up",2.5794e+10,-2.2554e+10,3.24e+09,-2.503e+09,-2.487e+09,-1.6e+07,7.37e+08,-1.3e+07,-2.5e+07,1.2e+07,7.24e+08,7.24e+08,-2.45e+08,4.79e+08,4.79e+08,-6e+06,4.73e+08,4.73e+08,7.275e+09,5.736e+09,1.539e+09,1.115e+09,1.115e+09,8.483e+09,6.6e+08,1.7533e+10,1.4583e+10,2.2267e+10,5.85e+08,1.5168e+10,3.2701e+10,1.0891e+10,8.361e+09,2.056e+09,3.796e+09,3.796e+09,1.4687e+10,4.985e+09,4.985e+09,1.008e+09,1.008e+09,5.993e+09,2.068e+10,4.837e+09,2e+06,4.835e+09,7.051e+09,-6.9e+07,1.1819e+10,2.02e+08,1.2021e+10,3.2701e+10,4.79e+08,2.37e+08,7.5e+07,6.6e+07,-2e+06,1.1e+07,6.99e+08,-1.87e+08,6.6e+08,2.26e+08,1.49e+09,-4.05e+08,-4.05e+08,-4.05e+08,-1.91e+08,-5.96e+08,-1.36e+08,5e+06,-1.6e+08,-1.71e+08,-2.7e+07,-3.18e+08,5.76e+08,5.76e+08,3e+07,6.06e+08,9.74e+08,4.985e+09,1.513e+09,0.12561,0.02857,0.01834,0.03935,0.01446,3.19873,1.19378,1.72032,0.15244,1.07636,1.0684,58.69663,26.89523,3.44297,0.30948,0.03381,0.08399,0.28753,-2.35113,-3.10719
"20","2015_Q1",126.26,"Up",3.5523e+10,-3.1037e+10,4.486e+09,-3.395e+09,-3.38e+09,-1.5e+07,1.091e+09,-5e+06,-3.5e+07,3e+07,1.086e+09,1.086e+09,-3.81e+08,7.05e+08,7.05e+08,-8e+06,6.97e+08,6.97e+08,7.315e+09,5.738e+09,1.577e+09,1.148e+09,1.148e+09,8.456e+09,6.69e+08,1.7588e+10,1.483e+10,2.2675e+10,6.06e+08,1.5436e+10,3.3024e+10,1.0722e+10,8.491e+09,2.231e+09,3.69e+09,3.69e+09,1.4412e+10,5.093e+09,5.093e+09,1.004e+09,1.004e+09,6.097e+09,2.0509e+10,4.921e+09,2e+06,4.919e+09,7.458e+09,-7.6e+07,1.2303e+10,2.12e+08,1.2515e+10,3.3024e+10,7.05e+08,3.21e+08,9e+06,7.6e+07,-6.1e+07,-6e+06,-1.93e+08,2.1e+07,-74000000.0000002,-1.4e+08,8.42e+08,-5.67e+08,-5.67e+08,-5.67e+08,-3.9e+07,-6.06e+08,-3.11e+08,3.8e+07,-1.85e+08,-1.63e+08,2.14e+08,-2.44e+08,-7999999.99999988,-7999999.99999988,1e+07,2000000.00000012,1.412e+09,5.093e+09,1.033e+09,0.12628,0.03071,0.01962,0.05569,0.02111,1.48207,1.22037,1.63875,0.15422,1.59285,1.57703,81.18058,28.116,2.36071,0.71073,0.05416,0.0555,0.4462,-1.57365,-2.03666
"21","2015_Q2",125.574444444444,"Down",2.6866e+10,-2.3385e+10,3.481e+09,-2.711e+09,-2.696e+09,-1.5e+07,7.7e+08,9e+06,-2.6e+07,3.5e+07,7.79e+08,7.79e+08,-2.74e+08,5.05e+08,5.05e+08,-9e+06,4.96e+08,4.96e+08,7.619e+09,5.969e+09,1.65e+09,1.248e+09,1.248e+09,9.644e+09,6.45e+08,1.9156e+10,1.4798e+10,2.2759e+10,6.59e+08,1.5457e+10,3.4613e+10,1.2427e+10,9.783e+09,2.224e+09,3.592e+09,3.592e+09,1.6019e+10,5.034e+09,5.034e+09,9.9e+08,9.9e+08,6.024e+09,2.2043e+10,4.965e+09,2e+06,4.963e+09,7.782e+09,-3.88e+08,1.2359e+10,2.11e+08,1.257e+10,3.4613e+10,5.05e+08,2.54e+08,6.6e+07,1.5e+08,-76416742.1485671,-8.4e+07,3.03e+08,-1.328e+09,1.445e+09,1.86e+08,1.128e+09,-5.55e+08,-5.55e+08,-5.55e+08,-9.8e+07,-6.53e+08,388002668.186678,3.6e+07,-1.8e+07,-1.8e+07,-1.26e+08,-1.08e+08,3.67e+08,3.67e+08,-1.36e+08,2.31e+08,1.024e+09,5.034e+09,1.046e+09,0.12957,0.02866,0.01846,0.03946,0.01433,2.10887,1.19583,1.75362,0.14544,1.13046,1.12164,61.23165,28.16802,2.38399,-0.878929628507426,0.02668,0.05625,-0.917610855724004,-2.52441,-3.35714
"22","2015_Q3",124.91984375,"Down",2.7454e+10,-2.3897e+10,3.557e+09,-2.68e+09,-2.671e+09,-9e+06,8.77e+08,-7e+06,-2.7e+07,2e+07,8.7e+08,8.7e+08,-2.63e+08,6.07e+08,6.07e+08,-9e+06,5.98e+08,5.98e+08,7.453e+09,5.866e+09,1.587e+09,1.287e+09,1.287e+09,8.558e+09,7.6e+08,1.8058e+10,1.4872e+10,2.2884e+10,6.7e+08,1.5542e+10,3.36e+10,1.1126e+10,8.302e+09,2.391e+09,5.923e+09,5.923e+09,1.8249e+10,3.83e+09,3.83e+09,1.096e+09,1.096e+09,4.926e+09,2.3175e+10,5.066e+09,2e+06,5.064e+09,5.937e+09,-7.97e+08,1.0206e+10,2.19e+08,1.0425e+10,3.36e+10,6.07e+08,2.6e+08,8.1e+07,8.6e+07,-57991805.2892912,-5e+06,-48000000.0000001,9.33e+08,-1.208e+09,2.27e+08,9e+08,-6.12e+08,-6.12e+08,-6.12e+08,8.5e+07,-5.27e+08,-1.56e+08,9e+06,-8.4e+07,-8.4e+07,-34000000.0000001,-2.65e+08,1.08e+08,1.08e+08,-2.11e+08,-1.03e+08,1.137e+09,5.03e+09,7.4e+08,0.12956,0.03194,0.02178,0.05736,0.0178,1.23746,0.98953,2.22302,0.1497,1.35791,1.3502,62.34105,23.17523,1.68035,0.35424,0.04556,0.04471,0.26087,-2.13105,-2.76283
"23","2015_Q4",138.7359375,"Up",2.6101e+10,-2.2687e+10,3.414e+09,-2.593e+09,-2.579e+09,-1.4e+07,8.21e+08,-2.2e+07,-3.1e+07,9e+06,7.99e+08,7.99e+08,-2.8e+08,5.19e+08,5.19e+08,-3e+06,5.16e+08,5.16e+08,6.805e+09,5.063e+09,1.742e+09,1.195e+09,1.195e+09,8.869e+09,7.65e+08,1.7634e+10,1.5083e+10,2.3315e+10,7.74e+08,1.5857e+10,3.3491e+10,1.1521e+10,8.895e+09,2.16e+09,4.015e+09,4.015e+09,1.6736e+10,4.826e+09,4.826e+09,1.115e+09,1.115e+09,5.941e+09,2.2677e+10,5.149e+09,2e+06,5.147e+09,6.164e+09,-7.26e+08,1.0587e+10,2.27e+08,1.0814e+10,3.3491e+10,5.19e+08,2.62e+08,4e+07,6.5e+07,-4.2e+07,1.7e+07,4.08e+08,-2.85e+08,5.49e+08,1.44e+08,1.229e+09,-4.21e+08,-4.21e+08,-4.21e+08,-1.74e+08,-5.95e+08,-2.358e+09,1.036e+09,-1.23e+08,-1.23e+08,-2.5e+07,-1.47e+09,-8.36e+08,-8.36e+08,3.3e+07,-8.03e+08,1.083e+09,6.026e+09,1.35e+09,0.1308,0.03145,0.01977,0.04772,0.01541,2.61628,1.05366,2.097,0.17993,1.17254,1.16444,59.31102,24.05754,3.06769,5.35824,0.16007,0.07519,4.56977,-0.7193,-0.94884
"24","2016_Q1",133.414754098361,"Down",3.5778e+10,-3.1096e+10,4.682e+09,-3.526e+09,-3.499e+09,-2.7e+07,1.156e+09,0,-4e+07,4e+07,1.156e+09,1.156e+09,-3.78e+08,7.78e+08,7.78e+08,-1.1e+07,7.67e+08,7.67e+08,6.419e+09,4.801e+09,1.618e+09,1.224e+09,1.224e+09,8.908e+09,2.28e+08,1.6779e+10,1.5401e+10,2.3664e+10,8.37e+08,1.6238e+10,3.3017e+10,1.1479e+10,9.011e+09,2.468e+09,3.777e+09,3.777e+09,1.6539e+10,4.852e+09,4.852e+09,7.83e+08,7.83e+08,5.635e+09,2.2174e+10,5.22e+09,2e+06,5.218e+09,6.518e+09,-1.121e+09,1.0617e+10,2.26e+08,1.0843e+10,3.3017e+10,7.78e+08,3.51e+08,1.5e+07,9.3e+07,-5.9e+07,-1.9e+07,-1.16e+08,-2.1e+08,93999999.9999995,0,1.028e+09,-8.05e+08,-8.05e+08,-8.05e+08,1e+08,-7.05e+08,-3.51e+08,42999999.9999999,-2.56e+08,-2.56e+08,8.3e+07,-4.81e+08,-1.58e+08,-1.58e+08,-1.04e+08,-2.62e+08,1.507e+09,6.135e+09,9.64e+08,0.13086,0.03231,0.02144,0.07074,0.02323,1.25684,1.01451,2.04501,0.18581,1.74872,1.73284,81.57207,24.20624,2.19787,0.800260000000001,0.06295,0.05428,0.457630000000001,-0.18845,-0.24567
"25","2016_Q2",133.7215625,"Up",2.722e+10,-2.3621e+10,3.599e+09,-2.832e+09,-2.806e+09,-2.6e+07,7.67e+08,-5e+06,-3.3e+07,2.8e+07,7.62e+08,7.62e+08,-2.75e+08,4.87e+08,4.87e+08,-7e+06,4.8e+08,4.8e+08,6.283e+09,5.054e+09,1.229e+09,1.359e+09,1.359e+09,1.0382e+10,8.34e+08,1.8858e+10,1.5867e+10,2.4356e+10,7.26e+08,1.6593e+10,3.5451e+10,1.2814e+10,1.0378e+10,2.436e+09,4.198e+09,4.198e+09,1.8293e+10,4.845e+09,4.845e+09,1.233e+09,1.233e+09,6.078e+09,2.4371e+10,5.249e+09,2e+06,5.247e+09,6.704e+09,-1.105e+09,1.0848e+10,2.32e+08,1.108e+10,3.5451e+10,4.87e+08,2.71e+08,1.01e+08,1.86e+08,-91431458.555733,-8.5e+07,-4.8e+07,-1.473e+09,1.435e+09,-1e+07,8.11e+08,-7.15e+08,-7.15e+08,-7.15e+08,3.83e+08,-3.32e+08,344114058.808598,8.3e+07,-1.42e+08,-1.42e+08,-1.65e+08,-2.24e+08,2.55e+08,2.55e+08,-2e+06,2.53e+08,1.038e+09,6.126e+09,5.5e+08,0.13222,0.02818,0.01763,0.04332,0.01354,1.14583,1.03089,2.19955,0.1728,1.09504,1.08748,62.09763,24.7478,1.25473,-0.779697687354796,0.02603,0.02983,-0.864192919709615,-0.15125,-0.20469
"26","2016_Q3",143.03515625,"Up",2.817e+10,-2.4469e+10,3.701e+09,-2.845e+09,-2.835e+09,-1e+07,8.56e+08,-1.5e+07,-3.1e+07,1.6e+07,8.41e+08,8.41e+08,-2.86e+08,5.55e+08,5.55e+08,-9e+06,5.46e+08,5.46e+08,4.855e+09,3.633e+09,1.222e+09,1.453e+09,1.453e+09,8.908e+09,3.13e+08,1.5529e+10,1.6065e+10,2.4702e+10,7.94e+08,1.6859e+10,3.2388e+10,1.0841e+10,8.222e+09,2.619e+09,4.503e+09,4.503e+09,1.5433e+10,4.886e+09,4.886e+09,8.35e+08,8.35e+08,5.721e+09,2.1154e+10,5.343e+09,2e+06,5.341e+09,7.001e+09,-1.344e+09,1.1e+10,2.34e+08,1.1234e+10,3.2388e+10,5.55e+08,2.85e+08,1.02e+08,1.01e+08,-1.5e+07,1.6e+07,-1.51e+08,1.375e+09,-1.917e+09,3.91e+08,7.91e+08,-6.24e+08,-6.24e+08,-6.24e+08,4e+06,-6.2e+08,-1.76e+08,-1.184e+09,-7.1e+07,-7.1e+07,-1.32e+08,-1.563e+09,-1.392e+09,-1.392e+09,-2.9e+07,-1.421e+09,1.141e+09,4.975e+09,6.52e+08,0.13138,0.03039,0.01938,0.0486,0.01686,1.19414,1.00622,1.88303,0.15361,1.2419,1.23653,64.07399,25.02002,1.483,0.400319999999997,0.04236,0.03825,0.322339999999999,0.10517,0.14019
"27","2016_Q4",135.549523809524,"Down",2.6769e+10,-2.3162e+10,3.607e+09,-2.749e+09,-2.731e+09,-1.8e+07,8.58e+08,-2.3e+07,-3e+07,7e+06,8.35e+08,8.35e+08,-2.86e+08,5.49e+08,5.49e+08,-4e+06,5.45e+08,5.45e+08,4.729e+09,3.379e+09,1.35e+09,1.252e+09,1.252e+09,8.969e+09,2.68e+08,1.5218e+10,1.7043e+10,2.6167e+10,9.02e+08,1.7945e+10,3.3163e+10,1.0241e+10,7.612e+09,2.629e+09,4.234e+09,4.234e+09,1.5575e+10,4.061e+09,4.061e+09,1.195e+09,1.195e+09,5.256e+09,2.0831e+10,5.492e+09,2e+06,5.49e+09,7.686e+09,-1.099e+09,1.2079e+10,2.53e+08,1.2332e+10,3.3163e+10,5.49e+08,2.91e+08,2.68e+08,7.5e+07,1.73e+08,2e+07,7.51e+08,1.06e+08,4.34e+08,2.11e+08,1.859e+09,-4.61e+08,-4.61e+08,-4.61e+08,9.3e+07,-3.68e+08,-1.76e+08,-5e+06,-1.37e+08,-1.37e+08,1.7e+07,-3.01e+08,1.19e+09,1.19e+09,6.1e+07,1.251e+09,1.149e+09,5.161e+09,1.725e+09,0.13475,0.03205,0.02036,0.04419,0.01643,3.16514,0.97708,1.68918,0.15563,1.24198,1.23564,61.00293,27.52641,3.93104,0.40108,0.03858,0.09231,0.32294,0.37598,0.5035
"28","2017_Q1",149.210161290323,"Up",3.656e+10,-3.1649e+10,4.911e+09,-3.72e+09,-3.696e+09,-2.4e+07,1.191e+09,-1e+07,-3.9e+07,2.9e+07,1.181e+09,1.181e+09,-3.96e+08,7.85e+08,7.85e+08,-6e+06,7.79e+08,7.79e+08,4.729e+09,3.379e+09,1.35e+09,1.252e+09,1.252e+09,8.969e+09,2.68e+08,1.5218e+10,1.7043e+10,2.6167e+10,9.02e+08,1.7945e+10,3.3163e+10,1.0241e+10,7.612e+09,2.629e+09,4.234e+09,4.234e+09,1.5575e+10,4.061e+09,4.061e+09,1.195e+09,1.195e+09,5.256e+09,2.0831e+10,5.492e+09,2e+06,5.49e+09,7.686e+09,-1.099e+09,1.2079e+10,2.53e+08,1.2332e+10,3.3163e+10,7.85e+08,4.08e+08,2e+08,9.7e+07,1.11e+08,-8000000.00000001,-1.562e+09,-33000000.0000002,-1.484e+09,-4.5e+07,-1.69e+08,-8.49e+08,-8.49e+08,-8.49e+08,-1.76e+08,-1.025e+09,-3.94e+08,3000000.00000012,-1.36e+08,-1.36e+08,1.96e+08,-3.31e+08,-1.525e+09,-1.525e+09,2e+07,-1.505e+09,1.599e+09,5.161e+09,-4.16e+08,0.13433,0.03258,0.02131,0.06317,0.02349,-0.53402,0.97708,1.68918,0.15563,1.78043,1.76628,83.55903,27.60693,-0.95078,0.9005,0.06277,-0.02226,0.50578,0.27017,0.36272
