"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",79.4009375,"Up",230419000,-137422000,92997000,-67589000,-67589000,25408000,210000,210000,25618000,25618000,-9837000,15781000,15781000,15781000,15781000,72728000,72728000,210087000,15424000,6785000,8639000,298239000,47490000,11475000,9693000,1782000,58965000,357204000,45427000,39003000,6424000,48469000,39814000,93896000,11897000,3719000,11897000,105793000,137440000,169047000,251411000,251411000,357204000,15781000,2716000,1107000,-8540000,11064000,-2589000,-2589000,3367000,369000,8844000,8844000,8561000,28124000,0,26832000,0.4036,0.11027,0.06849,0.06277,0.04418,1.70027,3.17627,0.4208,0,0.57994,0.568,8.4677,9.23914,0.98605,0.05993,0.1019,-2.58598,-2.86241
"12","2013_Q3",96.90125,"Up",257111000,-151031000,106080000,-72993000,-72993000,33087000,150000,150000,33237000,33237000,-12815000,20422000,20422000,20422000,20422000,84664000,84664000,230499000,21187000,5895000,15292000,336350000,48748000,11440000,9693000,1747000,60188000,396538000,61715000,52950000,8765000,46197000,41449000,107912000,12123000,3775000,12123000,120035000,152842000,189470000,276503000,276503000,396538000,20422000,2879000,1526000,-12153000,12674000,-4178000,-4178000,8427000,3532000,12028000,12028000,11936000,35966000,0,32450000,0.41258,0.12869,0.07943,0.07386,0.0515,1.58897,3.11689,0.43412,4.2351647362715e-22,0.74163,0.73,9.33699,10.04121,1.17842,0.07076,0.11243,-2.354,-2.55883
"13","2013_Q4",106.2875,"Up",254277000,-147903000,106374000,-73108000,-73108000,33266000,65000,65000,33331000,33331000,-12934000,20397000,20397000,20397000,20397000,84194000,84194000,237290000,20825000,5715000,15110000,342309000,56712000,11425000,9693000,1732000,68137000,410446000,48412000,37690000,10722000,54346000,49305000,102758000,12346000,3823000,12346000,115104000,160988000,209867000,295342000,295342000,410446000,20397000,2908000,1535000,-11876000,12964000,-10494000,-10494000,3917000,-3003000,-533000,-533000,-470000,36174000,0,26738000,0.41834,0.13083,0.08022,0.06906,0.04969,1.31088,3.33122,0.38973,0,0.7391,0.7296,9.21394,10.70196,0.96887,0.06629,0.0869,-2.32747,-2.53093
"14","2014_Q1",99.9209836065574,"Down",258433000,-152901000,105532000,-71270000,-71270000,34262000,17000,17000,34279000,34279000,-13484000,20795000,20795000,20795000,20795000,80634000,80634000,252428000,19145000,6229000,12916000,352207000,65947000,11405000,9693000,1712000,77352000,429559000,68036000,56327000,11709000,38964000,34086000,1.07e+08,13230000,4169000,13230000,120230000,164611000,230662000,309329000,309329000,429559000,20795000,3163000,960000,-8620000,16298000,-11324000,-11324000,1421000,-8341000,-3367000,-3367000,-3560000,37425000,3.63797880709171e-12,30965000,0.40835,0.13258,0.08047,0.06723,0.04841,1.48906,3.29165,0.38868,6.7762635780344e-21,0.75361,0.74422,9.36561,11.21008,1.12217,0.06447,0.096,-2.15455,-2.35345
"15","2014_Q2",83.0433333333333,"Down",246291000,-145004000,101287000,-78866000,-78866000,22421000,-94000,-94000,22327000,22327000,-8633000,13694000,13694000,13694000,13694000,76065000,76065000,247370000,19806000,7926000,11880000,343241000,78409000,11391000,9693000,1698000,89800000,433041000,46309000,41496000,4813000,59886000,51840000,106195000,14498000,4862000,14498000,120693000,171449000,244356000,312348000,312348000,433041000,13694000,3437000,1514000,3650000,22295000,-14384000,-14384000,3224000,-12351000,-4440000,-4440000,-4569000,25858000,0,23757000,0.41125,0.09103,0.0556,0.04384,0.03162,1.73485,3.23218,0.38641,0,0.49758,0.49202,8.94906,11.34926,0.86322,0.0419,0.07269,-2.94164,-3.39258
"16","2014_Q3",58.19515625,"Down",263085000,-156847000,106238000,-79066000,-79066000,27172000,-70000,-70000,27102000,27102000,-10495000,16607000,16607000,16607000,16607000,48062000,48062000,272740000,21762000,6171000,15591000,342564000,100628000,11371000,9693000,1678000,111999000,454563000,70129000,66211000,3918000,59200000,54749000,129329000,14936000,5562000,14936000,144265000,173395000,260963000,310298000,310298000,454563000,16607000,3648000,1263000,-15725000,5793000,-13885000,-13885000,12000,-20276000,-28368000,-28368000,-28003000,30820000,5.82076609134674e-11,11705000,0.40382,0.10328,0.06312,0.05352,0.03653,0.70482,2.64878,0.46492,1.0842021724855e-19,0.60644,0.60146,9.60716,11.33126,0.42744,0.05106,0.03599,-1.55944,-1.76881
"17","2014_Q4",57.949375,"Down",266067000,-161909000,104158000,-78377000,-78377000,25781000,-82000,-82000,25699000,25699000,-9974000,15725000,15725000,15725000,15725000,10788000,10788000,288827000,23083000,6058000,17025000,322698000,118506000,11330000,9693000,1637000,129836000,452534000,60970000,56243000,4727000,63030000,57674000,1.24e+08,15308000,6243000,15308000,139308000,175588000,276688000,313226000,313226000,452534000,15725000,3761000,1263000,-16403000,4346000,-27945000,-27945000,511000,-13951000,-37550000,-37550000,-37274000,29542000,0,-4832000,0.39147,0.0969,0.0591,0.0502,0.03475,-0.30728,2.6024,0.44475,0,0.58044,0.57672,9.82103,11.56176,-0.17836,0.04786,-0.01471,-0.36518,-0.41845
"18","2015_Q1",51.4677049180328,"Down",271976000,-165492000,106484000,-77785000,-77785000,28699000,-244000,-244000,28455000,28455000,-11110000,17345000,17345000,17345000,17345000,20287000,20287000,314371000,22619000,5575000,8143000,357277000,124867000,11318000,9693000,1625000,136185000,493462000,83996000,80303000,3693000,60251000,52779000,144247000,17161000,6603000,17161000,161408000,177509000,294033000,332054000,332054000,493462000,17345000,3868000,1401000,2039000,24653000,-14924000,-14924000,257000,422000,10151000,10151000,9499000.00000001,32567000,-4.65661287307739e-10,30792000,0.39152,0.10552,0.06377,0.05224,0.03515,1.77527,2.47684,0.48609,8.67361737988404e-19,0.64093,0.63689,10.05001,12.27,1.13782,0.04967,0.08817,-0.62293,-0.70689
"19","2015_Q2",26.2995238095238,"Down",259961000,-168349000,91612000,-97680000,-97680000,-6068000,-16000,-16000,-6084000,-6084000,-1696000,-7780000,-7780000,-7780000,-7780000,43889000,43889000,301476000,20157000,7488000,12669000,365522000,129190000,11315000,9693000,1622000,140505000,506027000,67602000,63574000,4028000,76060000,70574000,143662000,17155000,6647000,37155000,180817000,179051000,286253000,325210000,325210000,506027000,-7780000,4170000,1326000,15363000,13079000,-8980000,-8980000,-261000,19739000,23838000,23838000,23602000,-1898000,2e+07,6181000,0.35241,-0.02334,-0.02993,-0.02392,-0.01537,-0.79447,2.54432,0.556,0.03952,-0.28739,-0.28739,9.60269,12.01292,0.22832,-0.02147,0.01706,12.58641,3.93688
"20","2015_Q3",16.4153125,"Down",247944000,-185660000,62284000,-90551000,-90551000,-28267000,-65000,-65000,-28332000,-28332000,7985000,-20347000,-20347000,-20347000,-20347000,45266000,45266000,262743000,33948000,7172000,26776000,341957000,127965000,11342000,9693000,1649000,139307000,481264000,64874000,58673000,6201000,71498000,67221000,136372000,20642000,11630000,40642000,177014000,178290000,265906000,304250000,304250000,481264000,-20347000,4586000,6079000,15654000,5972000,-5271000,-5271000,-15000,-15000,686000.000000004,686000.000000004,1377000,-23681000,2e+07,-21283000,0.2512,-0.11401,-0.08206,-0.06688,-0.04228,1.046,2.50753,0.5818,0.04156,-0.75128,-0.75128,9.15499,11.23401,-0.78585,-0.059,-0.06171,1.06693,0.893829999999999
"21","2015_Q4",15.446875,"Down",236064000,-165068000,70996000,-88333000,-88333000,-17337000,-56000,-56000,-17393000,-17393000,8914000,-8479000,-8479000,-8479000,-8479000,53804000,53804000,243381000,40201000,6653000,33548000,337386000,123250000,11372000,9693000,1679000,134622000,472008000,61593000,52872000,8721000,70711000,65778000,132304000,23681000,15509000,43681000,175985000,179085000,257427000,296023000,296023000,472008000,-8479000,4331000,4329000,13982000,14163000,-5220000,-5220000,-11000,-11000,8932000,8932000,8538000,-13006000,2e+07,-13158000,0.30075,-0.07344,-0.03592,-0.02864,-0.01796,1.55183,2.55008,0.5945,0.04237,-0.31303,-0.31303,8.71518,10.92878,-0.48578,-0.02496,-0.03873,2.59911,1.94982
"22","2016_Q1",12.5873770491803,"Down",234807000,-180841000,53966000,-85487000,-85487000,-31521000,-97000,-97000,-31618000,-31618000,11791000,-19827000,-19827000,-19827000,-19827000,26703000,26703000,244402000,51683000,5931000,5111000.00000001,322788000,121997000,11417000,9693000,1724000,133414000,456202000,61304000,55247000,6057000,66440000,62526000,127744000,30890000,20252000,50890000,178634000,180620000,237600000,277568000,277568000,456202000,-19827000,4305000,12154000,-20642000,-24010000,-3007000,-3007000,287000,-7999.99999999953,-27025000,-27025000,-27101000,-27216000,2e+07,-62656000,0.22983,-0.13424,-0.08444,-0.07143,-0.04346,3.16014,2.52683,0.64357,0.04384,-0.73195,-0.73195,8.66829,10.24689,-2.31305,-0.06036,-0.19076,0.24629,0.21265
"23","2016_Q2",13.8646875,"Up",233513000,-157404000,76109000,-117236000,-117236000,-41127000,-151000,-151000,-41278000,-41278000,8876000,-32402000,-32402000,-32402000,-32402000,21973000,21973000,240006000,86391000,7017000,79374000,348370000,119168000,11434000,9693000,1741000,130602000,478972000,61389000,52168000,9221000,116671000,112087000,178060000,29274000,16880000,54274000,232334000,181855000,205198000,246638000,246638000,478972000,-32402000,4524000,17691000,1988000,-8199000,-2409000,-2409000,-80000,4920000,-5688000,-5688000,-4730000,-36603000,2.5e+07,-45900000,0.32593,-0.17612,-0.13876,-0.13137,-0.06765,1.41658,1.95648,0.942,0.0522,-1.19606,-1.19606,8.61971,9.1042,-1.69432,-0.10768,-0.15254,-0.0827,-0.0736
"24","2016_Q3",16.4053125,"Up",238092000,-167508000,70584000,-89900000,-89900000,-19316000,-131000,-131000,-19447000,-19447000,7217000,-12230000,-12230000,-12230000,-12230000,12732000,12732000,254937000,92349000,7116000,85233000,360018000,116949000,11403000,9693000,1710000,128352000,488370000,81743000,72396000,9347000,105047000,101406000,186790000,33653000,21847000,65653000,252443000,183359000,192968000,235927000,235927000,488370000,-12230000,4343000,814000,-8453000,-15526000,-1425000,-850000,194000,7194000,-9182000,-9182000,-9241000,-14973000,3.2e+07,-32068000,0.29646,-0.08113,-0.05137,-0.05184,-0.02504,2.62208,1.92739,1.07,0.06552,-0.45113,-0.45113,8.78263,8.70277,-1.18291,-0.04055,-0.10633,-1.28685,-0.99752
"25","2016_Q4",17.4160317460317,"Up",244082000,-167393000,76689000,-100661000,-100661000,-23972000,-168000,-168000,-24140000,-24140000,5702000,-18438000,-18438000,-18438000,-18438000,8788000,8788000,253371000,80405000,7200000,73205000,342564000,116639000,12275000,9693000,2582000,128914000,471478000,83801000,75096000,8705000,110932000,106436000,194733000,38098000,21505000,58098000,252831000,184902000,174530000,218647000,218647000,471478000,-18438000,4316000,6032000,21593000,13503000,-4434000,-4434000,-920000,-12920000,-3851000,-3851000,-3944000,-19656000,2e+07,-8199000,0.31419,-0.09821,-0.07554,-0.08433,-0.03911,0.44468,1.75915,1.15634,0.04242,-0.67794,-0.67794,8.97453,8.03932,-0.30146,-0.06662,-0.02963,-0.57041,-0.46771
"26","2017_Q1",16.9701612903226,"Down",244901000,-164414000,80487000,-89707000,-89707000,-9220000,-188000,-188000,-9408000,-9408000,3915000,-5493000,-5493000,-5493000,-5493000,10271000,10271000,301892000,42142000,5367000,5346000,354305000,115004000,13235000,9693000,3542000,128239000,482544000,129840000,120647000,9193000,56872000,52623000,186712000,24940000,21142000,64940000,251652000,202731000,169037000,230892000,230892000,482544000,-5493000,4322000,15719000,-31873000,-17325000,-640000,-640000,-127000,19510000,1545000,1545000,1483000,-4898000,4e+07,-41326000,0.32865,-0.03765,-0.02243,-0.02379,-0.01138,7.52339,1.8976,1.08991,0.08289,-0.19801,-0.19801,8.82827,8.32327,-1.48973,-0.01857,-0.13969,-6.06962,-3.2244
"27","2017_Q2",25.1111111111111,"Up",248389000,-161590000,86799000,-112214000,-112214000,-25415000,-512000,-512000,-25927000,-25927000,-445000,-26372000,-26372000,-26372000,-26372000,10971000,10971000,301332000,41387000,6316000,3900000,353690000,112091000,13215000,9693000,3522000,125306000,478996000,94326000,87381000,6945000,83559000,78363000,177885000,22977000,18982000,94977000,272862000,204684000,142665000,206134000,206134000,478996000,-26372000,4335000,1259000,-8981000,-29759000,-2502000,-2502000,444000,32330000,69000,69000,7e+05,-21080000,7.2e+07,-32118000,0.34945,-0.10232,-0.10617,-0.12794,-0.05506,1.21788,1.98831,1.32371,0.15031,-0.93215,-0.93215,8.77958,7.28603,-1.13525,-0.08758,-0.10666,-2.89511,-2.4013
"28","2017_Q3",33.2453968253968,"Up",263500000,-166044000,97456000,-92336000,-92336000,5120000,-516000,-516000,4604000,4604000,-129000,4475000,4475000,4475000,4475000,7639000,7639000,275142000,42302000,9817000,2865000,325083000,108703000,15088000,9693000,5395000,123791000,448874000,75684000,67570000,8114000,82984000,78781000,158668000,21392000,18604000,78392000,237060000,206061000,147140000,211814000,211814000,448874000,4475000,4381000,1210000,2937000,13003000,-1345000,-1095000,-123000,-15246000,-3338000,-3338000,-3332000,9501000,5.7e+07,11222000,0.36985,0.01943,0.01698,0.02113,0.00996999999999999,2.50771,2.04883,1.11919,0.12698,0.15761,0.15761,9.28067,7.46025,0.39525,0.01542,0.03867,5.19535,9.64082
"29","2017_Q4",31.6377777777778,"Down",257185000,-164499000,92686000,-109962000,-109962000,-17276000,-377000,-377000,-17653000,-17653000,-1262000,-18915000,-18915000,-18915000,-18915000,18857000,18857000,252949000,13883000,8924000,4136000,285689000,102221000,15023000,9693000,5330000,117244000,402933000,51042000,40190000,10852000,104039000,97802000,155081000,22088000,19086000,54088000,209169000,207481000,128225000,193764000,193764000,402933000,-18915000,4322000,2585000,50010000,38002000,-1667000,-1098000,-339000,-25820000,11084000,11084000,11218000,-12954000,3.2e+07,36651000,0.36039,-0.06717,-0.07355,-0.09762,-0.04694,-1.93767,1.84219,1.0795,0.07942,-0.66471,-0.66471,9.03799,6.80925,1.28799,-0.07632,0.14787,-1.01459,-0.76077
"30","2018_Q1",26.4801639344262,"Down",259859000,-167739000,92120000,-91515000,-91515000,605000,-186000,-186000,418999.999999996,418999.999999996,2570000,2989000,2989000,2989000,2989000,19938000,19938000,262280000,15778000,9108000,6670000,297996000,100491000,12308000,9693000,2615000,112799000,410795000,79777000,67676000,12101000,98384000,94111000,178161000,19787000,19235000,34787000,212948000,208660000,131214000,197847000,197847000,410795000,2989000,4701000,4282000,6174000,18146000,376000,357000,-716000,-17457000,1046000,1046000,1081000,5305999.99999999,1.5e+07,9286000,0.3545,0.00233,0.0115,0.01511,0.00727999999999999,3.10672,1.67262,1.07633,0.03651,0.10492,0.10492,9.1217,6.94492,0.32596,0.01285,0.03992,-0.93064,-8.16198
"31","2018_Q2",22.87921875,"Down",261772000,-166800000,94972000,-96418000,-96418000,-1446000,-321000,-321000,-1767000,-1767000,-205000,-1972000,-1972000,-1972000,-1972000,12606000,12606000,273411000,19487000,10028000,9459000,305504000,98894000,12259000,9693000,2566000,111153000,416657000,68411000,60701000,7710000,106246000,100747000,174657000,19674000,19674000,45674000,220331000,209707000,129242000,196326000,196326000,416657000,-1972000,4723000,865000,-18497000,-14881000,-3048000,-3042000,-891000,10109000,-7814000,-7814000,-7332000,3277000,2.6e+07,-18063000,0.3628,-0.00552,-0.00753,-0.01004,-0.00473,9.15974,1.74917,1.12227,0.0624,-0.06917,-0.06917,9.1824,6.8867,-0.63361,-0.00815,-0.07464,4.08727,-9.26279
"32","2018_Q3",20.1565079365079,"Down",283474000,-182164000,101310000,-102223000,-102223000,-913000.000000002,-346000,-346000,-1259000,-1259000,-195000,-1454000,-1454000,-1454000,-1454000,11122000,11122000,296798000,18841000,8689000,10152000,326761000,98094000,13447000,9693000,3754000,111541000,438302000,82055000,73385000,8670000,106358000,101885000,188413000,18916000,18916000,53916000,242329000,210984000,127788000,195973000,195973000,438302000,-1454000,4844000,1281000,-11320000,-6649000,-3536000,-3514000,304000,8692000,-1471000,-1471000,-1484000,3931000,3.5e+07,-10730000,0.35739,-0.00322000000000001,-0.00513,-0.00742,-0.00332,7.37964,1.73428,1.23654,0.07985,-0.05094,-0.05094,9.93043,6.86516,-0.37588,-0.00582,-0.04294,6.07428,-26.15334
"33","2018_Q4",12.0942857142857,"Down",270469000,-169787000,100682000,-93987000,-93987000,6695000,-547000,-547000,6148000,6148000,-225000,5923000,5923000,5923000,5923000,11831000,11831000,304665000,19952000,7809000,12143000,336448000,93470000,13317000,9693000,3624000,106787000,443235000,72834000,64387000,8447000,105044000,100500000,177878000,18850000,18850000,61850000,239728000,212792000,133711000,203507000,203507000,443235000,5923000,4475000,2797000,-17494000,-4299000,-4067000,-3542000,424000,8424000,583000,583000,709000,11170000,4.3e+07,-10166000,0.37225,0.02475,0.0219,0.0291,0.01336,-1.71636,1.89145,1.17798,0.09701,0.20708,0.20247,9.4563,7.11513,-0.35543,0.02232,-0.03831,2.79042,4.65556
