"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",11.7172580645161,"Up",581182000,-459911000,121271000,-26410000,-26410000,94861000,-31251000,-33568000,-33568000,2317000,63610000,315000,63925000,-22128000,41797000,41797000,-735000,41062000,41062000,151547000,151547000,92811000,92811000,25132000,63999000,25777000,333489000,3123606000,3123606000,2868681000,3308118000,1366075000,1942043000,9300405000,9633894000,373405000,366883000,6522000,31289000,404694000,1882834000,5950511000,1414072000,449228000,4087211000,7833345000,8238039000,1550988000,-293260000,116831000,1374559000,21296000,1395855000,9633894000,41797000,30238000,39736000,10133000,121904000,-27113000,1798000,1798000,-28911000,-28911000,-8731000,698000,-35146000,-12885000,-1845000,-26353000,13554000,-39907000,-41083000,45675000,45675000,529000,46204000,125099000,1914123000,130247000,0.20866,0.16322,0.07065,0.02942,0.00426,3.17196,0.82405,5.90179,0.19869,0.19108,0.18767,2.70453,6.39651,0.6061,0.05996,8,0.00583,0.01406,0.31379,14.08945,18.58062
"12","2013_Q1",13.0095,"Up",623370000,-477625000,145745000,-39964000,-39964000,105781000,-34332000,-34018000,-34018000,-313999.999999999,71449000,-25100000,46349000,-18928000,27421000,27683000,-999.999999999884,27682000,27682000,92708000,92708000,101817000,101817000,24560000,63410000,20546000,282495000,3131049000,3131049000,2926415000,3343609000,1382410000,1961199000,9401073000,9683568000,380675000,373783000,6892000,31429000,412104000,1916621000,5992016000,1397795000,471198000,4123023000,7908637000,8320741000,1518105000,-286795000,111717000,1343027000,19800000,1362827000,9683568000,27421000,30513000,65648000,-35369000,88959000,-33287000,1062000,1062000,-34349000,-34349000,-46182000,999.999999999069,-79817000,-25452000,208855000,-41117000,1042000,-42159000,-67892000,-58750000,-58750000,-89000.0000000002,-58839000,136294000,1948050000,86566000,0.2338,0.16969,0.04441,0.02031,0.00286,3.12716,0.68549,6.1055,0.20117,0.13062,0.12855,2.94145,6.33725,0.40847,0.1201,7,0.00571,0.00931,0.91944,13.61279,17.53946
"13","2013_Q2",14.468125,"Up",652352000,-492695000,159657000,-30923000,-30923000,128734000,-33753000,-32769000,-32769000,-984000,94981000,-969000,94012000,-35290000,58722000,58722000,-1102000,57620000,57620000,188546000,188546000,92955000,92955000,25556000,67691000,24858000,374748000,3121764000,3121764000,3025598000,3359943000,1379303000,1980640000,9507305000,9882053000,388217000,378844000,9373000,37315000,425532000,1913382000,6144058000,1402486000,507091000,4234481000,8057440000,8482972000,1509613000,-230098000,106205000,1385720000,13361000,1399081000,9882053000,58722000,30447000,46899000,15056000,151124000,-20753000,1816000,1816000,-22569000,-22569000,-121263478.926167,339000,-20414000,-12698000,-15420000,1386000,3094000,-1708000,-34293000,96417000,96417000,-579000,95838000,159181000,1950697000,188774000,0.24474,0.19734,0.08833,0.04118,0.00583,3.27619,0.88066,6.06325,0.1974,0.27259,0.26774,3.08616,6.55559,0.89306,0.06007,9,0.00741,0.01988,0.22037,11.07011,13.68831
"14","2013_Q3",15.87640625,"Up",622297000,-496644000,125653000,-31379000,-31379000,94274000,-33436000,-32740000,-32740000,-696000,60838000,-5077000,55761000,-21598000,34163000,34436000,-820000,33616000,33616000,221086000,221086000,90678000,90678000,24280000,68003000,25221000,404047000,3106839000,3106839000,3013389000,3330774000,1374374000,1956400000,9451002000,9855049000,358316000,356602000,1714000,36412000,394728000,1920383000,6122077000,1426335000,517583000,4178159000,8042460000,8437188000,1505805000,-196576000,94457000,1403686000,14175000,1417861000,9855049000,34163000,30614000,38160000,-27493000,75824000,-24459000,3734000,3734000,-28193000,-28193000,-3565000.00000003,2000.00000000012,-28063000,-14855000,-5179000,1762000,1762000,0,-14230000,33531000,33531000,-989000,32542000,124888000,1956795000,94534000,0.20192,0.15149,0.05402,0.02371,0.00341,2.81217,1.02361,5.95065,0.19856,0.1587,0.15563,2.9378,6.62666,0.44629,0.07013,7,0.0051,0.00995,0.4419,13.89812,18.41132
"15","2013_Q4",15.55546875,"Down",608589000,-492784000,115805000,-33740000,-33740000,82065000,-37413000,-38080000,-38080000,667000,44652000,981000,45633000,-18407000,27226000,27394000,-615000,26779000,26779000,182592000,182592000,78990000,78990000,24612000,71776000,28963000,357970000,3109282000,3109282000,3124204000,3797906000,1377946000,2419960000,10031392000,10389362000,395114000,392011000,3103000,36647000,431761000,2257103000,6259724000,1418984000,530670000,4310070000,8516827000,8948588000,1494627000,-169797000,101949000,1426779000,13995000,1440774000,10389362000,27226000,30630000,36484000,4823000,99486000,-24250000,4527000,4527000,-28777000,-28777000,-4978000,0,-29298000,-14818000,-94900000,98000,98000,0,-109710000,-39522000,-39522000,1026000,-38496000,112695000,2293750000,111675000,0.19028,0.13484,0.044,0.01859,0.00258,4.17025,0.82909,6.21096,0.22078,0.12634,0.12373,2.87126,6.73139,0.52687,0.06991,5,0.00416,0.01117,0.55334,18.73338,25.72544
"16","2014_Q1",15.8001639344262,"Up",667228000,-519296000,147932000,-59086000,-59086000,88846000,-38316000,-38771000,-38771000,455000,50530000,-730000.000000001,49800000,-17729000,32071000,32036000,-2719000,29317000,29317000,141584000,141584000,101424000,101424000,32741000,103347000,63746000,379096000,3664783000,3664783000,3634939000,5154782000,1825721000,3326570000,12454504000,12833600000,488102000,482839000,5263000,176362000,673582000,3125548000,7554242000,1568223000,387169000,5080631000,10679790000,11353372000,1471665000,-90026000,88441000,1470080000,10148000,1480228000,12833600000,32071000,30544000,61905000,-66410000,58275000,-30258000,3142000,3142000,-33400000,-33400000,-1048579000,-9.31322574615479e-10,-1079018000,-14858000,1054089000,1355000,1355000,9.31322574615479e-10,983348000,-37395000,-37395000,-324000,-37719000,119390000,3301910000,40451000,0.22171,0.13316,0.04394,0.01981,0.00228,1.37978,0.56281,7.67002,0.25729,0.13823,0.13546,3.1461,6.93169,0.19073,0.07006,3,0.00358,0.00328,0.5068,26.47061,35.57083
"17","2014_Q2",16.8790476190476,"Up",745495000,-579433000,166062000,-55830000,-55830000,110232000,-43462000,-44996000,-44996000,1534000,66770000,-2812000,63958000,-22707000,41251000,41391000,-289000,41102000,41102000,148619000,148619000,105813000,105813000,34508000,87064000,41848000,376004000,3608465000,3608465000,3644222000,5276920000,1978621000,3298299000,12529607000,12905611000,480669000,477368000,3301000,105705000,591224000,3133925000,7741266000,1659169000,586991000,4990683000,10875191000,11466415000,1465105000,-105893000,77215000,1436427000,2769000,1439196000,12905611000,41251000,36020000,34740000,16837000,127887000,-22223000,2694000,2694000,-24917000,-24917000,-779000,-12225000,-35587000,-17080000,98952000,6862000,7915000,-1053000,-86615000,5685000,7008000,-1931000,5077000,146252000,3239630000,163573000,0.22275,0.14786,0.05513,0.02856,0.00318,3.97968,0.63598,7.96724,0.25102,0.19311,0.18921,3.50264,6.74892,0.76853,0.08025,3,0.00468,0.01317,0.41555,21.13483,28.04096
"18","2014_Q3",18.48484375,"Up",746760000,-590718000,156042000,-46307000,-46307000,109735000,-46255000,-46307000,-46307000,51999.9999999998,63480000,5836000,69316000,-37357000,31959000,31781000,-5859000,25922000,25922000,140515000,140515000,102257000,102257000,33453000,79476000,45192000,355701000,3627297000,3627297000,3809756000,5064424000,1897845000,3162625000,12501477000,12857178000,457230000,455320000,1910000,101436000,564932000,3050367000,7816284000,1614517000,597432000,5162937000,10866651000,11431583000,1444407000,-118184000,90759000,1416982000,8613000,1425595000,12857178000,31959000,34575000,11543000,-35108000,42930000,119737000,152199000,152199000,-32462000,-32462000,-6796000.00000012,0,112940000,-16944000,506301000,-52496000,6876000,-59372000,-163551000,-7681000,-7681000,1539000,-6142000,144310000,3151803000,266296000,0.20896,0.14695,0.03471,0.01818,0.00202,10.27297,0.62964,8.01882,0.24514,0.12205,0.12003,3.51602,6.67167,1.25382,0.07978,6,0.00346,0.02149,0.65365,20.8668,27.44145
"19","2014_Q4",19.08765625,"Up",718314000,-570016000,148298000,-39748000,-39748000,108550000,-43385000,-43376000,-43376000,-9000,65165000,26570000,91735000,-74934000,16801000,17685000,-34000,17651000,17651000,266259000,266259000,92719000,92719000,32471000,76250000,47445000,467699000,3612095000,3612095000,3718941000,4531496000,1898885000,2632611000,11862532000,12330231000,476071000,460364000,15707000,109266000,585778000,2958500000,7420017000,1613528000,620098000,5044901000,10378517000,10964295000,1427563000,-148085000,77823000,1357301000,8635000,1365936000,12330231000,16801000,34503000,29795000,4305000,85404000,204601000,242404000,242404000,-37803000,-37803000,-3240000,0,206703000,-19002000,-98567000,-56919000,12818000,-69737000,-166264000,125843000,125881000,-156000,125725000,143053000,3067766000,426893000,0.20645,0.15112,0.02457,0.01292,0.00143,24.1852,0.79842,8.02695,0.2488,0.08373,0.0829,3.40755,6.43878,2.0251,0.09014,6,0.00309,0.03601,1.07654,19.5837,25.80845
"20","2015_Q1",21.2588524590164,"Up",783442000,-578159000,205283000,-42864000,-42864000,162419000,-42689000,-42892000,-42892000,203000,119730000,57861000,177591000,-90982000,86609000,87949000,-155000.000000001,87794000,87794000,177335000,177335000,109050000,109050000,29697000,80774000,80774000,396856000,3600619000,3600619000,3648045000,4278124000,1810853000,2467271000,11526788000,11923644000,461077000,453042000,8035000,90931000,552008000,2963794000,7030464000,1602545000,448824000,4979095000,9994258000,10546266000,1391171000,-81859000,59414000,1368726000,8652000,1377378000,11923644000,86609000,34904000,37618000,-97997000,61134000,-22230999.9999999,27086000,27086000,-49317000,-49317000,-4521000.00000001,-4.65661287307739e-10,-26770000,-18491000,-4497000,-107945000,4767000,-112712000,-121537000,-87173000.0000001,-87173000,-1736000,-88909000,197323000,3054725000,168077000,0.26203,0.20731,0.11206,0.06374,0.00736,1.91445,0.71893,7.65677,0.25619,0.42425,0.41667,3.7859,6.61422,0.81221,0.08936,7,0.00927,0.01466,0.21062,14.58213,17.71585
"21","2015_Q2",24.8893650793651,"Up",748117000,-570673000,177444000,-34550000,-34550000,142894000,-42997000,-42939000,-42939000,-58000,99897000,-1779000,98118000,-36653000,61465000,61465000,-90000,61375000,61375000,217129000,217129000,108394000,108394000,30181000,54234000,54234000,409938000,3585886000,3585886000,3693765000,4268788000,1811067000,2457721000,11548439000,11958377000,497062000,459788000,37274000,90960000,588022000,2962676000,7066123000,1627258000,440257000,4998608000,10028799000,10616821000,1368804000,-72771000,36797000,1332830000,8726000,1341556000,11958377000,61465000,34041000,18561000,74705000,188772000,-24397000,3901000,3901000,-28298000,-28298000,-30616000,2841000,-52172000,-20461000,-14270000,-63735000,9445000,-73180000,-92955000,43645000,43645000,-3851000,39794000,176935000,3053636000,263896000,0.23719,0.191,0.08204,0.04575,0.00513,4.29973,0.69715,7.91381,0.25536,0.30158,0.29542,3.67607,6.54921,1.29672,0.10054,7,0.00714,0.02302,0.33338,16.03135,19.85043
"22","2015_Q3",26.01546875,"Up",754354000,-588097000,166257000,-33095000,-33095000,133162000,-43091000,-42982000,-42982000,-109000,90071000,-5582000,84489000,-31007000,53482000,53092000,-497000,52595000,52595000,199096000,199096000,92192000,92192000,29846000,40036000,40036000,361170000,3590529000,3590529000,3702787000,4270349000,1811842000,2458507000,11563665000,11924835000,435249000,420926000,14323000,290016000,725265000,2769861000,7095974000,1674349000,436602000,4985023000,9865835000,10591100000,1359872000,-79971000,44668000,1324569000,9166000,1333735000,11924835000,53482000,34858000,24921000,-19529000,93732000,-32059000,4367000,4367000,-36426000,-36426000,-6110000,5228000,-31954000,-19937000,-8641000,-61261000,17354000,-78615000,-82347000,-20569000,-20569000,2536000,-18033000,168020000,3059877000,147439000,0.2204,0.17652,0.06972,0.03943,0.00441,2.80329,0.49798,7.94093,0.2566,0.25983,0.25446,3.72664,6.5436,0.72837,0.09849,7,0.00631,0.01283,0.37907,17.02643,21.48346
"23","2015_Q4",24.16234375,"Down",714290000,-571204000,143086000,-29302000,-29302000,113784000,-43585000,-43921000,-43921000,336000,70199000,3846000,74045000,-26118000,47927000,47927000,-479000,47448000,47448000,141950000,141950000,81777000,81777000,29557000,67458000,67458000,320742000,3597203000,3597203000,3572025000,4163151000,1799939000,2363212000,11332379000,11653121000,451593000,449725000,1868000,95045000,546638000,3046414000,6872565000,1679717000,452610000,4740238000,9918979000,10465617000,1312864000,-151491000,16501000,1177874000,9630000,1187504000,11653121000,47927000,34917000,36538000,-5268000,114114000,-36947000,3061000,3061000,-40008000,-40008000,-4704000,-3000,-41654000,-23670000,249474000,-150001000,3692000,-153693000,-123141000,-50681000,-50681000,-6465000,-57146000,148701000,3141459000,132604000,0.20032,0.1593,0.06643,0.03996,0.00407,2.79472,0.58675,8.81312,0.26958,0.23813,0.23327,3.5848,5.91139,0.6655,0.11879,5,0.00635,0.01184,0.49886,20.17141,26.36143
"24","2016_Q1",21.0445901639344,"Down",769280000,-581478000,187802000,-33866000,-33866000,153936000,-43356000,-43055000,-43055000,-301000,110580000,3119000,113699000,-41249000,72450000,72450000,-96000,72354000,72354000,134599000,134599000,90462000,90462000,27835000,47155000,47155000,300051000,3599737000,3599737000,3637594000,4139015000,1796340000,2342675000,11376346000,11676397000,424189000,422816000,1373000,86823000,511012000,3037605000,6938379000,1677898000,470584000,4789897000,9975984000,10486996000,1287879000,-109351000,6164000,1184692000,4709000,1189401000,11676397000,72450000,37640000,36978000,-71500000,75568000,-40811000,5443000,5443000,-46254000,-46254000,172000,-9.31322574615479e-10,-40639000,-23502000,-174042000,-38455000,1318000,-39773000,-40035000,-5106000,-5106000.00000001,-2245000,-7351000,191576000,3124428000,120514000,0.24413,0.2001,0.09405,0.06083,0.0062,1.66562,0.58717,8.81704,0.26758,0.36871,0.36186,3.92016,6.03705,0.61412,0.11976,5,0.00852,0.01071,0.32482,15.60649,19.42255
