"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","other_intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",28.448064516129,"Up",2.9007e+10,-1.0991e+10,1.8016e+10,-1.2533e+10,-8.366e+09,-4.167e+09,5.483e+09,-5.6e+08,-6.32e+08,6.2e+07,1e+07,4.923e+09,4.923e+09,-6.31e+08,4.292e+09,4.292e+09,-2.699e+09,1.593e+09,1.593e+09,1.0307e+10,9.714e+09,1.203e+10,1.203e+10,1.223e+09,4.103e+09,4.103e+09,2.7663e+10,8.781e+10,2.16995e+11,-1.29185e+11,1.15609e+11,2.4048e+10,5.83e+09,3.625e+09,8.2106e+10,2.03419e+11,2.31082e+11,1.6003e+10,6.335e+09,6.432e+09,6.432e+09,2.877e+10,4.6467e+10,6.3217e+10,3.0904e+10,2.6474e+10,5.839e+09,1.09684e+11,1.38454e+11,3.8256e+10,-4.247e+09,1.968e+09,1.668e+09,3.7645e+10,5.4983e+10,9.2628e+10,2.31082e+11,4.292e+09,4.167e+09,8.9e+07,9.39e+08,9.487e+09,-7.668e+09,-6.35e+08,4.62e+08,-7.841e+09,-1.3e+09,2.75e+08,-9.76e+08,-1.933e+09,-2.87e+08,-2.87e+08,-2.87e+08,9.65e+09,5.2802e+10,3.552e+09,0.62109,0.18902,0.05492,0.0172,0.00689,2.22976,0.96152,1.49473,0.2285,0.55738,0.55525,10.14941,13.1718,1.24283,0.45486,8,0.01387,0.01702,0.81607,4.40363,7.75032
"12","2013_Q1",29.6158333333333,"Up",3.0045e+10,-1.3069e+10,1.6976e+10,-2.0145e+10,-1.6008e+10,-4.137e+09,-3.169e+09,-1.567e+09,-5.75e+08,8.7e+07,-1.079e+09,-4.736e+09,-4.736e+09,2.81e+09,-1.926e+09,-1.926e+09,-2.303e+09,-4.229e+09,-4.229e+09,3.563e+09,3.093e+09,1.2576e+10,1.2576e+10,1.075e+09,4.021e+09,4.021e+09,2.1235e+10,8.8642e+10,2.09575e+11,-1.20933e+11,1.15345e+11,2.4139e+10,5.933e+09,3.401e+09,8.1872e+10,2.03987e+11,2.25222e+11,1.6182e+10,4.369e+09,6.405e+09,6.405e+09,2.6956e+10,4.7618e+10,6.5115e+10,3.4346e+10,2.4677e+10,6.092e+09,1.12733e+11,1.39689e+11,3.8287e+10,-4.071e+09,-3.734e+09,2.675e+09,3.3157e+10,5.2376e+10,8.5533e+10,2.25222e+11,-1.926e+09,4.137e+09,4.723e+09,-2.06e+08,6.728e+09,-4.979e+09,-7.5e+07,-2.3e+07,-5.077e+09,-1.343e+09,-8.48e+08,-6.118e+09,-8.272e+09,-6.621e+09,-6.621e+09,-6.621e+09,9.68e+08,5.1987e+10,-7.027e+09,0.56502,-0.10548,-0.14076,-0.04944,-0.01878,1.66162,0.78777,1.63316,0.23083,-1.47764,-1.47301,10.4979,11.58526,-2.45528,0.46925,4,-0.01424,-0.03468,-0.31757,50.02479,-15.28053
"13","2013_Q2",33.625,"Up",2.942e+10,-1.0932e+10,1.8488e+10,-1.2266e+10,-8.148e+09,-4.118e+09,6.222e+09,-5.03e+08,-5.37e+08,-5e+06,3.9e+07,5.719e+09,5.719e+09,-8.64e+08,4.855e+09,4.855e+09,-2.903e+09,1.952e+09,1.952e+09,6.135e+09,5.475e+09,1.1814e+10,1.1814e+10,7.98e+08,6.511e+09,6.511e+09,2.5258e+10,8.8181e+10,2.12082e+11,-1.23901e+11,1.12747e+11,2.4132e+10,5.827e+09,3.321e+09,7.9467e+10,2.00928e+11,2.26186e+11,1.403e+10,1.0888e+10,6.571e+09,6.571e+09,3.1489e+10,4.1993e+10,6.5116e+10,3.4048e+10,2.4993e+10,6.075e+09,1.07109e+11,1.38598e+11,3.8191e+10,-3.994e+09,-3.255e+09,2.368e+09,3.331e+10,5.4278e+10,8.7588e+10,2.26186e+11,4.855e+09,4.118e+09,4.9e+07,-1.491e+09,7.531e+09,-3.719e+09,-2.1e+07,1.41e+08,-3.599e+09,-1.472e+09,1.008e+09,-9.89e+08,-1.55e+09,2.382e+09,2.382e+09,2.382e+09,1.034e+10,5.2881e+10,5.994e+09,0.62842,0.21149,0.06635,0.02229,0.00863,3.0707,0.80212,1.58239,0.23379,0.68109,0.67967,10.26518,11.62247,2.09142,0.51361,7,0.01665,0.02916,0.7541,4.52089,7.51302
"14","2013_Q3",32.49046875,"Down",2.9786e+10,-1.1033e+10,1.8753e+10,-1.2198e+10,-8.047e+09,-4.151e+09,6.555e+09,-3.69e+08,-5.14e+08,1.2e+08,24999999.9999999,6.186e+09,6.186e+09,-9.88e+08,5.198e+09,5.198e+09,-2.952e+09,2.246e+09,2.246e+09,2.406e+09,1.788e+09,1.2216e+10,1.2216e+10,1.04e+09,6.295e+09,6.295e+09,2.1957e+10,8.8332e+10,2.15224e+11,-1.26892e+11,1.13057e+11,2.4336e+10,5.776e+09,3.319e+09,7.9626e+10,2.01389e+11,2.23346e+11,1.4671e+10,7.961e+09,6.559e+09,6.559e+09,2.9191e+10,4.1791e+10,6.5208e+10,3.3835e+10,2.5696e+10,5.677e+09,1.06999e+11,1.3619e+11,3.8192e+10,-3.974e+09,-2.483e+09,2.326e+09,3.4061e+10,5.3095e+10,8.7156e+10,2.23346e+11,5.198e+09,4.151e+09,4.37e+08,-1.69e+08,9.617e+09,-4.161e+09,-5.5e+07,-2e+07,-4.236e+09,-1.474e+09,-3.271e+09,-4.341e+09,-9.068e+09,-3.687e+09,-3.687e+09,-3.687e+09,1.0706e+10,4.9752e+10,7.364e+09,0.62959,0.22007,0.0754,0.02577,0.01006,3.27872,0.75218,1.5626,0.22276,0.78367,0.78149,10.39288,11.88451,2.56943,0.51431,7,0.01841,0.03643,0.65628,4.42238,7.22288
"15","2013_Q4",33.0996875,"Up",3.0279e+10,-1.096e+10,1.9319e+10,-1.2191e+10,-8.037e+09,-4.154e+09,7.128e+09,-5.16e+08,-5.55e+08,1.9e+07,2e+07,6.612e+09,6.612e+09,-1.034e+09,5.578e+09,5.578e+09,-3.346e+09,2.232e+09,2.232e+09,5.7341e+10,5.671e+10,1.2111e+10,1.2111e+10,1.193e+09,3.06e+09,3.06e+09,7.3705e+10,8.8527e+10,2.18336e+11,-1.29809e+11,1.14443e+11,2.4339e+10,5.732e+09,3.423e+09,8.0949e+10,2.0297e+11,2.76675e+11,1.5622e+10,8.202e+09,6.467e+09,6.467e+09,3.0291e+10,9.0938e+10,6.5181e+10,3.3738e+10,2.5821e+10,5.622e+09,1.56119e+11,1.8641e+11,3.8215e+10,-3.97e+09,-1.768e+09,2.508e+09,3.4985e+10,5.528e+10,9.0265e+10,2.76675e+11,5.578e+09,4.154e+09,9.25e+08,5.82e+08,1.1239e+10,-2.246e+09,-5e+06,6.3e+07,-2.188e+09,-1.474e+09,4.8713e+10,-1.37e+09,4.5871e+10,5.4922e+10,5.4922e+10,5.4922e+10,1.1282e+10,9.914e+10,1.0652e+10,0.63803,0.23541,0.07371,0.02473,0.00807,4.7724,2.43323,2.06514,0.35833,0.77879,0.77608,10.5649,12.20691,3.71668,0.51431,6,0.01456,0.04184,0.66039,3.70493,5.86406
"16","2014_Q1",32.1824590163934,"Down",3.1065e+10,-1.1962e+10,1.9103e+10,-7.04e+09,-2.857e+09,-4.183e+09,1.2063e+10,-1.303e+09,-1.061e+09,7999999.99999988,-2.5e+08,1.076e+10,1.076e+10,-2.844e+09,7.916e+09,7.916e+09,-2.849e+09,5.067e+09,5.067e+09,5.4129e+10,5.3528e+10,1.2439e+10,1.2439e+10,1.02e+09,3.406e+09,3.406e+09,7.0994e+10,8.8956e+10,2.20865e+11,-1.31909e+11,1.14148e+11,2.4634e+10,5.8e+09,3.432e+09,8.0282e+10,2.03104e+11,2.74098e+11,1.6453e+10,3.933e+09,6.664e+09,6.664e+09,2.705e+10,8.9658e+10,6.1974e+10,2.7682e+10,2.8639e+10,5.653e+09,1.51632e+11,1.78682e+11,3.8236e+10,-3.961e+09,1.782e+09,2.779e+09,3.8836e+10,5.658e+10,9.5416e+10,2.74098e+11,7.916e+09,4.183e+09,-2.741e+09,1.073e+09,1.0431e+10,-4.947e+09,-4.13e+08,5.5e+08,-4.81e+09,-1.516e+09,-5589000000.00002,-1.707e+09,-8.803e+09,-3.182e+09,-3.182e+09,-3.182e+09,1.6246e+10,9.3591e+10,1.5216e+10,0.61494,0.38831,0.16311,0.0531,0.01849,3.00296,2.62455,1.87266,0.34145,1.76797,1.76305,10.83915,13.55059,5.30914,0.52896,6,0.02623,0.06063,0.29919,2.42903,3.27133
"17","2014_Q2",33.3287301587302,"Up",3.0818e+10,-1.1189e+10,1.9629e+10,-1.2469e+10,-8.332e+09,-4.137e+09,7.16e+09,-2.06e+08,-1.214e+09,1.902e+09,-8.94e+08,6.954e+09,6.954e+09,-9.68e+08,5.986e+09,5.986e+09,-2.039e+09,3.947e+09,3.947e+09,3.544e+09,2.907e+09,1.2131e+10,1.2131e+10,8.81e+08,6.716e+09,6.716e+09,2.3272e+10,8.9056e+10,2.23841e+11,-1.34785e+11,1.09234e+11,2.4647e+10,5.839e+09,8.89e+08,7.7859e+10,1.9829e+11,2.21562e+11,1.4984e+10,2.152e+09,8.217e+09,8.217e+09,2.5353e+10,1.07617e+11,7.4741e+10,2.6977e+10,4.1597e+10,6.167e+09,1.82358e+11,2.07711e+11,1.14e+10,-3.794e+09,3.534e+09,1.571e+09,1.2711e+10,1.14e+09,1.3851e+10,2.21562e+11,5.986e+09,4.137e+09,-1.358e+09,-1.626e+09,7.139e+09,-4.363e+09,-1.57e+08,-1.1e+07,-4.531e+09,-1.517e+09,9.253e+09,-6.0999e+10,-5.3229e+10,-5.0621e+10,-5.0621e+10,-5.0621e+10,1.1297e+10,1.09769e+11,6.276e+09,0.63693,0.23233,0.12807,0.28496,0.01781,1.59007,0.91792,14.9961,0.49543,1.15241,1.15073,8.99796,3.71124,1.83241,0.44292,7,0.02755,0.03164,0.38434,9.40294,14.83589
"18","2014_Q3",34.57265625,"Up",3.1483e+10,-1.2087e+10,1.9396e+10,-1.1711e+10,-7.55e+09,-4.161e+09,7.685e+09,-1.141e+09,-1.164e+09,-43000000.0000005,6.6e+07,6.544e+09,6.544e+09,-2.22e+09,4.324e+09,4.324e+09,-1.1e+08,4.214e+09,4.214e+09,6.424e+09,5.776e+09,1.2966e+10,1.2966e+10,1.073e+09,2.424e+09,2.424e+09,2.2887e+10,8.9712e+10,2.27475e+11,-1.37763e+11,1.11828e+11,2.4663e+10,5.781e+09,8.52e+08,8.0532e+10,2.0154e+11,2.24427e+11,1.6521e+10,2.283e+09,7.689e+09,7.689e+09,2.6493e+10,1.07696e+11,7.4226e+10,2.6342e+10,4.2027e+10,5.857e+09,1.81922e+11,2.08415e+11,1.1462e+10,-3.638e+09,5.551e+09,1.526e+09,1.4901e+10,1.111e+09,1.6012e+10,2.24427e+11,4.324e+09,4.161e+09,-1.599e+09,7.79e+08,7.665e+09,-2.035e+09,-2.2e+07,2.42e+08,-1.815e+09,-2.066e+09,-45999999.9999962,-8.69e+08,-2.981e+09,2.869e+09,2.869e+09,2.869e+09,1.1846e+10,1.09979e+11,1.281e+10,0.61608,0.2441,0.13385,0.26318,0.01878,3.03987,0.86389,13.01618,0.49004,1.01469,1.01298,7.58078,3.58801,3.08452,0.49747,6,0.03137,0.06398,0.49027,8.74177,13.47495
"19","2014_Q4",34.3971875,"Down",3.1586e+10,-1.2252e+10,1.9334e+10,-1.2444e+10,-8.277e+09,-4.167e+09,6.89e+09,-1.232e+09,-1.255e+09,-4.8e+07,7.1e+07,5.658e+09,5.658e+09,-1.864e+09,3.794e+09,3.794e+09,-9.9e+07,3.695e+09,3.695e+09,7.853e+09,7.218e+09,1.3283e+10,1.3283e+10,1.206e+09,2.431e+09,2.431e+09,2.4773e+10,8.9932e+10,2.30452e+11,-1.4052e+11,1.11588e+11,2.4617e+10,5.738e+09,8.18e+08,8.0415e+10,2.0152e+11,2.26293e+11,1.7055e+10,1.603e+09,8.231e+09,8.231e+09,2.6889e+10,1.07627e+11,7.3809e+10,2.577e+10,4.2289e+10,5.75e+09,1.81436e+11,2.08325e+11,1.1513e+10,-3.465e+09,6.964e+09,1.565e+09,1.6577e+10,1.391e+09,1.7968e+10,2.26293e+11,3.794e+09,4.167e+09,3.61e+08,3.1e+07,8.353e+09,-4.202e+09,1.19e+08,-1e+06,-4.084e+09,-2.07e+09,-6.52e+08,-1.05e+08,-2.827e+09,1.442e+09,1.442e+09,1.442e+09,1.1057e+10,1.0923e+11,8.75e+09,0.61211,0.21813,0.11698,0.20564,0.01633,2.36806,0.92131,11.59422,0.48269,0.88865,0.88673,7.59644,3.98677,2.10438,0.49784,5,0.02868,0.04353,0.56022,9.16858,14.71364
"20","2015_Q1",34.3470491803279,"Down",3.3192e+10,-1.4403e+10,1.8789e+10,-2.0925e+10,-1.6857e+10,-4.068e+09,-2.136e+09,-1.75e+09,-1.282e+09,-31000000.0000001,-4.37e+08,-3.886e+09,-3.886e+09,1.738e+09,-2.148e+09,-2.148e+09,-83000000.0000001,-2.231e+09,-2.231e+09,1.1153e+10,1.0598e+10,1.3993e+10,1.3993e+10,1.153e+09,3.2e+09,2.648e+09,2.9499e+10,8.9947e+10,2.30508e+11,-1.40561e+11,1.1317e+11,2.4639e+10,5.728e+09,8.02e+08,8.2001e+10,2.03117e+11,2.32616e+11,1.668e+10,2.735e+09,8.572e+09,8.572e+09,2.7987e+10,1.10536e+11,8.0417e+10,3.328e+10,4.1563e+10,5.574e+09,1.90953e+11,2.1894e+11,1.1579e+10,-3.263e+09,2.447e+09,1.535e+09,1.2298e+10,1.378e+09,1.3676e+10,2.32616e+11,-2.148e+09,4.068e+09,6.898e+09,-1.344e+09,7.474e+09,-4.578e+09,-2e+06,-8.46e+08,-5.426e+09,-2.15e+09,4.268e+09,-7.86e+08,1.332e+09,3.38e+09,3.38e+09,3.38e+09,1.932e+09,1.13271e+11,-5.728e+09,0.56607,-0.06435,-0.06721,-0.16313,-0.00959,2.56746,1.05403,16.00907,0.48694,-0.5363,-0.5354,7.97885,2.95625,-1.37692,0.51683,3,-0.000390000000000001,-0.02762,-0.96369,52.85611,-47.80805
"21","2015_Q2",35.221746031746,"Up",3.1984e+10,-1.2096e+10,1.9888e+10,-1.1928e+10,-7.939e+09,-3.989e+09,7.96e+09,-1.291e+09,-1.332e+09,-3.4e+07,7.5e+07,6.669e+09,6.669e+09,-2.331e+09,4.338e+09,4.338e+09,-1.19e+08,4.219e+09,4.219e+09,4.933e+09,4.386e+09,1.2698e+10,1.2698e+10,1.076e+09,4.129e+09,3.236e+09,2.2836e+10,8.1642e+10,2.10389e+11,-1.28747e+11,1.31312e+11,2.3303e+10,5.779e+09,7.62e+08,1.01468e+11,2.12954e+11,2.3579e+11,1.5189e+10,4.439e+09,9.085e+09,9.085e+09,2.8713e+10,1.08949e+11,8.7369e+10,3.301e+10,4.233e+10,1.2029e+10,1.96318e+11,2.25031e+11,1.0815e+10,-7.093e+09,4.422e+09,1.195e+09,9.339e+09,1.42e+09,1.0759e+10,2.3579e+11,4.338e+09,3.989e+09,2.73e+09,-8.88e+08,1.0169e+10,-1.322e+10,-2e+06,4.6e+07,-1.3176e+10,-2.153e+09,1.403e+09,2.545e+09,-3.205e+09,-6.212e+09,-6.212e+09,-6.212e+09,1.1949e+10,1.13388e+11,1.72e+08,0.62181,0.24887,0.13191,0.39214,0.01789,0.04077,0.79532,20.91561,0.48089,1.02502,1.02378,7.77065,2.26895,0.04179,0.52308,6,0.03013,0.00081,0.51031,9.07649,13.625
"22","2015_Q3",33.590625,"Down",3.2224e+10,-1.2449e+10,1.9775e+10,-1.1954e+10,-7.974e+09,-3.98e+09,7.821e+09,-1.194e+09,-1.208e+09,-1.8e+07,3.2e+07,6.627e+09,6.627e+09,-2.274e+09,4.353e+09,4.353e+09,-1.22e+08,4.231e+09,4.231e+09,3.317e+09,3.008e+09,1.3444e+10,1.3444e+10,1.149e+09,3.592e+09,2.818e+09,2.1502e+10,8.2532e+10,2.13661e+11,-1.31129e+11,1.36719e+11,2.5429e+10,7.983e+09,7.94e+08,1.02513e+11,2.19251e+11,2.40753e+11,1.6953e+10,4.206e+09,9.486e+09,9.486e+09,3.0645e+10,1.09465e+11,8.7769e+10,3.2711e+10,4.2945e+10,1.2113e+10,1.97234e+11,2.27879e+11,1.1591e+10,-7.741e+09,6.418e+09,1.147e+09,1.1415e+10,1.459e+09,1.2874e+10,2.40753e+11,4.353e+09,3.98e+09,-9e+08,1.304e+09,8.737e+09,-4.61e+09,-3.223e+09,8.38e+08,-6.995e+09,-2.113e+09,-8.09e+08,-1.24e+08,-3.12e+09,-1.378e+09,-1.378e+09,-1.378e+09,1.1801e+10,1.13671e+11,1.0769e+10,0.61367,0.24271,0.1313,0.32865,0.01757,2.54526,0.70165,17.70071,0.47215,1.03752,1.03574,7.90191,2.79917,2.64076,0.51815,5,0.0296,0.05025,0.49941,9.35124000000001,14.10996
"23","2015_Q4",33.479375,"Down",3.3158e+10,-1.3305e+10,1.9853e+10,-1.2318e+10,-8.309e+09,-4.009e+09,7.535e+09,-1.169e+09,-1.202e+09,-1.8e+07,5.1e+07,6.366e+09,6.366e+09,-2.195e+09,4.171e+09,4.171e+09,-1.33e+08,4.038e+09,4.038e+09,4.181e+09,3.875e+09,1.3105e+10,1.3105e+10,1.319e+09,3.163e+09,2.268e+09,2.1768e+10,8.2562e+10,2.16674e+11,-1.34112e+11,1.37743e+11,2.5124e+10,8.322e+09,7.79e+08,1.03518e+11,2.20305e+11,2.42073e+11,1.7721e+10,7.264e+09,9.507e+09,9.507e+09,3.4492e+10,1.0506e+11,8.7979e+10,3.2962e+10,4.2896e+10,1.2121e+10,1.93039e+11,2.27531e+11,1.1608e+10,-7.604e+09,8.156e+09,9.78e+08,1.3138e+10,1.404e+09,1.4542e+10,2.42073e+11,4.171e+09,4.009e+09,3.13e+08,1.027e+09,9.52e+09,-4.521e+09,2e+07,7.6e+07,-4.425e+09,-2.107e+09,-1.57e+09,-5.22e+08,-4.228e+09,8.67e+08,8.67e+08,8.67e+08,1.1544e+10,1.12324e+11,1.0245e+10,0.59874,0.22725,0.12178,0.27768,0.01668,2.53715,0.6311,15.64647,0.46401,0.99141,0.98995,8.14093,3.22563,2.51534,0.51731,7,0.0286,0.04769,0.52179,9.3679,14.35209
"24","2016_Q1",37.3508196721311,"Up",3.4254e+10,-1.4707e+10,1.9547e+10,-9.803e+09,-5.764e+09,-4.039e+09,9.744e+09,-1.166e+09,-1.178e+09,-1.6e+07,2.8e+07,8.578e+09,8.578e+09,-3.065e+09,5.513e+09,5.513e+09,-1.22e+08,5.391e+09,5.391e+09,4.82e+09,4.47e+09,1.3457e+10,1.3457e+10,1.252e+09,2.826e+09,2.034e+09,2.2355e+10,8.3541e+10,2.20163e+11,-1.36622e+11,1.38279e+11,2.5331e+10,7.592e+09,7.96e+08,1.0456e+11,2.2182e+11,2.44175e+11,1.9362e+10,6.489e+09,9.201e+09,9.201e+09,3.5052e+10,1.0324e+11,8.8041e+10,2.9957e+10,4.5484e+10,1.26e+10,1.91281e+11,2.26333e+11,1.162e+10,-7.416e+09,1.1246e+10,9.78e+08,1.6428e+10,1.414e+09,1.7842e+10,2.44175e+11,5.513e+09,4.039e+09,4.9e+07,1e+09,1.0601e+10,-5.366e+09,-2.92e+08,2.11e+08,-5.447e+09,-2.165e+09,-2.041e+09,-3.22e+08,-4.559e+09,5.95e+08,5.95e+08,5.95e+08,1.3783e+10,1.09729e+11,1.2482e+10,0.57065,0.28446,0.15738,0.30215,0.02208,2.31534,0.63777,12.68541,0.44939,1.32359,1.31906,8.41002,4.03339,3.06457,0.53155,8,0.03504,0.05789,0.4016,7.61148,10.76652
"25","2016_Q2",39.13890625,"Up",3.2171e+10,-1.2612e+10,1.9559e+10,-1.1617e+10,-7.6e+09,-4.017e+09,7.942e+09,-1.176e+09,-1.188e+09,-2e+07,3.2e+07,6.766e+09,6.766e+09,-2.336e+09,4.43e+09,4.43e+09,-1.2e+08,4.31e+09,4.31e+09,5.846e+09,5.846e+09,1.2485e+10,1.2485e+10,1.142e+09,4.142e+09,3.422e+09,2.3615e+10,8.3011e+10,2.22669e+11,-1.39658e+11,1.37961e+11,2.5364e+10,8.216e+09,8.21e+08,1.0356e+11,2.20972e+11,2.44587e+11,1.8118e+10,6.265e+09,8.929e+09,8.929e+09,3.3312e+10,1.03615e+11,8.7557e+10,2.9665e+10,4.5568e+10,1.2324e+10,1.91172e+11,2.24484e+11,1.1615e+10,-7.279e+09,1.3253e+10,1.052e+09,1.8641e+10,1.462e+09,2.0103e+10,2.44587e+11,4.43e+09,4.017e+09,2.12e+08,-1.162e+09,7.497e+09,-3.518e+09,-1.61e+08,2.43e+08,-3.436e+09,-2.302e+09,-4.16e+08,3.3e+07,-2.685e+09,1.376e+09,1.376e+09,1.376e+09,1.1959e+10,1.0988e+11,9.615e+09,0.60797,0.24687,0.13397,0.2144,0.01762,2.23086,0.7089,11.16669,0.44925,1.05637,1.05508,7.88505,4.56887,2.35662,0.56422,5,0.03039,0.0442,0.53411,8.69922,13.09922
"26","2016_Q3",40.91234375,"Up",3.0532e+10,-1.2221e+10,1.8311e+10,-1.3757e+10,-9.775e+09,-3.982e+09,4.554e+09,-2.859e+09,-1.013e+09,-2e+07,-1.826e+09,1.695e+09,1.695e+09,-8.64e+08,8.31e+08,8.31e+08,-1.29e+08,7.02e+08,7.02e+08,2.857e+09,2.857e+09,1.3294e+10,1.3294e+10,9.31e+08,3.762e+09,3.445e+09,2.0844e+10,8.3172e+10,2.25756e+11,-1.42584e+11,1.27854e+11,2.5417e+10,7.399e+09,8.22e+08,9.4216e+10,2.11026e+11,2.3187e+11,1.909e+10,6.803e+09,8.515e+09,8.515e+09,3.4408e+10,9.2922e+10,8.3796e+10,2.8059e+10,4.3825e+10,1.1912e+10,1.76718e+11,2.11126e+11,1.1616e+10,-7.279e+09,1.1652e+10,3.255e+09,1.9244e+10,1.5e+09,2.0744e+10,2.3187e+11,8.31e+08,3.982e+09,5.03e+08,94999999.9999998,5.411e+09,-4.037e+09,9.865e+09,2.61e+08,6.089e+09,-2.303e+09,-1.0274e+10,-1.912e+09,-1.4489e+10,-2.989e+09,-2.989e+09,-2.989e+09,8.536e+09,9.9725e+10,5.458e+09,0.59973,0.14915,0.02299,0.03384,0.00303,7.77493,0.60579,10.17769,0.43009,0.17206,0.17185,7.48333,4.71667,1.33775,0.56446,4,0.01471,0.02672,3.28063,11.34817,21.27097
"27","2016_Q4",38.5339682539683,"Down",3.0937e+10,-1.2229e+10,1.8708e+10,-1.2168e+10,-8.226e+09,-3.942e+09,6.54e+09,-9.64e+08,-1.038e+09,-2.3e+07,9.7e+07,5.576e+09,5.576e+09,-1.829e+09,3.747e+09,3.747e+09,-1.27e+08,3.62e+09,3.62e+09,6.441e+09,6.441e+09,1.4832e+10,1.4832e+10,1.318e+09,3.03e+09,3.03e+09,2.5621e+10,8.3414e+10,2.28909e+11,-1.45495e+11,1.30463e+11,2.597e+10,7.692e+09,1.119e+09,9.5682e+10,2.13877e+11,2.39498e+11,1.8002e+10,3.852e+09,8.444e+09,8.444e+09,3.0298e+10,1.02739e+11,8.4478e+10,2.8285e+10,4.4617e+10,1.1576e+10,1.87217e+11,2.17515e+11,1.1603e+10,-7.264e+09,1.2918e+10,3.203e+09,2.046e+10,1.523e+09,2.1983e+10,2.39498e+11,3.747e+09,3.942e+09,7e+07,-2.943e+09,4.816e+09,-4.253e+09,-7.85e+08,-1.54e+08,-5.192e+09,-2.303e+09,6.806e+09,-5.43e+08,3.96e+09,3.584e+09,3.584e+09,3.584e+09,1.0482e+10,1.06591e+11,5.115e+09,0.60471,0.2114,0.11701,0.16467,0.01511,1.41298,0.84563,9.89469,0.44506,0.88725,0.88552,7.5826,5.01471,1.25368,0.56446,6,0.0278,0.02401,0.63619,9.55447,15.31346
"28","2017_Q1",39.0941935483871,"Up",3.234e+10,-1.4362e+10,1.7978e+10,-9.955e+09,-5.968e+09,-3.987e+09,8.023e+09,-1.074e+09,-1.137e+09,-3.5e+07,97999999.9999998,6.949e+09,6.949e+09,-2.349e+09,4.6e+09,4.6e+09,-1.05e+08,4.495e+09,4.495e+09,2.88e+09,2.88e+09,1.7513e+10,1.7513e+10,1.202e+09,4.8e+09,3.918e+09,2.6395e+10,8.4751e+10,2.32215e+11,-1.47464e+11,1.33034e+11,2.7205e+10,8.897e+09,1.11e+09,9.5822e+10,2.17785e+11,2.4418e+11,1.9593e+10,2.645e+09,8.102e+09,8.102e+09,3.034e+10,1.05433e+11,8.4375e+10,2.6166e+10,4.5964e+10,1.2245e+10,1.89808e+11,2.20148e+11,1.1606e+10,-7.263e+09,1.5059e+10,3.122e+09,2.2524e+10,1.508e+09,2.4032e+10,2.4418e+11,4.6e+09,3.987e+09,-1.875e+09,-1.626e+09,5.086e+09,-5.785e+09,-2.802e+09,1.43e+08,-8.444e+09,-2.354e+09,2.526e+09,-3.75e+08,-2.03e+08,-3.561e+09,-3.561e+09,-3.561e+09,1.201e+10,1.08078e+11,6.948e+09,0.55591,0.24808,0.13899,0.18704,0.01841,1.54572,0.86997,9.16062,0.44262,1.10172,1.1001,7.92647,5.52059,1.70294,0.57696,5,0.03164,0.03209,0.52369,8.7592,13.11205
