"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2016_Q3",72.9453125,"Down",22985000,-14809000,8176000,-25228000,-21087000,-4141000,-17052000,-1273000,-1380000,107000,-18325000,-18325000,-18325000,-18325000,-18325000,-18325000,54318000,30250000,24068000,9426000,9426000,21692000,3445000,3445000,88881000,16242000,4067000,4067000,20309000,109190000,19970000,6841000,13129000,7095000,1763000,5332000,27065000,5654000,5654000,50052000,77117000,392012000,-359942000,32073000,32073000,109190000,-18325000,1384000,3443000,6000,-13492000,-2103000,3784000,1681000,1451000,1451000,1451000,-10360000,-10360000,-10360000,-15668000,44398000,0.35571,-0.74188,-0.79726,-0.57135,-0.16783,3.28398,2.40442,0.40661,-6.01036,-6.01036,7.53878,10.51953,-0.22314,0.63314,0.58175
"12","2016_Q4",38.4706349206349,"Down",12293000,-13870000,-1577000,-26838000,-20684000,-6154000,-28415000,-1400000,-1433000,33000,-29815000,-29815000,-29815000,-29815000,-29815000,-29815000,34078000,17956000,16122000,8198000,8198000,22896000,3814000,3814000,68986000,17370000,3978000,3978000,21348000,90334000,18165000,5607000,12558000,16655000,9436000,7219000,34820000,5636000,5636000,50317000,85137000,394957000,-389757000,5197000,5197000,90334000,-29815000,1299000,5090000,5272000,-18154000,-2139000,7967000,5828000,32000,32000,32000,-12294000,-12294000,-12294000,-27116000,44681000,-0.12828,-2.31148,-2.42536,-5.73696,-0.33005,1.98122,16.38195,0.49462,-9.73392,-9.73392,4.01339,1.6967,-0.53707,-0.39102,-0.37315
"13","2017_Q1",21.8588709677419,"Down",28912000,-18847000,10065000,-23411000,-19066000,-4345000,-13346000,-1492000,-1530000,38000,-14838000,-14838000,-14823000,-14823000,-14823000,-14823000,53538000,44678000,8860000,11172000,11172000,21195000,4187000,4187000,90092000,18409000,3891000,3891000,22300000,112392000,19325000,7513000,11812000,12151000,5208000,6943000,31476000,7883000,7883000,86843000,118319000,398654000,-404580000,-5927000,-5927000,112392000,-14823000,1472000,4696000,-4927000,-13582000,-2743000,7318000,4575000,729000,729000,35729000,26722000,26722000,26722000,-11874000,78960000,0.34813,-0.46161,-0.51269,2.50093,-0.13189,2.86224,-19.96271,0.70254,-4.80222,-4.80222,9.36664,-1.92017,-0.18319,-2.14098,-1.90484
"14","2017_Q2",9.24253968253968,"Down",18977000,-12224000,6753000,-27979000,-22849000,-5130000,-21226000,-2566000,-2625000,59000,-23792000,-23792000,-23792000,-23792000,-23792000,-23792000,44010000,40334000,3676000,7687000,7687000,23748000,4489000,4489000,79934000,20927000,11853000,11853000,32780000,112714000,19004000,4890000,14114000,10211000,3746000,6465000,29215000,11604000,11604000,85367000,114582000,426504000,-428372000,-1868000,-1868000,112714000,-23792000,1428000,4152000,-2600000,-20812000,-2643000,5250000,2607000,266000,266000,21861000,3655999.99999999,3655999.99999999,3656000,-19798000,73763000,0.35585,-1.11851,-1.25373,12.73662,-0.21108,2.73606,-61.3394,0.65443,-7.46065,-7.46065,5.95077,-0.58576,-0.28494,-1.50283,-1.40172
"15","2017_Q3",6.32984126984127,"Down",21326000,-13325000,8001000,-26969000,-22103000,-4866000,-18968000,-2833000,-2893000,60000,-21801000,-21801000,-21801000,-21801000,-21801000,-21801000,27794000,27351000,443000,9029000,9029000,25823000,2487000,2487000,65133000,21664000,11746000,11746000,33410000,98543000,20501000,6624000,13877000,10338000,3821000,6517000,30839000,11306000,11306000,85983000,116822000,431894000,-450173000,-18279000,-18279000,98543000,-21801000,1588000,6324000,-776000,-14665000,-1412000,3250000,1838000,304000,304000,-156000,-12983000,-12983000,-12983000,-17380000,74677000,0.37518,-0.88943,-1.02227,1.19268,-0.22123,2.11203,-6.39105,0.75781,-4.35706,-4.35706,4.26213,-3.65317,-0.322,-2.69753,-2.47169
"16","2017_Q4",3.14031746031746,"Down",27003000,-15131000,11872000,-25039000,-20125000,-4914000,-13167000,-2867000,-2927000,60000,-16034000,-16034000,-16034000,-16034000,-16034000,-16034000,12538000,12079000,459000,10582000,10582000,29985000,2887000,2887000,55992000,20286000,11699000,11699000,31985000,87977000,21554000,7605000,13949000,7857000,2295000,5562000,29411000,10928000,10928000,86524000,115935000,438249000,-466207000,-27958000,-27958000,87977000,-16034000,1721000,3633000,-8338000,-19018000,-244000,0,-244000,0,0,3990000,-15272000,-15272000,-15272000,-11446000,75596000,0.43965,-0.48761,-0.59379,0.5735,-0.18225,1.90378,-4.14676000000001,0.85927,-3.0894,-3.0894,5.20289,-5.3869,-0.27378,-5.50917,-4.78909
"17","2018_Q1",3.22426229508197,"Up",40295000,-22827000,17468000,-27051000,-21300000,-5751000,-9583000,-2836000,-2896000,60000,-12419000,-11398000,-11406000,-11406000,-11406000,-11406000,14179000,13700000,479000,20793000,20793000,26993000,2191000,2191000,64156000,19631000,11559000,11559000,31190000,95346000,22470000,5150000,17320000,13615000,2526000,11089000,36085000,11868000,11868000,88409000,124494000,448465000,-477613000,-29148000,-29148000,95346000,-11406000,2129000,2031000,-4395000,-11641000,-1419000,0,-1419000,0,0,14681000,1621000,1621000,1621000,-7454000,76541000,0.4335,-0.23782,-0.28306,0.39131,-0.11963,1.77791,-4.2711,0.80277,-1.22311,-1.22311,4.32099,-3.12566,-0.19247,-8.36625,-6.50757
"18","2018_Q2",12.296875,"Up",27277000,-15873000,11404000,-26889000,-20914000,-5975000,-15485000,-2980000,-3071000,91000,-18465000,-32693000,-32693000,-32693000,-32693000,-32693000,71878000,62583000,9295000,13043000,13043000,26486000,2936000,2936000,114343000,18860000,11496000,11496000,30356000,144699000,17460000,3751000,13709000,26251000,2875000,23376000,43711000,12735000,12735000,89140000,132851000,522005000,-510157000,11848000,11848000,144699000,-32693000,1493000,16785000,2143000,-12272000,-514000,-9e+06,-9514000,2516571.06090479,2516571.06090479,70669000,48883000,48883000,48883000,-13992000,76405000,0.41808,-0.56769,-1.19856,-2.75937,-0.22594,2.61589,11.21295,0.52803,-1.81698,-1.81698,1.51598,0.65848,-0.32373,-0.323539999999998,-0.29235
"19","2018_Q3",34.9226984126984,"Up",34125000,-19039000,15086000,-29083000,-22627000,-6456000,-13997000,-2814000,-3113000,299000,-16811000,-59360000,-59360000,-59360000,-59360000,-59360000,86505000,50548000,35957000,13914000,13914000,24912000,3012000,3012000,128343000,18212000,11439000,11439000,29651000,157994000,21565000,3646000,17919000,20942000,2964000,17978000,42507000,12382000,12382000,89482000,131989000,595516000,-569517000,26005000,26005000,157994000,-59360000,1405000,46647000,4585000,-6723000,-573000,-27250000,-27823000,8000,8000,22511000,-12035000,-12035000,-12035000,-12592000,77100000,0.44208,-0.41017,-1.73949,-2.28264,-0.37571,3.01934,5.07552,0.48799,-1.16511,-1.16511,0.6698,0.51042,-0.514,0.7469,0.67193
"20","2018_Q4",35.3125396825397,"Up",46265000,-24469000,21796000,-37506000,-29507000,-7999000,-15710000,-958000,-1401000,443000,-16668000,-34246000,-34246000,-34246000,-34246000,-34246000,113581000,32327000,81254000,21689000,21689000,24366000,3035000,3035000,162671000,17582000,1353000,1353000,18935000,181606000,27358000,6198000,21160000,31192000,3703000,27489000,58550000,7627000,7627000,7627000,66177000,719205000,-603763000,115429000,115429000,181606000,-34246000,1455000,28423000,911000,-3457000,-1011000,-45800000,-46811000,465000,465000,22047000,-28221000,-28221000,-28221000,-14255000,0,0.47111,-0.33957,-0.74021,-0.29668,-0.18857,2.77833,0.57331,5.55111512312578e-17,-0.61577,-0.61577,0.83188,2.0755,-0.2783,7.9678,7.22985
"21","2019_Q1",52.5286885245902,"Up",76199000,-34663000,41536000,-40975000,-32178000,-8797000,561000,630000,24000,606000,1191000,3739000,3688000,3688000,3688000,3688000,129027000,41826000,87201000,35193000,35193000,19896000,3769000,3769000,187885000,17151000,1258000,1258000,18409000,206294000,34784000,6824000,27960000,31504000,4600000,26904000,66288000,8731000,8731000,8731000,75019000,731363000,-600075000,131275000,131275000,206294000,3688000,1468000,8155000,822000,14133000,-888000,-5703000,-6591000,31493000,31493000,1957000,9499000,9499000,9499000,2029000,0,0.5451,0.00736,0.0484,0.02809,0.01788,2.83437,0.57146,0,0.05427,0.05427,1.12123,1.93165,0.02634,-63.59142,-229.99465
"22","2019_Q2",64.5401587301587,"Up",65995000,-32642000,33353000,-44350000,-34961000,-9389000,-10997000,751000,-6000.00000000012,757000,-10246000,-22992000,-22992000,-22992000,-22992000,-22992000,125604000,40445000,85159000,33027000,33027000,22826000,4571000,4571000,186028000,27269000,1401000,1401000,28670000,214698000,31629000,11206000,20423000,45051000,5460000,39591000,76680000,17056000,17056000,17056000,93736000,743988000,-623067000,120962000,120962000,214698000,-22992000,1438000,23534000,-6104000,-4124000,-1408000,2186000,778000.000000007,1962000,1962000,1962000,-1384000,-1384000,-1381000,-9559000,0,0.50539,-0.16663,-0.34839,-0.19008,-0.10709,2.42603,0.77492,1.38777878078145e-17,-0.39799,-0.39799,1.14236,2.09382,-0.16659,13.13987,11.42166
"23","2019_Q3",63.83,"Down",93255000,-43351000,49904000,-51768000,-40563000,-11205000,-1864000,776000,-10000,786000,-1088000,-1512000,-1512000,-1512000,-1512000,-1512000,131388000,38157000,93231000,48438000,48438000,27341000,5989000,5989000,213156000,40415000,1510000,1510000,41925000,255081000,38950000,9268000,29682000,45264000,7139000,38125000,84214000,25522000,25522000,25522000,109736000,769762000,-624579000,145345000,145345000,255081000,-1512000,1508000,13467000,-9895000,3568000,-6761000,-7900000,-14661000,8792999.99999999,8792999.99999999,8793000,-2300000,-2300000,-2288000,-356000,0,0.53513,-0.01999,-0.01621,-0.0104,-0.00593,2.53112,0.755,0,-0.02597,-0.02597,1.60174,2.49644,-0.00885,369.06742,70.48712
"24","2019_Q4",61.66828125,"Down",94657000,-43974000,50683000,-56687000,-44649000,-12038000,-6004000,854000,16000,838000,-5150000,-2829000,-2901000,-2901000,-2901000,-2901000,156947000,46060000,110887000,45325000,45325000,40732000,3594000,3594000,246598000,44649000,1400000,1400000,46049000,292647000,52499000,16314000,36185000,47767000,8187000,39580000,100266000,25387000,25387000,25387000,125653000,794383000,-627480000,166994000,166994000,292647000,-2901000,1484000,15950000,8486000,23019000,-4623000,-17548000,-22171000,7034000,7034000,7034000,7882000,7882000,7903000,-4520000,-4.65661287307739e-10,0.53544,-0.06343,-0.03065,-0.01737,-0.00990999999999998,2.45944,0.75244,0,-0.04933,-0.04933,1.60948,2.83945,-0.01508,34.7227899999999,26.14041
"25","2020_Q1",70.0667741935484,"Up",108398000,-48126000,60272000,-58129000,-45562000,-12567000,2143000,812000,-507048.953542608,812000,2955000,2729000,2652000,2652000,2652000,2652000,176458000,51175000,125283000,46585000,46585000,49073000,4025000,4025000,276141000,32923000,17046000,17046000,49969000,326110000,25759000,17745000,8014000,73637000,3869000,69768000,99396000,31735000,31735000,31735000,131131000,819685000,-624828000,194979000,194979000,326110000,2652000,1642000,19985000,-4836000,19443000,-6749000,-14152000,-20901000,6418000,6418000,6418000,4960000,4960000,5115000,3785000,0,0.55603,0.01977,0.02447,0.0136,0.00813,2.77819,0.67254,0,0.04478,0.04478,1.83031,3.29223,0.0117,-46.62034,-82.34158
"26","2020_Q2",79.7949206349206,"Up",97926000,-47665000,50261000,-63834000,-49717000,-14117000,-13573000,726000,-1610384.92544687,726000,-12847000,-14769000,-14867000,-14867000,-14867000,-14867000,160208000,74485000,85723000,53962000,53962000,60469000,6234000,6234000,280873000,60640000,1814000,1814000,62454000,343327000,49738000,21783000,27955000,49909000,4377000,45532000,99647000,36504000,36504000,36504000,136151000,847116000,-639695000,207176000,207176000,343327000,-14867000,1830000,18239000,-25833000,-20631000,-6766000,39682000,32916000,11481000,11481000,11481000,23766000,23766000,23310000,-11743000,7.45058059692383e-09,0.51325,-0.1386,-0.15182,-0.07176,-0.0433,2.81868,0.65718,0,-0.24886,-0.24886,1.6392,3.46796,-0.06101,13.64285,11.80343
"27","2020_Q3",105.0659375,"Up",109236000,-54846000,54390000,-66427000,-50440000,-15987000,-12037000,-2809000,-3176000,367000,-14846000,-29182000,-27107000,-27107000,-27107000,-27107000,426285000,222479000,203806000,45031000,45031000,62263000,6100000,6100000,539679000,65938000,10622000,10622000,76560000,616239000,46665000,16371000,30294000,67642000,4642000,6.3e+07,114307000,38884000,38884000,234228000,348535000,934463000,-666802000,267704000,267704000,616239000,-27107000,2205000,30993000,9408000,15499000,-14591000,-116930000,-131521000,19200000,19200000,263822000,147800000,147800000,147994000,-9832000,195344000,0.49791,-0.11019,-0.24815,-0.10126,-0.04399,4.72131,1.30194,0.31699,-0.44861,-0.44861,1.80782,4.43042,-0.05401,23.48871,19.18593
"28","2020_Q4",103.05953125,"Down",123603000,-58290000,65313000,-66322000,-50228000,-16094000,-1009000,-4712000,-4854000,142000,-5721000,-9369000,-9408000,-9408000,-9408000,-9408000,464522000,129481000,335041000,52104000,52104000,70644000,5023000,5023000,592293000,70645000,10050000,10050000,80695000,672988000,57374000,20499000,36875000,48132000,5210000,42922000,105506000,41818000,41818000,240938000,346444000,1002564000,-676210000,326544000,326544000,672988000,-9408000,2989000,20567000,416000,14564000,-6841000,-130984000,-137825000,29931000,29931000,29931000,-93330000.0000001,-93330000.0000001,-92998000,1980000,199120000,0.52841,-0.00816,-0.07611,-0.02881,-0.01398,5.61383,1.06094,0.29587,-0.15288,-0.15288,2.0085,5.30621,-0.01658,-134.04141,263.03469
"29","2021_Q1",92.9373770491803,"Down",168065000,-77509000,90556000,-71894000,-54518000,-17376000,18662000,-4443000,-4775000,332000,14219000,17038000,1.7e+07,1.7e+07,1.7e+07,1.7e+07,484936000,94613000,390323000,82195000,82195000,63721000,6383000,6383000,637235000,50022000,29158000,29158000,79180000,716415000,22588000,17805000,4783000,81264000,6082000,75182000,103852000,43274000,43274000,246258000,350110000,1025295000,-659210000,366305000,366305000,716415000,1.7e+07,3427000,15390000,-20580000,15237000,-4096000,-55530000,-59626000,9204000,9204000,9204000,-35185000,-35185000,-34868000,22089000,202984000,0.53882,0.11104,0.10115,0.04641,0.02373,6.13599,0.95579,0.28333,0.27307,0.27307,2.69958,5.88385,0.02775,-12.76436,-15.10835
"30","2021_Q2",89.1704761904762,"Down",141037000,-67750000,73287000,-76524000,-58563000,-17961000,-3237000.00000001,-1234000,-1506000,272000,-4471000,-5161000,-5044000,-5044000,-5044000,-5044000,513437000,120791000,392646000,73673000,73673000,66816000,7770000,7770000,661696000,50445000,42132000,42132000,92577000,754273000,33242000,28184000,5058000,70168000,6670000,63498000,103410000,57281000,57281000,337449000,440859000,968513000,-655205000,313414000,313414000,754273000,-5044000,3485000,14408000,15836000,28685000,-3524000,-2570000,-6093999.99999999,3573000,3573000,3572999.99999999,26164000,26164000,26178000,248000,280168000,0.51963,-0.02295,-0.03576,-0.01609,-0.00669,6.39876,1.40663,0.37144,-0.08077,-0.08077,2.25847,5.0188,-0.00775,-940.60081,72.0633299999999
"31","2021_Q3",110.180625,"Up",172139000,-79685000,92454000,-87022000,-66523000,-20499000,5432000,-1091000,-1509000,418000,4341000,4069000,4008000,4008000,4008000,4008000,545302000,98578000,446724000,80212000,80212000,66705000,6066000,6066000,698285000,48890000,48075000,48075000,96965000,795250000,33909000,27504000,6405000,74814000,7953000,66861000,108723000,59843000,59843000,340442000,449165000,997253000,-651197000,346085000,346085000,795250000,4008000,3440000,16010000,5437000,28895000,-11146000,-53615000,-64761000,13623000,13623000,13623000,-22243000,-22243000,-22213000,8872000,280599000,0.53709,0.03156,0.02328,0.01158,0.00504,6.42261,1.29785,0.35284,0.06418,0.06418,2.75652,5.54197,0.00584,-29.83578,-48.7303
"32","2021_Q4",134.97734375,"Up",179627000,-82882000,96745000,-89025000,-64923000,-24102000,7720000,-1480000,-1511000,31000.0000000001,6240000,5848000,5794000,5794000,5794000,5794000,594993000,112375000,482618000,87462000,87462000,65734000,6758000,6758000,754947000,49621000,45711000,45711000,95332000,850279000,33303000,26973000,6330000,86347000,9022000,77325000,119650000,59943000,59943000,340975000,460625000,1035043000,-645403000,389654000,389654000,850279000,5794000,3400000,17407000,7543000,34144000,6236000,-36108000,-39203000,18850000,18850000,18850000,13791000,13791000,13797000,11120000,281032000,0.53859,0.04298,0.03226,0.01487,0.00681,6.30963,1.18214,0.33052,0.09173,0.08944,2.84368,6.16863,0.00793,-28.2339,-40.66852
"33","2022_Q1",116.745967741935,"Down",209996000,-96267000,113729000,-100991000,-71499000,-29492000,12738000,-1561000,-1514000,-47000,11177000,11145000,10808000,10808000,10808000,10808000,623811000,71181000,552630000,110725000,110725000,68551000,8433000,8433000,811520000,50386000,43231000,43231000,93617000,905137000,37451000,28032000,9419000,94405000,10182000,84223000,131856000,58702000,41762000,340169000,472025000,1068323000,-634595000,433112000,433112000,905137000,10808000,3520000,19751000,-14444000,19635000,-15077000,-71072000,-76818000,15886000,15886000,15886000,-41297000,-41297000,-41194000,16258000,281467000,0.54158,0.06066,0.05147,0.02495,0.01194,6.15459,1.08985,0.31097,0.1711,0.16683,3.32446,6.85662,0.01398,-21.05696,-26.8758
