"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","non_cash_items","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"16","2014_Q1",57.6554098360656,"Up",3.283e+10,-2.6491e+10,6.339e+09,-4.122e+09,-4.122e+09,2.217e+09,-1.35e+08,-1.35e+08,2.082e+09,2.082e+09,-8.16e+08,1.266e+09,1.265e+09,1.265e+09,1.265e+09,4.177e+09,4.089e+09,8.8e+07,8.729e+09,8.729e+09,1.1045e+10,1.374e+09,4.72e+08,2.5325e+10,8.615e+09,3.7586e+10,9.529e+09,2.6542e+10,1.515e+09,4.6201e+10,7.1526e+10,1.4864e+10,5.548e+09,9.316e+09,5.61e+08,1.5425e+10,1.2841e+10,5.322e+09,3.901e+09,1.421e+09,1.8163e+10,3.3588e+10,2.9763e+10,-2.0169e+10,2.8493e+10,-1.49e+08,3.7938e+10,3.7938e+10,7.1526e+10,1.538e+09,1.538e+09,-6.13e+08,-6.54e+08,-6.54e+08,1.7e+07,-60999999.9999999,-2.13e+08,-2.68e+08,3.15e+09,-1.635e+09,6.9e+07,1.4e+07,1.261e+09,2.586e+09,2.586e+09,2.584e+09,1.3402e+10,0.19309,0.06753,0.03853,0.03334,0.01769,1.64182,0.88534,0.18737,1.06303,1.05329,27.58824,31.88067,0.22521,6,0.02706,0.21186,4.16103
"17","2014_Q2",61.9250793650794,"Up",3.2689e+10,-2.6747e+10,5.942e+09,-3.918e+09,-3.918e+09,2.024e+09,-1.58e+08,-1.58e+08,1.866e+09,1.866e+09,-7.37e+08,1.129e+09,1.129e+09,1.129e+09,1.129e+09,2.848e+09,2.766e+09,8.2e+07,9.086e+09,9.086e+09,1.1188e+10,1.338e+09,4.09e+08,2.446e+10,8.676e+09,3.9686e+10,9.986e+09,2.8139e+10,1.561e+09,4.8362e+10,7.2822e+10,1.5648e+10,5.638e+09,1.001e+10,5.65e+08,1.6213e+10,1.2845e+10,5.552e+09,4.053e+09,1.499e+09,1.8397e+10,3.461e+10,2.9971e+10,-2.0919e+10,2.9297e+10,-1.39e+08,3.821e+10,3.8212e+10,7.2822e+10,2.172e+09,2.172e+09,-3.83e+08,-3.88e+08,-3.88e+08,1.2e+07,-2.194e+09,-2.56e+09,-3.25e+08,0,-6.47e+08,1.54e+08,3.7e+07,-9.35e+08,-1.323e+09,-1.323e+09,-1.323e+09,1.341e+10,0.18177,0.06192,0.03454,0.02955,0.0155,1.50867,0.90574,0.18415,0.95678,0.94874,27.70254,32.38136,0.27542,8,0.02543,0.28787,5.21838
"18","2014_Q3",64.8303125,"Up",3.4602e+10,-2.8278e+10,6.324e+09,-4.116e+09,-4.116e+09,2.208e+09,-1.58e+08,-1.58e+08,2.05e+09,2.05e+09,-8.04e+08,1.246e+09,1.246e+09,1.246e+09,1.246e+09,1.712e+09,1.612e+09,1e+08,9.533e+09,9.533e+09,1.136e+10,1.533e+09,5.54e+08,2.4138e+10,8.82e+09,3.9635e+10,9.906e+09,2.8126e+10,1.603e+09,4.8455e+10,7.2593e+10,1.551e+10,5.78e+09,9.73e+09,1.119e+09,1.6629e+10,1.2252e+10,5.58e+09,4.091e+09,1.489e+09,1.7832e+10,3.4461e+10,3.0172e+10,-2.2131e+10,3.0221e+10,-1.32e+08,3.813e+10,3.8132e+10,7.2593e+10,8.97e+08,8.97e+08,-5.01e+08,-5.03e+08,-5.03e+08,-7e+07,-53999999.9999993,-6.25e+08,-3.22e+08,-4.1e+07,-1.088e+09,1.12e+08,2.8e+07,-1.423e+09,-1.151e+09,-1.151e+09,-1.154e+09,1.3371e+10,0.18276,0.06381,0.03601,0.03268,0.01716,1.45156,0.90373,0.18419,1.06953,1.06133,29.70129,32.72961,0.27639,5,0.02747,0.25843,5.28034
"19","2014_Q4",72.69703125,"Up",3.5021e+10,-2.8553e+10,6.468e+09,-4.222e+09,-4.222e+09,2.246e+09,-1.53e+08,-1.53e+08,2.093e+09,1.572e+09,-6.24e+08,9.48e+08,9.48e+08,9.48e+08,9.48e+08,1.21e+09,1.132e+09,7.8e+07,1.0828e+10,1.0828e+10,1.1613e+10,1.686e+09,6.44e+08,2.5337e+10,8.694e+09,3.9545e+10,9.854e+09,2.8151e+10,1.54e+09,4.8239e+10,7.3576e+10,1.6866e+10,6.033e+09,1.0833e+10,1.347e+09,1.8213e+10,1.1709e+10,5.545e+09,4.051e+09,1.494e+09,1.7254e+10,3.5467e+10,3.0296e+10,-2.2877e+10,3.0845e+10,-1.6e+08,3.8104e+10,3.8109e+10,7.3576e+10,1.645e+09,1.645e+09,-5.44e+08,-5.45e+08,-5.45e+08,1.6e+07,-1.44e+08,-3.49e+08,-3.24e+08,-7.87e+08,-6.88e+08,1.12e+08,2.4e+07,-1.775e+09,-4.79e+08,-4.79e+08,-4.8e+08,1.3056e+10,0.18469,0.06413,0.02707,0.02488,0.01288,1.39115,0.93067,0.17745,0.81936,0.81443,30.2688,32.93345,0.28003,5,0.02243,0.34177,5.27427
"20","2015_Q1",83.786393442623,"Up",3.7055e+10,-3.0422e+10,6.633e+09,-4.312e+09,-4.312e+09,2.321e+09,-1.31e+08,-1.31e+08,2.19e+09,2.19e+09,-8.68e+08,1.322e+09,1.321e+09,1.321e+09,1.321e+09,2.515e+09,2.481e+09,3.4e+07,9.687e+09,9.687e+09,1.193e+10,1.851e+09,8.66e+08,2.5983e+10,8.843e+09,3.9361e+10,9.774e+09,2.8142e+10,1.445e+09,4.8204e+10,7.4187e+10,1.7767e+10,6.547e+09,1.122e+10,1.26e+09,1.9027e+10,1.163e+10,5.567e+09,4.036e+09,1.531e+09,1.7197e+10,3.6224e+10,3.0404e+10,-2.4078e+10,3.1849e+10,-2.17e+08,3.7958e+10,3.7963e+10,7.4187e+10,3.423e+09,3.423e+09,-6.97e+08,-7e+08,-7e+08,4.6e+07,-47000000.0000001,-5.11e+08,-3.17e+08,-1.04e+08,-1.157e+09,4.3e+07,1.7e+07,-1.561e+09,1.351e+09,1.351e+09,1.349e+09,1.289e+10,0.179,0.06264,0.03565,0.0348,0.01781,1.36559,0.95419,0.17375,1.15674,1.1507,32.44746,33.23818,0.27758,7,0.02903,0.23997,4.47006
"21","2015_Q2",84.8831746031746,"Up",3.6332e+10,-3.0168e+10,6.164e+09,-4.032e+09,-4.032e+09,2.132e+09,-1.34e+08,-1.34e+08,1.998e+09,1.998e+09,-7.77e+08,1.221e+09,1.221e+09,1.221e+09,1.221e+09,1.634e+09,1.518e+09,1.16e+08,1.0162e+10,1.0162e+10,1.2231e+10,1.595e+09,5.94e+08,2.5622e+10,8.871e+09,3.9437e+10,9.759e+09,2.8123e+10,1.555e+09,4.8308e+10,7.393e+10,1.864e+10,6.431e+09,1.2209e+10,1.073e+09,1.9713e+10,1.1689e+10,5.533e+09,4.02e+09,1.513e+09,1.7222e+10,3.6935e+10,3.0221e+10,-2.5634e+10,3.2667e+10,-2.64e+08,3.699e+10,3.6995e+10,7.393e+10,1.984e+09,1.984e+09,-4.11e+08,-4.19e+08,-4.19e+08,-9.7e+07,-6.1e+07,-5.44e+08,-3.99e+08,-1.85e+08,-1.881e+09,1.26e+08,5.9e+07,-2.406e+09,-9.66e+08,-9.66e+08,-9.63e+08,1.2762e+10,0.16966,0.05868,0.03361,0.033,0.01652,1.29975,0.99838,0.17262,1.08245,1.07482,32.20922,32.79255,0.35372,7,0.0293,0.32678,5.21951
"22","2015_Q3",87.75765625,"Up",3.7169e+10,-3.0767e+10,6.402e+09,-4.14e+09,-4.14e+09,2.262e+09,-1.66e+08,-1.66e+08,2.096e+09,2.096e+09,-8.24e+08,1.272e+09,1.272e+09,1.272e+09,1.272e+09,1.404e+09,1.244e+09,1.6e+08,1.0892e+10,1.0892e+10,1.2384e+10,1.721e+09,7.32e+08,2.6401e+10,9.019e+09,3.9248e+10,9.683e+09,2.8122e+10,1.443e+09,4.8267e+10,7.4668e+10,1.8874e+10,6.37e+09,1.2504e+10,1.512e+09,2.0386e+10,1.1633e+10,5.516e+09,4.026e+09,1.49e+09,1.7149e+10,3.7535e+10,3.0826e+10,-2.6988e+10,3.3544e+10,-2.55e+08,3.7127e+10,3.7133e+10,7.4668e+10,1.037e+09,1.037e+09,-5.17e+08,-5.23e+08,-5.23e+08,1.3e+07,-51000000.0000005,-5.46e+08,-3.95e+08,4.38e+08,-8.42e+08,8.5e+07,3.8e+07,-7.61e+08,-2.7e+08,-2.7e+08,-2.74e+08,1.3145e+10,0.17224,0.06086,0.03422,0.03426,0.01704,1.29506,1.01083,0.17605,1.13167,1.12367,33.06851,33.03114,0.35142,5,0.02988,0.31053,5.19054
"23","2015_Q4",81.90515625,"Down",3.8643e+10,-3.1982e+10,6.661e+09,-4.33e+09,-4.33e+09,2.331e+09,-2.62e+08,-2.62e+08,2.069e+09,2.069e+09,-8.32e+08,1.237e+09,1.247e+09,1.246e+09,1.246e+09,3.011e+09,2.89e+09,1.21e+08,1.2804e+10,1.2804e+10,1.3282e+10,1.656e+09,5.79e+08,3.0753e+10,9.494e+09,5.2115e+10,1.3504e+10,3.7135e+10,1.476e+09,6.1609e+10,9.2362e+10,2.0983e+10,7.064e+09,1.3919e+10,4.51e+08,2.1434e+10,2.6771e+10,6.977e+09,5.449e+09,1.528e+09,3.3748e+10,5.5182e+10,3.0991e+10,-2.7899e+10,3.4398e+10,-3.16e+08,3.7174e+10,3.718e+10,9.2362e+10,1.82e+09,1.82e+09,-5.34e+08,-5.48e+08,-5.48e+08,1.5e+07,-9.391e+09,-9.91e+09,-3.91e+08,1.0972e+10,-8.71e+08,6.6e+07,3.3e+07,9.743e+09,1.653e+09,1.653e+09,1.646e+09,2.7222e+10,0.17237,0.06032,0.03224,0.03351,0.01349,1.43478,1.48419,0.29473,1.11849,1.11151,34.68851,33.36984,0.35099,6,0.02293,0.3138,10.38653
"24","2016_Q1",81.676393442623,"Down",4.1146e+10,-3.3845e+10,7.301e+09,-4.551e+09,-4.551e+09,2.75e+09,-2.97e+08,-2.76e+08,2.453e+09,2.453e+09,-9.53e+08,1.5e+09,1.499e+09,1.498e+09,1.498e+09,2.547e+09,2.459e+09,8.8e+07,1.1888e+10,1.1888e+10,1.4001e+10,7.22e+08,7.22e+08,2.9158e+10,9.855e+09,5.3424e+10,1.3878e+10,3.8106e+10,1.44e+09,6.3279e+10,9.2437e+10,2.1972e+10,7.49e+09,1.4482e+10,1.197e+09,2.3169e+10,2.6267e+10,5.759e+09,4.217e+09,1.542e+09,3.2026e+10,5.5195e+10,3.0934e+10,-2.8886e+10,3.5506e+10,-3.58e+08,3.7196e+10,3.7242e+10,9.2437e+10,3.698e+09,3.698e+09,-8.7e+08,-8.77e+08,-8.77e+08,4.5e+07,-1.972e+09,-2.42e+09,-3.91e+08,-7e+06,-1.045e+09,8.5e+07,-2.54e+08,-1.697e+09,-4.19e+08,-4.19e+08,-4.31e+08,2.7464e+10,0.17744,0.06684,0.03641,0.04022,0.01621,1.25849,1.48206,0.29711,1.35443,1.3435,37.20253,33.6311,0.35353,4,0.02681,0.26101,9.06073
"25","2016_Q2",84.0565625,"Up",4.3215e+10,-3.6471e+10,6.744e+09,-4.559e+09,-4.559e+09,2.185e+09,-2.92e+08,-2.83e+08,1.893e+09,1.893e+09,-7.46e+08,1.147e+09,1.147e+09,1.146e+09,1.146e+09,1.864e+09,1.779e+09,8.5e+07,1.3025e+10,1.3025e+10,1.3912e+10,6.12e+08,6.12e+08,2.9413e+10,9.862e+09,5.3359e+10,1.375e+10,3.8115e+10,1.494e+09,6.3221e+10,9.2634e+10,2.3335e+10,7.361e+09,1.5974e+10,1.202e+09,2.4537e+10,2.6267e+10,5.799e+09,4.232e+09,1.567e+09,3.2066e+10,5.6603e+10,3.124e+10,-3.1058e+10,3.6182e+10,-3.39e+08,3.6025e+10,3.6031e+10,9.2634e+10,2.439e+09,2.439e+09,-5.96e+08,-5.98e+08,-5.98e+08,1.4e+07,-5.1e+07,-6.33e+08,-4.7e+08,-2234411896.20932,-1.962e+09,1.04e+08,-5.5e+07,-2.487e+09,-6.81e+08,-6.81e+08,-6.8e+08,2.7469e+10,0.15606,0.05056,0.02652,0.03181,0.01237,1.19872,1.57095,0.29653,1.04945,1.04277,39.57418,32.98993,0.4304,5,0.02332,0.41012,11.71854
"26","2016_Q3",79.96984375,"Down",4.3725e+10,-3.671e+10,7.015e+09,-4.658e+09,-4.658e+09,2.357e+09,-2.87e+08,-2.8e+08,2.07e+09,1.528e+09,-6.04e+08,9.24e+08,9.24e+08,9.24e+08,9.24e+08,1.207e+09,1.127e+09,8e+07,1.3183e+10,1.3183e+10,1.4177e+10,8.81e+08,8.81e+08,2.9448e+10,9.981e+09,5.3319e+10,1.3639e+10,3.819e+10,1.49e+09,6.33e+10,9.2748e+10,2.3533e+10,7.351e+09,1.6182e+10,3.036e+09,2.6569e+10,2.56e+10,5.813e+09,4.26e+09,1.553e+09,3.1413e+10,5.7982e+10,3.144e+10,-3.301e+10,3.6647e+10,-3.17e+08,3.476e+10,3.4766e+10,9.2748e+10,1.647e+09,1.647e+09,-4.95e+08,-5.04e+08,-5.04e+08,1.4e+07,-1.17e+08,-5.98e+08,-4.59e+08,6.21e+08,-1.805e+09,8.9e+07,-5.9e+07,-1.702e+09,-6.53e+08,-6.53e+08,-6.52e+08,2.8636e+10,0.16043,0.05391,0.02113,0.02658,0.00996,1.10836,1.66778,0.30875,0.86355,0.85953,40.86449,32.48598,0.42897,5,0.01998,0.49675,11.63725
"27","2016_Q4",68.8636507936508,"Down",4.4615e+10,-3.7123e+10,7.492e+09,-4.668e+09,-4.668e+09,2.824e+09,-2.6e+08,-2.53e+08,2.564e+09,2.463e+09,-9.21e+08,1.542e+09,1.541e+09,1.54e+09,1.54e+09,2.263e+09,2.189e+09,7.4e+07,1.3625e+10,1.3625e+10,1.4348e+10,7.03e+08,7.03e+08,3.0939e+10,9.901e+09,5.3316e+10,1.3567e+10,3.8214e+10,1.535e+09,6.3217e+10,9.4156e+10,2.5618e+10,7.584e+09,1.8034e+10,1.123e+09,2.6741e+10,2.561e+10,5.851e+09,4.254e+09,1.597e+09,3.1461e+10,5.8202e+10,3.1527e+10,-3.2991e+10,3.7732e+10,-3.19e+08,3.5949e+10,3.5954e+10,9.4156e+10,3.934e+09,3.934e+09,-4.94e+08,-5.05e+08,-5.05e+08,8e+06,-1.65e+08,-4.21e+08,-4.55e+08,-2.011e+09,4.4e+07,8.4e+07,-2.9e+07,-2.451e+09,1.062e+09,1.062e+09,1.062e+09,2.6733e+10,0.16793,0.0633,0.03452,0.04283,0.01636,1.15699,1.61879,0.28392,1.44465,1.43657,41.85272,33.72326,0.42683,7,0.02911,0.29545,8.66501
"28","2017_Q1",68.3506451612903,"Down",4.5991e+10,-3.8408e+10,7.583e+09,-4.563e+09,-4.563e+09,3.02e+09,-2.67e+08,-2.62e+08,2.753e+09,2.753e+09,-1.046e+09,1.707e+09,1.707e+09,1.707e+09,1.707e+09,3.458e+09,3.371e+09,8.7e+07,1.2164e+10,1.2164e+10,1.476e+10,6.6e+08,6.6e+08,3.1042e+10,1.0175e+10,5.3245e+10,1.3511e+10,3.8249e+10,1.485e+09,6.342e+10,9.4462e+10,2.4334e+10,7.946e+09,1.6388e+10,1.916e+09,2.625e+10,2.5615e+10,5.763e+09,4.214e+09,1.549e+09,3.1378e+10,5.7628e+10,3.1604e+10,-3.3452e+10,3.8983e+10,-3.05e+08,3.683e+10,3.6834e+10,9.4462e+10,2.121e+09,2.121e+09,-6.39e+08,-6.17e+08,-6.17e+08,-2.5e+07,-1.91e+08,-8.18e+08,-4.56e+08,7.76e+08,-4.42e+08,1.9e+07,1000000.00000001,-1.21e+08,1.182e+09,1.182e+09,1.182e+09,2.7531e+10,0.16488,0.06567,0.03712,0.04634,0.01807,1.18255,1.56453,0.29145,1.60432,1.59533,43.22462,34.61466,0.42857,6,0.03084,0.26714,7.97119
"29","2017_Q2",68.0444444444445,"Down",4.4514e+10,-3.7943e+10,6.571e+09,-4.778e+09,-4.778e+09,1.793e+09,-2.59e+08,-2.52e+08,1.534e+09,1.534e+09,-5.72e+08,9.62e+08,9.53e+08,9.52e+08,9.52e+08,2.302e+09,2.217e+09,8.5e+07,1.2114e+10,1.2114e+10,1.4306e+10,7.35e+08,7.35e+08,2.9457e+10,1.0057e+10,5.3156e+10,1.339e+10,3.8263e+10,1.503e+09,6.3213e+10,9.267e+10,2.5477e+10,7.344e+09,1.8133e+10,1.811e+09,2.7288e+10,2.5622e+10,5.918e+09,4.214e+09,1.704e+09,3.154e+10,5.8828e+10,3.102e+10,-3.6306e+10,3.9419e+10,-2.96e+08,3.3837e+10,3.3842e+10,9.267e+10,3.533e+09,3.533e+09,-4.52e+08,-4.57e+08,-4.57e+08,8e+06,-9.3e+07,-5.37e+08,-5.16e+08,-1.06e+08,-3.5e+09,1.21e+08,-1.1e+07,-4.133e+09,-1.137e+09,-1.137e+09,-1.137e+09,2.7433e+10,0.14762,0.04028,0.02139,0.02813,0.01027,1.07949,1.73831,0.29603,0.92427,0.91981,43.21748,32.85146,0.50097,5,0.02185,0.54202,14.01617
"30","2017_Q3",68.6007936507936,"Up",4.5685e+10,-3.8759e+10,6.926e+09,-4.809e+09,-4.809e+09,2.117e+09,-2.54e+08,-2.47e+08,1.863e+09,1.863e+09,-7.66e+08,1.097e+09,1.098e+09,1.098e+09,1.098e+09,2.169e+09,2.094e+09,7.5e+07,1.2274e+10,1.2274e+10,1.4271e+10,6.9e+08,6.9e+08,2.9404e+10,1.0073e+10,5.3048e+10,1.3354e+10,3.813e+10,1.564e+09,6.3121e+10,9.2525e+10,2.5715e+10,7.874e+09,1.7841e+10,1.142e+09,2.6857e+10,2.5622e+10,5.899e+09,4.21e+09,1.689e+09,3.1521e+10,5.8378e+10,3.1857e+10,-3.7414e+10,4.0005e+10,-3.06e+08,3.4142e+10,3.4147e+10,9.2525e+10,1.999e+09,1.999e+09,-4.23e+08,-4.31e+08,-4.31e+08,8e+06,-1.82e+08,-5.97e+08,-5.12e+08,-6.68e+08,-2.72e+08,6.8e+07,-5e+07,-1.502e+09,-1e+08,-1e+08,-1e+08,2.6764e+10,0.1516,0.04634,0.02403,0.03216,0.01187,1.09484,1.70961,0.28926,1.07859,1.07331,44.87721,33.53831,0.50295,5,0.0241,0.4663,11.61786
"31","2017_Q4",63.4403174603175,"Down",4.6181e+10,-3.9064e+10,7.117e+09,-4.618e+09,-4.618e+09,2.499e+09,-4.37e+08,-2.45e+08,2.062e+09,2.062e+09,-7.77e+08,1.285e+09,1.285e+09,1.285e+09,1.285e+09,2.56e+09,2.485e+09,7.5e+07,1.244e+10,1.244e+10,1.4147e+10,7.76e+08,7.76e+08,2.9923e+10,9.914e+09,5.3016e+10,1.3303e+10,3.8169e+10,1.544e+09,6.293e+10,9.2853e+10,2.611e+10,7.899e+09,1.8211e+10,2.403e+09,2.8513e+10,2.3386e+10,6.086e+09,4.442e+09,1.644e+09,2.9472e+10,5.7985e+10,3.1995e+10,-3.7764e+10,4.0779e+10,-1.47e+08,3.4863e+10,3.4868e+10,9.2853e+10,2.611e+09,2.611e+09,-5.17e+08,-5.24e+08,-5.24e+08,5e+06,-1.86e+08,-4.33e+08,-5.11e+08,-9.9e+08,-2.75e+08,1.25e+08,-1e+07,-1.786e+09,3.92e+08,3.92e+08,3.92e+08,2.5789e+10,0.15411,0.05411,0.02783,0.03685,0.01384,1.04945,1.66299,0.27774,1.26228,1.2598,45.36444,34.24656,0.50196,6,0.02691,0.39767,9.29532
"32","2018_Q1",63.0014754098361,"Down",4.8406e+10,-4.0492e+10,7.914e+09,-4.785e+09,-4.785e+09,3.129e+09,-3.2e+08,-3.18e+08,2.809e+09,2.809e+09,4.78e+08,3.287e+09,3.287e+09,3.287e+09,3.287e+09,1.807e+09,1.696e+09,1.11e+08,1.3181e+10,1.3181e+10,1.5296e+10,9.45e+08,9.45e+08,3.1229e+10,1.0292e+10,5.3498e+10,1.363e+10,3.8451e+10,1.417e+09,6.3902e+10,9.5131e+10,2.5799e+10,8.863e+09,1.6936e+10,4.821e+09,3.0648e+10,2.2181e+10,4.607e+09,2.996e+09,1.611e+09,2.6788e+10,5.7436e+10,3.2096e+10,-3.7796e+10,4.3556e+10,-1.65e+08,3.7691e+10,3.7695e+10,9.5131e+10,-1.36e+08,-1.36e+08,-5.26e+08,-5.06e+08,-5.06e+08,-9.7e+07,-7.2e+08,-1.31e+09,-5.1e+08,1.166e+09,1.5e+07,1.5e+07,-1000000.00000003,6.7e+08,-776000000.000002,-776000000.000002,-774999999.999998,2.7002e+10,0.16349,0.06464,0.0679,0.0872,0.03455,1.01896,1.5237,0.28384,3.24162,3.22888,47.73767,37.17061,0.50296,5,0.05479,0.15516,8.05209
"33","2018_Q2",58.3065625,"Down",4.5743e+10,-3.8834e+10,6.909e+09,-4.913e+09,-4.913e+09,1.996e+09,-5.26e+08,-5.23e+08,1.47e+09,1.47e+09,-4.72e+08,9.98e+08,9.98e+08,9.98e+08,9.98e+08,4.2142e+10,4.2023e+10,1.19e+08,1.3964e+10,1.3964e+10,1.4824e+10,8.68e+08,8.68e+08,7.1798e+10,1.0144e+10,5.3197e+10,1.3388e+10,3.8115e+10,1.694e+09,6.3341e+10,1.35139e+11,2.6706e+10,7.741e+09,1.8965e+10,3.542e+09,3.0248e+10,6.1552e+10,4.662e+09,3.058e+09,1.604e+09,6.6214e+10,9.6462e+10,3.2177e+10,-3.7716e+10,4.404e+10,1.72e+08,3.8673e+10,3.8677e+10,1.35139e+11,2.355e+09,2.355e+09,-4.82e+08,-4.82e+08,-4.82e+08,-2.3e+07,3.72e+08,-1.31e+08,-5.08e+08,3.8099e+10,1.07e+08,1.07e+08,4.42e+08,3.814e+10,4.0364e+10,4.0364e+10,4.0364e+10,6.5094e+10,0.15104,0.04364,0.02182,0.0258,0.00738,2.37364,2.49404,0.48168,0.98228,0.97939,45.02264,38.06398,0.5,6,0.01389,0.50902,11.499
"34","2018_Q3",63.7315873015873,"Up",4.6658e+10,-3.9507e+10,7.151e+09,-8.788e+09,-8.788e+09,-1.637e+09,-4.28e+08,-4.25e+08,-2.065e+09,-2.065e+09,-4.97e+08,-2.562e+09,-2.563e+09,-2.563e+09,-2.563e+09,4.3911e+10,4.3815e+10,9.6e+07,1.4158e+10,1.4158e+10,1.4922e+10,7.99e+08,7.99e+08,7.379e+10,1.0249e+10,4.9251e+10,1.3322e+10,3.422e+10,1.709e+09,5.95e+10,1.3329e+11,2.7953e+10,8.57e+09,1.9383e+10,3.54e+09,3.1493e+10,6.1569e+10,4.617e+09,3.054e+09,1.563e+09,6.6186e+10,9.7679e+10,3.225e+10,-3.7749e+10,4.0965e+10,1.41e+08,3.5607e+10,3.5611e+10,1.3329e+11,2.934e+09,2.934e+09,-4.23e+08,-4.3e+08,-4.3e+08,2.4e+07,-2.2e+08,-6.21e+08,-5.1e+08,7.62939453125e-06,2.3e+07,2.3e+07,-32999999.9999999,-519999999.999992,1.793e+09,1.793e+09,1793000000.00001,6.5109e+10,0.15326,-0.03509,-0.05493,-0.07197,-0.01923,2.34306,2.74294,0.48848,-2.51768,-2.52512,45.83301,34.97741,0.50098,5,-0.01949,-0.19899,-12.9493
"35","2018_Q4",66.9968253968254,"Up",4.7269e+10,-3.9941e+10,7.328e+09,-4.975e+09,-4.975e+09,2.353e+09,-4.54e+08,-4.53e+08,1.899e+09,1.899e+09,-5.09e+08,1.39e+09,1.39e+09,1.39e+09,1.39e+09,4.1692e+10,4.1587e+10,1.05e+08,1.4837e+10,1.4837e+10,1.4818e+10,6.34e+08,6.34e+08,7.1981e+10,1.0419e+10,4.9106e+10,1.3166e+10,3.4216e+10,1.724e+09,5.9525e+10,1.31506e+11,2.7321e+10,8.813e+09,1.8508e+10,2.139e+09,2.946e+10,6.0747e+10,4.677e+09,3.052e+09,1.625e+09,6.5424e+10,9.4884e+10,3.2348e+10,-3.7702e+10,4.1843e+10,1.29e+08,3.6618e+10,3.6622e+10,1.31506e+11,1.097e+09,1.097e+09,-5.36e+08,-5.4e+08,-5.4e+08,-1.5e+07,-8.3e+07,-6.34e+08,-5.1e+08,-2.265e+09,8.4e+07,8.4e+07,-2e+06,-2.693e+09,-2.23e+09,-2.23e+09,-2.23e+09,6.2886e+10,0.15503,0.04978,0.02941,0.03796,0.01057,2.44335,2.5909,0.4782,1.36275,1.36275,46.34216,35.9,0.5,4,0.01824,0.36691,9.00722
"36","2019_Q1",55.8104918032787,"Down",5.4909e+10,-4.4759e+10,1.015e+10,-2.692e+09,-2.692e+09,7.458e+09,-1.207e+09,-1.218e+09,6.251e+09,1.02e+08,-5.24e+08,-4.22e+08,-4.21e+08,-4.19e+08,-4.19e+08,6.581e+09,4.059e+09,2.522e+09,1.7631e+10,1.7631e+10,1.645e+10,4.581e+09,4.581e+09,4.5243e+10,1.1349e+10,1.24132e+11,3.6524e+10,7.8678e+10,8.93e+09,1.51213e+11,1.96456e+11,1.9636e+10,8.925e+09,1.0711e+10,4.924e+09,4.4009e+10,7.1444e+10,2.246e+10,7.677e+09,1.4783e+10,9.3904e+10,1.37913e+11,4.544e+10,-2.8228e+10,4.0911e+10,1.02e+08,5.8225e+10,5.8543e+10,1.96456e+11,2.479e+09,2.479e+09,2.36e+08,-5.85e+08,-5.85e+08,1.39e+08,-4.2295e+10,-4.1899e+10,-5.1e+08,2.431e+09,2.8e+07,2.8e+07,-5.7e+07,1.892e+09,-3.7528e+10,-3.7528e+10,-3.7532e+10,7.6368e+10,0.18485,0.13582,-0.00762999999999998,-0.00716,-0.00213000000000001,1.02804,2.35576,0.38873,-0.37344,-0.373440000000001,48.9385,51.89394,0.45455,4,0.000580000000000001,-1.21718,9.35733
