"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"38","2019_Q3",10.1978125,"Down",4.504e+09,-3.793e+09,7.11e+08,-5.39e+08,-2.88e+08,-7.8e+07,-1.69e+08,1.72e+08,-5.2e+07,-8.2e+07,1.3e+07,1.2e+08,-6.1e+07,5.9e+07,-1.4e+07,4.5e+07,4.5e+07,-1.9e+07,2.6e+07,2.6e+07,3.84e+08,3.84e+08,2.754e+09,2.207e+09,6.49e+08,5.5e+08,9.9e+07,5.994e+09,3.569e+09,3.498e+09,1.649e+09,7.99e+08,4.8e+08,5.7e+08,7.598e+09,1.3592e+10,3.116e+09,2.725e+09,0,3.91e+08,1.7e+08,4.31e+09,5.508e+09,1.785e+09,1.129e+09,1.1e+08,5.46e+08,7.293e+09,1.1603e+10,4.371e+09,-9.3e+08,-1.124e+09,-6.8e+08,1.637e+09,3.51e+08,1.988e+09,1.3591e+10,4.5e+07,1.69e+08,-5.9e+07,-1.05e+08,5e+07,-1.65e+08,8.4e+07,-8.1e+07,83000000.0000005,-1.7e+07,6.6e+07,34999999.9999999,34999999.9999999,-8e+06,26999999.9999999,3.41e+08,5.678e+09,8.5e+07,0.15786,0.03819,0.00577,0.01308,0.00191,3.26923,1.39072,5.83652,0.41775,0.3213,0.3213,55.65934,20.22965,1.05041,0.00275,0.00899,15.52493,30.77907
"39","2019_Q4",13.1128125,"Up",4.319e+09,-3.674e+09,6.45e+08,-5.03e+08,-2.58e+08,-7.8e+07,-1.65e+08,1.42e+08,-5.1e+07,-7.9e+07,2.7e+07,9.1e+07,-2.2e+07,6.9e+07,9e+06,7.8e+07,7.8e+07,-8e+06,7e+07,7e+07,3.89e+08,3.89e+08,2.645e+09,2.137e+09,7.17e+08,6.03e+08,1.14e+08,5.888e+09,3.491e+09,3.499e+09,1.578e+09,8.02e+08,5.7e+08,5.49e+08,7.495e+09,1.3383e+10,3.086e+09,2.651e+09,5.7e+07,3.78e+08,1.61e+08,4.289e+09,5.408e+09,1.71e+09,1.088e+09,1.04e+08,5.18e+08,7.118e+09,1.1407e+10,4.377e+09,-9.3e+08,-1.054e+09,-7.52e+08,1.641e+09,3.34e+08,1.975e+09,1.3382e+10,7.8e+07,1.65e+08,-3.2e+07,-4.7e+07,1.64e+08,-1e+06,5.7e+07,-1.02e+08,-4.7e+07,-1e+06,-4.8e+07,1.4e+07,1.4e+07,-9e+06,5e+06,3.07e+08,5.569e+09,2.5e+08,0.14934,0.03288,0.01621,0.03544,0.00523,3.57143,1.37281,5.7757,0.41612,0.86509,0.86509,53.37605,20.28018,3.08961,0.00756,0.02701,16.87296,36.47887
"40","2020_Q1",8.39596774193548,"Down",4.143e+09,-3.581e+09,5.62e+08,-5.25e+08,-2.76e+08,-7.6e+07,-1.7e+08,3.7e+07,-6.1e+07,-8e+07,1e+07,-2.4e+07,-2e+08,-2.24e+08,-1.4e+07,-2.38e+08,-2.38e+08,-7.5e+07,-3.13e+08,-3.13e+08,5.64e+08,5.64e+08,2.438e+09,1.999e+09,7.34e+08,6.32e+08,1.02e+08,5.735e+09,3.627e+09,3.346e+09,1.422e+09,7.75e+08,6.07e+08,5.42e+08,7.491e+09,1.3226e+10,4.114e+09,2.647e+09,7.2e+07,1.395e+09,1.85e+08,4.299e+09,5.371e+09,1.741e+09,1.145e+09,1.06e+08,4.9e+08,7.112e+09,1.1411e+10,4.432e+09,-9.3e+08,-1.367e+09,-7.1e+08,1.425e+09,3.9e+08,1.815e+09,1.3226e+10,-2.38e+08,1.7e+08,1.43e+08,3.05e+08,3.8e+08,-1.91e+08,4.9e+07,-1.4e+08,-5.5e+07,-3.7e+07,-9e+07,1.5e+08,1.5e+08,2.1e+07,1.71e+08,2.07e+08,5.556e+09,3.35e+08,0.13565,0.00893,-0.07555,-0.17245,-0.02367,-1.07029,1.33403,6.28705,0.42008,-3.86877,-3.86877,51.20863,17.61339,4.14069,-0.03435,0.03676,24.11594,134.91892
"41","2020_Q2",5.83,"Down",3.836e+09,-3.339e+09,4.97e+08,-4.96e+08,-2.49e+08,-7.7e+07,-1.71e+08,1e+06,-5.4e+07,-7.5e+07,8e+06,-5.3e+07,-8.67e+08,-9.2e+08,9.4e+07,-8.26e+08,-8.26e+08,-1.3e+07,-8.39e+08,-8.39e+08,7.67e+08,7.67e+08,2.146e+09,2.001e+09,7.22e+08,6.23e+08,9.9e+07,5.636e+09,3.012e+09,3.067e+09,1.264e+09,5.05e+08,7.47e+08,5.51e+08,6.588e+09,1.2224e+10,2.833e+09,2.443e+09,9.6e+07,2.94e+08,1.75e+08,3.976e+09,5.837e+09,1.69e+09,1.109e+09,8.4e+07,4.97e+08,7.527e+09,1.1503e+10,4.427e+09,-9.3e+08,-2.206e+09,-9.08e+08,3.83e+08,3.37e+08,7.2e+08,1.2223e+10,-8.26e+08,1.71e+08,6.54e+08,-1.51e+08,-1.52e+08,-1.35e+08,5.8e+07,-7.7e+07,4.75e+08,9e+06,4.83e+08,2.54e+08,2.54e+08,-5e+07,2.04e+08,1.72e+08,6.012e+09,-2.08e+08,0.12956,0.00026,-0.21872,-1.16528,-0.06864,0.24791,1.41751,15.97639,0.49182,-10.33651,-10.33651,47.25968,4.71858,-2.56257,-0.09961,-0.02469,30.49419,5245
"42","2020_Q3",7.9490625,"Up",2.637e+09,-2.498e+09,1.39e+08,-4.08e+08,-1.95e+08,-5.5e+07,-1.59e+08,-2.69e+08,-5.1e+07,-6.6e+07,1.1e+07,-3.2e+08,-1.21e+08,-4.41e+08,1.01e+08,-3.4e+08,-3.4e+08,-1e+07,-3.5e+08,-3.5e+08,1.362e+09,1.362e+09,2.1e+09,1.656e+09,7.26e+08,6.32e+08,9.4e+07,5.844e+09,2.939e+09,3.099e+09,1.239e+09,5.05e+08,8.18e+08,5.37e+08,6.551e+09,1.2395e+10,3.414e+09,1.992e+09,4.8e+07,1.374e+09,2.22e+08,3.636e+09,6.629e+09,1.702e+09,1.112e+09,8.8e+07,5.02e+08,8.331e+09,1.1967e+10,4.433e+09,-9.3e+08,-2.556e+09,-8.74e+08,7.3e+07,3.54e+08,4.27e+08,1.2394e+10,-3.4e+08,1.59e+08,10000000.0000001,-8e+06,-1.79e+08,-7.2e+07,3.4e+07,-3.8e+07,8.16e+08,-1.2e+07,8.04e+08,5.87e+08,5.87e+08,1.4e+07,6.01e+08,-1.1e+08,6.851e+09,-2.91e+08,0.05271,-0.10201,-0.13273,-0.81967,-0.02824,0.83143,1.60726,28.02576,0.55272,-4.30236,-4.30236,32.41518,0.89735,-3.5771,-0.03897,-0.0324,-49.9,-20.4052
"43","2020_Q4",9.4534375,"Up",4.256e+09,-3.61e+09,6.46e+08,-4.14e+08,-2.14e+08,-6.7e+07,-1.51e+08,2.32e+08,-4.7e+07,-6.8e+07,1.2e+07,1.85e+08,-1.7e+07,1.68e+08,-6.48e+08,-4.8e+08,-4.8e+08,-1.9e+07,-4.99e+08,-4.99e+08,7.16e+08,7.16e+08,2.675e+09,1.678e+09,7.1e+08,5.97e+08,1.13e+08,5.779e+09,2.968e+09,2.523e+09,1.214e+09,5.07e+08,2.82e+08,5.2e+08,6.032e+09,1.1811e+10,4.345e+09,2.708e+09,8.9e+07,1.548e+09,1.76e+08,4.521e+09,5.596e+09,1.737e+09,1.129e+09,9e+07,5.18e+08,7.333e+09,1.1854e+10,4.437e+09,-9.3e+08,-3.055e+09,-8.53e+08,-4.01e+08,3.58e+08,-4.3e+07,1.1811e+10,-4.8e+08,1.51e+08,5.07e+08,3.08e+08,4.86e+08,-9.3e+07,8.7e+07,-3e+06,-1.146e+09,-5e+06,-1.151e+09,-6.68e+08,-6.68e+08,1.8e+07,-6.5e+08,3.83e+08,5.772e+09,1.246e+09,0.15179,0.05451,-0.11725,11.60465,-0.04225,-2.49699,1.27826,-275.67442,0.4887,-6.12594,-6.12594,52.24854,-4.92285,15.29645,-0.06684,0.16689,13.20104,21.7931
"44","2021_Q1",10.9327868852459,"Up",4.65e+09,-3.955e+09,6.95e+08,-4.65e+08,-2.31e+08,-7.4e+07,-1.58e+08,2.3e+08,-4e+07,-6.8e+07,7e+06,1.9e+08,2e+06,1.92e+08,-6e+06,1.86e+08,1.86e+08,-1.9e+07,1.67e+08,1.67e+08,7.98e+08,7.98e+08,2.423e+09,1.743e+09,7.29e+08,6.19e+08,1.1e+08,5.693e+09,3.057e+09,2.521e+09,1.194e+09,5.08e+08,2.85e+08,5.34e+08,6.159e+09,1.1852e+10,4.524e+09,2.917e+09,5.4e+07,1.553e+09,1.62e+08,4.686e+09,5.171e+09,1.736e+09,1.101e+09,8.9e+07,5.46e+08,6.907e+09,1.1593e+10,4.442e+09,-9.3e+08,-2.888e+09,-7.43e+08,-1.19e+08,3.78e+08,2.59e+08,1.1852e+10,1.86e+08,1.58e+08,-1.05e+08,2.35e+08,4.74e+08,-6.5e+07,1.2e+08,6.1e+07,-5e+08,5e+06,-4.94e+08,41000000.0000002,41000000.0000002,4.1e+07,8.2e+07,3.88e+08,5.333e+09,5.64e+08,0.14946,0.04946,0.03591,0.64479,0.01409,3.37725,1.2149,44.76062,0.44997,2.04813,2.04813,57.02881,-1.45945,6.91704,0.02279,0.07697,11.68814,19.71739
"45","2021_Q2",14.9707936507937,"Up",4.731e+09,-4.061e+09,6.7e+08,-4.79e+08,-2.55e+08,-7.2e+07,-1.55e+08,1.91e+08,-4e+07,-7e+07,8e+06,1.51e+08,-1.7e+07,1.34e+08,-4.7e+07,8.7e+07,8.7e+07,-2.2e+07,6.5e+07,6.5e+07,6.26e+08,6.26e+08,2.706e+09,1.83e+09,7.1e+08,5.89e+08,1.21e+08,5.872e+09,2.955e+09,2.478e+09,1.154e+09,5.08e+08,2.82e+08,5.34e+08,5.965e+09,1.1837e+10,4.639e+09,3.09e+09,6.5e+07,1.484e+09,1.24e+08,4.763e+09,5.111e+09,1.667e+09,1.062e+09,9.4e+07,5.11e+08,6.778e+09,1.1541e+10,4.445e+09,-9.3e+08,-2.823e+09,-7.88e+08,-9.6e+07,3.92e+08,2.96e+08,1.1837e+10,8.7e+07,1.55e+08,2.6e+07,-3.18e+08,-5e+07,-8.8e+07,1.15e+08,2.8e+07,-7.2e+07,-5.8e+07,-1.3e+08,-1.52e+08,-1.52e+08,-2e+07,-1.72e+08,3.46e+08,5.235e+09,-1.3e+07,0.14162,0.04037,0.01374,0.21959,0.00549,-0.2,1.23284,38.98986,0.44226,0.79314,0.78765,57.72812,-1.1714,-0.15863,0.00903,-0.00181000000000002,13.32081,24.1308900000001
"46","2021_Q3",16.12359375,"Up",4.583e+09,-3.973e+09,6.1e+08,-4.84e+08,-2.69e+08,-7.3e+07,-1.45e+08,1.26e+08,-4.1e+07,-6.9e+07,1.3e+07,8.5e+07,-2.7e+07,5.8e+07,-4.1e+07,1.7e+07,1.7e+07,-2.7e+07,-1e+07,-1e+07,7.13e+08,7.13e+08,2.636e+09,1.92e+09,7.36e+08,6.19e+08,1.17e+08,6.005e+09,2.956e+09,2.433e+09,1.125e+09,5.08e+08,2.72e+08,5.28e+08,5.936e+09,1.1941e+10,4.687e+09,3.101e+09,6.9e+07,1.517e+09,1.26e+08,4.813e+09,5.081e+09,1.667e+09,1.057e+09,9.6e+07,5.14e+08,6.748e+09,1.1561e+10,4.449e+09,-9.3e+08,-2.833e+09,-7.28e+08,-4.2e+07,4.22e+08,3.8e+08,1.1941e+10,1.7e+07,1.45e+08,1e+06,-90000000.0000001,7.3e+07,-8.5e+07,1.39e+08,5.7e+07,-3.6e+07,-2.3e+07,-5.9e+07,71000000.0000001,71000000.0000001,1.7e+07,8.8e+07,2.71e+08,5.207e+09,1.37e+08,0.1331,0.02749,-0.00218,-0.02632,-0.00084,-13.7,1.24766,30.42368,0.43606,-0.12202,-0.12118,55.92221,-0.51249,1.67169,-0.00138,0.01889,16.58303,35.66667
"47","2021_Q4",12.48703125,"Down",4.332e+09,-3.776e+09,5.56e+08,-4.54e+08,-2.4e+08,-7.1e+07,-1.47e+08,1.02e+08,-4.7e+07,-6.6e+07,9e+06,5.5e+07,4e+06,5.9e+07,-3.4e+07,2.5e+07,2.5e+07,-1e+07,1.5e+07,1.5e+07,5.89e+08,5.89e+08,2.471e+09,1.893e+09,8.64e+08,7.44e+08,1.2e+08,5.817e+09,2.885e+09,2.369e+09,1.09e+09,5.08e+08,2.66e+08,5.05e+08,5.799e+09,1.1616e+10,4.538e+09,2.877e+09,6.5e+07,1.596e+09,7.8e+07,4.616e+09,5.05e+09,1.616e+09,1.028e+09,9.2e+07,4.96e+08,6.666e+09,1.1282e+10,4.458e+09,-9.3e+08,-2.818e+09,-8e+08,-9e+07,4.24e+08,3.34e+08,1.1616e+10,2.5e+07,1.47e+08,-2.1e+07,-1.99e+08,-4.8e+07,-7.4e+07,1.08e+08,3.1e+07,-8.2e+07,-9e+06,-9.1e+07,-1.08e+08,-1.08e+08,-1.6e+07,-1.24e+08,2.49e+08,5.128e+09,1e+07,0.12835,0.02355,0.00346,0.04491,0.00129,0.66667,1.26018,33.77844,0.44146,0.18224,0.17835,52.62989,-1.09342,0.12149,0.00212,0.00141,18.22892,44.5
"48","2022_Q1",14.3443548387097,"Up",4.389e+09,-3.855e+09,5.34e+08,-4.65e+08,-2.53e+08,-6.9e+07,-1.46e+08,6.9e+07,-1.7e+07,-6.9e+07,4.2e+07,5.2e+07,-2.1e+07,3.1e+07,-6e+07,-2.9e+07,-2.9e+07,-6e+06,-3.5e+07,-3.5e+07,8.59e+08,8.59e+08,2.308e+09,1.846e+09,8e+08,6.83e+08,1.17e+08,5.813e+09,2.872e+09,2.398e+09,1.056e+09,5.07e+08,2.66e+08,5.69e+08,5.809e+09,1.1622e+10,4.634e+09,2.955e+09,7.1e+07,1.608e+09,5.7e+07,4.691e+09,5.018e+09,1.426e+09,8.3e+08,1.05e+08,4.91e+08,6.444e+09,1.1135e+10,4.463e+09,-9.3e+08,-2.853e+09,-5.95e+08,8.5e+07,4.02e+08,4.87e+08,1.1622e+10,-2.9e+07,1.46e+08,-4e+06,1.45e+08,2.58e+08,-8.5e+07,1.37e+08,6e+07,-8.1e+07,3.2e+07,-4.9e+07,2.69e+08,2.69e+08,999999.999999993,2.7e+08,2.15e+08,5.075e+09,3.35e+08,0.12167,0.01572,-0.00797,-0.07187,-0.00301,-9.57142999999999,1.23918,22.86448,0.43667,-0.42522,-0.41615,53.32239,1.03267,4.06995,-0.00501,0.04794,19.6093,61.10145
"49","2022_Q2",16.8840322580645,"Up",4.649e+09,-4.108e+09,5.41e+08,-4.7e+08,-2.52e+08,-7.5e+07,-1.46e+08,7.1e+07,-4.7e+07,-6.6e+07,7e+06,2.4e+07,-1.3e+07,1.1e+07,-3e+07,-1.9e+07,-1.9e+07,-1.9e+07,-3.8e+07,-3.8e+07,6.36e+08,6.36e+08,2.503e+09,2.049e+09,8.32e+08,6.94e+08,1.38e+08,6.02e+09,2.811e+09,2.359e+09,1.022e+09,5.07e+08,2.68e+08,5.62e+08,5.683e+09,1.1703e+10,4.843e+09,3.244e+09,5.2e+07,1.547e+09,4.1e+07,4.884e+09,4.976e+09,1.396e+09,8.03e+08,1.03e+08,4.9e+08,6.372e+09,1.1256e+10,4.464e+09,-9.3e+08,-2.891e+09,-5.9e+08,5.3e+07,3.94e+08,4.47e+08,1.1703e+10,-1.9e+07,1.46e+08,-1.4e+07,-2e+08,-8.7e+07,-8.8e+07,9.8e+07,1.1e+07,-6.5e+07,-7.2e+07,-1.37e+08,-2.13e+08,-2.13e+08,-1.1e+07,-2.24e+08,2.17e+08,5.017e+09,-4.1e+07,0.11637,0.01527,-0.00817,-0.08501,-0.00325,1.07895,1.2326,25.18121,0.42869,-0.46117,-0.46117,56.4199,0.6432,-0.49757,-0.00554,-0.00598,20.18894,61.70423
"50","2022_Q3",18.78984375,"Up",4.665e+09,-4.167e+09,4.98e+08,-4.71e+08,-2.57e+08,-7.4e+07,-1.43e+08,2.7e+07,-5.9e+07,-7.6e+07,7e+06,-3.2e+07,-2.9e+07,-6.1e+07,-4.3e+07,-1.04e+08,-1.04e+08,-1.7e+07,-1.21e+08,-1.21e+08,3.89e+08,3.89e+08,2.547e+09,2.073e+09,7.63e+08,6.25e+08,1.38e+08,5.772e+09,2.691e+09,2.287e+09,9.8e+08,5.06e+08,2.6e+08,5.41e+08,5.447e+09,1.1219e+10,4.81e+09,3.225e+09,5.2e+07,1.533e+09,8.5e+07,4.895e+09,4.934e+09,1.322e+09,7.66e+08,1e+08,4.56e+08,6.256e+09,1.1151e+10,4.47e+09,-9.3e+08,-3.012e+09,-7.9e+08,-2.62e+08,3.3e+08,6.8e+07,1.1219e+10,-1.04e+08,1.43e+08,2.7e+07,-2.47e+08,-1.81e+08,-7.1e+07,1.13e+08,4.4e+07,-8e+06,-5.9e+07,-6.7e+07,-2.04e+08,-2.04e+08,-4.2e+07,-2.46e+08,1.7e+08,5.019e+09,-1.05e+08,0.10675,0.00579,-0.02594,-1.77941,-0.01079,0.86777,1.17916,163.98529,0.44737,-1.4555,-1.4555,56.11504,-3.15158,-1.26304,-0.01888,-0.01638,27.23529,171.48148
