"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_compensation","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",15.6091935483871,"Down",114510000,-46596000,67914000,-44530000,-35532000,-7786000,-1212000,23384000,-109000,13000,-122000,23275000,23275000,-7649000,15626000,15626000,15626000,15626000,106689000,101702000,151495000,151495000,14295000,7276000,1864000,5155000,276391000,20930000,142899000,62296000,63161000,10127000,7315000,163829000,440220000,15158000,6563000,8595000,90751000,27750000,105909000,13225000,3454000,4368000,13225000,119134000,179901000,141230000,321086000,321086000,440220000,15626000,3573000,3924000,-7892000,15231000,-2323000,-6031000,-8354000,-1000,-1000,-1418000,-22218000,-15341000,-15341000,-15341000,26957000,0,24391000,0.59308,0.20421,0.13646,0.04867,0.0355,1.56092,2.6097,0.37103,0,0.25968,0.25968,1.90301,5.33605,0.40535,0.10896,0.07296,-3.95775,-4.56248
"12","2013_Q1",16.2683333333333,"Up",111295000,-48297000,62998000,-47733000,-38308000,-8231000,-1194000,15265000,-57000,-93000,36000,15208000,-2192000,-1898000,-4090000,-4090000,-4090000,-4090000,118011000,105999000,148257000,148257000,18208000,12720000,-4.65661287307739e-10,5488000,285186000,21887000,135982000,67331000,45761000,12140000,10750000,157869000,443055000,35314000,11501000,13395000,91715000,26508000,127029000,8977000,3809000,3949000,8977000,136006000,180338000,126722000,307049000,307049000,443055000,-4090000,3718000,15118000,8598000,23344000,-2810000,-9307000,-19241000,185000,185000,8999.99999999977,194000,4297000,4297000,4297000,18983000,-3.5527136788005e-15,26669000,0.56605,0.13716,-0.03675,-0.01332,-0.00923,-6.52054,2.24505,0.44295,-3.30872245021211e-24,-0.07039,-0.0700899999999999,1.91551,5.28465,0.459,-0.01294,0.08439,-6.21667,-7.73082
"13","2013_Q2",16.25046875,"Down",109529000,-48072000,61457000,-41904000,-35096000,-5614000,-1194000,19553000,-223000,31000,-254000,19330000,19330000,-6385000,12945000,12945000,12945000,12945000,130026000,118212000,138949000,138949000,14208000,10561000,-914057.59121037,3647000,284166000,21825000,138830000,70086000,45761000,12140000,10843000,160655000,444821000,35489000,7440000,17623000,89202000,26477000,124691000,10026000,3950000,4791000,10026000,134717000,181046000,129242000,310104000,310104000,444821000,12945000,3763000,5538000,9281000,31527000,-1835000,-7300000,-9135000,250000,250000,-12000,-10179000,12213000,12213000,12213000,23316000,0,37147000,0.5611,0.17852,0.11819,0.04174,0.0291,2.8696,2.27896,0.43443,0,0.21735,0.2173,1.839,5.20667,0.6237,0.07298,0.11604,-5.57669,-6.64993
"14","2013_Q3",19.201875,"Up",111081000,-47682000,63399000,-47453000,-38578000,-7615000,-1260000,15946000,-360000,-205000,-155000,15586000,15586000,-5465000,10121000,10121000,10121000,10121000,84305000,72816000,139526000,139526000,20176000,12212000,4466000,3498000,245003000,23508000,198820000,99611000,76219000,12180000,10810000,222328000,467331000,31471000,8823000,11976000,98986000,32343000,130457000,16370000,4298000,10710000,16370000,146827000,192017000,128691000,320504000,320504000,467331000,10121000,4117000,5281000,-7645000,11874000,-2776000,-7995000,-46208000,1285000,1285000,-1921000,-11062000,-45396000,-45396000,-45396000,20063000,-2.8421709430404e-14,15107000,0.57075,0.14355,0.09111,0.03158,0.02166,1.49264,1.87804,0.45811,0,0.16943,0.16939,1.85959,5.36552,0.2529,0.06099,0.04484,-4.20201,-5.28691
"15","2013_Q4",20.43890625,"Up",108854000,-71055000,37799000,-51258000,-36864000,-13175000,-1219000,-13459000,139000,121000,18000,-13320000,-19193000,6606000,-12587000,-12587000,-12587000,-12587000,93989000,82101000,126298000,126298000,31397000,12048000,15270000,4079000,252612000,24266000,170899000,75273000,72107000,12181000,11338000,195165000,447777000,29176000,4797000,13692000,100473000,27747000,129649000,18384000,4557000,11740000,18384000,148033000,194562000,105417000,299744000,299744000,447777000,-12587000,4357000,29578000,6822000,28170000,-2837000,-3619000,-7153000,665000,665000,-1725000,-11732000,9285000,9285000,9285000,-9102000,0,-11723000,0.34724,-0.12364,-0.11563,-0.04199,-0.02811,0.93136,1.94843,0.49386,0,-0.20918,-0.20918,1.80902,4.98137,-0.19482,-0.00602,-0.03685,10.32619,6.98336
"16","2014_Q1",16.5952459016393,"Down",115203000,-53354000,61849000,-54928000,-38676000,-15120000,-1132000,6921000,357000,322000,35000,7278000,7278000,-2077000,5201000,5201000,5201000,5201000,113801000,103145000,113268000,113268000,23852000,11135000,8366000,4351000,251755000,22801000,176795000,72168000,72804000,21531000,10292000,199596000,451351000,34527000,7888000,15953000,92446000,21369000,126973000,29288000,4809000,22292000,29288000,156261000,195341000,99931000,295090000,295090000,451351000,5201000,4162000,-2005000,25122000,32480000,-486000,-1870000,-1166000,0,0,418000,-10270000,21044000,21044000,21044000,11083000,0,37796000,0.53687,0.06008,0.04515,0.01763,0.01152,7.26706,1.98274,0.52954,-8.470329472543e-22,0.0863899999999999,0.0852099999999999,1.91348,4.90134,0.62778,0.04898,0.11652,-10.26807,-16.44286
"17","2014_Q2",14.627619047619,"Down",117894000,-56190000,61704000,-53949000,-36730000,-16236000,-983000,7755000,63000,54000,9000,7818000,7818000,-2655000,5163000,5163000,5163000,5163000,116435000,107748000,111842000,111842000,18373000,9769000,5999000,2605000,247405000,22915000,171461000,69627000,72804000,11757000,17273000,194376000,441781000,33434000,8850000,13894000,91308000,20616000,124742000,26499000,5182000,19316000,26499000,151241000,196335000,94403000,290540000,290540000,441781000,5163000,3977000,3897000,5528000,18565000,-2255000,-2902000,-3221000,-54000,-54000,250702.203789528,-10741000,4603000,4603000,4603000,11732000,0,17660000,0.52339,0.06578,0.04379,0.01777,0.01169,3.42049,1.98333,0.52055,0,0.08572,0.08496,1.9574,4.82384,0.29321,0.04999,0.0557,-9.92457,-15.01418
"18","2014_Q3",14.186875,"Down",120519000,-56773000,63746000,-56487000,-38681000,-16898000,-908000,7259000,43000,69000,-26000,7302000,7302000,-2552000,4750000,4750000,4750000,4750000,123516000,114980000,106652000,106652000,15923000,9780000,3698000,2445000,246836000,23193000,170078000,67812000,72804000,11754000,17708000,193271000,440107000,35611000,8965000,15949000,101040000,31413000,136651000,18075000,5312000,10950000,18075000,154726000,197155000,88458000,285381000,285381000,440107000,4750000,4033000,5095000,10298000,24176000,-2248000,-3467000,-5569000,-1000,-1000.00000000001,-686000,-11375000,7232000,7232000,7232000,11292000,0,21894000,0.52893,0.06023,0.03941,0.01664,0.01079,4.60926,1.80632,0.54217,6.7762635780344e-21,0.07884,0.07814,2.00041,4.73685,0.3634,0.05087,0.07215,-10.93836,-17.01557
"19","2014_Q4",13.83265625,"Down",123424000,-54360000,69064000,-60854000,-41482000,-18468000,-904000,8210000,-82000,-82000,0,8128000,8128000,-1452000,6676000,6676000,6676000,6676000,124822000,113640000,105879000,105879000,17881000,12160000,3391000,2330000,249247000,21636000,168368000,66142000,72804000,11751000,17671000,190004000,439251000,37247000,6962000,19588000,101662000,33906000,138909000,17841000,5477000,10753000,17841000,156750000,198330000,84436000,282501000,282501000,439251000,6676000,4116000,5459000,-286000,15965000,-941000,-3166000,-6832000,225000,225000,0,-10473000,-1340000,-1340000,-1340000,12326000,0,12551000,0.55957,0.06652,0.05409,0.02363,0.0152,1.88002,1.79432,0.55487,0,0.11076,0.1097,2.04778,4.6871,0.20824,0.05785,0.04179,-10.12672,-15.20365
"20","2015_Q1",15.8304918032787,"Up",128388000,-55841000,72547000,-59815000,-41279000,-17638000,-898000,12732000,-316000,-271000,-45000,12416000,12416000,-1673000,10743000,10743000,10743000,10743000,130585000,118993000,107669000,107669000,17101000,11535000,3147000,2419000,255977000,20807000,183737000,68086000,73571000,30197000,11883000,204544000,460521000,54817000,10018000,34099000,100267000,33924000,155084000,21897000,5750000,14798000,21897000,176981000,199253000,84479000,283540000,283540000,460521000,10743000,4324000,-7355000,16340000,24052000,-1087000,-5066000,-8901000,213000,213000,686000,-9798000,5353000,5353000,5353000,17056000,-5.82076609134674e-11,33982000,0.56506,0.09917,0.08368,0.03789,0.02333,3.16318,1.65057,0.62418,2.16840434497101e-19,0.1782,0.17616,2.12961,4.70317,0.56367,0.07019,0.11126,-7.65625,-10.25644
"21","2015_Q2",15.5911111111111,"Down",122164000,-55977000,66187000,-57153000,-39171000,-17085000,-897000,9034000,252000,302000,-50000,9286000,9286000,-2924000,6362000,6362000,6362000,6362000,116797000,104859000,99974000,99974000,17784000,11357000,2662000,3765000,235202000,22055000,183632000,67482000,73571000,24078000,18501000,205687000,440889000,40129000,11095000,18331000,98889000,37026000,139018000,21917000,6385000,14260000,21917000,160935000,200084000,80138000,279954000,279954000,440889000,6362000,4079000,4239000,-10973000,3707000,-3337000,-3635000,-7366000,225000,225000,-1572896.35795279,-10475000,-14134000,-14134000,-14134000,13113000,0,1727000,0.54179,0.07395,0.05208,0.02273,0.01443,0.27146,1.69188,0.57486,0,0.10548,0.10419,2.02553,4.64176,0.02863,0.05652,0.00572,-8.90696,-12.9286
"22","2015_Q3",13.435,"Down",125369000,-56598000,68771000,-56275000,-37396000,-17981000,-898000,12496000,-13000.0000000001,40999.9999999999,-54000,12483000,12483000,-4168000,8315000,8315000,8315000,8315000,110777000,98647000,98393000,98393000,22014000,12955000,5077000,3982000,231833000,22537000,181772000,66243000,73571000,24074000,17884000,204309000,436142000,38069000,10965000,16382000,95276000,37593000,133345000,15300000,6325000,7812000,15300000,148645000,210247000,77731000,287497000,287497000,436142000,8315000,3971000,4701000,-6808000,10179000,-2675000,-3052000,-5942000,254000,254000,-5205914.38390609,-10449000,-6212000,-6212000,-6212000,16467000,9.31322574615479e-10,11152000,0.54855,0.09967,0.06632,0.02892,0.01906,1.34119,1.7386,0.51703,0,0.13753,0.13588,2.07355,4.75508,0.18445,0.06281,0.03683,-6.72721,-8.865
"23","2015_Q4",14.4759375,"Up",117032000,-53785000,63247000,-54810000,-39395000,-14518000,-897000,8437000,6000,49000,-43000,8443000,8443000,-1141000,7302000,7302000,7302000,7302000,104813000,92648000,92592000,92592000,29128000,14111000,10565000,4452000,227195000,23171000,183024000,66860000,73513000,24074000,18577000,206195000,433390000,37374000,10250000,16398000,93721000,38575000,131095000,17712000,6667000,9918000,17712000,148807000,210793000,74307000,284583000,284583000,433390000,7302000,3929000,6507000,-4332000,13406000,-3914000,-4917000,-8936000,253000,253000,-7409975.21790634,-10469000,-5999000,-5999000,-5999000,12366000,0,5261000,0.54042,0.07209,0.06239,0.02566,0.01685,0.72049,1.73306,0.52289,0,0.11997,0.11916,1.92275,4.67549,0.08643,0.05962,0.0174,-8.4759,-12.42302
"24","2016_Q1",15.1673770491803,"Up",127912000,-59255000,68657000,-59024000,-40272000,-16077000,-2675000,9633000,-1287000,-1268000,-19000,8346000,-23892000,7570000,-16322000,-16322000,-16322000,-16322000,36473000,27176000,94024000,94024000,52939000,14910000,32709000,5320000,183991000,25790000,321009000,104925000,188837000,8198000,19049000,346799000,530790000,29887000,11126000,18761000,108173000,50238000,138060000,18353000,6357000,10661000,123353000,261413000,211872000,57986000,269377000,269377000,530790000,-16322000,7869000,45718000,-23761000,13504000,-4087000,-3071000,-168129000,260000,260000,-5382000,89153000,-65472000,-65472000,-65472000,17502000,1.05e+08,-17916000,0.53675,0.07531,-0.1276,-0.06059,-0.03075,1.09766,1.33269,0.97044,0.19782,-0.26801,-0.26585,2.10036,4.42327,-0.29419,-0.01425,-0.04562,3.91538,7.11378
"25","2016_Q2",13.44765625,"Down",122205000,-56815000,65390000,-61509000,-40581000,-18224000,-2704000,3881000,-1092000,-1005000,-87000,2789000,-964000,317000,-647000,-647000,-647000,-647000,26349000,26349000,81795000,81795000,54493000,16631000,33020000,4842000,163067000,26683000,315324000,99770000,188837000,8158000,18559000,342007000,505074000,18469000,4122000,14347000,107021000,52660000,125490000,21458000,6617000,13365000,109458000,234948000,213380000,57339000,270126000,270126000,505074000,-647000,8286000,8753000,-3459000,12933000,-3462000,-2948000,2881000,359000,359000,0,-16641000,-827000,-827000,-827000,12167000,8.8e+07,4929000,0.53508,0.03176,-0.00529,-0.0024,-0.00128,-7.61824,1.29944,0.86977,0.17423,-0.01058,-0.01049,1.9975,4.41534,0.08057,-0.0017,0.01299,5.06707,15.88534
"26","2016_Q3",12.00734375,"Down",127166000,-55997000,71169000,-63699000,-42790000,-18292000,-2617000,7470000,-857000,-802000,-55000,6613000,5912000,-1925000,3987000,3987000,3987000,3987000,26246000,26246000,78406000,78406000,38253000,18519000,15276000,4458000,143258000,25985000,309645000,94047000,188555000,8018000,19025000,335630000,478888000,20815000,5438000,15377000,103029000,50734000,123844000,21573000,6794000,13376000,69573000,193417000,224710000,61326000,285471000,285471000,478888000,3987000,8198000,8860000,22407000,43452000,-1527000,-2371000,-3898000,343000,343000,4.65661287307739e-10,-39657000,-102999.999999993,-102999.999999993,-102999.999999993,15668000,4.8e+07,38473000,0.55965,0.05874,0.03135,0.01397,0.00833,9.64961,1.15676,0.67754,0.10023,0.06466,0.06425,2.06244,4.62991,0.62397,0.01123,0.10836,1.38844,2.91218
"27","2016_Q4",12.8104761904762,"Up",127868000,-54352000,73516000,-59824000,-37542000,-19714000,-2568000,13692000,-633000,-629000,-4000,13059000,12828000,-2342000,10486000,10486000,10486000,10486000,23994000,23994000,75516000,75516000,35072000,15944000,14481000,4647000,134834000,26097000,302088000,87717000,185888000,9780000,18703000,328185000,463019000,23851000,5223000,18628000,94101000,44338000,117952000,22317000,6738000,14267000,47317000,165269000,226591000,71812000,297750000,297750000,463019000,10486000,8031000,3485000,3036000,25038000,-3253000,-1052000,-4587000,297000,297000,0,-22703000,-2252000,-2252000,-2252000,21723000,2.5e+07,23848000,0.57494,0.10708,0.08201,0.03522,0.02265,2.27427,1.14313,0.55506,0.05399,0.16888,0.16888,2.0593,4.79523,0.38407,0.03039,0.06911,0.04631,0.07347
"28","2017_Q1",14.7274193548387,"Up",132385000,-55970000,76415000,-67367000,-42710000,-22111000,-2546000,9048000,-822000,-706000,-116000,8226000,5833000,-1418000,4415000,4415000,4415000,4415000,37673000,37673000,83407000,83407000,25564000,17969000,2679000,4916000,146802000,27426000,298993000,82820000,185898000,11265000,19010000,326419000,473221000,29536000,4618000,24918000,99158000,46775000,128694000,24484000,6629000,16461000,39484000,168178000,229174000,76227000,305043000,305043000,473221000,4415000,8027000,8507000,8220000,29169000,-3923000,-1878000,-5801000,311000,311000,-14440713.5877586,-9689000,13679000,13679000,13679000,17075000,1.5e+07,22790000,0.57722,0.06835,0.03335,0.01447,0.00933,5.16195,1.14071,0.55133,0.0317,0.07082,0.07096,2.12353,4.89306,0.36556,0.01281,0.06615,-1.32785,-2.50586
"29","2017_Q2",15.1973015873016,"Up",130922000,-59169000,71753000,-65013000,-42977000,-19989000,-2047000,6740000,-690000,-668000,-22000,6050000,6050000,-2154000,3896000,3896000,3896000,3896000,23337000,23337000,81605000,81605000,26501000,18283000,2303000,5915000,131543000,27832000,330534000,97113000,202272000,12266000,18883000,358366000,489909000,21660000,5007000,16653000,84089000,32618000,105749000,24972000,6386000,17148000,69972000,175721000,234376000,80184000,314188000,314188000,489909000,3896000,8222000,6128000,-4453000,13793000,-2471000,-5248000,-41575000,3970000,3970000,-19525000,14445000,-13337000,-13337000,-13337000,14962000,4.5e+07,10192000,0.54806,0.05148,0.02976,0.0124,0.00795,2.61602,1.24392,0.55929,0.09185,0.0622,0.06219,2.0902,5.01609,0.16272,0.01014,0.02653,1.44787,3.21409
"30","2017_Q3",16.1430158730159,"Up",132607000,-58755000,73852000,-62516000,-40977000,-19527000,-2012000,11336000,-813000,-828000,15000,10523000,10523000,-2493000,8030000,8030000,8030000,8030000,26553000,26553000,81712000,81712000,24728000,15369000,2871000,6488000,133140000,27681000,353239000,107770000,216530000,10289000,18650000,380920000,514060000,24415000,6813000,17602000,84198000,31913000,108613000,24944000,6438000,17315000,79944000,188557000,237747000,88213000,325503000,325503000,514060000,8030000,8419000,6426000,1426000,24301000,-2952000,-4376000,-32364000,350000.000000001,350000,-70000,10280000,2217000,2217000,2217000,19755000,5.5e+07,20722000,0.55692,0.08549,0.06055,0.02467,0.01562,2.58057,1.22582,0.57928,0.10699,0.12643,0.1264,2.08787,5.12498,0.32626,0.01981,0.05111,1.43999,2.50944
