"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",14.3509375,"Up",116246000,-37653000,78593000,-65642000,-46066000,-19576000,12951000,-933000,118000,-1890000,839000,12018000,12018000,-2949000,9069000,9069000,9069000,9069000,180855000,123731000,70513000,70513000,20761000,5735000,272129000,126687000,20451000,1618000,156434000,428563000,36348000,2233000,34115000,104608000,104608000,140956000,46218000,16482000,46218000,187174000,137971000,102276000,1142000,241389000,241389000,428563000,9069000,4727000,5894000,46356000,66046000,-12029000,-13224000,-1990323.93736732,-3241000,-3512000,-4127000,48695000,48695000,-2489000,46206000,17678000,0,0.67609,0.11141,0.07802,0.03757,0.02116,1.9306,0.7754,0,0.1195,0.1169,1.53169,3.18061,0.0262405677725174,0.03153,1.24420370939743,-10.23051,-13.96456
"12","2013_Q3",17.80546875,"Up",117315000,-37878000,79437000,-72384000,-52623000,-19761000,7053000,-396000,135000,-437000,-94000,6657000,6657000,-1954000,4703000,4703000,4703000,4703000,173811000,103845000,94527000,94527000,24082000,6204000,292420000,124337000,20451000,1712000,153599000,446019000,51558000,2911000,48647000,98702000,98702000,150260000,51407000,17164000,51407000,201667000,137969000,105840000,543000,244352000,244352000,446019000,4703000,4692000,3405000,-14566000,-1766000,-12121000,-12898000,-1142000,-3233000,-3763000,-4551000,-19215000,-19215000,-671000,-19886000,11745000,2.64697796016969e-23,0.67713,0.06012,0.04009,0.01925,0.01054,1.94609,0.82531,-1.23259516440783e-32,0.06196,0.06068,1.54569,3.21948,0.01505,0.01976,0.242819999999999,-14.79872,-24.64356
"13","2013_Q4",21.353125,"Up",122011000,-38098000,83913000,-69579000,-49793000,-19786000,14334000,-379000,123000,661000,-1163000,13955000,13410000,-4700000,8710000,8710000,8710000,8710000,188445000,108827000,90583000,90583000,21280000,6929000,300308000,121711000,20451000,1657000,150688000,450996000,55013000,2347000,52666000,91758000,91758000,146771000,49168000,17466000,49168000,195939000,138651000,113410000,2996000,255057000,255057000,450996000,8710000,4754000,1609000,4082000,19155000,-11366000,-13552000,-1139000,-1734000,-1903000,-3264000,2339000,2339000,2643000,4982000,19088000,0,0.68775,0.11748,0.07139,0.03415,0.01931,2.0461,0.76822,0,0.11474,0.11144,1.60735,3.36008,0.01501,0.03237,0.13077,-9.87243,-13.14671
"14","2014_Q1",21.0383606557377,"Down",153382000,-43777000,109605000,-82809000,-62206000,-20603000,26796000,4000,148000,73000,-217000,26800000,24308000,-8747000,15561000,15561000,15561000,15561000,156692000,80231000,165641000,165641000,25876000,9148000,348209000,159314000,43469000,2526000,188271000,536480000,79696000,3671000,76025000,110690000,110690000,190386000,74306000,18841000,74306000,264692000,140329000,127826000,3633000,271788000,271788000,536480000,15561000,5862000,-6443000,-17712000,-2732000,2682000,-24323000,-1140000,-2028000,-3268000,-2625000,-29680000,-29680000,1084000,-28596000,32658000,-2.11758236813575e-22,0.71459,0.1747,0.10145,0.05725,0.02901,1.82896,0.97389,-1.97215226305253e-31,0.20452,0.19782,2.01596,3.57221,0.01498,0.04826,0.07326,-4.79797,-5.84759
"15","2014_Q2",18.6620634920635,"Down",140464000,-45913000,94551000,-79718000,-55109000,-24609000,14833000,-86000,124000,322000,-532000,14747000,14541000,-4776000,9765000,9765000,9765000,9765000,220964000,144330000,108651000,108651000,24464000,8537000,354079000,153794000,36869000,3169000,181632000,535711000,53942000,4799000,49143000,134077000,134077000,188019000,68851000,18024000,68851000,256870000,138346000,136446000,4049000,278841000,278841000,535711000,9765000,5846000,2268000,54979000,72858000,-609000,-2630000,-1145000,-4608000,-4630000,-6587000,63641000,63641000,458000,64099000,20679000,0,0.67313,0.1056,0.06952,0.03502,0.01823,1.88321,0.92121,0,0.12799,0.12414,1.84099,3.65463,0.01501,0.03138,0.11726,-10.68543,-14.89678
"16","2014_Q3",21.0925,"Up",142985000,-46691000,96294000,-93915000,-66592000,-27323000,2379000,165000,163000,-3999.99999999988,6000,2544000,2387000,-883000,1504000,1504000,1504000,1504000,216213000,127111000,114642000,114642000,32724000,8982000,363579000,154785000,40463000,2998000,182008000,545587000,80833000,6827000,74006000,120501000,120501000,201334000,63697000,17693000,63697000,265031000,139961000,135658000,4937000,280556000,280556000,545587000,1504000,5566000,2937000,-8930000,1077000,-12942000,-15378000,-1145000,-3513000,-3829000,-4700000,-19001000,-19001000,1782000,-17219000,7945000,-3.3881317890172e-21,0.67346,0.01664,0.01052,0.00536,0.00276,1.80585,0.94466,3.15544362088405e-30,0.01967,0.01917,1.86977,3.66874,0.01497,0.00769,0.7613,-27.21372,-90.88398
"17","2014_Q4",20.0375,"Down",137631000,-46382000,91249000,-86006000,-57448000,-28558000,5243000,-2645000,181000,-2845000,19000,2598000,2352000,-470000,1882000,1882000,1882000,1882000,228571000,136545000,103439000,103439000,34373000,10096000,366383000,153900000,45009000,2882000,182781000,549164000,83561000,8060000,75501000,128259000,128259000,211820000,59069000,17473000,59069000,270889000,141228000,135246000,1801000,278275000,278275000,549164000,1882000,5755000,6383000,10312000,24332000,-525000,-4477000,-2291000,-3516000,-3807000,-6116000,13739000,13739000,-4305000,9434000,10998000,0,0.663,0.03809,0.01367,0.00676,0.00343,1.72969,0.97346,0,0.02471,0.02398,1.80699,3.65353,0.03008,0.01237,1.21732,-20.78296,-43.59546
"18","2015_Q1",20.2424590163934,"Up",168924000,-46108000,122816000,-93052000,-64951000,-28101000,29764000,-979000,215000,-1242000,48000,28785000,28714000,-8610000,20104000,20104000,20104000,20104000,211216000,114585000,154844000,154844000,27020000,9544000,393080000,164565000,46860000,2783000,194721000,587801000,94960000,4752000,90208000,134672000,134672000,229632000,63464000,17709000,63464000,293096000,142259000,153058000,-612000,294705000,294705000,587801000,20104000,6185000,-1341000,-19939000,5009000,-8200000,-15172000,-2293000,-2780000,-3152000,-10016000,-20179000,-20179000,-1781000,-21960000,35949000,0,0.72705,0.1762,0.11901,0.06822,0.0342,1.71178,0.99454,-5.04870979341448e-29,0.26324,0.256,2.21186,3.85881,0.03002,0.06253,0.11406,-5.87543,-7.09636
"19","2015_Q2",21.6804761904762,"Up",153918000,-50059000,103859000,-91924000,-62080000,-29844000,11935000,-2649000,313000,-2962000,133425.565233858,9286000,9260000,-3325000,5935000,5935000,5935000,5935000,225357000,127480000,150902000,150902000,31850000,13277000,408109000,161559000,46777000,3087000,192694000,600803000,72186000,6408000,65778000,170476000,170476000,242662000,60324000,1.7e+07,60324000,302986000,144742000,156692000,-3617000,297817000,297817000,600803000,5935000,5624000,8567000,7395000,27521000,-1571000,-5381000,-2294000,-2281000,-2427000,-6337000,15803000,15803000,-2908000,12895000,17559000,0,0.67477,0.07754,0.03856,0.01993,0.00988,1.6818,1.01736,0,0.07768,0.07552,2.01461,3.89808,0.03003,0.02298,0.38652,-12.83427,-18.88203
"20","2015_Q3",24.3128125,"Up",162019000,-54781000,107238000,-101975000,-70603000,-31372000,5263000,-749000,216000,-968000,3000.00000000003,4514000,4501000,-1397000,3104000,3104000,3104000,3104000,226932000,120864000,135585000,135585000,33913000,12536000,396430000,160082000,46882000,3016000,193937000,590367000,85905000,8330000,77575000,143001000,143001000,228906000,57884000,16751000,57884000,286790000,148023000,157495000,-1941000,303577000,303577000,590367000,3104000,5634000,7022000,-3882000,11878000,-8813000,-12831000,-2300000,-4207000,-4648000,-6897000,-7849999.99999999,-7849999.99999999,1234000,-6616000,10897000,0,0.66189,0.03248,0.01916,0.01022,0.00526,1.73185,0.9447,8.07793566946316e-28,0.04051,0.03932,2.11439,3.96175,0.03002,0.01495,0.74098,-20.82518,-43.11837
"21","2015_Q4",27.2521875,"Up",162403000,-55441000,106962000,-96251000,-63219000,-33032000,10711000,-465000,278000,-412000,-331000,10246000,10246000,-3921000,6325000,6325000,6325000,6325000,224016000,97278000,129252000,129252000,39901000,12310000,393169000,158941000,46816000,3715000,190771000,583940000,90052000,7617000,82435000,134075000,134075000,224127000,54767000,16348000,54767000,278894000,146231000,161522000,-2707000,305046000,305046000,583940000,6325000,6312000,5337000,-2445000,15529000,-20731000,-24524000,-2302000,-9790000,-9925000,-12428000,-21423000,-21423000,-2163000,-23586000,17023000,0,0.65862,0.06595,0.03895,0.02073,0.01083,1.75422,0.91427,0,0.08264,0.07989,2.12194,3.98571,0.03008,0.02398,0.36395,-13.15961,-20.91457
"22","2016_Q1",23.6416393442623,"Down",204355000,-53165000,151190000,-114349000,-82223000,-32126000,36841000,-293000,249000,174000,-716000,36548000,36498000,-15540000,20958000,20958000,20958000,20958000,219078000,93026000,211846000,211846000,15561000,10791000,446485000,149954000,46776000,4030000,181273000,627758000,111315000,12675000,98640000,155873000,155873000,267188000,37711000,16288000,37711000,304899000,146183000,180183000,-3507000,322859000,322859000,627758000,20958000,5523000,14257000,-27863000,12875000,-646000,-1716000,-2298000,-5411000,-5825000,-14997000,-3838000,-3838000,-414000,-4252000,42364000,1.38777878078145e-17,0.73984,0.18028,0.10256,0.06491,0.03339,1.67105,0.94437,0,0.27409,0.26378,2.67253,4.22231,0.03005,0.0645,0.10965,-5.17132,-5.94658
"23","2016_Q2",25.989375,"Up",178858000,-56510000,122348000,-107046000,-72126000,-34920000,15302000,-632000,290000,1376000,-2298000,14670000,13493000,-3093000,10400000,10400000,10400000,10400000,193913000,92180000,202399000,202399000,40511000,23199000,436823000,133419000,46724000,3728000,169359000,606182000,90512000,11978000,78534000,158181000,158181000,248693000,34985000,15879000,34985000,283678000,138839000,186893000,-3228000,322504000,322504000,606182000,10400000,5466000,10921000,-16747000,10040000,13876000,9370000,-2297000,-17525000,-17569000,-19822000,-412000,-412000,-434000,-846000,20768000,0,0.68405,0.08555,0.05815,0.03225,0.01716,1.75647,0.87961,0,0.13617,0.13126,2.34184,4.22264,0.03008,0.03552,0.22087,-9.33711,-12.6724
"24","2016_Q3",26.7690625,"Up",188996000,-60100000,128896000,-120884000,-85310000,-35574000,8012000,-862000,188000,306000,-1356000,7150000,5498000,-962000.000000002,4536000,4536000,4536000,4536000,137569000,64261000,198893000,198893000,48004000,22161000,384466000,181153000,74385000,3647000,218889000,603355000,98518000,11196000,87322000,144522000,144522000,243040000,35521000,16411000,35521000,278561000,140941000,188249000,-4396000,324794000,324794000,603355000,4536000,6209000,10599000,-19815000,1529000,38804000,-17300000,-2295000,-1700000,-1656000,-11844000,-27615000,-27615000,-304000,-27919000,14221000,1.11022302462516e-16,0.682,0.04239,0.024,0.01397,0.00752,1.5819,0.85765,-1.03397576569128e-25,0.05943,0.05711,2.4764,4.25574,0.03007,0.01896,0.50595,-9.67365,-17.17037
"25","2016_Q4",33.0150793650794,"Up",182802000,-60437000,122365000,-116793000,-78757000,-38036000,5572000,17000,172000,1082000,-1237000,5589000,5515000,-2214000,3301000,3301000,3301000,3301000,129730000,66383000,208562000,208562000,40367000,14319000,378659000,178993000,73871000,3755000,218336000,596995000,97264000,8824000,88440000,140458000,140458000,237722000,31853000,16372000,31853000,269575000,143783000,188376000,-4739000,327420000,327420000,596995000,3301000,6221000,3662000,-4197000,8987000,8827000,5071000,-2291000,-6525000,-6525000,-11365000,2693000,2693000,-571000,2122000,11793000,0,0.66939,0.03048,0.01806,0.01008,0.00553,1.59286,0.82333,0,0.04328,0.0415,2.39662,4.29263,0.03004,0.01556,0.69403,-11.00059,-23.28248
"26","2017_Q1",40.0748387096774,"Up",199610000,-62209000,137401000,-125625000,-88607000,-37018000,11776000,-1080000,126000,-517000,-689000,10696000,10696000,-1947000,8749000,8749000,8749000,8749000,133761000,70594000,265028000,265028000,26343000,12188000,425132000,191243000,73164000,3990000,229524000,654656000,111825000,14414000,97411000,175647000,175647000,287472000,31295000,16043000,31295000,318767000,144669000,198315000,-7095000,335889000,335889000,654656000,8749000,6241000,8062000,-3734000,19318000,-478000,-4313000,-2291000,-609000.000000001,-1498000,-8685000,6320000,6320000,-2109000,4211000,18017000,0,0.68835,0.059,0.04383,0.02605,0.01336,1.47886,0.94902,-1.65436122510606e-24,0.11451,0.10838,2.61259,4.39628,0.02999,0.03007,0.26186,-7.42415,-11.35878
"27","2017_Q2",52.224126984127,"Up",223247000,-68090000,155157000,-123919000,-83623000,-40296000,31238000,562000,165000,676000,-279000,31800000,31800000,-4779000,27021000,27021000,27021000,27021000,147786000,83838000,263310000,263310000,30479000,19652000,441575000,188117000,72828000,4445000,228064000,669639000,92740000,14237000,78503000,186824000,186824000,279564000,29998000,15733000,29998000,309562000,143243000,223021000,-6187000,360077000,360077000,669639000,27021000,6088000,12180000,-12845000,32444000,-1022000,-3727000,-2298000,-13696000,-13764000,-15994000,12723000,12723000,521000,13244000,37326000,0,0.695,0.13993,0.12104,0.07504,0.04035,1.57951,0.85971,0,0.35201,0.33003,2.90834,4.69088,0.02994,0.07516,0.08504,-3.95933,-4.73097
"28","2017_Q3",57.2788888888889,"Up",219658000,-67875000,151783000,-126061000,-86299000,-39762000,25722000,-1365000,242000,-2173000,566000,24357000,24357000,5287000,29644000,29644000,29644000,29644000,180040000,121626000,217020000,217020000,40586000,18505000,437646000,186445000,72890000,4615000,225326000,662972000,96024000,13500000,82524000,169926000,169926000,265950000,28387000,15518000,28387000,294337000,140864000,232100000,-4329000,368635000,368635000,662972000,29644000,6268000,19442000,-2029000,53325000,5190000,2568000,-2315000,-16551000,-16483000,-18866000,37027000,37027000,761000,37788000,31990000,0,0.691,0.1171,0.13496,0.08042,0.04471,1.6456,0.79845,-2.64697796016969e-23,0.38341,0.35738,2.84101,4.76784,0.02994,0.0805,0.0780899999999999,-5.62801,-6.99946
"29","2017_Q4",53.1588888888889,"Down",190957000,-69731000,121226000,-123527000,-82496000,-41031000,-2301000,-4912000,140000,-5052000,0,-7213000,-7213000,8501000,1288000,1288000,1288000,1288000,194380000,130568000,191161000,191161000,52543000,17679000,438084000,187137000,72941000,5982000,226986000,665070000,106085000,12535000,93550000,160931000,160931000,267016000,26353000,15449000,26353000,293369000,147506000,227953000,-3758000,371701000,371701000,665070000,1288000,6347000,21103000,-581000,28157000,-6731000,-10807000,-2328000,-6852000,-6852000,-9180000,8170000,8170000,772000,8942000,4046000,0,0.63483,-0.01205,0.00674,0.00347,0.00194,1.64067,0.78926,0,0.01658,0.01546,2.45775,4.78404,0.02996,0.00908,1.80745,-48.04251,84.47631
"30","2018_Q1",53.5503278688525,"Up",206720000,-73977000,132743000,-148742000,-106945000,-41797000,-15999000,4155000,184000,5649000,-1678000,-11844000,-11844000,-13175000,-25019000,-25019000,-25019000,-25019000,223748000,162279000,222735000,222735000,200033000,200033000,646516000,365051000,72952000,292099000,365051000,1011567000,128918000,17370000,111548000,166297000,166297000,295215000,62115000,23652000,62115000,357330000,152878000,508051000,-6692000,654237000,654237000,1011567000,-25019000,6010000,15281000,48037000,44309000,1842000,-2793000,-2336000,32764000,32764000,-10189000,31327000,31327000,384000,31711000,-9989000,4.54747350886464e-13,0.64214,-0.07739,-0.12103,-0.03824,-0.02473,2.18998,0.54618,0,-0.32096,-0.30079,2.65196,8.39303,0.02997,-0.03166,-0.09337,22.39944,13.98512
"31","2018_Q2",60.79140625,"Up",235182000,-75614000,159568000,-151632000,-104847000,-46785000,7936000,42000,764000,-1085000,363000,7978000,7978000,4222000,12200000,12200000,12200000,12200000,254837000,165790000,164981000,164981000,204349000,204349000,624167000,381788000,73017000,308771000,381788000,1005955000,104546000,12175000,92371000,175586000,175586000,280132000,63700000,23768000,63700000,343832000,146747000,517893000,-2517000,662123000,662123000,1005955000,12200000,6145000,17719000,19591000,55655000,-29209000,-31278000,-2344000,-20708000,-20708000,-23052000,1325000,1325000,2186000,3511000,14081000,0,0.67849,0.03374,0.05187,0.01843,0.01213,2.22812,0.51929,0,0.15594,0.14681,3.00606,8.46315,0.02996,0.02004,0.19213,-18.09793,-32.11152
"32","2018_Q3",60.0249206349206,"Down",196779000,-73817000,122962000,-146125000,-104153000,-41972000,-23163000,1873000,629000,1244000,0,-21290000,-21290000,10881000,-10409000,-10409000,-10409000,-10409000,243583000,144291000,141384000,141384000,215218000,215218000,600185000,372855000,72911000,299944000,372855000,973040000,107984000,14411000,93573000,163525000,163525000,271509000,62359000,24151000,62359000,333868000,142187000,506769000,-9784000,639172000,639172000,973040000,-10409000,6329000,13290000,10567000,19777000,-10640000,-15091000,-2358000,-20415000,-20415000,-22773000,-18087000,-18087000,-3412000,-21499000,-16834000,-7.27595761418343e-12,0.62487,-0.11771,-0.0529,-0.01629,-0.0107,2.21055,0.52234,3.3881317890172e-21,-0.13237,-0.12482,2.5024,8.12824,0.02999,-0.01148,-0.22653,14.4697,10.51604
