"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","deferred_tax_assets_long_term","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",90.5703225806452,"Down",8131000,-1316000,-830000,-126000,-360000,2234000,604000,604000,-4000,2838000,-17000,225000,208000,208000,208000,208000,2999000,2999000.00001526,100190000,100190000,37999.9999998808,3044000,243999.999998093,106271000.000488,9355000.00003052,17376000.000061,-8020999.99996948,2030000.00006104,2029999.99999237,11385000.0001221,117656000.000488,5029000,2089000.00000381,2940000.00001526,5028999.99993896,28640000.0001221,28640000.0001221,33668999.9997559,1768999.99999619,52307999.9998779,83987000,83987000,117656000.000488,-3749996042000,-244999629000,-210997999000,105000052000,-4100993618000,299999648000,1280993559000,-2820000059000,-2820000059000,-2820000059000,-244997395000,0,160002080000,0.27475,0.02558,0.00247999999555759,0.00176999999530381,769240.76923,21.13164,0.40088,0,0.15064,0.15064,5.88885,60.8272600003466,115880.89337,0.00185000000419677,1420.63697,9.99999997475243e-06,-1.34244000000001
"12","2013_Q1",100.961,"Up",-8065984177000,2046980465000,1146982615000,125999742000,773998108000,-2183995812000,-582998863000,-582998963000,-65999996000,-2766994675000,-2773994668000,729998295000,-2043996373000,-2043996373000,-2043996373000,-2043996373000,985000,985000,107865000,107865000,43000,1237000,241000,110130000,9243000,17154000,-7911000,1591000,1591000,10834000,120964000,4939000,2201000,2738000,8588000,25151000,25151000,33739000,1769000,53891000,87225000,87225000,120964000,1583000.00097656,132000.000061035,588999.999938965,-1727000,576999.999023438,-20000,-2590999.99951172,-2014000,-2014000,-2014000,-2183995680000,0,-2913995722000,0.27077,0.25341,-23433.60703,-16897.55938,1.42564,12.82371,0.3868,0,-1480356.54132,-1480356.54132,-5841758.13437,63.17237,-2110450.23632,-18188.90486,-25930.76566,0,0
"13","2013_Q2",108.2965625,"Up",7693000,-2443000,-1419000,-289000,-735000,701000,563000,559000,-8000,1264000,1264000,-430000,834000,834000,834000,834000,4387999.99975586,4388000.00024414,119178000,119178000,47000.0000019073,611999.999938965,373000.000015259,124225000.003906,9321000.00048828,17489000,-8168000,24909000,1545000.00006104,34230000,158455000.007812,6266000.00024414,2235000,4030999.99987793,9834000,53364000.0019531,53364000.0019531,63198000.0019531,1769000.00006104,54726000,95257000,95257000,158455000.007812,834000,289000,213000,-788000,548000,-67000,-11145000,3403000,3403000,3403000,990000,0,565000,0.09112,0.10841,0.00876000000062049,0.00525999999808846,0.677460000004955,12.63219,0.66345,0,0.60402,0.60402,5.57163,68.9895199967575,0.409200000111014,0.00561000000016065,0.00379999999859137,-4.43231999999989,-6.25963000000013
"14","2013_Q3",133.46671875,"Up",9.753e+09,-3.188e+09,-1.823e+09,-6.2e+08,-7.45e+08,1137000000.00024,524000000.000122,507999999.999878,-3.1e+07,1.661e+09,1.661e+09,-5.1e+08,1.151e+09,1.151e+09,1.151e+09,1.151e+09,4.793e+12,4.793e+12,1.26033e+14,1.26033e+14,4e+10,1.314e+12,4.92e+11,1.3218e+14,9.267e+12,1.7555e+13,-8.288e+12,2.4302e+13,1.414e+12,3.3569e+13,1.65749e+14,5.862e+12,1.861e+12,4.001e+12,1.7619e+13,4.8005e+13,4.8005e+13,6.5624e+13,1.769e+12,5.5876e+13,1.00125e+14,1.00125e+14,1.65749e+14,1984166000,908710999.99997,191787000,-2043212000.00003,1041452000.00012,-155933000,-11222854999.9998,3804596999.99976,3804596999.99976,3804596999.99976,2045711000,0,356566000,0.11658,0.11801,1e-05,1e-05,0.30979,7.50213,0.65542,0,833.607339999669,833.607339999669,7063.57287999974,72515147.60861,258.24156,1e-05,0,-2342.95069,-4215.47933
"15","2013_Q4",148.59828125,"Up",9204000,-3204000,-1807000,-635000,-762000,446000,715000,699000,-27000,1161000,1161000,-335000,826000,826000,826000,826000,6283000,6283000,133234000.015625,133234000.015625,47000,1497000,545000,141061000,9211000.00195312,17552000,-8341000.00097656,23479000,1068000,32690000,173751000,5882000,1665000,4217000.00097656,17036000,50876999.9921875,50876999.9921875,67913000,1769000.00024414,56701999.9921875,105837999.984375,105837999.984375,173751000,-1982189000,-907456000,-191358000,2041637000,-1039366000,155742000.000015,11222664000,-3802702000,-3802702000,-3802702000,-907010000,0,1290704000,0.04846,0.08974,0.0077999999996589,0.00474999999940133,1562.59563999999,8.28017,0.64167,0,0.59823,0.59823,6.66596,76.6527700126171,934.787429999798,0.00526999999990745,8.23600000000079,0.0069300000000112,-14.0874400000002
"16","2014_Q1",166.855245901639,"Up",37666230103000,-33883806353000,-28358173774000,-2440379076000,-3085253503000,3787861853000,2497474722000,2443490742000,-96968965000,6285336575000,4567336575000,-789489235000,3777847340000,3777847340000,3777847340000,3777847340000,148332000,11338000,6314000,6314000,56000,2263000,1958000,156965000,9230000,17573000,-8343000,36868000,858000,46098000,203063000,8675000,4259000,4416000,55445000,34271000,34271000,89716000,1769000,57670000,113347000,113347000,203063000,3778997189000,2440998456000,1223999358000,-1771997637000,5671997366000,-279999742000,-24811988664000,10352994702000,10352994702000,10352994702000,6228860309000,0,4966352165000,0.10056,0.1003,33329.92792,18604.31167,1.3146,2.831,0.79152,0,2736091.4607,2736091.4607,27279622.82925,82.09113,3596861.52631,25592.0507,33643.26955,-2e-05,-4e-05
"17","2014_Q2",178.6,"Up",9951000,-11220000,-2571000,-1364000,-7285000,-1269000,619000,-61000,-61000,-650000,-650000,10000,-640000,-640000,-640000,-640000,160863000,10116000,6255000,6255000,31999.9999990463,1701999.99996948,1650000,168852000,9151999.99975586,17549000,-8397000.00048828,35917000.0009766,1101999.99996948,45069000.0009766,213920999.992188,6819000.00024414,3719000,3099999.99987793,47214000,45801000.0019531,45801000.0019531,93015000,1769000,57030000.0039062,120906000,120906000,213920999.992188,-640000,1364000,-281000,-1574000,-1131000,-91000,-91000,-1222000,-1222000,-1222000,95000,0,-1580000,-0.12752,-0.06432,-0.00528999999369262,-0.0029900000008638,2.46875000007488,3.57631,0.76932,0,-0.46352,-0.46352,7.20697,87.5657099992234,-1.14431000081822,-0.00384000000121887,-0.00948000000062166,-1693.29474,126.763590000001
"18","2014_Q3",185.5284375,"Up",1.0828e+13,-1.1346e+13,-2.802e+12,-1.385e+12,-7.159e+12,-5.18e+11,5.91e+11,-5.6e+10,-5.6e+10,73000000000.001,72999999999.9995,-2e+10,52999999999.9995,52999999999.9995,52999999999.9995,52999999999.9995,1.1274e+10,1.1274e+10,1.74367e+11,1.74367e+11,3.8e+07,1.547e+09,1.531e+09,1.87226e+11,9.109e+09,1.7667e+10,-8.558e+09,3.4839e+10,1.248e+09,4.3948e+10,2.31174e+11,7.314e+09,4.193e+09,3.042e+09,4.8122e+10,5.1426e+10,5.1426e+10,9.9548e+10,1.769e+09,5.7083e+10,1.31626e+11,1.31626e+11,2.31174e+11,-586999360000,2748998636000,-376999719000,-1639998426000,145001131000,-208999909000,-208999909000.004,-63998778000,-63998778000,-63998778000,2230998636000,0,402000301000,-0.04784,0.00488999999999998,0.40266,0.22926,7.58491,3.89065,0.75629,0,38385.0469199999,38385.0469199999,7842137.51117,95329.62616,291147.17769,0.28954,2.1961,-0.00505,0.02176
"19","2014_Q4",202.09671875,"Up",11146000,-11410000,-9203000,-1385000,-822000,-264000,277000,769000,-56000,13000,13000,25000,38000,38000,38000,38000,14750000.0004883,14750000.0004883,173673000.007812,173673000.007812,48000,3092999.99987793,1335999.99993896,191563999.992188,9142000.00048828,17857999.9990234,-8716000,34244000.0019531,1877000.00012207,43385999.9980469,234950000,7473000.00048828,4406000,3066999.99987793,48522999.9960938,52649000,52649000,101172000.003906,1768999.99993896,59924000.0039062,133778000,133778000,234950000,586999451000,-2748995866000,376998042000,1640002188000,-144996185000,208999597000,208999597000,64003412000,64003412000,64003412000,-2748996130000,0,-899994370000,-0.02369,0.00341,0.000280000000461023,0.000160000000438004,-23684062.36842,3.9479,0.75627,0,0.02752,0.02752,8.07245,96.8881999929581,-651817.47403,0.000200000000643796,-4827.5967,9.99999995765413e-06,55.8712100000088
"20","2015_Q1",197.21737704918,"Down",-10827977674000,11345977017000,2801976170000,1384997233000,7159003614000,517999343000,-590998565000,56002063000,55999887000,-72999222000,-72999221999.9999,20000455000,-52998767000.0001,-52998767000.0001,-52998767000.0001,-52998767000.0001,1.541e+13,1.541e+13,1.82242e+14,1.82242e+14,5.1e+10,3.034e+12,9.83e+11,2.00737e+14,9.015e+12,1.7567e+13,-8.552e+12,3.4125e+13,2.981e+12,4.314e+13,2.43877e+14,7.462e+12,4.344e+12,3.118e+12,5.6263e+13,5.1243e+13,5.1243e+13,1.07506e+14,1.769e+12,5.8301e+13,1.36371e+14,1.36371e+14,2.43877e+14,1180000,1382000,-84000.0001220703,-1786000,692000,-32000,-32000,660000,660000,660000,518000725000,0,497998452000,-0.04784,0.00489,-0.00039,-0.00022,-9.39642,3.56783,0.78833,0,-38384.15393,-38384.15393,-7842121.34165,98766174.22756,360673.47072,-0.00028,0.00265,-29.74899,-29.74907
"21","2015_Q2",201.576666666667,"Up",1.1323e+10,-1.1684e+10,-9.477e+09,-1.36e+09,-8.47e+08,-3.61e+08,7.69e+08,7.71e+08,-5.7e+07,4.08e+08,4.08e+08,2.5e+07,4.33e+08,4.33e+08,4.33e+08,4.33e+08,182997999.996094,8659999.99609375,7831999.96875,7831999.96875,55000.0000076294,1611999.99951172,918000,192497000.03125,8946999.99804688,17568000,-8621000.00097656,33381999.9882812,3462000,42329000,234825999.96875,6202999.99804688,3320999.99951172,2882000.00048828,53103999.984375,48560000.0078125,48560000.0078125,101663999.984375,1769000,58734000.0078125,133161999.984375,133161999.984375,234825999.96875,4.33e+08,1.36e+09,-3.56e+08,-1.185e+09,2.52e+08,-6.9e+07,-7.002e+09,-6.75e+09,-6.75e+09,-6.75e+09,9.99e+08,0,-2.8e+08,-0.03188,0.03824,3.25168,1.84392000000004,-0.646649995697738,3.62491,0.76346,0,313.59859,313.59859,8200.63936,96.4420700222254,-202.788929999922,2.38275999999994,-1.54082000000052,-0.183180000000398,0.506920000907332
"22","2015_Q3",199.14984375,"Down",11392000,-12358000,-3385000,-1367000.00024414,-7606000,-966000.000061035,795000,-55000,-55000,-171000,-170999.999992371,675000,504000.000003815,504000.000003815,504000.000003815,504000.000003815,1.1855e+13,1.1855e+13,1.79428e+14,1.79428e+14,3.8e+10,1.712e+12,8.44e+11,1.93033e+14,9.122e+12,1.7755e+13,-8.633e+12,3.244e+13,3.744e+12,4.1562e+13,2.34595e+14,7.66e+12,4.367e+12,3.293e+12,5.4218e+13,4.7513e+13,4.7513e+13,1.01731e+14,1.769e+12,5.9238e+13,1.32864e+14,1.32864e+14,2.34595e+14,-432063000,-1357273000,355132000,1185968000.00006,-248235999.999992,68614000,6994681000,6746445000.00001,6746445000.00001,6746445000.00001,-1358239000,0,-104332000,-0.0848,0.04424,0,0,-207.00794,3.56031,0.76568,0,0.365019999999674,0.365019999999674,8.25061000007372,96226242.91506,-75.56205,0,0,8728.21352,12272256.72878
"23","2015_Q4",203.008125,"Up",10494000,-11639000,-9446000,-1366000,-827000,-1145000,1118000,1121000,-56000,-27000,-27000,60000,33000,33000,33000,33000,12573000,12573000,188291000,188291000,63000.0000076294,2111000.00048828,699000,203038000,9026999.99804688,17801999.9960938,-8774999.99804688,31135000,3663000,40162000.015625,243200000,7916999.99804688,4114000,3803000,54232000,50794000.0078125,50794000.0078125,105026000.03125,1768999.99951172,59271000.03125,138174000.03125,138174000.03125,243200000,33000,1366000,127000,-761000,765000,-46999.9999980927,-47000,718000,718000,718000,221000,0,-647000,-0.10911,0.00314,0.000239999999990914,0.000140000000001805,-19.6060600002134,3.74388,0.7601,0,0.0239,0.0239,7.60024,100.07198998332,-0.468589999996311,0.00017000000000067,-0.00341999999994869,-56.8914000000022,10.9807899966836
"24","2016_Q1",190.599672131148,"Down",-11300908000,11660507000,9452714000,1357202000,850591000,359599000.000004,-767339000.000004,-768461000,56887000,-407740000,-408112000,-24615000,-432727000,-432727000,-432727000,-432727000,15617000,15617000,171714000,171714000,48000,1449000,684000,188828000,8957000,17292000,-8335000,30411000,4021000,39368000,228196000,7131000,4212000,2919000,95374000,4222000,4222000,99596000,1769000,59111000,128600000,128600000,228196000,-159999.999998093,1438000,-172999.999999046,2121000,3226000,-132000,-182000,3044000,3044000,3044000,361037000,0,387641000,-0.03182,0.03829,-3.36491,-1.8963,-0.89581,1.97987,0.77446,0,-313.40087,-313.40087,-8184.63932000002,93.13806,280.74751,-3.25795,2.9185,-0.04326,-0.04343
"25","2016_Q2",202.25484375,"Up",10815000,-11777000,-9498000,-1415000,-864000,-962000,827000,835000,-68000,-135000,-135000,185000,50000,50000,50000,50000,8.883e+09,8882999999.99951,184211999999.992,184211999999.992,5e+07,1423000000.00006,7.33e+08,194567999999.992,1.2342e+10,20815000000.0005,-8.473e+09,3.1586e+10,6.455e+09,43927999999.998,238496000000.008,5236999999.99976,2576000000.00012,2.661e+09,6.8258e+10,3.5661e+10,3.5661e+10,1.03919e+11,1769000000.00006,5.9161e+10,1.34577e+11,1.34577e+11,238496000000.008,50000,1415000,-166000,-2914000,-1615000,-3541000,-7379000,-6734000,-6734000,-6734000,453000,0,-6186999.99999809,-0.08895,0.00462,0,-2.22044604925031e-16,-123.740000000003,2.85048,0.77219,0,0.03621,0.03621,7.83272,97466.8766000012,-4.48090999999948,0,-4.0000000000262e-05,-19609.27152,9233.88773000062
"26","2016_Q3",226.29953125,"Up",11441999.9999924,-12017999.9999924,-9777000,-1428000,-813000.000003815,-576000,728000.000000477,-94000,-31072195.8896287,152000.00000006,152000.00000006,55000.0000000298,207000,207000,207000,207000,9228000,9228000,168654000,168654000,38000,1016000,664000,178936000,12260000,20901000,-8641000,30766000,6894000,43026000,221962000,5407000,2617000,2790000,91225000,6011000,6011000,97236000,1769000,59368000,124726000,124726000,221962000,207000.000000238,1428000,-332999.99999994,-844000.000000477,458000,-87000,2173000,345000,345000,345000,851999.999999046,0,-134000,-0.05034,0.01809,0.00166,0.00093,-0.64734,1.96148,0.7796,0,0.149919999999969,0.149919999999969,8.28682000000265,90.33233,-0.09705,0.00158,-0.00102,-10.83099,16.02083
"27","2016_Q4",231.64619047619,"Up",10338000,-12120000,-9762000,-1445000,-913000,-1782000,1159000,1169000,-108000.000000119,-623000,-623000,285000,-338000,-338000,-338000,-338000,10362000,10362000.0000305,166980000,166980000,47000,1282000,614000,178671000.000488,12116000.0000305,20805000.000061,-8688999.99998474,29135000,6522000,41250999.9998779,219921999.999512,5640000,2659000.00001526,2981000,91005000.0001221,5751000,5751000,96756000.0002441,1769000,59030000,123166000,123166000,219921999.999512,-338000,1445000,-15000,110000,1202000,-41999.9999998808,-2302000,1134000,1134000,1134000,-337000,0,-554000.000000477,-0.17237,-0.03269,-0.00273999999999996,-0.00154000000000019,1.63905000000021,1.96331,0.78557,0,-0.2448,-0.2448,7.48726,89.2025000002421,-0.401230000000315,-0.00261999999999998,-0.00430000000000017,30.7477700000021,5.81481000001675
"28","2017_Q1",215.978548387097,"Down",41579405000,-48216085000,-38784963000,-5704712000,-3726410000,-6636680000,3659286000,3711090000,-371824000,-2977394000,-2977394000,1934475000,-1042919000,-1042919000,-1042919000,-1042919000,11411000,11411000,171341000,171341000,41000,1690000,8e+05,184483000,12064000,20913000,-8849000,28899000,7546000,40963000,225446000,5227000,2644000,2583000,94353000,5750000,5750000,100103000,1769000,58068000,125343000,125343000,225446000,-1042919000,5704712000,-1639486000,-1798352000,1223955000,-3775330000,-5343492000,-4200745000,-4200745000,-4200745000,-931968000,0,-8440125000,-0.15961,-0.02508,-8.32052,-4.62603,8.09279,1.95524,0.79863,0,-755.33009,-755.33009,30113.72475,90.77919,-6112.72819,-7.95557,-64.38273,0.01224,0.00172
"29","2017_Q2",210.361111111111,"Down",9990000,-12843000,-10471000,-1392000,-980000,-2853000,1072000,-105000,-752016060.444064,-1781000,-1781000,310000,-1471000,-1471000,-1471000,-1471000,4872999.99999809,4873000,202084000,202084000,50000,1040000,795000,208046999.999969,12084000,20974000,-8890000.00000191,28630000.0000076,8501000,40713999.9999924,248761000,4853000,2662000,2191000,104184999.999992,5685000,5685000,109870000,1768999.99999976,56597000.0000076,138891000,138891000,248761000,-1471000,1392000,-918000,-314000,-1311000,-187000,-5200000,-6538000,-6538000,-6538000,-1461000,0,-2271999.99999905,-0.28559,-0.14725,-0.0105900000000005,-0.00591000000000008,1.54453000000009,1.9969,0.79105,0,-1.06537,-1.06537,7.23522,100.591270000018,-1.64548999999988,-0.0101700000000013,-0.0157099999999843,3.33538999999971,1.70802999999958
