"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",41.9790322580645,"Down",6.722e+09,-4.4e+09,2.322e+09,-9.92e+08,-6.66e+08,-3.26e+08,1.33e+09,-2.42e+08,-4.01e+08,3.3e+07,1.26e+08,1.088e+09,-2.46e+08,8.42e+08,-2.48e+08,5.94e+08,5.98e+08,-4e+06,5.94e+08,5.94e+08,2.096e+09,1.761e+09,1.596e+09,1.596e+09,3.041e+09,3.373e+09,3.373e+09,1.0106e+10,6.9031e+10,1.01349e+11,-3.2318e+10,9.26e+09,9.26e+09,1.01902e+11,1.12008e+11,2.987e+09,1.912e+09,4.74e+08,6.01e+08,3.363e+09,2.206e+09,2.206e+09,8.556e+09,3.6109e+10,2.6255e+10,1.0317e+10,1.3396e+10,6.2364e+10,7.092e+10,3.925e+10,1e+06,3.9249e+10,1.995e+09,-3.4e+08,4.0998e+10,9e+07,4.1088e+10,1.12008e+11,5.98e+08,7.88e+08,6.31e+08,2.07e+08,4.24e+08,-4e+07,-1.44e+08,1.43e+08,-1.2e+08,8.1e+07,1.977e+09,-1.593e+09,-1.593e+09,-1.27e+08,7.92e+08,-9.19e+08,1.16e+08,-1.598e+09,3.16e+08,-5.33e+08,8.49e+08,-1.056e+09,1.905e+09,7.9e+07,-1.44e+08,2.35e+08,2.35e+08,2.35e+08,2.118e+09,3.9472e+10,7.33e+08,0.34543,0.19786,0.08837,0.01446,0.0053,1.23401,1.18116,1.72605,0.3524,0.84979,0.84979,9.6166,58.51931,1.04864,4,0.01063,0.00686,17.64684,28.10226
"12","2013_Q1",45.622,"Up",3.983e+09,-2.613e+09,1.37e+09,-8.09e+08,-5.25e+08,-2.84e+08,5.61e+08,-2.45e+08,-3.87e+08,3e+07,1.12e+08,3.16e+08,1.3e+07,3.29e+08,-5.8e+07,2.71e+08,4.37e+08,-2e+06,4.35e+08,4.35e+08,1.757e+09,1.424e+09,1.516e+09,1.516e+09,3.223e+09,3.626e+09,3.626e+09,1.0122e+10,6.8558e+10,1.00527e+11,-3.1969e+10,1.1182e+10,1.1182e+10,1.03734e+11,1.13856e+11,3.351e+09,2.444e+09,4.48e+08,4.59e+08,4.167e+09,2.511e+09,2.511e+09,1.0029e+10,3.6351e+10,2.6442e+10,1.049e+10,1.3432e+10,6.2793e+10,7.2822e+10,3.928e+10,1e+06,3.9279e+10,1.889e+09,-3.06e+08,4.0956e+10,7.8e+07,4.1034e+10,1.13856e+11,4.37e+08,7.87e+08,-1.34e+08,1.47e+08,-2.81e+08,1.75e+08,1.22e+08,-2.36e+08,3.53e+08,-6.4e+07,1.265e+09,-1.656e+09,-1.656e+09,3e+07,2.59e+09,-2.56e+09,-3.5e+08,-2.208e+09,1.16e+09,1.8e+08,9.8e+08,-5.64e+08,1.544e+09,-2e+07,6.06e+08,-3.37e+08,-3.37e+08,-3.37e+08,1.348e+09,4.0518e+10,-7.5e+07,0.34396,0.14085,0.10921,0.0106,0.00382,-0.17241,1.00927,1.77467,0.35587,0.61702,0.61354,5.64965,57.9617,-0.10638,3,0.00904,-0.00069,28.75445,69.09269
"13","2013_Q2",47.58046875,"Up",5.898e+09,-3.682e+09,2.216e+09,-1.003e+09,-6.6e+08,-3.43e+08,1.213e+09,-2.51e+08,-3.67e+08,3.6e+07,8e+07,9.62e+08,2e+06,9.64e+08,-3.3e+08,6.34e+08,6.34e+08,0,6.34e+08,6.34e+08,1.584e+09,1.296e+09,1.503e+09,1.503e+09,3.096e+09,3.366e+09,3.366e+09,9.549e+09,6.8813e+10,1.01314e+11,-3.2501e+10,1.0974e+10,1.0974e+10,1.04117e+11,1.13666e+11,2.888e+09,1.985e+09,4.78e+08,4.25e+08,5.009e+09,2.068e+09,2.068e+09,9.965e+09,3.6339e+10,2.6332e+10,1.0518e+10,1.3434e+10,6.2671e+10,7.2636e+10,3.9264e+10,1e+06,3.9263e+10,1.978e+09,-2.89e+08,4.0953e+10,7.7e+07,4.103e+10,1.13666e+11,6.34e+08,7.62e+08,3.96e+08,3.53e+08,4.3e+07,-7.01e+08,-1.18e+08,1.26e+08,-2.46e+08,-4.63e+08,1.091e+09,-1.375e+09,-1.375e+09,-7.6e+07,1.179e+09,-1.255e+09,-2e+06,-1.465e+09,8.89e+08,6.27e+08,2.62e+08,-7.47e+08,1.009e+09,-1.06e+08,2.46e+08,-1.28e+08,-1.28e+08,-1.28e+08,1.975e+09,4.1348e+10,2.29e+08,0.37572,0.20566,0.10749,0.01545,0.00558,0.3612,0.95825,1.77031,0.36377,0.89929,0.89929,8.36596,58.08936,0.32482,5,0.01082,0.00211,20.13367,32.78153
"14","2013_Q3",46.4409375,"Down",5.879e+09,-3.672e+09,2.207e+09,-1.001e+09,-6.78e+08,-3.23e+08,1.206e+09,-3.11e+08,-3.81e+08,2.2e+07,4.8e+07,8.95e+08,-3.85e+08,5.1e+08,-1.65e+08,3.45e+08,3.42e+08,-3e+06,3.39e+08,3.39e+08,1.851e+09,1.571e+09,1.593e+09,1.593e+09,3.13e+09,3.301e+09,3.301e+09,9.875e+09,6.8877e+10,1.01388e+11,-3.2511e+10,1.1041e+10,1.1041e+10,1.04225e+11,1.141e+11,2.94e+09,1.936e+09,4.51e+08,5.53e+08,4.049e+09,3.026e+09,3.026e+09,1.0015e+10,3.7359e+10,2.6525e+10,1.0829e+10,1.3323e+10,6.3884e+10,7.3899e+10,3.9285e+10,1e+06,3.9284e+10,1.223e+09,-3.76e+08,4.0132e+10,6.9e+07,4.0201e+10,1.141e+11,3.42e+08,7.82e+08,4.67e+08,44000000.0000001,4.23e+08,1.61e+08,-2.6e+07,-41999999.9999999,-62000000.0000001,2.91e+08,1.752e+09,-1.34e+09,-1.34e+09,2.4e+07,1.596e+09,-1.572e+09,1.69e+08,-1.097e+09,1.68e+08,1.36e+08,31999999.9999999,-7.91e+08,8.23e+08,-7e+06,-3.8e+08,2.75e+08,2.75e+08,2.75e+08,1.988e+09,4.1408e+10,9.74e+08,0.3754,0.20514,0.05766,0.00843,0.00297,2.87316,0.98602,1.83824,0.36291,0.48017,0.48017,8.3272,56.84419,1.3796,4,0.00816,0.00901,19.89789,32.80017
"15","2013_Q4",48.17703125,"Up",5.355e+09,-2.818e+09,2.537e+09,-9.08e+08,-6.02e+08,-3.06e+08,1.629e+09,-2.9e+08,-3.77e+08,3.3e+07,5.4e+07,1.339e+09,-2e+06,1.337e+09,-4.14e+08,9.23e+08,1.008e+09,-4e+06,1.004e+09,1.004e+09,2.284e+09,2.166e+09,1.585e+09,1.585e+09,3.1e+09,3.449e+09,3.449e+09,1.0418e+10,6.9284e+10,1.0242e+11,-3.3136e+10,1.0398e+10,1.0398e+10,1.04172e+11,1.1459e+11,2.999e+09,1.819e+09,4.74e+08,7.06e+08,3.91e+09,2.33e+09,2.33e+09,9.239e+09,3.7402e+10,2.6712e+10,1.1489e+10,1.348e+10,6.4114e+10,7.3353e+10,3.9318e+10,1e+06,3.9317e+10,2.227e+09,-3.8e+08,4.1165e+10,7.2e+07,4.1237e+10,1.1459e+11,1.008e+09,8.21e+08,5.87e+08,6.17e+08,-3e+07,-2.69e+08,-1e+07,3.5e+07,-1.04e+08,-1.9e+08,2.147e+09,-1.139e+09,-1.139e+09,1.48e+08,1.912e+09,-1.764e+09,-3.4e+07,-1.004e+09,-3.3e+07,-2.26e+08,1.93e+08,-9.68e+08,1.161e+09,3.5e+07,-5.48e+08,5.95e+08,5.95e+08,5.95e+08,2.45e+09,4.1312e+10,1.456e+09,0.47376,0.3042,0.18749,0.02435,0.00876,1.4502,1.12761,1.77882,0.36052,1.42008,1.4221,7.57426,58.22489,2.05941,5,0.01423,0.01333,15.9298,23.95826
"16","2014_Q1",48.527868852459,"Up",5.624e+09,-3.373e+09,2.251e+09,-1.03e+09,-7.28e+08,-3.02e+08,1.221e+09,-3.07e+08,-4.18e+08,3.1e+07,8e+07,9.14e+08,7e+07,9.84e+08,-2.96e+08,6.88e+08,6.92e+08,-4e+06,6.88e+08,6.88e+08,1.545e+09,1.501e+09,1.286e+09,1.286e+09,3.25e+09,4.435e+09,4.435e+09,1.0516e+10,6.949e+10,1.03115e+11,-3.3625e+10,9.372e+09,9.372e+09,1.04263e+11,1.14779e+11,3.382e+09,2.391e+09,4.4e+08,5.51e+08,2.943e+09,2.319e+09,2.319e+09,8.644e+09,3.8152e+10,2.6575e+10,1.2097e+10,1.3156e+10,6.4727e+10,7.3371e+10,3.9366e+10,1e+06,3.9365e+10,2.363e+09,-3.99e+08,4.133e+10,7.8e+07,4.1408e+10,1.14779e+11,6.92e+08,8.64e+08,-64000000.0000001,2.5e+08,-3.14e+08,-99999999.9999999,-1.27e+08,-1.5e+08,4.85e+08,-3.08e+08,1.392e+09,-1.672e+09,-1.672e+09,7.7e+07,1.628e+09,-1.551e+09,-3.5e+07,-1.412e+09,-9.1e+07,-4.44e+08,3.53e+08,-2.55e+08,6.08e+08,-3e+06,-6.45e+08,-6.65e+08,-6.65e+08,-6.65e+08,2.085e+09,4.1095e+10,6.09e+08,0.40025,0.21711,0.12233,0.01662,0.00599,0.88517,1.21657,1.7719,0.35804,0.9745,0.97313,7.96601,58.54108,0.86261,8,0.01137,0.00558,18.96882,32.39148
"17","2014_Q2",50.6088888888889,"Up",6.263e+09,-3.701e+09,2.562e+09,-1.105e+09,-7.55e+08,-3.5e+08,1.457e+09,-2.73e+08,-4.04e+08,3.6e+07,9.5e+07,1.184e+09,-9.5e+07,1.089e+09,-3.39e+08,7.5e+08,-9.3e+07,-4e+06,-9.7e+07,-9.7e+07,1.537e+09,1.531e+09,5.97e+08,5.97e+08,2.908e+09,5.523e+09,5.008e+09,1.0565e+10,6.6355e+10,9.9874e+10,-3.3519e+10,9.321e+09,9.321e+09,1.03227e+11,1.13792e+11,2.793e+09,1.892e+09,4.78e+08,4.23e+08,2.622e+09,2.077e+09,2.077e+09,7.492e+09,3.9e+10,2.6511e+10,1.1852e+10,1.3389e+10,6.5511e+10,7.3003e+10,3.9373e+10,1e+06,3.9372e+10,1.713e+09,-3.77e+08,4.0709e+10,8e+07,4.0789e+10,1.13792e+11,-9.3e+07,8.84e+08,1.212e+09,-1.78e+08,1.39e+09,-6.3e+08,2.9e+07,2.72e+08,-9.7e+07,-8.34e+08,1.373e+09,-1.232e+09,-1.232e+09,3.7e+07,1.004e+09,-9.67e+08,-9.5e+07,-1.286e+09,4.86e+08,8.98e+08,-4.12e+08,-1.287e+09,8.75e+08,-9e+06,-5.7e+07,3e+07,3e+07,3e+07,2.341e+09,4.1622e+10,8.18e+08,0.40907,0.23264,-0.01549,-0.00238,-0.000849999999999999,-8.43299,1.41017,1.78977,0.36577,-0.13739,-0.13739,8.8711,57.66147,1.15864,4,0.00419,0.00751,17.12302,27.51201
"18","2014_Q3",51.91671875,"Up",5.708e+09,-3.368e+09,2.34e+09,-1.073e+09,-7.62e+08,-3.11e+08,1.267e+09,-2.81e+08,-4.03e+08,3.3e+07,8.9e+07,9.86e+08,21999999.9999999,1.008e+09,-2.82e+08,7.26e+08,6.13e+08,-4e+06,6.09e+08,6.09e+08,2.008e+09,2.008e+09,8.77e+08,8.77e+08,3.056e+09,5.574e+09,5.165e+09,1.1515e+10,6.6908e+10,1.00885e+11,-3.3977e+10,9.187e+09,9.187e+09,1.03658e+11,1.15173e+11,2.757e+09,1.782e+09,4.53e+08,5.22e+08,3.754e+09,2.197e+09,2.197e+09,8.708e+09,3.8706e+10,2.6878e+10,1.2014e+10,1.3601e+10,6.5584e+10,7.4292e+10,3.939e+10,1e+06,3.9389e+10,1.768e+09,-3.55e+08,4.0803e+10,7.8e+07,4.0881e+10,1.15173e+11,6.13e+08,8.64e+08,1.68e+08,1.32e+08,36000000.0000002,-3.99e+08,-1.47e+08,-1.5e+08,-1.21e+08,1.9e+07,1.246e+09,-1.168e+09,-1.168e+09,-1.7e+07,7.89e+08,-8.06e+08,5e+06,-1.081e+09,8.69e+08,1.26e+08,7.43e+08,-4.7e+08,1.213e+09,-7e+06,3.12e+08,4.77e+08,4.77e+08,4.77e+08,2.131e+09,4.246e+10,8.46e+08,0.40995,0.22197,0.10669,0.0149,0.00529,1.38916,1.32235,1.81727,0.36866,0.86139,0.86139,8.07355,57.71287,1.19661,6,0.01055,0.00768,18.98264,31.92739
"19","2014_Q4",57.9809375,"Up",6.395e+09,-3.716e+09,2.679e+09,-1.063e+09,-7.88e+08,-2.75e+08,1.616e+09,-2.68e+08,-4.05e+08,2.8e+07,1.09e+08,1.348e+09,3e+06,1.351e+09,-4.6e+08,8.91e+08,1.269e+09,5e+06,1.274e+09,1.274e+09,1.931e+09,1.931e+09,8.54e+08,8.54e+08,3.2e+09,5.59e+09,5.255e+09,1.1575e+10,6.9595e+10,1.0414e+11,-3.4545e+10,1.0426e+10,1.0426e+10,1.08081e+11,1.19656e+11,2.981e+09,1.801e+09,4.76e+08,7.04e+08,2.943e+09,2.327e+09,2.327e+09,8.251e+09,3.8702e+10,3.125e+10,1.2989e+10,1.703e+10,6.9952e+10,7.8203e+10,3.9389e+10,1e+06,3.9388e+10,2.479e+09,-4.56e+08,4.1412e+10,4.1e+07,4.1453e+10,1.19656e+11,1.269e+09,8.93e+08,-3.6e+07,6.08e+08,-6.44e+08,4.22e+08,9.4e+07,-1.39e+08,-8.5e+07,5.52e+08,2.548e+09,-1.355e+09,-1.355e+09,1e+06,6.52e+08,-6.51e+08,-6.6e+07,-1.367e+09,-7e+08,-8.3e+07,-6.17e+08,-7.46e+08,1.29e+08,4e+06,-1.258e+09,-7.7e+07,-7.7e+07,-7.7e+07,2.509e+09,4.1645e+10,2.036e+09,0.41892,0.2527,0.19922,0.03073,0.01065,1.59812,1.40286,1.88655,0.34804,1.80198,1.80198,9.04526,58.57426,2.87977,7,0.01606,0.01781,15.82862,24.5755
"20","2015_Q1",58.9322950819672,"Up",4.143e+09,-2.638e+09,1.505e+09,-9.32e+08,-6.64e+08,-2.68e+08,5.73e+08,-2.57e+08,-3.17e+08,3.3e+07,2.7e+07,3.16e+08,-1e+06,3.15e+08,-1.44e+08,1.71e+08,1e+08,-3e+06,9.7e+07,9.7e+07,2.036e+09,2.036e+09,7.91e+08,7.91e+08,3.459e+09,5.289e+09,4.925e+09,1.1575e+10,7.0046e+10,1.0487e+11,-3.4824e+10,1.1061e+10,1.1061e+10,1.08982e+11,1.20557e+11,3.258e+09,2.271e+09,4.18e+08,5.69e+08,5.321e+09,2.654e+09,2.654e+09,1.1233e+10,3.7061e+10,3.1364e+10,1.3423e+10,1.6796e+10,6.8425e+10,7.9658e+10,3.9406e+10,1e+06,3.9405e+10,2.012e+09,-5.43e+08,4.0875e+10,2.4e+07,4.0899e+10,1.20557e+11,1e+08,8.66e+08,4.91e+08,5.87e+08,-96000000.0000001,-38000000.0000001,8.2e+07,-2.52e+08,2.73e+08,-1.41e+08,1.419e+09,-1.629e+09,-1.629e+09,2e+06,1.688e+09,-1.686e+09,1.9e+07,-1.639e+09,9.1e+08,2.45e+08,6.65e+08,-1.098e+09,1.763e+09,-2.2e+07,3.25e+08,1.05e+08,-4.43e+08,-4.43e+08,1.439e+09,4.2382e+10,-84000000.0000005,0.36326,0.13831,0.02341,0.00237,8e-04,-0.86598,1.03045,1.94768,0.35155,0.13701,0.13701,5.85169,57.73305,-0.118640000000001,4,0.00577,-0.00073,28.03753,70.41187
"21","2015_Q2",55.4301587301587,"Down",6.065e+09,-3.582e+09,2.483e+09,-1.041e+09,-7.77e+08,-2.64e+08,1.442e+09,-3.16e+08,-4.03e+08,1.3e+07,7.4e+07,1.126e+09,1.4e+07,1.14e+09,-3.64e+08,7.76e+08,8.67e+08,-3e+06,8.64e+08,8.64e+08,2.821e+09,2.821e+09,7.5e+08,7.5e+08,3.413e+09,5.338e+09,4.984e+09,1.2322e+10,7.0301e+10,1.05701e+11,-3.54e+10,1.1461e+10,1.1461e+10,1.0982e+11,1.22142e+11,2.918e+09,1.92e+09,4.9e+08,5.08e+08,6.59e+09,2.395e+09,2.395e+09,1.1903e+10,3.7173e+10,3.1979e+10,1.3914e+10,1.6895e+10,6.9152e+10,8.1055e+10,3.9414e+10,1e+06,3.9413e+10,2.309e+09,-6.72e+08,4.1051e+10,3.6e+07,4.1087e+10,1.22142e+11,8.67e+08,8.83e+08,1.53e+08,3.68e+08,-2.15e+08,-4.63e+08,-4.1e+07,5.7e+07,-2.01e+08,-2.78e+08,1.44e+09,-1.411e+09,-1.411e+09,3.4e+07,1.069e+09,-1.035e+09,-5.1e+07,-1.456e+09,1.365e+09,1.727e+09,-3.62e+08,-1.046e+09,6.84e+08,-1.5e+07,8.01e+08,7.85e+08,7.85e+08,7.85e+08,2.325e+09,4.3763e+10,8.15e+08,0.4094,0.23776,0.14246,0.02103,0.00707,0.94329,1.0352,1.97277,0.3583,1.22034,1.22034,8.56638,57.98164,1.15113,6,0.01222,0.00698,17.60946,28.39251
"22","2015_Q3",53.69,"Down",5.589e+09,-3.287e+09,2.302e+09,-1.069e+09,-7.9e+08,-2.79e+08,1.233e+09,-3.08e+08,-4.03e+08,2.3e+07,7.2e+07,9.25e+08,1.3e+07,9.38e+08,-3.34e+08,6.04e+08,5.47e+08,-4e+06,5.43e+08,5.43e+08,9.6e+08,9.6e+08,6.5e+08,6.5e+08,3.469e+09,4.519e+09,4.519e+09,9.598e+09,7.1759e+10,1.07585e+11,-3.5826e+10,1.1747e+10,1.1747e+10,1.08977e+11,1.18575e+11,2.889e+09,1.92e+09,4.19e+08,5.5e+08,4.536e+09,2.221e+09,2.221e+09,9.646e+09,3.6795e+10,3.2517e+10,1.3664e+10,1.7701e+10,6.9312e+10,7.8958e+10,3.7934e+10,1e+06,3.7933e+10,2.294e+09,-6.48e+08,3.958e+10,3.7e+07,3.9617e+10,1.18575e+11,5.47e+08,9.01e+08,1.86e+08,3.31e+08,-1.45e+08,-1.95e+08,1.46e+08,-54999999.9999999,-87000000.0000001,-1.99e+08,1.439e+09,-1.651e+09,-1.651e+09,-2.1e+07,1.131e+09,-1.152e+09,2999999.99999997,1.162e+09,-2.402e+09,-1.715e+09,-6.87e+08,-8.64e+08,1.77e+08,-1e+07,-4.462e+09,-1.861e+09,-1.861e+09,-1.861e+09,2.134e+09,4.1331e+10,6.22e+08,0.41188,0.22061,0.09716,0.01371,0.00458,1.14549,0.99502,1.99303,0.34856,0.78468,0.78468,8.07659,57.19653,0.89884,6,0.00964,0.00548,18.91799,32.74209
"23","2015_Q4",52.7465625,"Down",6.483e+09,-3.621e+09,2.862e+09,-1.067e+09,-7.74e+08,-2.93e+08,1.795e+09,-3.28e+08,-4.02e+08,1.7e+07,5.7e+07,1.467e+09,-1.07e+08,1.36e+09,-4.2e+08,9.4e+08,9.35e+08,-3e+06,9.32e+08,9.32e+08,1.37e+09,1.37e+09,7.22e+08,7.22e+08,3.537e+09,4.566e+09,4.566e+09,1.0195e+10,7.3776e+10,1.11255e+11,-3.7479e+10,1.1478e+10,1.1478e+10,1.10838e+11,1.21033e+11,3.189e+09,2.078e+09,4.83e+08,6.28e+08,4.955e+09,2.372e+09,2.372e+09,1.0516e+10,3.7667e+10,3.2982e+10,1.3999e+10,1.7853e+10,7.0649e+10,8.1165e+10,3.7954e+10,1e+06,3.7953e+10,2.656e+09,-7.78e+08,3.9832e+10,3.6e+07,3.9868e+10,1.21033e+11,9.35e+08,8.96e+08,3.69e+08,4.05e+08,-3.6e+07,3.17e+08,-3.8e+07,-1.5e+07,1.06e+08,2.64e+08,2.517e+09,-1.58e+09,-1.58e+09,7e+06,8.37e+08,-8.3e+08,-2.2e+08,-2.997e+09,1.44e+09,5.19e+08,9.21e+08,-2.85e+08,1.206e+09,2e+07,8.9e+08,4.1e+08,4.1e+08,4.1e+08,2.691e+09,4.2622e+10,1.848e+09,0.44146,0.27688,0.14376,0.02338,0.0077,1.98283,0.96948,2.03584,0.35215,1.35465,1.35465,9.42297,57.89535,2.68605,6,0.01301,0.016,15.32962,22.98162
"24","2016_Q1",57.4365573770492,"Up",4.234e+09,-2.545e+09,1.689e+09,-1.005e+09,-7.12e+08,-2.93e+08,6.84e+08,-2.16e+08,-3.19e+08,1.6e+07,8.7e+07,4.68e+08,4e+06,4.72e+08,-1.38e+08,3.34e+08,4.82e+08,-5e+06,4.77e+08,4.77e+08,3.83e+08,3.83e+08,5.15e+08,5.15e+08,3.746e+09,3.678e+09,2.932e+09,8.322e+09,7.3779e+10,1.10515e+11,-3.6736e+10,1.1416e+10,1.1416e+10,1.12834e+11,1.21156e+11,3.051e+09,2.35e+09,4.12e+08,2.89e+08,5.659e+09,2.69e+09,2.69e+09,1.14e+10,3.6842e+10,3.3143e+10,1.2548e+10,1.9507e+10,6.9985e+10,8.1385e+10,3.7969e+10,1e+06,3.7968e+10,2.564e+09,-8.06e+08,3.9727e+10,4.4e+07,3.9771e+10,1.21156e+11,4.82e+08,9.33e+08,-1.98e+08,1.4e+08,-3.38e+08,6.3e+07,2.92e+08,-2.24e+08,1.76e+08,-1.81e+08,1.28e+09,-2.124e+09,-2.124e+09,-1.7e+07,1.003e+09,-1.02e+09,1.2e+08,-1.986e+09,7.68e+08,1.266e+09,-4.98e+08,-1.765e+09,1.267e+09,-7e+06,1.93e+08,-5.13e+08,5.86e+08,5.86e+08,1.617e+09,4.2501e+10,-3.06e+08,0.39891,0.16155,0.11266,0.01199,0.00394,-0.64151,0.73,2.04634,0.3508,0.69331,0.69331,6.15407,57.74273,-0.444770000000001,7,0.00906,-0.00265,26.047,61.57602
"25","2016_Q2",61.24578125,"Up",5.377e+09,-3.053e+09,2.324e+09,-1.088e+09,-7.93e+08,-2.95e+08,1.236e+09,-4.11e+08,-4.89e+08,8e+06,7e+07,8.25e+08,4e+06,8.29e+08,-2.52e+08,5.77e+08,6.99e+08,-5e+06,6.94e+08,6.94e+08,7.78e+08,7.78e+08,6.09e+08,6.09e+08,3.721e+09,2.835e+09,2.835e+09,7.943e+09,7.6432e+10,1.14586e+11,-3.8154e+10,1.1522e+10,1.1522e+10,1.13766e+11,1.21709e+11,2.961e+09,2.086e+09,4.81e+08,3.94e+08,5.561e+09,2.369e+09,2.369e+09,1.0891e+10,3.8232e+10,3.2645e+10,1.2825e+10,1.8743e+10,7.0877e+10,8.1768e+10,3.797e+10,1e+06,3.7969e+10,2.688e+09,-7.66e+08,3.9892e+10,4.9e+07,3.9941e+10,1.21709e+11,6.99e+08,9.31e+08,1.19e+08,1.81e+08,-6.2e+07,-6.7e+07,1.39e+08,8.9e+07,-2.1e+08,-8.5e+07,1.682e+09,-1.645e+09,-1.645e+09,1.5e+07,1.362e+09,-1.347e+09,-1.28e+08,-1.758e+09,5.93e+08,-6.6e+07,6.59e+08,-4.81e+08,1.14e+09,-6.03e+08,-3e+06,-7.9e+07,-4.9e+07,-4.9e+07,2.167e+09,4.3793e+10,7.07e+08,0.43221,0.22987,0.12907,0.01738,0.0057,1.01873,0.72932,2.04722,0.35982,1.00726,1.00726,7.80406,57.8984,1.02612,5,0.00596,0.00607,19.85002,34.80178
"26","2016_Q3",64.1809375,"Up",5.213e+09,-2.881e+09,2.332e+09,-1.08e+09,-7.9e+08,-2.9e+08,1.252e+09,-3.82e+08,-4.78e+08,1.5e+07,8.1e+07,8.7e+08,7e+06,8.77e+08,-2.53e+08,6.24e+08,5.12e+08,-3e+06,5.09e+08,5.09e+08,6.76e+08,6.76e+08,5.75e+08,5.75e+08,3.627e+09,3.219e+09,3.219e+09,8.097e+09,7.7329e+10,1.15741e+11,-3.8412e+10,1.132e+10,1.132e+10,1.14557e+11,1.22654e+11,3.136e+09,2.221e+09,4.48e+08,4.67e+08,4.654e+09,2.116e+09,2.116e+09,9.906e+09,3.9931e+10,3.2869e+10,1.3038e+10,1.8787e+10,7.28e+10,8.2706e+10,3.7985e+10,1e+06,3.7984e+10,2.627e+09,-7.17e+08,3.9895e+10,5.3e+07,3.9948e+10,1.22654e+11,5.12e+08,9.37e+08,1.8e+08,1.04e+08,7.6e+07,-8.6e+07,-1.77e+08,8.9e+07,5.7e+07,-5.5e+07,1.543e+09,-1.748e+09,-1.748e+09,1.1e+07,1.697e+09,-1.686e+09,-1.13e+08,-1.85e+09,7.85e+08,-1.283e+09,2.068e+09,-8.06e+08,2.874e+09,-5.8e+08,2.05e+08,-1.02e+08,-53000000.0000002,-53000000.0000002,2.189e+09,4.4585e+10,6.08e+08,0.44734,0.24017,0.09764,0.01274,0.00415,1.1945,0.81738,2.07034,0.3635,0.73875,0.73768,7.56604,57.90276,0.88244,5,0.00434,0.00518,20.05893,35.07109
