"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",17.948064516129,"Down",5.833e+09,-5.266e+09,5.67e+08,-6.51e+08,-2.34e+08,-5.1e+07,-3.66e+08,-8.4e+07,-1.22e+08,-1.24e+08,2e+06,-2.06e+08,-2e+06,-2.08e+08,3.3e+07,-1.75e+08,-1.75e+08,-1.43e+08,-1.43e+08,1.432e+09,1.432e+09,1.619e+09,1.619e+09,2.973e+09,1.751e+09,1.303e+09,4.48e+08,7.775e+09,1.8858e+10,1.1727e+10,5.175e+09,3.494e+09,3.058e+09,3.2416e+10,4.0191e+10,3.608e+09,2.59e+09,1.018e+09,1.174e+09,6.34e+08,1.749e+09,1.344e+09,6.531e+09,8.35e+09,8.456e+09,5.27e+09,2.754e+09,2.516e+09,3.186e+09,1.6806e+10,2.3337e+10,5.5e+07,8.727e+09,1.178e+09,7.549e+09,1.1447e+10,-2.777e+09,1.357e+10,1.6854e+10,4.0191e+10,-1.75e+08,3.66e+08,-5.3e+07,1.5e+07,-9.2e+07,2.4e+07,1.25e+08,4.1e+07,1.23e+08,-7.6e+07,3.7e+07,2.63e+08,-3.02e+08,-3.02e+08,4e+07,-2.62e+08,-3.2e+07,-2.73e+08,-2.9e+08,1.7e+07,1.51e+08,2e+06,2e+06,2.1e+07,-2.82e+08,-2.81e+08,-2.81e+08,999999.999999996,-2.8e+08,2.82e+08,9.524e+09,7.2e+07,0.09721,-0.0144,-0.02452,-0.00848,-0.00356,-0.5035,1.19048,1.38466,0.23697,-0.40248,-0.40939,16.41721,38.03851,0.20265,0.09007,4,-0.00319,0.00207,-0.22378,28.69504,-96.33333
"12","2013_Q1",18.3313333333333,"Up",5.898e+09,-4.883e+09,1.015e+09,-6.95e+08,-2.77e+08,-5.6e+07,-3.62e+08,3.2e+08,2.25e+08,-1.2e+08,3.45e+08,5.45e+08,-1.45e+08,4e+08,-1.43e+08,2.57e+08,2.57e+08,2.42e+08,2.42e+08,1.861e+09,1.861e+09,1.399e+09,1.399e+09,2.825e+09,1.615e+09,1.275e+09,3.4e+08,7.7e+09,1.8947e+10,1.1672e+10,5.17e+09,3.79e+09,2.712e+09,3.2479e+10,4.0179e+10,3.76e+09,2.702e+09,1.058e+09,5.18e+08,5.3e+07,1.664e+09,1.298e+09,5.942e+09,8.311e+09,9.403e+09,6.325e+09,3.722e+09,2.603e+09,3.078e+09,1.7714e+10,2.3656e+10,5.5e+07,8.738e+09,1.178e+09,7.56e+09,1.1689e+10,-3.402e+09,1.3199e+10,1.6523e+10,4.0179e+10,2.57e+08,3.63e+08,-9.9e+07,1.3e+07,9.6e+07,-2.08e+08,4.13e+08,2.78e+08,1.61e+08,9.7e+07,-1.23e+08,9.33e+08,-3.98e+08,-3.98e+08,6.05e+08,2.07e+08,-3.3e+07,-6.92e+08,-8.2e+07,-6.1e+08,8.6e+07,-4.65661287307739e-10,-9.31322574615479e-10,1.3e+07,-7.12e+08,4.28e+08,4.28e+08,1e+06,4.29e+08,6.83e+08,8.829e+09,8.41e+08,0.17209,0.05426,0.04103,0.01465,0.00602,3.47521000000001,1.29586,1.4317,0.21974,0.67857,0.65649,16.5381,36.85602,2.35818,0.09253,8,0.00791,0.0242,0.136359999999999,10.20205,21.775
"13","2013_Q2",17.42625,"Down",5.833e+09,-4.847e+09,9.86e+08,-6.57e+08,-2.51e+08,-4.5e+07,-3.61e+08,3.29e+08,-8.8e+07,-1.15e+08,2.7e+07,2.41e+08,-7e+06,2.34e+08,-6.4e+07,1.7e+08,1.7e+08,1.49e+08,1.49e+08,1.555e+09,1.555e+09,1.68e+09,1.68e+09,2.982e+09,1.551e+09,1.213e+09,3.38e+08,7.768e+09,1.8956e+10,1.152e+10,5.123e+09,3.717e+09,2.68e+09,3.2338e+10,4.0106e+10,3.792e+09,2.86e+09,9.32e+08,1.18e+09,1.55e+08,1.528e+09,1.09e+09,6.5e+09,7.745e+09,9.087e+09,6.204e+09,3.626e+09,2.578e+09,2.883e+09,1.6832e+10,2.3332e+10,5.5e+07,8.686e+09,1.178e+09,7.508e+09,1.1805e+10,-3.309e+09,1.3421e+10,1.6774e+10,4.0106e+10,1.7e+08,3.61e+08,2.5e+07,2.3e+07,-1.3e+07,1.5e+07,-6.26e+08,-3.21e+08,-1.82e+08,1.8e+08,-3.03e+08,-7e+07,-2.35e+08,-2.35e+08,-5e+07,-2.85e+08,-3.3e+07,9e+07,1.04e+08,-1.4e+07,6.25e+08,-361614.564710861,-361614.564531034,-1e+07,4.7e+07,-3.08e+08,-3.08e+08,2e+06,-3.06e+08,6.9e+08,8.925e+09,-1.07e+08,0.16904,0.0564,0.02554,0.00888,0.00372,-0.71812,1.19508,1.39096,0.22254,0.41819,0.38242,16.37114,37.51357,-0.30031,0.09262,4,0.00523,-0.00308,0.22148,10.68116,22.40122
"14","2013_Q3",16.9053125,"Down",5.849e+09,-4.933e+09,9.16e+08,-6.62e+08,-2.54e+08,-4.6e+07,-3.62e+08,2.54e+08,-1.37e+08,-1.18e+08,-1.9e+07,1.17e+08,-2.44e+08,-1.27e+08,-2.1e+07,-1.48e+08,-1.48e+08,-1.19e+08,-1.19e+08,1.202e+09,1.202e+09,1.354e+09,1.354e+09,2.905e+09,1.776e+09,1.099e+09,6.77e+08,7.237e+09,1.8111e+10,1.1355e+10,5.113e+09,3.689e+09,2.553e+09,3.1314e+10,3.8551e+10,3.869e+09,2.92e+09,9.49e+08,6.59e+08,5.5e+07,1.619e+09,1.205e+09,6.147e+09,7.7e+09,8.846e+09,6.099e+09,3.558e+09,2.541e+09,2.747e+09,1.6546e+10,2.2693e+10,5.5e+07,8.702e+09,1.178e+09,7.524e+09,1.1653e+10,-3.783e+09,1.2815e+10,1.5858e+10,3.8551e+10,-1.48e+08,3.63e+08,2.58e+08,2.3e+07,-4.5e+07,2.8e+08,4.1e+07,-5.4e+07,7e+06,1.19e+08,-3.1e+07,5.14e+08,-2.86e+08,-2.86e+08,9999999.99999994,-2.76e+08,-3.3e+07,-5.31e+08,-1e+08,-4.31e+08,5.77e+08,1e+06,1e+06,-5e+06,-5.68e+08,-3.3e+08,-3.3e+08,-2.3e+07,-3.53e+08,6.17e+08,8.359e+09,3.93e+08,0.15661,0.04343,-0.02035,-0.0075,-0.00309,-3.30252,1.17732,1.43101,0.21683,-0.33399,-0.36101,16.41605,35.81275,1.10301,0.09262,5,-0.0026,0.01189,-0.27731,11.59968,28.17717
"15","2013_Q4",19.44078125,"Up",5.765e+09,-4.798e+09,9.67e+08,-6.4e+08,-2.48e+08,-4.4e+07,-3.48e+08,3.27e+08,-1.01e+08,-1.08e+08,7e+06,2.26e+08,-1.51e+08,7.5e+07,-3.1e+07,4.4e+07,4.4e+07,2.4e+07,2.4e+07,1.017e+09,1.017e+09,1.422e+09,1.422e+09,2.893e+09,1.717e+09,1.101e+09,6.16e+08,7.049e+09,1.7861e+10,1.1411e+10,5.144e+09,3.621e+09,2.646e+09,3.118e+10,3.8229e+10,3.835e+09,2.816e+09,1.019e+09,7.14e+08,5.9e+07,1.491e+09,1.093e+09,6.04e+09,7.63e+09,8.695e+09,5.934e+09,3.407e+09,2.527e+09,2.761e+09,1.6325e+10,2.2365e+10,5.5e+07,8.714e+09,1.178e+09,7.536e+09,1.1611e+10,-3.714e+09,1.2856e+10,1.5864e+10,3.8229e+10,4.4e+07,3.48e+08,9.9e+07,1.3e+07,-4.4e+07,1.3e+08,-2.77e+08,2.8e+07,3.4e+07,-1.23e+08,-2.16e+08,2.14e+08,-2.5e+08,-2.5e+08,-5.4e+07,-3.04e+08,-3.3e+07,-5e+06,3e+06,-8e+06,3.25e+08,0,0,-5.5e+07,-9.3e+07,-1.83e+08,-1.83e+08,-2e+06,-1.85e+08,6.75e+08,8.344e+09,1.79e+08,0.16774,0.05672,0.00416,0.00151,0.00063,7.45833,1.16705,1.4098,0.21826,0.06736,0.06674,16.18029,35.92782,0.50239,0.09262,7,0.00173,0.00544,1.375,10.85481,22.40673
"16","2014_Q1",24.4418032786885,"Up",5.585e+09,-4.708e+09,8.77e+08,-6.62e+08,-2.55e+08,-5.7e+07,-3.5e+08,2.15e+08,-1.02e+08,-1.12e+08,1e+07,1.13e+08,-2.111e+09,-1.998e+09,-3.12e+08,-2.31e+09,-2.31e+09,-2.339e+09,-2.339e+09,1.437e+09,1.437e+09,1.221e+09,1.221e+09,2.705e+09,1.606e+09,1.009e+09,5.97e+08,6.969e+09,1.7639e+10,9.227e+09,3.415e+09,3.184e+09,2.628e+09,2.8773e+10,3.5742e+10,3.973e+09,2.96e+09,1.013e+09,7.12e+08,5.7e+07,1.42e+09,1.044e+09,6.105e+09,7.607e+09,8.508e+09,5.537e+09,3.183e+09,2.354e+09,2.971e+09,1.6115e+10,2.222e+10,5.5e+07,8.687e+09,1.178e+09,7.509e+09,9.272e+09,-3.659e+09,1.0593e+10,1.3522e+10,3.5742e+10,-2.31e+09,3.5e+08,2.967e+09,1.2e+07,2.8e+08,2.675e+09,-8.7e+07,2.06e+08,1.66e+08,1.5e+08,-6.09e+08,9.2e+08,-4.22e+08,-4.22e+08,-2999999.99999997,-4.25e+08,-3.3e+07,-1.4e+07,-2e+06,-12000000.0000001,3.25e+08,1.2e+07,1.2e+07,-3e+07,-6.5e+07,4.3e+08,4.3e+08,-1e+07,4.2e+08,5.65e+08,8.319e+09,3.68e+08,0.15703,0.0385,-0.4188,-0.17298,-0.06544,-0.157330000000004,1.14152,1.64325,0.23275,-6.54026,-6.72838,15.61666,29.46613,1.02899,0.09227,4,-0.07598,0.01213,-0.0141099999999996,12.18053,32.0093
"17","2014_Q2",28.9047619047619,"Up",5.454e+09,-4.495e+09,9.59e+08,-6.27e+08,-2.36e+08,-5.1e+07,-3.4e+08,3.32e+08,-1.45e+08,-1.2e+08,-2.5e+07,1.87e+08,-4.61e+08,-2.74e+08,7.7e+07,-1.97e+08,-1.97e+08,-1.78e+08,-1.78e+08,6.65e+08,6.65e+08,1.379e+09,1.379e+09,3.067e+09,1.654e+09,9.92e+08,6.62e+08,6.765e+09,1.7613e+10,9.278e+09,3.423e+09,3.209e+09,2.646e+09,2.884e+10,3.5605e+10,3.732e+09,2.853e+09,8.79e+08,1.38e+08,5.3e+07,1.397e+09,1.087e+09,5.267e+09,7.609e+09,8.355e+09,5.415e+09,3.082e+09,2.333e+09,2.94e+09,1.5964e+10,2.1231e+10,5.5e+07,8.971e+09,1.267e+09,7.704e+09,9.061e+09,-3.301e+09,1.1391e+10,1.4374e+10,3.5605e+10,-1.97e+08,3.4e+08,6.28e+08,2.5e+07,-1.8e+07,6.21e+08,-1.322e+09,-2.55e+08,-3.02e+08,-1.3e+08,-6.35e+08,-5.51e+08,-2.09e+08,-2.09e+08,-3.1e+07,-2.4e+08,-3.3e+07,-1.4e+07,-4e+06,-1e+07,6.21e+08,7.1e+07,7.1e+07,-1.4e+07,1e+07,-7.81e+08,-7.81e+08,9e+06,-7.72e+08,6.72e+08,7.747e+09,-9.36e+08,0.17583,0.06087,-0.03264,-0.01238,-0.005,5.25843,1.28441,1.47704,0.21758,-0.48506,-0.48506,14.86252,30.89137,-2.55066,0.08993,3,-0.00476,-0.03071,-0.18539,10.53869,21.33133
"18","2014_Q3",34.62484375,"Up",5.836e+09,-4.765e+09,1.071e+09,-6.44e+08,-2.45e+08,-5e+07,-3.49e+08,4.27e+08,-1.1e+08,-1.05e+08,-5e+06,3.17e+08,-1.1e+08,2.07e+08,-78000000.0000001,1.29e+08,1.29e+08,1.38e+08,1.38e+08,1.183e+09,1.183e+09,1.381e+09,1.381e+09,3.227e+09,1.596e+09,9.25e+08,6.71e+08,7.387e+09,1.7611e+10,9.332e+09,3.435e+09,3.243e+09,2.654e+09,2.8922e+10,3.6309e+10,3.96e+09,3.023e+09,9.37e+08,4.43e+08,3.56e+08,1.439e+09,1.088e+09,5.842e+09,7.612e+09,8.149e+09,5.264e+09,3.02e+09,2.244e+09,2.885e+09,1.5761e+10,2.1603e+10,5.5e+07,8.902e+09,1.267e+09,7.635e+09,9.163e+09,-3.168e+09,1.1677e+10,1.4706e+10,3.6309e+10,1.29e+08,3.5e+08,1.57e+08,2.4e+07,-1.15e+08,2.48e+08,-1.18e+08,30000000.0000001,-1.55e+08,1.56e+08,-1.49e+08,5.18e+08,-2.58e+08,-2.58e+08,-2.8e+07,-2.86e+08,-3.6e+07,2.96e+08,3.04e+08,-7999999.99999994,5.1e+08,2.6e+07,2.6e+07,-4999999.99999994,2.81e+08,5.13e+08,5.13e+08,5e+06,5.18e+08,7.77e+08,8.055e+09,4.79e+08,0.18352,0.07317,0.02365,0.00937999999999999,0.0038,3.47101,1.26446,1.46899,0.22185,0.35298,0.35298,14.92732,29.72676,1.22519,0.09208,7,0.00563,0.0155,0.26087,8.84427,16.09368
"19","2014_Q4",34.303125,"Down",6.239e+09,-4.904e+09,1.335e+09,-6.47e+08,-2.43e+08,-5.7e+07,-3.47e+08,6.88e+08,-1.49e+08,-1.26e+08,-2.3e+07,5.39e+08,-2.09e+08,3.3e+08,-1.99e+08,1.31e+08,1.31e+08,1.49e+08,1.49e+08,3.272e+09,3.272e+09,1.48e+09,1.48e+09,3.138e+09,1.799e+09,8.74e+08,9.25e+08,9.689e+09,1.6716e+10,8.771e+09,3.389e+09,2.981e+09,2.401e+09,2.7433e+10,3.7122e+10,3.93e+09,2.979e+09,9.51e+08,1.91e+08,1.56e+08,1.233e+09,9.58e+08,5.354e+09,8.797e+09,7.839e+09,4.959e+09,2.84e+09,2.119e+09,2.88e+09,1.6636e+10,2.199e+10,5.5e+07,1.0027e+10,1.267e+09,8.76e+09,9.276e+09,-3.836e+09,1.2393e+10,1.5132e+10,3.7122e+10,1.31e+08,3.46e+08,4.93e+08,2.2e+07,1.35e+08,3.36e+08,-7.21e+08,-4.4e+08,-2.8e+07,5.7e+07,-3.1e+08,2.49e+08,-2.83e+08,-2.83e+08,-2.6e+07,-3.09e+08,-3.6e+07,9.81e+08,-2.01e+08,1.182e+09,1.75e+09,3.1e+07,3.1e+07,1.192e+09,2.168e+09,2.108e+09,2.108e+09,-1.9e+07,2.089e+09,1.034e+09,8.988e+09,2.29e+08,0.21398,0.11027,0.02388,0.00985,0.00401,1.53691,1.80968,1.45321,0.24212,0.38014,0.36169,15.91741,31.47764,0.58424,0.09185,7,0.00579,0.00717,0.24161,5.52805,8.30814
"20","2015_Q1",31.8445901639344,"Down",-4.987e+09,3.815e+09,-1.172e+09,5.89e+08,-4.6e+07,3.5e+07,6e+08,-5.83e+08,-3.3e+07,-9.1e+07,5.8e+07,-6.16e+08,4.66e+08,-1.5e+08,26000000.0000001,-1.24e+08,1.14e+08,1.59e+08,1.59e+08,1.877e+09,1.877e+09,1.395e+09,1.395e+09,3.082e+09,1.494e+09,7.61e+08,7.33e+08,7.848e+09,1.6426e+10,1.1145e+10,5.247e+09,3.139e+09,2.759e+09,2.9515e+10,3.7363e+10,4.089e+09,3.152e+09,9.37e+08,8.3e+07,5.4e+07,1.286e+09,1.021e+09,5.458e+09,8.769e+09,8.345e+09,5.446e+09,3.291e+09,2.155e+09,2.899e+09,1.7114e+10,2.2572e+10,5.5e+07,1.0588e+10,1.304e+09,9.284e+09,9.379e+09,-4.677e+09,1.2303e+10,1.4791e+10,3.7363e+10,1.14e+08,3.36e+08,4.79e+08,1.6e+07,-3.7e+07,5e+08,5.29e+08,3.53e+08,1.3e+08,1.73e+08,-1.27e+08,1.458e+09,-4.69e+08,-4.69e+08,2.01e+08,-2.653e+09,-5.6e+07,-1.1e+08,-1.01e+08,-9e+06,-3e+06,2.2e+07,2.2e+07,-3.7e+07,-1.81e+08,-1.376e+09,-1.376e+09,-1.9e+07,-1.395e+09,-2.47e+08,8.852e+09,-2.13e+08,0.23501,0.1169,-0.03188,0.01075,0.00426,-1.33962,1.43789,1.52606,0.23692,0.3982,0.39425,-12.48956,30.67419,-0.53344,0.14025,6,0.00672,-0.00666,0.3522,-28.23887,-11.96398
"21","2015_Q2",27.5290476190476,"Down",5.819e+09,-4.443e+09,1.376e+09,-6.08e+08,-2.32e+08,-5.5e+07,-3.21e+08,7.68e+08,-1.1e+08,-1.22e+08,1.2e+07,6.58e+08,-1.77e+08,4.81e+08,-2.26e+08,2.55e+08,2.55e+08,1.95e+08,1.95e+08,1.191e+09,1.191e+09,1.469e+09,1.469e+09,3.173e+09,1.889e+09,1.18e+09,7.09e+08,7.722e+09,1.5288e+10,1.0753e+10,5.05e+09,2.485e+09,3.218e+09,2.7972e+10,3.5694e+10,3.711e+09,2.934e+09,7.77e+08,1.06e+08,8e+07,1.247e+09,8.9e+08,5.064e+09,8.711e+09,8.079e+09,5.291e+09,3.163e+09,2.128e+09,2.788e+09,1.679e+10,2.1854e+10,5.5e+07,1.0428e+10,1.304e+09,9.124e+09,9.52e+09,-5.591e+09,1.1571e+10,1.384e+10,3.5694e+10,2.55e+08,3.21e+08,2.9e+08,2.6e+07,2.3e+07,2.41e+08,-1.041e+09,-1.46e+08,-2.66e+08,-1.83e+08,-4.46e+08,-1.75e+08,-2.47e+08,-2.47e+08,-1.4e+07,-4.65e+08,-5.4e+07,2.4e+07,2.6e+07,-2e+06,5.17e+08,2.4e+07,2.4e+07,-2e+07,-2.6e+07,-6.66e+08,-6.66e+08,-2e+07,-6.86e+08,1.089e+09,8.817e+09,2.7e+07,0.23647,0.13198,0.03351,0.01409,0.00546,0.13846,1.52488,1.57905,0.24702,0.47916,0.47258,14.29873,28.29767,0.06635,0.13269,5,0.0081,0.00088,0.27692,7.00275,9.92969
"22","2015_Q3",20.85109375,"Down",5.897e+09,-4.663e+09,1.234e+09,-6.11e+08,-2.24e+08,-6.8e+07,-3.19e+08,6.23e+08,-1.24e+08,-1.24e+08,0,4.99e+08,-2.17e+08,2.82e+08,-7.5e+07,2.07e+08,2.07e+08,1.4e+08,1.4e+08,1.311e+09,1.311e+09,1.558e+09,1.558e+09,3.16e+09,1.8e+09,1.112e+09,6.88e+08,7.829e+09,1.5274e+10,1.1556e+10,5.232e+09,2.518e+09,3.806e+09,2.8758e+10,3.6587e+10,3.811e+09,3.009e+09,8.02e+08,7.6e+07,5e+07,1.319e+09,9.36e+08,5.206e+09,8.713e+09,8.033e+09,5.287e+09,3.182e+09,2.105e+09,2.746e+09,1.6746e+10,2.1952e+10,5.5e+07,1.0451e+10,1.304e+09,9.147e+09,9.605e+09,-4.966e+09,1.2311e+10,1.4635e+10,3.6587e+10,2.07e+08,3.2e+08,3.06e+08,2.9e+07,-6.8e+07,3.45e+08,-3.61e+08,-53999999.9999999,44999999.9999999,5.3e+07,-4.05e+08,4.72e+08,-2.67e+08,-2.67e+08,4.7e+07,-2.2e+08,-5.5e+07,-37999999.9999999,-3e+07,-8e+06,5.1e+08,2e+06,2e+06,-4.2e+07,-1.33e+08,1.19e+08,1.19e+08,1e+06,1.2e+08,9.43e+08,8.789e+09,3.9e+08,0.20926,0.10565,0.02374,0.00957,0.00383,2.78571,1.50384,1.49997,0.24022,0.34345,0.33929,14.4667,30.06678,0.95676,0.13493,7,0.0062,0.0124,0.39286,7.93001,12.00321
"23","2015_Q4",19.9403125,"Down",5.573e+09,-4.559e+09,1.014e+09,-6.34e+08,-2.61e+08,-5.5e+07,-3.18e+08,3.8e+08,-1.08e+08,-1.23e+08,1.5e+07,2.72e+08,-6.6e+07,2.06e+08,-1e+08,1.06e+08,1.06e+08,4.4e+07,4.4e+07,1.739e+09,1.739e+09,1.525e+09,1.525e+09,3.559e+09,1.769e+09,1.1e+09,6.69e+08,8.592e+09,1.4752e+10,1.1596e+10,5.443e+09,2.265e+09,3.888e+09,2.7995e+10,3.6587e+10,3.559e+09,2.734e+09,8.25e+08,1.86e+08,5e+07,1.402e+09,9.81e+08,5.147e+09,9.091e+09,7.661e+09,5.078e+09,2.968e+09,2.11e+09,2.583e+09,1.6752e+10,2.1899e+10,5.5e+07,1.1345e+10,1.391e+09,9.954e+09,9.553e+09,-5.532e+09,1.2591e+10,1.4688e+10,3.6587e+10,1.06e+08,3.18e+08,2.83e+08,2.3e+07,2.7e+07,2.33e+08,-2.87e+08,1.03e+08,4.5e+07,-1.1e+08,-3.25e+08,4.2e+08,-2.68e+08,-2.68e+08,4.9e+07,8.2e+07,-4e+07,-9e+06,-2e+06,-7e+06,5.07e+08,0,0,-3e+06,-5.2e+07,4.5e+08,4.5e+08,-2.2e+07,4.28e+08,6.98e+08,9.277e+09,2.43e+08,0.18195,0.06819,0.0079,0.003,0.0012,5.52273,1.66932,1.49094,0.25356,0.10322,0.10194,13.07324,29.40716,0.57003,0.09383,3,0.00266,0.00768,0.90909,10.79943,19.83684
"24","2016_Q1",18.2565573770492,"Down",-4.876e+09,3.561e+09,-1.315e+09,4.11e+08,-4.8e+07,9e+06,4.5e+08,-9.04e+08,-1.03e+08,-1.04e+08,1e+06,-1.007e+09,2.21e+08,-7.86e+08,6.2e+07,-7.24e+08,-7.65e+08,-7.01e+08,-7.01e+08,1.362e+09,1.362e+09,9.6e+08,9.6e+08,2.284e+09,3.347e+09,3.97e+08,3.94e+08,7.953e+09,5.425e+09,2.3099e+10,5.249e+09,1.308e+09,1.944e+09,2.8524e+10,3.6477e+10,2.09e+09,1.51e+09,4.1e+08,4.1e+07,3.8e+07,3.08e+09,4.41e+08,5.211e+09,8.786e+09,8.352e+09,2.842e+09,1.925e+09,9.17e+08,8.31e+08,1.7138e+10,2.2349e+10,5.5e+07,1.141e+10,1.391e+09,1.0019e+10,8.834e+09,-5.431e+09,1.2043e+10,1.4128e+10,3.6477e+10,-7.65e+08,3.21e+08,9.95e+08,1.4e+07,5.2e+07,9.29e+08,3.14e+08,3.09e+08,1.12e+08,1.5e+08,-2.57e+08,8.65e+08,-3.98e+08,-3.98e+08,-5.9e+07,-4.57e+08,-7.4e+07,-1.22e+08,-1e+07,-1.12e+08,3.67e+08,-1e+06,-1e+06,-3.3e+07,-2.3e+08,1.78e+08,1.78e+08,2e+06,1.8e+08,-5.83e+08,8.827e+09,-7.29e+08,0.26969,0.1854,0.14377,-0.04962,-0.01922,1.03994,1.52619,1.58189,0.24199,-1.60184,-1.66262,-11.14201,27.39345,-1.66582,0.1691,5,-0.02003,-0.02329,-0.10556,-12.80446,-8.25774
"25","2016_Q2",21.05578125,"Up",3.055e+09,-2.4e+09,6.55e+08,-3.69e+08,-2.05e+08,-3.1e+07,-1.33e+08,2.86e+08,-1.09e+08,-1.21e+08,1.2e+07,1.77e+08,-1.6e+07,1.61e+08,-5.1e+07,1.1e+08,1.1e+07,1.6e+07,1.6e+07,1.384e+09,1.384e+09,1.556e+09,1.556e+09,3.549e+09,1.176e+09,7.05e+08,4.71e+08,7.665e+09,1.5016e+10,1.1775e+10,5.402e+09,2.738e+09,3.635e+09,2.8475e+10,3.614e+10,3.436e+09,2.657e+09,7.79e+08,8.12e+08,4e+07,1.307e+09,1.033e+09,5.555e+09,8.257e+09,7.97e+09,5.328e+09,3.251e+09,2.077e+09,2.642e+09,1.6227e+10,2.1782e+10,5.5e+07,1.1247e+10,1.391e+09,9.856e+09,8.753e+09,-5.175e+09,1.2223e+10,1.4358e+10,3.614e+10,1.1e+07,3.09e+08,1.37e+08,2.6e+07,-8.6e+07,1.97e+08,-8.87e+08,-1.39e+08,-5.8e+07,-2.72e+08,-4.18e+08,-4.3e+08,-2.51e+08,-2.51e+08,2.5e+08,-1e+06,-5.7e+07,0,2e+06,-2e+06,4.39e+08,-271201.442030461,-271594.043700065,-5e+07,-1.07e+08,-5.38e+08,-5.38e+08,3e+06,-5.35e+08,5.95e+08,9.069e+09,-4.92e+08,0.2144,0.09362,0.00524,0.00111,0.00044,-30.75,1.37984,1.51706,0.25094,0.03653,0.03653,6.97558,27.7836,-1.1234,0.13015,2,0.00233,-0.01567,3.5625,12.91597,26.87063
"26","2016_Q3",22.00890625,"Up",3.234e+09,-2.533e+09,7.01e+08,-4.04e+08,-2.39e+08,-3.2e+07,-1.33e+08,2.97e+08,-1.07e+08,-1.24e+08,1.7e+07,1.9e+08,-1.4e+07,1.76e+08,-1.23e+08,52999999.9999999,1.78e+08,1.35e+08,1.35e+08,1.929e+09,1.929e+09,1.595e+09,1.595e+09,3.438e+09,1.131e+09,6.37e+08,4.94e+08,8.093e+09,1.5017e+10,1.1563e+10,5.396e+09,2.752e+09,3.415e+09,2.8046e+10,3.6139e+10,3.475e+09,2.665e+09,8.1e+08,8.07e+08,3.3e+07,1.206e+09,1e+09,5.488e+09,8.278e+09,7.847e+09,5.192e+09,3.122e+09,2.07e+09,2.655e+09,1.6125e+10,2.1613e+10,5.5e+07,1.1268e+10,1.391e+09,9.877e+09,8.871e+09,-5.215e+09,1.2332e+10,1.4526e+10,3.6139e+10,1.78e+08,3.13e+08,1.35e+08,2.9e+07,7999999.99999997,9.8e+07,-2.94e+08,-78999999.9999999,5.5e+07,2.9e+07,-2.99e+08,3.32e+08,-2.77e+08,-2.77e+08,5.88e+08,3.11e+08,-5.7e+07,-1.1e+07,-7e+06,-4000000.00000001,4.37e+08,2e+06,2e+06,-3.4e+07,-1e+08,5.43e+08,5.43e+08,2e+06,5.45e+08,6.1e+08,9.085e+09,1.62e+08,0.21676,0.09184,0.04174,0.00929000000000001,0.00374,1.2,1.47467,1.48788,0.25139,0.30825,0.30272,7.3843,28.03248,0.3699,0.13015,5,0.0061,0.00515,0.42222,11.73115,24.09428
