"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","trading_account_profits_losses","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","short_long_term_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","goodwill","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","long_term_debt","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",25.4214516129032,"Down",2.1213e+10,1.0662e+10,1.1925e+10,-1.263e+09,1.0551e+10,6.96e+08,6.005e+09,3.85e+09,-1.591e+09,1.9622e+10,-1.2112e+10,-2.368e+09,-9.744e+09,7.51e+09,7.51e+09,7.51e+09,-2.48e+09,5.03e+09,5.03e+09,-9.3e+07,4.937e+09,-2.2e+08,4.717e+09,1.6986e+10,1.00442e+11,3.52677e+11,7.65245e+11,-1.7385e+10,7.8263e+11,9.165e+09,2.5637e+10,1.04563e+11,1.374715e+12,9.52239e+11,6.83248e+11,2.68991e+11,5.1957e+10,1.30801e+11,8.3659e+10,1.218656e+12,1.2283e+10,6.8194e+10,-5.186e+09,7.3994e+10,5.394e+09,1.54679e+11,1.38e+09,1.56059e+11,1.374715e+12,5.03e+09,6.99e+08,1.591e+09,1.17286e+11,-1.09798e+11,1.4808e+10,2.44e+09,-8.02e+08,-2.431e+10,-1.5141e+10,-3.8057e+10,-1.451e+09,6.48e+08,9.35e+08,2.3306e+10,-1.4e+07,2.3424e+10,1.75e+08,1.75e+08,1.75e+08,8.209e+09,1.82758e+11,-9.6669e+10,0.35403,0.22236,0.03023,0.00343,-20.49375,7.80894,0.13294,0.89197,0.88028,4.01131,26.92661,-18.27979,0.27438,0.00449,-0.07032,0.30761,20.19393,22.0735
"12","2013_Q1",27.0716666666667,"Up",2.1948e+10,1.0643e+10,1.1857e+10,-1.214e+09,1.1305e+10,9.27e+08,6.378e+09,4e+09,-1.831e+09,2.0117e+10,-1.2896e+10,-2.365e+09,-1.0531e+10,7.221e+09,7.221e+09,7.221e+09,-1.924e+09,5.297e+09,5.297e+09,-2.07e+08,5.09e+09,-2.33e+08,4.857e+09,2.186e+10,1.37313e+11,3.52638e+11,7.82514e+11,-1.706e+10,7.99574e+11,9.428e+09,2.5637e+10,9.3578e+10,1.422968e+12,1.002835e+12,7.14628e+11,2.88207e+11,5.7175e+10,1.27379e+11,7.6668e+10,1.264057e+12,1.2883e+10,6.8938e+10,-6.61e+09,7.7679e+10,4.664e+09,1.57554e+11,1.357e+09,1.58911e+11,1.422968e+12,5.297e+09,7.24e+08,1.831e+09,9.9994e+10,-9.9495e+10,8.351e+09,5.263e+09,-9.22e+08,-3.5209e+10,-2.3243e+10,-5.4114e+10,-1.231e+09,2.094e+09,-5.96e+08,5.0596e+10,-2.26e+08,5.0637e+10,4.874e+09,4.874e+09,4.874e+09,7.945e+09,1.84554e+11,-8.4363e+10,0.329,0.2213,0.03056,0.00341,-17.36936,7.9545,0.1297,0.92123,0.90974,4.16289,27.43983,-16.00118,0.23348,0.00428,-0.05929,0.25345,20.47753,22.53067
"13","2013_Q2",29.794375,"Up",2.1259e+10,1.0499e+10,1.165e+10,-1.151e+09,1.076e+10,7.28e+08,6.188e+09,3.844e+09,-1.219e+09,2.004e+10,-1.24e+10,-2.577e+09,-9.823e+09,7.64e+09,7.64e+09,7.64e+09,-2.42e+09,5.22e+09,5.22e+09,-4.9e+07,5.171e+09,-2.4e+08,4.931e+09,1.6217e+10,1.43804e+11,3.70572e+11,7.83255e+11,-1.6711e+10,7.99966e+11,9.263e+09,2.5637e+10,8.7886e+10,1.436634e+12,1.010733e+12,7.31824e+11,2.78909e+11,6.0693e+10,1.26191e+11,7.5622e+10,1.273239e+12,1.4412e+10,6.9272e+10,-6.036e+09,8.1264e+10,3.174e+09,1.62086e+11,1.309e+09,1.63395e+11,1.436634e+12,5.22e+09,8.34e+08,1.219e+09,8.3832e+10,-8.1968e+10,9.137e+09,2.656e+09,-1.796e+10,-6.244e+09,-4.609e+09,-2.6157e+10,-1.59e+09,4.193e+09,8.71e+08,7.898e+09,5e+06,1.1377e+10,-5.643e+09,-5.643e+09,-5.643e+09,8.474e+09,1.86884e+11,-6.8418e+10,0.35938,0.23195,0.03018,0.00343,-13.87508,7.7924,0.13008,0.93408,0.92108,4.02709,27.97386,-12.96041,0.30119,0.00454,-0.04762,0.32245,20.14008,22.33861
"14","2013_Q3",32.87375,"Up",2.1378e+10,1.075e+10,1.1827e+10,-1.077e+09,1.0628e+10,4.8e+08,6.644e+09,3.504e+09,-6.52e+08,2.0726e+10,-1.2255e+10,-2.626e+09,-9.629e+09,8.471e+09,8.471e+09,8.471e+09,-2.863e+09,5.608e+09,5.608e+09,-8.9e+07,5.519e+09,-2.47e+08,5.272e+09,1.7939e+10,1.48665e+11,3.62394e+11,7.8583e+11,-1.6144e+10,8.01974e+11,9.19e+09,2.5637e+10,9.0908e+10,1.440563e+12,1.021585e+12,7.43937e+11,2.77648e+11,5.6983e+10,1.23375e+11,7.4843e+10,1.276786e+12,1.3988e+10,6.9081e+10,-5.858e+09,8.4923e+10,2.87e+08,1.62421e+11,1.356e+09,1.63777e+11,1.440563e+12,5.608e+09,8.09e+08,6.52e+08,1.00144e+11,-9.4235e+10,1.2978e+10,2.702e+09,-5.389e+09,-4.707e+09,-7.425e+09,-1.4819e+10,-1.746e+09,-4.76e+09,-762000000.000001,1.0852e+10,-2.1e+07,3.563e+09,1.722e+09,1.722e+09,1.722e+09,9.28e+09,1.80358e+11,-7.939e+10,0.39625,0.24661,0.03219,0.00366,-15.0588,7.79588,0.1252,0.99382,0.97878,4.02994,27.98089,-14.96569,0.32914,0.00487,-0.05511,0.33118,17.50205,19.17353
"15","2013_Q4",33.49765625,"Up",2.0478e+10,1.0748e+10,1.1776e+10,-1.028e+09,9.73e+09,8.93e+08,6.465e+09,2.372e+09,-7.5e+07,2.0403e+10,-1.2102e+10,-2.401e+09,-9.701e+09,8.301e+09,8.301e+09,8.301e+09,-2.618e+09,5.683e+09,5.683e+09,-1.05e+08,5.578e+09,-2.61e+08,5.317e+09,1.8928e+10,1.82036e+11,3.60906e+11,7.97166e+11,-1.5159e+10,8.12325e+11,9.12e+09,2.5637e+10,9.4262e+10,1.488055e+12,1.041871e+12,7.6196e+11,2.79911e+11,5.3851e+10,1.51212e+11,7.2308e+10,1.319242e+12,1.5549e+10,6.9324e+10,-7.29e+09,8.8625e+10,9.57e+08,1.67165e+11,1.648e+09,1.68813e+11,1.488055e+12,5.683e+09,8.65e+08,7.5e+07,7.3106e+10,-5.8626e+10,2.1103e+10,2.805e+09,-1.4504e+10,-3.775e+10,-1.233e+10,-6.1779e+10,-1.886e+09,2.2988e+10,1.65e+08,2.0286e+10,1.12e+08,4.1665e+10,9.89e+08,9.89e+08,9.89e+08,9.166e+09,2.05063e+11,-4.4037e+10,0.40536,0.25964,0.0315,0.00357,-8.2823,7.81481,0.13781,1.00412,0.9875,3.86728,28.63272,-8.3164,0.35617,0.00484,-0.02959,0.35471,20.30711,22.4232
"16","2014_Q1",36.3839344262295,"Up",2.0665e+10,1.0803e+10,1.1836e+10,-1.033e+09,9.862e+09,9.65e+08,6.687e+09,2.21e+09,-3.63e+08,2.0302e+10,-1.2085e+10,-2.347e+09,-9.738e+09,8.217e+09,8.217e+09,8.217e+09,-2.504e+09,5.713e+09,5.713e+09,-1.03e+08,5.61e+09,-2.41e+08,5.369e+09,1.9919e+10,2.13793e+11,3.60871e+11,8.07784e+11,-1.4502e+10,8.22286e+11,9.156e+09,2.5637e+10,8.6342e+10,1.523502e+12,1.079177e+12,7.9106e+11,2.88117e+11,5.3883e+10,1.52998e+11,6.6436e+10,1.352494e+12,1.6267e+10,6.9432e+10,-8.104e+09,9.2361e+10,1.86e+08,1.70142e+11,8.66e+08,1.71008e+11,1.523502e+12,5.713e+09,7.85e+08,3.63e+08,4.396e+10,-3.6398e+10,1.4423e+10,2.858e+09,-7.072e+09,-3.0775e+10,-1.5748e+10,-5.0737e+10,-1.748e+09,1.993e+09,-2.61e+08,3.7306e+10,1.5e+07,3.7305e+10,9.91e+08,9.91e+08,9.91e+08,9.002e+09,2.06881e+11,-2.2034e+10,0.39763,0.25981,0.0314,0.00352,-4.10393,7.90895,0.13579,1.01875,1.00155,3.9211,29.19718,-4.18087,0.33168,0.00467,-0.01446,0.32557,20.76894,22.75307
"17","2014_Q2",39.5339682539683,"Up",2.0625e+10,1.0615e+10,1.1612e+10,-9.97e+08,1.001e+10,1.362e+09,6.458e+09,2.19e+09,-3.25e+08,2.03e+10,-1.1948e+10,-2.416e+09,-9.532e+09,8.352e+09,8.352e+09,8.352e+09,-2.277e+09,6.075e+09,6.075e+09,-1.82e+08,5.893e+09,-2.86e+08,5.607e+09,1.9731e+10,2.22781e+11,3.66576e+11,8.12748e+11,-1.3695e+10,8.26443e+11,9.02e+09,2.5637e+10,9.0214e+10,1.546707e+12,1.094576e+12,7.99713e+11,2.94863e+11,5.7061e+10,1.53422e+11,6.5179e+10,1.370238e+12,1.7179e+10,6.9754e+10,-8.206e+09,9.6368e+10,5.59e+08,1.75654e+11,8.15e+08,1.76469e+11,1.546707e+12,6.075e+09,5.71e+08,3.25e+08,2.7083e+10,-3.1213e+10,2.841e+09,2.212e+09,-4.247e+09,-5.532e+09,-1.0658e+10,-1.8225e+10,-1.897e+09,2.704e+09,-4.08e+08,1.5399e+10,-6.02e+08,1.5196e+10,-1.88e+08,-1.88e+08,-1.88e+08,8.923e+09,2.10483e+11,-1.7801e+10,0.40495,0.27185,0.03177,0.00363,-3.17478,7.76475,0.13608,1.0654,1.04739,3.91902,30.1123,-3.38242,0.36045,0.00485,-0.01151,0.33833,21.37756,22.83908
"18","2014_Q3",40.7378125,"Up",2.1066e+10,1.0791e+10,1.1793e+10,-1.002e+09,1.0275e+10,9.02e+08,6.827e+09,2.546e+09,-2.17e+08,2.0849e+10,-1.2194e+10,-2.445e+09,-9.749e+09,8.655e+09,8.655e+09,8.655e+09,-2.869e+09,5.786e+09,5.786e+09,-6e+07,5.726e+09,-3.02e+08,5.424e+09,2.0635e+10,2.38719e+11,3.96665e+11,8.15841e+11,-1.3101e+10,8.28942e+11,8.977e+09,2.5705e+10,9.2332e+10,1.598874e+12,1.118577e+12,8.10478e+11,3.08099e+11,6.1849e+10,1.67878e+11,6.9021e+10,1.417325e+12,1.8749e+10,6.9062e+10,-9.271e+09,9.9926e+10,2.393e+09,1.80859e+11,6.9e+08,1.81549e+11,1.598874e+12,5.786e+09,7.32e+08,2.17e+08,2.9694e+10,-3.9668e+10,-3.239e+09,2.087e+09,-7.244e+09,-9.812e+09,-1.9377e+10,-3.452e+10,-2.02e+09,1.7022e+10,-5.24e+08,2.4001e+10,1.84e+08,3.8663e+10,9.04e+08,9.04e+08,9.04e+08,9.387e+09,2.29727e+11,-2.5325e+10,0.41085,0.25748,0.02988,0.00339,-4.66906,7.80685,0.14368,1.02953,1.01368,3.99856,30.77025,-4.80696,0.38342,0.00466,-0.01584,0.37242,22.27464,24.15852
"19","2014_Q4",42.21265625,"Up",2.1213e+10,1.0941e+10,1.1964e+10,-1.023e+09,1.0272e+10,1.133e+09,6.83e+09,2.309e+09,-3.68e+08,2.0845e+10,-1.2248e+10,-2.527e+09,-9.721e+09,8.597e+09,8.597e+09,8.597e+09,-2.642e+09,5.955e+09,5.955e+09,-2.26e+08,5.729e+09,-3.21e+08,5.408e+09,1.8032e+10,2.61932e+11,4.01489e+11,8.26202e+11,-1.2681e+10,8.38883e+11,8.768e+09,2.5705e+10,9.4727e+10,1.636855e+12,1.130625e+12,8.16834e+11,3.13791e+11,6.2927e+10,1.84586e+11,7.5727e+10,1.453865e+12,1.9379e+10,6.9236e+10,-1.1206e+10,1.03494e+11,1.578e+09,1.82481e+11,5.09e+08,1.8299e+11,1.636855e+12,5.955e+09,6.3e+08,3.68e+08,3.287e+10,-2.4761e+10,1.5062e+10,1.696e+09,-1.317e+10,-1.7718e+10,-1.3338e+10,-4.253e+10,-2.145e+09,1.6306e+10,-1.386e+09,1.2048e+10,4.2e+07,2.4865e+10,-2.603e+09,-2.603e+09,-2.603e+09,9.227e+09,2.47513e+11,-1.1196e+10,0.40527,0.25494,0.02955,0.0033,-2.07027,7.94505,0.15121,1.03485,1.01838,4.05921,31.21032,-2.14241,0.41046,0.00461,-0.00684,0.39663,24.8706,26.69315
"20","2015_Q1",43.3816393442623,"Up",2.1443e+10,1.118e+10,1.2183e+10,-1.003e+09,1.0263e+10,7.37e+08,6.995e+09,2.531e+09,-4.85e+08,2.0958e+10,-1.2647e+10,-2.582e+09,-1.0065e+10,8.311e+09,8.311e+09,8.311e+09,-2.519e+09,5.792e+09,5.792e+09,-8.3e+07,5.709e+09,-3.27e+08,5.382e+09,1.9571e+10,2.58429e+11,4.25418e+11,8.50232e+11,-1.2319e+10,8.62551e+11,8.743e+09,2.5705e+10,9.9057e+10,1.687155e+12,1.16831e+12,8.46347e+11,3.21963e+11,6.3518e+10,1.83943e+11,8.6122e+10,1.501893e+12,1.9213e+10,6.9673e+10,-1.369e+10,1.0704e+11,2.158e+09,1.84394e+11,8.68e+08,1.85262e+11,1.687155e+12,5.792e+09,5.82e+08,4.85e+08,2.7176e+10,-3.117e+10,2.865e+09,1.702e+09,-2.1731e+10,9.585e+09,-2.2661e+10,-3.3105e+10,-2.081e+09,-1.672e+09,-2.481e+09,3.7685e+10,3.28e+08,3.1779e+10,1.539e+09,1.539e+09,1.539e+09,8.893e+09,2.47461e+11,-1.8056e+10,0.38759,0.25099,0.02905,0.00319,-3.35489,8.10686,0.14667,1.03665,1.01872,4.13025,31.81636,-3.47786,0.40083,0.00442,-0.0107,0.38666,25.62577,27.42029
"21","2015_Q2",45.0512698412698,"Up",2.1278e+10,1.0986e+10,1.1963e+10,-9.77e+08,1.0292e+10,1.056e+09,6.841e+09,2.395e+09,-6.08e+08,2.067e+10,-1.2507e+10,-2.685e+09,-9.822e+09,8.163e+09,8.163e+09,8.163e+09,-2.279e+09,5.884e+09,5.884e+09,-8e+07,5.804e+09,-3.43e+08,5.461e+09,1.9793e+10,2.91317e+11,4.41292e+11,8.49055e+11,-1.2176e+10,8.61231e+11,8.696e+09,2.5705e+10,1.01879e+11,1.737737e+12,1.196663e+12,8.60805e+11,3.35858e+11,7.7697e+10,1.83292e+11,9.0121e+10,1.547773e+12,2.1998e+10,6.9116e+10,-1.4556e+10,1.10676e+11,1.562e+09,1.88796e+11,1.168e+09,1.89964e+11,1.737737e+12,5.884e+09,7.27e+08,6.08e+08,3.005e+10,-3.4754e+10,2.515e+09,1.874e+09,-1.0545e+10,-3.0941e+10,-3.312e+09,-4.2924e+10,-2.126e+09,1.382e+10,1.9e+07,2.8591e+10,3.27e+08,4.0631e+10,2.22e+08,2.22e+08,2.22e+08,8.89e+09,2.60989e+11,-2.1711e+10,0.38364,0.25665,0.02875,0.00314,-3.97565,8.14772,0.15019,1.05825,1.04146,4.12332,32.32269,-4.20723,0.41198,0.00437,-0.01249,0.38931,27.13116,29.54747
"22","2015_Q3",44.7234375,"Down",2.1318e+10,1.127e+10,1.2226e+10,-9.56e+08,1.0048e+10,8.31e+08,7.036e+09,2.181e+09,-3e+08,2.1018e+10,-1.2469e+10,-2.606e+09,-9.863e+09,8.549e+09,8.549e+09,8.549e+09,-2.763e+09,5.786e+09,5.786e+09,-6.7e+07,5.719e+09,-3.56e+08,5.363e+09,1.9687e+10,2.32247e+11,4.60996e+11,8.76705e+11,-1.1754e+10,8.88459e+11,8.692e+09,2.5705e+10,9.6585e+10,1.720617e+12,1.185828e+12,8.42246e+11,3.43582e+11,8.2963e+10,1.79751e+11,8.1399e+10,1.529941e+12,2.1649e+10,6.929e+10,-1.5707e+10,1.14093e+11,2.33e+08,1.89558e+11,1.118e+09,1.90676e+11,1.720617e+12,5.786e+09,8.31e+08,3e+08,3.5118e+10,-4.3686e+10,-1.651e+09,2.088e+09,-1.9138e+10,5.3254e+10,-2.1406e+10,1.4798e+10,-2.22e+09,1.356e+09,-1.596e+09,-1.0835e+10,4.2e+07,-1.3253e+10,-1.06e+08,-1.06e+08,-1.06e+08,9.38e+09,2.62714e+11,-2.9455e+10,0.40102,0.25157,0.02813,0.00312,-5.49226,8.02377,0.15269,1.04098,1.0273,4.13789,32.59167,-5.71731,0.43091,0.00441,-0.01712,0.41395,25.90906,28.42754
"23","2015_Q4",44.4634375,"Down",2.1875e+10,1.1457e+10,1.2445e+10,-9.88e+08,1.0418e+10,1.041e+09,6.957e+09,2.42e+09,-7.03e+08,2.1172e+10,-1.2399e+10,-2.604e+09,-9.795e+09,8.773e+09,8.773e+09,8.773e+09,-2.79e+09,5.983e+09,5.983e+09,-1.87e+08,5.796e+09,-3.53e+08,5.443e+09,1.7395e+10,2.54811e+11,4.54293e+11,8.91574e+11,-1.1659e+10,9.03233e+11,8.8e+09,2.5684e+10,9.8708e+10,1.751265e+12,1.202179e+12,8.62418e+11,3.39761e+11,8.8069e+10,1.85274e+11,8.17e+10,1.557222e+12,2.2424e+10,7.0134e+10,-1.7899e+10,1.17593e+11,7.99e+08,1.93051e+11,9.92e+08,1.94043e+11,1.751265e+12,5.983e+09,8.38e+08,7.03e+08,3.3425e+10,-2.2012e+10,1.8937e+10,1.807e+09,-6.831e+09,-1.9768e+10,-1.9515e+10,-4.4307e+10,-2.246e+09,9.766e+09,-7.2e+08,1.6351e+10,-7.3e+07,2.3078e+10,-2.292e+09,-2.292e+09,-2.292e+09,9.611e+09,2.73343e+11,-7.804e+09,0.40105,0.24882,0.02805,0.00311,-1.43377,8.02514,0.15608,1.06188,1.04798,4.26763,33.28788,-1.52249,0.43818,0.00439,-0.00446,0.41264,26.63074,29.17451
"24","2016_Q1",40.402131147541,"Down",2.1586e+10,1.1588e+10,1.2643e+10,-1.055e+09,9.998e+09,8.68e+08,6.846e+09,2.284e+09,-8.31e+08,2.0755e+10,-1.2599e+10,-2.457e+09,-1.0142e+10,8.156e+09,8.156e+09,8.156e+09,-2.533e+09,5.623e+09,5.623e+09,-4.8e+07,5.575e+09,-3.72e+08,5.203e+09,1.9111e+10,2.7013e+11,4.45975e+11,9.05014e+11,-1.1545e+10,9.16559e+11,8.704e+09,2.5529e+10,1.13169e+11,1.787632e+12,1.223312e+12,8.71733e+11,3.51579e+11,9.7528e+10,1.99536e+11,7.3365e+10,1.593741e+12,2.2214e+10,6.985e+10,-1.8867e+10,1.20866e+11,-1.065e+09,1.92998e+11,8.93e+08,1.93891e+11,1.787632e+12,5.623e+09,8.92e+08,8.31e+08,3.0132e+10,-4.1375e+10,-3.897e+09,2.034e+09,-6.407e+09,-1.3002e+10,-1.7424e+10,-3.4802e+10,-2.234e+09,2.4765e+10,-1.702e+09,2.076e+10,-1.174e+09,4.0415e+10,1.716e+09,1.716e+09,1.716e+09,9.048e+09,2.97064e+11,-2.776e+10,0.37784,0.24104,0.02683,0.00291,-5.33538,8.21978,0.16618,1.01862,1.00419,4.226,33.43527,-5.43472,0.43736,0.00416,-0.01553,0.42937,30.71983,34.07957
"25","2016_Q2",40.540625,"Up",2.2195e+10,1.1667e+10,1.2972e+10,-1.305e+09,1.0528e+10,6.88e+08,6.568e+09,3.272e+09,-1.086e+09,2.1109e+10,-1.3028e+10,-2.645e+09,-1.0383e+10,8.081e+09,8.081e+09,8.081e+09,-2.567e+09,5.514e+09,5.514e+09,-5.2e+07,5.462e+09,-3.77e+08,5.085e+09,1.9084e+10,3.00547e+11,4.3907e+11,9.35637e+11,-1.1621e+10,9.47258e+11,8.349e+09,2.7003e+10,1.19492e+11,1.849182e+12,1.24149e+12,8.92602e+11,3.48888e+11,1.07703e+11,2.27888e+11,7.3597e+10,1.650678e+12,2.4051e+10,6.9738e+10,-1.9687e+10,1.23891e+11,-4.97e+08,1.97496e+11,1.008e+09,1.98504e+11,1.849182e+12,5.514e+09,1.295e+09,1.086e+09,3.3059e+10,-3.504e+10,5.914e+09,1.859e+09,1.439e+10,-2.8582e+10,-9.129e+09,-5.0366e+10,-2.244e+09,2.9586e+10,-5.75e+08,1.8178e+10,-5.2e+08,4.4425e+10,-2.7e+07,-2.7e+07,-2.7e+07,9.376e+09,3.35591e+11,-2.1238e+10,0.36409,0.22911,0.02562,0.00275,-4.1766,8.31559,0.18148,1.00183,0.98942,4.3728,34.17164,-4.18425,0.44211,0.00396,-0.01149,0.4413,33.75715,39.16681
"26","2016_Q3",40.10890625,"Down",2.2162e+10,1.1733e+10,1.3146e+10,-1.413e+09,1.0429e+10,9.64e+08,6.786e+09,2.679e+09,-1.074e+09,2.1088e+10,-1.2866e+10,-2.604e+09,-1.0262e+10,8.222e+09,8.222e+09,8.222e+09,-2.649e+09,5.573e+09,5.573e+09,-1.5e+07,5.558e+09,-3.85e+08,5.173e+09,2.0407e+10,2.95521e+11,4.69418e+11,9.45493e+11,-1.1664e+10,9.57157e+11,8.289e+09,2.6963e+10,1.23144e+11,1.889235e+12,1.245473e+12,8.83539e+11,3.61934e+11,1.20258e+11,2.43927e+11,7.6916e+10,1.686574e+12,2.483e+10,6.9827e+10,-2.1068e+10,1.27076e+11,1.08e+09,2.01745e+11,9.16e+08,2.02661e+11,1.889235e+12,5.573e+09,9.38e+08,1.074e+09,3.0712e+10,-4.5632e+10,-7.335e+09,1.845e+09,-1.4443e+10,5.74e+09,-1.2197e+10,-1.9138e+10,-2.259e+09,2.6977e+10,-7.72e+08,3.983e+09,-1.33e+08,2.7796e+10,1.323e+09,1.323e+09,1.323e+09,9.16e+09,3.64185e+11,-3.1978e+10,0.371,0.23342,0.02553,0.00274,-6.18171,8.32214,0.19277,1.02094,1.01073,4.37388,34.91583,-6.31116,0.44583,0.00393,-0.01693,0.43669,37.53035,41.81197
"27","2016_Q4",42.5063492063492,"Up",2.2328e+10,1.1952e+10,1.3487e+10,-1.535e+09,1.0376e+10,6.61e+08,6.906e+09,2.809e+09,-8.05e+08,2.1523e+10,-1.3268e+10,-2.52e+09,-1.0748e+10,8.255e+09,8.255e+09,8.255e+09,-2.601e+09,5.654e+09,5.654e+09,-1e+07,5.644e+09,-4.01e+08,5.243e+09,1.9287e+10,2.98325e+11,5.16172e+11,9.49743e+11,-1.1583e+10,9.61326e+11,8.322e+09,2.6688e+10,1.23587e+11,1.942124e+12,1.275894e+12,8.99758e+11,3.76136e+11,1.24668e+11,2.54835e+11,8.2769e+10,1.738166e+12,2.4594e+10,6.9821e+10,-2.2247e+10,1.30288e+11,5.72e+08,2.03028e+11,9.3e+08,2.03958e+11,1.942124e+12,5.654e+09,1.365e+09,8.05e+08,3.1201e+10,-4.1422e+10,-2.397e+09,1.856e+09,-3.2226e+10,-1.205e+09,-7.299e+09,-3.9684e+10,-2.279e+09,1.4491e+10,-1.61e+09,3.0421e+10,-6.2e+07,4.0961e+10,-1.12e+09,-1.12e+09,-1.12e+09,9.62e+09,3.79503e+11,-2.7345e+10,0.36972,0.23482,0.02571,0.0027,-5.21553,8.52218,0.19541,1.03958,1.02913,4.42717,35.3797,-5.42194,0.45188,0.00387,-0.01408,0.43467,37.44449,43.6361
"28","2017_Q1",48.3148387096774,"Up",2.1582e+10,1.2402e+10,1.4058e+10,-1.656e+09,9.18e+09,3.42e+08,7.018e+09,1.82e+09,-8.05e+08,2.0777e+10,-1.3215e+10,-2.478e+09,-1.0737e+10,7.562e+09,7.562e+09,7.562e+09,-2.258e+09,5.304e+09,5.304e+09,-3e+07,5.274e+09,-4.02e+08,4.872e+09,2.0729e+10,2.66038e+11,5.23098e+11,9.56185e+11,-1.1419e+10,9.67604e+11,8.333e+09,2.6693e+10,1.29039e+11,1.930115e+12,1.306079e+12,9.30112e+11,3.75967e+11,9.6781e+10,2.55077e+11,7.1681e+10,1.729618e+12,2.4551e+10,6.937e+10,-2.2713e+10,1.33075e+11,-4.702e+09,1.99581e+11,9.16e+08,2.00497e+11,1.930115e+12,5.304e+09,1.372e+09,8.05e+08,2.8254e+10,-3.0909e+10,4.826e+09,1.751e+09,-3.4051e+10,1.214e+10,-1.1784e+10,-3.2731e+10,-2.256e+09,-1.6603e+10,-1.643e+09,3.0185e+10,-7.4e+07,9.609e+09,-1.8296e+10,-1.8296e+10,-1.8296e+10,8.934e+09,3.51858e+11,-1.7966e+10,0.35038,0.22574,0.0243,0.00252,-3.6876,8.62665,0.1823,0.96951,0.95885,4.29475,34.83045,-3.57518,0.44894,0.00369,-0.00931,0.46305,37.06391,43.78855
"29","2017_Q2",45.9304761904762,"Down",2.2255e+10,1.2324e+10,1.4213e+10,-1.889e+09,9.931e+09,8.78e+08,6.693e+09,2.36e+09,-6.05e+08,2.165e+10,-1.3792e+10,-2.725e+09,-1.1067e+10,7.858e+09,7.858e+09,7.858e+09,-2.133e+09,5.725e+09,5.725e+09,-9.1e+07,5.634e+09,-4.01e+08,5.233e+09,1.9698e+10,3.08747e+11,5.20571e+11,9.47237e+11,-1.1168e+10,9.58405e+11,8.32e+09,2.6666e+10,1.20325e+11,1.951564e+12,1.325444e+12,9.59664e+11,3.6578e+11,9.4871e+10,2.56468e+11,7.2292e+10,1.749075e+12,2.5501e+10,6.9721e+10,-2.403e+10,1.36032e+11,-5.724e+09,2.015e+11,9.89e+08,2.02489e+11,1.951564e+12,5.725e+09,1.237e+09,6.05e+08,2.4859e+10,-1.9288e+10,1.3138e+10,1.519e+09,1.849e+09,-1.1039e+10,5.818e+09,-1.899e+09,-2.267e+09,-2.6e+07,-1.603e+09,1.9365e+10,-4.18e+08,1.5051e+10,2.629e+10,2.629e+10,2.629e+10,9.095e+09,3.51339e+11,-6.541e+09,0.35309,0.23514,0.02584,0.00268,-1.24995,8.63788,0.18003,1.0448,1.03207,4.44336,35.13936,-1.30595,0.45262,0.00384,-0.00335,0.43321,36.4641,42.20425
