"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"13","2013_Q2",66.50359375,"Up",3.946e+09,-2.448e+09,-1.12e+08,-3637189066.0251,-2.336e+09,1.498e+09,-5.5e+07,-5.5e+07,1.443e+09,-6.3e+07,1.38e+09,-6.02e+08,7.78e+08,7.17e+08,7.17e+08,6.98e+08,2.48e+08,2.48e+08,3.106e+09,3.106e+09,6.09e+08,3.65e+08,4.848e+09,5.4289e+10,9.6576e+10,-4.2287e+10,2.655e+09,1.286e+09,5.6944e+10,6.1792e+10,1.226e+09,1.226e+09,3.342e+09,3.342e+09,5.562e+09,1.1485e+10,1.2758e+10,8.163e+09,4.595e+09,2.4243e+10,2.9805e+10,1.0142e+10,2.0781e+10,-1.33e+08,3.1987e+10,3.1987e+10,6.1792e+10,7.78e+08,1.312e+09,2.05e+08,2.62e+08,2.621e+09,-2.765e+09,-4.1e+07,-2.592e+09,-8.6e+07,1.55e+08,1.2e+07,5.9e+07,8.8e+07,8.8e+07,8.8e+07,2.81e+09,1.2479e+10,9.09e+08,0.37962,0.17689,0.02182,0.0113,1.30229,0.87163,0.93178,0.20195,1.78061,1.71078,10.06633,78.46939,2.31888,0.21939,0.0137,0.01588,0.12321,4.35267,8.16489
"14","2013_Q3",69.71125,"Up",4.268e+09,-2.504e+09,-1.26e+08,-2.662e+09,2.84e+08,1.764e+09,-5.2e+07,-5.2e+07,1.712e+09,-6.4e+07,1.648e+09,-6.11e+08,1.037e+09,1.035e+09,1.035e+09,1.016e+09,1.84e+08,1.84e+08,2.914e+09,2.914e+09,6.87e+08,2.98e+08,4.758e+09,5.5821e+10,9.9493e+10,-4.3672e+10,2.771e+09,1.402e+09,5.8592e+10,6.335e+10,1.346e+09,1.346e+09,3.334e+09,3.334e+09,5.158e+09,1.2297e+10,1.3174e+10,8.496e+09,4.678e+09,2.5471e+10,3.0629e+10,1.0174e+10,2.1718e+10,-1.18e+08,3.2721e+10,3.2721e+10,6.335e+10,1.037e+09,1.35e+09,1.68e+08,1.64e+08,2.759e+09,-2.924e+09,5.5e+07,-2.772e+09,-9.7e+07,2.9e+08,-9e+06,-50999999.9999999,-63999999.9999999,-63999999.9999999,-63999999.9999999,3.114e+09,1.2775e+10,9.65e+08,0.41331,0.23805,0.03105,0.01604,0.9498,0.92245,0.93607,0.20166,2.59184,2.4902,10.88776,80.34184,2.46173,0.24745,0.01897,0.01645,0.09547,4.04335,7.13776
"15","2013_Q4",74.8671875,"Up",3.9e+09,-3.144e+09,-1.21e+08,-1.995e+09,-1.028e+09,7.56e+08,-5e+07,-5e+07,7.06e+08,-6.5e+07,6.41e+08,-2.06e+08,4.35e+08,3.06e+08,3.06e+08,3e+08,1.251e+09,1.251e+09,3.086e+09,3.086e+09,7.9e+08,4.52e+08,6.016e+09,5.1462e+10,9.7301e+10,-4.5839e+10,2.761e+09,1.392e+09,5.4223e+10,6.0239e+10,1.345e+09,1.345e+09,3.121e+09,3.121e+09,4.523e+09,1.0868e+10,1.1867e+10,8.297e+09,3.57e+09,2.2735e+10,2.7258e+10,1.1446e+10,2.1938e+10,-1.23e+08,3.2981e+10,3.2981e+10,6.0239e+10,4.35e+08,1.995e+09,2.38e+08,-7.44e+08,1.978e+09,1.131e+09,-2.6e+07,1.03e+09,-9.7e+07,-1.884e+09,3.5e+07,-1.941e+09,1.067e+09,1.067e+09,1.067e+09,2.751e+09,1.0925e+10,3.344e+09,0.19385,0.07692,0.0091,0.00498,11.14667,1.33009,0.82648,0.18136,0.75377,0.74074,9.79899,82.86683,8.40201,0.24372,0.00712,0.05996,0.32333,3.51654,12.7963
"16","2014_Q1",69.1586885245902,"Down",2.324e+09,-1.994e+09,-1.22e+08,-1.209e+09,-6.63e+08,3.3e+08,-7.2e+07,-7.2e+07,2.58e+08,-1.9e+07,2.39e+08,-5.09e+08,-2.7e+08,2.3e+08,1.74e+08,1.74e+08,1.906e+09,1.906e+09,2.952e+09,2.952e+09,6.17e+08,3.71e+08,6.366e+09,5.2421e+10,9.9819e+10,-4.7398e+10,2.85e+09,1.481e+09,5.5271e+10,6.1637e+10,1.616e+09,1.616e+09,3.031e+09,3.031e+09,4.7e+09,9.672e+09,1.1872e+10,8.364e+09,3.508e+09,2.1544e+10,2.6244e+10,1.2506e+10,2.2032e+10,-1.15e+08,3.3396e+10,3.5393e+10,6.1637e+10,-2.7e+08,1.209e+09,2.09e+08,3.37e+08,2.477e+09,-4.691e+09,-9.3e+07,-2.782e+09,-8e+07,-1.142e+09,2.931e+09,9.6e+08,6.55e+08,6.55e+08,6.55e+08,1.539e+09,9.725e+09,-2.306e+09,0.142,0.07487,0.00492,0.00282,-13.25287,1.35447,0.7415,0.15778,0.43719,0.43176,5.8392,83.90955,-5.79397,0.20101,0.00446,-0.04046,0.45977,5.08057,23.69394
"17","2014_Q2",76.5709523809524,"Up",3.675e+09,-2.157e+09,-1.03e+08,-1.206e+09,-8.48e+08,1.518e+09,-2.7e+07,-2.7e+07,1.491e+09,-6.2e+07,1.429e+09,-5.78e+08,8.51e+08,3.34e+08,2.36e+08,2.36e+08,1.643e+09,1.643e+09,2.479e+09,2.479e+09,6.14e+08,3.23e+08,5.463e+09,5.2752e+10,9.9336e+10,-4.6584e+10,2.906e+09,1.537e+09,5.5658e+10,6.1121e+10,1.438e+09,1.438e+09,2.918e+09,2.918e+09,4.356e+09,9.673e+09,1.1915e+10,8.517e+09,3.398e+09,2.1588e+10,2.5944e+10,1.2539e+10,2.217e+10,-1.16e+08,3.3082e+10,3.5177e+10,6.1121e+10,8.51e+08,1.206e+09,1.65e+08,-1.1e+07,2.293e+09,-2.706e+09,9e+06,-1.949e+09,-7.9e+07,-2e+06,2157673500.70736,-6.07e+08,-2.63e+08,-2.63e+08,-2.63e+08,2.724e+09,9.673e+09,5.85e+08,0.41306,0.06422,0.00671,0.00386,2.47881,1.25413,0.73753,0.15826,0.59898,0.59596,9.32741,83.96447,1.48477,0.20051,0.00555,0.01031,0.33475,2.94787,5.28986
"18","2014_Q3",83.9284375,"Up",3.002e+09,-2.156e+09,-1.18e+08,-1.252e+09,-7.86e+08,8.46e+08,-7e+07,-7e+07,7.76e+08,-13999999.9999999,7.62e+08,-3.06e+08,4.56e+08,6.13e+08,5.05e+08,5.05e+08,5.24e+08,5.24e+08,2.407e+09,2.407e+09,1.401e+09,1.109e+09,5.126e+09,5.247e+10,1.00512e+11,-4.8042e+10,3.575e+09,2.206e+09,5.6045e+10,6.1171e+10,1.491e+09,1.491e+09,3.078e+09,3.078e+09,4.57e+09,9.674e+09,1.2035e+10,8.566e+09,3.469e+09,2.1709e+10,2.6279e+10,1.258e+10,2.2581e+10,-1.16e+08,3.2755e+10,3.4892e+10,6.1171e+10,4.56e+08,1.252e+09,66999999.9999999,-37000000.0000001,2.339e+09,-3.72e+08,-1.409e+09,-2.542e+09,-9.7e+07,1e+06,-4.1e+07,-9.16e+08,-1.119e+09,-1.119e+09,-1.119e+09,2.098e+09,9.675e+09,1.995e+09,0.28181,0.16822,0.01447,0.00826,3.9505,1.12166,0.75315,0.15816,1.30829,1.30155,7.7772,84.85751,5.16839,0.2513,0.01064,0.03525,0.19208,4.36177,10.81678
"19","2014_Q4",60.498125,"Down",3.441e+09,-3.659e+09,-1.11e+08,-2.735e+09,-8.13e+08,-2.18e+08,-6e+07,-6e+07,-2.78e+08,-3.9e+07,-3.17e+08,-7.68e+08,-1.085e+09,-1.241e+09,-1.33e+09,-1.33e+09,5.1e+08,5.1e+08,2.287e+09,2.287e+09,9.16e+08,5.08e+08,4.426e+09,5.3035e+10,1.03872e+11,-5.0837e+10,3.529e+09,2.16e+09,5.6564e+10,6.099e+10,1.316e+09,1.316e+09,2.971e+09,2.971e+09,4.307e+09,1.0902e+10,1.2795e+10,9.298e+09,3.497e+09,2.3697e+10,2.8004e+10,1.2635e+10,2.1156e+10,-1.16e+08,3.0818e+10,3.2986e+10,6.099e+10,-1.085e+09,2.735e+09,2.96e+08,-1.39e+08,1.896e+09,-4.258e+09,7.59e+08,-2.45e+09,-9.5e+07,1.247e+09,-4.5e+07,5.4e+08,-1.4e+07,-1.4e+07,-1.4e+07,2.517e+09,1.0922e+10,-1.112e+09,-0.06335,-0.38652,-0.04032,-0.02181,0.83609,1.02763,0.84897,0.17908,-3.49081,-3.52785,9.0315,80.88714,-2.91864,0.24934,-0.02178,-0.01961,-0.07143,4.13667,-47.76147
"20","2015_Q1",53.7301639344262,"Down",1.354e+09,-2.661e+09,-1.21e+08,6.67e+08,-7.08e+08,-1.307e+09,-2.56e+08,-2.56e+08,-1.563e+09,-7.141e+09,-8.704e+09,2.17e+09,-6.534e+09,-7.725e+09,-7.771e+09,-7.771e+09,7.69e+08,7.69e+08,2.024e+09,2.024e+09,2.914e+09,3.88e+08,6.415e+09,4.8076e+10,1.03458e+11,-5.5382e+10,1.461e+09,1.461e+09,4.9537e+10,5.5952e+10,1.21e+09,1.21e+09,2.454e+09,2.454e+09,3.664e+09,1.1245e+10,1.2906e+10,9.499e+09,3.407e+09,2.4151e+10,2.7815e+10,1.2694e+10,1.6249e+10,-1.16e+08,2.5937e+10,2.8137e+10,5.5952e+10,-6.534e+09,-667000000.000001,8.6e+09,-1.42e+08,1.429e+09,-1.896e+09,3.42e+08,-1.449e+09,-9.4e+07,3.22e+08,-5e+06,1.89e+08,1.69e+08,1.69e+08,1.69e+08,-1.974e+09,1.1245e+10,-6.182e+09,-0.96529,-5.73929,-0.27618,-0.13889,0.79552,1.75082,0.98856,0.20098,-20.72267,-20.72267,3.61067,69.16533,-16.48533,0.25067,-0.14682,-0.11823,-0.0121,-5.30699,-8.01529999999999
"21","2015_Q2",53.9693650793651,"Up",1.63e+09,-9.049e+09,-8.2e+07,-8.302e+09,-6.65e+08,-7.419e+09,-6.9e+07,-6.9e+07,-7.488e+09,-3.6e+07,-7.524e+09,3.02e+09,-4.504e+09,-4.636e+09,-4.651e+09,-4.651e+09,2.29e+08,2.29e+08,1.767e+09,1.767e+09,3.244e+09,4.68e+08,5.906e+09,4.123e+10,1.0502e+11,-6.379e+10,1.514e+09,1.427e+09,4.2744e+10,4.865e+10,1.01e+09,1.01e+09,1.885e+09,1.885e+09,5.493e+09,9.675e+09,1.0077e+10,6.611e+09,3.466e+09,1.9752e+10,2.5245e+10,1.2712e+10,1.1504e+10,-1.16e+08,2.1211e+10,2.3405e+10,4.865e+10,-4.504e+09,8.302e+09,-2.902e+09,-3.19e+08,6.5e+08,-1.781e+09,-7.2e+07,-2.118e+09,-9.4e+07,1.028e+09,-6e+06,9.28e+08,-5.4e+08,-5.4e+08,-5.4e+08,8.83e+08,1.2273e+10,-4.237e+09,-4.55153,-2.85337,-0.19872,-0.0956,0.91099,1.07519,1.07862,0.25227,-12.33687,-12.33687,4.32361,56.2626,-11.23873,0.24934,-0.0996,-0.0926,-0.02021,13.63986,-1.6234
"22","2015_Q3",39.15515625,"Down",2.251e+09,5.45e+09,-1.13e+08,6.682e+09,-6.36e+08,7.701e+09,-1.72e+08,-1.72e+08,7.529e+09,-2.46e+09,5.069e+09,-2.55e+09,2.519e+09,2.533e+09,2.457e+09,2.457e+09,2.95e+09,2.95e+09,1.589e+09,1.589e+09,3.25e+08,1.93e+08,5.493e+09,2.8315e+10,9.5243e+10,-6.6928e+10,1.504e+09,1.504e+09,2.9819e+10,3.5312e+10,7.1e+08,7.1e+08,1.673e+09,1.673e+09,2.383e+09,9.676e+09,5.498e+09,2.644e+09,2.854e+09,1.5174e+10,1.7557e+10,1.274e+10,5.809e+09,-1.16e+08,1.5544e+10,1.7755e+10,3.5312e+10,2.519e+09,-6.682e+09,4.282e+09,9.27e+08,1.132e+09,-1.105e+09,5e+06,4.391e+09,-9.5e+07,-2.598e+09,-1.9e+07,-2.712e+09,2.811e+09,2.811e+09,2.811e+09,1.019e+09,9.676e+09,3.391e+09,3.42115,1.09151,0.13838,0.06958,1.38014,2.30508,0.98885,0.27401,6.5,6.5,5.95503,41.12169,8.9709,0.25132,0.0775,0.10298,0.03867,6.60059,0.87339
"23","2015_Q4",40.329375,"Up",1.526e+09,-1.796e+09,-8.9e+07,-8.72e+08,-6.12e+08,-2.7e+08,-1.6e+08,-1.6e+08,-4.3e+08,-3.94e+09,-4.37e+09,2.51e+08,-4.119e+09,-4.136e+09,-4.143e+09,-4.143e+09,1.655e+09,1.655e+09,1.332e+09,1.332e+09,4.25e+08,1.86e+08,4.079e+09,2.2377e+10,9.6121e+10,-7.3744e+10,1.356e+09,1.356e+09,2.3733e+10,2.7812e+10,6.59e+08,6.59e+08,1.508e+09,1.508e+09,2.167e+09,8.777e+09,4.896e+09,1.997e+09,2.899e+09,1.3673e+10,1.584e+10,1.2754e+10,6e+07,-1.16e+08,9.809e+09,1.1972e+10,2.7812e+10,-4.119e+09,8.72e+08,4.217e+09,-2.13e+08,7.11e+08,-8.95e+08,-3.2e+07,-9.27e+08,-9.4e+07,-9.39e+08,-4.6e+07,-1.079e+09,-1.295e+09,-1.295e+09,-1.295e+09,6.02e+08,8.777e+09,-7.57e+08,-0.17693,-2.71494,-0.34606,-0.14896,0.18272,1.88233,1.32309,0.31558,-10.9314,-10.9314,4.02639,25.88127,-1.99736,0.24802,-0.15789,-0.02952,-0.02269,11.83056,-26.37778
"24","2016_Q1",36.2334426229508,"Down",1.482e+09,-3.535e+09,-9.6e+07,-807999999.999998,-5.66e+08,-2.053e+09,-1.1e+08,-1.1e+08,-2.163e+09,-3.181e+09,-5.344e+09,2.89e+08,-5.055e+09,-4.428e+09,-4.015e+09,-4.015e+09,1.467e+09,1.467e+09,1.253e+09,1.253e+09,4.62e+08,1.72e+08,3.752e+09,2.0838e+10,4.615e+10,-2.5312e+10,9.1e+08,9.1e+08,2.1748e+10,2.55e+10,6.18e+08,6.18e+08,1.223e+09,1.223e+09,1.841e+09,8.716e+09,5.453e+09,2.529e+09,2.924e+09,1.4169e+10,1.601e+10,1.2876e+10,-1.98e+09,-1.19e+08,7.888e+09,9.49e+09,2.55e+10,-5.055e+09,807999999.999999,4.896e+09,-4.75e+08,1.74e+08,-7.59e+08,1.05e+08,-2.63e+08,-9.4e+07,0,-5000000.00000001,-98999999.9999995,-1.88e+08,-1.88e+08,-1.88e+08,-1.245e+09,8.716e+09,-2.768e+09,-1.38529,-2.70918,-0.42308,-0.15745,0.68941,2.03802,1.68704,0.3418,-10.62169,-10.62169,3.92063,20.86772,-7.32275,0.24868,-0.16573,-0.117,-0.02341,-5.82249,-3.53093000000001
"25","2016_Q2",47.63171875,"Up",1.083e+09,-1.322e+09,-9.3e+07,-6.78e+08,-4.56e+08,-2.39e+08,-1.05e+08,-1.05e+08,-3.44e+08,-3.8e+07,-3.82e+08,1.1e+07,-3.71e+08,-3.71e+08,-3.72e+08,-3.72e+08,1.004e+09,1.004e+09,1.12e+09,1.12e+09,5.51e+08,1.9e+08,3.222e+09,1.3542e+10,9.4326e+10,-8.0784e+10,9.15e+08,9.15e+08,1.4457e+10,1.7679e+10,5.71e+08,5.71e+08,1.027e+09,1.027e+09,1.598e+09,8.718e+09,3.809e+09,8.91e+08,2.918e+09,1.2527e+10,1.4125e+10,1.2664e+10,-7.642e+09,-1.16e+08,2.018e+09,3.554e+09,1.7679e+10,-3.71e+08,6.78e+08,1.64e+08,-2.32e+08,2.39e+08,-5.65e+08,1e+07,-5.55e+08,-9.5e+07,0,-5.2e+07,-1.47e+08,-4.63e+08,-4.63e+08,-4.63e+08,4.39e+08,8.718e+09,-3.69e+08,-0.22068,-0.34349,-0.10467,-0.02104,0.99194,2.01627,3.9744,0.49313,-0.98413,-0.98413,2.86508,5.33862,-0.97619,0.25132,-0.01723,-0.02295,-0.25538,17.57175,-32.27615
"26","2016_Q3",48.10015625,"Up",1.382e+09,-1.348e+09,-1.03e+08,-6.69e+08,-4.85e+08,3.4e+07,-1.04e+08,-1.04e+08,-69999999.9999999,-2.11e+08,-2.81e+08,8.1e+07,-2e+08,-2e+08,-2.44e+08,-2.44e+08,1.201e+09,1.201e+09,1.016e+09,1.016e+09,5.45e+08,2.02e+08,3.292e+09,2.0143e+10,4.6714e+10,-2.6571e+10,9.11e+08,9.11e+08,2.1054e+10,2.4346e+10,5.44e+08,5.44e+08,1.026e+09,1.026e+09,1.57e+09,8.719e+09,5.361e+09,2.308e+09,3.053e+09,1.408e+10,1.565e+10,1.2745e+10,-2.596e+09,-1.19e+08,7.142e+09,8.696e+09,2.4346e+10,-2e+08,6.69e+08,73000000.0000005,2.02e+08,7.44e+08,-4.3e+08,1.9e+07,-4.11e+08,-9.4e+07,0,-4.2e+07,-1.36e+08,1.97e+08,1.97e+08,1.97e+08,7.03e+08,8.719e+09,3.94e+08,0.0246,-0.17656,-0.02806,-0.01002,-1.61475,2.09682,1.79968,0.35813,-0.6438,-0.6438,3.64644,18.84433,1.03958,0.24802,-0.00658999999999999,0.0173,-0.38525,10.69417,221.11765
"27","2016_Q4",55.6573015873016,"Up",1.438e+09,-1.365e+09,-1.02e+08,-6.48e+08,-4.54e+08,7.3e+07,-1.02e+08,-1.02e+08,-2.9e+07,-8.76e+08,-9.05e+08,3.79e+08,-5.26e+08,-5.59e+08,-6.07e+08,-6.07e+08,1.23e+09,1.23e+09,1.064e+09,1.064e+09,4.65e+08,2.09e+08,3.272e+09,1.9462e+10,4.664e+10,-2.7178e+10,4.15e+08,4.15e+08,1.9877e+10,2.3149e+10,5.57e+08,5.57e+08,1.071e+09,1.071e+09,1.628e+09,8.721e+09,4.851e+09,1.783e+09,3.068e+09,1.3572e+10,1.52e+10,1.2679e+10,-3.203e+09,-1.19e+08,6.469e+09,7.949e+09,2.3149e+10,-5.26e+08,6.48e+08,4.98e+08,3.1e+07,6.51e+08,-4.14e+08,1.8e+07,-3.96e+08,-9.5e+07,-1e+06,-1.3e+08,-2.26e+08,2.9e+07,2.9e+07,2.9e+07,7.21e+08,8.721e+09,-4.1e+07,0.05076,-0.42211,-0.07636,-0.02622,0.06755,2.00983,1.91219,0.37673,-1.59737,-1.59737,3.78421,17.02368,-0.10789,0.25,-0.02379,-0.00191,-0.15651,10.38974,102.61644
"28","2017_Q1",49.8608064516129,"Down",1.451e+09,-1.325e+09,-1.12e+08,-6.23e+08,-4.64e+08,1.26e+08,-1.06e+08,-1.06e+08,2e+07,-1.34e+08,-1.14e+08,-2.9e+07,-1.43e+08,-1.43e+08,-1.82e+08,-1.82e+08,1.377e+09,1.377e+09,1.128e+09,1.128e+09,2.6e+08,8.1e+07,3.241e+09,1.8867e+10,4.6749e+10,-2.7882e+10,4.11e+08,4.11e+08,1.9278e+10,2.2519e+10,5.85e+08,5.85e+08,1.258e+09,1.258e+09,1.843e+09,8.544e+09,4.453e+09,1.71e+09,2.743e+09,1.2997e+10,1.484e+10,1.2622e+10,-3.385e+09,-1.12e+08,6.238e+09,7.679e+09,2.2519e+10,-1.43e+08,6.23e+08,1.87e+08,1.52e+08,7.96e+08,-4.06e+08,1.08e+08,-2.98e+08,-9.5e+07,-1.8e+08,-7.6e+07,-3.51e+08,1.47e+08,1.47e+08,1.47e+08,7.49e+08,8.544e+09,5.24e+08,0.08684,-0.12543,-0.0237,-0.00808,-2.87912,1.75855,1.93254,0.37941,-0.48021,-0.48021,3.8285,16.4591,1.38259,0.25066,-0.00421,0.02534,-0.52198,9.56876,56.88095
"29","2017_Q2",43.9368253968254,"Down",1.878e+09,-1.196e+09,-1.03e+08,-5.76e+08,-4.25e+08,6.82e+08,-1e+08,-1e+08,5.82e+08,-4.4e+07,5.38e+08,-2.71e+08,2.67e+08,2.67e+08,2.13e+08,2.13e+08,1.521e+09,1.521e+09,1.171e+09,1.171e+09,2.8e+08,9.3e+07,3.426e+09,1.878e+10,4.7133e+10,-2.8353e+10,4.04e+08,4.04e+08,1.9184e+10,2.261e+10,5.64e+08,5.64e+08,1.334e+09,1.334e+09,1.898e+09,8.327e+09,4.562e+09,1.789e+09,2.773e+09,1.2889e+10,1.4787e+10,1.2563e+10,-3.179e+09,-1.12e+08,6.385e+09,7.823e+09,2.261e+10,2.67e+08,5.76e+08,-1.13e+08,-2.75e+08,4.55e+08,-8.7e+07,-6e+06,-9.3e+07,-9.5e+07,-7e+07,-5.3e+07,-2.18e+08,1.44e+08,1.44e+08,1.44e+08,1.258e+09,8.327e+09,1.167e+09,0.36315,0.11342,0.02723,0.00942,5.47887,1.80506,1.8902,0.36829,0.56053,0.55614,4.94211,16.80263,3.07105,0.25,0.01487,0.05634,0.44601,5.41017,9.97947
"30","2017_Q3",39.4960317460317,"Down",1.384e+09,-1.239e+09,-1.06e+08,-5.72e+08,-4.53e+08,1.45e+08,-9.9e+07,-9.9e+07,46000000.0000001,-3.7e+07,8999999.99999994,6.04e+08,6.13e+08,6.13e+08,5.72e+08,5.72e+08,1.667e+09,1.667e+09,1.015e+09,1.015e+09,1.549e+09,9.9e+07,4.647e+09,1.7551e+10,4.2166e+10,-2.4615e+10,4.04e+08,4.04e+08,1.7955e+10,2.2602e+10,5.33e+08,5.33e+08,2.34e+09,2.34e+09,2.873e+09,8.329e+09,3.135e+09,1.058e+09,2.077e+09,1.1464e+10,1.4337e+10,1.2505e+10,-2.607e+09,-1.12e+08,6.899e+09,8.265e+09,2.2602e+10,6.13e+08,5.72e+08,-5.82e+08,1.48e+08,7.51e+08,-6.54e+08,-1e+07,-4.36e+08,-9.5e+07,0,-7.4e+07,-1.69e+08,1.46e+08,1.46e+08,1.46e+08,7.17e+08,8.329e+09,-3.93e+08,0.10477,0.41329,0.06921,0.02531,-0.687059999999999,1.61747,1.73466,0.36851,1.50131,1.49347,3.63255,18.10761,-1.0315,0.24934,0.03381,-0.01992,0.16608,9.29149,45.94483
"31","2017_Q4",37.9144444444444,"Down",1.575e+09,-1.351e+09,-9.8e+07,-5.59e+08,-4.63e+08,2.24e+08,-1.01e+08,-1.01e+08,1.23e+08,-3e+07,9.3e+07,1.2e+07,1.05e+08,1.05e+08,6.3e+07,6.3e+07,1.846e+09,1.846e+09,1.145e+09,1.145e+09,3.82e+08,2.47e+08,3.769e+09,1.7655e+10,4.2754e+10,-2.5099e+10,4.11e+08,4.11e+08,1.8066e+10,2.1835e+10,5.83e+08,5.83e+08,1.332e+09,1.332e+09,2.465e+09,7.933e+09,3.06e+09,9.48e+08,2.112e+09,1.0993e+10,1.3458e+10,1.2445e+10,-2.544e+09,-3e+06,7.011e+09,8.377e+09,2.1835e+10,1.05e+08,5.59e+08,-9e+06,-1.01e+08,5.54e+08,-5.13e+08,-1.4e+07,-9.4e+07,-9.5e+07,0,-9e+07,-1.85e+08,2.75e+08,2.75e+08,2.75e+08,7.83e+08,8.483e+09,1.57e+08,0.14222,0.04,0.00752,0.00289,2.49206,1.52901,1.60654,0.3885,0.16535,0.16449,4.13386,18.40157,0.41207,0.24934,0.00793,0.00788,1.50794,8.47637,29.62946
"32","2018_Q1",36.4506557377049,"Down",1.586e+09,-1.184e+09,-8.8e+07,-5.73e+08,-4.05e+08,4.02e+08,-9.7e+07,-9.7e+07,3.05e+08,-2.7e+07,2.78e+08,2.4e+08,5.18e+08,5.18e+08,4.56e+08,4.56e+08,1.668e+09,1.668e+09,1.345e+09,1.345e+09,3.44e+08,2.07e+08,3.725e+09,1.7759e+10,4.3402e+10,-2.5643e+10,4.38e+08,4.38e+08,1.8197e+10,2.1922e+10,6.41e+08,6.41e+08,1.373e+09,1.373e+09,2.564e+09,7.934e+09,2.633e+09,5.45e+08,2.088e+09,1.0567e+10,1.3131e+10,1.2387e+10,-2.088e+09,4000000.00000001,7.416e+09,8.791e+09,2.1922e+10,5.18e+08,5.73e+08,-3.31e+08,-9.2e+07,6.68e+08,-7.48e+08,-4.5e+07,-7.93e+08,-9.5e+07,7.45058059692383e-09,-5.4e+07,-1.49e+08,-2.74e+08,-2.74e+08,-2.74e+08,9.75e+08,8.484e+09,-1.05e+08,0.25347,0.28752,0.05187,0.0208,-0.23026,1.45281,1.49369,0.38701,1.19372,1.1906,4.15183,19.41361,-0.27487,0.24869,0.02768,-0.00527,0.20833,6.99077,16.95522
"33","2018_Q2",37.79703125,"Up",1.742e+09,-1.228e+09,-1.14e+08,-5.53e+08,-4.85e+08,5.14e+08,-9.9e+07,-9.9e+07,4.15e+08,-2.7e+07,3.88e+08,-1.82e+08,2.06e+08,2.06e+08,1.45e+08,1.45e+08,1.077e+09,1.077e+09,1.409e+09,1.409e+09,3.81e+08,2.47e+08,3.253e+09,1.8086e+10,4.4282e+10,-2.6196e+10,4.52e+08,4.52e+08,1.8538e+10,2.1791e+10,7.08e+08,7.08e+08,1.234e+09,1.234e+09,2.342e+09,7.936e+09,2.644e+09,5.28e+08,2.116e+09,1.058e+10,1.2922e+10,1.2328e+10,-1.943e+09,4e+06,7.502e+09,8.869e+09,2.1791e+10,2.06e+08,5.53e+08,4e+07,-1.84e+08,6.15e+08,-8.68e+08,-2.2e+07,-8.9e+08,-9.5e+07,-1.5e+08,-7.1e+07,-3.16e+08,-5.91e+08,-5.91e+08,-5.91e+08,1.067e+09,8.336e+09,1.97e+08,0.29506,0.08324,0.01635,0.00665,1.35862,1.38898,1.45699,0.38254,0.37958,0.3776,4.56021,19.63874,0.51571,0.24869,0.01209,0.00992,0.65517,6.80319,14.12257
