"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",39.0337096774194,"Up",3.72e+09,-2.254e+09,1.466e+09,-9.53e+08,-9.53e+08,5.13e+08,-6.4e+07,-7.3e+07,-1e+06,1e+07,4.49e+08,4.49e+08,-1.31e+08,3.18e+08,3.18e+08,0,3.18e+08,3.18e+08,3.05e+08,3.05e+08,1.414e+09,1.414e+09,1.279e+09,3.08e+08,1.36e+08,3.306e+09,3.599e+09,3.599e+09,7.949e+09,5.025e+09,2.255e+09,4.36e+08,1.1548e+10,1.4854e+10,2.137e+09,1.338e+09,1.872e+09,5.05e+08,5.05e+08,4.514e+09,6.065e+09,1.837e+09,7.63e+08,6.43e+08,4.31e+08,7.902e+09,1.2416e+10,6.58e+08,-3.095e+09,7.196e+09,-2.323e+09,2.436e+09,2e+06,2.438e+09,1.4854e+10,3.18e+08,1.08e+08,-1.2e+07,2.81e+08,6.95e+08,-1.07e+08,2e+06,-1.05e+08,-1.58e+08,-3.88e+08,2.2e+07,-5.23e+08,6.7e+07,6.7e+07,8e+06,7.5e+07,6.21e+08,7.937e+09,9.26e+08,0.39409,0.1379,0.08548,0.13043,0.02141,2.91195,0.73239,5.0927,0.53433,0.88827,0.88579,10.39106,6.80447,2.58659,0.44134,5,0.03898,0.07583,0.49686,12.28986,14.87719
"12","2013_Q1",43.4148333333333,"Up",3.563e+09,-2.387e+09,1.176e+09,-1.173e+09,-1.173e+09,3e+06,-7.2e+07,-6.6e+07,0,-6e+06,-6.9e+07,-6.9e+07,36999999.9999999,-3.2e+07,-3.2e+07,1.81898940354586e-12,-3.2e+07,-3.2e+07,2.81e+08,2.81e+08,1.454e+09,1.454e+09,1.365e+09,2.8e+08,2.8e+08,3.38e+09,3.782e+09,3.782e+09,8.007e+09,5.038e+09,2.359e+09,6.1e+08,1.1789e+10,1.5169e+10,1.402e+09,1.402e+09,1.82e+09,1.301e+09,1.301e+09,4.523e+09,6.082e+09,2.099e+09,8.86e+08,5.23e+08,6.9e+08,8.181e+09,1.2704e+10,6.78e+08,-2.943e+09,5.615e+09,-9.46e+08,2.404e+09,6.1e+07,2.465e+09,1.5169e+10,-3.2e+07,1.46e+08,2.94e+08,-2.5e+07,3.83e+08,-2.71e+08,-45999999.9999995,-3.17e+08,-1.58e+08,-6.6e+07,1.42e+08,-8e+07,-1.4e+07,-1.4e+07,-1e+07,-2.4e+07,1.49e+08,7.902e+09,-1.84e+08,0.33006,0.00083999999999998,-0.00898,-0.01298,-0.00211,5.75,0.74729,5.15375,0.52093,-0.08889,-0.08815,9.89722,6.67778,-0.51111,0.43889,6,0.01011,-0.01476,-4.9375,51.14765,2540.33333
"13","2013_Q2",46.95765625,"Up",3.861e+09,-2.468e+09,1.393e+09,-8.9e+08,-8.9e+08,5.03e+08,-6.8e+07,-6e+07,-1e+06,-7e+06,4.35e+08,4.35e+08,-1.24e+08,3.11e+08,3.11e+08,0,3.11e+08,3.11e+08,2.52e+08,2.52e+08,1.588e+09,1.588e+09,1.284e+09,3.38e+08,1.7e+08,3.462e+09,3.745e+09,3.745e+09,8.017e+09,5.058e+09,2.346e+09,4.5e+08,1.1762e+10,1.5224e+10,2.194e+09,1.447e+09,8.39e+08,5.35e+08,5.35e+08,3.568e+09,6.717e+09,2.097e+09,1.15e+09,5.63e+08,3.84e+08,8.814e+09,1.2382e+10,6.88e+08,-2.709e+09,5.749e+09,-9.47e+08,2.781e+09,6.1e+07,2.842e+09,1.5224e+10,3.11e+08,1.13e+08,-1.9e+07,-6.7e+07,3.38e+08,-1.02e+08,0,-1.02e+08,-1.6e+08,-3.3e+08,2.21e+08,-2.6e+08,-2.4e+07,-2.4e+07,-5e+06,-2.9e+07,6.16e+08,7.556e+09,5.71e+08,0.36079,0.13028,0.08055,0.10943,0.02043,1.83601,0.97029,4.35679,0.49632,0.85675,0.84973,10.63636,7.66116,1.573,0.44077,4,0.0377,0.0457,0.51447,11.85714,14.52087
"14","2013_Q3",46.7803125,"Down",3.714e+09,-2.237e+09,1.477e+09,-9.07e+08,-9.07e+08,5.7e+08,-6.8e+07,-6.1e+07,-2e+06,-5e+06,5.02e+08,5.02e+08,-1.5e+08,3.52e+08,3.52e+08,0,3.52e+08,3.52e+08,2.62e+08,2.62e+08,1.512e+09,1.512e+09,1.274e+09,3.59e+08,1.98e+08,3.407e+09,3.719e+09,3.719e+09,7.95e+09,5.019e+09,2.347e+09,4.13e+08,1.1669e+10,1.5076e+10,2.096e+09,1.364e+09,1.429e+09,4.44e+08,4.44e+08,3.969e+09,6.337e+09,2.151e+09,1.142e+09,5.69e+08,4.4e+08,8.488e+09,1.2457e+10,6.73e+08,-3.031e+09,5.939e+09,-1.023e+09,2.558e+09,6.1e+07,2.619e+09,1.5076e+10,3.52e+08,1.13e+08,4.4e+07,-1.42e+08,3.67e+08,-1.36e+08,-999999.99999997,-1.37e+08,-1.6e+08,2.86e+08,-3.57e+08,-2.2e+08,1e+07,1e+07,0,1e+07,6.83e+08,7.766e+09,5.55e+08,0.39768,0.15347,0.09478,0.1344,0.02335,1.5767,0.8584,4.7564,0.51512,0.96703,0.95913,10.2033,7.02747,1.52473,0.43956,5,0.04084,0.04427,0.45455,10.98682,13.1649099999999
"15","2013_Q4",45.50671875,"Down",3.716e+09,-2.266e+09,1.45e+09,-9.46e+08,-9.46e+08,5.04e+08,-5.4e+07,-5.6e+07,-2e+06,4e+06,4.5e+08,4.5e+08,-1.24e+08,3.26e+08,3.26e+08,0,3.26e+08,3.26e+08,3e+08,3e+08,1.474e+09,1.474e+09,1.312e+09,3.48e+08,1.63e+08,3.434e+09,3.777e+09,3.777e+09,8.009e+09,5.052e+09,2.364e+09,4.06e+08,1.1786e+10,1.522e+10,2.243e+09,1.399e+09,1.054e+09,5.37e+08,5.37e+08,3.834e+09,6.348e+09,2.142e+09,1.157e+09,5.6e+08,4.25e+08,8.49e+09,1.2324e+10,7.25e+08,-3.025e+09,6.098e+09,-9.63e+08,2.835e+09,6.1e+07,2.896e+09,1.522e+10,3.26e+08,1.14e+08,-3.1e+07,2.75e+08,6.84e+08,-1.25e+08,0,-1.25e+08,-1.66e+08,-3.81e+08,4.2e+07,-5.02e+08,5.7e+07,5.7e+07,-1.9e+07,3.8e+07,6.18e+08,7.402e+09,8.92e+08,0.3902,0.13563,0.08773,0.11257,0.02142,2.7362,0.89567,4.25552,0.48633,0.90055,0.8956,10.26519,7.83149,2.46409,0.45856,5,0.03955,0.0717,0.5092,11.49191,14.09127
"16","2014_Q1",45.1885245901639,"Down",3.501e+09,-1.718e+09,1.783e+09,-5.23e+08,-5.23e+08,1.26e+09,-4.7e+07,-5.8e+07,-1e+06,1.2e+07,1.213e+09,1.213e+09,-3.94e+08,8.19e+08,8.19e+08,-1e+06,8.18e+08,8.18e+08,2.73e+08,2.73e+08,1.424e+09,1.424e+09,1.248e+09,3.22e+08,3.22e+08,3.267e+09,3.856e+09,3.856e+09,8.351e+09,5.051e+09,2.367e+09,9.33e+08,1.2207e+10,1.5474e+10,1.432e+09,1.432e+09,1.028e+09,1.375e+09,1.375e+09,3.835e+09,6.33e+09,1.702e+09,2.77e+08,9.28e+08,4.97e+08,8.032e+09,1.1867e+10,7.31e+08,-2.999e+09,6.749e+09,-9.36e+08,3.545e+09,6.2e+07,3.607e+09,1.5474e+10,8.19e+08,1.92e+08,-7.69e+08,1.76e+08,4.18e+08,-2.74e+08,-3e+06,-2.77e+08,-1.67e+08,-1.8e+07,2.5e+07,-1.59e+08,-1.8e+07,-1.8e+07,-9e+06,-2.7e+07,1.452e+09,7.358e+09,1.748e+09,0.50928,0.3599,0.23365,0.22678,0.05286,2.13692,0.85189,3.28999,0.47551,2.25344,2.25344,9.64463,9.76584,4.81543,0.46006,5,0.07776,0.138,0.20416,4.87948,5.62301999999999
"17","2014_Q2",50.2361904761905,"Up",3.742e+09,-2.238e+09,1.504e+09,-8.9e+08,-8.9e+08,6.14e+08,-4.3e+07,-5.2e+07,-1e+06,1e+07,5.71e+08,5.71e+08,-1.65e+08,4.06e+08,4.06e+08,0,4.06e+08,4.06e+08,2.84e+08,2.84e+08,1.605e+09,1.605e+09,1.277e+09,3.38e+08,1.83e+08,3.504e+09,3.851e+09,3.851e+09,8.373e+09,5.049e+09,2.369e+09,4.4e+08,1.2224e+10,1.5728e+10,2.226e+09,1.383e+09,2.252e+09,5.95e+08,5.95e+08,5.073e+09,5.413e+09,1.67e+09,3.36e+08,9.15e+08,4.19e+08,7.083e+09,1.2156e+10,7.43e+08,-3.278e+09,6.985e+09,-9.39e+08,3.511e+09,6.1e+07,3.572e+09,1.5728e+10,4.06e+08,1.16e+08,1e+06,-2.55e+08,2.68e+08,-9.7e+07,-2e+06,-9.9e+07,-1.66e+08,3.04e+08,-2.84e+08,-1.47e+08,2.2e+07,2.2e+07,-1.1e+07,1.1e+07,7.3e+08,7.665e+09,5.43e+08,0.40192,0.16408,0.1085,0.11366,0.02581,1.33744,0.69072,3.40314,0.48735,1.12778,1.12155,10.39444,9.75278,1.50833,0.46111,6,0.04432,0.04207,0.40887,10.11096,12.02117
"18","2014_Q3",48.725625,"Down",3.685e+09,-2.274e+09,1.411e+09,-9.44e+08,-9.44e+08,4.67e+08,-5e+07,-5e+07,-3e+06,3e+06,4.17e+08,4.17e+08,-1.22e+08,2.95e+08,2.95e+08,0,2.95e+08,2.95e+08,2.9e+08,2.9e+08,1.544e+09,1.544e+09,1.303e+09,3.54e+08,1.85e+08,3.491e+09,3.879e+09,3.879e+09,8.443e+09,5.055e+09,2.361e+09,5.26e+08,1.2322e+10,1.5813e+10,2.275e+09,1.462e+09,1.465e+09,5.55e+08,5.55e+08,4.295e+09,6.029e+09,1.676e+09,3.38e+08,9.17e+08,4.21e+08,7.705e+09,1.2e+10,7.58e+08,-3.191e+09,7.113e+09,-9.28e+08,3.752e+09,6.1e+07,3.813e+09,1.5813e+10,2.95e+08,1.19e+08,-4.7e+07,18999999.9999999,3.86e+08,-1.29e+08,2e+06,-1.27e+08,-1.65e+08,-1.91e+08,8.8e+07,-2.61e+08,-2e+06,-2e+06,8e+06,5999999.99999999,5.86e+08,7.494e+09,5.98e+08,0.3829,0.12673,0.08005,0.07737,0.01866,2.02712,0.81281,3.14713,0.47391,0.82173,0.81492,10.26462,10.45125,1.66574,0.45961,5,0.03543,0.04606,0.55932,12.29352,15.42612
"19","2014_Q4",48.8809375,"Up",3.639e+09,-2.347e+09,1.292e+09,-9.27e+08,-9.27e+08,3.65e+08,-5.4e+07,-5.4e+07,-1e+06,1e+06,3.11e+08,3.11e+08,-8.6e+07,2.25e+08,2.25e+08,-1e+06,2.24e+08,2.24e+08,4.26e+08,4.26e+08,1.565e+09,1.565e+09,1.208e+09,3.73e+08,1.66e+08,3.572e+09,3.79e+09,3.79e+09,8.41e+09,5.021e+09,2.327e+09,5.5e+08,1.22e+10,1.5772e+10,2.312e+09,1.466e+09,1.686e+09,6.64e+08,6.64e+08,4.662e+09,5.963e+09,1.702e+09,3.29e+08,9.43e+08,4.3e+08,7.665e+09,1.2327e+10,7.61e+08,-3.523e+09,7.161e+09,-1.016e+09,3.383e+09,6.2e+07,3.445e+09,1.5772e+10,2.25e+08,1.4e+08,-6.9e+07,2.27e+08,5.23e+08,-1.29e+08,7e+06,-1.22e+08,-1.75e+08,2.19e+08,-3.3e+08,-2.8e+08,1.21e+08,1.21e+08,1.5e+07,1.36e+08,5.05e+08,7.649e+09,6.89e+08,0.35504,0.1003,0.06156,0.06502,0.0142,3.07589,0.76619,3.57823,0.48497,0.6257,0.62222,10.1648,9.44972,1.92458,0.48883,5,0.03118,0.05384,0.78125,14.30297,19.78904
"20","2015_Q1",50.1277049180328,"Up",3.514e+09,-2.658e+09,8.56e+08,-1.278e+09,-1.278e+09,-4.22e+08,-5.8e+07,-5.3e+07,-1e+06,-4e+06,-4.8e+08,-4.8e+08,1.87e+08,-2.93e+08,-2.93e+08,1.16415321826935e-10,-2.93e+08,-2.93e+08,4.43e+08,4.43e+08,1.276e+09,1.276e+09,1.279e+09,3.42e+08,3.42e+08,3.34e+09,3.769e+09,3.769e+09,8.043e+09,4.971e+09,2.295e+09,7.77e+08,1.1813e+10,1.5153e+10,1.528e+09,1.528e+09,1.435e+09,1.401e+09,1.401e+09,4.364e+09,5.935e+09,2.003e+09,7.77e+08,7.26e+08,5e+08,7.938e+09,1.2302e+10,7.83e+08,-3.47e+09,6.689e+09,-1.213e+09,2.789e+09,6.2e+07,2.851e+09,1.5153e+10,-2.93e+08,1.28e+08,5.23e+08,2.58e+08,6.16e+08,-2.27e+08,2e+06,-2.25e+08,-1.74e+08,-2.51e+08,52999999.9999999,-3.75e+08,1.6e+07,1.6e+07,1e+06,1.7e+07,-2.94e+08,7.37e+09,-4.5e+08,0.2436,-0.12009,-0.08338,-0.10277,-0.01934,1.53584,0.76535,4.31498,0.48637,-0.82535,-0.82303,9.89859,7.85634,-1.26761,0.49014,5,-0.00973,-0.03681,-0.59386,-23.56122,-16.41469
"21","2015_Q2",49.3955555555556,"Down",3.556e+09,-2.311e+09,1.245e+09,-8.61e+08,-8.61e+08,3.84e+08,-8.1e+07,-5.4e+07,-1e+06,-2.6e+07,3.03e+08,3.03e+08,-7.6e+07,2.27e+08,2.27e+08,0,2.27e+08,2.27e+08,3.49e+08,3.49e+08,1.503e+09,1.503e+09,1.199e+09,3.9e+08,2.2e+08,3.441e+09,3.719e+09,3.719e+09,8.048e+09,4.993e+09,2.282e+09,5.19e+08,1.1767e+10,1.5208e+10,2.288e+09,1.537e+09,1.169e+09,5.43e+08,5.43e+08,4e+09,6.561e+09,1.995e+09,8.35e+08,7.64e+08,3.96e+08,8.556e+09,1.2556e+10,7.94e+08,-3.696e+09,6.739e+09,-1.291e+09,2.546e+09,1.06e+08,2.652e+09,1.5208e+10,2.27e+08,1.31e+08,2.2e+07,-2.2e+08,1.6e+08,-1.48e+08,-1.14e+08,-2.62e+08,-1.74e+08,4.1e+08,-2.28e+08,1.3e+07,-8.9e+07,-8.9e+07,-5e+06,-9.4e+07,5.15e+08,7.73e+09,2.23e+08,0.35011,0.10799,0.06384,0.0856,0.01493,0.98238,0.86025,4.73454,0.50829,0.63944,0.63585,10.0169,7.17183,0.62817,0.49014,4,0.0324,0.01802,0.76652,14.33204,19.22135
"22","2015_Q3",51.93703125,"Up",3.498e+09,-2.257e+09,1.241e+09,-8.29e+08,-8.29e+08,4.12e+08,-1.05e+08,-5.8e+07,-1e+06,-4.6e+07,3.07e+08,3.07e+08,-8.5e+07,2.22e+08,2.22e+08,1e+06,2.23e+08,2.23e+08,2.94e+08,2.94e+08,1.42e+09,1.42e+09,1.211e+09,4.01e+08,2.4e+08,3.326e+09,3.624e+09,3.624e+09,8.012e+09,4.978e+09,2.266e+09,4.89e+08,1.1636e+10,1.4962e+10,2.321e+09,1.591e+09,1.693e+09,5.05e+08,5.05e+08,4.519e+09,5.8e+09,1.969e+09,7.97e+08,7.47e+08,4.25e+08,7.769e+09,1.2288e+10,8.09e+08,-3.665e+09,6.789e+09,-1.281e+09,2.652e+09,2.2e+07,2.674e+09,1.4962e+10,2.22e+08,1.38e+08,67999999.9999999,-7e+06,4.21e+08,-1.1e+08,38999999.9999999,-7.1e+07,-1.73e+08,-2.3e+08,3.3e+07,-3.7e+08,-2e+07,-2e+07,-3.5e+07,-5.5e+07,5.5e+08,7.493e+09,5.18e+08,0.35477,0.11778,0.06375,0.0834,0.0149,2.32287,0.736,4.59536,0.5008,0.63173,0.62817,9.90935,7.51275,1.46742,0.49008,4,0.03263,0.04268,0.77578,13.08909,17.4733
"23","2015_Q4",54.80921875,"Up",3.329e+09,-2.096e+09,1.233e+09,-8.99e+08,-8.99e+08,3.34e+08,-6.3e+07,-5.6e+07,-1e+06,-6e+06,2.71e+08,2.71e+08,-6.6e+07,2.05e+08,2.05e+08,0,2.05e+08,2.05e+08,2.99e+08,2.99e+08,1.457e+09,1.457e+09,1.21e+09,3.87e+08,1.94e+08,3.353e+09,3.594e+09,3.594e+09,8.117e+09,4.988e+09,2.281e+09,5.65e+08,1.2165e+10,1.5518e+10,2.427e+09,1.61e+09,2.119e+09,5.26e+08,5.26e+08,5.072e+09,5.83e+09,1.943e+09,7.87e+08,7.65e+08,3.91e+08,7.773e+09,1.2845e+10,8.26e+08,-3.656e+09,6.815e+09,-1.322e+09,2.663e+09,1e+07,2.673e+09,1.5518e+10,2.05e+08,1.18e+08,-5.7e+07,1.22e+08,3.88e+08,-1.31e+08,-4.99e+08,-6.3e+08,-1.76e+08,4.21e+08,1e+07,2.47e+08,5e+06,5e+06,0,5e+06,4.52e+08,7.949e+09,5.09e+08,0.37038,0.10033,0.06158,0.07669,0.01321,2.48293,0.66108,4.80546,0.51224,0.5791,0.57584,9.40395,7.5226,1.43785,0.49718,6,0.03032,0.04051,0.85854,16.92478,22.90419
"24","2016_Q1",58.3514754098361,"Up",3.142e+09,-2.18e+09,9.62e+08,-1.001e+09,-1.001e+09,-3.9e+07,-6.9e+07,-5.9e+07,3e+06,-1.3e+07,-1.08e+08,-1.08e+08,6.8e+07,-4e+07,-4e+07,-1e+06,-4.1e+07,-4.1e+07,2.51e+08,2.51e+08,1.344e+09,1.344e+09,1.25e+09,3.91e+08,3.91e+08,3.236e+09,3.621e+09,3.621e+09,7.938e+09,4.968e+09,2.268e+09,7.02e+08,1.2015e+10,1.5251e+10,1.907e+09,1.907e+09,2.47e+09,1.362e+09,1.362e+09,5.739e+09,5.275e+09,2.099e+09,9.46e+08,6.85e+08,4.68e+08,7.374e+09,1.3113e+10,8.5e+08,-3.943e+09,6.597e+09,-1.376e+09,2.128e+09,1e+07,2.138e+09,1.5251e+10,-4e+07,1.47e+08,2.43e+08,3.72e+08,7.22e+08,-1.64e+08,-1.19209289550781e-07,-1.64e+08,-1.77e+08,-1.37e+08,-2.85e+08,-5.96e+08,-3.8e+07,-3.8e+07,-1e+07,-4.8e+07,1.08e+08,7.745e+09,2.48e+08,0.30617,-0.01241,-0.01305,-0.01918,-0.00269,-6.04878,0.56386,6.1333,0.50784,-0.11582,-0.11517,8.87571,6.0113,0.70056,0.5,5,0.01135,0.0207,-4.31707,69.38889,-192.15385
"25","2016_Q2",61.03203125,"Up",3.395e+09,-2.15e+09,1.245e+09,-8.07e+08,-8.07e+08,4.38e+08,-2.16e+08,-2.17e+08,1e+06,0,2.22e+08,2.22e+08,-4.7e+07,1.75e+08,1.75e+08,-1507654.7483606,1.75e+08,1.75e+08,3.1e+08,3.1e+08,1.505e+09,1.505e+09,1.198e+09,2.06e+08,2.06e+08,3.219e+09,3.617e+09,3.617e+09,7.996e+09,4.974e+09,2.293e+09,4.81e+08,1.2078e+10,1.5297e+10,2.622e+09,1.926e+09,1.982e+09,5.58e+08,5.58e+08,5.162e+09,6.256e+09,1.838e+09,1.007e+09,4.47e+08,3.84e+08,8.094e+09,1.3256e+10,8.59e+08,-3.989e+09,6.595e+09,-1.434e+09,2.031e+09,1e+07,2.041e+09,1.5297e+10,1.75e+08,1.15e+08,-5.7e+07,-2.28e+08,5e+06,-1.44e+08,-1.1e+07,-1.55e+08,-1.76e+08,4.24e+08,-3.4e+07,2.14e+08,6.4e+07,6.4e+07,-5e+06,5.9e+07,5.53e+08,8.238e+09,2.28e+08,0.36672,0.12901,0.05155,0.08574,0.01144,1.30286,0.6236,6.49486,0.53854,0.49858,0.49296,9.67236,5.78632,0.64957,0.50142,5,0.02897,0.01882,1.00571,14.33635,18.10046
"26","2016_Q3",65.49328125,"Up",3.268e+09,-1.998e+09,1.27e+09,-8.21e+08,-8.21e+08,4.49e+08,-6.3e+07,-6.8e+07,1e+06,4e+06,3.86e+08,3.86e+08,-1.06e+08,2.8e+08,2.8e+08,-1645235.73198039,2.8e+08,2.8e+08,5.31e+08,5.31e+08,1.473e+09,1.473e+09,1.216e+09,2.01e+08,2.01e+08,3.421e+09,3.543e+09,3.543e+09,7.988e+09,4.963e+09,2.282e+09,4.97e+08,1.1966e+10,1.5387e+10,2.773e+09,1.988e+09,1.924e+09,5.74e+08,5.74e+08,5.271e+09,6.277e+09,1.839e+09,9.8e+08,4.77e+08,3.82e+08,8.116e+09,1.3387e+10,8.75e+08,-4.092e+09,6.701e+09,-1.494e+09,1.99e+09,1e+07,2e+09,1.5387e+10,2.8e+08,1.36e+08,5.5e+07,2.01e+08,6.72e+08,-1.05e+08,-1.9e+07,-1.24e+08,-1.75e+08,-1.4e+07,-1.19e+08,-3.08e+08,2.4e+08,2.4e+08,-1.9e+07,2.21e+08,5.85e+08,8.201e+09,7.87e+08,0.38862,0.13739,0.08568,0.14,0.0182,2.81071,0.64902,6.6935,0.53298,0.8,0.79096,9.33714,5.68571,2.24857,0.5,6,0.03779,0.06537,0.625,13.11111,17.08241
"27","2016_Q4",59.9250793650794,"Down",3.254e+09,-1.99e+09,1.264e+09,-8.54e+08,-8.54e+08,4.1e+08,-5.6e+07,-5.8e+07,-1e+06,3e+06,3.54e+08,3.54e+08,-6.2e+07,2.92e+08,2.92e+08,-1460198.84960998,2.92e+08,2.92e+08,3.46e+08,3.46e+08,1.523e+09,1.523e+09,1.22e+09,2.07e+08,2.07e+08,3.296e+09,3.558e+09,3.558e+09,8.027e+09,4.971e+09,2.287e+09,5.13e+08,1.2023e+10,1.5319e+10,2.818e+09,1.986e+09,1.592e+09,5.91e+08,5.91e+08,5.001e+09,6.296e+09,1.822e+09,9.78e+08,4.59e+08,3.85e+08,8.118e+09,1.3119e+10,8.91e+08,-4.008e+09,6.807e+09,-1.505e+09,2.185e+09,1.5e+07,2.2e+09,1.5319e+10,2.92e+08,1.06e+08,-3.7e+07,1e+07,3.71e+08,-1.27e+08,-2e+06,-1.29e+08,-1.82e+08,-3.28e+08,8.3e+07,-4.27e+08,-1.85e+08,-1.85e+08,0,-1.85e+08,5.16e+08,7.888e+09,4.61e+08,0.38844,0.126,0.08974,0.13273,0.01906,1.57877,0.65907,5.96318,0.51492,0.83429,0.82486,9.29714,6.24286,1.31714,0.52,6,0.0398,0.03871,0.62329,14.61628,18.39512
"28","2017_Q1",59.9203225806452,"Down",3.048e+09,-1.993e+09,1.055e+09,-8.69e+08,-8.69e+08,1.86e+08,-2.13e+08,-6.3e+07,0,-1.5e+08,-26999999.9999999,-26999999.9999999,-2e+07,-4.7e+07,-4.7e+07,-1e+06,-4.8e+07,-4.8e+07,2.8e+08,2.8e+08,1.231e+09,1.231e+09,1.238e+09,1.91e+08,1.91e+08,2.94e+09,3.569e+09,3.569e+09,8.164e+09,5.166e+09,2.369e+09,6.29e+08,1.2171e+10,1.5111e+10,2.815e+09,2.014e+09,1.069e+09,5.9e+08,5.9e+08,4.474e+09,6.698e+09,2.013e+09,1.024e+09,5.25e+08,4.64e+08,8.711e+09,1.3185e+10,9.11e+08,-3.997e+09,6.571e+09,-1.575e+09,1.91e+09,1.6e+07,1.926e+09,1.5111e+10,-4.7e+07,1.6e+08,3.96e+08,-2.86e+08,2.23e+08,-1.31e+08,1.47e+08,1.6e+07,-1.83e+08,5e+07,1.2e+07,-2.65e+08,-2.6e+07,-2.6e+07,-4e+07,-6.6e+07,3.46e+08,7.767e+09,-5.1e+07,0.34613,0.06102,-0.01575,-0.02492,-0.00318,1.0625,0.65713,6.84579,0.514,-0.13754,-0.13598,8.73352,5.47278,-0.14613,0.52436,5,0.01153,-0.00436,-3.8125,21.63873,40.25269
"29","2017_Q2",58.7847619047619,"Down",3.248e+09,-2.088e+09,1.16e+09,-8.8e+08,-8.8e+08,2.8e+08,2.9e+07,-6.1e+07,2e+06,8.8e+07,3.09e+08,3.09e+08,-4.3e+07,2.66e+08,2.66e+08,-381602.582643095,2.66e+08,2.66e+08,2.98e+08,2.98e+08,1.464e+09,1.464e+09,1.195e+09,1.89e+08,1.89e+08,3.146e+09,3.576e+09,3.576e+09,8.265e+09,5.084e+09,2.442e+09,7.39e+08,1.2281e+10,1.5427e+10,2.851e+09,1.995e+09,1.261e+09,6.2e+08,6.2e+08,4.732e+09,6.715e+09,1.958e+09,1.008e+09,4.56e+08,4.94e+08,8.673e+09,1.3405e+10,9.22e+08,-4.078e+09,6.65e+09,-1.488e+09,2.006e+09,1.6e+07,2.022e+09,1.5427e+10,2.66e+08,1.21e+08,-9.9e+07,-3.22e+08,-3.4e+07,-1.3e+08,2.44e+08,1.14e+08,-1.82e+08,1.9e+08,-8.5e+07,-7.7e+07,3e+06,3e+06,1.5e+07,1.8e+07,4.01e+08,7.976e+09,-8e+06,0.35714,0.08621,0.0819,0.13155,0.01724,-0.03008,0.66484,6.62957,0.51702,0.75783,0.75141,9.25356,5.7151,-0.02279,0.51852,4,0.03747,-0.00067,0.68421,19.14713,27.42143
