"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"11","2012_Q4",15.2759677419355,"Up",1.6544e+10,-5.726e+09,1.0818e+10,-7.77e+09,-1.96e+09,3.048e+09,1.335e+09,-6.33e+08,9.87e+08,4.383e+09,4.383e+09,-1.405e+09,2.978e+09,2.978e+09,-8.65e+08,2.113e+09,2.113e+09,1.03e+10,8.899e+09,5.123e+09,5.123e+09,2.643e+09,2.643e+09,1.8066e+10,2.6984e+10,5.951e+09,1.11453e+11,5.9364e+10,2.7088e+10,1.7871e+10,7.13e+09,1.44388e+11,1.62454e+11,1.3649e+10,6.25e+09,7.399e+09,2.799e+09,1.7335e+10,3.5791e+10,4.3091e+10,3.0231e+10,1.286e+10,7.8882e+10,9.6217e+10,4.0683e+10,-7.517e+09,1.5774e+10,-4.8e+07,4.8892e+10,1.7345e+10,6.6237e+10,1.62454e+11,3.424e+09,-1.773e+09,-8.3e+07,-94999999.9999995,5.29e+09,3.339e+09,-4.35e+08,1.434e+09,-7.19e+08,-7.5e+08,-2.45e+08,3.5e+07,6.798e+09,6.798e+09,6.798e+09,3.859e+10,0.65389,0.18424,0.12772,0.0319,0.01301,1.04217,1.45262,0.23754,0.39599,0.39086,3.10045,9.16267,0.08152,8,0.01723,0.20587,9.2815
"12","2013_Q1",16.6466666666667,"Up",1.5937e+10,-4.916e+09,1.1021e+10,-7.727e+09,-1.983e+09,3.294e+09,-7.09e+08,-6.23e+08,-1.51e+08,2.585e+09,2.585e+09,-7.78e+08,1.807e+09,1.807e+09,-2.89e+08,1.518e+09,1.518e+09,1.2415e+10,1.0951e+10,5.521e+09,5.521e+09,2.055e+09,2.055e+09,1.9991e+10,2.7232e+10,6.325e+09,1.11423e+11,5.9364e+10,2.6985e+10,1.784e+10,7.234e+09,1.4498e+11,1.64971e+11,1.3487e+10,6.206e+09,7.281e+09,2.376e+09,1.6714e+10,3.8082e+10,4.3381e+10,3.011e+10,1.3271e+10,8.1463e+10,9.8177e+10,4.0578e+10,-7.517e+09,1.628e+10,1.5e+07,4.9356e+10,1.7438e+10,6.6794e+10,1.64971e+11,3.615e+09,-1.989e+09,-1.06e+08,5e+06,9.4e+07,-1.996e+09,-4.32e+08,1.931e+09,-7.32e+08,-7.5e+08,-3.34e+08,4.33e+08,2.052e+09,2.052e+09,2.052e+09,4.0458e+10,0.69154,0.20669,0.09525,0.02273,0.0092,1.19606,1.46985,0.24524,0.28652,0.2807,3.00812,9.31597,0.08154,7,0.01295,0.28458,8.51336
"13","2013_Q2",17.3421875,"Up",1.531e+10,-4.663e+09,1.0647e+10,-7.58e+09,-1.967e+09,3.067e+09,-4.97e+08,-6.53e+08,7.3e+07,2.57e+09,2.57e+09,-9.25e+08,1.645e+09,1.645e+09,-2.08e+08,1.437e+09,1.437e+09,4.68e+09,1.839e+09,5.063e+09,5.063e+09,2.04e+09,2.04e+09,1.1783e+10,2.8219e+10,5.433e+09,1.10929e+11,5.9364e+10,2.6996e+10,1.7584e+10,6.985e+09,1.44581e+11,1.56364e+11,1.4938e+10,5.75e+09,9.188e+09,2.177e+09,1.8018e+10,4.5049e+10,4.3792e+10,3.1152e+10,1.264e+10,8.8841e+10,1.06859e+11,3.8988e+10,-7.517e+09,1.673e+10,-1.1e+07,4.819e+10,1.315e+09,4.9505e+10,1.56364e+11,4.369e+09,-2.854e+09,-8.8e+07,35196953.0123339,1.79e+08,-2.763e+09,-4.29e+08,1.613e+09,-4.87e+08,-5e+08,-1.1415e+10,-1.0718e+10,-9.112e+09,-9.112e+09,-9.112e+09,4.7226e+10,0.69543,0.20033,0.09386,0.02903,0.00919,0.65396,2.15855,0.30203,0.27278,0.2686,2.90623,9.14768,0.08144,8,0.01328,0.29854,13.87219
"14","2013_Q3",18.37359375,"Up",1.627e+10,-4.968e+09,1.1302e+10,-7.867e+09,-1.99e+09,3.435e+09,-6.43e+08,-6.36e+08,-4.3e+07,2.792e+09,2.792e+09,-1.048e+09,1.744e+09,1.744e+09,-9999999.99999997,1.734e+09,1.734e+09,5.154e+09,1.389e+09,5.507e+09,5.507e+09,2.074e+09,2.074e+09,1.2735e+10,2.8255e+10,5.299e+09,1.1053e+11,5.9364e+10,2.7075e+10,1.744e+10,6.651e+09,1.44084e+11,1.56819e+11,1.5121e+10,6.077e+09,9.044e+09,2.535e+09,1.8602e+10,4.4114e+10,4.3764e+10,3.1303e+10,1.2461e+10,8.7878e+10,1.0648e+11,3.9022e+10,-7.517e+09,1.7509e+10,7.7e+07,4.9091e+10,1.248e+09,5.0339e+10,1.56819e+11,3.316e+09,-1.768e+09,-5.53e+08,-22000000.0000001,1.46e+08,-2.197e+09,-5.13e+08,-5.27e+08,-4.89e+08,-5e+08,-4e+07,-1.569e+09,-4.5e+08,-4.5e+08,-4.5e+08,4.6649e+10,0.69465,0.21112,0.10658,0.03445,0.01106,0.6846,2.11526,0.29747,0.32941,0.32521,3.09081,9.3258,0.09745,6,0.01596,0.29585,12.08006
"15","2013_Q4",20.41171875,"Up",1.6151e+10,-4.787e+09,1.1364e+10,-7.95e+09,-1.916e+09,3.414e+09,-6.15e+08,-6.39e+08,-3.1e+08,2.799e+09,2.799e+09,-1.021e+09,1.778e+09,1.778e+09,-4.6e+07,1.732e+09,1.732e+09,5.735e+09,1.603e+09,5.501e+09,5.501e+09,2.171e+09,2.171e+09,1.3407e+10,2.8806e+10,3.672e+09,1.1071e+11,5.9364e+10,2.7079e+10,1.7334e+10,6.933e+09,1.43188e+11,1.56595e+11,1.5328e+10,6.032e+09,9.296e+09,2.337e+09,1.8666e+10,4.4188e+10,4.2754e+10,3.1261e+10,1.1493e+10,8.6942e+10,1.05608e+11,3.9021e+10,-7.517e+09,1.8324e+10,-1.1e+08,4.9718e+10,1.269e+09,5.0987e+10,1.56595e+11,3.994e+09,-2.37e+09,-5.36e+08,-2e+07,5.59e+08,-2.367e+09,-5.12e+08,-2e+08,-4.89e+08,-5e+08,-2.12e+08,-1.413e+09,2.14e+08,2.14e+08,2.14e+08,4.6525e+10,0.70361,0.21138,0.10724,0.03397,0.01106,0.71826,2.07127,0.2971,0.33041,0.3252,3.08108,9.48455,0.09767,5,0.016,0.29561,11.94786
"16","2014_Q1",22.1577049180328,"Up",1.6926e+10,-5.252e+09,1.1674e+10,-8.027e+09,-1.998e+09,3.647e+09,-6.93e+08,-6.46e+08,-8.4e+07,2.954e+09,2.954e+09,-9.86e+08,1.968e+09,1.968e+09,-5.5e+07,1.913e+09,1.913e+09,5.291e+09,1.718e+09,6.376e+09,6.376e+09,2.408e+09,2.408e+09,1.4075e+10,2.984e+10,3.77e+09,1.11128e+11,5.9364e+10,2.7098e+10,1.7329e+10,7.337e+09,1.44738e+11,1.58813e+11,1.4734e+10,5.528e+09,9.206e+09,3.28e+09,1.8912e+10,4.4567e+10,4.3319e+10,3.1935e+10,1.1384e+10,8.7886e+10,1.06798e+11,3.892e+10,-7.517e+09,1.9235e+10,5.6e+07,5.0694e+10,1.321e+09,5.2015e+10,1.58813e+11,2.481e+09,-2.517e+09,-4.6e+07,-5.7e+07,4.33e+08,-2.187e+09,-5.1e+08,9.48e+08,-4.95e+08,-5e+08,-1.22e+08,-1.79e+08,1.15e+08,1.15e+08,1.15e+08,4.7847e+10,0.68971,0.21547,0.11302,0.03678,0.01205,0.74424,2.05322,0.30128,0.36605,0.36013,3.23881,9.70034,0.09759,6,0.01692,0.2666,11.66877
"17","2014_Q2",21.961746031746,"Down",1.7408e+10,-5.908e+09,1.15e+10,-7.932e+09,-1.97e+09,3.568e+09,-5.12e+08,-6.42e+08,-1.5e+07,3.056e+09,3.056e+09,-1.118e+09,1.938e+09,1.938e+09,-6.7e+07,1.871e+09,1.871e+09,5.443e+09,3.054e+09,6.151e+09,6.151e+09,2.449e+09,2.449e+09,1.4043e+10,2.9588e+10,3.09e+09,1.11052e+11,5.9364e+10,2.7103e+10,1.7145e+10,7.44e+09,1.4373e+11,1.57773e+11,1.4208e+10,5.534e+09,8.674e+09,2.819e+09,1.7803e+10,4.4581e+10,4.2704e+10,3.1595e+10,1.1109e+10,8.7285e+10,1.05088e+11,3.9015e+10,-7.517e+09,1.9737e+10,3.3e+07,5.1268e+10,1.417e+09,5.2685e+10,1.57773e+11,4.486e+09,-1.665e+09,-3.7e+07,-320906197.471011,1.97e+08,-1.505e+09,-5.08e+08,-4.37e+08,-7.3e+08,-7.5e+08,3e+07,-1.645e+09,1.336e+09,1.336e+09,1.336e+09,4.74e+10,0.66062,0.20496,0.10748,0.03551,0.01186,0.7888,1.99465,0.30043,0.35939,0.35369,3.34383,9.84787,0.09758,8,0.01666,0.27151,11.75925
"18","2014_Q3",23.5084375,"Up",1.6844e+10,-4.874e+09,1.197e+10,-8.166e+09,-2e+09,3.804e+09,-5.45e+08,-6.48e+08,-3.9e+07,3.259e+09,3.259e+09,-1.234e+09,2.025e+09,2.025e+09,-3.3e+07,1.992e+09,1.992e+09,3.854e+09,1.529e+09,6.232e+09,6.232e+09,2.686e+09,2.686e+09,1.2772e+10,2.997e+10,3.072e+09,1.11645e+11,5.9364e+10,2.7323e+10,1.7233e+10,7.725e+09,1.44687e+11,1.57459e+11,1.3581e+10,5.432e+09,8.149e+09,2.947e+09,1.7375e+10,4.3602e+10,4.3095e+10,3.1854e+10,1.1241e+10,8.6697e+10,1.04072e+11,3.907e+10,-7.517e+09,2.0432e+10,-1.4e+07,5.1971e+10,1.416e+09,5.3387e+10,1.57459e+11,3.061e+09,-2.068e+09,-4e+07,-4.06e+08,1.31e+08,-2.383e+09,-5.84e+08,-8.82e+08,-7.41e+08,-7.5e+08,4e+06,-2.203e+09,-1.525e+09,-1.525e+09,-1.525e+09,4.6549e+10,0.71064,0.22584,0.11826,0.03731,0.01265,0.73508,1.94939,0.29563,0.38396,0.379,3.24672,10.01754,0.11257,9,0.01801,0.29317,11.22371
"19","2014_Q4",23.60484375,"Up",1.6791e+10,-4.772e+09,1.2019e+10,-8.274e+09,-1.959e+09,3.745e+09,-7.05e+08,-6.63e+08,-9.6e+07,3.04e+09,3.04e+09,-4.07e+08,2.633e+09,2.633e+09,-4.1e+07,2.592e+09,2.592e+09,5.078e+09,4.547e+09,6.172e+09,6.172e+09,2.686e+09,2.686e+09,1.3936e+10,3.0362e+10,3.129e+09,1.1181e+11,5.9364e+10,2.7323e+10,1.7089e+10,8.034e+09,1.45301e+11,1.59237e+11,1.2585e+10,5.68e+09,6.905e+09,3.523e+09,1.7084e+10,4.4827e+10,4.2615e+10,3.2227e+10,1.0388e+10,8.7442e+10,1.04526e+11,3.9007e+10,-7.517e+09,2.1805e+10,3e+06,5.3298e+10,1.413e+09,5.4711e+10,1.59237e+11,4.755e+09,-2.226e+09,-6.8e+07,-7.1e+07,1.73e+08,-2.192e+09,-5.84e+08,1.892e+09,-7.46e+08,-7.5e+08,-1.07e+08,4.55e+08,3.018e+09,3.018e+09,3.018e+09,4.835e+10,0.7158,0.22304,0.15437,0.04738,0.01628,0.81573,1.91051,0.30364,0.50233,0.49579,3.25407,10.32907,0.11318,9,0.0218,0.22531,11.55461
"20","2015_Q1",24.8724590163934,"Up",1.7732e+10,-5.358e+09,1.2374e+10,-8.587e+09,-2.09e+09,3.787e+09,-6.77e+08,-6.64e+08,-6.5e+07,3.11e+09,3.11e+09,-1.114e+09,1.996e+09,1.996e+09,-7.1e+07,1.925e+09,1.925e+09,4.512e+09,3.91e+09,6.321e+09,6.321e+09,2.698e+09,2.698e+09,1.3531e+10,3.0953e+10,3.135e+09,1.11567e+11,5.9364e+10,2.7316e+10,1.698e+10,7.907e+09,1.45655e+11,1.59186e+11,1.2278e+10,5.638e+09,6.64e+09,4.217e+09,1.741e+10,4.3864e+10,4.3778e+10,3.2959e+10,1.0819e+10,8.7642e+10,1.05052e+11,3.8835e+10,-7.517e+09,2.1539e+10,-1.46e+08,5.2711e+10,1.423e+09,5.4134e+10,1.59186e+11,4.643e+09,-2.626e+09,-4.6e+07,0,1.9e+07,-2.653e+09,-5.78e+08,-7e+07,-1.999e+09,-2.001e+09,2e+07,-2.627e+09,-637000000.000001,-637000000.000001,-6.37e+08,4.8081e+10,0.69783,0.21357,0.10856,0.03556,0.01209,0.7772,1.94059,0.30204,0.37671,0.37119,3.47006,10.31526,0.11311,9,0.01714,0.30026,11.50489
"21","2015_Q2",25.5130158730159,"Up",1.7853e+10,-5.463e+09,1.239e+10,-8.5e+09,-2.066e+09,3.89e+09,-4.88e+08,-6.56e+08,1.02e+08,3.402e+09,3.402e+09,-1.261e+09,2.141e+09,2.141e+09,-8.2e+07,2.059e+09,2.059e+09,4.095e+09,3.937e+09,6.144e+09,6.144e+09,2.682e+09,2.682e+09,1.2921e+10,3.1127e+10,3.235e+09,1.11474e+11,5.9364e+10,2.7302e+10,1.6852e+10,7.956e+09,1.45836e+11,1.58757e+11,1.3352e+10,6.157e+09,7.195e+09,4.18e+09,1.8502e+10,4.2953e+10,4.3692e+10,3.2855e+10,1.0837e+10,8.6645e+10,1.05147e+11,3.869e+10,-7.517e+09,2.1186e+10,-1.88e+08,5.2171e+10,1.439e+09,5.361e+10,1.58757e+11,5.245e+09,-2.023e+09,-3.2e+07,0,3.61e+08,-1.694e+09,-5.72e+08,-1.059e+09,-1.972e+09,-2e+09,7.9e+07,-3.524e+09,2.7e+07,2.7e+07,2.7e+07,4.7133e+10,0.694,0.21789,0.11533,0.03841,0.01297,0.69836,1.96133,0.29689,0.40853,0.40278,3.54226,10.35139,0.11349,8,0.01822,0.2778,11.06375
"22","2015_Q3",25.91875,"Up",1.8743e+10,-5.669e+09,1.3074e+10,-8.969e+09,-2.161e+09,4.105e+09,-6.17e+08,-7.13e+08,3.15e+08,3.488e+09,3.488e+09,-1.313e+09,2.175e+09,2.175e+09,-3.8e+07,2.137e+09,2.137e+09,3.63e+09,3.486e+09,7.016e+09,7.016e+09,2.673e+09,2.673e+09,1.3319e+10,3.1572e+10,2.999e+09,1.11784e+11,5.9364e+10,2.7422e+10,1.6802e+10,8.196e+09,1.46355e+11,1.59674e+11,1.2556e+10,5.88e+09,6.676e+09,3.887e+09,1.7565e+10,4.4636e+10,4.3636e+10,3.3198e+10,1.0438e+10,8.8272e+10,1.05837e+11,3.877e+10,-7.517e+09,2.1313e+10,-1.66e+08,5.24e+10,1.437e+09,5.3837e+10,1.59674e+11,3.589e+09,-2.339e+09,-2.4e+08,-1.79e+08,2.16e+08,-2.542e+09,-6.28e+08,1.252e+09,-1.581e+09,-1.585e+09,-5.41e+08,-1.498e+09,-4.51e+08,-4.51e+08,-4.51e+08,4.8523e+10,0.69754,0.21902,0.11402,0.03969,0.01338,0.75827,1.96588,0.30389,0.4274,0.42217,3.7486,10.48,0.1256,7,0.01894,0.29387,10.93618
"23","2015_Q4",26.38453125,"Up",1.8669e+10,-5.582e+09,1.3087e+10,-9.086e+09,-2.183e+09,4.001e+09,-7.37e+08,-6.59e+08,-5.3e+07,3.264e+09,3.264e+09,-1.223e+09,2.041e+09,2.041e+09,-4.5e+07,1.996e+09,1.996e+09,2.03e+09,1.893e+09,6.527e+09,6.527e+09,2.944e+09,2.944e+09,1.1501e+10,3.217e+10,3.323e+09,1.11964e+11,5.9364e+10,2.7492e+10,1.6896e+10,8.212e+09,1.47457e+11,1.58958e+11,1.2942e+10,5.996e+09,6.946e+09,3.152e+09,1.7359e+10,4.4605e+10,4.3825e+10,3.3131e+10,1.0694e+10,8.843e+10,1.05789e+11,3.8545e+10,-7.517e+09,2.0883e+10,-1.95e+08,5.1716e+10,1.453e+09,5.3169e+10,1.58958e+11,4.979e+09,-2.532e+09,-4.4e+08,-1.07e+08,1.11e+08,-2.968e+09,-6.23e+08,-7.7e+08,-2.182e+09,-2.185e+09,-2.9e+07,-3.604e+09,-1.593e+09,-1.593e+09,-1.593e+09,4.7757e+10,0.701,0.21431,0.10692,0.03754,0.01256,0.66254,1.98967,0.30044,0.4034,0.39888,3.77304,10.4519,0.12591,6,0.01809,0.31212,11.42889
"24","2016_Q1",25.2637704918033,"Down",1.9245e+10,-5.836e+09,1.3409e+10,-9.407e+09,-2.27e+09,4.002e+09,-7.84e+08,-6.74e+08,-4.4e+07,3.218e+09,3.218e+09,-1.162e+09,2.056e+09,2.056e+09,-8.5e+07,1.971e+09,1.971e+09,2.295e+09,2.295e+09,6.896e+09,6.896e+09,3.112e+09,3.112e+09,1.2303e+10,3.3665e+10,3.224e+09,1.17382e+11,5.9364e+10,3.2945e+10,1.6946e+10,8.127e+09,1.54271e+11,1.66574e+11,1.3249e+10,6.215e+09,7.034e+09,3.627e+09,1.8178e+10,4.8994e+10,4.4203e+10,3.3566e+10,1.0637e+10,9.3197e+10,1.11375e+11,3.8547e+10,-7.517e+09,2.1413e+10,-1.74e+08,5.2269e+10,2.93e+09,5.5199e+10,1.66574e+11,5.672e+09,-3.153e+09,-71999999.9999999,-1.5e+09,-3.5e+07,-4.76e+09,-6.14e+08,1.82e+09,-1.404e+09,-1.405e+09,-3.12e+08,-5.1e+08,4.02e+08,4.02e+08,4.02e+08,5.2621e+10,0.69675,0.20795,0.10242,0.03571,0.01183,0.67681,2.0177,0.3159,0.40224,0.3969,3.92755,10.66714,0.12531,5,0.017,0.31152,12.57521
"25","2016_Q2",27.44984375,"Up",1.879e+10,-5.431e+09,1.3359e+10,-9.27e+09,-2.278e+09,4.089e+09,-5.54e+08,-7.03e+08,1.3e+08,3.535e+09,3.535e+09,-1.311e+09,2.224e+09,2.224e+09,-9e+07,2.134e+09,2.134e+09,5.628e+09,5.628e+09,6.375e+09,6.375e+09,3.177e+09,3.177e+09,1.518e+10,3.4122e+10,3.638e+09,1.17659e+11,5.9364e+10,3.3458e+10,1.6832e+10,8.005e+09,1.55419e+11,1.70599e+11,1.3572e+10,6.333e+09,7.239e+09,4.119e+09,1.9084e+10,5.1515e+10,4.4252e+10,3.3821e+10,1.0431e+10,9.5767e+10,1.14851e+11,3.8493e+10,-7.517e+09,2.175e+10,-8.4e+07,5.2642e+10,3.106e+09,5.5748e+10,1.70599e+11,5.399e+09,-2.403e+09,-4.48e+08,-2.4e+07,1.66e+08,-2.709e+09,-6.11e+08,2.737e+09,-1.415e+09,-1.427e+09,-6.8e+07,6.43e+08,3.333e+09,3.333e+09,3.333e+09,5.5634e+10,0.71096,0.21762,0.11357,0.03828,0.01251,0.79543,2.06018,0.32611,0.43837,0.4333,3.8599,10.81389,0.12551,7,0.01764,0.28632,12.2294
"26","2016_Q3",29.54890625,"Up",1.9269e+10,-5.492e+09,1.3777e+10,-9.711e+09,-2.389e+09,4.066e+09,-7.08e+08,-7.32e+08,-1.5e+07,3.358e+09,3.358e+09,-1.278e+09,2.08e+09,2.08e+09,-5.2e+07,2.028e+09,2.028e+09,4.665e+09,4.665e+09,6.708e+09,6.708e+09,3.404e+09,3.404e+09,1.4777e+10,3.4896e+10,3.679e+09,1.18633e+11,5.9364e+10,3.3792e+10,1.7204e+10,8.273e+09,1.57208e+11,1.71985e+11,1.3056e+10,6.359e+09,6.697e+09,2.934e+09,1.7601e+10,5.2629e+10,4.5231e+10,3.4512e+10,1.0719e+10,9.786e+10,1.15461e+11,3.8497e+10,-7.517e+09,2.2117e+10,1e+06,5.3098e+10,3.426e+09,5.6524e+10,1.71985e+11,4.395e+09,-2.701e+09,-1.32e+08,-1.02e+08,-1.84e+08,-3.119e+09,-6.7e+08,-3.3e+08,-1.202e+09,-1.209e+09,-3.7e+07,-2.239e+09,-9.63e+08,-9.63e+08,-962999999.999999,5.5563e+10,0.71498,0.21101,0.10525,0.03588,0.01179,0.83955,2.04269,0.32307,0.41909,0.41464,3.98202,10.97293,0.13846,6,0.01715,0.33037,12.51795
"27","2016_Q4",29.7750793650794,"Up",2.1319e+10,-7.003e+09,1.4316e+10,-9.876e+09,-2.395e+09,4.44e+09,-7.16e+08,-7.51e+08,-1.1e+07,3.724e+09,3.724e+09,-1.4e+09,2.324e+09,2.324e+09,-8.7e+07,2.237e+09,2.237e+09,2.807e+09,2.807e+09,7.533e+09,7.533e+09,4.888e+09,4.888e+09,1.5228e+10,3.5656e+10,3.857e+09,1.23183e+11,5.9364e+10,3.6652e+10,1.7356e+10,9.811e+09,1.62696e+11,1.77924e+11,1.3365e+10,6.594e+09,6.771e+09,3.333e+09,1.8038e+10,5.7095e+10,4.5642e+10,3.4523e+10,1.1119e+10,1.02737e+11,1.20775e+11,3.8454e+10,-7.517e+09,2.251e+10,3.4e+07,5.3481e+10,3.668e+09,5.7149e+10,1.77924e+11,4.195e+09,-2.924e+09,-3.8e+07,-3.778e+09,-1.584e+09,-8.324e+09,-6.63e+08,4.44e+09,-1.421e+09,-1.425e+09,-8.5e+07,2.271e+09,-1.858e+09,-1.858e+09,-1.858e+09,6.0428e+10,0.67151,0.20826,0.10493,0.03914,0.01257,0.84422,2.11334,0.33963,0.46546,0.4601,4.43591,11.12797,0.13795,7,0.01777,0.29638,12.9777
"28","2017_Q1",33.2175806451613,"Up",2.1358e+10,-6.422e+09,1.4936e+10,-1.07e+10,-2.364e+09,4.236e+09,-5.27e+08,-7.56e+08,3.33e+08,3.709e+09,3.709e+09,-1.309e+09,2.4e+09,2.4e+09,-1.21e+08,2.279e+09,2.279e+09,3.301e+09,3.301e+09,7.955e+09,7.955e+09,5.105e+09,5.105e+09,1.6361e+10,3.6253e+10,5.247e+09,1.22639e+11,5.9364e+10,3.598e+10,1.7274e+10,1.0021e+10,1.64139e+11,1.805e+11,1.4923e+10,6.915e+09,8.008e+09,5.48e+09,2.1535e+10,5.5566e+10,4.5779e+10,3.4854e+10,1.0925e+10,1.01345e+11,1.2288e+11,3.8286e+10,-7.517e+09,2.3076e+10,9.8e+07,5.3943e+10,3.677e+09,5.762e+10,1.805e+11,5.702e+09,-3.087e+09,-1.079e+09,-2.5e+07,7.8e+07,-4.113e+09,-6.57e+08,1.122e+09,-1.291e+09,-1.291e+09,-2.83e+08,-1.109e+09,4.8e+08,4.8e+08,4.8e+08,6.1046e+10,0.69932,0.19833,0.1067,0.03955,0.01263,0.75974,2.13259,0.3382,0.47808,0.47223,4.48039,11.31592,0.13782,8,0.01785,0.28828,13.63196
"29","2017_Q2",35.427619047619,"Up",2.0587e+10,-6.061e+09,1.4526e+10,-9.984e+09,-2.468e+09,4.542e+09,-6.25e+08,-7.55e+08,1.3e+08,3.917e+09,3.917e+09,-1.262e+09,2.655e+09,2.655e+09,-8.2e+07,2.573e+09,2.573e+09,4.022e+09,4.022e+09,7.525e+09,7.525e+09,3.698e+09,3.698e+09,1.5245e+10,3.6626e+10,5.938e+09,1.2467e+11,5.9364e+10,3.6592e+10,1.9014e+10,9.7e+09,1.67234e+11,1.82479e+11,1.4331e+10,6.658e+09,7.673e+09,3.509e+09,1.9074e+10,5.8276e+10,4.6025e+10,3.5348e+10,1.0677e+10,1.04301e+11,1.23375e+11,3.8171e+10,-7.517e+09,2.4063e+10,3.42e+08,5.5059e+10,4.045e+09,5.9104e+10,1.82479e+11,5.625e+09,-2.593e+09,-1.062e+09,-2.16e+08,1.18e+08,-3.753e+09,-6.57e+08,5.48e+08,-9.96e+08,-9.96e+08,-3.6e+07,-1.141e+09,7.31e+08,7.31e+08,7.31e+08,6.1785e+10,0.70559,0.22062,0.12498,0.04353,0.0141,0.79926,2.08742,0.33859,0.54203,0.53249,4.33684,11.59869,0.1384,7,0.01935,0.25534,12.71753
"30","2017_Q3",35.5538095238095,"Up",2.1286e+10,-6.33e+09,1.4956e+10,-1.0388e+10,-2.507e+09,4.568e+09,-6.59e+08,-7.58e+08,9.9e+07,3.909e+09,3.909e+09,-1.367e+09,2.542e+09,2.542e+09,-2.1e+07,2.521e+09,2.521e+09,2.693e+09,2.693e+09,7.849e+09,7.849e+09,4.29e+09,4.29e+09,1.4832e+10,3.7171e+10,6.521e+09,1.24507e+11,5.9364e+10,3.6742e+10,1.8907e+10,9.494e+09,1.68199e+11,1.83031e+11,1.447e+10,6.73e+09,7.74e+09,6.358e+09,2.2276e+10,5.721e+10,4.6246e+10,3.5409e+10,1.0837e+10,1.03456e+11,1.25732e+11,3.7534e+10,-7.517e+09,2.456e+10,4.28e+08,5.5005e+10,2.294e+09,5.7299e+10,1.83031e+11,5.124e+09,-2.833e+09,-7.63e+08,-1.82e+08,1.24e+08,-3.654e+09,-7.47e+08,1.753e+09,-1.48e+09,-1.48e+09,-2.32e+09,-2.794e+09,-1.324e+09,-1.324e+09,-1.324e+09,6.3568e+10,0.70262,0.2146,0.11843,0.044,0.01377,0.66583,2.19431,0.34731,0.53321,0.52423,4.50212,11.63388,0.15799,6,0.01956,0.29631,13.3264
"31","2017_Q4",34.0650793650794,"Down",2.1081e+10,-6.059e+09,1.5022e+10,-1.0243e+10,-2.546e+09,4.779e+09,-6.96e+08,-7.66e+08,7e+07,4.083e+09,4.083e+09,-1.409e+09,2.674e+09,2.674e+09,-3.2e+07,2.642e+09,2.642e+09,4.114e+09,4.114e+09,7.915e+09,7.915e+09,3.931e+09,3.931e+09,1.596e+10,3.7856e+10,6.695e+09,1.2479e+11,5.9364e+10,3.6752e+10,1.8733e+10,9.941e+09,1.69341e+11,1.85301e+11,1.4636e+10,6.976e+09,7.66e+09,5.241e+09,2.1449e+10,5.972e+10,4.6516e+10,3.5602e+10,1.0914e+10,1.06236e+11,1.27685e+11,3.7584e+10,-7.517e+09,2.4979e+10,3.81e+08,5.5427e+10,2.189e+09,5.7616e+10,1.85301e+11,5.108e+09,-2.874e+09,-2.39e+08,-3.1e+07,6.28e+08,-2.516e+09,-7.43e+08,1.331e+09,-1.736e+09,-1.736e+09,-3.8e+07,-1.186e+09,1.406e+09,1.406e+09,1.406e+09,6.4961e+10,0.71258,0.2267,0.12533,0.04586,0.01426,0.74409,2.21614,0.35057,0.56237,0.55307,4.48723,11.798,0.15815,6,0.02002,0.28123,12.73216
