"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",23.0322580645161,"Down",1.7407e+10,-3.952e+09,1.3455e+10,-7.081e+09,-4.564e+09,-3.414e+09,-1.15e+09,-2.517e+09,6.374e+09,-1.1e+07,-1.1e+07,6.363e+09,6.363e+09,-1.255e+09,5.108e+09,5.108e+09,5.108e+09,5.108e+09,5.9529e+10,6.388e+09,5.3141e+10,1.0961e+10,1.0961e+10,1.412e+09,4.958e+09,2.608e+09,7.686e+10,8.225e+09,9.068e+09,2.3857e+10,2.756e+09,1.9698e+10,1.403e+09,4.115e+10,1.1801e+11,7.062e+09,3.79e+09,3.272e+09,407287459.442701,1.9108e+10,1.3929e+10,4.221e+09,2.617e+10,1.1938e+10,1.1243e+10,1.262e+09,1.456e+09,8.525e+09,2.3181e+10,4.9351e+10,6.5273e+10,6.5273e+10,3.386e+09,6.8659e+10,6.8659e+10,1.1801e+11,5.108e+09,7.66e+08,8.657e+09,5.91e+08,-1.34e+08,8.2e+09,-4.937e+09,2.77e+09,-5e+07,-1.14e+08,-7.543e+09,9.594e+09,-7.49e+08,-7.49e+08,-7.49e+08,-1.1769e+10,1.2182e+10,-2.3951e+10,-8.4e+07,3.61e+08,-1.2241e+10,-1.683e+09,0,6.8e+07,1.091e+09,-1.023e+09,1e+07,-1.605e+09,-4.252e+09,-4.252e+09,3e+07,-4.222e+09,7.14e+09,1.1938e+10,2.709e+09,0.77296,0.36617,0.29345,0.0744,0.04328,0.53034,2.93695,0.71878,0.10116,0.6081,0.59897,2.07226,8.17369,0.3225,0.20036,7,0.07394,0.0295,0.32948,-6.66541,-7.46643
"12","2013_Q1",22.9861666666667,"Down",1.8059e+10,-4.163e+09,1.3896e+10,-7.511e+09,-4.917e+09,-3.781e+09,-1.136e+09,-2.594e+09,6.385e+09,1.67e+08,1.67e+08,6.552e+09,3.59e+08,-8.51e+08,-491999999.999999,-491999999.999999,-491999999.999999,-491999999.999999,6.304e+10,6.938e+09,5.6102e+10,1.578e+10,1.578e+10,1.137e+09,5.127e+09,3.092e+09,8.5084e+10,8.269e+09,9.776e+09,1.8142e+10,3.17e+09,1.3452e+10,1.52e+09,3.6187e+10,1.21271e+11,8.05e+09,4.175e+09,3.875e+09,1.231e+09,2.3407e+10,1.8653e+10,3.965e+09,3.2688e+10,1.0713e+10,1.1507e+10,1.406e+09,1.893e+09,8.208e+09,2.222e+10,5.4908e+10,6.5797e+10,6.5797e+10,5.66e+08,6.6363e+10,6.6363e+10,1.21271e+11,-491999999.999999,7.97e+08,2.1529e+10,5.2e+08,6.72e+08,2.0337e+10,-1.4157e+10,-5.007e+09,2.63e+08,3.49e+08,-9.762e+09,7.677e+09,-6.22e+08,-6.22e+08,-6.22e+08,-3.117e+09,8.836e+09,-1.1953e+10,-5.26e+08,-3.97e+08,-4.662e+09,-1.678e+09,0,-7.52e+08,2.78e+08,-1.03e+09,9e+06,-2.421e+09,593999999.999999,593999999.999999,-4.4e+07,5.5e+08,7.182e+09,1.1944e+10,-6.746e+09,0.76948,0.35356,-0.02724,-0.00741000000000001,-0.00406000000000001,13.71138,2.60291,0.82739,0.09849,-0.05864,-0.05776,2.15244,7.90977,-0.80405,0.2,4,0.01321,-0.07511,-3.41057,-7.11445,-8.00251
"13","2013_Q2",27.41921875,"Up",1.6008e+10,-4.168e+09,1.184e+10,-6.532e+09,-4.072e+09,-2.945e+09,-1.127e+09,-2.46e+09,5.308e+09,2.26e+08,2.26e+08,5.534e+09,5.534e+09,-1.068e+09,4.466e+09,4.466e+09,4.466e+09,4.466e+09,6.6644e+10,5.036e+09,6.1608e+10,9.871e+09,9.871e+09,1.624e+09,5.912e+09,3.86e+09,8.4051e+10,8.329e+09,1.0038e+10,1.9458e+10,3.423e+09,1.4466e+10,1.569e+09,3.7825e+10,1.21876e+11,6.297e+09,3.631e+09,2.666e+09,2.236e+09,2.2869e+10,1.8295e+10,3.727e+09,3.1402e+10,9.714e+09,1.1924e+10,1.292e+09,2.209e+09,8.423e+09,2.1638e+10,5.304e+10,6.6084e+10,6.6084e+10,2.752e+09,6.8836e+10,6.8836e+10,1.21876e+11,4.466e+09,7.1e+08,8.684e+09,6.03e+08,3.8e+07,8.043e+09,-5.376e+09,6.156e+09,-4.73e+08,-5.67e+08,-1.0492e+10,8.484e+09,-6.03e+08,-6.03e+08,-6.03e+08,-5.572e+09,1.4566e+10,-2.0138e+10,-1.145e+09,-3.99e+08,-7.719e+09,-1.676e+09,0,-1.215e+09,4.17e+08,-1.632e+09,1.77e+08,-2.714e+09,-1.949e+09,-1.949e+09,4.7e+07,-1.902e+09,6.018e+09,1.195e+10,1.107e+09,0.73963,0.33158,0.27899,0.06488,0.03664,0.24787,2.67661,0.77053,0.09805,0.53192,0.52578,1.90662,8.19867,0.13185,0.19962,4,0.06625,0.01194,0.37528,-9.0884,-10.30407
"14","2013_Q3",27.7225,"Up",2.1456e+10,-5.692e+09,1.5764e+10,-7.993e+09,-5.465e+09,-4.309e+09,-1.156e+09,-2.528e+09,7.771e+09,-1e+06,-1e+06,7.77e+09,7.77e+09,-1.393e+09,6.377e+09,6.377e+09,6.377e+09,6.377e+09,6.8312e+10,6.017e+09,6.2295e+10,1.4317e+10,1.4317e+10,1.661e+09,5.284e+09,3.301e+09,8.9574e+10,8.698e+09,1.0707e+10,1.9704e+10,3.341e+09,1.4727e+10,1.636e+09,3.9109e+10,1.28683e+11,7.298e+09,4.356e+09,2.942e+09,2.241e+09,2.2371e+10,1.8354e+10,3.387e+09,3.191e+10,1.1947e+10,1.225e+10,1.459e+09,2.394e+09,8.397e+09,2.4197e+10,5.6107e+10,6.6334e+10,6.6334e+10,6.242e+09,7.2576e+10,7.2576e+10,1.28683e+11,6.377e+09,1.009e+09,1.1493e+10,6.03e+08,1.4e+08,1.075e+10,-1.4099e+10,-4.488e+09,-32999999.9999999,6.85e+08,-1.0263e+10,4.78e+09,-9.3e+08,-9.3e+08,-9.3e+08,-9.59e+08,9.115e+09,-1.0074e+10,-3.11e+08,-3.93e+08,-2.593e+09,-1.933e+09,2.232e+09,-1.513e+09,1.45e+08,-1.658e+09,-7e+06,-1.221e+09,9.66e+08,9.66e+08,1.5e+07,9.81e+08,8.78e+09,1.4188e+10,-4.856e+09,0.73471,0.36218,0.29721,0.08787,0.04956,-0.761490000000001,2.80708,0.77308,0.11026,0.75971,0.75325,2.55611,8.64618,-0.57851,0.23028,5,0.08393,-0.04904,0.30312,-6.16446,-6.96487
"15","2013_Q4",30.8209375,"Up",2.0489e+10,-4.787e+09,1.5702e+10,-8.09e+09,-5.45e+09,-3.794e+09,-1.656e+09,-2.64e+09,7.612e+09,-9e+06,-9e+06,7.603e+09,7.603e+09,-1.548e+09,6.055e+09,6.055e+09,6.055e+09,6.055e+09,7.4483e+10,5.24e+09,6.9243e+10,1.1991e+10,1.1991e+10,2.133e+09,4.917e+09,3.241e+09,9.3524e+10,9.204e+09,1.1193e+10,2.0184e+10,3.24e+09,1.4682e+10,2.262e+09,4.0581e+10,1.34105e+11,8.006e+09,4.532e+09,3.474e+09,2.246e+09,2.1677e+10,1.6511e+10,4.477e+09,3.1929e+10,1.1949e+10,1.3539e+10,1.394e+09,2.424e+09,9.721e+09,2.5488e+10,5.7417e+10,6.6826e+10,6.6826e+10,9.862e+09,7.6688e+10,7.6688e+10,1.34105e+11,6.055e+09,1.053e+09,1.0453e+10,5.99e+08,2.26e+08,9.628e+09,-7.895e+09,2.191e+09,-4.83e+08,-6.7e+07,-9.536e+09,9.666e+09,-9.3e+08,-9.3e+08,-9.3e+08,-7.165e+09,1.0995e+10,-1.816e+10,-1.08e+08,5.43e+08,-7.66e+09,-1.925e+09,0,-8.25e+08,2.03e+08,-1.028e+09,6e+06,-2.744e+09,-7.38e+08,-7.38e+08,-3.9e+07,-7.77e+08,8.665e+09,1.4195e+10,1.388e+09,0.76636,0.37152,0.29552,0.07896,0.04515,0.22923,2.92912,0.74871,0.10585,0.72385,0.71606,2.44937,9.16772,0.16593,0.23013,7,0.07642,0.01329,0.31792,-6.95765,-7.92013
"16","2014_Q1",32.1001639344262,"Up",1.9896e+10,-5.738e+09,1.4158e+10,-8.085e+09,-5.302e+09,-4.228e+09,-1.074e+09,-2.783e+09,6.073e+09,7.2e+07,7.2e+07,6.145e+09,6.145e+09,-1.18e+09,4.965e+09,4.965e+09,4.965e+09,4.965e+09,7.7022e+10,3.804e+09,7.3218e+10,1.7486e+10,1.7486e+10,1.938e+09,5.02e+09,3.388e+09,1.01466e+11,9.991e+09,1.0844e+10,2.013e+10,3.083e+09,1.4655e+10,2.392e+09,4.0965e+10,1.42431e+11,8.945e+09,4.828e+09,4.117e+09,2.999e+09,2.5473e+10,2.0639e+10,4.242e+09,3.7417e+10,1.2601e+10,1.3469e+10,1.76e+09,1.709e+09,1e+10,2.607e+10,6.3487e+10,6.7306e+10,6.7306e+10,1.1638e+10,7.8944e+10,7.8944e+10,1.42431e+11,4.965e+09,9.83e+08,1.5881e+10,6.01e+08,-4.23e+08,1.5703e+10,-1.5926e+10,-5.666e+09,1.87e+08,4.86e+08,-1.0933e+10,5.903e+09,-1.794e+09,-1.794e+09,-1.794e+09,-4.106e+09,2.2918e+10,-2.7024e+10,-2e+07,8.1e+07,-5.839e+09,-1.921e+09,1.305e+09,-8.76e+08,1.66e+08,-1.042e+09,2.3e+07,-1.469e+09,-1.405e+09,-1.405e+09,-3.1e+07,-1.436e+09,7.056e+09,1.56e+10,-9.484e+09,0.7116,0.30524,0.24955,0.06289,0.03486,-1.91017,2.71176,0.8042,0.10953,0.59497,0.5866,2.38418,9.46004,-1.13649,0.2302,6,0.06375,-0.0878,0.38691,-8.70493,-10.11395
"17","2014_Q2",34.871746031746,"Up",1.8529e+10,-5.145e+09,1.3384e+10,-7.05e+09,-4.283e+09,-3.304e+09,-9.79e+08,-2.767e+09,6.334e+09,7.4e+07,7.4e+07,6.408e+09,6.408e+09,-1.164e+09,5.244e+09,5.244e+09,5.244e+09,5.244e+09,8.0672e+10,4.023e+09,7.6649e+10,1.1007e+10,1.1007e+10,2.613e+09,5.158e+09,3.9e+09,9.945e+10,1.0774e+10,1.1995e+10,2.0129e+10,2.982e+09,1.4667e+10,2.48e+09,4.2898e+10,1.42348e+11,7.697e+09,4.841e+09,2.856e+09,3.3e+09,2.3626e+10,1.8585e+10,4.207e+09,3.4623e+10,1.2632e+10,1.3452e+10,1.629e+09,2.236e+09,9.587e+09,2.6084e+10,6.0707e+10,6.723e+10,6.723e+10,1.4411e+10,8.1641e+10,8.1641e+10,1.42348e+11,5.244e+09,9.54e+08,8.363e+09,6.35e+08,4.04e+08,7.324e+09,-6.356e+09,6.617e+09,-6.67e+08,-2.76e+08,-1.203e+10,8.205e+09,-1.231e+09,-1.231e+09,-1.231e+09,-3.304e+09,1.1464e+10,-1.4768e+10,-1.5e+07,-6.4e+07,-4.614e+09,-1.916e+09,3e+08,-1.985e+09,2.03e+08,-2.188e+09,2.05e+08,-3.396e+09,1.95e+08,1.95e+08,2.4e+07,2.19e+08,7.288e+09,1.5932e+10,8.65e+08,0.72233,0.34184,0.28302,0.06423,0.03684,0.16495,2.87237,0.74358,0.11192,0.62885,0.62177,2.22197,9.79026,0.10373,0.22976,7,0.06449,0.00779,0.36537,-8.8831,-10.22103
"18","2014_Q3",38.669375,"Up",2.4519e+10,-8.322e+09,1.6197e+10,-8.228e+09,-5.48e+09,-4.283e+09,-1.197e+09,-2.748e+09,7.969e+09,-9.1e+07,-9.1e+07,7.878e+09,7.878e+09,-1.32e+09,6.558e+09,6.558e+09,6.558e+09,6.558e+09,8.3944e+10,1.0059e+10,7.3885e+10,1.5986e+10,1.5986e+10,1.594e+09,5.346e+09,4.018e+09,1.0687e+11,1.1567e+10,1.4607e+10,2.0499e+10,2.945e+09,1.468e+10,2.874e+09,4.6673e+10,1.53543e+11,8.567e+09,5.398e+09,3.169e+09,2.3e+09,2.2875e+10,1.7616e+10,4.668e+09,3.3742e+10,2.0676e+10,1.4025e+10,1.858e+09,2.377e+09,9.79e+09,3.4701e+10,6.8443e+10,6.7476e+10,6.7476e+10,1.7624e+10,8.51e+10,8.51e+10,1.53543e+11,6.558e+09,1.261e+09,1.0287e+10,5.91e+08,-1.76e+08,9.872e+09,-1.3693e+10,-4.875e+09,1.029e+09,6.02e+08,-1.0449e+10,4.413e+09,-1.732e+09,-1.732e+09,-1.732e+09,6.79e+08,1.3805e+10,-1.3126e+10,-1.39e+08,1.67e+08,-1.025e+09,-2.332e+09,6.962e+09,-1.996e+09,1.17e+08,-2.113e+09,-1.9e+07,2.615e+09,6.003e+09,6.003e+09,3.3e+07,6.036e+09,9.23e+09,2.2976e+10,-4.875e+09,0.66059,0.32501,0.26747,0.07706,0.04271,-0.74337,3.16727,0.80427,0.14964,0.78756,0.7796,2.94452,10.21977,-0.58544,0.28005,4,0.07281,-0.03993,0.3556,-6.60542,-7.65065
"19","2014_Q4",40.94328125,"Up",2.0403e+10,-5.978e+09,1.4425e+10,-7.451e+09,-4.708e+09,-3.542e+09,-1.166e+09,-2.743e+09,6.974e+09,-1.7e+07,-1.7e+07,6.957e+09,6.957e+09,-1.297e+09,5.66e+09,5.66e+09,5.66e+09,5.66e+09,8.8425e+10,1.1572e+10,7.6853e+10,1.3497e+10,1.3497e+10,1.92e+09,5.164e+09,3.74e+09,1.09006e+11,1.1771e+10,1.4792e+10,2.055e+10,2.901e+09,1.4751e+10,2.898e+09,4.7113e+10,1.56119e+11,8.47e+09,4.583e+09,3.887e+09,2e+09,2.3433e+10,1.767e+10,5.069e+09,3.3903e+10,2.0679e+10,1.4113e+10,1.842e+09,2.318e+09,9.953e+09,3.4792e+10,6.8695e+10,6.7803e+10,6.7803e+10,1.9621e+10,8.7424e+10,8.7424e+10,1.56119e+11,5.66e+09,1.255e+09,1.0525e+10,6.02e+08,-1.9e+08,1.0113e+10,-7.341e+09,2.501e+09,-3.24e+08,-7.16e+08,-8.802e+09,1.0099e+10,-1.192e+09,-1.192e+09,-1.192e+09,-2.981e+09,1.8342e+10,-2.1323e+10,-1.57e+08,4.6e+07,-4.284e+09,-2.322e+09,-3e+08,-1.704e+09,1.41e+08,-1.845e+09,2.2e+07,-4.304e+09,1.511e+09,1.511e+09,2e+06,1.513e+09,8.229e+09,2.2679e+10,9.93e+08,0.707,0.34181,0.27741,0.06474,0.03625,0.17544,3.21523,0.78577,0.14527,0.68316,0.67485,2.46264,10.55208,0.11986,0.28027,5,0.06426,0.00799,0.41025,-7.98955,-9.4273
"20","2015_Q1",38.2354098360656,"Down",2.3382e+10,-7.633e+09,1.5749e+10,-9.14e+09,-6.017e+09,-4.682e+09,-1.335e+09,-3.123e+09,6.609e+09,9.5e+07,9.5e+07,6.704e+09,6.577e+09,-1.965e+09,4.612e+09,4.612e+09,4.612e+09,4.612e+09,8.5709e+10,8.669e+09,7.704e+10,1.9544e+10,1.9544e+10,2.66e+09,6.333e+09,4.392e+09,1.14246e+11,1.3011e+10,1.4597e+10,3.053e+10,6.981e+09,2.0127e+10,3.422e+09,5.8138e+10,1.72384e+11,1.2229e+10,7.432e+09,4.797e+09,2e+09,3.1396e+10,2.315e+10,7.464e+09,4.5625e+10,2.0645e+10,1.633e+10,2.008e+09,2.728e+09,1.1594e+10,3.6975e+10,8.26e+10,6.8366e+10,6.8366e+10,2.1418e+10,8.9784e+10,8.9784e+10,1.72384e+11,4.612e+09,1.742e+09,1.7156e+10,6.18e+08,-3.69e+08,1.6907e+10,-1.3725e+10,-5.363e+09,-1.99e+08,8.63e+08,-9.026e+09,9.785e+09,-1.33e+09,-1.33e+09,-1.33e+09,-1.718e+09,2.1755e+10,-2.3473e+10,-5.626e+09,-2.36e+08,-8.91e+09,-2.309e+09,0,-1.024e+09,1.46e+08,-1.17e+09,-2.47e+08,-3.58e+09,-2.705e+09,-2.705e+09,-1.98e+08,-2.903e+09,8.351e+09,2.2645e+10,-4.739e+09,0.67355,0.28265,0.19725,0.05137,0.02675,-1.02754,2.50402,0.91999,0.13136,0.55937,0.55148,2.8359,10.88951,-0.57477,0.28005,4,0.05375,-0.03681,0.50065,-7.55167,-9.54214
"21","2015_Q2",40.3434920634921,"Up",2.3201e+10,-8.273e+09,1.4928e+10,-7.944e+09,-4.879e+09,-3.728e+09,-1.151e+09,-3.065e+09,6.984e+09,5.2e+07,5.2e+07,7.036e+09,5.896e+09,-1.356e+09,4.54e+09,4.54e+09,4.54e+09,4.54e+09,8.9193e+10,6.302e+09,8.2891e+10,1.2887e+10,1.2887e+10,3.141e+09,7.218e+09,5.434e+09,1.12439e+11,1.3229e+10,1.3943e+10,3.0045e+10,6.693e+09,2.0081e+10,3.271e+09,5.7217e+10,1.69656e+11,1.0509e+10,6.769e+09,3.74e+09,5.248e+09,2.8937e+10,2.0713e+10,7.321e+09,4.4694e+10,1.8472e+10,1.632e+10,1.825e+09,2.714e+09,1.1781e+10,3.4792e+10,7.9486e+10,6.8362e+10,6.8362e+10,2.1808e+10,9.017e+10,9.017e+10,1.69656e+11,4.54e+09,1.428e+09,8.522e+09,6.46e+08,3.01e+08,7.575e+09,-6.136e+09,6.627e+09,-4.83e+08,-6.59e+08,-1.1621e+10,8.354e+09,-1.282e+09,-1.282e+09,-1.282e+09,-5.947e+09,1.8138e+10,-2.4085e+10,-1.41e+08,-3.67e+08,-7.737e+09,-2.307e+09,1.499e+09,-2.672e+09,2.16e+08,-2.888e+09,5.02e+08,-2.978e+09,-2.361e+09,-2.361e+09,-6e+06,-2.367e+09,8.412e+09,2.372e+10,2.35e+09,0.64342,0.30102,0.19568,0.05035,0.02676,0.51762,2.51575,0.88151,0.13981,0.55037,0.54365,2.81258,10.93102,0.28488,0.27967,5,0.05258,0.01805,0.50815,-7.78329,-9.37471
"22","2015_Q3",39.9596875,"Down",2.647e+10,-1.0136e+10,1.6334e+10,-8.315e+09,-5.412e+09,-4.315e+09,-1.097e+09,-2.903e+09,8.019e+09,7.4e+07,7.4e+07,8.093e+09,7.85e+09,-1.987e+09,5.863e+09,5.863e+09,5.863e+09,5.863e+09,9.0249e+10,6.426e+09,8.3823e+10,1.6186e+10,1.6186e+10,2.053e+09,7.874e+09,6.173e+09,1.16362e+11,1.3607e+10,1.2665e+10,3.2214e+10,7.299e+09,2.1855e+10,3.06e+09,5.8486e+10,1.74848e+11,1.0411e+10,6.932e+09,3.479e+09,1.0048e+10,2.6956e+10,1.9192e+10,7.053e+09,4.7415e+10,1.826e+10,1.7294e+10,2.051e+09,2.82e+09,1.2423e+10,3.5554e+10,8.2969e+10,6.8765e+10,6.8765e+10,2.3114e+10,9.1879e+10,9.1879e+10,1.74848e+11,5.863e+09,1.521e+09,1.0946e+10,6.33e+08,3.14e+08,9.999e+09,-1.399e+10,-3.378e+09,1.07e+09,1.37e+08,-1.1819e+10,4.34e+09,-1.49e+09,-1.49e+09,-1.49e+09,-6.7e+08,1.8497e+10,-1.9167e+10,-2.794e+09,2.38e+08,-4.716e+09,-2.547e+09,4.798e+09,-2.024e+09,1.21e+08,-2.145e+09,3.07e+08,5.34e+08,1.58e+08,1.58e+08,-3.4e+07,1.24e+08,9.54e+09,2.8308e+10,-3.953e+09,0.61708,0.30295,0.2215,0.06381,0.03353,-0.67423,2.45412,0.90302,0.1619,0.71265,0.70715,3.21745,11.16798,-0.48049,0.30959,4,0.06117,-0.02875,0.43442,-6.49277,-7.72428
"23","2015_Q4",47.1515625,"Up",2.1729e+10,-7.161e+09,1.4568e+10,-7.784e+09,-4.8e+09,-3.709e+09,-1.091e+09,-2.984e+09,6.784e+09,-7.7e+07,-7.7e+07,6.707e+09,6.517e+09,-1.532e+09,4.985e+09,4.985e+09,4.985e+09,4.985e+09,9.5438e+10,7.414e+09,8.8024e+10,1.2427e+10,1.2427e+10,2.469e+09,8.064e+09,6.376e+09,1.18398e+11,1.4375e+10,1.2019e+10,3.1891e+10,6.963e+09,2.1728e+10,3.2e+09,5.8285e+10,1.76683e+11,1.0592e+10,6.69e+09,3.902e+09,4.224e+09,2.5932e+10,1.8232e+10,6.942e+09,4.0748e+10,2.7644e+10,1.8159e+10,1.966e+09,2.919e+09,1.3274e+10,4.5803e+10,8.6551e+10,6.8475e+10,6.8475e+10,2.1657e+10,9.0132e+10,9.0132e+10,1.76683e+11,4.985e+09,1.515e+09,1.1526e+10,6.41e+08,2.53e+08,1.0632e+10,-7.901e+09,3.655e+09,-4.3e+08,-3.9e+08,-1.0736e+10,1.0125e+10,-1.391e+09,-1.391e+09,-1.391e+09,-3.594e+09,2.6624e+10,-3.0218e+10,-1.62e+08,-3.34e+08,-5.481e+09,-2.532e+09,4.105e+09,-4.985e+09,1.46e+08,-5.131e+09,-2.08e+08,-3.62e+09,1.024e+09,1.024e+09,-3.6e+07,9.88e+08,8.299e+09,3.1868e+10,5.39e+08,0.67044,0.31221,0.22942,0.05531,0.02821,0.10812,2.90561,0.96027,0.18037,0.61023,0.6052,2.65993,11.03342,0.06598,0.30995,4,0.05363,0.00385,0.50792,-7.65996,-9.37058
"24","2016_Q1",47.3047540983607,"Up",2.218e+10,-7.468e+09,1.4712e+10,-8.327e+09,-5.233e+09,-3.961e+09,-1.272e+09,-3.094e+09,6.385e+09,2.97e+08,2.97e+08,6.682e+09,-1.756e+09,-1.439e+09,-3.195e+09,-3.195e+09,-3.195e+09,-3.195e+09,9.6526e+10,5.595e+09,9.0931e+10,1.7908e+10,1.7908e+10,2.902e+09,5.461e+09,5.461e+09,1.22797e+11,1.4731e+10,1.2053e+10,2.4891e+10,4.835e+09,1.6939e+10,3.117e+09,5.1675e+10,1.74472e+11,1.1687e+10,6.591e+09,5.096e+09,7.484e+09,3.0476e+10,2.3223e+10,6.647e+09,4.9647e+10,2.7808e+10,1.6934e+10,2.095e+09,1.295e+09,1.3544e+10,4.4742e+10,9.4389e+10,6.8465e+10,6.8465e+10,1.1618e+10,8.0083e+10,8.0083e+10,1.74472e+11,-3.195e+09,1.493e+09,2.3931e+10,6.54e+08,-6.44e+08,2.3921e+10,-1.538e+10,-5.448e+09,-4.29e+08,-1.42e+08,-9.361e+09,6.849e+09,-1.781e+09,-1.781e+09,-1.781e+09,-2.657e+09,2.2602e+10,-2.5259e+10,-6.26e+08,-3e+06,-5.067e+09,-2.496e+09,3.259e+09,-4.128e+09,1.51e+08,-4.279e+09,-2.39e+08,-3.604e+09,-1.822e+09,-1.822e+09,3e+06,-1.819e+09,7.878e+09,3.5292e+10,-7.844e+09,0.6633,0.28787,-0.14405,-0.0399,-0.01831,2.45509,2.4734,1.17864,0.20228,-0.39625,-0.39265,2.75084,9.93216,-0.97284,0.30956,3,-0.00528,-0.05929,-0.78122,-7.77278,-9.59029
"25","2016_Q2",47.21203125,"Down",2.0379e+10,-7.207e+09,1.3172e+10,-7.379e+09,-4.417e+09,-3.333e+09,-1.084e+09,-2.962e+09,5.793e+09,-2.8e+08,-2.8e+08,5.513e+09,5.513e+09,-6.11e+08,4.902e+09,4.902e+09,4.902e+09,4.902e+09,9.9355e+10,5.431e+09,9.3924e+10,1.1444e+10,1.1444e+10,3.816e+09,7.041e+09,5.594e+09,1.21656e+11,1.5046e+10,1.1438e+10,2.4756e+10,4.745e+09,1.7142e+10,2.869e+09,5.124e+10,1.72896e+11,1.008e+10,6.63e+09,3.45e+09,1.0748e+10,2.8571e+10,2.1603e+10,6.361e+09,4.9399e+10,2.7819e+10,1.8233e+10,2.784e+09,2.169e+09,1.328e+10,4.6052e+10,9.5451e+10,6.8093e+10,6.8093e+10,9.352e+09,7.7445e+10,7.7445e+10,1.72896e+11,4.902e+09,1.461e+09,1.1271e+10,6.74e+08,7.3e+07,1.0524e+10,-8.758e+09,6.376e+09,-9.37e+08,-1.35e+08,-1.4062e+10,8.876e+09,-1.356e+09,-1.356e+09,-1.356e+09,-3.382e+09,3.4188e+10,-3.757e+10,-3.9e+08,6.2e+07,-5.066e+09,-2.475e+09,3.261e+09,-4.538e+09,2.19e+08,-4.757e+09,-1.78e+08,-3.93e+09,-1.2e+08,-1.2e+08,-4.4e+07,-1.64e+08,7.254e+09,3.8567e+10,-2.249e+09,0.64635,0.28426,0.24054,0.0633,0.02835,-0.45879,2.46272,1.2325,0.22306,0.61306,0.60638,2.54865,9.68547,-0.28127,0.30953,6,0.05495,-0.01675,0.5049,-8.37993,-10.49335
