"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",29.3879032258065,"Up",479222000,-337806000,141416000,-118050000,-104783000,-28009000,-76774000,-13267000,23366000,-6767000,-6648000,-119000,16599000,16599000,-5156000,11443000,11299000,11299000,11299000,239546000,239546000,531541000,531541000,355383000,99627000,49660000,1226097000,438597000,1041011000,767825000,12776000,1479608000,2705705000,252277000,120203000,10317000,117523000,127501000,235320000,199254000,36066000,615098000,480601000,295236000,214855000,25514000,54867000,775837000,1390935000,123853000,1227191000,-36274000,1314770000,1314770000,2705705000,11299000,22516000,4592000,-2709000,35698000,-15379000,608000,608000,-15987000,-15327000,722000,-14657000,-26000,5058000,1000,818000,21859000,21859000,4606000,26465000,45882000,608102000,32950000,0.29509,0.04876,0.02358,0.00859,0.00418,2.91619,1.99334,1.05793,0.22475,0.24086,0.23817,10.21556,28.0269,0.70239,4,0.00699,0.01486,8.03269,15.77317
"12","2013_Q1",33.2591666666667,"Up",316038000,-168316000,147722000,-65793000,-55406000,-14240000,-41166000,-10387000,81929000,-6630000,-6645000,15000,75299000,75299000,-25338000,49961000,38493000,38493000,38493000,112023000,112023000,578313000,578313000,397471000,87954000,37194000,1175761000,489593000,1449234000,1013300000,16913000,1938827000,3114588000,296685000,157825000,7793000,131067000,128225000,214838000,171624000,43214000,639748000,766895000,395353000,264047000,50450000,80856000,1162248000,1801996000,106723000,1261377000,-55508000,1312592000,1312592000,3114588000,38493000,24742000,-5755000,41056000,98536000,-24653000,1580000,1580000,-26233000,-26911000,-455580000,-480233000,280865000,-19352000,35000,253123000,-128574000,-128574000,1051000,-127523000,106671000,895120000,148412000,0.46742,0.25924,0.1218,0.02933,0.01236,3.85556,1.83785,1.37285,0.2874,0.82626,0.81607,6.78382,28.17507,3.1857,4,0.01802,0.05701,7.34124,9.55824
"13","2013_Q2",32.72125,"Down",592687000,-408980000,183707000,-145681000,-128073000,-36796000,-91277000,-17608000,38026000,-8185000,-8659000,474000,29841000,29841000,-8898000,20943000,20943000,20943000,20943000,118797000,118797000,593232000,593232000,427424000,93403000,43494000,1232856000,495631000,1498187000,1038483000,14646000,1993818000,3226674000,279295000,146266000,9586000,119231000,126396000,214233000,171701000,42532000,619924000,876686000,419586000,270609000,64216000,84761000,1296272000,1916196000,116897000,1278108000,-84527000,1310478000,1310478000,3226674000,20943000,30400000,3095000,-55518000,-1080000,-14451000,559000,559000,-15010000,-15010000,-100263000,-114714000,117955000,7333000,114423.800855103,125288000,9494000,9494000,-2720000,6774000,68426000,1003082000,7355000,0.30996,0.06416,0.03534,0.01598,0.00649,0.35119,1.98872,1.46221,0.31087,0.44928,0.44106,12.71451,28.1128,0.15778,2,0.00766,0.00269,12.92323,23.25475
"14","2013_Q3",40.25796875,"Up",573560000,-379956000,193604000,-130729000,-117321000,-35210000,-82111000,-13408000,62875000,-9175000,-9346000,171000,53700000,53700000,-17437000,36263000,33370000,33370000,33370000,143043000,143043000,580260000,580260000,436291000,96099000,46027000,1255693000,493400000,1479848000,1033887000,13182000,1973248000,3228941000,277495000,145995000,6084000,120723000,126089000,205700000,167614000,38086000,609284000,837031000,398738000,222281000,67660000,108797000,1235769000,1845053000,118705000,1306790000,-41607000,1383888000,1383888000,3228941000,33370000,29833000,1647000,-2969000,61881000,-16731000,385000,385000,-17116000,-17116000,-1730000.00000006,-18461000,-14302000,1520000,310000,-16679000,26741000,26741000,-2495000,24246000,92708000,963120000,90445000,0.33755,0.10962,0.05818,0.02411,0.01033,2.71037,2.06093,1.33324,0.29828,0.71326,0.70293,12.25948,29.57974,1.93321,5,0.01369,0.03294,8.84581,13.04297
"15","2013_Q4",49.20765625,"Up",367169000,-217505000,149664000,-85575000,-71196000,-23273000,-47923000,-14379000,64089000,-9489000,-9696000,207000,54600000,54600000,-17466000,37134000,36361000,36361000,36361000,171362000,171362000,567259000,567259000,456884000,99724000,50352000,1295229000,504413000,1489524000,1047880000,14796000,1993937000,3289166000,310051000,163130000,5677000,136506000,1227000,190313000,158321000,31992000,501591000,934175000,401243000,193293000,88694000,119256000,1335418000,1837009000,135439000,1338421000,-21703000,1452157000,1452157000,3289166000,36361000,29427000,6653000,1144000,73585000,-25152000,598000,598000,-25750000,-25750000,-5540000,-30692000,-24849000,12703000,463000,-16368000,26525000,26525000,1794000,28319000,93516000,935402000,86974000,0.40762,0.17455,0.09903,0.02504,0.01105,2.39196,2.58224,1.26502,0.28439,0.77172,0.75596,7.79271,30.82023,1.84592,6,0.01472,0.03119,8.17015,11.92155
"16","2014_Q1",60.0531147540984,"Up",584665000,-375801000,208864000,-136731000,-118546000,-33194000,-85352000,-18185000,72133000,-9224000,-9352000,128000,62909000,62909000,-17845000,45064000,47307000,47307000,47307000,175294000,175294000,603592000,603592000,452087000,106310000,58660000,1337283000,515718000,1605273000,1110429000,23465000,2120991000,3458274000,330665000,186941000,789000,142935000,1333999.99999999,202594000,164343000,38251000,534593000,974102000,396874000,138904000,123644000,134326000,1370976000,1905569000,146465000,1380981000,25259000,1552705000,1552705000,3458274000,47307000,31837000,2846000,21451000,103441000,-14560000,-194000,-194000,-14366000,-14366000,-135265000,-149825000,50124000,5894000,1364000,47897000,1513000,1513000,2419000,3932000,103970000,975436000,128706000,0.35724,0.12337,0.08091,0.03047,0.01368,2.72065,2.5015,1.22726,0.28206,0.99705,0.97354,12.32249,32.72504,2.71263,6,0.01942,0.044,7.69589,11.09259
"17","2014_Q2",62.4219047619048,"Up",542959000,-358345000,184614000,-123580000,-106703000,-32631000,-74072000,-16877000,61034000,-8943000,-9055000,112000,52091000,52091000,-15661000,36430000,35164000,35164000,35164000,127967000,127967000,618418000,618418000,467708000,106713000,56872000,1320806000,515811000,1622018000,1125605000,25446000,2137829000,3458635000,301560000,173708000,2832000,125020000,705000,197360000,155430000,41930000,499625000,986204000,376462000,134288000,128227000,113947000,1362666000,1862291000,170357000,1409859000,16128000,1596344000,1596344000,3458635000,35164000,30952000,-555000,-80154000,-14593000,-17936000,429000,429000,-18365000,-18365000,-33087000,-51023000,-686000,16122000,5409000,20845000,-44771000,-44771000,-2556000,-47327000,91986000,986909000,9557000,0.34001,0.11241,0.06476,0.02203,0.01017,0.27178,2.64359,1.1666,0.28535,0.73286,0.71573,11.31589,33.26964,0.19918,4,0.01188,0.00323,9.33775,14.07317
"18","2014_Q3",64.06796875,"Up",569198000,-370967000,198231000,-126072000,-108708000,-32099000,-76609000,-17364000,72159000,-9009000,-8986000,-23000,63150000,63150000,-20141000,43009000,36391000,36391000,36391000,194140000,194140000,621415000,621415000,465886000,128124000,69053000,1409565000,506350000,1590720000,1117981000,26022000,2097070000,3506635000,315176000,183672000,2893000,128611000,775000,230713000,184219000,46494000,546664000,948636000,376762000,122804000,142104000,111854000,1325398000,1872062000,159794000,1.44e+09,34779000,1634573000,1634573000,3506635000,36391000,30434000,23031000,9153999.99999999,99010000,-17732000,-101000,-101000,-17631000,-17631000,50593000,32861000,-49954000,-13557000,1248000,-68540000,63331000,63331000,2842000,66173000,102593000,949411000,114156000,0.34826,0.12677,0.06393,0.02226,0.01038,3.13693,2.57849,1.14529,0.27075,0.75613,0.7398,11.82675,33.96304,2.37192,6,0.01441,0.03856,7.36182,10.46676
"19","2014_Q4",65.88546875,"Up",558383000,-365052000,193331000,-119082000,-102173000,-30610000,-71563000,-16909000,74249000,-9172000,-9013000,-159000,65077000,65077000,-20699000,44378000,25033000,25033000,25033000,222471000,222471000,539638000,539638000,403924000,444649000,81731000,1610682000,464683000,1378458000,991487000,22827000,1843141000,3453823000,285448000,148617000,2783000,134048000,606000,290026000,168384000,121642000,576080000,951210000,328941000,105826000,111325000,111790000,1280151000,1856231000,150818000,1458782000,-12008000,1597592000,1597592000,3453823000,25033000,29548000,31706000,-17531000,68756000,-18111000,373000,373000,-18484000,-18484000,1239000,-14515000,-139000,-12196000,1218000,-17376000,36865000,36865000,-8534000,28331000,103797000,951816000,88854000,0.34623,0.13297,0.04483,0.01567,0.00725,3.54947,2.79593,1.16189,0.27558,0.52096,0.50996,11.62039,33.24715,1.84912,6,0.01087,0.03087,7.02665,9.82296
"20","2015_Q1",66.9198360655738,"Up",572586000,-372246000,200340000,-125409000,-108717000,-32665000,-76052000,-16692000,74931000,-8305000,-8740000,435000,66626000,66626000,-20494000,46132000,16750000,16750000,16750000,450116000,450116000,495480000,495480000,388670000,236809000,45151000,1571075000,458919000,1369517000,998506000,21784000,1828436000,3399511000,320676000,152266000,22472000,145938000,1069000,250248000,176693000,73555000,571993000,968190000,380895000,226687000,51554000,102654000,1349085000,1921078000,137538000,1469306000,-128411000,1478433000,1478433000,3399511000,16750000,27997000,1464000,132382000,178593000,-12742000,-107000,-107000,-12635000,-12635000,98867000,86125000,486000.000000007,-17407000,2031000,-27367000,237351000,237351000,-9706000,227645000,102928000,969259000,243062000,0.34989,0.13086,0.02925,0.01133,0.00493,14.51116,2.74667,1.2994,0.28512,0.34958,0.34259,11.95029,30.85597,5.07288,4,0.01033,0.08593,5.04375,6.92828
"21","2015_Q2",70.6734920634921,"Up",546199000,-355103000,191096000,-118261000,-102999000,-31088000,-71911000,-15262000,72835000,-8515000,-8996000,481000,64320000,64320000,-21097000,43223000,15991000,15991000,15991000,215594000,215594000,496019000,496019000,390188000,239047000,100925000,1340848000,439305000,1345246000,983996000,24243000,1784551000,3125399000,247323000,131887000,5543000,109893000,965000,235053000,150655000,84398000,483341000,979213000,262138000,68860000,105328000,87950000,1241351000,1724692000,104081000,1479107000,-182481000,1400707000,1400707000,3125399000,15991000,25708000,42169000,-254959000,-171091000,-8259000,837000,837000,-9096000,-9096000,-9654000,-17913000,-104000,-39369000,3431000,-36042000,-225046000,-225046000,-9476000,-234522000,98543000,980178000,-143578000,0.34987,0.13335,0.02928,0.01142,0.00512,-8.97868,2.77412,1.2313,0.31362,0.33507,0.32814,11.44495,29.35016,-3.00851,5,0.00605,-0.05432,7.75889,10.49748
"22","2015_Q3",64.58375,"Down",545194000,-362843000,182351000,-116909000,-101588000,-29105000,-72483000,-15321000,65442000,-9022000,-8985000,-37000,56420000,56420000,-16299000,40121000,25737000,25737000,25737000,244980000,244980000,523212000,523212000,400670000,165785000,31974000,1334647000,433747000,1344217000,991283000,18942000,1777964000,3112611000,256575000,138134000,6137000,112304000,1039000,207527000,154578000,52949000,465141000,963563000,275307000,71463000,105844000,9.8e+07,1238870000,1704011000,58092000,1498742000,-148234000,1408600000,1408600000,3112611000,25737000,25830000,33137000,-24882999.9999999,59821000.0000001,-6593000,-1.16415321826935e-10,-1.16415321826935e-10,-6593000,-6593000,18720000,12127000,73000,-48492000,640000,-53963000,17984999.9999999,17984999.9999999,11401000,29386000,91272000,964602000,76094999.9999999,0.33447,0.12003,0.04721,0.01827,0.00827,2.95664,2.86934,1.20972,0.3099,0.54518,0.5335,11.54876,29.83816,1.61191,5,0.01205,0.02873,7.88437,10.99633
"23","2015_Q4",65.56046875,"Up",525535000,-340041000,185494000,-121681000,-106631000,-30247000,-76384000,-15050000,63813000,-8811000,-8972000,161000,55002000,55002000,-16860000,38142000,33884000,33884000,33884000,247925000,247925000,510935000,510935000,406606000,101123000,30372000,1266589000,422251000,1325861000,979087000,24597000,1748112000,3014701000,264111000,130673000,8768000,124670000,1394000,193051000,148932000,44119000,458556000,972079000,264005000,75564000,101418000,87023000,1236084000,1694640000,-21602000,1526678000,-185015000,1320061000,1320061000,3014701000,33884000,24890000,2116000,45689000,106579000,-7082000,1077000,1077000,-8159000,-8159000,14176000,7094000,-8049000,-82747000,601000,-96300000,17373000,17373000,-14428000,2945000,88703000,973473000,144170000,0.35296,0.12142,0.06448,0.02567,0.01124,4.25481,2.76213,1.28376,0.32291,0.73161,0.7157,11.34722,28.50242,3.11288,6,0.01564,0.05637,8.17952,11.36991
"24","2016_Q1",66.8604918032787,"Up",588755000,-364441000,224314000,-115787000,-100583000,-31042000,-69541000,-15204000,108527000,-9075000,-9085000,10000.0000000001,99452000,99452000,-28690000,70762000,69849000,69849000,69849000,288697000,288697000,566289000,566289000,379591000,40306000,40306000,1274883000,413644000,1301084000,972606000,17715000,1714728000,2989611000,303105000,163286000,7956000,131863000,1259000,218861000,181671000,37190000,523225000,965963000,2.45e+08,103723000,54447000,86830000,1210963000,1734188000,-109294000,1590645000,-225928000,1255423000,1255423000,2989611000,69849000,24382000,52445000,20494000,167170000,-11301000,363000,363000,-11664000,-11664000,-5583000,-16884000,-129999.999999998,-94816000,3866000,-102913000,47373000,47373000,-6601000,40772000,132909000,967222000,170792000,0.381,0.18433,0.11864,0.05564,0.02336,2.44516,2.43659,1.38136,0.32353,1.54362,1.51365,13.01116,27.74415,3.77441,7,0.0331,0.06921,5.10518,6.25213
"25","2016_Q2",77.73875,"Up",503507000,-331604000,171903000,-114640000,-99480000,-29626000,-69854000,-15160000,57263000,-9699000,-9933000,234000,47564000,47564000,-14745000,32819000,32819000,32819000,32819000,337263000,337263000,481768000,481768000,403027000,38146000,38146000,1260204000,407114000,1296334000,978624000,11707000,1703448000,2963652000,236155000,134839000,5041000,96275000,919000,220105000,183177000,36928000,457179000,981054000,238712000,103392000,56912000,78408000,1219766000,1676945000,-123741000,1617659000,-207211000,1286707000,1286707000,2963652000,32819000,24487000,14655000,-1701000,70260000,-8622000,203000,203000,-8825000,-8825000,-1368676.77763053,-8622000,-346000,-21698000,4374000,-17670000,43968000,43968000,4598000,48566000,81750000,981973000,86172000,0.34141,0.11373,0.06518,0.02551,0.01107,2.62567,2.75648,1.30328,0.33134,0.73622,0.72544,11.29497,28.86417,1.93306,5,0.01309,0.03437,7.88636,11.25875
"26","2016_Q3",85.0928125,"Up",532766000,-347387000,185379000,-117290000,-102054000,-29126000,-72928000,-15236000,68089000,-10172000,-10273000,101000,57917000,57917000,-17954000,39963000,39963000,39963000,39963000,383151000,383151000,477018000,477018000,397562000,52561000,52561000,1310292000,393909000,1274979000,967850000,14631000,1668888000,2979180000,248880000,133483000,6601000,108796000,1113000,232325000,190825000,41500000,482318000,980963000,241628000,101720000,58870000,81038000,1222591000,1704909000,-140243000,1651851000,-237337000,1274271000,1274271000,2979180000,39963000,24500000,4429000,17479000,86371000,-6867000,41000,41000,-6908000,-6908000,-295000,-7162000,2e+05,-20162000,1538000,-24221000,54988000,54988000,-9100000,45888000,92589000,982076000,121155000,0.34796,0.1278,0.07501,0.03136,0.01341,3.03168,2.71666,1.33795,0.32965,0.89857,0.88512,11.97927,28.65204,2.72418,7,0.01832,0.0485,6.46864,8.79621
