"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2019_Q4",23.7584375,"Up",3.194e+09,-1.687e+09,1.507e+09,-1.066e+09,-2.45e+08,-4.23e+08,-3.98e+08,4.41e+08,-2.2e+08,-2.25e+08,2e+06,2.21e+08,-6.2e+07,1.59e+08,-4.5e+07,1.14e+08,1.14e+08,-1e+06,1.13e+08,1.13e+08,7.07e+08,7.07e+08,1.419e+09,1.419e+09,4.3e+08,1.572e+09,2.91e+08,9.99e+08,2.82e+08,4.128e+09,1.4075e+10,1.574e+09,6.666e+09,2.595e+09,2.287e+09,1.155e+09,6.29e+08,2.2315e+10,2.6443e+10,1.174e+09,9.16e+08,8.8e+07,1.52e+08,8.2e+08,1.921e+09,1.364e+09,5.57e+08,3.915e+09,1.0728e+10,4.008e+09,3.998e+09,1.4736e+10,1.8651e+10,9.713e+09,-9.36e+08,-3.4e+07,7.792e+09,0,7.792e+09,2.6443e+10,1.14e+08,5.08e+08,2.33e+08,8.6e+07,9.41e+08,-1.64e+08,-4.2e+07,-5.8e+08,-5.31e+08,1.53e+08,-6.14e+08,-2.53e+08,-2.53e+08,-2.53e+08,9.49e+08,1.1548e+10,9.16e+08,0.47182,0.13807,0.03538,0.0145,0.00427,8.10619,1.05441,2.39361,0.43671,0.24554,0.24771,6.94017,16.93107,1.99036,0.00745,0.03923,11.4236,24.58277
"12","2020_Q1",18.8372580645161,"Down",2.86e+09,-1.455e+09,1.405e+09,-1.071e+09,-2.67e+08,-4.27e+08,-3.77e+08,3.34e+08,-5.4e+07,-7.7e+07,2e+07,2.8e+08,-2.6e+07,2.54e+08,-2e+07,2.34e+08,2.34e+08,0,2.34e+08,2.34e+08,3e+08,3e+08,1.365e+09,1.365e+09,4.69e+08,1.98e+09,2.98e+08,1.333e+09,3.49e+08,4.114e+09,1.3914e+10,1.537e+09,7.051e+09,2.748e+09,2.553e+09,1.066e+09,5.6e+08,2.2502e+10,2.6616e+10,1.299e+09,9.47e+08,1.51e+08,2e+08,1.077e+09,2.198e+09,1.529e+09,6.69e+08,4.574e+09,1.0102e+10,3.98e+09,3.978e+09,1.4082e+10,1.8656e+10,9.726e+09,-7.64e+08,-3e+07,7.959e+09,1e+06,7.96e+09,2.6616e+10,2.34e+08,4.82e+08,-1.82e+08,3.79e+08,9.13e+08,-7.4e+07,-1.58e+08,-7.38e+08,-7.3e+07,-2.94e+08,-4.53e+08,-2.78e+08,-2.78e+08,-2.78e+08,8.16e+08,1.1179e+10,1.141e+09,0.49126,0.11678,0.08182,0.0294,0.00879,4.87607,0.89943,2.34372,0.42001,0.45179,0.44229,5.52189,15.36667,2.20296,0.0128,0.04935,13.33211,32.57186
"13","2020_Q2",17.6228571428571,"Down",2.858e+09,-1.333e+09,1.525e+09,-1.05e+09,-2.52e+08,-4.19e+08,-3.79e+08,4.75e+08,-2.9e+08,-3e+08,7e+06,1.85e+08,-1.23e+08,6.2e+07,-1.7e+07,4.5e+07,4.5e+07,1.1e+07,5.6e+07,5.6e+07,7.17e+08,7.17e+08,1.097e+09,1.097e+09,5.14e+08,2.231e+09,3.59e+08,1.685e+09,1.87e+08,4.559e+09,1.3818e+10,1.374e+09,6.918e+09,2.578e+09,2.608e+09,1.058e+09,6.74e+08,2.211e+10,2.6669e+10,9.69e+08,8.04e+08,7.3e+07,8.6e+07,1.319e+09,2.316e+09,1.753e+09,5.63e+08,4.604e+09,9.969e+09,4.17e+09,4.168e+09,1.4139e+10,1.8743e+10,9.742e+09,-7.8e+08,-5.3e+07,7.936e+09,-1e+07,7.926e+09,2.6669e+10,4.5e+07,4.89e+08,2.11e+08,-1.93e+08,5.52e+08,-1.87e+08,-9.7e+07,-2.84e+08,1.27e+08,-9e+06,5.2e+07,3.2e+08,3.2e+08,3.2e+08,9.64e+08,1.1288e+10,6.01e+08,0.53359,0.1662,0.01959,0.00707,0.0021,10.73214,0.99023,2.36475,0.42326,0.11477,0.11414,5.85722,16.26414,1.2317,0.00522,0.0257,10.96577,22.25474
"14","2020_Q3",17.74359375,"Up",2.509e+09,-1.029e+09,1.48e+09,-1.105e+09,-2.36e+08,-4.56e+08,-4.13e+08,3.75e+08,-1.34e+08,-1.4e+08,5e+06,2.41e+08,-9999999.99999999,2.31e+08,-6.7e+07,1.64e+08,1.64e+08,2e+06,1.66e+08,1.66e+08,3.82e+08,3.82e+08,1.272e+09,1.272e+09,5.41e+08,1.842e+09,3.04e+08,1.35e+09,1.88e+08,4.037e+09,1.3881e+10,1.552e+09,6.837e+09,2.532e+09,2.568e+09,9.94e+08,7.43e+08,2.227e+10,2.6307e+10,1.166e+09,8.79e+08,1.44e+08,1.33e+08,1.337e+09,2.128e+09,1.546e+09,5.82e+08,4.631e+09,9.261e+09,4.371e+09,4.369e+09,1.3632e+10,1.8263e+10,9.759e+09,-6.78e+08,-5.2e+07,8.056e+09,-1.2e+07,8.044e+09,2.6307e+10,1.64e+08,5.33e+08,1.66e+08,-1.06e+08,7.57e+08,-3.13e+08,-5.6e+07,-3.69e+08,-6.83e+08,-1000000.00000003,-7.5e+08,-3.62e+08,-3.62e+08,-3.62e+08,9.08e+08,1.0598e+10,5.56e+08,0.58988,0.14946,0.06616,0.02064,0.00631,3.3494,0.87173,2.27039,0.40286,0.33969,0.33824,5.13423,16.48521,1.13776,0.01008,0.02416,11.2511,27.24267
"15","2020_Q4",17.6590625,"Down",3.552e+09,-1.47e+09,2.082e+09,-1.133e+09,-2.67e+08,-4.09e+08,-4.57e+08,9.49e+08,-1.29e+08,-1.01e+08,-2.8e+07,8.2e+08,-1.79e+08,6.41e+08,-1.99e+08,4.42e+08,4.42e+08,1e+06,4.43e+08,4.43e+08,5e+08,5e+08,1.372e+09,1.372e+09,5.08e+08,1.377e+09,3.11e+08,8.83e+08,1.83e+08,3.757e+09,1.3564e+10,1.632e+09,6.546e+09,2.464e+09,2.583e+09,8.05e+08,6.94e+08,2.1742e+10,2.5499e+10,1.121e+09,8.97e+08,5.3e+07,1.71e+08,7.52e+08,1.51e+09,8.58e+08,6.52e+08,3.383e+09,9.253e+09,4.432e+09,4.43e+09,1.3685e+10,1.7068e+10,9.776e+09,-3.03e+08,-5.6e+07,8.444e+09,-1.3e+07,8.431e+09,2.5499e+10,4.42e+08,4.9e+08,1.59e+08,-5e+07,1.041e+09,-2.24e+08,-5e+07,-2.74e+08,-7.49e+08,1.65e+08,-6.5e+08,1.17e+08,1.17e+08,1.17e+08,1.439e+09,1.0005e+10,1.364e+09,0.58615,0.26717,0.12472,0.05254,0.01737,3.07901,1.11055,2.02443,0.39237,0.90625,0.90165,7.26635,17.27396,2.79035,0.02226,0.05965,6.60528,10.01581
"16","2021_Q1",18.9883606557377,"Up",2.524e+09,-1.342e+09,1.182e+09,-1.106e+09,-2.8e+08,-4.53e+08,-3.73e+08,7.6e+07,-3.9e+07,-8.9e+07,5e+07,3.7e+07,-8.1e+07,-4.4e+07,1.7e+07,-2.7e+07,-2.7e+07,-2e+06,-2.9e+07,-2.9e+07,4.06e+08,4.06e+08,1.279e+09,1.279e+09,5.15e+08,1.229e+09,2.05e+08,574844687.318618,1.024e+09,3.429e+09,1.3499e+10,1.759e+09,6.521e+09,2.446e+09,2.583e+09,8.38e+08,6.54e+08,2.1779e+10,2.5208e+10,1.237e+09,8.8e+08,1.31e+08,2.1e+08,3.95e+08,1.404e+09,7.89e+08,6.15e+08,3.036e+09,9.682e+09,4.129e+09,4.128e+09,1.3811e+10,1.6847e+10,9.791e+09,-3.99e+08,-4.8e+07,8.371e+09,-1e+07,8.361e+09,2.5208e+10,-2.7e+07,5.36e+08,2.01e+08,2.77e+08,9.87e+08,-3.46e+08,-2.99e+08,-6.45e+08,-2.03e+08,-1.77e+08,-4.48e+08,-1.06e+08,-1.06e+08,-1.06e+08,6.12e+08,1.0077e+10,5.26e+08,0.4683,0.03011,-0.01149,-0.00347,-0.00115000000000001,-18.13793,1.12945,2.01495,0.39975,-0.05928,-0.05899,5.15924,17.11092,1.07518,0.00173,0.02331,15.80229,127.25
"17","2021_Q2",16.634126984127,"Down",3.207e+09,-4.745e+09,-1.538e+09,-1.045e+09,-2.51e+08,-4.23e+08,-3.71e+08,-2.583e+09,2.1e+07,-2.9e+07,5e+07,-2.562e+09,3.7e+07,-2.525e+09,4.85e+08,-2.04e+09,-2.04e+09,-3e+06,-2.043e+09,-2.043e+09,5.61e+08,5.61e+08,1.316e+09,1.316e+09,4.67e+08,1.344e+09,2.14e+08,7.1e+08,4.2e+08,3.688e+09,1.3392e+10,1.803e+09,7.003e+09,2.329e+09,2.583e+09,1.361e+09,7.3e+08,2.2198e+10,2.5886e+10,1.332e+09,1.129e+09,5.5e+07,9.9e+07,2.505e+09,1.569e+09,8.68e+08,7.01e+08,5.406e+09,9.722e+09,4.665e+09,4.664e+09,1.4387e+10,1.9793e+10,9.81e+09,-2.516e+09,-4.6e+07,6.1e+09,-7e+06,6.093e+09,2.5886e+10,-2.04e+09,5.11e+08,-7.07e+08,5.83e+08,-1.653e+09,-1.47e+08,1.8e+07,-1.29e+08,1.689e+09,4.99e+08,1.939e+09,1.57e+08,1.57e+08,1.57e+08,-2.072e+09,1.2227e+10,-2.121e+09,-0.47958,-0.80543,-0.63704,-0.3353,-0.07892,1.03818,0.6822,3.24848,0.47234,-4.21498,-4.21498,6.61647,12.58512,-4.37591,-0.08566,-0.09228,-5.63031,-4.51645
"18","2021_Q3",17.9453125,"Up",2.565e+09,-1.32e+09,1.245e+09,-1.145e+09,-2.51e+08,-4.64e+08,-4.3e+08,1e+08,-1e+08,-1.35e+08,3.5e+07,0,-7.9e+07,-7.9e+07,1.15e+08,3.6e+07,3.6e+07,5e+06,41000000.0000002,4.1e+07,4.44e+08,4.44e+08,1.352e+09,1.352e+09,4.86e+08,2.467e+09,2.5e+08,1.687e+09,5.3e+08,4.749e+09,1.3327e+10,1.912e+09,7.027e+09,2.29e+09,2.583e+09,1.464e+09,6.9e+08,2.2266e+10,2.7015e+10,1.367e+09,1.078e+09,1.38e+08,1.43e+08,1.172e+09,2.684e+09,2.044e+09,6.4e+08,5.223e+09,1.0935e+10,4.789e+09,4.788e+09,1.5724e+10,2.0947e+10,9.821e+09,-2.552e+09,-4.5e+07,6.076e+09,-8e+06,6.068e+09,2.7015e+10,3.6e+07,4.58e+08,3.26e+08,-2.24e+08,5.96e+08,-3.27e+08,-1.19e+08,-4.46e+08,-1.79e+08,-1.63e+08,-2.68e+08,-1.18e+08,-1.18e+08,-1.18e+08,-2092538895.46979,1.2107e+10,-2430796282.87436,-0.571664838269894,-0.815732575885054,-0.633967568317798,-0.350127462473197,-0.0799133349381683,12.6560279861666,0.90925,3.45204,0.44816,-4.16936307500822,-4.17016776401905,7.76229530999762,10.9540933009431,-5.01199685777479,-0.0853632111353656,-0.106426797751423,-19.4258826908213,-69.5719663309531
"19","2021_Q4",19.6328125,"Up",2.991e+09,-1.762e+09,1.229e+09,-1.109e+09,-2.69e+08,-4.68e+08,-3.72e+08,1.2e+08,-1.14e+08,-1.24e+08,1e+07,6e+06,3.5e+07,4.1e+07,-3.1e+07,1e+07,1e+07,-8e+06,2e+06,2e+06,3.51e+08,3.51e+08,1.529e+09,1.529e+09,4.71e+08,5.495e+09,2.31e+08,4.187e+09,1.07e+09,7.846e+09,1.31e+10,1.915e+09,7.071e+09,2.229e+09,2.583e+09,1.421e+09,8.38e+08,2.2086e+10,2.9932e+10,1.411e+09,1.172e+09,7.6e+07,1.63e+08,8.57e+08,5.654e+09,4.948e+09,7.06e+08,7.922e+09,1.0909e+10,5.07e+09,5.069e+09,1.5979e+10,2.3901e+10,9.834e+09,-2.619e+09,-3.1e+07,6.036e+09,-5e+06,6.031e+09,2.9932e+10,1e+07,5.82e+08,6.22e+08,-6.5e+08,5.64e+08,-2.07e+08,-6.1e+07,-2.68e+08,-4.94e+08,3.21e+08,-3.92e+08,-9.6e+07,-9.6e+07,-9.6e+07,-131688388.026233,1.1766e+10,-895252180.010954,0.0563084665555224,-0.204551366472307,-0.151341725293144,-0.110619385210216,-0.0219051222333798,8.45124462756058,0.99041,3.96302,0.39309,-0.95510568409614,-0.955620395284849,7.53861756090757,12.059813918782,-1.84498781858396,-0.0185788616315963,-0.0400922349327237,-14.1999736214317,-31.2159275742428
"20","2022_Q1",21.8737096774194,"Up",3.314e+09,-1.342e+09,1.972e+09,-1.053e+09,-2.69e+08,-3.98e+08,-3.86e+08,9.19e+08,-5.1e+07,-9.6e+07,4.5e+07,8.68e+08,-2.7e+07,8.41e+08,-1.11e+08,7.3e+08,7.3e+08,-4e+06,7.26e+08,7.26e+08,1.325e+09,1.325e+09,1.397e+09,1.397e+09,6.1e+08,4.551e+09,1.95e+08,8850249605.33953,4.341e+09,7.883e+09,1.3056e+10,2.049e+09,6.695e+09,2.146e+09,2.583e+09,1.302e+09,6.64e+08,2.18e+10,2.9683e+10,1.865e+09,1.515e+09,1.43e+08,2.07e+08,2.54e+08,3.724e+09,3.023e+09,7.01e+08,5.843e+09,1.0871e+10,4.677e+09,4.677e+09,1.5548e+10,2.1391e+10,9.829e+09,-1.964e+09,-1.6e+07,8.291e+09,1e+06,8.292e+09,2.9683e+10,7.3e+08,4.99e+08,1.58e+08,-1.1e+09,2.87e+08,70000000.0000001,-3.8e+08,-3.1e+08,-4.47e+08,-1.91e+08,9.95e+08,9.72e+08,9.72e+08,9.72e+08,1.418e+09,1.1125e+10,498999999.999999,0.59505,0.27731,0.21907,0.0875499999999999,0.0244600000000001,0.687330000000002,1.34914,2.57972,0.37479,1.49784,1.49784,6.83723,12.97918,1.0295,0.03308,0.02071,6.91113999999999,10.66376
"21","2022_Q2",24.5466129032258,"Up",3.125e+09,-2.279e+09,8.46e+08,-1.134e+09,-2.88e+08,-4.3e+08,-4.16e+08,-2.88e+08,-6e+06,-7e+06,1e+06,-2.94e+08,-8.1e+07,-3.75e+08,9.1e+07,-2.84e+08,-2.84e+08,-1e+06,-2.85e+08,-2.85e+08,1.022e+09,1.022e+09,1.275e+09,1.275e+09,5.46e+08,8.07e+09,2.41e+08,16287248816.0186,7.808e+09,1.0913e+10,1.2887e+10,1.952e+09,7.081e+09,2.158e+09,2.583e+09,1.4e+09,9.4e+08,2.192e+10,3.2833e+10,1.474e+09,1.284e+09,8.1e+07,1.09e+08,6.24e+08,7.767e+09,6.835e+09,9.32e+08,9.865e+09,1.0948e+10,4.718e+09,4.718e+09,1.5666e+10,2.5531e+10,9.849e+09,-2.363e+09,-1.6e+07,7.3e+09,2e+06,7.302e+09,3.2833e+10,-2.84e+08,5.42e+08,2.86e+08,4.7e+07,5.91e+08,-3.66e+08,-1.14e+08,-4.8e+08,3.68e+08,6e+06,-4.13e+08,-3.02e+08,-3.02e+08,-3.02e+08,2.54e+08,1.1572e+10,-1.56e+08,0.27072,-0.09216,-0.0912,-0.03903,-0.00868,0.54737,1.10623,3.49644,0.35245,-0.58799,-0.58799,6.4473,10.93462,-0.32185,-0.00882,-0.00661,41.53543,-36.63194
"22","2022_Q3",24.18825,"Down",1.588e+09,-2.162e+09,-5.74e+08,-1.11e+09,-2.81e+08,-3.94e+08,-4.35e+08,-1.684e+09,-4.6e+07,-1.09e+08,6.3e+07,-1.73e+09,-3.4e+07,-1.764e+09,4.07e+08,-1.357e+09,-1.357e+09,-8e+06,-1.365e+09,-1.44e+09,1.871e+09,1.871e+09,1.79e+09,1.79e+09,6.01e+08,1.0891e+10,2.31e+08,27108497632.0372,1.0642e+10,1.5153e+10,1.2784e+10,1.715e+09,7.816e+09,2.042e+09,2.583e+09,1.818e+09,1.373e+09,2.2315e+10,3.7468e+10,1.773e+09,1.472e+09,1.56e+08,1.45e+08,2.066e+09,1.066e+10,9.934e+09,7.26e+08,1.4499e+10,1.2458e+10,5.108e+09,5.108e+09,1.7566e+10,3.2065e+10,9.895e+09,-3.842e+09,-1.6e+07,5.392e+09,1.1e+07,5.403e+09,3.7468e+10,-1.357e+09,5.12e+08,1.621e+09,-2.09e+09,-1.314e+09,3.3e+07,-1.62e+08,-1.29e+08,2.932e+09,-1.56e+08,2.293e+09,8.5e+08,8.5e+08,8.5e+08,-5566113641.74801,1.4524e+10,-4453524231.44266,-1.54872068585719,-1.91980447117868,-1.55741964680547,-0.724715923841706,-0.178056728585774,14.8927938068636,1.04511,5.93467,0.38764,-10.3801068795522,-10.380839079652,6.7474914354526,3.73068360986255,-9.18315233817937,-0.209993536383481,-0.190947016342073,90.3578643438735,-237.046584452598
