"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",81.2983870967742,"Up",1.0564e+10,-7.957e+09,2.607e+09,-1.794e+09,-5.43e+08,-1.251e+09,8.13e+08,-2.1e+07,-1.2e+07,-9e+06,7.92e+08,7.92e+08,-2.71e+08,5.21e+08,5.21e+08,5.21e+08,5.21e+08,2.04e+09,2.04e+09,4.635e+09,4.635e+09,1.523e+09,4.59e+08,4.47e+08,8.198e+09,1.6843e+10,3.5933e+10,-1.909e+10,3.711e+09,2.419e+09,1.292e+09,2.0554e+10,2.8752e+10,4.733e+09,1.687e+09,3.046e+09,4.19e+08,5.152e+09,1.251e+09,5.78e+09,1.654e+09,2.03e+09,2.096e+09,7.031e+09,1.2183e+10,2.606e+09,-1.38e+08,1.6584e+10,-2.483e+09,1.6569e+10,1.6569e+10,2.8752e+10,5.21e+08,5.43e+08,4.78e+08,-6.93e+08,8.49e+08,-7.29e+08,5e+06,-7.24e+08,-4.1e+07,-1e+07,5.1e+07,5.1e+07,2e+06,2e+06,1.27e+08,1.27e+08,1.7e+07,1.44e+08,1.356e+09,1.67e+09,2.05e+08,0.24678,0.07696,0.04932,0.03144,0.01812,0.39347,1.59123,0.73529,0.05808,1.65924,1.64873,33.64331,52.76752,0.65287,0.13057,0.0234,0.00853,0.07869,-0.27286,-0.4551
"12","2013_Q1",92.9041666666667,"Up",1.1008e+10,-8.071e+09,2.937e+09,-1.947e+09,-5.43e+08,-1.404e+09,9.9e+08,-8e+06,-9e+06,1e+06,9.82e+08,8.48e+08,-2.98e+08,5.5e+08,5.5e+08,5.5e+08,5.5e+08,2.843e+09,2.843e+09,4.704e+09,4.704e+09,1.509e+09,5.36e+08,4.4e+08,9.056e+09,1.7248e+10,3.6164e+10,-1.8916e+10,3.599e+09,2.387e+09,1.212e+09,2.0847e+10,2.9903e+10,4.957e+09,1.613e+09,3.344e+09,4.17e+08,5.374e+09,1.25e+09,8.552e+09,5.582e+09,8.36e+08,2.134e+09,9.802e+09,1.5176e+10,2.627e+09,-8.1e+07,1.7134e+10,-4.953e+09,1.4727e+10,1.4727e+10,2.9903e+10,5.5e+08,5.43e+08,6.25e+08,99999999.9999998,1.818e+09,-1.061e+09,5.4e+07,-1.009e+09,-4.1e+07,-999999.99999997,4.5e+07,4.5e+07,1.1e+07,1.4e+07,8.23e+08,8.23e+08,-2e+07,8.03e+08,1.533e+09,1.667e+09,8.7e+08,0.26681,0.08993,0.04996,0.03735,0.01839,1.58182,1.68515,1.03049,0.05575,1.74603,1.72956,34.94603,46.75238,2.7619,0.13016,0.02369,0.03488,0.07455,-0.76712,-1.18788
"13","2013_Q2",87.9878125,"Down",1.0792e+10,-8.081e+09,2.711e+09,-1.969e+09,-5.73e+08,-1.396e+09,7.42e+08,-1.5e+07,-1e+07,-5e+06,7.27e+08,7.27e+08,-2.68e+08,4.59e+08,4.59e+08,4.59e+08,4.59e+08,2.743e+09,2.743e+09,4.78e+09,4.78e+09,1.354e+09,3.71e+08,4.65e+08,8.877e+09,1.7866e+10,3.6962e+10,-1.9096e+10,3.948e+09,2.734e+09,1.214e+09,2.1814e+10,3.0691e+10,4.692e+09,1.643e+09,3.049e+09,1.17e+08,4.809e+09,2.242e+09,8.616e+09,5.519e+09,8.79e+08,2.218e+09,1.0858e+10,1.5667e+10,2.644e+09,-2.78e+08,1.7505e+10,-4.847e+09,1.5024e+10,1.5024e+10,3.0691e+10,4.59e+08,5.73e+08,2.09e+08,-3.38e+08,9.03e+08,-9.72e+08,1.2e+07,-1.443e+09,-4.4e+07,6.9e+08,-2.16e+08,3e+07,-5e+06,4.25e+08,-1.15e+08,-1.15e+08,1.5e+07,-1e+08,1.315e+09,2.359e+09,2.73e+08,0.2512,0.06875,0.04253,0.03055,0.01496,0.59477,1.84591,1.0428,0.07686,1.45714,1.45253,34.26032,47.69524,0.86667,0.13968,0.01935,0.0105,0.09586,-0.29202,-0.51752
"14","2013_Q3",97.9728125,"Up",1.1107e+10,-8.369e+09,2.738e+09,-2.02e+09,-5.92e+08,-1.428e+09,7.18e+08,-2.6e+07,-1.8e+07,-8e+06,6.92e+08,6.92e+08,-2.54e+08,4.38e+08,4.38e+08,4.38e+08,4.38e+08,2.517e+09,2.517e+09,5.202e+09,5.202e+09,1.44e+09,4.74e+08,4.56e+08,9.159e+09,1.8349e+10,3.7749e+10,-1.94e+10,3.804e+09,2.757e+09,1.047e+09,2.2153e+10,3.1312e+10,4.827e+09,1.73e+09,3.097e+09,1e+06,4.828e+09,2.241e+09,8.7e+09,5.447e+09,9.73e+08,2.28e+09,1.0941e+10,1.5769e+10,2.667e+09,-2.53e+08,1.7899e+10,-4.77e+09,1.5543e+10,1.5543e+10,3.1312e+10,4.38e+08,5.92e+08,2.15e+08,-4.3e+08,8.15e+08,-9.16e+08,7999999.99999999,-9.08e+08,-4.4e+07,-1.16e+08,2.3e+07,2.3e+07,2e+06,-1.35e+08,-2.28e+08,-2.28e+08,2e+06,-2.26e+08,1.31e+09,2.242e+09,2.18e+08,0.24651,0.06464,0.03943,0.02818,0.01399,0.49772,1.89706,1.01454,0.0716,1.3949,1.39048,35.37261,49.5,0.69427,0.14013,0.0182,0.00823,0.10046,-0.20992,-0.38301
"15","2013_Q4",120.366875,"Up",1.0953e+10,-8.292e+09,2.661e+09,-2.008e+09,-5.99e+08,-1.409e+09,6.53e+08,-2.5e+07,-9e+06,-1.6e+07,6.28e+08,5.64e+08,-2.03e+08,3.61e+08,3.61e+08,3.61e+08,3.61e+08,3.372e+09,3.372e+09,4.95e+09,4.95e+09,1.423e+09,4.53e+08,4.6e+08,9.745e+09,1.8328e+10,3.8114e+10,-1.9786e+10,3.757e+09,2.765e+09,9.92e+08,2.2085e+10,3.183e+10,4.848e+09,1.73e+09,3.118e+09,2.51e+08,5.099e+09,1.991e+09,8.628e+09,5.361e+09,1.139e+09,2.128e+09,1.0619e+10,1.5718e+10,2.655e+09,-4.9e+07,1.8216e+10,-4.71e+09,1.6112e+10,1.6112e+10,3.183e+10,3.61e+08,5.99e+08,2.86e+08,1.2e+07,1.258e+09,-5.42e+08,2.5e+07,-5.17e+08,-4.4e+07,0,1.68e+08,1.68e+08,3e+06,1.27e+08,8.68e+08,8.68e+08,-1.3e+07,8.55e+08,1.252e+09,2.242e+09,9.25e+08,0.24295,0.05962,0.03296,0.02241,0.01134,2.56233,1.91116,0.97555,0.07044,1.14603,1.1388,34.77143,51.14921,2.93651,0.13968,0.01501,0.03428,0.12188,-0.90256,-1.73047
"16","2014_Q1",123.590327868852,"Up",1.1435e+10,-7.761e+09,3.674e+09,-2.061e+09,-6.22e+08,-1.439e+09,1.613e+09,-3e+07,-2.4e+07,-6e+06,1.583e+09,2.355e+09,-8.97e+08,1.458e+09,1.458e+09,1.458e+09,1.458e+09,4.917e+09,4.917e+09,5.044e+09,5.044e+09,1.313e+09,3.23e+08,4.57e+08,1.1274e+10,1.8484e+10,3.8109e+10,-1.9625e+10,3.809e+09,2.755e+09,1.054e+09,2.2293e+10,3.3567e+10,5.499e+09,1.879e+09,3.62e+09,2.51e+08,5.75e+09,2.739e+09,7.68e+09,3.916e+09,1.652e+09,2.112e+09,1.0419e+10,1.6169e+10,2.7e+09,-1e+06,1.8519e+10,-3.82e+09,1.7398e+10,1.7398e+10,3.3567e+10,1.458e+09,6.22e+08,-5.89e+08,2.21e+08,1.712e+09,-9.45e+08,1e+07,-9.35e+08,-4.5e+07,7.48e+08,5.9e+07,5.9e+07,5e+06,7.67e+08,1.544e+09,1.544e+09,1e+06,1.545e+09,2.235e+09,2.99e+09,2.408e+09,0.32129,0.14106,0.1275,0.0838,0.04344,1.65158,1.9607,0.92936,0.08908,4.61392,4.55625,36.18671,55.05696,7.62025,0.14241,0.05355,0.08579,0.03086,-0.86219,-1.19467
"17","2014_Q2",127.235238095238,"Up",1.1024e+10,-8.18e+09,2.844e+09,-2.049e+09,-6.39e+08,-1.41e+09,7.95e+08,-2.9e+07,-2.7e+07,-2e+06,7.66e+08,7.66e+08,-2.77e+08,4.89e+08,4.89e+08,4.89e+08,4.89e+08,5.096e+09,5.096e+09,4.99e+09,4.99e+09,1.407e+09,3.52e+08,4.51e+08,1.1493e+10,1.8437e+10,3.8167e+10,-1.973e+10,3.743e+09,2.712e+09,1.031e+09,2.218e+10,3.3673e+10,5.269e+09,1.879e+09,3.39e+09,2.54e+08,5.523e+09,2.739e+09,7.756e+09,3.813e+09,1.82e+09,2.123e+09,1.0495e+10,1.6018e+10,2.728e+09,-1.29e+08,1.8913e+10,-3.857e+09,1.7655e+10,1.7655e+10,3.3673e+10,4.89e+08,6.39e+08,1.71e+08,-3.7e+08,9.29e+08,-5.72e+08,1e+07,-5.62e+08,-4.8e+07,11408436.7092195,-1.47e+08,1.31e+08,1.4e+07,-1.81e+08,1.86e+08,1.86e+08,-7e+06,1.79e+08,1.434e+09,2.993e+09,7.69e+08,0.25798,0.07212,0.04436,0.0277,0.01452,1.5726,2.08093,0.90728,0.08888,1.54747,1.53292,34.88608,55.87025,2.43354,0.1519,0.01891,0.02707,0.09816,-1.46653,-2.64528
"18","2014_Q3",138.565,"Up",1.1403e+10,-8.451e+09,2.952e+09,-2.125e+09,-6.47e+08,-1.478e+09,8.27e+08,-3.5e+07,-3e+07,-5e+06,7.92e+08,7.92e+08,-2.92e+08,5e+08,5e+08,5e+08,5e+08,3.935e+09,3.935e+09,5.377e+09,5.377e+09,1.554e+09,4.41e+08,4.58e+08,1.0866e+10,1.912e+10,3.9301e+10,-2.0181e+10,3.556e+09,2.737e+09,8.19e+08,2.2676e+10,3.3542e+10,5.155e+09,1.868e+09,3.287e+09,2.51e+08,5.406e+09,2.739e+09,7.864e+09,3.704e+09,1.945e+09,2.215e+09,1.0603e+10,1.6009e+10,2.698e+09,-7.62e+08,1.9366e+10,-3.769e+09,1.7533e+10,1.7533e+10,3.3542e+10,5e+08,6.47e+08,1.66e+08,-6.33e+08,6.8e+08,-1.118e+09,9e+06,-1.109e+09,-4.7e+07,-3e+06,-6.92e+08,2.49e+08,6e+06,-7.36e+08,-1.165e+09,-1.165e+09,4e+06,-1.161e+09,1.474e+09,2.99e+09,1.5e+07,0.25888,0.07252,0.04385,0.02852,0.01491,0.0300000000000002,2.00999,0.91308,0.08914,1.5873,1.5674,36.2,55.66032,0.0476199999999998,0.14921,0.01927,0.00053,0.094,-0.64111,-1.14268
"19","2014_Q4",154.48671875,"Up",1.1301e+10,-8.493e+09,2.808e+09,-2.167e+09,-6.52e+08,-1.515e+09,6.41e+08,-4.7e+07,-3.8e+07,-9e+06,5.94e+08,5.94e+08,-2.16e+08,3.78e+08,3.78e+08,3.78e+08,3.78e+08,3.042e+09,3.042e+09,5.197e+09,5.197e+09,1.542e+09,4.56e+08,4.62e+08,9.781e+09,1.9285e+10,4.0019e+10,-2.0734e+10,3.663e+09,2.739e+09,9.24e+08,2.2948e+10,3.2729e+10,5.018e+09,1.903e+09,3.115e+09,999999.99999997,5.019e+09,4.735e+09,7.748e+09,3.586e+09,2.083e+09,2.079e+09,1.2483e+10,1.7502e+10,2.291e+09,-3.009e+09,1.9699e+10,-3.754e+09,1.5227e+10,1.5227e+10,3.2729e+10,3.78e+08,6.52e+08,2.44e+08,-3.05e+08,9.69e+08,-8.64e+08,4e+06,-8.6e+08,-4.7e+07,1.746e+09,-2.683e+09,8.2e+07,-1.1e+07,-9.95e+08,-8.86e+08,-8.86e+08,-7e+06,-8.93e+08,1.293e+09,4.736e+09,3.4e+08,0.24847,0.05672,0.03345,0.02482,0.01155,0.89947,1.94879,1.14941,0.1447,1.24752,1.23127,37.29703,50.25413,1.12211,0.15512,0.01534,0.01227,0.12434,1.31013,2.64275
"20","2015_Q1",158.740819672131,"Up",1.1839e+10,-8.099e+09,3.74e+09,-2.173e+09,-6.49e+08,-1.524e+09,1.567e+09,-4.6e+07,-4.7e+07,1e+06,1.521e+09,1.506e+09,-5.49e+08,9.57e+08,9.57e+08,9.57e+08,9.57e+08,2.908e+09,2.908e+09,5.46e+09,5.46e+09,1.315e+09,3.3e+08,4.63e+08,9.683e+09,1.955e+10,4.0691e+10,-2.1141e+10,3.837e+09,2.79e+09,1.047e+09,2.3387e+10,3.307e+10,5.311e+09,1.971e+09,3.34e+09,1e+06,5.312e+09,4.736e+09,7.745e+09,3.484e+09,2.114e+09,2.147e+09,1.2481e+10,1.7793e+10,2.675e+09,-4.133e+09,1.6229e+10,5.06e+08,1.5277e+10,1.5277e+10,3.307e+10,9.57e+08,6.49e+08,2e+07,59999999.9999999,1.686e+09,-9.79e+08,-5e+06,-1.02e+09,-4.5e+07,-4.76837158203125e-07,-7.78e+08,9.5e+07,1.6e+07,-8.07e+08,-1.41e+08,-1.41e+08,7e+06,-1.34e+08,2.216e+09,4.737e+09,1.846e+09,0.31591,0.13236,0.08083,0.06264,0.02894,1.92894,1.82285,1.16469,0.14324,3.2551,3.24407,40.26871,51.96259,6.27891,0.15306,0.0361,0.0665,0.04702,0.82536,1.1672
"21","2015_Q2",159.29873015873,"Up",1.1684e+10,-8.504e+09,3.18e+09,-2.118e+09,-6.51e+08,-1.467e+09,1.062e+09,-5e+07,-4.8e+07,-2e+06,1.012e+09,1.012e+09,-3.59e+08,6.53e+08,6.53e+08,6.53e+08,6.53e+08,2.416e+09,2.416e+09,5.487e+09,5.487e+09,1.347e+09,3.69e+08,4.81e+08,9.25e+09,1.9424e+10,4.0866e+10,-2.1442e+10,3.913e+09,2.775e+09,1.138e+09,2.3337e+10,3.2587e+10,5.152e+09,1.973e+09,3.179e+09,1e+06,5.153e+09,4.735e+09,7.578e+09,3.313e+09,2.107e+09,2.158e+09,1.2313e+10,1.7466e+10,2.661e+09,-4.767e+09,2.0921e+10,-3.694e+09,1.5121e+10,1.5121e+10,3.2587e+10,6.53e+08,6.51e+08,6.1e+07,-3.83e+08,9.82e+08,-7.2e+08,4e+06,-7.16e+08,-5.7e+07,-1308672677.22531,-6.94e+08,9.7e+07,1e+07,-7.41e+08,-4.75e+08,-4.75e+08,-1.7e+07,-4.92e+08,1.713e+09,4.736e+09,9.69e+08,0.27217,0.09089,0.05589,0.04318,0.02004,1.48392,1.79507,1.15508,0.14533,2.29123,2.25952,40.99649,53.05614,3.4,0.2,0.02588,0.03532,0.08729,1.35435,2.18456
"22","2015_Q3",146.32546875,"Down",1.1939e+10,-8.672e+09,3.267e+09,-2.179e+09,-6.51e+08,-1.528e+09,1.088e+09,-4.2e+07,-4.7e+07,5e+06,1.046e+09,1.046e+09,-3.83e+08,6.63e+08,6.63e+08,6.63e+08,6.63e+08,2.266e+09,2.266e+09,5.592e+09,5.592e+09,1.354e+09,3.81e+08,4.76e+08,9.212e+09,1.9893e+10,4.1616e+10,-2.1723e+10,3.879e+09,2.734e+09,1.145e+09,2.3772e+10,3.2984e+10,5.173e+09,1.968e+09,3.205e+09,-287826.806775946,5.173e+09,4.735e+09,7.513e+09,3.136e+09,2.104e+09,2.273e+09,1.2248e+10,1.7421e+10,2.65e+09,-4.78e+09,2.148e+10,-3.787e+09,1.5563e+10,1.5563e+10,3.2984e+10,6.63e+08,6.51e+08,5.9e+07,-2.04e+08,1.169e+09,-1.17e+09,3e+06,-1.167e+09,-5.7e+07,-1e+06,-6.4e+07,9.2e+07,1.3e+07,-1.09e+08,-1.07e+08,-1.07e+08,-4.3e+07,-1.5e+08,1.739e+09,4.735e+09,7.48e+08,0.27364,0.09113,0.05553,0.0426,0.0201,1.12821,1.78078,1.11939,0.14355,2.34276,2.3101,42.18728,54.99293,2.64311,0.20141,0.02589,0.0269,0.08597,1.41978,2.2693
"23","2015_Q4",142.045625,"Down",1.1716e+10,-8.501e+09,3.215e+09,-2.177e+09,-6.52e+08,-1.525e+09,1.038e+09,-5.3e+07,-5.8e+07,5e+06,9.85e+08,9.85e+08,-3.57e+08,6.28e+08,6.28e+08,6.28e+08,6.28e+08,3.478e+09,3.478e+09,5.584e+09,5.584e+09,1.42e+09,4.22e+08,4.88e+08,1.0482e+10,2.0425e+10,4.2652e+10,-2.2227e+10,5.201e+09,3.805e+09,1.396e+09,2.5626e+10,3.6108e+10,5.243e+09,2.05e+09,3.193e+09,11554100.4926368,5.243e+09,7.228e+09,7.625e+09,2.962e+09,2.497e+09,2.166e+09,1.4853e+10,2.0096e+10,2.771e+09,-4.73e+09,2.188e+10,-3.909e+09,1.6012e+10,1.6012e+10,3.6108e+10,6.28e+08,6.52e+08,3.18e+08,-2.76e+08,1.322e+09,-1.079e+09,9e+06,-2.499e+09,-5.7e+07,2.491e+09,1.4e+07,8.3e+07,-1.5e+07,2.433e+09,1.256e+09,1.256e+09,-4.4e+07,1.212e+09,1.69e+09,7.228e+09,6.92e+08,0.27441,0.0886,0.0536,0.03922,0.01739,1.10191,1.99924,1.25506,0.20018,2.21908,2.18815,41.39929,56.57951,2.44523,0.20141,0.02219,0.02242,0.09076,2.21893,3.61272
"24","2016_Q1",127.965245901639,"Down",1.2114e+10,-8.417e+09,3.697e+09,-2.552e+09,-6.57e+08,-1.895e+09,1.145e+09,-9.5e+07,-6.8e+07,-2.7e+07,1.05e+09,-1.416e+09,5.22e+08,-8.94e+08,-8.94e+08,-8.94e+08,-8.94e+08,3.763e+09,3.763e+09,5.719e+09,5.719e+09,8.53e+08,3.55e+08,4.98e+08,1.0335e+10,2.0875e+10,4.2864e+10,-2.1989e+10,5.321e+09,3.81e+09,1.511e+09,2.6196e+10,3.6531e+10,5.937e+09,2.066e+09,3.871e+09,1.9e+07,5.956e+09,7.249e+09,8.333e+09,4.893e+09,1.21e+09,2.23e+09,1.5582e+10,2.1538e+10,2.818e+09,-4.897e+09,1.69e+10,1.72e+08,1.4993e+10,1.4993e+10,3.6531e+10,-8.94e+08,6.57e+08,1.704e+09,4.26e+08,1.893e+09,-1.378e+09,8e+06,-1.37e+09,-5.6e+07,-4e+06,-1.9e+08,4.8e+07,1.6e+07,-2.34e+08,2.89e+08,2.89e+08,-4e+06,2.85e+08,1.802e+09,7.268e+09,3.28e+08,0.30518,0.09452,-0.0738,-0.05963,-0.02447,-0.36689,1.73522,1.43654,0.19895,-3.18149,-3.13684,43.11032,53.35587,1.16726,0.19929,-0.02739,0.01072,-0.06264,1.94506,3.06114
"25","2016_Q2",149.45515625,"Up",1.2279e+10,-8.824e+09,3.455e+09,-2.311e+09,-6.48e+08,-1.663e+09,1.144e+09,-6e+07,-6.3e+07,3e+06,1.084e+09,1.084e+09,-3.92e+08,6.92e+08,6.92e+08,6.92e+08,6.92e+08,3.543e+09,3.543e+09,5.617e+09,5.617e+09,1.543e+09,4.49e+08,4.88e+08,1.0703e+10,2.1483e+10,4.3989e+10,-2.2506e+10,5.059e+09,3.792e+09,1.267e+09,2.6542e+10,3.7245e+10,5.83e+09,2.049e+09,3.781e+09,1.4e+07,5.844e+09,7.244e+09,8.874e+09,4.806e+09,1.781e+09,2.287e+09,1.6118e+10,2.1962e+10,2.846e+09,-5.007e+09,1.7434e+10,1e+07,1.5283e+10,1.5283e+10,3.7245e+10,6.92e+08,6.48e+08,1.01e+08,-2e+08,1.241e+09,-1.209e+09,1e+07,-1.199e+09,-7.1e+07,-1.5e+07,-1.44e+08,4.6e+07,6e+06,-2.24e+08,-1.82e+08,-1.82e+08,-3.8e+07,-2.2e+08,1.792e+09,7.258e+09,7.75e+08,0.28137,0.09317,0.05636,0.04528,0.01858,1.11994,1.83145,1.43702,0.19487,2.4539,2.41958,43.54255,54.19504,2.74823,0.25177,0.02429,0.02467,0.1026,2.0731,3.24738
"26","2016_Q3",151.29984375,"Up",1.2453e+10,-8.934e+09,3.519e+09,-2.382e+09,-6.53e+08,-1.729e+09,1.137e+09,-8.2e+07,-7.4e+07,-8000000.00000001,1.055e+09,1.055e+09,-3.64e+08,6.91e+08,6.91e+08,6.91e+08,6.91e+08,3.647e+09,3.647e+09,5.865e+09,5.865e+09,1.64e+09,4.6e+08,4.93e+08,1.1152e+10,2.2278e+10,4.5242e+10,-2.2964e+10,4.941e+09,3.806e+09,1.135e+09,2.7219e+10,3.8371e+10,5.937e+09,2.129e+09,3.808e+09,1.4e+07,5.951e+09,8.481e+09,8.949e+09,4.702e+09,1.759e+09,2.488e+09,1.743e+10,2.3381e+10,2.871e+09,-5.888e+09,1.8048e+10,-4.1e+07,1.499e+10,1.499e+10,3.8371e+10,6.91e+08,6.53e+08,-6e+06,-1.25e+08,1.213e+09,-1.353e+09,2e+06,-1.351e+09,-7e+07,1.236e+09,-8.95e+08,1.6e+07,-1.4e+07,2.57e+08,1.19e+08,1.19e+08,-1.5e+07,1.04e+08,1.79e+09,8.495e+09,6.76e+08,0.28258,0.0913,0.05549,0.0461,0.01801,0.97829,1.87397,1.55977,0.22139,2.4767,2.4417,44.63441,53.7276,2.42294,0.2509,0.02346,0.02084,0.1013,2.70838,4.26385
"27","2016_Q4",169.982380952381,"Up",1.2654e+10,-9.12e+09,3.534e+09,-2.67e+09,-6.63e+08,-2.007e+09,8.64e+08,-8.2e+07,-8.1e+07,-1e+06,7.82e+08,7.82e+08,-2.75e+08,5.07e+08,5.07e+08,5.07e+08,5.07e+08,2.841e+09,2.841e+09,5.634e+09,5.634e+09,1.762e+09,6.78e+08,4.76e+08,1.0237e+10,2.2552e+10,4.6032e+10,-2.348e+10,5.03e+09,3.764e+09,1.266e+09,2.7582e+10,3.7819e+10,5.928e+09,2.024e+09,3.904e+09,1.1e+07,5.939e+09,8.477e+09,9.076e+09,4.628e+09,2.046e+09,2.402e+09,1.7553e+10,2.3492e+10,2.901e+09,-6.896e+09,1.8481e+10,-1.59e+08,1.4327e+10,1.4327e+10,3.7819e+10,5.07e+08,6.63e+08,3.98e+08,-2.26e+08,1.342e+09,-1e+09,-2.9e+07,-1.029e+09,-6.9e+07,-1.1e+07,-1.015e+09,1.7e+07,1e+06,-1.094e+09,-7.81e+08,-7.81e+08,-2.5e+07,-8.06e+08,1.527e+09,8.488e+09,5.76e+08,0.27928,0.06828,0.04007,0.03539,0.01341,1.13609,1.72369,1.6397,0.22444,1.86397,1.84364,46.52206,52.67279,2.11765,0.25368,0.01806,0.01806,0.13609,3.6981,6.53588
"28","2017_Q1",177.289193548387,"Up",1.2979e+10,-9.03e+09,3.949e+09,-2.519e+09,-6.67e+08,-1.852e+09,1.43e+09,-1.13e+08,-9.7e+07,-1.6e+07,1.317e+09,-1.81e+08,1.11e+08,-7e+07,-7e+07,-7e+07,-7e+07,3.534e+09,3.534e+09,7.252e+09,7.252e+09,1.203e+09,7.07e+08,4.96e+08,1.1989e+10,2.4284e+10,4.7018e+10,-2.2734e+10,9.686e+09,6.747e+09,2.939e+09,3.397e+10,4.5959e+10,7.979e+09,2.944e+09,5.035e+09,2.9e+07,8.008e+09,1.3733e+10,1.0434e+10,6.227e+09,1.567e+09,2.64e+09,2.4167e+10,3.2175e+10,2.924e+09,-7.342e+09,1.8371e+10,-1.69e+08,1.3784e+10,1.3784e+10,4.5959e+10,-7e+07,6.67e+08,1.301e+09,13999999.9999999,1.912e+09,-1.256e+09,7e+06,-5.867e+09,-6.7e+07,5.268e+09,-4.85e+08,1.04e+08,-4.4e+07,4.672e+09,7.17e+08,7.17e+08,-2.4e+07,6.93e+08,2.097e+09,1.3762e+10,7.44e+08,0.30426,0.11018,-0.00539,-0.00508,-0.00152,-10.62857,1.49713,2.33423,0.29944,-0.2583,-0.25735,47.89299,50.86347,2.74539,0.24723,-8e-05,0.01959,-0.95714,4.87744,7.15245
"29","2017_Q2",183.578888888889,"Up",1.4663e+10,-1.0589e+10,4.074e+09,-2.81e+09,-7.39e+08,-2.071e+09,1.264e+09,-1.22e+08,-1.13e+08,-9e+06,1.142e+09,1.142e+09,-4.27e+08,7.15e+08,7.15e+08,7.15e+08,7.15e+08,2.989e+09,2.989e+09,7.233e+09,7.233e+09,1.179e+09,6.67e+08,5.12e+08,1.1401e+10,2.4804e+10,4.8121e+10,-2.3317e+10,9.37e+09,6.783e+09,2.587e+09,3.4174e+10,4.5575e+10,7.427e+09,2.851e+09,4.576e+09,4.7e+07,7.474e+09,1.3735e+10,1.0224e+10,6.063e+09,1.762e+09,2.399e+09,2.3959e+10,3.1433e+10,2.95e+09,-7.494e+09,1.8862e+10,-1.76e+08,1.4142e+10,1.4142e+10,4.5575e+10,7.15e+08,7.39e+08,2.69e+08,-7.52e+08,9.71e+08,-1.215e+09,9e+06,-1.206e+09,-1.06e+08,-1.2e+07,-1.82e+08,4e+07,-1.3e+07,-3.13e+08,-5.48e+08,-5.48e+08,3e+06,-5.45e+08,2.003e+09,1.3782e+10,4.63e+08,0.27784,0.0862,0.04876,0.05056,0.01569,0.64755,1.52542,2.22267,0.3024,2.69811,2.65799,55.33208,53.36604,1.74717,0.4,0.02152,0.01214,0.14825,5.38842,8.53877
