"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",39.4435483870968,"Up",1368800000,-879800000,4.89e+08,-2.42e+08,-2.42e+08,2.47e+08,-19400000,-27500000,8100000,227600000,227600000,-73200000,154400000,-354100000,-353200000,-353200000,2.99e+08,2.99e+08,915400000,7.43e+08,251200000,22300000,73200000,2208600000,701700000,2738600000,1990600000,4.53e+08,81500000,164500000,3440300000,5648900000,671200000,346900000,324300000,354100000,478600000,466200000,1503900000,1883200000,360500000,360500000,2243700000,3747600000,538300000,1343600000,11500000,1893400000,1901300000,5648900000,-354100000,64700000,517600000,-2.3e+07,205200000,-46100000,-53800000,-37700000,-1.96e+08,-8700000,-242400000,-9.1e+07,-9.1e+07,3e+06,-8.8e+07,311700000,2237300000,315800000,0.35725,0.18045,-0.25804,-0.18577,-0.06253,-0.89411,1.46858,1.97107,0.39606,-3.14515,-3.12843,12.18878,16.8602,2.81211,0.33571,-0.07013,0.07019,-0.10674,6.21848,7.84737
"12","2013_Q1",38.8545,"Down",1436200000,-939600000,496600000,-253200000,-253200000,243400000,-27300000,-27100000,-2e+05,216100000,216100000,-8e+07,136100000,128500000,129100000,129100000,3.56e+08,3.56e+08,750200000,617800000,876400000,1.2e+07,71200000,2600400000,659400000,2.333e+09,1695300000,421700000,80300000,135700000,2992400000,5592800000,662600000,3.81e+08,269600000,164200000,587600000,450600000,1414400000,1.883e+09,349300000,349300000,2232300000,3646700000,544900000,1416600000,-22600000,1938900000,1946100000,5592800000,128500000,66300000,33700000.0000001,141200000,369700000,-52500000,-58600000,-37400000,-190100000,-19600000,-247100000,6.4e+07,6.4e+07,-7e+06,5.7e+07,309700000,2047200000,478400000,0.34577,0.16948,0.08989,0.0663400000000001,0.02308,3.70565,1.83852,1.87385,0.36604,1.13146,1.13146,12.5872,16.99299,4.19281,0.32778,0.03834,0.11016,0.2897,5.46077,6.94823
"13","2013_Q2",39.41296875,"Up",1261500000,-848300000,413200000,-198200000,-198200000,2.15e+08,-27400000,-27400000,0,187600000,187600000,-59300000,128300000,-8.6e+07,-85800000,-85800000,326800000,326800000,661500000,646800000,723300000,20400000,83100000,2358400000,668600000,2327300000,1709500000,405900000,72400000,139500000,2995900000,5354300000,647700000,298100000,306500000,95200000,512400000,381400000,1255300000,1882900000,362800000,362800000,2245700000,3.501e+09,580300000,1251300000,14800000,1846400000,1853300000,5354300000,-8.6e+07,54800000,232600000,-80900000,120500000,-39900000,-36600000,-41900000,-70800000,-3400000,-116100000,-32200000,-32200000,3e+06,-29200000,269800000,1978100000,208300000,0.32755,0.17043,-0.06801,-0.0463,-0.01602,-2.42774,1.87875,1.88906,0.36944,-0.76676,-0.76199,11.27346,16.50045,1.86148,0.37444,-0.01047,0.04966,-0.48834,6.12046,7.68047
"14","2013_Q3",46.468125,"Up",1286900000,-845400000,441500000,-213100000,-213100000,228400000,-28200000,-27100000,-1100000,200200000,200200000,-61700000,138500000,44799999.9999999,48500000,48500000,328100000,328100000,702500000,624500000,604100000,35300000,77700000,2259200000,666600000,2315500000,1709200000,380300000,81900000,144100000,2982100000,5241300000,536900000,2.99e+08,237900000,50700000,575600000,454700000,1163200000,1879200000,372800000,372800000,2.252e+09,3415200000,590500000,1222200000,10100000,1822800000,1826100000,5241300000,44800000,55400000,94300000,-35500000,1.59e+08,-4e+07,-3.5e+07,-42100000,-48200000,-32400000,-122700000,1300000,1300000,1.86264514923096e-09,1300000,283800000,1929900000,2.7e+08,0.34307,0.17748,0.03769,0.02656,0.00924999999999999,5.56701,1.94223,1.87022,0.36821,0.43188,0.42958,11.45948,16.23152,2.40427,0.37489,0.02194,0.06539,0.86804,5.64412,7.01313
"15","2013_Q4",53.33125,"Up",1203700000,-803500000,400200000,-202500000,-202500000,197700000,-27300000,-26800000,-5e+05,170400000,170400000,-45800000,124600000,94300000,94800000,94800000,4.59e+08,4.59e+08,6.72e+08,646300000,3.48e+08,68600000,89800000,2125300000,666900000,2284100000,1693100000,357800000,69700000,163500000,2.951e+09,5076300000,585300000,298400000,286900000,348900000,507400000,500800000,1441600000,1576100000,382400000,382400000,1958500000,3400100000,5.53e+08,1163700000,-43300000,1673400000,1676200000,5076300000,94300000,54100000,36900000,48400000,233700000,-4.5e+07,98600000,-40600000,-4800000,-154100000,-199500000,132800000,132800000,-1900000,130900000,251800000,1.925e+09,3.01e+08,0.33247,0.16424,0.07876,0.05656,0.01868,3.17511,1.47426,2.02846,0.37921,0.85714,0.85252,10.88336,15.1302,2.72152,0.36709,0.03399,0.07556,0.42827,5.82208,7.41528
"16","2014_Q1",60.4754098360656,"Up",1359900000,-887800000,472100000,-300200000,-300200000,171900000,-65100000,-25700000,-39400000,106800000,106800000,-36200000,70600000,55900000,55500000,55500000,3.21e+08,3.21e+08,696800000,668700000,261600000,36200000,77200000,1948100000,653200000,2257100000,1.692e+09,308100000,124800000,132200000,2910300000,4858400000,595300000,339500000,255800000,1.58e+08,544100000,542300000,1297400000,1577100000,422700000,422700000,1999800000,3297200000,5.4e+08,1079900000,-58600000,1561300000,1561200000,4858400000,55900000,56700000,72200000,1.35e+08,319800000,-40100000,-4.7e+07,-40400000,-222200000,-127100000,-401700000,-128900000,-128900000,-9100000,-1.38e+08,228600000,1735100000,359700000,0.34716,0.12641,0.04081,0.03555,0.01142,6.48108,1.50154,2.11197,0.35713,0.51341,0.51341,12.58002,14.44311,3.32747,0.37373,0.02579,0.09672,0.72793,6.18591,8.22629
"17","2014_Q2",63.4230158730159,"Up",1191900000,-774500000,417400000,-207800000,-207800000,209600000,-21800000,-23100000,1300000,187800000,187800000,-60400000,127400000,125700000,125800000,125800000,337200000,337200000,676100000,656300000,219900000,25900000,78700000,1889500000,651900000,2239300000,1703100000,297300000,95300000,143600000,2891200000,4780700000,566500000,315100000,251400000,93500000,476500000,475600000,1136500000,1577100000,4.37e+08,4.37e+08,2014100000,3150600000,574300000,1090200000,-34200000,1630300000,1630100000,4780700000,125700000,5e+07,4e+07,-43100000,172600000,-33400000,-6400000,-45300000,-64500000,-44100000,-153900000,12300000,12300000,3900000,16200000,259600000,1670600000,243500000,0.3502,0.17585,0.10555,0.07717,0.02631,1.93561,1.66256,1.93276,0.34945,1.18233,1.17241,11.20207,15.32237,2.28853,0.42575,0.04578,0.06515,0.3601,5.13636,6.36164
"18","2014_Q3",60.49015625,"Down",1223200000,-795400000,427800000,-204700000,-204700000,223100000,-19800000,-2.3e+07,3200000,203300000,203300000,-66200000,137100000,136100000,136200000,136200000,334400000,334400000,699500000,688800000,249700000,38400000,92200000,1972400000,668900000,2242800000,1702100000,285800000,99500000,155400000,2911700000,4884100000,558700000,341500000,217200000,98400000,493700000,492700000,1150800000,1577100000,4.43e+08,4.43e+08,2020100000,3170900000,605600000,1146900000,-38900000,1713600000,1713200000,4884100000,136100000,50400000,6400000,-8.6e+07,106900000,-51600000,-51600000,-45100000,5e+06,-12900000,-5.3e+07,2299999.99999997,2299999.99999997,-5100000,-2800000,273500000,1675500000,202100000,0.34974,0.18239,0.11135,0.0795,0.02789,1.48385,1.71394,1.85086,0.34305,1.28128,1.26934,11.50706,16.12041,1.90122,0.42427,0.04732,0.05274,0.33113,4.90347,6.01121
"19","2014_Q4",59.70078125,"Down",1267500000,-8.41e+08,426500000,-203200000,-203200000,223300000,-22300000,-22500000,2e+05,2.01e+08,2.01e+08,-63900000,137100000,141200000,141400000,141400000,349600000,349600000,772700000,6.74e+08,2.57e+08,53800000,89800000,2053300000,685500000,2219800000,1703600000,270800000,87900000,157500000,2905300000,4958600000,617400000,355500000,261900000,82700000,475800000,474900000,1175900000,1575800000,411900000,411900000,1987700000,3163600000,628500000,1.199e+09,-32100000,1795400000,1.795e+09,4958600000,141200000,48200000,10500000,-25400000,174500000,-5.8e+07,-5.8e+07,-45100000,-17300000,-31200000,-93600000,22900000,22900000,-7700000,15200000,271500000,1658500000,2.52e+08,0.33649,0.17617,0.11156,0.07877,0.02852,1.78218,1.74615,1.76245,0.33447,1.33145,1.31657,11.93503,16.90584,2.37288,0.42467,0.04825,0.06519,0.31895,4.82099,5.86162
"20","2015_Q1",63.2132786885246,"Up",1329400000,-899100000,430300000,-204300000,-204300000,2.26e+08,-23100000,-22400000,-7e+05,202900000,202900000,-65500000,137400000,1.31e+08,131600000,131600000,5.61e+08,5.61e+08,5.66e+08,6.19e+08,2.45e+08,2.8e+07,1.05e+08,1.991e+09,7.28e+08,2.2e+09,1.711e+09,2.58e+08,8.7e+07,1.44e+08,2.928e+09,4.919e+09,5.74e+08,3.24e+08,2.5e+08,6e+07,4.81e+08,4.79e+08,1.115e+09,1.564e+09,4.15e+08,3.95e+08,1.979e+09,3.094e+09,6.15e+08,1.226e+09,-1.5e+07,1.826e+09,1.825e+09,4.919e+09,1.31e+08,55400000,-21900000,230500000,3.95e+08,-6.1e+07,-4.6e+07,-44500000,-23200000,-70800000,-147500000,201500000,201500000,9900000,211400000,281400000,1.624e+09,516400000,0.32368,0.17,0.09899,0.07211,0.02675,3.92401,1.78565,1.69534,0.33015,1.22761,1.22761,12.40112,17.03358,4.81716,0.41511,0.04557,0.13364,0.33815,3.77754,4.70354
"21","2015_Q2",69.2707936507936,"Up",1.155e+09,-7.62e+08,3.93e+08,-1.95e+08,-1.95e+08,1.98e+08,-2.2e+07,-2.2e+07,0,1.76e+08,1.76e+08,-5.1e+07,1.25e+08,1.25e+08,1.25e+08,1.25e+08,449100000,449100000,603700000,648300000,223500000,1.4e+07,96600000,1924600000,730500000,2181500000,1698800000,240500000,83700000,158500000,2.912e+09,4836600000,596600000,302900000,260900000,53600000,4.32e+08,431400000,1082200000,1575800000,382600000,382600000,1958400000,3040600000,600300000,1231400000,-35600000,1796100000,1.796e+09,4836600000,1.25e+08,5.1e+07,7e+06,-1.03e+08,8e+07,-4.1e+07,-3.4e+07,-5e+07,-6e+06,-8.2e+07,-1.5e+08,-1.04e+08,-1.04e+08,-8e+06,-1.12e+08,2.49e+08,1629400000,1.56e+08,0.34026,0.17143,0.10823,0.0696,0.02584,1.248,1.77841,1.69298,0.33689,1.19503,1.18147,11.04207,17.17113,1.4914,0.47801,0.04596,0.04097,0.4,4.74016,5.96111
"22","2015_Q3",68.60921875,"Down",1.206e+09,-8.08e+08,3.98e+08,-1.88e+08,-1.88e+08,2.1e+08,-2.1e+07,-2.1e+07,0,1.89e+08,1.89e+08,-5e+07,1.39e+08,1.39e+08,1.39e+08,1.39e+08,469500000,469500000,5.82e+08,649600000,244900000,21600000,1.07e+08,1.946e+09,724500000,2127700000,1676500000,223900000,68900000,158400000,2852200000,4798200000,548500000,292100000,256400000,75300000,404100000,404100000,1027900000,1575800000,383100000,383100000,1958900000,2986800000,6.03e+08,1286500000,-77900000,1811600000,1811400000,4798200000,1.39e+08,5.3e+07,1e+07,-60000000.0000001,1.42e+08,-3.8e+07,-3.8e+07,-4.9e+07,2.2e+07,-4e+07,-6.9e+07,34999999.9999999,34999999.9999999,-1.4e+07,2.1e+07,2.63e+08,1651100000,2.15e+08,0.33002,0.17413,0.11526,0.07674,0.02897,1.54676,1.89318,1.64889,0.34411,1.33782,1.32507,11.60731,17.436,2.0693,0.47161,0.04889,0.05591,0.35252,4.49278,5.62667
"23","2015_Q4",71.21640625,"Up",1.187e+09,-7.54e+08,4.33e+08,-2.2e+08,-2.2e+08,2.13e+08,-3.4e+07,-3.4e+07,0,1.79e+08,1.79e+08,-5.3e+07,1.26e+08,1.26e+08,1.26e+08,1.26e+08,487700000,487700000,652700000,635700000,2.46e+08,15400000,113800000,2022100000,705500000,2106900000,1.665e+09,207200000,71200000,163500000,2812400000,4834500000,600800000,279600000,301800000,27300000,419500000,419400000,1047600000,1575800000,370700000,370700000,1946500000,2994100000,616700000,1363100000,-139100000,1840700000,1840400000,4834500000,1.26e+08,6e+07,9e+06,-2.2e+07,1.73e+08,-2.3e+07,-2.3e+07,-5e+07,-4.8e+07,6e+06,-1.17e+08,3.3e+07,3.3e+07,-1.5e+07,1.8e+07,2.73e+08,1603100000,2.81e+08,0.36479,0.17944,0.10615,0.06846,0.02606,2.23016,1.93022,1.62687,0.3316,1.21504,1.2,11.44648,17.75024,2.70974,0.48216,0.04614,0.07367,0.39683,4.08571,5.23662
"24","2016_Q1",71.107868852459,"Down",3.37e+08,-4.6e+07,2.91e+08,-2.8e+08,-2.8e+08,1.1e+07,-1.59e+08,-5.1e+07,-1.08e+08,-1.48e+08,-1.48e+08,4.5e+07,-1.03e+08,-5.6e+07,-5.6e+07,-5.6e+07,4.81e+08,4.81e+08,1.168e+09,1.015e+09,5.19e+08,8.7e+07,4.32e+08,3.183e+09,1.165e+09,8.779e+09,6.348e+09,1.775e+09,5.02e+08,1.54e+08,9.944e+09,1.3127e+10,1.128e+09,5.81e+08,4.9e+08,1.63e+08,9.83e+08,9.55e+08,2.274e+09,5.053e+09,2.398e+09,4.43e+08,7.451e+09,9.725e+09,2.155e+09,1.258e+09,-1.6e+07,3.397e+09,3.402e+09,1.3127e+10,-5.6e+07,8e+07,1.64e+08,2.71e+08,4.59e+08,-4.6e+07,-3.189e+09,-4.9e+07,2.761e+09,1.3e+07,2.709e+09,-2.1e+07,-2.1e+07,1.4e+07,-7e+06,9.1e+07,5.216e+09,2.71e+08,0.8635,0.03264,-0.16617,-0.01646,-0.00427,-4.83929,1.39974,2.85861,0.39735,-0.50633,-0.50224,3.04702,30.71429,2.45027,0.44304,-0.000640000000000002,0.0246,-0.875,52.03297,430.45455
"25","2016_Q2",70.6965625,"Down",1.811e+09,-1.22e+09,5.91e+08,-3.29e+08,-3.29e+08,2.62e+08,-4.6e+07,-4.7e+07,1e+06,2.16e+08,2.16e+08,-6.8e+07,1.48e+08,1.48e+08,1.48e+08,1.48e+08,3.2e+08,3.2e+08,1.078e+09,1.107e+09,5.48e+08,3e+07,1.72e+08,3.053e+09,1.15e+09,8.361e+09,6.321e+09,1.729e+09,1.65e+08,1.46e+08,9.511e+09,1.2564e+10,9.99e+08,4.55e+08,4.74e+08,1.8e+08,6.92e+08,6.91e+08,1.871e+09,4.901e+09,2.329e+09,4.39e+08,7.23e+09,9.101e+09,2.168e+09,1.342e+09,-4.8e+07,3.462e+09,3.463e+09,1.2564e+10,1.48e+08,9.4e+07,-5.7e+07,-1.21e+08,6.4e+07,-2.4e+07,-2.4e+07,-6.4e+07,-1.32e+08,1.9e+07,-1.92e+08,-1.52e+08,-1.52e+08,-9e+06,-1.61e+08,3.56e+08,5.081e+09,2.79e+08,0.32634,0.14467,0.08172,0.04274,0.01178,1.88514,1.63175,2.62807,0.40441,1.19838,1.18685,14.66397,28.03239,2.25911,0.51822,0.0195,0.02566,0.43243,13.3736,18.17176
