"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",9.56983870967742,"Up",2.038e+09,-1.149e+09,8.89e+08,-4.78e+08,-2.89e+08,-1.82e+08,-4e+06,4.11e+08,2.16e+08,-2.9e+07,-3.2e+07,3e+06,5e+06,6.27e+08,6.27e+08,-9.4e+07,5.33e+08,5.33e+08,5.33e+08,5.33e+08,6.351e+09,4.952e+09,1.248e+09,1.248e+09,1.003e+09,9.14e+08,4.24e+08,9.516e+09,1.1036e+10,3.686e+09,9.12e+08,2.501e+09,2.73e+08,1.9894e+10,2.941e+10,1.857e+09,9.01e+08,9.56e+08,1.3e+08,1.987e+09,3.272e+09,2.265e+09,9.01e+08,1.364e+09,5.537e+09,7.524e+09,1.3942e+10,-2.646e+09,1.0438e+10,1.05e+08,2.1839e+10,4.7e+07,2.1886e+10,2.941e+10,5.33e+08,2.48e+08,-1.26e+08,-1.72e+08,-2.1e+07,-8.1e+07,4e+06,3e+06,5.3e+07,6.34e+08,-4.22e+08,-4.22e+08,-6e+07,-4.82e+08,-1.12e+08,1.33e+08,-1.87e+08,7e+06,-1.66e+08,-1.4e+07,-1.4e+07,-4.2e+07,-5.6e+07,6.59e+08,3.402e+09,3.1e+08,0.43621,0.20167,0.26153,0.02435,0.01812,0.58161,4.78913,0.34378,0.11567,0.35941,0.35676,1.37424,14.72623,0.20904,0.07552,5,0.02341,0.01125,0.21013,-4.47496,-7.17518
"12","2013_Q1",9.772,"Up",2.146e+09,-1.348e+09,7.98e+08,-7.19e+08,-3.57e+08,-2.18e+08,-6e+06,7.9e+07,1.03e+08,-3.1e+07,-3.5e+07,4e+06,4.1e+07,1.82e+08,1.82e+08,-2.7e+07,1.55e+08,1.55e+08,1.55e+08,1.55e+08,6.144e+09,4.988e+09,1.302e+09,1.302e+09,1.051e+09,1.198e+09,6.19e+08,9.695e+09,1.0625e+10,4.14e+09,1.496e+09,2.343e+09,3.01e+08,1.968e+10,2.9375e+10,1.88e+09,7.79e+08,1.101e+09,7.6e+07,1.956e+09,3.382e+09,2.504e+09,9.3e+08,1.574e+09,5.886e+09,7.842e+09,1.3971e+10,-2.773e+09,9.932e+09,3.56e+08,2.1486e+10,4.7e+07,2.1533e+10,2.9375e+10,1.55e+08,2.67e+08,1.01e+09,1.043e+09,-1.92e+08,-1.23e+08,8e+06,2.31e+08,-3.08e+08,1.24e+09,-5.26e+08,-5.26e+08,2.42e+08,-1.007e+09,-1.33e+08,5e+07,-1.28e+08,1.2e+07,-2.09e+08,23999999.9999999,23999999.9999999,1.2e+07,3.6e+07,3.46e+08,3.458e+09,-3.45e+08,0.37185,0.03681,0.07223,0.0072,0.00528,-2.22581,4.95654,0.36419,0.11772,0.10537,0.10459,1.45887,14.60639,-0.23453,0.09041,6,0.01047,-0.01255,0.85806,-7.76301,-34
"13","2013_Q2",11.39578125,"Up",1.814e+09,-1.044e+09,7.7e+08,-4.46e+08,-2.59e+08,-1.78e+08,-7e+06,3.24e+08,2.04e+08,-3.4e+07,-3.6e+07,2e+06,6.5e+07,5.28e+08,5.28e+08,-3.4e+07,4.94e+08,4.94e+08,4.94e+08,4.94e+08,5.775e+09,4.797e+09,1.243e+09,1.243e+09,1.171e+09,1.08e+09,6.81e+08,9.269e+09,1.0171e+10,4.429e+09,1.485e+09,2.507e+09,4.37e+08,1.9326e+10,2.8595e+10,1.721e+09,7.62e+08,9.59e+08,7.4e+07,1.795e+09,2.855e+09,2.555e+09,9.33e+08,1.622e+09,5.41e+09,7.205e+09,1.3993e+10,-2.779e+09,1.0262e+10,-1.32e+08,2.1344e+10,4.6e+07,2.139e+10,2.8595e+10,4.94e+08,2.55e+08,-5.6e+07,-3.7e+07,-7e+07,1.7e+07,-1.38e+08,-1.12e+08,1.63e+08,6.23e+08,-1.94e+08,-1.94e+08,7.2e+07,-1.22e+08,-1.33e+08,-5.08e+08,1.2e+07,1.2e+07,-6.29e+08,-1.28e+08,-1.28e+08,-6.3e+07,-1.91e+08,5.79e+08,2.929e+09,3.49e+08,0.42448,0.17861,0.27233,0.02309,0.01728,0.70648,5.16379,0.33684,0.10243,0.3356,0.33356,1.23234,14.5,0.23709,0.09035,6,0.02333,0.01299,0.26923,-4.91537,-8.78395
"14","2013_Q3",11.67875,"Up",1.982e+09,-1.099e+09,8.83e+08,-4.59e+08,-2.66e+08,-1.79e+08,-8e+06,4.24e+08,4.05e+08,-2.6e+07,-2.8e+07,2e+06,2.65e+08,8.29e+08,8.29e+08,-1.91e+08,6.38e+08,6.38e+08,6.38e+08,6.38e+08,5.471e+09,4.601e+09,1.296e+09,1.296e+09,1.24e+09,1.046e+09,7.64e+08,9.053e+09,9.954e+09,4.573e+09,1.559e+09,2.453e+09,5.61e+08,1.9336e+10,2.8389e+10,1.525e+09,7.21e+08,8.04e+08,7.2e+07,1.597e+09,2.822e+09,2.516e+09,9.16e+08,1.6e+09,5.338e+09,6.935e+09,1.4034e+10,-3.022e+09,1.0754e+10,-3.88e+08,2.1378e+10,7.6e+07,2.1454e+10,2.8389e+10,6.38e+08,2.5e+08,-2.06e+08,-3.69e+08,-2.93e+08,-7.3e+07,-7.3e+07,-1.29e+08,-17999999.9999999,3.89e+08,-2.44e+08,-2.44e+08,1.12e+08,-2.13e+08,-1.47e+08,-3000000.00000006,-2.05e+08,2.7e+07,-3.64e+08,-1.88e+08,-1.88e+08,-8e+06,-1.96e+08,6.74e+08,2.894e+09,3.28e+08,0.44551,0.21393,0.3219,0.02974,0.02247,0.51411,5.66875,0.32325,0.10194,0.43431,0.43166,1.34922,14.55276,0.22328,0.10007,8,0.02922,0.01221,0.23041,-3.82344,-6.07783
"15","2013_Q4",13.06515625,"Up",2.067e+09,-1.166e+09,9.01e+08,-4.62e+08,-2.65e+08,-1.84e+08,-8e+06,4.39e+08,1.1e+08,-2.7e+07,-2.8e+07,1e+06,-1e+06,5.49e+08,5.49e+08,-1.41e+08,4.08e+08,4.08e+08,4.08e+08,4.08e+08,5.446e+09,4.56e+09,1.392e+09,1.392e+09,1.275e+09,1.015e+09,7.06e+08,9.128e+09,9.977e+09,4.449e+09,1.551e+09,2.403e+09,4.95e+08,1.9586e+10,2.8714e+10,1.555e+09,6.4e+08,9.15e+08,2.3e+07,1.578e+09,2.816e+09,2.522e+09,9.17e+08,1.605e+09,5.338e+09,6.916e+09,1.4044e+10,-3.237e+09,1.1017e+10,-7.5e+07,2.1749e+10,4.9e+07,2.1798e+10,2.8714e+10,4.08e+08,2.48e+08,-1.4e+07,-5.1e+07,-1.51e+08,-8.3e+07,-2.7e+07,-3.7e+07,-4e+06,4.91e+08,-2.44e+08,-2.44e+08,8e+06,-2.4e+08,-1.46e+08,-5.8e+07,-1.94e+08,1.5e+07,-3.54e+08,-1.03e+08,-1.03e+08,6.2e+07,-4.1e+07,6.87e+08,2.839e+09,4.33e+08,0.4359,0.21239,0.19739,0.01872,0.01421,1.06127,5.78454,0.31728,0.09887,0.28061,0.27888,1.4216,14.95805,0.2978,0.10041,7,0.0204,0.01594,0.35784,-3.79476,-5.9385
"16","2014_Q1",15.0155737704918,"Up",1.956e+09,-1.186e+09,7.7e+08,-5.86e+08,-3.36e+08,-1.69e+08,-8e+06,1.84e+08,-2.39e+08,-2.5e+07,-2.8e+07,3e+06,-2.84e+08,-5.5e+07,5.67e+08,-1.46e+08,4.21e+08,4.21e+08,4.21e+08,4.21e+08,5.235e+09,4.704e+09,1.253e+09,1.253e+09,1.27e+09,1.133e+09,8.55e+08,8.891e+09,9.801e+09,4.249e+09,5.4e+08,2.234e+09,4.73e+08,1.9587e+10,2.8478e+10,1.725e+09,7.71e+08,9.54e+08,2.1e+07,1.746e+09,3.272e+09,2.249e+09,7.66e+08,1.483e+09,5.521e+09,7.267e+09,1.3897e+10,-4.099e+09,1.132e+10,4.4e+07,2.1162e+10,4.9e+07,2.1211e+10,2.8478e+10,4.21e+08,2.49e+08,3.47e+08,2.85e+08,2.67e+08,1.1e+08,-9e+06,2.55e+08,-8.9e+07,1.284e+09,-3.37e+08,-3.37e+08,4.17e+08,-4.29e+08,-1.4e+08,2.41e+08,-1.044e+09,3.1e+07,-7.16e+08,1.39e+08,1.39e+08,5000000.00000001,1.44e+08,4.33e+08,3.293e+09,5.09e+08,0.39366,0.09407,0.21524,0.01985,0.01478,1.20903,5.09221,0.34261,0.11563,0.29795,0.29523,1.38429,14.97665,0.36023,0.09908,8,0.02097,0.01903,0.33254,-4.48499,-10.55435
"17","2014_Q2",17.0266666666667,"Up",2.289e+09,-1.354e+09,9.35e+08,-6.2e+08,-3.97e+08,-1.98e+08,-8e+06,3.15e+08,9.8e+07,-1.8e+07,-3e+07,1.2e+07,3e+07,4.13e+08,4.81e+08,-1.8e+08,3.01e+08,3.01e+08,3.01e+08,3.01e+08,5.612e+09,4.968e+09,1.588e+09,1.588e+09,1.395e+09,1.018e+09,6.97e+08,9.613e+09,1.3344e+10,4.611e+09,1.665e+09,2.18e+09,7.66e+08,1.9931e+10,2.9544e+10,1.578e+09,7.32e+08,8.46e+08,4.68e+08,2.046e+09,3.224e+09,2.555e+09,7.66e+08,1.789e+09,5.779e+09,7.825e+09,1.3905e+10,-5.95e+09,1.1465e+10,-7e+07,2.165e+10,6.9e+07,2.1719e+10,2.9544e+10,3.01e+08,2.97e+08,1.532e+09,1.495e+09,-3.93e+08,2.1e+07,-3e+06,-4.13e+08,2e+06,1.737e+09,-2.46e+08,-2.46e+08,-1.2e+07,-3.01e+08,-1.36e+08,4.1e+08,-1.451e+09,4.5e+08,-1.177e+09,2.59e+08,2.59e+08,5e+06,2.64e+08,6.12e+08,3.692e+09,1.53e+08,0.40848,0.13761,0.1315,0.01386,0.01019,0.50831,4.69844,0.36028,0.12497,0.22149,0.21971,1.68433,14.23841,0.11258,0.10007,5,0.01563,0.00547,0.45183,-3.13725,-6.09524
"18","2014_Q3",16.8121875,"Down",2.482e+09,-1.45e+09,1.032e+09,-5.72e+08,-3.22e+08,-2.08e+08,-8e+06,4.6e+08,1.8e+07,-2.6e+07,-3e+07,4e+06,-1.8e+07,4.78e+08,3.41e+08,-1.72e+08,1.69e+08,1.69e+08,1.69e+08,1.69e+08,5.886e+09,5.118e+09,1.645e+09,1.645e+09,1.38e+09,9.53e+08,6.04e+08,9.864e+09,1.3523e+10,4.432e+09,1.682e+09,2.084e+09,6.66e+08,1.9968e+10,2.9832e+10,1.727e+09,7.77e+08,9.5e+08,4.5e+08,2.177e+09,3.238e+09,2.585e+09,7.51e+08,1.834e+09,5.823e+09,8e+09,1.414e+10,-6.34e+09,1.1478e+10,1.85e+08,2.1763e+10,6.9e+07,2.1832e+10,2.9832e+10,1.69e+08,3.02e+08,1.77e+08,82999999.9999998,95000000.0000001,-3.2e+07,1.6e+07,28999999.9999999,8.2e+07,7.43e+08,-2.32e+08,-2.32e+08,-5e+07,-2.82e+08,-1.51e+08,-2e+07,-1.41e+08,3.4e+07,-3.12e+08,1.49e+08,1.49e+08,1e+06,1.5e+08,7.62e+08,3.688e+09,7.97e+08,0.41579,0.18533,0.06809,0.00774,0.00567,4.71598,4.53101,0.36643,0.12363,0.1298,0.12852,1.9063,14.94854,0.61214,0.11598,5,0.01139,0.02836,0.89349,-2.88451,-4.77826
"19","2014_Q4",16.516875,"Down",2.54e+09,-1.451e+09,1.089e+09,-4.69e+08,-2.61e+08,-1.99e+08,-9e+06,6.2e+08,2.4e+07,-2.6e+07,-3.1e+07,5e+06,-4.5e+07,6.44e+08,1.409e+09,-3.95e+08,1.014e+09,1.014e+09,1.014e+09,1.014e+09,6.104e+09,5.353e+09,1.601e+09,1.601e+09,1.327e+09,9.81e+08,8.25e+08,1.0013e+10,1.3033e+10,4.767e+09,1.653e+09,1.944e+09,1.17e+09,1.9802e+10,2.9815e+10,1.683e+09,7.16e+08,9.67e+08,4.55e+08,2.138e+09,3.228e+09,2.599e+09,7.57e+08,1.842e+09,5.827e+09,7.965e+09,1.4172e+10,-6.543e+09,1.2339e+10,-4.89e+08,2.1779e+10,7.1e+07,2.185e+10,2.9815e+10,1.014e+09,3.03e+08,-2.4e+08,-5.7e+08,4e+07,-5.2e+07,1.4e+07,4.5e+07,3.3e+07,1.117e+09,-2.62e+08,-2.62e+08,9.2e+07,-1.7e+08,-1.52e+08,5e+06,-2.1e+08,1.4e+07,-3.57e+08,5.9e+08,5.9e+08,-3.55e+08,2.35e+08,9.23e+08,3.683e+09,1.096e+09,0.42874,0.24409,0.39921,0.04641,0.03401,1.08087,4.68335,0.36453,0.12353,0.78972,0.71864,1.97819,15.17056,0.85358,0.11838,6,0.04145,0.03896,0.1499,-2.62297,-3.90484
"20","2015_Q1",19.3703278688525,"Up",2.404e+09,-1.408e+09,9.96e+08,-4.6e+08,-2.22e+08,-2.1e+08,-8e+06,5.36e+08,5.4e+07,-2.7e+07,-3.2e+07,5e+06,5.8e+07,5.9e+08,1.337e+09,-3.49e+08,9.88e+08,9.88e+08,9.88e+08,9.88e+08,6.068e+09,5.309e+09,1.501e+09,1.501e+09,1.322e+09,1.347e+09,1.099e+09,1.0238e+10,1.2766e+10,5.258e+09,4.97e+08,1.889e+09,1.722e+09,1.9825e+10,3.0063e+10,2.288e+09,9.97e+08,1.291e+09,3.6e+07,2.324e+09,3.227e+09,2.86e+09,8.14e+08,2.046e+09,6.087e+09,8.411e+09,1.4292e+10,-6.727e+09,1.3021e+10,-1.307e+09,2.1579e+10,7.3e+07,2.1652e+10,3.0063e+10,9.88e+08,2.98e+08,-5.68e+08,-7.77e+08,3.94e+08,4.7e+07,-2.5e+07,3.36e+08,3.6e+07,1.112e+09,-3.36e+08,-3.36e+08,1.27e+08,-2.09e+08,-1.52e+08,-4.24e+08,-1.65e+08,1.8e+07,-7.4e+08,1.63e+08,1.63e+08,-2.07e+08,-4.4e+07,8.34e+08,3.263e+09,1.241e+09,0.41431,0.22296,0.41098,0.04563,0.03286,1.25607,4.40534,0.38846,0.10854,0.7749,0.6129,1.88549,15.12078,0.97333,0.11922,7,0.04104,0.04468,0.15385,-3.36331,-5.23321
"21","2015_Q2",17.5139682539683,"Down",2.265e+09,-1.336e+09,9.29e+08,-5.17e+08,-3.16e+08,-1.89e+08,-1.2e+07,4.12e+08,3.9e+07,-2.5e+07,-3e+07,5e+06,-3e+07,4.51e+08,4.93e+08,-8.6e+07,4.07e+08,4.07e+08,4.07e+08,4.07e+08,5.067e+09,4.304e+09,1.487e+09,1.487e+09,1.331e+09,1.353e+09,1.091e+09,9.238e+09,1.2708e+10,5.613e+09,7.02e+08,1.883e+09,1.685e+09,2.0085e+10,2.9323e+10,1.789e+09,8.72e+08,9.17e+08,1.06e+08,1.895e+09,3.165e+09,2.891e+09,8.1e+08,2.081e+09,6.056e+09,7.951e+09,1.4392e+10,-7.243e+09,1.3405e+10,-1.556e+09,2.1298e+10,7.4e+07,2.1372e+10,2.9323e+10,4.07e+08,2.91e+08,2.09e+08,2.04e+08,-3.06e+08,3.5e+07,-1e+06,-3.14e+08,-2.6e+07,6.01e+08,-3.33e+08,-3.33e+08,1.51e+08,-7.13e+08,-1.77e+08,268229669.062862,-3.88e+08,8.9e+07,-5.74e+08,-6.86e+08,-6.86e+08,-3.19e+08,-1.005e+09,7.03e+08,3.271e+09,1.5e+08,0.41015,0.1819,0.17969,0.01904,0.01388,0.36855,4.87493,0.37203,0.11155,0.32148,0.29197,1.7891,15.00632,0.11848,0.13981,7,0.02121,0.00545,0.43489,-2.55477,-4.35922
"22","2015_Q3",14.81546875,"Down",2.343e+09,-1.368e+09,9.75e+08,-5.44e+08,-3.37e+08,-1.91e+08,-1.6e+07,4.31e+08,2.6e+07,-2.8e+07,-3.3e+07,5e+06,-8e+06,4.57e+08,6.06e+08,-1.1e+08,4.96e+08,4.96e+08,4.96e+08,4.96e+08,5.473e+09,4.968e+09,1.545e+09,1.545e+09,1.385e+09,1.465e+09,1.174e+09,9.868e+09,1.2669e+10,5.507e+09,7e+08,1.808e+09,1.656e+09,2.002e+10,2.9888e+10,1.92e+09,9.3e+08,9.9e+08,1.02e+08,2.022e+09,3.91e+09,2.901e+09,7.81e+08,2.12e+09,6.811e+09,8.833e+09,1.4418e+10,-7.871e+09,1.3727e+10,-1.591e+09,2.0983e+10,7.2e+07,2.1055e+10,2.9888e+10,4.96e+08,2.99e+08,-2e+08,-2.51e+08,-48000000.0000001,-6e+07,-5.3e+07,1.23e+08,-5.8e+07,5.47e+08,-3.08e+08,-3.08e+08,4.31e+08,89999999.9999999,-1.73e+08,7.46e+08,-6.07e+08,9000000.00000001,-34999999.9999999,6.02e+08,6.02e+08,6.2e+07,6.64e+08,7.3e+08,4.012e+09,4.84e+08,0.41613,0.18395,0.21169,0.02356,0.0166,0.97581,4.88032,0.41952,0.13423,0.39807,0.36178,1.88042,14.99438,0.38844,0.13884,6,0.02392,0.01731,0.34879,-2.00137,-3.38979
"23","2015_Q4",15.0534375,"Up",2.272e+09,-1.38e+09,8.92e+08,-5e+08,-3.07e+08,-1.81e+08,-1.2e+07,3.92e+08,-2.5e+07,-3.2e+07,-3.8e+07,6e+06,-3.2e+07,3.67e+08,2.18e+08,-6e+06,2.12e+08,2.12e+08,2.12e+08,2.12e+08,5.013e+09,4.44e+09,1.479e+09,1.479e+09,1.374e+09,1.387e+09,1.072e+09,9.253e+09,1.2549e+10,5.27e+09,6.78e+08,1.711e+09,1.551e+09,1.9645e+10,2.8898e+10,1.865e+09,9.09e+08,9.56e+08,1.01e+08,1.966e+09,3.915e+09,2.947e+09,7.82e+08,2.165e+09,6.862e+09,8.828e+09,1.443e+10,-8.699e+09,1.3769e+10,-1.803e+09,1.9997e+10,7.3e+07,2.007e+10,2.8898e+10,2.12e+08,2.92e+08,3.9e+08,2.23e+08,-1.97e+08,7.7e+07,-6e+06,-1.03e+08,-1.65e+08,6.97e+08,-2.98e+08,-2.98e+08,9.9e+07,-1.99e+08,-1.69e+08,0,-8.11e+08,1e+06,-9.8e+08,-4.82e+08,-4.82e+08,-4.6e+07,-5.28e+08,6.84e+08,4.016e+09,1.95e+08,0.39261,0.17254,0.09331,0.01056,0.00734,0.91981,4.70651,0.43986,0.13897,0.17521,0.17406,1.87769,14.62562,0.16116,0.13967,5,0.01409,0.00721,0.79717,-1.4576,-2.54337
"24","2016_Q1",15.4872131147541,"Up",2.231e+09,-1.374e+09,8.57e+08,-7.7e+08,-5.48e+08,-2.08e+08,-1.4e+07,8.7e+07,4.4e+07,-3.4e+07,-3.9e+07,5e+06,-2.6e+07,1.31e+08,1.69e+08,5.5e+07,2.24e+08,2.24e+08,2.24e+08,2.24e+08,4.6e+09,4.5e+09,1.372e+09,1.372e+09,1.385e+09,9.12e+08,9.12e+08,8.269e+09,1.2648e+10,5.635e+09,7.06e+08,2.056e+09,1.493e+09,2.0258e+10,2.8527e+10,2.242e+09,9.34e+08,1.308e+09,5.72e+08,2.814e+09,3.89e+09,2.96e+09,7.18e+08,2.242e+09,6.85e+09,9.664e+09,1.4192e+10,-9.725e+09,1.3832e+10,-1.811e+09,1.8788e+10,7.5e+07,1.8863e+10,2.8527e+10,2.24e+08,3.02e+08,-1.16e+08,5.3e+07,5.74e+08,1.1e+08,-1.7e+07,1.68e+08,3.13e+08,9.84e+08,-3.11e+08,-3.11e+08,6.04e+08,1.37e+08,-1.6e+08,4.65e+08,-1.32e+09,3e+06,-1.034e+09,8.7e+07,8.7e+07,-2.7e+07,59999999.9999995,3.89e+08,4.462e+09,5.97e+08,0.38413,0.039,0.1004,0.01188,0.00785,2.66518,2.93852,0.51233,0.15641,0.19411,0.16127,1.93328,14.28769,0.51733,0.13865,4,0.01461,0.02271,0.71429,-0.35476,-1.58621
"25","2016_Q2",16.8559375,"Up",2.047e+09,-1.283e+09,7.64e+08,-5.87e+08,-3.03e+08,-1.9e+08,-1.4e+07,1.77e+08,8e+06,-3.5e+07,-4.1e+07,6e+06,-1.6e+07,1.85e+08,-6.72e+08,3.04e+08,-3.68e+08,-3.68e+08,-3.68e+08,-3.68e+08,3.54e+09,3.54e+09,1.388e+09,1.388e+09,1.453e+09,7.97e+08,7.97e+08,7.178e+09,1.2823e+10,5.872e+09,7.03e+08,2.428e+09,1.342e+09,2.0767e+10,2.7945e+10,2.037e+09,8.36e+08,1.201e+09,5.27e+08,2.564e+09,3.91e+09,3.484e+09,7.17e+08,2.767e+09,7.394e+09,9.958e+09,1.4479e+10,-1.0747e+10,1.329e+10,-1.404e+09,1.7918e+10,6.9e+07,1.7987e+10,2.7945e+10,-3.68e+08,2.95e+08,4.26e+08,7.62e+08,-4.33e+08,2.1e+07,-4.2e+07,-2.93e+08,-1.19e+08,-8e+07,-2.7e+08,-2.7e+08,1.94e+08,-7.6e+07,-1.73e+08,-4.6e+07,-6.94e+08,9e+06,-9.16e+08,-1.072e+09,-1.072e+09,1.12e+08,-9.6e+08,4.72e+08,4.437e+09,-5.35e+08,0.37323,0.08647,-0.17978,-0.02046,-0.01317,1.4538,2.79953,0.55362,0.15878,-0.33364,-0.33364,1.85585,14.15956,-0.48504,0.15684,2,-0.00753,-0.02065,-0.47011,1.90042,5.0678
"26","2016_Q3",18.869375,"Up",2.36e+09,-1.409e+09,9.51e+08,-7.04e+08,-4.99e+08,-1.92e+08,-1.5e+07,2.47e+08,-1.9e+07,-3.4e+07,-4e+07,6e+06,-2.6e+07,2.28e+08,1.703e+09,5.04e+08,2.207e+09,2.207e+09,2.207e+09,2.207e+09,7.144e+09,7.144e+09,1.544e+09,1.544e+09,1.501e+09,5.58e+08,5.58e+08,1.0747e+10,1.3048e+10,6.512e+09,8.04e+08,2.952e+09,1.187e+09,1.9906e+10,3.0653e+10,2.169e+09,9.38e+08,1.231e+09,2.79e+08,2.448e+09,3.918e+09,4.615e+09,7.1e+08,3.905e+09,8.533e+09,1.0981e+10,1.451e+10,-1.1566e+10,1.5331e+10,-9.66e+08,1.9609e+10,6.3e+07,1.9672e+10,3.0653e+10,2.207e+09,2.95e+08,-2.068e+09,-1.506e+09,1.01e+08,-1.24e+08,-2.4e+07,1.9e+08,5.9e+07,5.35e+08,-2.63e+08,-2.63e+08,4.856e+09,4.314e+09,-1.67e+08,-2.49e+08,-7.94e+08,1.8e+07,-1.219e+09,3.63e+09,3.63e+09,-2.6e+07,3.604e+09,5.42e+08,4.197e+09,-1.24e+08,0.40297,0.10466,0.93517,0.11219,0.072,-0.0561799999999999,4.39011,0.5582,0.13692,2.08404,1.86717,2.22852,16.34466,-0.11709,0.1577,5,0.08335,-0.00435,0.0756699999999997,-5.43727,-11.93117
"27","2016_Q4",20.2457142857143,"Up",2.507e+09,-1.466e+09,1.041e+09,-5.06e+08,-3.02e+08,-1.87e+08,-1.7e+07,5.35e+08,-4.1e+07,-3.2e+07,-4.1e+07,9e+06,-2.8e+07,4.94e+08,2.57e+08,2.7e+07,2.84e+08,2.84e+08,2.84e+08,2.84e+08,4.821e+09,4.821e+09,1.645e+09,1.645e+09,1.516e+09,4.97e+08,4.97e+08,8.479e+09,1.3293e+10,6.685e+09,7.97e+08,3.11e+09,1.209e+09,2.033e+10,2.8809e+10,2.287e+09,9.33e+08,1.354e+09,7e+06,2.294e+09,3.916e+09,4.812e+09,7.08e+08,4.104e+09,8.728e+09,1.1022e+10,1.4184e+10,-1.3508e+10,1.546e+10,-7.15e+08,1.7721e+10,6.6e+07,1.7787e+10,2.8809e+10,2.84e+08,3e+08,1.6e+07,1.65e+08,5.4e+07,-8.1e+07,-3e+06,1.31e+08,7e+06,6.54e+08,-2.82e+08,-2.82e+08,0,-2.82e+08,-1.53e+08,-2.72e+08,-2.31e+09,5.9e+07,-2.737e+09,-2.365e+09,-2.365e+09,4.2e+07,-2.323e+09,8.35e+08,3.923e+09,5.8e+08,0.41524,0.2134,0.11328,0.01597,0.00986,2.04225,3.69616,0.61967,0.13617,0.29039,0.25771,2.56339,15.76789,0.59305,0.15644,7,0.01648,0.02187,0.53873,-1.07545,-1.6785
"28","2017_Q1",22.7816129032258,"Up",2.476e+09,-1.486e+09,9.9e+08,-5.58e+08,-3.68e+08,-1.73e+08,-1.8e+07,4.32e+08,1.25e+08,-2.6e+07,-3.7e+07,1.1e+07,-1.4e+07,5.57e+08,2.404e+09,-8.32e+08,1.572e+09,1.572e+09,1.572e+09,1.572e+09,5.291e+09,5.291e+09,1.481e+09,1.481e+09,1.471e+09,8.05e+08,8.05e+08,9.048e+09,1.2546e+10,5.969e+09,7.96e+08,2.325e+09,1.271e+09,1.8851e+10,2.7899e+10,2.495e+09,1.079e+09,1.416e+09,2.56e+08,2.751e+09,3.646e+09,3.542e+09,7.37e+08,2.805e+09,7.188e+09,9.939e+09,1.4541e+10,-1.4152e+10,1.688e+10,-1.676e+09,1.7893e+10,6.7e+07,1.796e+10,2.7899e+10,1.572e+09,3.05e+08,-8.46e+08,-1.585e+09,3.97e+08,7.8e+07,1e+06,2.31e+08,8.7e+07,1.428e+09,-2.73e+08,-3.15e+08,33000000.0000005,-2.94e+08,-1.52e+08,-6000000.00000003,-2.91e+08,5.2e+07,-4.5e+08,683999999.999999,683999999.999999,-2.14e+08,469999999.999999,7.37e+08,3.902e+09,1.693e+09,0.39984,0.17447,0.63489,0.08753,0.05635,1.07697,3.28899,0.5534,0.13986,1.67234,1.32212,2.63404,16.5883,1.80106,0.1617,8,0.06786,0.06664,0.09669,-1.88467,-3.21528
