"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"19","2014_Q4",81.73390625,"Up",2.0516e+10,-1.3331e+10,7.185e+09,-4.632e+09,-4.217e+09,-4.15e+08,2.553e+09,-1.13e+08,-1.13e+08,2.44e+09,2.44e+09,-9.03e+08,1.537e+09,1.537e+09,1.537e+09,1.537e+09,2.181e+09,2.181e+09,1.611e+09,1.611e+09,1.2008e+10,9.49e+08,9.49e+08,1.6749e+10,2.294e+10,1.823e+09,1.283e+09,5.4e+08,2.4763e+10,4.1512e+10,1.0802e+10,6.897e+09,3.83e+09,3.4e+07,1.424e+09,1.424e+09,1.226e+10,1.6693e+10,2.449e+09,1.937e+09,1.9142e+10,3.1402e+10,8.83e+09,-2.4936e+10,2.6234e+10,-1.8e+07,1.011e+10,1.011e+10,4.1512e+10,1.537e+09,4.49e+08,2.6e+07,-1.05e+09,9.62e+08,-3.64e+08,-2.64e+08,-6.27e+08,-9e+06,-2.048e+09,-3.1e+07,-2.715e+09,-2.017e+09,-2.017e+09,-1.8e+07,-2.035e+09,3.002e+09,1.6727e+10,2.491e+09,0.35021,0.12444,0.07492,0.15203,0.03703,1.62069,1.36615,3.10603,0.40294,1.0786,1.07183,14.39719,7.09474,1.74807,0.44,0.07389,0.08506,0.40794,4.84544,5.69761
"20","2015_Q1",93.2395081967213,"Up",1.4798e+10,-1.0114e+10,4.684e+09,-3.796e+09,-3.413e+09,-3.83e+08,8.88e+08,-3.04e+08,-3.04e+08,5.84e+08,5.84e+08,-1.65e+08,4.19e+08,4.19e+08,4.19e+08,4.19e+08,1.723e+09,1.723e+09,1.484e+09,1.484e+09,1.1079e+10,1.016e+09,1.016e+09,1.5302e+10,2.272e+10,1.924e+09,1.353e+09,5.71e+08,2.4644e+10,3.9946e+10,9.473e+09,5.807e+09,3.631e+09,3.28e+08,1.468e+09,1.468e+09,1.1269e+10,1.6869e+10,2.486e+09,1.844e+09,1.9355e+10,3.0624e+10,8.973e+09,-2.6194e+10,2.6995e+10,-4.52e+08,9.322e+09,9.322e+09,3.9946e+10,4.19e+08,4.12e+08,-2e+06,5.52e+08,1.381e+09,-3.22e+08,-7.4e+08,-3.31e+08,1.982e+09,-2.905e+09,-1.87e+08,-1.441e+09,-8e+08,-8e+08,-1.7e+07,-8.17e+08,1.3e+09,1.7197e+10,1.695e+09,0.31653,0.06001,0.02831,0.04495,0.01049,4.04535,1.35788,3.28513,0.43051,0.29404,0.29219,10.38456,6.54175,1.18947,0.23228,0.02586,0.05844,0.78998,11.90308,17.42568
"21","2015_Q2",95.1701587301587,"Up",1.9687e+10,-1.293e+10,6.757e+09,-4.48e+09,-4.067e+09,-4.13e+08,2.277e+09,-9.1e+07,-9.1e+07,2.186e+09,2.186e+09,-8.07e+08,1.379e+09,1.379e+09,1.379e+09,1.379e+09,2.827e+09,2.827e+09,1.839e+09,1.839e+09,1.2306e+10,1.023e+09,1.023e+09,1.7995e+10,2.2562e+10,1.953e+09,1.359e+09,5.94e+08,2.4515e+10,4.251e+10,1.2348e+10,8.07e+09,3.646e+09,3.054e+09,1.603e+09,1.603e+09,1.7005e+10,1.3818e+10,2.483e+09,1.883e+09,1.6301e+10,3.3306e+10,9.045e+09,-2.7319e+10,2.7805e+10,-3.27e+08,9.204e+09,9.204e+09,4.251e+10,1.379e+09,4.47e+08,1.31e+08,6.11e+08,2.568e+09,-2.8e+08,-2.8e+08,-6.46e+08,-1.2e+07,-1.181e+09,1.33e+08,-1.706e+09,5.82e+08,5.82e+08,0,5.82e+08,2.724e+09,1.6872e+10,3.862e+09,0.34322,0.11566,0.07005,0.14983,0.03244,2.80058,1.05822,3.61864,0.39689,1.00878,1.00218,14.40161,6.73299,2.82516,0.47257,0.07091,0.13523,0.46846,5.15602,6.1682
"22","2015_Q3",98.84203125,"Up",2.3811e+10,-1.5804e+10,8.007e+09,-4.559e+09,-4.146e+09,-4.13e+08,3.448e+09,-1.91e+08,-1.91e+08,3.257e+09,3.257e+09,-1.207e+09,2.05e+09,2.05e+09,2.05e+09,2.05e+09,4.936e+09,4.936e+09,1.696e+09,1.696e+09,1.1859e+10,1.04e+09,1.04e+09,1.9531e+10,2.2302e+10,1.965e+09,1.34e+09,6.25e+08,2.4267e+10,4.3798e+10,1.169e+10,7.495e+09,4.015e+09,3.057e+09,1.652e+09,1.652e+09,1.6399e+10,1.6318e+10,2.444e+09,1.884e+09,1.8762e+10,3.5161e+10,9.06e+09,-2.9116e+10,2.9275e+10,-5.82e+08,8.637e+09,8.637e+09,4.3798e+10,2.05e+09,4.49e+08,-7e+07,2.88e+08,2.717e+09,-3.35e+08,-2.23e+08,-6.39e+08,1.972e+09,-2.171e+09,4.8e+07,-7.9e+08,1.704e+09,1.704e+09,999999.999999998,1.705e+09,3.897e+09,1.9375e+10,5.057e+09,0.33627,0.14481,0.08609,0.23735,0.04681,2.46683,1.19099,4.07097,0.44237,1.52303,1.51515,17.69019,6.41679,3.75706,0.47474,0.08829,0.16604,0.31171,3.70516,4.18765
"23","2015_Q4",109.2646875,"Up",2.0516e+10,-1.3473e+10,7.043e+09,-4.49e+09,-4.08e+09,-4.1e+08,2.553e+09,-1.13e+08,-1.13e+08,2.44e+09,2.44e+09,-9.03e+08,1.537e+09,1.537e+09,1.537e+09,1.537e+09,3.04e+09,3.04e+09,1.942e+09,1.942e+09,1.2495e+10,1.129e+09,1.129e+09,1.8606e+10,2.2194e+10,3.352e+09,2.111e+09,1.241e+09,2.5546e+10,4.4152e+10,1.1416e+10,7.236e+09,3.988e+09,3.047e+09,1.513e+09,1.513e+09,1.5976e+10,1.7815e+10,2.742e+09,1.949e+09,2.0557e+10,3.6533e+10,9.054e+09,-3.1019e+10,3.0246e+10,-6.62e+08,7.619e+09,7.619e+09,4.4152e+10,1.537e+09,4.49e+08,-7.4e+07,-9.5e+08,9.62e+08,-3.64e+08,-2.64e+08,-6.27e+08,-9e+06,-2.048e+09,-3.1e+07,-2.715e+09,-2.017e+09,-2.017e+09,-1.8e+07,-2.035e+09,3.002e+09,2.0862e+10,2.591e+09,0.34329,0.12444,0.07492,0.20173,0.03481,1.68575,1.16462,4.79499,0.4725,1.15825,1.15217,15.46044,5.74152,1.95252,0.47249,0.06931,0.08298,0.40794,5.93671,6.98081
"24","2016_Q1",107.500491803279,"Down",2.4505e+10,-1.6047e+10,8.458e+09,-4.962e+09,-4.508e+09,-4.54e+08,3.496e+09,-3.58e+08,-3.58e+08,3.138e+09,3.138e+09,-1.095e+09,2.043e+09,2.043e+09,2.043e+09,2.043e+09,1.723e+09,1.723e+09,1.484e+09,1.484e+09,1.1079e+10,1.016e+09,1.016e+09,1.5302e+10,2.272e+10,1.924e+09,1.353e+09,5.71e+08,2.4644e+10,3.9946e+10,9.473e+09,5.807e+09,3.631e+09,3.28e+08,1.468e+09,1.468e+09,1.1269e+10,1.6869e+10,2.486e+09,1.844e+09,1.9355e+10,3.0624e+10,8.973e+09,-2.6194e+10,2.6995e+10,-4.52e+08,9.322e+09,9.322e+09,3.9946e+10,2.043e+09,5.18e+08,1.28e+08,4.37e+08,3.126e+09,-4.81e+08,-2.215e+09,-1.119e+09,2.061e+09,-1.372e+09,-1.46e+08,-5.76e+08,3.35e+08,3.35e+08,-9.4e+07,2.41e+08,4.014e+09,1.7197e+10,5.065e+09,0.34515,0.14266,0.08337,0.21916,0.05114,2.4792,1.35788,3.28513,0.43051,1.55716,1.54656,18.67759,7.10518,3.86052,0.8529,0.10902,0.17463,0.54772,3.85501,4.4262
"25","2016_Q2",114.71140625,"Up",2.0891e+10,-1.3712e+10,7.179e+09,-4.582e+09,-4.163e+09,-4.19e+08,2.597e+09,-1.93e+08,-1.93e+08,2.404e+09,2.404e+09,-8.25e+08,1.579e+09,1.579e+09,1.579e+09,1.579e+09,3.257e+09,3.257e+09,1.989e+09,1.989e+09,1.3219e+10,5.45e+08,5.45e+08,1.901e+10,2.2243e+10,3.323e+09,2.123e+09,1.2e+09,2.5566e+10,4.4576e+10,1.3498e+10,8.711e+09,3.958e+09,4.4e+07,1.607e+09,1.607e+09,1.5149e+10,2.0904e+10,2.188e+09,1.885e+09,2.3092e+10,3.8241e+10,9.45e+09,-3.4444e+10,3.1907e+10,-5.78e+08,6.335e+09,6.335e+09,4.4576e+10,1.579e+09,4.54e+08,-3.1e+07,1.402e+09,3.404e+09,-3.17e+08,-3.17e+08,-7.69e+08,-3e+08,-1.078e+09,1.46e+08,-2.001e+09,1.086e+09,1.086e+09,1.8e+07,1.104e+09,3.051e+09,2.0948e+10,4.961e+09,0.34364,0.12431,0.07558,0.24925,0.03542,3.14186,1.25487,6.03646,0.46994,1.21649,1.20996,16.09476,4.88059,3.82203,0.59245,0.07967,0.16833,0.48702,5.79843,6.81209
"26","2016_Q3",116.20421875,"Up",2.4829e+10,-1.6464e+10,8.365e+09,-4.718e+09,-4.299e+09,-4.19e+08,3.647e+09,-8.4e+07,-8.4e+07,3.563e+09,3.563e+09,-1.329e+09,2.234e+09,2.234e+09,2.234e+09,2.234e+09,4.018e+09,4.018e+09,1.995e+09,1.995e+09,1.2323e+10,6.05e+08,6.05e+08,1.8941e+10,2.1975e+10,3.331e+09,2.106e+09,1.225e+09,2.5306e+10,4.4247e+10,1.2816e+10,8.273e+09,4.197e+09,42999999.9999999,1.666e+09,1.666e+09,1.4525e+10,2.09e+10,2.165e+09,1.874e+09,2.3065e+10,3.759e+10,-2.6057e+10,-37982512594.1594,3.3492e+10,-7.78e+08,6.657e+09,6.657e+09,4.4247e+10,2.234e+09,4.61e+08,-7.2e+07,-92999999.9999998,2.53e+09,-3.8e+08,-2.36e+08,-7.64e+08,2.483e+09,-1.873e+09,1.5e+07,-1.39e+08,2.155e+09,2.155e+09,-4.6e+07,2.109e+09,4.108e+09,2.0943e+10,4.964e+09,0.3369,0.14688,0.08998,0.33559,0.05049,2.22202,1.30403,5.64669,0.47332,1.74123,1.73313,19.3523,5.18862,3.86906,0.59548,0.10072,0.16677,0.34199,4.12001,4.6408
"27","2016_Q4",113.001746031746,"Down",2.6668e+10,-1.7452e+10,9.216e+09,-4.96e+09,-4.487e+09,-4.73e+08,4.256e+09,-4.24e+08,-4.24e+08,3.832e+09,3.832e+09,-1.432e+09,2.4e+09,2.4e+09,2.4e+09,2.4e+09,3.589e+09,3.589e+09,1.995e+09,1.995e+09,1.3241e+10,5.23e+08,5.23e+08,1.9348e+10,2.184e+10,3.314e+09,2.095e+09,1.219e+09,2.5154e+10,4.4502e+10,1.2256e+10,8.054e+09,4.079e+09,5.43e+08,1.632e+09,1.632e+09,1.4431e+10,2.2338e+10,2.111e+09,1.856e+09,2.4449e+10,3.888e+10,9.716e+09,-3.7823e+10,3.4612e+10,-8.83e+08,5.622e+09,5.622e+09,4.4502e+10,2.4e+09,5.59e+08,1.71e+08,-1.145e+09,1.985e+09,-4.18e+08,-5.62e+08,-1.034e+09,-6.08e+08,-1.448e+09,-1.94e+08,-3.284e+09,-1.861e+09,-1.861e+09,2.1e+07,-1.84e+09,4.815e+09,2.2881e+10,4.684e+09,0.34558,0.15959,0.09,0.42689,0.05393,1.95167,1.34072,6.91569,0.51416,1.89274,1.88383,21.03155,4.43375,3.69401,0.81546,0.11217,0.153,0.43083,4.00665,4.53289
"28","2017_Q1",124.986451612903,"Up",2.2207e+10,-1.4654e+10,7.553e+09,-4.626e+09,-4.183e+09,-4.43e+08,2.927e+09,-2.35e+08,-2.35e+08,2.692e+09,2.692e+09,-9.48e+08,1.744e+09,1.744e+09,1.744e+09,1.744e+09,2.538e+09,2.538e+09,2.029e+09,2.029e+09,1.2549e+10,6.08e+08,6.08e+08,1.7724e+10,2.1914e+10,3.328e+09,2.093e+09,1.235e+09,2.5242e+10,4.2966e+10,1.1212e+10,7e+09,4.187e+09,1.252e+09,1.669e+09,1.669e+09,1.4133e+10,2.2349e+10,2.151e+09,1.855e+09,2.45e+10,3.8633e+10,9.875e+09,-4.0194e+10,3.5519e+10,-8.67e+08,4.333e+09,4.333e+09,4.2966e+10,1.744e+09,4.99e+08,8.2e+07,-4.61e+08,1.864e+09,-4.68e+08,-4.68e+08,-8.37e+08,698999999.999999,-2.263e+09,-4.5e+07,-2.446e+09,-1.05e+09,-1.05e+09,-1e+06,-1.051e+09,3.426e+09,2.3601e+10,3.445e+09,0.34012,0.13181,0.07853,0.40249,0.04059,1.97534,1.25409,8.91599,0.54929,1.38523,1.37975,17.6386,3.44162,2.7363,0.66481,0.08579,0.11451,0.47993,6.14799,7.19611
"29","2017_Q2",136.039206349206,"Up",2.3887e+10,-1.5733e+10,8.154e+09,-4.805e+09,-4.361e+09,-4.44e+08,3.349e+09,-2.41e+08,-2.41e+08,3.108e+09,3.108e+09,-1.094e+09,2.014e+09,2.014e+09,2.014e+09,2.014e+09,3.565e+09,3.565e+09,2.164e+09,2.164e+09,1.3609e+10,5.58e+08,5.58e+08,1.9896e+10,2.1789e+10,3.259e+09,2.095e+09,1.164e+09,2.5048e+10,4.4944e+10,1.4062e+10,9.138e+09,4.02e+09,5.44e+08,1.832e+09,1.832e+09,1.6438e+10,2.2393e+10,2.151e+09,1.916e+09,2.4544e+10,4.0982e+10,9.868e+09,-4.1444e+10,3.6461e+10,-9.23e+08,3.962e+09,3.962e+09,4.4944e+10,2.014e+09,5.05e+08,1.6e+07,2.029e+09,4.564e+09,-4.45e+08,-4.45e+08,-1.069e+09,-7.21e+08,-1.258e+09,-3.3e+07,-3.081e+09,1.038e+09,1.038e+09,-1.1e+07,1.027e+09,3.854e+09,2.2937e+10,6.532e+09,0.34136,0.1402,0.08431,0.50833,0.04481,3.2433,1.21037,10.34377,0.51035,1.61508,1.60863,19.15557,3.17723,5.23817,0.85726,0.10613,0.22485,0.53078,5.02647,5.78441
"30","2017_Q3",136.782063492063,"Up",2.8108e+10,-1.8647e+10,9.461e+09,-4.998e+09,-4.549e+09,-4.49e+08,4.463e+09,-2.49e+08,-2.49e+08,4.214e+09,4.214e+09,-1.542e+09,2.672e+09,2.672e+09,2.672e+09,2.672e+09,4.83e+09,4.83e+09,2.187e+09,2.187e+09,1.2868e+10,6.26e+08,6.26e+08,2.0511e+10,2.2035e+10,3.413e+09,2.235e+09,1.178e+09,2.5448e+10,4.5959e+10,1.3347e+10,8.541e+09,4.477e+09,5.45e+08,1.931e+09,1.931e+09,1.5823e+10,2.4422e+10,2.16e+09,1.923e+09,2.6582e+10,4.2405e+10,-3.4037e+10,-43350813252.9026,3.8073e+10,-4.82e+08,3.554e+09,3.554e+09,4.5959e+10,2.672e+09,5.1e+08,5.3e+07,62999999.9999995,3.298e+09,-3.78e+08,-6.46e+08,-1.061e+09,1.984e+09,-2.526e+09,3.5e+07,-1.568e+09,1.084e+09,1.084e+09,1.81e+08,1.265e+09,4.973e+09,2.4967e+10,6.2e+09,0.33659,0.15878,0.09506,0.75183,0.05814,2.32036,1.29628,11.93163,0.54325,2.16356,2.15484,22.75951,2.87773,5.02024,0.85911,0.12167,0.20208,0.39708,4.04927,4.51199
"31","2017_Q4",154.824603174603,"Up",2.5026e+10,-1.6378e+10,8.648e+09,-4.968e+09,-4.514e+09,-4.54e+08,3.68e+09,-2.47e+08,-2.47e+08,3.433e+09,3.433e+09,-1.268e+09,2.165e+09,2.165e+09,2.165e+09,2.165e+09,3.549e+09,3.549e+09,2.166e+09,2.166e+09,1.3419e+10,5.48e+08,5.48e+08,1.9682e+10,2.196e+10,3.381e+09,2.217e+09,1.164e+09,2.5341e+10,4.5023e+10,1.2891e+10,8.57e+09,4.182e+09,1.323e+09,1.788e+09,1.788e+09,1.6002e+10,2.4266e+10,2.212e+09,1.968e+09,2.6478e+10,4.248e+10,9.972e+09,-4.5993e+10,3.9193e+10,-6.29e+08,2.543e+09,2.543e+09,4.5023e+10,2.165e+09,5.18e+08,6.9e+07,-8.73e+08,1.879e+09,-4.93e+08,-4.85e+08,-1.044e+09,6.09e+08,-2.126e+09,-4.3e+07,-2.604e+09,-1.21e+09,-1.21e+09,-7.1e+07,-1.281e+09,4.198e+09,2.5589e+10,4.1e+09,0.34556,0.14705,0.08651,0.85136,0.04809,1.89376,1.22997,16.70468,0.56835,1.76879,1.76159,20.44608,2.07761,3.34967,0.85294,0.10575,0.13512,0.48222,5.25012,5.98913
"32","2018_Q1",169.090819672131,"Up",2.3883e+10,-1.579e+10,8.093e+09,-4.904e+09,-4.44e+09,-4.64e+08,3.189e+09,-2.46e+08,-2.46e+08,2.943e+09,2.943e+09,-1.164e+09,1.779e+09,1.779e+09,1.779e+09,1.779e+09,3.595e+09,3.595e+09,1.952e+09,1.952e+09,1.2748e+10,6.38e+08,6.38e+08,1.8933e+10,2.2075e+10,3.521e+09,2.275e+09,1.246e+09,2.5596e+10,4.4529e+10,1.1628e+10,7.244e+09,4.384e+09,2.761e+09,1.805e+09,1.805e+09,1.6194e+10,2.4267e+10,2.614e+09,2.614e+09,2.6881e+10,4.3075e+10,1.0281e+10,-4.8196e+10,3.9935e+10,-5.66e+08,1.454e+09,1.454e+09,4.4529e+10,1.779e+09,5.29e+08,2.27e+08,-2.45e+08,2.29e+09,-5.34e+08,-6.52e+08,-1.038e+09,1.426e+09,-1.835e+09,-1.7e+08,-1.617e+09,21000000.0000002,21000000.0000002,2.5e+07,4.6e+07,3.718e+09,2.7028e+10,4.103e+09,0.33886,0.13353,0.07449,1.22352,0.03995,2.30635,1.16914,29.62517,0.60698,1.47025,1.4642,19.73802,1.20165,3.39091,0.85785,0.09059,0.13195,0.58347,6.30258,7.34807
"33","2018_Q2",169.3990625,"Up",2.4947e+10,-1.633e+10,8.617e+09,-5.236e+09,-4.779e+09,-4.57e+08,3.381e+09,-2.39e+08,-2.39e+08,3.142e+09,3.142e+09,-7.38e+08,2.404e+09,2.404e+09,2.404e+09,2.404e+09,3.599e+09,3.599e+09,2.296e+09,2.296e+09,1.4432e+10,8.87e+08,8.87e+08,2.1214e+10,2.1928e+10,3.508e+09,2.281e+09,1.227e+09,2.5436e+10,4.665e+10,1.4673e+10,9.726e+09,4.947e+09,1.549e+09,1.911e+09,1.911e+09,1.8133e+10,2.4244e+10,2.586e+09,2.586e+09,2.683e+10,4.4963e+10,1.0106e+10,-4.9044e+10,4.1221e+10,-5.96e+08,1.687e+09,1.687e+09,4.665e+10,2.404e+09,5.32e+08,7.5e+07,9.7e+08,3.981e+09,-5.48e+08,-5.48e+08,-1.189e+09,-1.219e+09,-1.107e+09,1.15e+08,-3.4e+09,3.3e+07,3.3e+07,-2.9e+07,4e+06,3.913e+09,2.5793e+10,5.073e+09,0.34541,0.13553,0.09636,1.42501,0.05153,2.11023,1.16991,26.65264,0.5529,2.00668,1.99668,20.82387,1.40818,4.23456,0.99249,0.1195,0.16873,0.49459,5.67186,6.56433
"34","2018_Q3",183.541587301587,"Up",3.0463e+10,-2.0098e+10,1.0365e+10,-5.464e+09,-5.004e+09,-4.6e+08,4.901e+09,-2.46e+08,-2.46e+08,4.655e+09,4.655e+09,-1.149e+09,3.506e+09,3.506e+09,3.506e+09,3.506e+09,3.49e+09,3.49e+09,2.164e+09,2.164e+09,1.4044e+10,1.104e+09,1.104e+09,2.0802e+10,2.1909e+10,3.521e+09,2.251e+09,1.27e+09,2.543e+10,4.6232e+10,1.4234e+10,9.407e+09,4.827e+09,2.203e+09,1.989e+09,1.989e+09,1.8426e+10,2.3295e+10,2.502e+09,2.502e+09,2.5797e+10,4.4223e+10,1.0168e+10,-5.0928e+10,4.3543e+10,-7.74e+08,2.009e+09,2.009e+09,4.6232e+10,3.506e+09,5.3e+08,-5.1e+07,-58999999.9999998,3.926e+09,-5.27e+08,-5.27e+08,-1.184e+09,-3.68e+08,-1.889e+09,2.7e+07,-3.414e+09,-1.5e+07,-1.5e+07,-9.4e+07,-1.09e+08,5.431e+09,2.5498e+10,5.994e+09,0.34025,0.16088,0.11509,1.74515,0.07583,1.70964,1.12895,22.01244,0.55152,2.96365,2.9487,25.75063,1.69822,5.06678,1.00085,0.15629,0.19974,0.33771,4.05229,4.49051
"35","2018_Q4",164.333174603175,"Down",2.6302e+10,-1.7151e+10,9.151e+09,-5.281e+09,-4.808e+09,-4.73e+08,3.87e+09,-2.24e+08,-2.24e+08,3.646e+09,3.646e+09,-7.79e+08,2.867e+09,2.867e+09,2.867e+09,2.867e+09,1.764e+09,1.764e+09,2.171e+09,2.171e+09,1.4754e+10,1.12e+09,1.12e+09,1.9809e+10,2.2054e+10,3.337e+09,2.258e+09,1.079e+09,2.5391e+10,4.52e+10,1.3886e+10,9.054e+09,4.832e+09,2.452e+09,1.858e+09,1.858e+09,1.8196e+10,2.3332e+10,2.352e+09,2.352e+09,2.5684e+10,4.388e+10,1.0498e+10,-5.3696e+10,4.5235e+10,-7.17e+08,1.32e+09,1.32e+09,4.52e+10,2.867e+09,5.41e+08,1.16e+08,-1.395e+09,2.129e+09,-6.15e+08,-6.18e+08,-1.175e+09,2.34e+08,-2.382e+09,-4.3e+07,-3.366e+09,-1.855e+09,-1.855e+09,1.29e+08,-1.726e+09,4.411e+09,2.5784e+10,3.18e+09,0.34792,0.14714,0.109,2.17197,0.06343,1.10917,1.08865,33.24242,0.57044,2.52599,2.51271,23.17357,1.163,2.80176,1.03524,0.13722,0.10796,0.40984,5.44548,6.20672
"36","2019_Q1",169.027704918033,"Up",2.6491e+10,-1.7464e+10,9.027e+09,-5.402e+09,-4.922e+09,-4.8e+08,3.625e+09,-2.65e+08,-2.49e+08,3.36e+09,3.113e+09,-7.69e+08,2.344e+09,2.344e+09,2.344e+09,2.344e+09,1.778e+09,1.778e+09,1.936e+09,1.936e+09,1.3925e+10,8.9e+08,8.9e+08,1.8529e+10,2.2375e+10,3.099e+09,2.252e+09,8.47e+08,2.5474e+10,4.4003e+10,1.2539e+10,7.755e+09,4.784e+09,2.395e+09,1.782e+09,1.782e+09,1.6716e+10,2.6807e+10,2.358e+09,2.358e+09,2.9165e+10,4.5881e+10,1.0667e+10,-5.8196e+10,4.6423e+10,-7.72e+08,-1.878e+09,-1.878e+09,4.4003e+10,2.344e+09,5.49e+08,3.89e+08,-1.53e+08,3.129e+09,-7.52e+08,-7.23e+08,-1.156e+09,3.39e+09,-4.349e+09,-2.52e+08,-2.367e+09,3.9e+07,3.9e+07,-2.5e+07,1.4e+07,4.174e+09,2.9202e+10,4.038e+09,0.34076,0.13684,0.08848,-1.24814,0.05327,1.7227,1.10846,-24.43078,0.66364,2.27132,2.25819,25.66957,-1.81977,3.91279,1.12016,0.11792,0.13604,0.49317,6.5702,7.56524
"37","2019_Q2",185.248571428571,"Up",2.6381e+10,-1.7364e+10,9.017e+09,-5.42e+09,-4.94e+09,-4.8e+08,3.597e+09,-2.73e+08,-2.73e+08,3.324e+09,3.324e+09,-8.11e+08,2.513e+09,2.513e+09,2.513e+09,2.513e+09,1.882e+09,1.882e+09,2.317e+09,2.317e+09,1.5495e+10,8.59e+08,8.59e+08,2.0553e+10,2.227e+10,8.692e+09,2.25e+09,6.442e+09,3.0962e+10,5.1515e+10,1.5409e+10,1.0311e+10,5.098e+09,1.456e+09,2.808e+09,2.015e+09,1.9673e+10,2.6804e+10,7.181e+09,7.181e+09,3.3985e+10,5.3658e+10,1.0679e+10,-5.9446e+10,4.7459e+10,-8.35e+08,-2.143e+09,-2.143e+09,5.1515e+10,2.513e+09,5.47e+08,1.82e+08,1.333e+09,4.575e+09,-6.75e+08,-6.88e+08,-1.499e+09,-9.82e+08,-1.334e+09,4e+07,-3.775e+09,1.12e+08,1.12e+08,-8e+06,1.04e+08,4.144e+09,2.826e+10,5.613e+09,0.3418,0.13635,0.09526,-1.17266,0.04878,2.23359,1.04473,-25.03873,0.54858,2.28247,2.27215,23.96094,-1.94641,5.09809,1.36149,0.12049,0.16857,0.5965,6.36535,7.33333
"38","2019_Q3",204.3959375,"Up",3.0839e+10,-2.0407e+10,1.0432e+10,-5.536e+09,-5.044e+09,-4.92e+08,4.896e+09,-2.83e+08,-2.83e+08,4.613e+09,4.613e+09,-1.134e+09,3.479e+09,3.479e+09,3.479e+09,3.479e+09,2.547e+09,2.547e+09,2.274e+09,2.274e+09,1.4741e+10,1.137e+09,1.137e+09,2.0699e+10,2.2387e+10,8.924e+09,2.254e+09,6.67e+09,3.1311e+10,5.201e+10,1.4419e+10,9.494e+09,4.925e+09,1.315e+09,3.064e+09,2.233e+09,1.8798e+10,2.7064e+10,7.308e+09,7.308e+09,3.4372e+10,5.317e+10,1.0866e+10,-6.0696e+10,4.9446e+10,-7.76e+08,-1.16e+09,-1.16e+09,5.201e+10,3.479e+09,5.6e+08,9.4e+07,-2.11e+08,3.922e+09,-5.6e+08,-5.61e+08,-1.492e+09,16999999.9999995,-1.128e+09,-1.1e+08,-2.713e+09,6.48e+08,6.48e+08,1.7e+07,6.65e+08,5.456e+09,2.8379e+10,5.819e+09,0.33827,0.15876,0.11281,-2.99914,0.06689,1.67261,1.10113,-45.83621,0.54565,3.17717,3.16273,28.16347,-1.05936,5.31416,1.36256,0.14397,0.16853,0.42886,4.7346,5.27614
