"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",25.5782258064516,"Up",4.161e+09,-5.94e+08,3.567e+09,-1.777e+09,-8.15e+08,-1.7e+08,-6.25e+08,-1.67e+08,1.79e+09,-5.3e+07,-5.3e+07,1.737e+09,-8e+06,1.729e+09,-1.279e+09,4.5e+08,4.5e+08,4.5e+08,4.5e+08,6.71e+08,6.71e+08,2.553e+09,2.553e+09,3.24e+08,4.89e+08,2.91e+08,4.037e+09,2.7446e+10,1.319e+09,1.756e+09,1.231e+09,3.0521e+10,3.4558e+10,4.51e+09,2.335e+09,1.48e+08,2.5e+08,2.5e+08,6.782e+09,4.518e+09,5.194e+09,2.495e+09,2.699e+09,9.712e+09,1.6494e+10,7.404e+09,-2.607e+09,1.3688e+10,-4.21e+08,1.8064e+10,1.8064e+10,3.4558e+10,4.5e+08,6.25e+08,-2.4e+07,-1.02e+08,7.8e+07,1.9e+07,-5.39e+08,1.2e+07,5.46e+08,1.07e+09,-1.353e+09,-1.328e+09,-1.328e+09,1.29e+08,-2.03e+09,-1.2e+08,6e+06,1.175e+09,2.15e+08,2.15e+08,2.19e+08,2.415e+09,6.54e+09,2.36e+09,0.85725,0.43019,0.10815,0.02491,0.01302,5.24444,0.59525,0.91309,0.18925,0.6383,0.6347,5.90213,25.6227,3.34752,0.17021,0.01913,0.0792,0.26667,2.43023,3.27877
"12","2013_Q1",28.3866666666667,"Up",5.01e+08,-4.98e+08,2999999.99999952,-1.228e+09,-6.73e+08,-2.08e+08,-2.29e+08,-1.18e+08,-1.225e+09,-6.2e+07,-6.2e+07,-1.287e+09,-1e+08,-1.387e+09,9.83e+08,-4.04e+08,3.22e+08,3.22e+08,3.22e+08,6.84e+08,6.84e+08,2.418e+09,2.418e+09,3.61e+08,2.99e+08,2.99e+08,3.762e+09,2.8272e+10,1.279e+09,1.993e+09,1.468e+09,3.1544e+10,3.5306e+10,4.524e+09,2.324e+09,2.17e+08,1.73e+08,1.73e+08,5.081e+09,6.512e+09,5.43e+09,2.432e+09,2.998e+09,1.1942e+10,1.7023e+10,7.386e+09,-2.56e+09,1.389e+10,-4.33e+08,1.8283e+10,1.8283e+10,3.5306e+10,-4.04e+08,2.29e+08,3.11e+08,-7e+06,3.18e+08,-7.4e+07,1.65e+08,-1.8e+07,-2.21e+08,1.205e+09,-5.78e+08,-8.52e+08,-8.52e+08,-2.4e+07,-1.408e+09,-1.2e+08,1.1e+07,2.15e+08,11999999.9999999,1.2e+07,13000000.0000001,-9.96e+08,6.896e+09,-2.631e+09,0.00599000000000016,-2.44511,0.64271,0.01761,0.00912,-8.17081,0.74041,0.93108,0.19532,0.45416,0.45161,0.70663,25.78702,-3.71086,0.16925,0.01444,-0.08596,0.37267,-6.23695,-5.07102
"13","2013_Q2",28.70453125,"Up",4.02e+09,-5.64e+08,3.456e+09,-1.979e+09,-6.01e+08,-4.63e+08,-7.2e+08,-1.95e+08,1.477e+09,-7.2e+07,-7.2e+07,1.405e+09,-3.8e+07,1.367e+09,-9.87e+08,3.8e+08,3.83e+08,3.83e+08,3.83e+08,7.68e+08,7.68e+08,2.466e+09,2.466e+09,3.68e+08,1.75e+08,1.75e+08,3.777e+09,2.8382e+10,1.304e+09,1.646e+09,1.118e+09,3.1332e+10,3.5109e+10,4.358e+09,2.284e+09,1.82e+08,2.03e+08,2.03e+08,4.629e+09,6.476e+09,5.416e+09,2.401e+09,3.015e+09,1.1892e+10,1.6521e+10,7.388e+09,-2.527e+09,1.4153e+10,-4.26e+08,1.8588e+10,1.8588e+10,3.5109e+10,3.8e+08,7.2e+08,3.37e+08,4.5e+07,2.92e+08,6.6e+07,3.9e+07,-1.7e+07,4.4e+07,1.528e+09,-1.009e+09,-1.321e+09,-1.321e+09,2.6e+07,-1.037e+09,-1.2e+08,2.1e+07,-4.13e+08,7.8e+07,7.8e+07,8.4e+07,2.197e+09,6.544e+09,2.241e+09,0.8597,0.36741,0.09527,0.0206,0.01091,5.85117,0.81594,0.8888,0.18639,0.54096,0.53792,5.67797,26.25424,3.16525,0.16949,0.01647,0.07336,0.31332,2.62904,3.91063
"14","2013_Q3",30.34859375,"Up",2.086e+09,-5.21e+08,1.565e+09,-1.452e+09,-6.48e+08,-1.19e+08,-5.37e+08,-1.48e+08,1.13e+08,-6.8e+07,-6.8e+07,4.5e+07,0,4.5e+07,-2.6e+07,1.9e+07,4.26e+08,4.26e+08,4.26e+08,2.46e+08,2.46e+08,2.443e+09,2.443e+09,3.68e+08,2.24e+08,2.24e+08,3.281e+09,2.7457e+10,1.244e+09,3.066e+09,2.567e+09,3.1767e+10,3.5048e+10,3.686e+09,2.152e+09,1.37e+08,2.54e+08,2.54e+08,4.008e+09,6.428e+09,5.591e+09,2.406e+09,3.185e+09,1.2019e+10,1.6027e+10,7.384e+09,-2.477e+09,1.4458e+10,-3.44e+08,1.9021e+10,1.9021e+10,3.5048e+10,1.9e+07,5.37e+08,2.61e+08,-1e+07,2.71e+08,-3.98e+08,-5e+07,-2e+06,-3.46e+08,8.68e+08,-1.063e+09,-1.084e+09,-1.084e+09,1.8e+07,-1.262e+09,-1.21e+08,2.5e+07,-1.3e+08,-5.24e+08,-5.24e+08,-5.22e+08,6.5e+08,6.496e+09,-784999999.999999,0.75024,0.0541699999999996,0.20422,0.0224,0.01215,-1.84272,0.81861,0.8426,0.18535,0.6,0.59664,2.93803,26.79014,-1.10563,0.17042,0.01758,-0.02523,0.28404,9.61538,55.30973
"15","2013_Q4",30.62328125,"Up",3.127e+09,-5.4e+08,2.587e+09,-1.75e+09,-8.06e+08,-8.3e+07,-6.57e+08,-2.04e+08,8.37e+08,-7.1e+07,-7.1e+07,7.66e+08,-1.1e+07,7.55e+08,-3.59e+08,3.96e+08,5.69e+08,5.69e+08,5.69e+08,3.54e+08,3.54e+08,2.562e+09,2.562e+09,3.6e+08,1.79e+08,1.79e+08,3.455e+09,2.7822e+10,1.216e+09,3.283e+09,2.784e+09,3.2321e+10,3.5776e+10,4.079e+09,2.406e+09,1.62e+08,3.26e+08,3.26e+08,4.673e+09,6.433e+09,5.676e+09,2.481e+09,3.195e+09,1.2109e+10,1.6782e+10,7.373e+09,-2.949e+09,1.4892e+10,-3.22e+08,1.8994e+10,1.8994e+10,3.5776e+10,3.96e+08,6.57e+08,5.9e+07,-3.7e+07,9.6e+07,2.66e+08,-1.22e+08,8e+06,3.8e+08,1.645e+09,-9.09e+08,-9.78e+08,-9.78e+08,3.5e+07,-1.112e+09,-1.35e+08,2.4e+07,-4.11e+08,1.22e+08,1.22e+08,1.08e+08,1.494e+09,6.701e+09,1.21e+09,0.82731,0.26767,0.18196,0.02996,0.0159,2.12654,0.73935,0.88354,0.1873,0.80481,0.80141,4.42291,26.86563,1.71146,0.19095,0.02244,0.03857,0.23726,4.24833,7.58303
"16","2014_Q1",29.0745901639344,"Down",2.55e+09,-5.31e+08,2.019e+09,-1.679e+09,-6.8e+08,-2.26e+08,-5.86e+08,-1.87e+08,3.4e+08,-6.7e+07,-6.7e+07,2.73e+08,-4.7e+07,2.26e+08,-90000000.0000001,1.36e+08,3.75e+08,3.75e+08,3.75e+08,2.64e+08,2.64e+08,2.134e+09,2.134e+09,3.64e+08,2.13e+08,2.13e+08,2.975e+09,2.8145e+10,1.201e+09,3.299e+09,2.8e+09,3.2645e+10,3.562e+10,3.891e+09,2.206e+09,2.4e+08,2.39e+08,2.39e+08,4.333e+09,6.394e+09,5.549e+09,2.492e+09,3.057e+09,1.1943e+10,1.6276e+10,7.362e+09,-2.903e+09,1.5135e+10,-2.5e+08,1.9344e+10,1.9344e+10,3.562e+10,1.36e+08,5.86e+08,2.11e+08,-3.2e+07,2.43e+08,1.55e+08,3.5e+08,-8e+06,-1.87e+08,1.229e+09,-1.012e+09,-1.06e+09,-1.06e+09,1.7e+07,-1.11e+09,-1.32e+08,2.3e+07,-2.08e+08,-88999999.9999998,-88999999.9999999,-90000000.0000001,9.26e+08,6.597e+09,1.59e+08,0.79176,0.13333,0.14706,0.01939,0.01053,0.424000000000001,0.68659,0.8414,0.1852,0.53957,0.53571,3.66906,27.83309,0.22878,0.18993,0.0161,0.00505,0.352,6.83909,18.62647
"17","2014_Q2",32.0146031746032,"Up",2.849e+09,-5.42e+08,2.307e+09,-1.643e+09,-7.29e+08,-7.3e+07,-6.43e+08,-1.98e+08,6.64e+08,-4.9e+07,-4.9e+07,6.15e+08,-1.7e+07,5.98e+08,-2e+08,3.98e+08,1.149e+09,1.149e+09,1.149e+09,1.964e+09,1.964e+09,2.222e+09,2.222e+09,4.05e+08,1.96e+08,1.96e+08,4.787e+09,2.8426e+10,1.223e+09,1.715e+09,1.216e+09,3.1364e+10,3.6151e+10,4.038e+09,2.382e+09,1.8e+08,2.08e+08,2.08e+08,4.314e+09,6.392e+09,5.64e+09,2.517e+09,3.123e+09,1.2032e+10,1.6346e+10,7.369e+09,-3.445e+09,1.6151e+10,-2.7e+08,1.9805e+10,1.9805e+10,3.6151e+10,3.98e+08,6.43e+08,1.24e+08,8.9e+07,3.5e+07,-9.6e+07,-6.9e+07,-4.1e+07,1.4e+07,1.47e+09,1.119e+09,-1.004e+09,-1.004e+09,2.5e+07,1.048e+09,-1.33e+08,9e+06,-8.1e+08,1.708e+09,1.708e+09,1.7e+09,1.307e+09,6.46e+09,2.53e+09,0.80976,0.23306,0.4033,0.05802,0.03178,2.20191,1.10964,0.82535,0.17869,1.65801,1.65086,4.11111,28.57864,3.65079,0.19192,0.04018,0.0793,0.11575,3.43994,6.77108
"18","2014_Q3",34.59203125,"Up",2.941e+09,-5.62e+08,2.379e+09,-1.788e+09,-7.53e+08,-1.45e+08,-6.8e+08,-2.1e+08,5.91e+08,-7.6e+07,-7.6e+07,5.15e+08,-4000000.00000001,5.11e+08,-1.51e+08,3.6e+08,5.4e+08,5.4e+08,5.4e+08,1.169e+09,1.169e+09,2.042e+09,2.042e+09,4.04e+08,6.03e+08,2.11e+08,4.218e+09,2.7824e+10,1.184e+09,2.709e+09,2.252e+09,3.1717e+10,3.5935e+10,2.753e+09,2.439e+09,1.21e+08,1.153e+09,1.153e+09,3.974e+09,6.362e+09,5.731e+09,2.525e+09,3.206e+09,1.2093e+10,1.6067e+10,7.3e+09,-3.718e+09,1.6564e+10,-2.78e+08,1.9868e+10,1.9868e+10,3.5935e+10,3.6e+08,6.8e+08,3.27e+08,8.4e+07,2.43e+08,-3.18e+08,-1.97e+08,-1.7e+07,-1.04e+08,1.088e+09,-1.117e+09,-1.226e+09,-1.226e+09,2e+06,-1.252e+09,-1.27e+08,7.7e+07,-5.33e+08,-696999999.999999,-7.93e+08,-7.95e+08,1.271e+09,6.43e+09,-1.3e+07,0.80891,0.20095,0.18361,0.02718,0.01503,-0.0240699999999996,1.0614,0.80869,0.17893,0.79882,0.79529,4.35059,29.39053,-0.0192299999999999,0.18787,0.02082,-0.000410000000000008,0.23519,4.13926,8.90186
"19","2014_Q4",27.90703125,"Down",2.971e+09,-5.93e+08,2.378e+09,-1.761e+09,-7.14e+08,-9.6e+07,-7.37e+08,-2.14e+08,6.17e+08,-5.5e+07,-5.5e+07,5.62e+08,-1.09e+08,4.53e+08,-1.49e+08,3.04e+08,4.31e+08,4.31e+08,4.31e+08,7.61e+08,7.61e+08,2.048e+09,2.048e+09,3.79e+08,1.016e+09,1.43e+08,4.204e+09,2.8658e+10,1.103e+09,2.735e+09,2.278e+09,3.2496e+10,3.67e+10,2.76e+09,2.43e+09,1.49e+08,1.348e+09,1.348e+09,4.176e+09,6.355e+09,5.943e+09,2.57e+09,3.373e+09,1.2298e+10,1.6474e+10,7.293e+09,-3.644e+09,1.6854e+10,-2.77e+08,2.0226e+10,2.0226e+10,3.67e+10,3.04e+08,7.37e+08,3.48e+08,1.64e+08,1.84e+08,-3.1e+07,-4e+06,2.6e+07,-5.3e+07,1.774e+09,-1.404e+09,-1.409e+09,-1.409e+09,-5e+06,-1.544e+09,-1.41e+08,6.4e+07,-7.7e+07,1.53e+08,-4.06e+08,-4.08e+08,1.354e+09,6.423e+09,6.8e+07,0.8004,0.20767,0.14507,0.02131,0.01174,0.15777,1.0067,0.8145,0.17501,0.63852,0.63569,4.40148,29.96444,0.10074,0.20889,0.01755,0.00209,0.32715,4.18168,9.17666
"20","2015_Q1",23.9801639344262,"Down",2.497e+09,-5.49e+08,1.948e+09,-2.089e+09,-5.63e+08,-4.79e+08,-8.01e+08,-2.46e+08,-1.41e+08,-5.8e+07,-5.8e+07,-1.99e+08,-2e+06,-2.01e+08,1.08e+08,-9.3e+07,9.26e+08,9.26e+08,9.26e+08,2.398e+09,2.398e+09,1.729e+09,1.729e+09,3.57e+08,1.09e+08,1.09e+08,4.593e+09,2.904e+10,1.113e+09,1.237e+09,7.78e+08,3.139e+10,3.5983e+10,3.021e+09,2.545e+09,1.91e+08,2.9e+08,2.9e+08,4.379e+09,5.295e+09,5.289e+09,2.486e+09,2.803e+09,1.0584e+10,1.4963e+10,7.301e+09,-3.642e+09,1.7638e+10,-2.77e+08,2.102e+10,2.102e+10,3.5983e+10,-9.3e+07,8.01e+08,1.7e+08,-2.49e+08,3.67e+08,3.82e+08,3.89e+08,2.1e+07,-2.8e+07,1.155e+09,1999999.99999976,-1.521e+09,-1.521e+09,2.9e+07,1999999.99999976,-1.42e+08,-1.32e+08,-1.73e+08,9.84e+08,1.639e+09,1.637e+09,6.6e+08,6.363e+09,9.36e+08,0.78014,-0.05647,0.37085,0.04405,0.02573,1.0108,1.04887,0.71185,0.17683,1.36982,1.36377,3.69379,31.09467,1.38462,0.21006,0.03269,0.02865,0.15335,6.00758,-28.12057
"21","2015_Q2",25.118253968254,"Up",1.532e+09,-4.44e+08,1.088e+09,-1.461e+09,-3.76e+08,-9e+07,-8.21e+08,-1.74e+08,-3.73e+08,-4.7e+07,-4.7e+07,-4.2e+08,0,-4.2e+08,1.44e+08,-2.76e+08,-2.76e+08,-2.76e+08,-2.76e+08,1.126e+09,1.126e+09,1.341e+09,1.341e+09,3.79e+08,1.22e+08,1.22e+08,2.968e+09,2.9291e+10,1.1e+09,1.377e+09,9.18e+08,3.1768e+10,3.4736e+10,2.241e+09,1.854e+09,1.27e+08,2.52e+08,2.52e+08,3.561e+09,5.326e+09,5.189e+09,2.437e+09,2.752e+09,1.0515e+10,1.4076e+10,7.302e+09,-3.634e+09,1.722e+10,-2.28e+08,2.066e+10,2.066e+10,3.4736e+10,-2.76e+08,8.21e+08,-1.17e+08,-1.79e+08,6.2e+07,-1.19e+08,3.88e+08,-2.2e+07,-4.85e+08,3.09e+08,-1.45e+09,-1.452e+09,-1.452e+09,8e+06,-1.442e+09,-1.42e+08,4e+06,-1.38e+08,-1.271e+09,-1.271e+09,-1.272e+09,4.48e+08,6.394e+09,-1.265e+09,0.71018,-0.24347,-0.18016,-0.01336,-0.00795,4.58333,0.83347,0.68132,0.18407,-0.40889,-0.40889,2.26963,30.60741,-1.87407,0.21037,-0.00416,-0.03923,-0.51449,11.75893,-14.12332
"22","2015_Q3",17.0509375,"Down",1.531e+09,-4.5e+08,1.081e+09,-1.371e+09,-3.5e+08,-1.11e+08,-7.51e+08,-1.59e+08,-2.9e+08,-5.8e+07,-5.8e+07,-3.48e+08,-4.4e+07,-3.92e+08,5999999.99999997,-3.86e+08,-3.86e+08,-3.86e+08,-3.86e+08,2.497e+09,1.572e+09,1.195e+09,1.195e+09,3.36e+08,1.02e+08,1.02e+08,4.13e+09,2.9121e+10,1.045e+09,1.474e+09,1.015e+09,3.164e+10,3.577e+10,1.782e+09,1.507e+09,1.19e+08,2.35e+08,2.35e+08,3.052e+09,7.321e+09,5.179e+09,2.531e+09,2.648e+09,1.25e+10,1.5552e+10,7.254e+09,-3.555e+09,1.6691e+10,-1.72e+08,2.0218e+10,2.0218e+10,3.577e+10,-3.86e+08,7.51e+08,1.95e+08,-6e+06,2.01e+08,-1.52e+08,1.46e+08,4.3e+07,-3.41e+08,4.08e+08,-8.68e+08,-8.68e+08,-8.68e+08,2.2e+07,-1.771e+09,-1.43e+08,-1.2e+07,1.807e+09,4.44e+08,4.44e+08,4.46e+08,4.61e+08,8.356e+09,-5.65e+08,0.70607,-0.18942,-0.25212,-0.01909,-0.01079,1.46373,1.35321,0.76922,0.2336,-0.57016,-0.57016,2.26145,29.86411,-0.83456,0.21123,-0.0072,-0.01674,-0.37047,12.70933,-20.20345
"23","2015_Q4",15.235,"Down",1.323e+09,-4.06e+08,9.17e+08,-1.65e+09,-2.09e+08,-5.85e+08,-7.17e+08,-1.39e+08,-7.33e+08,-7.5e+07,-7.5e+07,-8.08e+08,-3.37e+08,-1.145e+09,3.96e+08,-7.49e+08,-7.49e+08,-7.49e+08,-7.49e+08,2.38e+09,1.68e+09,9.91e+08,9.91e+08,3.24e+08,1.63e+08,1.63e+08,3.858e+09,2.792e+10,1.012e+09,1.884e+09,1.427e+09,3.0816e+10,3.4674e+10,1.527e+09,1.246e+09,1.38e+08,2.86e+08,2.86e+08,2.848e+09,7.323e+09,5.168e+09,2.542e+09,2.626e+09,1.2491e+10,1.5339e+10,7.263e+09,-3.553e+09,1.58e+10,-1.75e+08,1.9335e+10,1.9335e+10,3.4674e+10,-7.49e+08,7.17e+08,5.43e+08,-4.05e+08,9.14e+08,-1.5e+07,2.04e+08,9e+06,-2.28e+08,4.96e+08,-5.25e+08,-6.28e+08,-6.28e+08,5.3e+07,-2.47e+08,-1.42e+08,3e+06,-1.39e+08,1.1e+08,1.1e+08,1.08e+08,-1.6e+07,8.358e+09,-9.52e+08,0.69312,-0.55404,-0.56614,-0.03874,-0.0216,1.27103,1.35463,0.79333,0.24105,-1.10635,-1.10635,1.95421,28.55982,-1.4062,0.20975,-0.01847,-0.02897,-0.18959,-373.625,-8.15553
"24","2016_Q1",8.50639344262295,"Down",5.67e+08,3.21e+08,8.88e+08,-9.24e+08,-1.53e+08,-1.85e+08,-4.32e+08,-1.54e+08,-35999999.9999999,-1.06e+08,-1.06e+08,-1.42e+08,-3.4e+08,-4.82e+08,1.92e+08,-2.9e+08,-7.93e+08,-7.93e+08,-7.93e+08,1.221e+09,1.221e+09,9.12e+08,9.12e+08,3.13e+08,1.44e+08,1.44e+08,2.59e+09,2.7061e+10,1.003e+09,1.657e+09,1.542e+09,2.9721e+10,3.2311e+10,1.578e+09,1.313e+09,1.33e+08,1.5e+08,1.5e+08,1.729e+09,7.276e+09,4.753e+09,2.441e+09,2.312e+09,1.2029e+10,1.3758e+10,7.268e+09,-3.554e+09,1.4974e+10,-1.35e+08,1.8553e+10,1.8553e+10,3.2311e+10,-2.9e+08,4.32e+08,50000000.0000001,-2.14e+08,2.53e+08,1.32e+08,5.2e+07,-5e+06,8.5e+07,3.24e+08,-4.17e+08,-5.37e+08,-5.37e+08,1.8e+07,3.01e+08,-3.3e+07,0,-1.079e+09,-4.54e+08,-3.68e+08,-3.7e+08,3.96e+08,7.277e+09,-81000000.0000001,1.56614,-0.0634900000000001,-1.39859,-0.04274,-0.02454,0.10214,1.49798,0.74155,0.22522,-1.16789,-1.16789,0.83505,27.32401,-0.11929,0.0486,-0.02485,-0.00264999999999999,-0.04161,15.2929300000001,-168.22222
"25","2016_Q2",12.08875,"Up",5.7e+08,-1.87e+08,3.83e+08,-9.16e+08,-1.97e+08,-2.4e+07,-5.49e+08,-1.46e+08,-5.33e+08,-7.9e+07,-7.9e+07,-6.12e+08,-1e+06,-6.13e+08,2.53e+08,-3.6e+08,-4.07e+08,-4.07e+08,-4.07e+08,2.072e+09,2.072e+09,7.79e+08,7.79e+08,3.06e+08,1.11e+08,1.11e+08,3.268e+09,2.6737e+10,9.59e+08,1.904e+09,1.789e+09,2.96e+10,3.2868e+10,1.314e+09,1.084e+09,7.9e+07,2.11e+08,2.11e+08,1.526e+09,7.28e+09,4.711e+09,2.368e+09,2.343e+09,1.1991e+10,1.3517e+10,8.365e+09,-3.397e+09,1.4533e+10,-1.5e+08,1.9351e+10,1.9351e+10,3.2868e+10,-3.6e+08,5.49e+08,-1.32e+08,-2.95e+08,1.5e+08,1.2e+07,1.06e+08,4e+06,-9.8e+07,6.9e+07,-4.41e+08,-4.41e+08,-4.41e+08,3.3e+07,-4.08e+08,-3.4e+07,0,1.198e+09,8.59e+08,8.59e+08,8.59e+08,1.6e+07,7.281e+09,-6.66e+08,0.67193,-0.93509,-0.71404,-0.02103,-0.01238,1.63636,2.14155,0.69852,0.22152,-0.55753,-0.55753,0.78082,26.50822,-0.91233,0.04658,-0.0119,-0.02125,-0.08354,325.5625,-9.77298
"26","2016_Q3",13.628125,"Up",1.103e+09,-1.85e+08,9.18e+08,-1.022e+09,-2.06e+08,-1.82e+08,-5.12e+08,-1.22e+08,-1.04e+08,-8.8e+07,-8.8e+07,-1.92e+08,0,-1.92e+08,5.4e+07,-1.38e+08,-1.7e+08,-1.7e+08,-1.7e+08,2.584e+09,2.584e+09,8.22e+08,8.22e+08,2.72e+08,7.6e+07,7.6e+07,3.754e+09,2.5657e+10,9.44e+08,2.172e+09,2.057e+09,2.8773e+10,3.2527e+10,1.152e+09,9.53e+08,1.14e+08,2.29e+08,2.29e+08,1.382e+09,7.28e+09,4.712e+09,2.392e+09,2.32e+09,1.1992e+10,1.3374e+10,8.37e+09,-3.397e+09,1.432e+10,-1.4e+08,1.9153e+10,1.9153e+10,3.2527e+10,-1.38e+08,5.12e+08,-1.13e+08,-57000000.0000001,-6.9e+07,-6.3e+07,-1.4e+07,2.1e+07,-7e+07,1.98e+08,4.71e+08,-2.87e+08,-2.87e+08,6e+06,3.88e+08,-4.3e+07,0,-4.3e+07,5.43e+08,5.43e+08,5.4e+08,4.08e+08,7.281e+09,7.62e+08,0.83228,-0.09429,-0.15413,-0.00888,-0.00523,-4.48235,2.71635,0.69827,0.22384,-0.20047,-0.20047,1.30071,22.58608,0.89858,0.05071,-0.00408,0.02447,-0.25294,11.5122500000001,-45.16346
"27","2016_Q4",14.7979365079365,"Up",9.9e+08,-1.6e+08,8.3e+08,-1.007e+09,-1.84e+08,-8.3e+07,-5.22e+08,-2.18e+08,-1.77e+08,-8.9e+07,-8.9e+07,-2.66e+08,-4.7e+07,-3.13e+08,1.07e+08,-2.06e+08,-1.92e+08,-1.92e+08,-1.92e+08,1.953e+09,1.953e+09,7.83e+08,7.83e+08,2.21e+08,8.5e+07,8.5e+07,3.042e+09,2.5976e+10,9.31e+08,2.361e+09,2.246e+09,2.9268e+10,3.231e+10,1.151e+09,9.64e+08,1.21e+08,2.56e+08,2.56e+08,1.408e+09,7.277e+09,4.703e+09,2.399e+09,2.304e+09,1.198e+10,1.3388e+10,8.379e+09,-3.406e+09,1.4086e+10,-1.37e+08,1.8922e+10,1.8922e+10,3.231e+10,-2.06e+08,5.22e+08,-1.06e+08,-1.24e+08,7e+06,4.9e+07,3.3e+07,4.4e+07,-2.8e+07,2.59e+08,-1.42e+08,-2.21e+08,-2.21e+08,1e+07,-9.45e+08,-4.2e+07,0,-4.4e+07,-7.3e+08,-7.3e+08,-7.3e+08,3.45e+08,7.278e+09,1.45e+08,0.83838,-0.17879,-0.19394,-0.01015,-0.00594,-0.75521,2.16051,0.70754,0.22526,-0.22668,-0.22668,1.16883,22.34002,0.17119,0.04959,-0.00485,0.00469,-0.21875,15.43478,-30.08475
"28","2017_Q1",15.1591935483871,"Up",1.124e+09,-1.8e+08,9.44e+08,-8.95e+08,-1.39e+08,-3.4e+07,-5.73e+08,-1.49e+08,4.9e+07,-7.6e+07,-7.6e+07,-2.7e+07,-1.9e+07,-46000000.0000001,-1.337e+09,-1.383e+09,-1.371e+09,-1.371e+09,-1.371e+09,2.488e+09,2.488e+09,7.48e+08,7.48e+08,1.36e+08,2.93e+08,6.6e+07,3.665e+09,1.6727e+10,9.31e+08,9.771e+09,9.656e+09,2.7429e+10,3.1094e+10,1.19e+09,9.67e+08,1.29e+08,3.64e+08,3.64e+08,2.24e+09,6.581e+09,4.732e+09,7.69e+08,3.963e+09,1.1313e+10,1.3553e+10,8.383e+09,-3.431e+09,1.2672e+10,-8.3e+07,1.7541e+10,1.7541e+10,3.1094e+10,-1.383e+09,5.73e+08,1.266e+09,1.304e+09,-4.9e+07,-8.1e+07,-5.8e+07,-4999999.99999999,-1.8e+07,3.75e+08,1.27e+08,-2.55e+08,-2.55e+08,5e+06,1.32e+08,-4.3e+07,1e+06,-4.3e+07,4.64e+08,7e+08,7e+08,6.22e+08,7.267e+09,2.005e+09,0.83986,0.04359,-1.21975,-0.07816,-0.04409,-1.46244,1.63616,0.77265,0.23371,-1.61105,-1.61105,1.3208,20.61222,2.35605,0.05053,-0.04496,0.06787,-0.03136,7.68327999999999,97.53061
