"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","assets_held_for_sale","income_taxes_receivable","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","interest_dividends_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",18.2375806451613,"Up",611255000,-527923000,83332000,-62489000,-62489000,20843000,19660000,-5073000,24005000,728000,40503000,-2768000,37735000,-9337000,28398000,28398000,-2518000,25880000,25880000,35266000,35266000,373487000,373487000,395117000,84759000,36465000,19707000,4290000,888629000,455130000,277643000,154895000,23229000,970741000,1859370000,370671000,264273000,102000,8506000,97790000,286354000,657025000,252541000,212117000,89265000,122852000,464658000,1121683000,690833000,46854000,737687000,1859370000,28398000,14653000,6587000,37800000,87438000,-2591000,-110957000,-8273000,16420000,-3168000,4979000,-18540000,-18540000,-18540000,35496000,538895000,80042000,0.13633,0.0341,0.04234,0.03508,0.01392,3.09281,1.3525,1.52054,0.28983,0.3752,0.37188,8.86185,10.01556,1.16043,0.11994,0.02294,0.05377,0.31967,14.18833,24.16298
"12","2013_Q1",23.1056666666667,"Up",755407000,-633939000,121468000,-64318000,-64318000,57150000,18142000,-4980000,22211000,911000,75292000,2353000,77645000,-23231000,54414000,54414000,-2336000,52078000,52078000,41028000,41028000,400869000,400869000,401940000,70402000,41402000,7202000,892000,914239000,443077000,279599000,156681000,22585000,963558000,1877797000,382011000,252334000,11697000,8478000,109502000,276252000,658263000,257462000,214635000,73099000,141536000,472097000,1130360000,697174000,50263000,747437000,1877797000,54414000,15247000,-10382000,-22583000,36696000,6651000,1611999.99999999,-8282000,-3794000,828000,-32546000,5761999.99999999,5761999.99999999,5761999.99999999,72397000,533714000,79696000,0.1608,0.07565,0.06894,0.06968,0.02773,1.53032,1.38887,1.51231,0.28422,0.75752,0.74862,10.98806,10.14101,1.15925,0.12047,0.04035,0.05328,0.15903,6.80534,8.62093
"13","2013_Q2",26.71484375,"Up",666035000,-572384000,93651000,-59422000,-59422000,34229000,17549000,-5259000,22643000,165000,51778000,-811000,50967000,-16102000,34865000,34865000,-903000,33962000,33962000,30481000,30481000,359660000,359660000,383582000,72462000,38903000,11768000,1394000,846185000,440885000,274349000,156754000,18900000,959321000,1805506000,340234000,237885000,6721000,9371000,86257000,52490000,392724000,407097000,213303000,79131000,134172000,620400000,1013124000,741105000,51277000,792382000,1805506000,34865000,14987000,4401000,16745000,70998000,-10120000,-10120000,-8150000,-63275000,-3263853.15007207,-71425000,-10547000,-10547000,-10547000,49216000,459587000,71943000,0.14061,0.05139,0.05099,0.04286,0.01881,2.11834,2.15466,1.27858,0.25455,0.4945,0.48816,9.6978,10.79085,1.04753,0.11867,0.02874,0.0491,0.23997,8.71883,12.53633
"14","2013_Q3",28.29203125,"Up",622622000,-527766000,94856000,-65101000,-65101000,29755000,19190000,-6334000,25221000,303000,48945000,-933000,48012000,-15390000,32622000,32622000,-796000,31826000,31826000,32889000,32889000,334912000,334912000,358224000,69089000,38560000,3697000,6869000,795114000,460081000,313293000,179837000,18649000,1025721000,1820835000,317663000,218971000,1802000,9541000,87349000,45161000,362824000,406811000,228724000,90764000,137960000,635535000,998359000,776146000,46330000,822476000,1820835000,32622000,16101000,-6574000,46232000,88381000,1179000,-60931000,-8954000,-10098000,-5990000,-25042000,2408000,2408000,2408000,45856000,451972000,108657000,0.15235,0.04779,0.05112,0.0387,0.01748,3.4141,2.19146,1.21385,0.24822,0.45832,0.45403,8.9662,11.17706,1.56474,0.12894,0.02713,0.07229,0.28134,9.13911,14.08446
"15","2013_Q4",32.9421875,"Up",619527000,-522501000,97026000,-63221000,-63221000,33805000,20154000,-6158000,25716000,596000,53959000,-399000,53560000,-16229000,37331000,37331000,-2e+05,37131000,37131000,37359000,37359000,376534000,376534000,373382000,76305000,37962000,3040000,15127000,863580000,454640000,310700000,179662000,18855000,1021602000,1885182000,349010000,245862000,2725000,674000,99749000,31699000,380709000,406523000,237155000,100465000,136690000,643678000,1024387000,816875000,43920000,860795000,1885182000,37331000,17048000,1771000,-19846000,36304000,-9234000,-9234000,-27040000,3577000,863000,-22600000,4470000,4470000,4470000,50853000,438222000,38002000,0.15661,0.05457,0.05993,0.04314,0.0197,1.02346,2.26835,1.19005,0.23246,0.51297,0.51689,8.55889,11.2853,0.52501,0.37356,0.04177,0.02474,0.72823,7.88278,11.8581
"16","2014_Q1",33.2004918032787,"Up",704060000,-592950000,111110000,-70580000,-70580000,40530000,15265000,-6167000,21044000,388000,55795000,-7034000,48761000,-16744000,32017000,32017000,1506000,33523000,33523000,51385000,51385000,394327000,394327000,356768000,64403000,38711000,3040000,724000,866883000,459430000,378419000,213858000,17417000,1083974000,1950857000,334094000,222696000,6268000,551000,104579000,114820000,448914000,406236000,223470000,89401000,134069000,629706000,1078620000,830822000,41415000,872237000,1950857000,32017000,18333000,7731000,19213000,77294000,-9439000,-121691000,-3.72529029846191e-09,87784000,1056000,58423000,14026000,14026000,14026000,58863000,521056000,85381000,0.15781,0.05757,0.04761,0.03843,0.01718,2.54694,1.93107,1.23661,0.26709,0.50259,0.45453,10.55562,12.4561,1.28007,0,0.02073,0.05281,0,7.97905,11.58823
"17","2014_Q2",32.3603174603175,"Down",692291000,-581327000,110964000,-71540000,-71540000,39424000,31648000,-6240000,26951000,10937000,71072000,-786000,70286000,-13933000,56353000,56353000,-1796000,54557000,54557000,121049000,121049000,439365000,439365000,376657000,73171000,44429000,3309000,2378000,1010242000,503869000,394500000,213649000,17488000,1082818000,2093060000,441022000,311204000,20531000,11012000,98275000,63286000,504308000,405948000,212416000,85592000,126824000,618364000,1122672000,857588000,112800000,970388000,2093060000,56353000,19460000,-26359000,45010000,94464000,-5707000,52805000,2667266.83705989,-49624000,2535000,-77605000,69664000,69664000,69664000,58884000,469234000,112120000,0.16029,0.05695,0.07881,0.05622,0.02607,2.0551,2.00322,1.15693,0.22419,0.78643,0.78643,9.97926,12.36199,1.61619,-0.0349300746580615,0.03302,0.06787,0.0726937559477023,5.91307,8.8318
"18","2014_Q3",33.3684375,"Up",769900000,-641668000,128232000,-78395000,-78395000,49837000,17300000,-6258000,21086000,2472000,67137000,-30338000,36799000,-8459000,28340000,28340000,-5363000,22977000,22977000,109055000,109055000,433995000,433995000,392407000,69158000,41449000,2435000,2619000,1004615000,505008000,357232000,212622000,16584000,1036786000,2041401000,406894000,283019000,5486000,11148000,107241000,44558000,451452000,405660000,202896000,72162000,130734000,608556000,1060008000,863789000,117604000,981393000,2041401000,28340000,20095000,10303000,-29419000,29319000,-974000,2970000.00000003,-10407000,-14735000,659000,-44283000,-11994000,-11994000,-11994000,69932000,450218000,47998000,0.16656,0.06473,0.02984,0.02341,0.01126,2.08896,2.2253,1.08011,0.22054,0.33347,0.33347,11.17368,12.5363,0.6966,0.15104,0.02042,0.02937,0.45293,4.8785,6.84558
"19","2014_Q4",29.8390625,"Down",773230000,-650743000,122487000,-75680000,-75680000,46807000,15478000,-6196000,21186000,488000,62285000,-1518000,60767000,-16556000,44211000,44211000,-3608000,40603000,40603000,52886000,52886000,467927000,467927000,441344000,81443000,45678000,2435000,9346000,1043600000,510978000,395875000,237553000,16876000,1082307000,2125907000,512627000,379230000,4879000,11022000,117496000,136470000,649097000,305370000,213527000,77673000,135854000,518897000,1167994000,861020000,96893000,957913000,2125907000,44211000,20208000,6425000,25980000,96824000,-21163000,-56762000,-10545000,-9874000,-35050000,-96231000,-56169000,-56169000,-56169000,67015000,441840000,88388000,0.15841,0.06053,0.05251,0.04239,0.0191,2.17688,1.60777,1.21931,0.20784,0.60938,0.60938,11.60483,12.92241,1.32655,0.15826,0.0317,0.05479,0.25971,5.80398,8.30974
"20","2015_Q1",23.2914754098361,"Down",891005000,-760169000,130836000,-74781000,-74781000,56055000,17322000,-7977000,22233000,3066000,73377000,-23728000,49649000,-18401000,31248000,31248000,1915000,33163000,33163000,190079000,190079000,493127000,493127000,410002000,105714000,43769000,32235000,5438000,1198922000,498861000,419485000,251093000,22399000,1097459000,2296381000,478128000,333744000,4953000,11044000,128387000,111535000,589663000,554790000,207046000,71333000,135713000,761836000,1351499000,850812000,94070000,944882000,2296381000,31248000,19967000,17585000,-60361000,8438999.99999999,-16056000,-45207000,-10246000,221580000,-233000,173961000,137193000,137193000,137193000,76022000,666325000,18006000,0.14684,0.06291,0.03722,0.0351,0.01444,0.54295,2.03323,1.43034,0.29016,0.46794,0.40566,12.57239,12.00525,0.25407,0.14457,0.02387,0.0099,0.30896,6.26458,8.49605
"21","2015_Q2",23.292380952381,"Up",862414000,-732907000,129507000,-75255000,-75255000,54252000,18731000,-9516000,27924000,323000,72983000,-2050000,70933000,-22113000,48820000,48820000,-4652000,44168000,44168000,146921000,146921000,486005000,486005000,467562000,104056000,45632000,31749000,3354000,1204544000,504140000,449639000,269357000,27264000,1150152000,2354696000,527605000,369273000,17836000,12954000,127542000,112147000,639752000,554494000,201716000,69766000,131950000,756210000,1395962000,865869000,92865000,958734000,2354696000,48820000,20367000,-9385000,-5317000,54485000,-23608000,-68958000,-10112000,-767000,2265000,-28685000,-43158000,-43158000,-43158000,74619000,666641000,67807000,0.15017,0.06291,0.05121,0.04607,0.01876,1.53521,1.88283,1.45605,0.28311,0.65369,0.65508,12.76383,12.81497,1.00355,0.14966,0.02971,0.03711,0.22894,6.96498,9.57974
"22","2015_Q3",22.40359375,"Down",871012000,-745789000,125223000,-77308000,-77308000,47915000,13863000,-9676000,22319000,1220000,61778000,-14723000,47055000,-15600000,31455000,31455000,-1993000,29462000,29462000,96537000,96537000,491687000,491687000,454775000,111395000,46310000,28264000,13757000,1154394000,501909000,456402000,283418000,22450000,1152997000,2307391000,466238000,324886000,4396000,13010000,123946000,111909000,578147000,573734000,184502000,62629000,121873000,758236000,1336383000,872502000,98506000,971008000,2307391000,31455000,21200000,14320000,-65566000,1409000,-22352000,-39066000,-12138000,20339000,620999.999999999,-12727000,-50384000,-50384000,-50384000,69115000,685643000,-3202999.99999999,0.14377,0.05501,0.03383,0.03034,0.01277,-0.10872,1.99671,1.37628,0.29715,0.43903,0.4437,12.97945,13.00165,-0.0477300000000003,0.18088,0.02259,-0.00174,0.41199,8.52356,12.29481
"23","2015_Q4",25.596875,"Up",804785000,-706294000,98491000,-66764000,-66764000,31727000,10632000,-8381000,18800000,213000,42359000,-83777000,-41418000,18173000,-23245000,-23245000,-2465000,-25710000,-25710000,42468000,42468000,495861000,495861000,478097000,109504000,51672000,24560000,8440000,1125930000,511690000,387993000,240738000,20697000,1095471000,2221401000,528078000,386408000,2920000,12850000,125900000,123889000,651967000,575968000,141793000,22116000,119677000,717761000,1369728000,760740000,90933000,851673000,2221401000,-23245000,21762000,52985000,32268000,83770000,-23492000,-82440000,-12517000,18450000,-8537000,-55399000,-54069000,-54069000,-54069000,53489000,699857000,44092000,0.12238,0.03942,-0.03195,-0.03019,-0.01157,-1.71497,1.72697,1.60828,0.31505,-0.3874,-0.41866,12.12665,11.46297,0.66439,0.18861,-0.00779,0.02604,-0.48685,12.29017,20.72018
"24","2016_Q1",26.6452459016393,"Up",846023000,-735711000,110312000,-76593000,-76593000,33719000,9245000,-8227000,18433000,-961000,42964000,-6506000.00000001,36458000,-6232000,30226000,30226000,-1361000,28865000,28865000,31067000,31067000,474292000,474292000,374975000,111859000,54294000,23412000,12119000,992193000,513190000,382983000,238999000,24867000,1092949000,2085142000,433001000,294129000,2845000,12862000,123165000,91391000,524392000,579352000,141349000,21495000,119854000,720701000,1245093000,749112000,90937000,840049000,2085142000,30226000,21760000,4224000,18501000,74711000,-12796000,-12605000,-11667000,-28345000,-549999.999999999,-73507000,-11401000,-11401000,-11401000,55479000,670743000,67416000,0.13039,0.03986,0.03412,0.03436,0.01384,2.33556,1.89208,1.48217,0.32168,0.44963,0.36678,13.17854,11.66896,1.05014,0.18174,0.02453,0.04081,0.40419,11.53006,18.97079
"25","2016_Q2",32.3653125,"Up",758147000,-645131000,113016000,-75951000,-75951000,37065000,18149000,-7854000,26581000,-578000,55214000,-6069000,49145000,-14150000,34995000,34995000,-3027000,31968000,31968000,18772000,18772000,431586000,431586000,382799000,101679000,53630000,23450000,2868000,934836000,530760000,378931000,239632000,24500000,1111074000,2045910000,472554000,317552000,11217000,12712000,131073000,22885000,495439000,580901000,130679000,15376000,115303000,711580000,1207019000,749884000,89007000,838891000,2045910000,34995000,21440000,-2660000,84852000,138627000,-38366000,-40053000,-11551000,-68400000,-3336000,-110869000,-12295000,-12295000,-12295000,58505000,603786000,119141000,0.14907,0.04889,0.04217,0.03811,0.01563,3.72688,1.88688,1.43883,0.29512,0.49955,0.48389,11.84734,11.71822,1.86178,0.1805,0.02766,0.07572,0.36133,9.99938,15.78346
"26","2016_Q3",37.61421875,"Up",699816000,-590637000,109179000,-72722000,-72722000,36457000,22444000,-7799000,29247000,996000,58901000,-24485000,34416000,-8665000,25751000,25751000,-2375000,23376000,23376000,27354000,27354000,407371000,407371000,351153000,86018000,48525000,12646000,3491000,871896000,524088000,354905000,237110000,25676000,1089109000,1961005000,401381000,265984000,2049000,13293000,120055000,50389000,451770000,579016000,126445000,4802000,121643000,705461000,1157231000,713006000,90768000,803774000,1961005000,25751000,20547000,746000,3982000,51026000,-12670000,-15846000,-12065000,30945000,-1564000,-26598000,8582000,8582000,8582000,57004000,629405000,56981000,0.15601,0.0521,0.0334,0.02908,0.01192,2.43759,1.92996,1.43975,0.32096,0.37292,0.36166,11.16437,11.37479,0.90903,0.19248,0.02272,0.03654,0.51613,10.56156,16.514
"27","2016_Q4",45.5346031746032,"Up",647080000,-551157000,95923000,-70149000,-70149000,25774000,20413000,-7886000,24994000,3305000,46187000,-702000,45485000,-11342000,34143000,34143000,-4296000,29847000,29847000,25432000,25432000,399138000,399138000,321227000,101861000,55777000,11441000,11934000,847658000,539020000,364352000,244144000,25603000,1112270000,1959928000,396025000,262405000,1917000,13243000,118460000,31623000,427648000,579515000,138951000,18515000,120436000,718466000,1146114000,719776000,94038000,813814000,1959928000,34143000,20761000,9129000,42182000,106215000,-14542000,-49481000,-11913000,-14185000,-4206000,-58656000,-1922000,-1922000,-1922000,46535000,611138000,85517000,0.14824,0.03983,0.04613,0.03668,0.01523,2.86518,1.98214,1.40832,0.31182,0.48332,0.46586,10.47835,11.65554,1.3848,0.19291,0.0267,0.05468,0.39914,12.58635,22.72468
"28","2017_Q1",42.73,"Down",714671000,-580196000,134475000,-78580000,-78580000,55895000,33557000,-8131000,34144000,7544000,89452000,-1883000,87569000,-24830000,62739000,62739000,-4215000,58524000,58524000,84188000,84188000,439688000,439688000,319335000,71904000,51290000,10079000,10535000,915115000,582838000,371485000,246067000,29254000,1146149000,2061264000,426565000,290432000,2501000,13471000,120161000,3513000,430078000,577491000,133849000,17379000,116470000,711340000,1141418000,793371000,126475000,919846000,2061264000,62739000,21951000,-7063000,39889000,117516000,-21661000,-21660000,-11664000,-25437000,0,-37100000,58756000,58756000,58756000,77846000,581004000,120904000,0.18816,0.07821,0.08189,0.06362,0.02839,2.06589,2.12779,1.24088,0.28187,0.95245,0.91087,11.63088,12.91168,1.96765,0.18983,0.04294,0.07396,0.1993,6.38204,8.88838
