"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","interest_dividends_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",48.9062903225806,"Up",661226000,-443476000,217750000,-73235000,-53404000,-19831000,144515000,-5544000,-7914000,2370000,138971000,138971000,-32472000,7935000,114434000,114434000,-4975000,109459000,109459000,402642000,402642000,378938000,378938000,491930000,113342000,113342000,1386852000,1253139000,2830268000,-1577129000,199864000,522800000,271566000,155734000,1975803000,3362655000,369940000,166564000,4646000,17517000,181213000,12572000,382512000,701162000,377698000,170277000,117045000,53232000,99268000,108153000,1078860000,1461372000,11183000,893000,10290000,1989586000,-192415000,1808354000,92929000,1901283000,3362655000,114434000,24979000,-13866000,78000,9571000,-23515000,-3974000,121573000,-92085000,-92085000,-104000,-12402000,-104591000,-17888000,-2932000,-20228000,6547000,-35573000,-76621000,-59639000,-59639000,530000,-59109000,169494000,713734000,105907000,0.32931,0.21856,0.16554,0.05757,0.03255,0.96755,3.62564,0.76862,0.21225,1.22537,1.21785,7.40231,20.2442,1.18561,0.20025,0.04255,0.03539,0.16342,1.83542,2.15266
"12","2013_Q1",54.9215,"Up",461330000,-280505000,180825000,-138441000,-119313000,-19128000,42384000,-8001000,-7666000,-335000,34383000,17401000,12949000,8834000,39184000,43465000,-5739000,37726000,37726000,477696000,477696000,378973000,378973000,428145000,122499000,122499000,1407313000,1296571000,2818604000,-1522033000,207141000,526266000,276966000,154836000,2029978000,3437291000,372309000,172866000,4426000,17471000,177546000,12700000,385009000,686588000,433686000,256296000,195481000,60815000,63368000,114022000,1120274000,1505283000,3650000,889000,2761000,1744684000,85264000,1833598000,98410000,1932008000,3437291000,43465000,24592000,55445000,4403000,-29029000,80071000,58782000,182284000,-62165000,-62165000,8774000,-2937000,-56328000,-17826000,-2689000,-21934000,1171000,-11494000,-53943000,72013000,72013000,3041000,75054000,66976000,699288000,50644000,0.39196,0.09187,0.08178,0.01953,0.01098,1.34242,3.65527,0.77913,0.20344,0.4238,0.42077,5.18244,20.59806,0.56892,0.20025,0.01812,0.01652,0.47251,3.30853,5.2282
"13","2013_Q2",54.38671875,"Down",641625000,-442035000,199590000,-84703000,-64750000,-19953000,114887000,-9440000,-5231000,-4209000,105447000,105447000,-26192000,10261000,89516000,89516000,-5529000,83987000,83987000,434904000,434904000,407823000,407823000,433061000,127712000,127712000,1403500000,1317759000,2850731000,-1532972000,215900000,513286000,269714000,151742000,2046945000,3450445000,425023000,207496000,7472000,20889000,189166000,9228000,434251000,686592000,427362000,254826000,194485000,60341000,66260000,106276000,1113954000,1548205000,2888000,881000,2007000,1744100000,51009000,1797997000,104243000,1902240000,3450445000,89516000,25244000,-3469000,2513000,6506000,-12488000,-12641000,98650000,-55335000,-55335000,6293627.54274273,821000,-54514000,-17808000,-3604000,-59078000,1720000,-3542000,-84032000,-39896000,-39896000,-2896000,-42792000,140131000,695820000,98347000,0.31107,0.17906,0.1309,0.04415,0.02434,1.17098,3.232,0.81389,0.20166,0.94666,0.94118,7.2321,20.2662,1.10852,0.20072,0.03365,0.03251,0.21203,1.86194,2.27107
"14","2013_Q3",54.74234375,"Up",521814000,-333823000,187991000,-82115000,-60550000,-21565000,105876000,-9178000,-7608000,-1570000,96698000,96698000,-19742000,9709000,86665000,91128000,-8389000,82739000,82739000,314659000,314659000,407842000,407842000,451998000,107379000,107379000,1281878000,1333765000,2895949000,-1562184000,206755000,513551000,272773000,150047000,2054071000,3335949000,366228000,179173000,7055000,19175000,160825000,9355000,375583000,1067852000,427121000,254853000,194913000,59940000,68474000,103794000,1494973000,1870556000,3819000,814000,3005000,1292993000,56182000,1352994000,112399000,1465393000,3335949000,91128000,26573000,2880000.00000001,2016000,-1595000,2459000.00000001,-40377000,80204000,-47833000,-47833000,-250000,-53000.0000000002,-48136000,-21241000,114224000,-519303000,2197000,266399000,-159921000,-127853000,-127853000,7608000,-120245000,132449000,1077207000,63981000,0.36026,0.2029,0.15856,0.05646,0.0248,0.77329,3.41304,1.27649,0.32291,0.98466,0.97929,6.21,16.1017,0.76142,0.25278,0.03501,0.02154,0.25672,5.7573,7.20227
"15","2013_Q4",57.885625,"Up",591196000,-381585000,209611000,-80809000,-61368000,-19441000,128802000,-9864000,-9496000,-368000,118938000,118938000,-26963000,5338000,97313000,97844000,-7332000,90512000,90512000,401427000,401427000,409206000,409206000,485804000,98269000,98269000,1394706000,1348976000,2934613000,-1585637000,208077000,518306000,279668000,149076000,2075359000,3470065000,391235000,192897000,19128000,19185000,160025000,19602000,410837000,1060282000,421797000,252104000,192374000,59730000,68768000,100925000,1482079000,1892916000,6830000,814000,6016000,1363970000,96295000,1467095000,110054000,1577149000,3470065000,97844000,27660000,-502000,2507000,2204000,-5213000,13665000,138667000,-31860000,-31860000,0,446000,-31414000,-19525000,-87533000,593000,593000,81380000,-25085000,82168000,82168000,4600000,86768000,156462000,1079884000,165230000,0.35455,0.21787,0.1531,0.05739,0.02608,1.8255,3.39479,1.20021,0.3112,1.11215,1.1058,7.26419,18.0266,2.03023,0.23991,0.03574,0.05367,0.21572,4.33624,5.26744
"16","2014_Q1",56.6827868852459,"Down",639635000,-386356000,253279000,7191999.99999999,28479000,-21287000,260471000,-9751000,-9224000,-527000,250720000,217359000,-61548000,6421000,162232000,161346000,-5413000,155933000,155933000,477239000,477239000,446864000,446864000,436049000,122763000,122763000,1482915000,1357069000,2972084000,-1615015000,212178000,532635000,284203000,160229000,2101882000,3584797000,411809000,208181000,8015000,19197000,176416000,24554000,436363000,1054310000,351348000,111550000,57647000,53903000,129188000,110610000,1405658000,1842021000,10758000,801000,9957000,1500358000,116245000,1627361000,115415000,1742776000,3584797000,161346000,27893000,-82251000,3128000,57750000,-143129000,8350000,115338000,-20318000,-20318000,250000,-3610000,-23678000,-19533000,-41820000,1043000.00000006,1043000,41302000,-19008000,72652000,72652000,3160000,75812000,288364000,1078864000,337944000,0.39597,0.40722,0.24378,0.08947,0.0435,2.16724,3.39835,1.05695,0.30096,1.91979,1.90835,7.87495,20.03547,4.16064,0.24048,0.0553,0.10651,0.12527,2.08634,2.30976
"17","2014_Q2",60.317619047619,"Up",599843000,-404244000,195599000,-100676000,-78104000,-22572000,94923000,-7630000,-8773000,1143000,87293000,70293000,-13190000,8901000,66004000,64235000,-7652000,56583000,56583000,524043000,524043000,427979000,427979000,420299000,105081000,105081000,1477402000,1340338000,2975692000,-1635354000,219076000,521912000,283364000,152786000,2081326000,3558728000,405136000,183461000,5260000,21488000,194927000,18063000,423199000,1052790000,355138000,125905000,72710000,53195000,127603000,101630000,1407928000,1831127000,3908000,795000,3113000,1493916000,106927000,1604751000,122850000,1727601000,3558728000,64235000,27809000,17303000,3402000,4139000,9762000,39826000,149173000,-23667000,-23667000,0,2151000,-21516000,-19582000,-101000,-48745000,1255000,-12186000,-80614000,47043000,47043000,-239000,46804000,122732000,1070853000,152081000,0.32608,0.15825,0.09433,0.03275,0.0159,2.68775,3.49103,1.05992,0.30091,0.70964,0.7063,7.52296,20.12606,1.90733,0.24559,0.02415,0.04822,0.34608,4.45532,5.76056
"18","2014_Q3",57.3453125,"Down",604721000,-397358000,207363000,-88948000,-67011000,-21937000,118415000,-9712000,-8733000,-979000,108703000,100528000,-21773000,10649000,89404000,29379000,-6932000,22447000,22447000,515119000,515119000,407298000,407298000,370564000,232902000,94918000,1525883000,1239586000,2628376000,-1388790000,224050000,465013000,265231000,156363000,1928649000,3454532000,427215000,185024000,4691000,21268000,216232000,377521000,815914000,685845000,327683000,124775000,71866000,52909000,106436000,96472000,1013528000,1829442000,3995000,782000,3213000,1399342000,99644000,1502981000,122109000,1625090000,3454532000,29379000,24905000,68281000,3917000,-20253000,84617000,23409000,145974000,-23003000,-23003000,-1.86264514923096e-09,-1509000,-24512000,-21734000,-2915000.00000001,-98900000,1100000,-4652000.00000001,-128201000,-6739000,-6739000,-2185000,-8923999.99999999,143320000,1063366000,165499000,0.34291,0.19582,0.03712,0.01381,0.0065,7.37288,1.87015,1.12575,0.30782,0.28536,0.28381,7.68759,19.10682,2.10393,0.2763,0.01465,0.05487,0.96824,3.82533,4.62988
"19","2014_Q4",52.2165625,"Down",642418000,-436972000,205446000,-88419000,-66012000,-22407000,117027000,-15367000,-8749000,-6618000,101660000,91106000,-11737000,8650000,88019000,81340000,-8546000,72794000,72794000,653120000,653120000,383325000,383325000,367911000,103951000,103951000,1508307000,1230274000,2623271000,-1392997000,196512000,458373000,251964000,160291000,1885159000,3393466000,444442000,205809000,3115000,21275000,214243000,368268000,812710000,684107000,309378000,120531000,67659000,52872000,95115000,93732000,993485000,1806195000,7773999.99999999,782000,6992000,1450618000,-1651000,1456741000,130530000,1587271000,3393466000,81340000,25630000,2640000,3128000,-8298000,7810000,25785000,135395000,-30012000,-30012000,104718000,-7198000,67508000,-21511000,-7000,358000,358000,-19774000,-40934000,161969000,161969000,-23968000,138001000,142657000,1052375000,150167000,0.3198,0.18217,0.11331,0.04586,0.02145,2.0629,1.8559,1.13792,0.31012,0.93035,0.92544,8.21044,18.61793,1.91921,0.27492,0.03198,0.05092,0.29551,2.79871,3.41165000000001
"20","2015_Q1",48.6493442622951,"Down",598566000,-436126000,162440000,-165402000,-144008000,-21394000,-2961999.99999999,-25410000,-15103000,-10307000,-28372000,-48748000,28216000,7542000,-12990000,-14048000,-4460000,-18508000,-18508000,2489768000,2489768000,385212000,385212000,358361000,115509000,115509000,3348850000,1231868000,2620670000,-1388802000,194042000,448343000,243262000,160956000,1874253000,5223103000,428790000,231705000,9453000,21458000,166174000,711096000,1139886000,2223035000,371547000,226958000,170534000,56424000,56884000,87705000,2594582000,3734468000,11227000,780000,10447000,1410651000,-62413000,1359465000,129170000,1488635000,5223103000,-14048000,25228000,82747000,3820000,-40535000,119462000,-31860000,62067000,-33894000,-33894000,0,-33719000,-67613000,-21275000,1885203000,0,1.16415321826935e-10,-4850000.00000001,1859078000,1853532000,1853532000,-16884000,1836648000,22266000,2934131000,-71704000,0.27138,-0.00494999999999998,-0.03092,-0.01243,-0.00354,3.87422,2.93788,2.50865,0.56176,-0.23685,-0.23563,7.65988,17.39714,-0.9176,0.27226,0.00058,-0.01496,-1.1495,19.95702,-150.02127
"21","2015_Q2",53.4534920634921,"Up",884404000,-625938000,258466000,-162257000,-135765000,-26492000,96209000,14211000,-35746000,49957000,110420000,50897000,-14140000,10392000,47149000,47149000,-4034000,43115000,43115000,261421000,261421000,626965000,626965000,620177000,177980000,177980000,1686543000,2617027000,4021633000,-1404606000,652972000,4838217000,2709670000,180212000,8108216000,9794759000,984535000,340815000,57512000,32261000,553947000,471809000,1456344000,3541312000,1549773000,506490000,451192000,55298000,801312000,241971000,5091085000,6547429000,2050431000,1122000,2049309000,1421234000,-362282000,3109383000,137947000,3247330000,9794759000,47149000,63986000,-94225000,4912000,-32845000,-66292000,28881000,45791000,-56741000,-56741000,-2097195000,61263000,-2092673000,-21730000,-326263000,90000,90000,165256000,-182647000,-2229529000,-2229529000,1182000,-2228347000,160195000,4013121000,146475000,0.29225,0.10878,0.04875,0.01328,0.0044,3.39731,1.15807,2.01625,0.40972,0.39873,0.39751,8.17908,28.75597,1.35462,0.20096,0.00736,0.01663,0.504,23.41958,38.99531
"22","2015_Q3",43.924375,"Down",526199000,-381250000,144949000,-54824000,-35895000,-18929000,90125000,-7e+06,-7153000,153000,83125000,61991000,-14496000,3827000,51322000,59346000,-7199000,52147000,52147000,207238000,207238000,638339000,638339000,602025000,206479000,206479000,1654081000,2618537000,4073722000,-1455185000,605442000,4892749000,2769619000,183949000,8116728000,9770809000,940078000,342482000,6e+07,32288000,505308000,4.28e+08,1368078000,3562308000,1524513000,511391000,455664000,55727000,766713000,246409000,5086821000,6454899000,2054638000,1122000,2053516000,1440845000,-316406000,3179077000,136833000,3315910000,9770809000,59346000,67483000,34376000,4281000,-8362000,38457000,-73813000,87392000,-54982000,-54982000,-3295000.00000072,-124000,-58400999.9999998,-32508000,-5385000,252000.000000001,252000,-46044000,-83684999.9999998,-54693999.999999,-54693999.999999,511000,-54183000,157608000,3990308000,43309000,0.27546,0.17128,0.0991,0.01573,0.00534,0.83052,1.20905,1.94664,0.40839,0.46481,0.46309,4.69029,28.3368,0.38604,0.28976,0.00959,0.0049,0.62339,24.00303,41.97581
"23","2015_Q4",46.655,"Up",693216000,-474171000,219045000,-102915000,-81012000,-21903000,116130000,-19170000,-19294000,124000,96960000,67250000,-13144000,5736000,59842000,70892000,-5500000,65392000,65392000,234490000,234490000,618301000,618301000,629393000,238731000,238731000,1720915000,2600852000,4096921000,-1496069000,453869000,4899428000,2811086000,191349000,7954149000,9675064000,1038180000,371649000,67304000,32295000,566932000,284368000,1322548000,3558964000,1519038000,506457000,451056000,55401000,761844000,250737000,5078002000,6400550000,2057204000,1122000,2056082000,1473698000,-386413000,3144489000,130025000,3274514000,9675064000,70892000,68903000,-15830000,1978000,-12386000,-5422000,59755000,183720000,-52845000,-52845000,6133000,97832000,51120000,-32532000,-645000,0,0,-168488000,-201665000,33175000,33175000,-5923000,27252000,185033000,3843332000,205087000,0.31598,0.16752,0.09433,0.01997,0.00676,3.13627,1.30121,1.95466,0.39724,0.58281,0.58103,6.17829,28.02525,1.82784,0.28994,0.01134,0.02375,0.49749,19.50378,31.07588
