"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2015_Q4",43.0209375,"Down",1.214e+09,-4.21e+08,7.93e+08,-4.8e+08,-3.74e+08,-9.1e+07,-1.5e+07,3.13e+08,-2.7e+07,-2.9e+07,2e+06,2.86e+08,-1.3e+07,2.73e+08,-8.3e+07,1.9e+08,1.9e+08,-1e+06,1.89e+08,1.89e+08,5.92e+08,5.92e+08,1.038e+09,1.038e+09,1.403e+09,4.17e+08,2.64e+08,3.45e+09,1.293e+09,1.943e+09,6.79e+08,1.163e+09,5.8e+07,4.3e+07,3.236e+09,6.686e+09,1.193e+09,3.06e+08,8.87e+08,5.7e+07,5.7e+07,1.658e+09,3.226e+09,5.48e+08,2.27e+08,3.21e+08,3.774e+09,5.432e+09,9.98e+08,9.43e+08,-5.62e+08,1.229e+09,1.254e+09,6.686e+09,1.9e+08,4.6e+07,1.9e+07,-5.1e+07,2.04e+08,-5.2e+07,0,-6e+07,-4.2e+07,2e+06,-8.6e+07,5.8e+07,5.8e+07,-1e+07,4.8e+07,3.59e+08,3.634e+09,3.39e+08,0.65321,0.25783,0.15568,0.15072,0.02827,1.79365,2.08082,4.33174,0.54352,0.37861,0.37672,2.43189,2.46194,0.67909,0.08413,0.04249,0.06236,0.22222,8.47354,9.71885
"12","2016_Q1",40.4995081967213,"Down",1.274e+09,-4.96e+08,7.78e+08,-5.5e+08,-4.25e+08,-1.09e+08,-1.6e+07,2.28e+08,-1.19e+08,-3.8e+07,-8.1e+07,1.09e+08,-4e+07,6.9e+07,-4.9e+07,19999999.9999999,19999999.9999999,2e+06,22000000.0000001,22000000.0000001,1.154e+09,1.154e+09,9.37e+08,9.37e+08,1.467e+09,2.72e+08,2.01e+08,3.83e+09,1.307e+09,2.776e+09,1.19e+09,1.455e+09,8.2e+07,4.9e+07,4.083e+09,7.913e+09,1.313e+09,2.93e+08,9.73e+08,6.3e+07,6.3e+07,1.781e+09,4.463e+09,5.78e+08,2.64e+08,3.14e+08,5.041e+09,6.822e+09,1.017e+09,8.76e+08,-6.22e+08,1.068e+09,1.091e+09,7.913e+09,19999999.9999999,5.5e+07,5.7e+07,1.46e+08,2.78e+08,-8.1e+07,-6.54e+08,-7.37e+08,-4.1e+07,7e+06,1.026e+09,5.67e+08,5.67e+08,-5e+06,5.62e+08,2.83e+08,4.868e+09,3.97e+08,0.61068,0.17896,0.01727,0.02016,0.00278000000000001,18.04545,2.15048,6.25298,0.61519,0.0441500000000001,0.0437400000000001,2.55641,2.14305,0.79662,0.08227,0.00964,0.06073,1.86364,13.12367,16.28947
"13","2016_Q2",45.19734375,"Up",1.162e+09,-3.89e+08,7.73e+08,-4.26e+08,-3.15e+08,-9e+07,-2.1e+07,3.47e+08,-1.3e+07,-4.3e+07,3e+07,3.34e+08,-2e+06,3.32e+08,-1.28e+08,2.04e+08,2.04e+08,0,2.04e+08,2.04e+08,6.75e+08,6.75e+08,9.08e+08,9.08e+08,1.461e+09,2.63e+08,2.36e+08,3.307e+09,1.317e+09,2.829e+09,1.21e+09,1.459e+09,1.12e+08,4.8e+07,4.146e+09,7.453e+09,1.095e+09,2.1e+08,8.36e+08,6.4e+07,6.4e+07,1.163e+09,4.464e+09,6.39e+08,2.7e+08,3.69e+08,5.103e+09,6.266e+09,1.012e+09,1.016e+09,-6.18e+08,1.165e+09,1.187e+09,7.453e+09,2.04e+08,5.7e+07,-2.9e+07,-1.81e+08,5.1e+07,3e+07,-12000000.0000001,1.8e+07,-4.7e+07,-1.9e+07,-5.43e+08,-4.74e+08,-4.74e+08,-5e+06,-4.79e+08,4.04e+08,4.468e+09,3.81e+08,0.66523,0.29862,0.17556,0.17186,0.02737,1.86765,2.84351,5.27885,0.59949,0.41013,0.40841,2.33615,2.34218,0.76598,0.09449,0.03988,0.06053,0.23039,9.38861,10.93084
"14","2016_Q3",48.51515625,"Up",1.208e+09,-3.99e+08,8.09e+08,-4.53e+08,-3.43e+08,-8.8e+07,-2.2e+07,3.56e+08,-4.5e+07,-4.1e+07,-3999999.99999999,3.11e+08,2.1e+07,3.32e+08,-1.08e+08,2.24e+08,2.24e+08,0,2.24e+08,2.24e+08,6.58e+08,6.58e+08,8.88e+08,8.88e+08,1.525e+09,2.57e+08,2.57e+08,3.328e+09,1.341e+09,2.849e+09,1.217e+09,1.475e+09,9.1e+07,6.6e+07,4.19e+09,7.518e+09,9.98e+08,2.24e+08,7.27e+08,3.7e+07,3.7e+07,1.039e+09,4.465e+09,6.43e+08,2.92e+08,3.51e+08,5.108e+09,6.147e+09,1.015e+09,1.19e+09,-5.54e+08,1.357e+09,1.371e+09,7.518e+09,2.24e+08,6e+07,6.4e+07,-2.11e+08,1.37e+08,-4.1e+07,-8e+06,-4.9e+07,-4.7e+07,1.4e+07,-1.08e+08,-2e+07,-2e+07,3e+06,-1.7e+07,4.16e+08,4.469e+09,2.72e+08,0.6697,0.2947,0.18543,0.16338,0.0298,1.21429,3.20308,4.48359,0.59444,0.45134,0.44909,2.43401,2.73423,0.54806,0.0947,0.0418,0.04196,0.20982,9.16106,10.70506
"15","2016_Q4",48.8014285714286,"Up",1.241e+09,-4.1e+08,8.31e+08,-4.56e+08,-3.45e+08,-9e+07,-2.1e+07,3.75e+08,-3.8e+07,-4.1e+07,3e+06,3.37e+08,-4e+06,3.33e+08,-9.6e+07,2.37e+08,2.37e+08,2e+06,2.39e+08,2.39e+08,6.51e+08,6.51e+08,9.15e+08,9.15e+08,1.563e+09,2.35e+08,2.35e+08,3.364e+09,1.382e+09,2.969e+09,1.282e+09,1.497e+09,1.19e+08,7.1e+07,4.351e+09,7.715e+09,9.97e+08,2.41e+08,7.56e+08,4.2e+07,4.2e+07,1.039e+09,4.467e+09,6.11e+08,2.66e+08,3.45e+08,5.078e+09,6.117e+09,1.019e+09,1.423e+09,-5.06e+08,1.585e+09,1.598e+09,7.715e+09,2.37e+08,6e+07,-1.9e+07,-3.9e+07,2.39e+08,-5.6e+07,-6.8e+07,-1.24e+08,-4.7e+07,1e+06,-1.24e+08,-9e+06,-9e+06,2e+06,-7e+06,4.35e+08,4.467e+09,4.36e+08,0.66962,0.30218,0.19259,0.14956,0.03098,1.82427,3.23773,3.82791,0.579,0.48263,0.48002,2.50606,3.20073,0.88045,0.09491,0.04284,0.06531,0.19665,8.77241,10.176
"16","2017_Q1",51.9903225806452,"Up",1.277e+09,-4.68e+08,8.09e+08,-4.9e+08,-3.61e+08,-1.08e+08,-2.1e+07,3.19e+08,-6.8e+07,-4.1e+07,-2.7e+07,2.51e+08,-2e+07,2.31e+08,-7.7e+07,1.54e+08,1.54e+08,0,1.54e+08,1.54e+08,7.27e+08,7.27e+08,9.13e+08,9.13e+08,1.502e+09,2.48e+08,2.48e+08,3.39e+09,1.381e+09,2.878e+09,1.228e+09,1.481e+09,9.6e+07,7.3e+07,4.259e+09,7.649e+09,1.076e+09,2.65e+08,7.59e+08,4.1e+07,4.1e+07,1.117e+09,4.468e+09,5.65e+08,2.44e+08,3.21e+08,5.033e+09,6.15e+09,1.029e+09,1.477e+09,-5.98e+08,1.487e+09,1.499e+09,7.649e+09,1.54e+08,6.3e+07,7.7e+07,-8000000.00000001,2.86e+08,-5.9e+07,0,-5.9e+07,-4.7e+07,-6e+06,-1.28e+08,9.9e+07,9.9e+07,-2.3e+07,7.6e+07,3.82e+08,4.468e+09,3.92e+08,0.63352,0.2498,0.1206,0.10274,0.02013,2.54545,3.03491,4.10274,0.58413,0.31177,0.31004,2.58523,3.01037,0.79359,0.09515,0.03077,0.06001,0.30519,9.79319,11.72727
"17","2017_Q2",56.9730158730159,"Up",1.231e+09,-4.43e+08,7.88e+08,-4.21e+08,-3.09e+08,-9e+07,-2.2e+07,3.67e+08,-3.1e+07,-4.1e+07,1e+07,3.36e+08,1e+06,3.37e+08,-9.8e+07,2.39e+08,2.39e+08,-1e+06,2.38e+08,2.38e+08,6.29e+08,6.29e+08,9.54e+08,9.54e+08,1.535e+09,2.65e+08,2.65e+08,3.383e+09,1.368e+09,2.898e+09,1.232e+09,1.497e+09,9.7e+07,7.2e+07,4.266e+09,7.649e+09,9.49e+08,2.31e+08,6.66e+08,3.1e+07,3.1e+07,1.73e+09,3.718e+09,5.66e+08,2.72e+08,2.94e+08,4.284e+09,6.014e+09,1.02e+09,1.651e+09,-5.52e+08,1.609e+09,1.635e+09,7.649e+09,2.39e+08,6.2e+07,5.5e+07,-2.37e+08,1.19e+08,-4.2e+07,-3e+06,-4.8e+07,-5.2e+07,1e+06,-1.76e+08,-1.05e+08,-1.05e+08,7e+06,-9.8e+07,4.29e+08,4.468e+09,2.48e+08,0.64013,0.29813,0.19334,0.14557,0.03112,1.04202,1.95549,3.67829,0.58413,0.48335,0.48052,2.5,3.26767,0.50366,0.10561,0.04348,0.03719,0.21849,8.94872,10.46049
"18","2017_Q3",60.5044444444444,"Up",1.269e+09,-4.4e+08,8.29e+08,-4.45e+08,-3.36e+08,-8.6e+07,-2.3e+07,3.84e+08,-3.9e+07,-4.1e+07,2e+06,3.45e+08,-1.86264514923096e-09,3.45e+08,-9.8e+07,2.47e+08,2.47e+08,1.16415321826935e-10,2.47e+08,2.47e+08,7.05e+08,7.05e+08,9.75e+08,9.75e+08,1.498e+09,4.06e+08,3.53e+08,3.584e+09,1.355e+09,2.863e+09,1.21e+09,1.495e+09,9.3e+07,6.5e+07,4.218e+09,7.802e+09,9.02e+08,1.99e+08,6.51e+08,3.2e+07,3.2e+07,1.784e+09,3.719e+09,5.53e+08,2.61e+08,2.92e+08,4.272e+09,6.056e+09,1.029e+09,1.843e+09,-5.42e+08,1.715e+09,1.746e+09,7.802e+09,2.47e+08,5.9e+07,2.2e+07,-1.48e+08,1.8e+08,-5e+07,0,-4e+07,-5.1e+07,1.2e+07,-6.4e+07,76000000.0000001,76000000.0000001,-3.72529029846191e-09,75999999.9999999,4.43e+08,4.569e+09,3.43e+08,0.65327,0.3026,0.19464,0.14147,0.03166,1.38866,2.00897,3.4685,0.58562,0.50326,0.5,2.58557,3.4943,0.69886,0.10391,0.04339,0.04994,0.20648,8.72235,10.0625
"19","2017_Q4",66.4055555555556,"Up",1.347e+09,-4.35e+08,9.12e+08,-4.47e+08,-3.28e+08,-9.6e+07,-2.3e+07,4.65e+08,-4.4e+07,-4.3e+07,-1e+06,4.21e+08,-8e+06,4.13e+08,-1.17e+08,2.96e+08,2.96e+08,2e+06,2.98e+08,2.98e+08,1.981e+09,1.981e+09,1.009e+09,1.009e+09,1.49e+09,4.14e+08,3.57e+08,4.894e+09,1.388e+09,3.006e+09,1.318e+09,1.53e+09,9.4e+07,6.4e+07,4.394e+09,9.288e+09,9.56e+08,2.13e+08,7.43e+08,4e+07,4e+07,1.746e+09,4.952e+09,5.71e+08,2.69e+08,3.02e+08,5.523e+09,7.269e+09,1.037e+09,2.14e+09,-4.55e+08,1.989e+09,2.019e+09,9.288e+09,2.96e+08,5.8e+07,1.5e+07,7e+07,4.39e+08,-4.8e+07,-7.9e+07,-1.28e+08,-5.2e+07,2e+06,9.56e+08,1.267e+09,1.267e+09,9e+06,1.276e+09,5.23e+08,5.702e+09,6.62e+08,0.67706,0.34521,0.22123,0.1476,0.03208,2.22148,2.80298,3.6003,0.61391,0.60928,0.6052,2.75404,4.06665,1.35351,0.10632,0.04221,0.07984,0.1745,7.11472,8.00215
"20","2018_Q1",76.3160655737705,"Up",1.46e+09,-4.57e+08,1.003e+09,-4.94e+08,-3.61e+08,-1.1e+08,-2.3e+07,5.09e+08,-6.7e+07,-5e+07,-1.7e+07,4.42e+08,-1.2e+07,4.3e+08,-3.5e+08,8e+07,8e+07,1e+06,8.1e+07,8.1e+07,1.564e+09,1.564e+09,9.98e+08,9.98e+08,1.427e+09,2.28e+08,2.28e+08,4.217e+09,1.435e+09,2.934e+09,1.269e+09,1.51e+09,8e+07,7.5e+07,4.369e+09,8.586e+09,1.05e+09,2.61e+08,7.28e+08,4.4e+07,4.4e+07,1.094e+09,4.953e+09,7.53e+08,3.8e+08,3.73e+08,5.706e+09,6.8e+09,1.018e+09,2.109e+09,-5.05e+08,1.77e+09,1.786e+09,8.586e+09,8e+07,6.3e+07,1.6e+08,3.05e+08,6.08e+08,-4.7e+07,0,-5.4e+07,-5.1e+07,-4.1e+07,-9.67e+08,-4.13e+08,-4.13e+08,-4e+06,-4.17e+08,5.72e+08,4.953e+09,1.18e+09,0.68699,0.34863,0.05548,0.04535,0.00943,14.5679,3.85466,3.80739,0.57687,0.1662,0.16499,2.99566,3.63172,2.42115,0.10464,0.01762,0.1575,0.62963,5.92483,6.65815
"21","2018_Q2",81.905625,"Up",1.366e+09,-4.47e+08,9.19e+08,-4.58e+08,-3.38e+08,-9.7e+07,-2.3e+07,4.61e+08,-4.2e+07,-4.7e+07,5e+06,4.19e+08,-2e+06,4.17e+08,-6.7e+07,3.5e+08,3.5e+08,2e+06,3.52e+08,3.52e+08,1.654e+09,1.654e+09,9.43e+08,9.43e+08,1.441e+09,2.29e+08,2.29e+08,4.267e+09,1.453e+09,2.97e+09,1.28e+09,1.532e+09,8e+07,7.8e+07,4.423e+09,8.69e+09,9.71e+08,2.17e+08,6.93e+08,2.9e+07,2.9e+07,1e+09,4.954e+09,7.61e+08,2.46e+08,5.15e+08,5.715e+09,6.715e+09,9.95e+08,2.399e+09,-4.29e+08,1.96e+09,1.975e+09,8.69e+09,3.5e+08,6e+07,-1.06e+08,8.5e+07,3.89e+08,-4.5e+07,2.98023223876953e-08,-4.5e+07,-6.2e+07,-1e+07,-2.62e+08,8.2e+07,8.2e+07,8e+06,9e+07,5.21e+08,4.954e+09,6.28e+08,0.67277,0.33748,0.25769,0.17823,0.04051,1.78409,4.267,3.4,0.57008,0.72443,0.71866,2.81128,4.03375,1.29245,0.1276,0.05384,0.08166,0.17614,6.33397,7.15835
"22","2018_Q3",86.1992063492063,"Up",1.415e+09,-4.47e+08,9.68e+08,-4.84e+08,-3.59e+08,-1.02e+08,-2.3e+07,4.84e+08,-4.2e+07,-4.6e+07,4e+06,4.42e+08,-5e+06,4.37e+08,-5.5e+07,3.82e+08,3.82e+08,2e+06,3.84e+08,3.84e+08,1.558e+09,1.558e+09,9.73e+08,9.73e+08,1.42e+09,2.88e+08,2.88e+08,4.239e+09,1.47e+09,2.894e+09,1.225e+09,1.514e+09,8e+07,7.5e+07,4.364e+09,8.603e+09,9.38e+08,2.3e+08,6.47e+08,2.9e+07,2.9e+07,9.67e+08,4.955e+09,6.99e+08,2.29e+08,4.7e+08,5.654e+09,6.621e+09,1.006e+09,2.722e+09,-5.43e+08,1.97e+09,1.982e+09,8.603e+09,3.82e+08,6.3e+07,1.7e+07,-1.95e+08,2.67e+08,-7.3e+07,0,-75999999.9999999,-6e+07,4e+06,-2.71e+08,-8e+07,-8e+07,-1.6e+07,-95999999.9999999,5.47e+08,4.955e+09,3.34e+08,0.6841,0.34205,0.27138,0.19374,0.04464,0.869789999999999,4.38366,3.34057,0.57596,0.79372,0.78769,2.92476,4.07193,0.69037,0.12402,0.05815,0.04374,0.15625,6.21024,7.0186
"23","2018_Q4",87.5846031746032,"Up",1.48e+09,-4.73e+08,1.007e+09,-5.07e+08,-3.67e+08,-1.08e+08,-3.2e+07,5e+08,-3.5e+07,-5.4e+07,1.9e+07,4.65e+08,-4.7e+07,4.18e+08,-7.1e+07,3.47e+08,3.47e+08,0,3.47e+08,3.47e+08,1.391e+09,1.286e+09,9.29e+08,9.29e+08,1.441e+09,3.15e+08,3.15e+08,4.076e+09,1.556e+09,4.827e+09,2.12e+09,2.537e+09,7.3e+07,9.7e+07,6.383e+09,1.0459e+10,9.64e+08,2.38e+08,7.26e+08,3.9e+07,3.9e+07,1.003e+09,6.441e+09,8.97e+08,4.46e+08,4.51e+08,7.338e+09,8.341e+09,1.015e+09,3.067e+09,-6.19e+08,2.118e+09,2.118e+09,1.0459e+10,3.47e+08,8.4e+07,-4e+06,1.23e+08,5.5e+08,-7.4e+07,-1.992e+09,-2.064e+09,-6.1e+07,-1.8e+07,1.263e+09,-2.51e+08,-2.51e+08,-2.1e+07,-2.72e+08,5.84e+08,6.441e+09,7.04e+08,0.68041,0.33784,0.23446,0.16383,0.03318,2.02882,4.06381,3.93815,0.61583,0.71992,0.71429,3.07054,4.39419,1.46058,0.12656,0.04315,0.07445,0.17579,8.64726,10.1
"24","2019_Q1",88.5127868852459,"Up",1.564e+09,-5.44e+08,1.02e+09,-5.84e+08,-4.2e+08,-1.25e+08,-3.9e+07,4.36e+08,-4e+06,-5.9e+07,5.5e+07,4.32e+08,-1.4e+07,4.18e+08,-7.3e+07,3.45e+08,3.45e+08,0,3.45e+08,3.45e+08,1.701e+09,1.602e+09,1.036e+09,1.036e+09,1.391e+09,2.71e+08,2.71e+08,4.399e+09,1.658e+09,4.72e+09,2.046e+09,2.519e+09,6.1e+07,9.4e+07,6.378e+09,1.0777e+10,1.18e+09,3.13e+08,7.88e+08,3.4e+07,3.4e+07,1.223e+09,6.443e+09,9.26e+08,4.74e+08,4.52e+08,7.369e+09,8.592e+09,1.031e+09,3.27e+09,-6.29e+08,2.185e+09,2.185e+09,1.0777e+10,3.45e+08,1.01e+08,3.9e+07,9.9e+07,5.84e+08,-9e+07,-6e+06,-7.4e+07,-6e+07,-6e+06,-1.97e+08,3.13e+08,3.13e+08,3e+06,3.16e+08,5.37e+08,6.452e+09,6.19e+08,0.65217,0.27877,0.22059,0.15789,0.03201,1.7942,3.59689,3.93227,0.59868,0.71792,0.71209,3.25459,4.54685,1.2881,0.12486,0.04235,0.06473,0.17391,8.8473,10.89679
"25","2019_Q2",102.260952380952,"Up",1.455e+09,-5.18e+08,9.37e+08,-5.09e+08,-3.69e+08,-1.02e+08,-3.8e+07,4.28e+08,-4.2e+07,-5.6e+07,1.4e+07,3.86e+08,-5e+06,3.81e+08,-6.9e+07,3.12e+08,3.12e+08,0,3.12e+08,3.12e+08,1.793e+09,1.728e+09,9.7e+08,9.7e+08,1.361e+09,2.55e+08,2.55e+08,4.379e+09,1.683e+09,4.821e+09,1.989e+09,2.522e+09,6.5e+07,2.45e+08,6.504e+09,1.0883e+10,1.027e+09,2.35e+08,7.13e+08,5.5e+07,5.5e+07,1.082e+09,6.444e+09,1.04e+09,4.64e+08,5.76e+08,7.484e+09,8.566e+09,1.013e+09,3.495e+09,-5.98e+08,2.317e+09,2.317e+09,1.0883e+10,3.12e+08,9.8e+07,1.8e+07,-3.9e+07,3.89e+08,-6.3e+07,1059080487.08642,-2.3e+07,-7.9e+07,-8e+06,-2.46e+08,1.2e+08,1.2e+08,3e+06,1.23e+08,5.26e+08,6.444e+09,4.93e+08,0.64399,0.29416,0.21443,0.13466,0.02867,1.58013,4.04713,3.69702,0.59212,0.65054,0.64583,3.03378,4.83111,1.02794,0.16472,0.03989,0.0503,0.25321,8.84221,10.86682
"26","2019_Q3",118.04203125,"Up",1.547e+09,-4.65e+08,1.082e+09,-5.56e+08,-4.06e+08,-1.11e+08,-3.9e+07,5.26e+08,-4.9e+07,-5.5e+07,6e+06,4.77e+08,-2.2e+07,4.55e+08,-8.4e+07,3.71e+08,3.71e+08,1.45519152283669e-11,3.71e+08,3.71e+08,1.78e+09,1.755e+09,9.94e+08,9.94e+08,1.404e+09,3.06e+08,3.06e+08,4.484e+09,1.739e+09,4.763e+09,1.916e+09,2.505e+09,6e+07,2.82e+08,6.502e+09,1.0986e+10,1.02e+09,2.9e+08,6.52e+08,5.5e+07,5.5e+07,1.075e+09,6.446e+09,1.054e+09,4.46e+08,6.08e+08,7.5e+09,8.575e+09,1.024e+09,3.788e+09,-6.69e+08,2.411e+09,2.411e+09,1.0986e+10,3.71e+08,9.8e+07,2.6e+07,-1.77e+08,3.18e+08,-1.03e+08,542268908.00258,-5.9e+07,-7.8e+07,0,-2.28e+08,3.1e+07,3.1e+07,0,31000000.0000001,6.24e+08,6.446e+09,4.28e+08,0.69942,0.34001,0.23982,0.15388,0.03377,1.15364,4.17116,3.55662,0.58675,0.77485,0.76923,3.23099,5.03551,0.8939,0.16291,0.0453,0.04318,0.21024,7.47756,8.87072
"27","2019_Q4",121.6765625,"Up",1.584e+09,-4.79e+08,1.105e+09,-5.41e+08,-3.91e+08,-1.12e+08,-3.8e+07,5.64e+08,-3e+07,-5.6e+07,2.6e+07,5.34e+08,-6e+06,5.28e+08,-9.5e+07,4.33e+08,4.33e+08,0,4.33e+08,4.33e+08,1.827e+09,1.815e+09,1.03e+09,1.03e+09,1.439e+09,3.22e+08,3.22e+08,4.618e+09,1.813e+09,4.841e+09,1.935e+09,2.55e+09,7.2e+07,2.84e+08,6.654e+09,1.1272e+10,1.004e+09,2.84e+08,7.2e+08,4.8e+07,4.8e+07,1.052e+09,6.447e+09,1.095e+09,4.73e+08,6.22e+08,7.542e+09,8.594e+09,1.036e+09,4.217e+09,-6.99e+08,2.678e+09,2.678e+09,1.1272e+10,4.33e+08,1.07e+08,-2e+06,-3.2e+07,5.06e+08,-1.08e+08,-1.37e+08,-2.09e+08,-7.8e+07,1e+06,-2.27e+08,7e+07,7e+07,-1.1e+07,5.9e+07,6.71e+08,6.447e+09,6.26e+08,0.6976,0.35606,0.27336,0.16169,0.03841,1.44573,4.38973,3.20911,0.57195,0.90643,0.89927,3.31589,5.60603,1.31045,0.16328,0.05,0.06125,0.18014,6.88525,8.19149
"28","2020_Q1",129.117419354839,"Up",1.674e+09,-5.3e+08,1.144e+09,-6.44e+08,-4.72e+08,-1.32e+08,-4e+07,5e+08,-4.5e+07,-5.6e+07,1.1e+07,4.55e+08,-1.8e+07,4.37e+08,-5.3e+07,3.84e+08,3.84e+08,618193.188336677,3.84e+08,3.84e+08,1.934e+09,1.934e+09,1.086e+09,1.086e+09,1.41e+09,3.18e+08,3.18e+08,4.748e+09,1.94e+09,4.857e+09,1.89e+09,2.592e+09,8.8e+07,2.87e+08,6.797e+09,1.1545e+10,1.251e+09,3.01e+08,8.55e+08,5.5e+07,5.5e+07,1.806e+09,5.947e+09,1.084e+09,4.34e+08,6.5e+08,7.031e+09,8.837e+09,1.049e+09,4.427e+09,-7.26e+08,2.708e+09,2.708e+09,1.1545e+10,3.84e+08,1.09e+08,-8e+06,9.7e+07,5.82e+08,-1.65e+08,-5.8e+07,-2.13e+08,-7.9e+07,5e+06,-2.5e+08,1.19e+08,1.19e+08,0,1.19e+08,6.09e+08,6.447e+09,5.94e+08,0.68339,0.29869,0.22939,0.1418,0.03326,1.54688,2.62901,3.26329,0.55842,0.80603,0.79959,3.51377,5.68416,1.24682,0.16582,0.04522,0.05801,0.20573,7.41051,9.026
"29","2020_Q2",128.232380952381,"Down",1.534e+09,-4.59e+08,1.075e+09,-5.36e+08,-3.89e+08,-1.07e+08,-4e+07,5.39e+08,-3.3e+07,-5.3e+07,2e+07,5.06e+08,-9e+06,4.97e+08,-7.4e+07,4.23e+08,4.23e+08,1273700.15347547,4.23e+08,4.23e+08,1.951e+09,1.951e+09,9.65e+08,9.65e+08,1.481e+09,3.75e+08,3.75e+08,4.772e+09,1.977e+09,4.779e+09,1.821e+09,2.583e+09,8.8e+07,2.87e+08,6.756e+09,1.1528e+10,1.171e+09,2.65e+08,8.11e+08,5e+07,5e+07,1.721e+09,5.963e+09,1.091e+09,4.21e+08,6.7e+08,7.054e+09,8.775e+09,1.022e+09,4.764e+09,-7.81e+08,2.753e+09,2.753e+09,1.1528e+10,4.23e+08,1.1e+08,4e+06,-1.29e+08,4.08e+08,-7.4e+07,-6e+06,-5.7e+07,-9.5e+07,1.7e+07,-3.28e+08,2.3e+07,2.3e+07,-6e+06,1.7e+07,6.49e+08,6.463e+09,5.2e+08,0.70078,0.35137,0.27575,0.15365,0.03669,1.22931,2.77281,3.18743,0.56063,0.8894,0.88309,3.2254,5.78848,1.09336,0.19975,0.05026,0.05045,0.22459,6.95223,8.37106
"30","2020_Q3",151.145625,"Up",1.548e+09,-4.51e+08,1.097e+09,-5.44e+08,-3.93e+08,-1.11e+08,-4e+07,5.53e+08,-6.3e+07,-5.8e+07,-5000000.00000001,4.9e+08,-8e+06,4.82e+08,-1.06e+08,3.76e+08,3.76e+08,1e+06,3.77e+08,3.77e+08,3.353e+09,3.353e+09,9.84e+08,9.84e+08,1.584e+09,3.64e+08,3.64e+08,6.285e+09,2.011e+09,4.773e+09,1.783e+09,2.629e+09,8.8e+07,2.73e+08,6.784e+09,1.3069e+10,1.245e+09,3.35e+08,8.15e+08,6.5e+07,6.5e+07,1.811e+09,7.194e+09,1.077e+09,3.95e+08,6.82e+08,8.271e+09,1.0082e+10,1.035e+09,5.048e+09,-8.56e+08,2.982e+09,2.987e+09,1.3069e+10,3.76e+08,1.11e+08,1e+07,-5.9e+07,4.38e+08,-8.7e+07,-7.2e+07,-1.64e+08,-9.5e+07,-5e+06,1.141e+09,1.415e+09,1.415e+09,-1.3e+07,1.402e+09,6.64e+08,7.695e+09,6.24e+08,0.70866,0.35724,0.24354,0.12621,0.02885,1.65517,3.47046,3.37529,0.5888,0.79335,0.78837,3.25758,6.27525,1.31313,0.19992,0.04014,0.05307,0.25199,6.53916,7.85172
